LGA_CODE_2016,CIII_IV_1000_1249_Mng,CIII_IV_1000_1249_Pro,CIII_IV_1000_1249_TecTW,CIII_IV_1000_1249_CoPSW,CIII_IV_1000_1249_ClAW,CIII_IV_1000_1249_SWks,CIII_IV_1000_1249_MaOpDv,CIII_IV_1000_1249_Lab,CIII_IV_1000_1249_IDNS,CIII_IV_1000_1249_Tot,CIII_IV_1250_1499_Mng,CIII_IV_1250_1499_Pro,CIII_IV_1250_1499_TecTW,CIII_IV_1250_1499_CoPSW,CIII_IV_1250_1499_ClAW,CIII_IV_1250_1499_SWks,CIII_IV_1250_1499_MaOpDv,CIII_IV_1250_1499_Lab,CIII_IV_1250_1499_IDNS,CIII_IV_1250_1499_Tot,CIII_IV_1500_1749_Mng,CIII_IV_1500_1749_Pro,CIII_IV_1500_1749_TecTW,CIII_IV_1500_1749_CoPSW,CIII_IV_1500_1749_ClAW,CIII_IV_1500_1749_SWks,CIII_IV_1500_1749_MaOpDv,CIII_IV_1500_1749_Lab,CIII_IV_1500_1749_IDNS,CIII_IV_1500_1749_Tot,CIII_IV_1750_1999_Mng,CIII_IV_1750_1999_Pro,CIII_IV_1750_1999_TecTW,CIII_IV_1750_1999_CoPSW,CIII_IV_1750_1999_ClAW,CIII_IV_1750_1999_SWks,CIII_IV_1750_1999_MaOpDv,CIII_IV_1750_1999_Lab,CIII_IV_1750_1999_IDNS,CIII_IV_1750_1999_Tot,CIII_IV_2000_2999_Mng,CIII_IV_2000_2999_Pro,CIII_IV_2000_2999_TecTW,CIII_IV_2000_2999_CoPSW,CIII_IV_2000_2999_ClAW,CIII_IV_2000_2999_SWks,CIII_IV_2000_2999_MaOpDv,CIII_IV_2000_2999_Lab,CIII_IV_2000_2999_IDNS,CIII_IV_2000_2999_Tot,CIII_IV_3000mo_Mng,CIII_IV_3000mo_Pro,CIII_IV_3000mo_TecTW,CIII_IV_3000mo_CoPSW,CIII_IV_3000mo_ClAW,CIII_IV_3000mo_SWks,CIII_IV_3000mo_MaOpDv,CIII_IV_3000mo_Lab,CIII_IV_3000mo_IDNS,CIII_IV_3000mo_Tot,CIII_IV_PINS_Mng,CIII_IV_PINS_Pro,CIII_IV_PINS_TecTW,CIII_IV_PINS_CoPSW,CIII_IV_PINS_ClAW,CIII_IV_PINS_SWks,CIII_IV_PINS_MaOpDv,CIII_IV_PINS_Lab,CIII_IV_PINS_IDNS,CIII_IV_PINS_Tot,CIII_IV_Tot_Mng,CIII_IV_Tot_Pro,CIII_IV_Tot_TecTW,CIII_IV_Tot_CoPSW,CIII_IV_Tot_ClAW,CIII_IV_Tot_SWks,CIII_IV_Tot_MaOpDv,CIII_IV_Tot_Lab,CIII_IV_Tot_IDNS,CIII_IV_Tot_Tot,CI_II_NNI_Mng,CI_II_NNI_Pro,CI_II_NNI_TecTW,CI_II_NNI_CoPSW,CI_II_NNI_ClAW,CI_II_NNI_SWks,CI_II_NNI_MaOpDv,CI_II_NNI_Lab,CI_II_NNI_IDNS,CI_II_NNI_Tot,CI_II_1_149_Mng,CI_II_1_149_Pro,CI_II_1_149_TecTW,CI_II_1_149_CoPSW,CI_II_1_149_ClAW,CI_II_1_149_SWks,CI_II_1_149_MaOpDv,CI_II_1_149_Lab,CI_II_1_149_IDNS,CI_II_1_149_Tot,CI_II_150_299_Mng,CI_II_150_299_Pro,CI_II_150_299_TecTW,CI_II_150_299_CoPSW,CI_II_150_299_ClAW,CI_II_150_299_SWks,CI_II_150_299_MaOpDv,CI_II_150_299_Lab,CI_II_150_299_IDNS,CI_II_150_299_Tot,CI_II_300_399_Mng,CI_II_300_399_Pro,CI_II_300_399_TecTW,CI_II_300_399_CoPSW,CI_II_300_399_ClAW,CI_II_300_399_SWks,CI_II_300_399_MaOpDv,CI_II_300_399_Lab,CI_II_300_399_IDNS,CI_II_300_399_Tot,CI_II_400_499_Mng,CI_II_400_499_Pro,CI_II_400_499_TecTW,CI_II_400_499_CoPSW,CI_II_400_499_ClAW,CI_II_400_499_SWks,CI_II_400_499_MaOpDv,CI_II_400_499_Lab,CI_II_400_499_IDNS,CI_II_400_499_Tot,CI_II_500_649_Mng,CI_II_500_649_Pro,CI_II_500_649_TecTW,CI_II_500_649_CoPSW,CI_II_500_649_ClAW,CI_II_500_649_SWks,CI_II_500_649_MaOpDv,CI_II_500_649_Lab,CI_II_500_649_IDNS,CI_II_500_649_Tot,CI_II_650_799_Mng,CI_II_650_799_Pro,CI_II_650_799_TecTW,CI_II_650_799_CoPSW,CI_II_650_799_ClAW,CI_II_650_799_SWks,CI_II_650_799_MaOpDv,CI_II_650_799_Lab,CI_II_650_799_IDNS,CI_II_650_799_Tot,CI_II_800_999_Mng,CI_II_800_999_Pro,CI_II_800_999_TecTW,CI_II_800_999_CoPSW,CI_II_800_999_ClAW,CI_II_800_999_SWks,CI_II_800_999_MaOpDv,CI_II_800_999_Lab,CI_II_800_999_IDNS,CI_II_800_999_Tot,CI_II_1000_1249_Mng,CI_II_1000_1249_Pro,CI_II_1000_1249_TecTW,CI_II_1000_1249_CoPSW,CI_II_1000_1249_ClAW,CI_II_1000_1249_SWks,CI_II_1000_1249_MaOpDv,CI_II_1000_1249_Lab,CI_II_1000_1249_IDNS,CI_II_1000_1249_Tot,CI_II_1250_1499_Mng,CI_II_1250_1499_Pro,CI_II_1250_1499_TecTW,CI_II_1250_1499_CoPSW,CI_II_1250_1499_ClAW,CI_II_1250_1499_SWks,CI_II_1250_1499_MaOpDv,CI_II_1250_1499_Lab,CI_II_1250_1499_IDNS,CI_II_1250_1499_Tot,CI_II_1500_1749_Mng,CI_II_1500_1749_Pro,CI_II_1500_1749_TecTW,CI_II_1500_1749_CoPSW,CI_II_1500_1749_ClAW,CI_II_1500_1749_SWks,CI_II_1500_1749_MaOpDv,CI_II_1500_1749_Lab,CI_II_1500_1749_IDNS,CI_II_1500_1749_Tot,CI_II_1750_1999_Mng,CI_II_1750_1999_Pro,CI_II_1750_1999_TecTW,CI_II_1750_1999_CoPSW,CI_II_1750_1999_ClAW,CI_II_1750_1999_SWks,CI_II_1750_1999_MaOpDv,CI_II_1750_1999_Lab,CI_II_1750_1999_IDNS,CI_II_1750_1999_Tot
LGA11700,0,0,3,0,0,0,0,4,0,11,0,0,0,0,0,0,0,3,0,4,0,0,3,3,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,22,0,18,15,9,0,4,18,4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,64,28,226,76,64,24,60,33,14,586,34,17,131,42,40,10,37,20,8,336,43,5,86,45,11,8,35,11,3,241,29,7,47,40,6,7,24,3,0,168,33,5,85,20,11,3,63,6,0,227,8,7,23,4,3,3,11,0,0,55,3,0,12,10,7,0,11,0,6,48,371,183,1202,742,407,264,346,354,61,3933,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,4,0,13,3,0,0,3,0,5,0,7,0,18,0,3,3,8,4,14,0,4,0,36,0,4,0,3,3,8,0,6,0,29,0,3,3,14,9,10,4,11,0,59,6,0,3,3,10,11,0,8,0,43,3,0,3,5,11,12,0,8,3,39,3,6,0,8,6,0,3,0,0,26,3,0,0,4,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,4,0,0,5
LGA11730,86,41,179,79,71,27,76,44,11,616,35,16,101,37,52,13,41,31,3,322,24,15,71,31,16,10,25,11,7,213,19,7,24,15,4,3,17,7,0,96,21,7,37,17,14,3,12,3,0,111,12,0,15,0,0,3,5,3,3,44,4,5,16,13,7,3,4,5,6,60,488,229,1302,795,497,326,319,425,76,4453,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,0,3,0,15,3,0,5,0,0,7,0,5,0,27,6,3,0,3,0,5,0,3,0,25,3,0,4,10,9,3,0,9,0,33,0,0,7,11,19,19,0,9,0,66,8,0,6,12,20,7,0,14,0,58,5,6,3,11,8,6,0,4,0,51,7,3,3,4,7,3,0,0,0,24,0,0,0,0,3,0,0,0,0,8,0,5,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3
LGA11750,4,6,20,3,10,0,14,8,0,63,3,3,18,3,0,0,13,7,0,52,7,3,42,0,5,0,25,7,0,91,3,0,33,0,0,0,21,0,0,69,10,5,139,3,4,0,51,0,5,216,15,0,15,0,0,0,6,0,0,43,0,0,3,0,0,0,0,0,0,10,85,24,313,43,50,17,147,52,17,742,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11800,125,47,425,112,193,64,76,76,16,1138,106,27,231,41,97,47,35,36,3,623,90,19,131,14,37,20,14,21,9,349,33,10,71,8,8,9,18,8,3,169,50,8,47,4,9,5,11,3,0,146,21,0,7,3,6,4,0,4,0,52,4,4,33,10,8,8,3,7,8,87,785,354,2186,1071,944,623,445,663,101,7167,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,6,0,19,0,0,0,4,3,18,3,12,0,37,0,0,4,7,13,16,0,17,3,58,0,0,4,14,11,19,0,10,0,66,3,3,3,19,18,22,0,26,0,97,5,3,9,23,29,21,3,19,0,103,12,4,6,15,30,19,3,3,0,93,0,3,3,9,16,3,3,3,0,40,3,0,0,0,6,3,3,0,0,22,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,4
LGA12000,13,0,13,3,3,4,7,5,0,43,0,3,6,0,3,3,3,0,0,18,3,0,5,0,0,0,4,0,0,17,8,0,0,0,0,0,3,0,0,13,3,0,0,0,0,0,3,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,58,9,75,29,22,18,18,27,4,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12150,9,4,6,4,7,3,3,7,3,45,4,0,3,7,4,0,0,0,0,19,7,0,7,6,0,0,0,0,0,25,0,0,3,0,0,0,0,0,0,9,3,0,0,4,0,0,0,0,0,11,3,0,3,0,0,0,0,0,0,6,3,0,3,3,4,0,0,0,4,14,74,8,77,51,34,15,14,38,11,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12350,27,8,71,13,25,16,21,15,3,190,22,0,34,3,3,5,13,7,3,96,13,0,24,0,3,3,8,0,0,55,6,0,5,0,0,3,5,0,0,26,19,0,3,0,0,0,0,0,0,27,10,0,3,0,0,0,0,0,0,16,0,0,5,0,0,0,0,5,3,26,211,57,365,150,120,87,92,146,23,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,3,0,0,5,0,0,7,0,17,0,0,0,4,0,4,0,0,0,11,0,0,4,0,4,3,0,4,0,15,0,0,0,6,3,5,0,0,0,12,9,0,0,3,3,3,0,0,0,23,3,3,0,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12380,189,83,962,141,296,118,331,160,31,2317,186,72,736,65,151,94,190,98,17,1615,203,87,540,45,96,53,121,71,21,1238,167,68,342,21,71,25,95,46,15,851,242,63,368,16,52,34,105,43,19,944,102,25,56,3,14,14,7,10,3,232,24,14,79,16,13,11,25,20,31,235,1402,602,4816,1186,1385,786,1532,1043,246,12995,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,9,0,8,0,17,0,0,3,12,4,7,0,6,0,41,0,0,3,12,10,9,3,3,0,42,0,3,13,7,9,5,5,8,0,50,5,0,6,16,30,13,5,16,0,106,4,3,12,14,27,22,20,12,0,115,11,4,8,16,34,14,23,17,3,139,13,4,7,11,38,17,23,6,0,126,4,5,10,4,32,5,4,3,0,74,8,10,0,3,9,7,7,0,0,43,8,0,0,0,6,0,3,3,0,24
LGA12700,19,3,32,6,8,0,5,3,3,84,14,0,9,3,6,0,3,5,0,37,4,3,12,0,0,0,3,0,0,27,0,4,7,0,0,0,3,6,0,16,3,0,7,0,3,0,0,0,3,18,4,0,3,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,8,101,20,167,67,47,22,35,67,7,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12730,27,7,57,15,16,11,28,13,0,171,18,5,32,8,6,3,14,10,0,96,12,4,22,3,5,0,5,0,0,56,4,0,16,3,3,0,0,3,0,31,11,0,6,3,3,0,0,0,0,25,3,0,0,0,3,0,0,0,0,14,3,0,3,0,0,0,10,3,7,24,154,41,283,107,97,49,83,112,13,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,3,4,0,17,3,0,0,0,8,0,0,3,0,18,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12750,73,20,151,40,81,25,42,37,8,482,38,20,98,18,29,11,26,11,5,253,28,5,56,4,8,7,8,3,0,125,11,0,21,5,8,0,0,3,5,57,29,5,14,7,4,4,3,0,0,66,4,0,5,0,0,3,0,0,0,22,9,0,17,3,4,3,3,9,6,51,381,151,1050,500,353,287,196,294,46,3256,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,3,3,3,0,0,0,15,0,0,0,3,0,3,0,5,0,13,0,0,7,9,8,0,0,7,0,30,5,0,0,4,8,11,0,5,0,38,0,0,6,8,21,8,0,5,0,51,3,4,0,3,3,3,0,3,0,28,3,0,3,0,6,4,3,0,0,28,0,0,3,3,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4
LGA12850,159,71,785,131,202,97,255,114,32,1853,153,68,525,43,130,67,141,66,26,1208,170,53,357,26,92,50,97,46,18,906,104,38,194,14,36,29,50,34,7,507,198,50,192,6,28,32,48,12,9,579,83,17,34,0,5,7,5,4,4,162,15,3,65,16,20,6,10,15,28,178,1132,487,3870,1064,1139,686,1145,788,212,10519,3,0,0,0,0,0,0,0,0,5,0,0,0,0,7,9,0,6,0,19,0,3,0,9,11,15,5,5,3,47,0,3,6,10,9,14,3,12,0,49,3,3,3,5,13,12,5,14,0,63,3,0,6,15,15,11,3,13,0,71,6,4,8,11,21,17,12,17,0,98,8,9,3,15,53,17,24,20,3,143,8,9,3,6,23,5,21,6,0,83,13,6,3,0,15,9,10,0,0,53,5,0,3,0,6,4,7,0,0,28,3,0,0,0,9,4,0,0,0,21
LGA12870,35,7,112,3,18,3,32,45,4,256,25,7,70,3,4,3,30,44,3,180,23,5,46,4,12,0,9,17,0,118,5,0,13,0,3,3,5,3,3,38,15,3,12,0,3,0,3,0,3,31,5,0,3,0,0,0,0,0,0,13,3,0,6,6,3,0,3,5,3,37,187,37,481,121,103,61,144,245,36,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,8,0,0,0,7,9,4,0,3,0,17,0,0,0,0,4,0,0,3,0,12,3,0,0,3,0,0,3,0,0,13,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA12900,28,3,47,12,26,13,17,18,0,162,21,0,30,9,3,3,6,3,0,80,5,0,23,3,4,3,6,0,0,41,5,0,10,0,0,0,0,0,0,16,14,3,15,0,3,3,3,0,0,33,0,3,0,0,0,3,0,0,0,10,3,0,10,0,0,0,0,0,3,23,183,44,290,94,111,76,62,93,14,964,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,3,0,4,0,7,4,0,0,0,0,3,0,3,0,16,3,0,4,0,3,3,0,3,0,13,3,0,0,0,7,3,0,0,0,11,3,3,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA12930,99,43,444,91,176,48,59,50,14,1027,84,38,289,35,91,40,31,31,5,644,80,31,216,35,60,22,19,24,3,488,63,27,118,16,24,9,17,13,3,290,105,36,131,20,22,19,9,8,5,357,46,16,19,0,5,17,4,3,3,112,11,9,40,16,11,3,5,7,11,111,644,337,2219,844,815,403,300,333,94,5995,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,6,0,4,0,15,0,3,4,0,4,5,0,0,0,11,3,0,0,3,6,0,0,4,0,23,3,0,0,6,9,3,0,4,0,25,3,0,6,6,20,6,3,3,0,48,3,0,3,7,11,11,0,8,0,46,3,0,4,11,26,9,4,3,0,59,5,5,7,7,28,4,0,6,0,62,3,3,0,5,21,3,0,0,0,37,12,11,0,0,3,4,0,4,0,34,3,3,0,0,8,0,0,0,0,21
LGA12950,10,5,18,5,3,4,0,3,0,50,9,0,10,6,3,0,6,3,0,33,3,0,9,0,0,0,0,0,0,16,5,0,9,0,0,0,0,0,0,12,3,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,7,111,24,101,60,36,23,22,36,6,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13010,23,0,28,8,6,10,3,12,0,89,12,3,11,10,6,3,3,0,0,54,3,0,7,7,4,0,0,4,0,26,3,0,5,4,0,0,0,0,0,13,4,0,4,4,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,0,15,140,32,200,123,88,53,40,83,8,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,0,8,0,0,0,4,0,0,0,0,0,10,0,0,0,3,3,0,0,3,0,12,3,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13310,56,16,171,61,63,19,46,36,4,464,35,8,112,27,24,3,38,26,5,285,41,7,71,11,18,4,23,8,4,202,17,0,46,12,8,7,28,6,0,120,29,3,46,6,3,8,44,4,0,136,18,3,19,5,3,3,0,0,0,46,11,0,13,6,0,3,4,7,3,48,311,117,869,427,289,189,272,239,33,2742,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,4,0,0,0,16,0,0,0,4,6,3,0,3,0,17,3,0,0,8,12,4,3,5,0,29,3,0,0,5,8,7,0,7,0,30,0,0,4,8,6,3,4,8,0,29,0,0,3,0,5,3,0,0,0,18,0,0,0,0,5,3,0,3,0,17,0,0,4,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
LGA13340,25,3,43,0,11,4,18,19,0,120,22,0,22,5,3,0,12,10,0,73,12,4,15,0,3,0,8,3,0,43,6,3,14,0,3,0,5,7,0,36,18,0,4,0,0,0,0,3,0,26,15,0,0,0,0,0,0,0,0,21,6,0,13,4,0,0,0,0,0,22,218,25,242,80,61,27,77,101,8,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,10,4,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13450,70,27,204,28,62,35,52,52,9,541,54,13,125,18,38,17,26,38,0,329,43,13,99,10,8,7,21,14,7,219,29,3,51,3,7,3,3,8,0,101,35,4,46,0,5,3,0,6,0,103,16,0,14,0,0,3,0,0,0,33,13,3,23,6,6,3,10,5,4,67,412,122,1029,301,346,210,210,350,38,3018,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,6,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,6,3,10,0,0,0,20,0,0,0,5,10,3,0,7,0,25,4,0,3,4,13,9,4,8,0,40,3,4,0,5,5,4,0,9,0,39,0,0,0,0,3,0,7,4,0,13,4,0,0,0,3,0,3,0,0,9,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
LGA13510,26,10,60,9,12,7,11,26,0,164,15,0,26,5,5,3,13,7,0,83,8,3,22,3,5,0,9,7,0,54,5,0,11,3,0,0,3,0,0,32,11,0,7,0,0,0,9,0,0,38,3,0,0,0,0,0,0,3,0,8,6,0,3,3,3,0,0,0,0,25,159,39,306,126,108,59,88,190,12,1088,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,9,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,9,3,0,0,0,0,3,0,0,0,16,5,0,0,0,3,0,0,0,0,15,4,0,0,3,8,0,0,4,0,21,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA13550,25,5,56,11,30,13,14,16,0,179,19,4,41,0,9,3,17,3,0,93,23,9,37,5,5,0,26,8,0,103,14,3,26,0,0,0,4,0,0,58,8,0,33,0,3,0,31,5,0,81,5,0,8,0,0,0,3,0,0,21,3,3,8,0,3,0,3,3,3,21,206,56,379,119,113,71,156,96,24,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,10,0,0,3,4,4,3,0,0,0,11,3,0,0,0,10,0,0,0,0,14,0,0,0,0,5,4,0,3,0,12,8,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13660,17,0,24,8,5,0,10,8,0,72,11,4,7,0,0,0,10,6,0,38,3,3,3,0,0,0,3,0,0,14,8,0,3,0,0,0,0,0,0,10,7,0,3,0,0,0,0,0,0,12,4,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,134,17,93,47,40,6,40,69,3,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13800,102,38,522,67,84,49,103,76,18,1055,98,25,411,52,68,37,58,47,17,820,63,27,322,19,38,13,58,33,12,597,56,21,173,9,14,12,47,17,9,347,83,15,125,6,16,12,24,14,6,303,31,3,30,5,5,6,5,0,0,90,18,0,37,18,9,6,3,13,6,107,664,266,2643,708,616,354,497,505,120,6375,0,0,0,0,3,3,0,0,0,3,0,0,0,3,7,3,0,3,0,15,0,0,3,4,9,8,0,5,0,32,0,0,0,7,9,3,0,0,0,19,0,0,4,8,7,15,0,4,0,30,0,0,6,0,19,4,3,9,0,38,10,0,3,9,14,3,6,15,0,53,3,0,7,7,16,7,5,11,0,61,7,0,3,7,11,0,7,3,0,37,8,3,5,3,8,0,3,0,0,23,3,0,0,0,4,3,0,3,0,13,0,0,0,0,3,0,0,0,0,8
LGA13850,8,3,13,6,8,0,7,8,0,52,5,3,15,0,0,3,10,4,0,33,4,0,6,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,5,3,0,3,0,0,0,0,3,0,12,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,42,6,96,34,42,13,35,33,6,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
