LGA_CODE_2016,SW_1000_1249_Tot,SW_1250_1499_A_15_19,SW_1250_1499_A_20_24,SW_1250_1499_A_25_34,SW_1250_1499_A_35_44,SW_1250_1499_A_45_54,SW_1250_1499_A_55_64,SW_1250_1499_A_65_74,SW_1250_1499_A_75ov,SW_1250_1499_Tot,SW_1500_1749_A_15_19,SW_1500_1749_A_20_24,SW_1500_1749_A_25_34,SW_1500_1749_A_35_44,SW_1500_1749_A_45_54,SW_1500_1749_A_55_64,SW_1500_1749_A_65_74,SW_1500_1749_A_75ov,SW_1500_1749_Tot,SW_1750_1999_A_15_19,SW_1750_1999_A_20_24,SW_1750_1999_A_25_34,SW_1750_1999_A_35_44,SW_1750_1999_A_45_54,SW_1750_1999_A_55_64,SW_1750_1999_A_65_74,SW_1750_1999_A_75ov,SW_1750_1999_Tot,SW_2000_2999_A_15_19,SW_2000_2999_A_20_24,SW_2000_2999_A_25_34,SW_2000_2999_A_35_44,SW_2000_2999_A_45_54,SW_2000_2999_A_55_64,SW_2000_2999_A_65_74,SW_2000_2999_A_75ov,SW_2000_2999_Tot,SW_3000mo_A_15_19,SW_3000mo_A_20_24,SW_3000mo_A_25_34,SW_3000mo_A_35_44,SW_3000mo_A_45_54,SW_3000mo_A_55_64,SW_3000mo_A_65_74,SW_3000mo_A_75ov,SW_3000mo_Tot,SW_PINS_A_15_19,SW_PINS_A_20_24,SW_PINS_A_25_34,SW_PINS_A_35_44,SW_PINS_A_45_54,SW_PINS_A_55_64,SW_PINS_A_65_74,SW_PINS_A_75ov,SW_PINS_Tot,SW_Tot_A_15_19,SW_Tot_A_20_24,SW_Tot_A_25_34,SW_Tot_A_35_44,SW_Tot_A_45_54,SW_Tot_A_55_64,SW_Tot_A_65_74,SW_Tot_A_75ov,SW_Tot_Tot,MaOpD_NNI_A_15_19,MaOpD_NNI_A_20_24,MaOpD_NNI_A_25_34,MaOpD_NNI_A_35_44,MaOpD_NNI_A_45_54,MaOpD_NNI_A_55_64,MaOpD_NNI_A_65_74,MaOpD_NNI_A_75ove,MaOpD_NNI_Tot,MaOpD_1_149_A_15_19,MaOpD_1_149_A_20_24,MaOpD_1_149_A_25_34,MaOpD_1_149_A_35_44,MaOpD_1_149_A_45_54,MaOpD_1_149_A_55_64,MaOpD_1_149_A_65_74,MaOpD_1_149_A_75ov,MaOpD_1_149_Tot,MaOpD_150_299_A_15_19,MaOpD_150_299_A_20_24,MaOpD_150_299_A_25_34,MaOpD_150_299_A_35_44,MaOpD_150_299_A_45_54,MaOpD_150_299_A_55_64,MaOpD_150_299_A_65_74,MaOpD_150_299_A_75ov,MaOpD_150_299_Tot,MaOpD_300_399_A_15_19,MaOpD_300_399_A_20_24,MaOpD_300_399_A_25_34,MaOpD_300_399_A_35_44,MaOpD_300_399_A_45_54,MaOpD_300_399_A_55_64,MaOpD_300_399_A_65_74,MaOpD_300_399_A_75ov,MaOpD_300_399_Tot,MaOpD_400_499_A_15_19,MaOpD_400_499_A_20_24,MaOpD_400_499_A_25_34,MaOpD_400_499_A_35_44,MaOpD_400_499_A_45_54,MaOpD_400_499_A_55_64,MaOpD_400_499_A_65_74,MaOpD_400_499_A_75ov,MaOpD_400_499_Tot,MaOpD_500_649_A_15_19,MaOpD_500_649_A_20_24,MaOpD_500_649_A_25_34,MaOpD_500_649_A_35_44,MaOpD_500_649_A_45_54,MaOpD_500_649_A_55_64,MaOpD_500_649_A_65_74,MaOpD_500_649_A_75ov,MaOpD_500_649_Tot,MaOpD_650_799_A_15_19,MaOpD_650_799_A_20_24,MaOpD_650_799_A_25_34,MaOpD_650_799_A_35_44,MaOpD_650_799_A_45_54,MaOpD_650_799_A_55_64,MaOpD_650_799_A_65_74,MaOpD_650_799_A_75ov,MaOpD_650_799_Tot,MaOpD_800_999_A_15_19,MaOpD_800_999_A_20_24,MaOpD_800_999_A_25_34,MaOpD_800_999_A_35_44,MaOpD_800_999_A_45_54,MaOpD_800_999_A_55_64,MaOpD_800_999_A_65_74,MaOpD_800_999_A_75ov,MaOpD_800_999_Tot,MaOpD_1000_1249_A_15_19,MaOpD_1000_1249_A_20_24,MaOpD_1000_1249_A_25_34,MaOpD_1000_1249_A_35_44,MaOpD_1000_1249_A_45_54,MaOpD_1000_1249_A_55_64,MaOpD_1000_1249_A_65_74,MaOpD_1000_1249_A_75ov,MaOpD_1000_1249_Tot,MaOpD_1250_1499_A_15_19,MaOpD_1250_1499_A_20_24,MaOpD_1250_1499_A_25_34,MaOpD_1250_1499_A_35_44,MaOpD_1250_1499_A_45_54,MaOpD_1250_1499_A_55_64,MaOpD_1250_1499_A_65_74,MaOpD_1250_1499_A_75ov,MaOpD_1250_1499_Tot,MaOpD_1500_1749_A_15_19,MaOpD_1500_1749_A_20_24,MaOpD_1500_1749_A_25_34,MaOpD_1500_1749_A_35_44,MaOpD_1500_1749_A_45_54,MaOpD_1500_1749_A_55_64,MaOpD_1500_1749_A_65_74,MaOpD_1500_1749_A_75ov,MaOpD_1500_1749_Tot,MaOpD_1750_1999_A_15_19,MaOpD_1750_1999_A_20_24,MaOpD_1750_1999_A_25_34,MaOpD_1750_1999_A_35_44,MaOpD_1750_1999_A_45_54,MaOpD_1750_1999_A_55_64,MaOpD_1750_1999_A_65_74,MaOpD_1750_1999_A_75ov,MaOpD_1750_1999_Tot,MaOpD_2000_2999_A_15_19,MaOpD_2000_2999_A_20_24,MaOpD_2000_2999_A_25_34,MaOpD_2000_2999_A_35_44,MaOpD_2000_2999_A_45_54,MaOpD_2000_2999_A_55_64,MaOpD_2000_2999_A_65_74,MaOpD_2000_2999_A_75ov,MaOpD_2000_2999_Tot,MaOpD_3000mo_A_15_19,MaOpD_3000mo_A_20_24,MaOpD_3000mo_A_25_34,MaOpD_3000mo_A_35_44,MaOpD_3000mo_A_45_54,MaOpD_3000mo_A_55_64,MaOpD_3000mo_A_65_74,MaOpD_3000mo_A_75ov,MaOpD_3000mo_Tot,MaOpD_PINS_A_15_19,MaOpD_PINS_A_20_24,MaOpD_PINS_A_25_34,MaOpD_PINS_A_35_44,MaOpD_PINS_A_45_54,MaOpD_PINS_A_55_64,MaOpD_PINS_A_65_74,MaOpD_PINS_A_75ov,MaOpD_PINS_Tot,MaOpD_Tot_A_15_19
LGA57080,540,0,12,150,105,66,34,17,3,386,0,9,111,91,61,38,8,0,319,0,5,54,55,45,32,12,0,202,0,4,77,134,114,50,21,0,395,0,0,36,97,93,57,11,9,299,9,23,18,7,9,9,3,0,79,622,1429,1635,970,748,538,183,21,6145,0,4,3,4,3,0,0,0,12,3,0,0,0,0,4,0,0,17,4,9,13,3,4,3,0,0,37,7,14,10,3,4,8,0,0,36,5,10,8,5,16,5,0,0,52,3,12,23,13,16,7,6,0,80,6,21,41,23,24,29,12,0,151,0,15,51,44,36,42,7,0,186,0,10,45,56,57,57,3,3,236,0,7,37,37,58,41,8,0,186,0,7,52,43,60,37,6,0,209,0,3,58,74,41,33,0,0,218,0,20,168,158,119,44,9,0,517,0,4,48,99,82,48,0,0,283,0,0,5,12,6,7,0,0,31,32
LGA57140,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,5,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,6,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,27,7,11,17,21,18,5,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,3,0,0,0,0,0,3,3,0,6,0,0,3,0,5,3,3,0,16,0,0,0,0,0,0,0,0,9,0,3,5,5,6,6,0,0,25,0,0,0,6,7,6,0,0,27,0,0,5,3,6,9,3,0,26,0,0,3,0,3,3,0,0,9,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA57280,34,0,6,3,9,7,3,0,0,20,0,4,0,6,3,4,0,0,12,0,0,3,3,3,0,0,0,7,0,0,3,3,4,0,0,0,14,0,0,0,0,3,0,0,0,8,3,0,0,0,0,0,0,0,3,77,45,73,61,65,34,4,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,0,13,0,0,0,3,5,4,0,0,15,0,0,0,7,4,3,0,0,17,0,3,6,3,6,6,3,0,21,0,3,3,4,11,10,0,0,39,0,4,11,7,14,12,4,0,60,0,4,20,15,18,14,0,0,73,0,7,38,32,38,26,3,0,138,0,3,39,24,38,17,3,0,125,3,3,75,88,75,41,8,0,302,0,4,20,19,44,30,0,0,119,0,0,4,5,6,3,0,0,20,7
LGA57350,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,5,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA57420,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,8,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,3,0,0,0,0,7,0,0,3,0,3,0,0,0,13,0,0,0,4,3,3,0,0,12,0,0,3,0,0,4,0,0,9,0,0,3,4,3,3,0,0,14,0,0,0,0,4,0,3,0,4,0,0,0,0,0,0,0,0,0,0
LGA57490,250,0,10,27,25,39,16,0,0,117,0,0,7,16,23,17,0,0,67,0,0,8,19,18,8,3,0,52,0,0,8,8,18,13,3,0,56,0,0,0,3,9,4,0,0,26,13,7,7,3,7,4,3,0,48,1229,753,655,539,670,406,79,5,4321,0,0,0,0,3,0,0,0,8,20,8,3,0,3,0,0,0,34,20,15,0,7,7,4,3,0,64,13,11,6,9,6,19,3,0,61,3,8,11,3,10,10,3,0,59,7,23,15,11,10,20,12,0,114,0,27,24,21,29,24,11,0,126,3,30,41,29,45,45,10,0,199,0,22,50,25,80,58,10,0,244,0,6,31,28,51,35,6,0,155,0,0,17,20,35,25,7,0,113,0,4,5,17,22,18,0,0,68,0,0,18,19,22,12,0,0,68,0,0,3,3,11,5,0,0,16,0,3,3,3,0,0,4,0,12,64
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,15,0,0,3,5,3,0,0,0,10,0,0,0,4,3,3,0,0,10,0,0,0,3,0,0,0,0,7,0,0,3,0,0,3,0,0,12,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,4,80,35,39,49,41,35,9,0,287,0,0,0,0,0,5,0,0,4,3,4,0,0,0,0,0,0,10,3,3,0,3,4,4,0,0,16,0,3,0,4,3,3,0,0,19,0,0,3,0,0,3,0,0,7,0,4,7,3,0,3,0,0,19,0,5,13,10,4,9,3,0,47,4,8,11,10,14,7,3,0,62,0,9,22,24,33,21,5,0,106,0,3,9,16,21,8,0,0,55,0,4,3,8,19,7,3,0,46,0,0,3,5,5,8,0,0,24,0,0,4,11,11,3,0,0,30,0,0,3,3,5,0,0,0,11,0,0,0,0,0,3,0,0,7,10
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,5,7,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,3,3,0,0,0,13,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA57840,78,0,4,11,14,12,14,7,0,62,0,0,10,9,14,10,3,0,43,0,0,7,4,4,4,0,0,20,0,0,8,11,10,14,3,0,41,0,0,3,10,13,4,8,0,39,0,0,3,0,0,0,4,0,10,206,162,194,118,125,117,61,6,996,0,0,3,0,0,0,3,0,3,3,3,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,9,0,3,0,0,3,0,0,0,12,0,0,3,0,3,0,0,0,10,0,9,4,3,3,3,0,0,19,0,7,6,3,8,0,0,0,25,0,7,8,7,4,9,0,0,34,0,3,3,5,13,3,0,0,28,0,0,3,6,3,4,0,0,17,0,0,0,0,3,7,0,0,12,0,0,0,0,3,0,0,0,3,0,0,4,7,0,4,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9
LGA57910,799,0,20,126,115,122,84,20,3,489,0,0,71,100,99,70,21,0,368,0,8,45,65,55,55,7,0,237,0,9,59,102,92,51,10,3,330,0,7,44,56,64,26,8,7,217,21,27,23,18,13,19,3,0,133,1492,1622,1710,1331,1384,1050,326,45,8964,3,4,0,0,5,4,0,0,19,22,12,0,0,3,3,0,0,48,24,25,15,16,4,8,7,0,105,9,34,39,15,19,12,11,0,145,5,33,36,20,29,19,13,0,159,16,35,61,36,48,34,29,0,266,7,58,122,68,80,49,15,0,412,3,47,154,112,141,98,20,0,576,0,19,121,128,133,111,26,0,538,0,3,55,72,84,52,14,0,284,0,9,41,36,56,31,8,0,170,0,3,23,30,20,16,13,0,102,0,0,16,30,27,22,0,3,105,0,0,4,14,6,8,0,0,25,0,3,11,11,3,10,3,0,43,96
LGA57980,126,0,3,28,24,22,14,0,0,92,0,0,25,18,18,13,0,0,78,0,3,5,12,6,11,0,0,37,0,0,13,30,32,17,6,0,91,0,0,14,20,21,13,5,0,69,7,4,3,3,4,3,3,0,21,318,294,330,244,212,170,57,9,1628,0,0,0,0,0,0,0,0,3,3,3,9,0,3,0,0,0,15,5,4,5,3,0,3,0,0,27,3,4,10,0,4,0,0,0,19,0,3,6,3,3,4,0,0,25,0,11,12,9,6,4,4,3,49,0,8,17,10,5,4,0,0,51,0,6,27,20,22,10,0,0,88,0,3,20,18,29,14,0,0,95,0,5,7,12,12,8,4,0,53,0,4,7,12,8,11,0,0,48,0,3,19,16,23,4,6,0,68,0,0,39,34,32,24,3,0,129,0,0,6,14,12,7,0,0,46,0,0,0,3,4,0,0,0,11,17
LGA58050,465,3,11,63,63,79,54,14,0,289,0,3,32,65,86,36,7,0,233,0,3,17,30,39,23,3,0,116,0,0,13,40,57,26,5,0,142,0,0,4,14,24,13,6,0,55,36,18,11,8,17,3,0,0,104,1294,1064,944,801,968,622,163,15,5858,3,0,3,6,3,7,0,0,21,22,5,4,4,12,9,0,0,60,17,20,6,5,13,13,0,0,82,12,23,21,19,18,17,7,0,121,4,38,43,29,22,34,10,0,175,21,48,54,51,38,46,15,0,281,12,82,159,107,132,76,23,0,587,13,84,256,198,254,167,32,0,1003,5,60,247,259,306,205,32,0,1116,0,27,165,168,212,146,33,0,761,0,19,128,128,172,98,12,0,550,0,13,76,77,82,65,6,0,316,0,3,102,105,112,57,10,0,389,0,0,11,24,30,16,5,0,85,3,3,12,18,20,16,9,0,76,114
LGA58190,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA58330,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,7,3,12,12,26,5,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,11,0,0,0,0,3,0,0,0,9,0,0,0,0,4,4,0,0,15,0,0,0,3,10,3,0,0,14,0,0,0,3,0,3,0,0,8,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,204,0,7,46,32,25,20,8,0,139,0,0,22,28,28,15,7,0,90,0,3,15,19,16,10,0,0,64,0,3,20,26,26,7,3,0,87,0,0,9,15,9,7,3,0,42,5,7,0,3,3,0,3,0,26,203,281,394,257,243,198,75,4,1653,0,0,0,0,0,0,0,0,5,12,4,0,3,0,0,0,0,21,3,10,14,6,8,0,5,5,50,3,0,15,6,13,12,0,0,51,3,21,38,16,16,7,4,0,100,0,6,37,37,12,16,4,0,113,0,7,52,19,18,7,5,0,117,0,21,41,33,35,23,9,0,166,0,12,23,33,41,31,3,0,141,0,3,13,17,19,22,3,0,75,0,3,19,17,29,3,0,0,77,0,3,12,8,6,3,3,0,36,0,0,16,16,13,10,0,0,56,0,0,3,6,3,0,0,0,15,0,0,0,5,0,3,0,0,11,20
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,3,0,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,7,0,0,3,3,3,0,0,0,5,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA58570,183,0,3,36,27,24,19,0,0,114,0,3,27,20,22,13,5,3,82,0,7,11,21,10,11,6,0,60,0,5,10,35,24,10,4,0,91,0,0,6,19,17,11,5,0,60,3,0,4,4,3,0,3,0,20,238,307,421,261,272,193,68,13,1769,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,5,3,8,0,3,3,0,27,0,4,5,3,5,0,3,0,27,0,3,10,3,3,5,0,0,26,0,3,4,9,6,8,3,0,45,0,6,10,4,11,10,0,0,53,0,3,10,6,19,17,0,0,57,0,3,14,18,24,9,3,0,72,0,0,9,17,19,6,3,0,56,0,0,5,17,23,14,6,0,65,0,0,4,0,10,7,3,0,29,0,0,10,5,15,16,0,0,50,0,0,3,3,7,3,0,0,14,0,0,0,4,0,0,3,0,5,10
LGA58610,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,8,6,12,3,13,3,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,3,3,0,0,9,0,0,0,0,4,3,0,0,9,0,0,0,3,7,0,3,0,13,0,0,3,0,0,3,0,0,9,0,0,0,7,0,0,0,0,8,0,0,0,3,0,3,0,0,7,0,0,0,0,4,7,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58760,353,0,10,43,42,71,32,13,0,217,0,3,40,52,58,22,10,0,191,0,9,26,36,35,18,5,0,124,0,3,35,53,47,19,4,0,165,0,0,4,17,15,3,0,0,42,24,11,3,12,10,4,4,0,67,1295,840,725,671,757,463,135,9,4885,0,0,6,3,0,9,3,0,22,41,7,3,3,3,3,0,0,66,32,20,5,12,8,15,3,0,94,8,14,9,14,14,13,7,4,87,3,8,17,18,20,24,12,3,115,7,16,43,49,37,46,10,0,218,3,57,98,58,85,70,21,0,393,5,58,153,134,163,120,16,3,646,0,29,150,153,158,130,21,0,643,0,12,90,74,108,89,11,0,378,0,4,74,65,92,51,5,0,292,0,3,43,45,48,19,4,0,155,0,4,46,59,59,33,0,0,199,0,0,22,17,25,16,3,0,84,0,4,11,9,28,12,0,0,62,108
LGA58820,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,7,6,7,3,10,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,0,0,4,0,0,0,0,0,5,0,0,0,0,4,3,0,0,12,0,0,3,8,4,7,0,0,22,0,4,6,4,11,6,3,0,41,0,3,8,19,17,18,4,0,66,0,0,14,17,34,28,3,0,88,0,0,22,62,92,44,3,0,220,0,0,3,5,9,12,0,0,24,0,0,3,0,3,3,0,0,12,3
