LGA_CODE_2016,SW_1000_1249_Tot,SW_1250_1499_A_15_19,SW_1250_1499_A_20_24,SW_1250_1499_A_25_34,SW_1250_1499_A_35_44,SW_1250_1499_A_45_54,SW_1250_1499_A_55_64,SW_1250_1499_A_65_74,SW_1250_1499_A_75ov,SW_1250_1499_Tot,SW_1500_1749_A_15_19,SW_1500_1749_A_20_24,SW_1500_1749_A_25_34,SW_1500_1749_A_35_44,SW_1500_1749_A_45_54,SW_1500_1749_A_55_64,SW_1500_1749_A_65_74,SW_1500_1749_A_75ov,SW_1500_1749_Tot,SW_1750_1999_A_15_19,SW_1750_1999_A_20_24,SW_1750_1999_A_25_34,SW_1750_1999_A_35_44,SW_1750_1999_A_45_54,SW_1750_1999_A_55_64,SW_1750_1999_A_65_74,SW_1750_1999_A_75ov,SW_1750_1999_Tot,SW_2000_2999_A_15_19,SW_2000_2999_A_20_24,SW_2000_2999_A_25_34,SW_2000_2999_A_35_44,SW_2000_2999_A_45_54,SW_2000_2999_A_55_64,SW_2000_2999_A_65_74,SW_2000_2999_A_75ov,SW_2000_2999_Tot,SW_3000mo_A_15_19,SW_3000mo_A_20_24,SW_3000mo_A_25_34,SW_3000mo_A_35_44,SW_3000mo_A_45_54,SW_3000mo_A_55_64,SW_3000mo_A_65_74,SW_3000mo_A_75ov,SW_3000mo_Tot,SW_PINS_A_15_19,SW_PINS_A_20_24,SW_PINS_A_25_34,SW_PINS_A_35_44,SW_PINS_A_45_54,SW_PINS_A_55_64,SW_PINS_A_65_74,SW_PINS_A_75ov,SW_PINS_Tot,SW_Tot_A_15_19,SW_Tot_A_20_24,SW_Tot_A_25_34,SW_Tot_A_35_44,SW_Tot_A_45_54,SW_Tot_A_55_64,SW_Tot_A_65_74,SW_Tot_A_75ov,SW_Tot_Tot,MaOpD_NNI_A_15_19,MaOpD_NNI_A_20_24,MaOpD_NNI_A_25_34,MaOpD_NNI_A_35_44,MaOpD_NNI_A_45_54,MaOpD_NNI_A_55_64,MaOpD_NNI_A_65_74,MaOpD_NNI_A_75ove,MaOpD_NNI_Tot,MaOpD_1_149_A_15_19,MaOpD_1_149_A_20_24,MaOpD_1_149_A_25_34,MaOpD_1_149_A_35_44,MaOpD_1_149_A_45_54,MaOpD_1_149_A_55_64,MaOpD_1_149_A_65_74,MaOpD_1_149_A_75ov,MaOpD_1_149_Tot,MaOpD_150_299_A_15_19,MaOpD_150_299_A_20_24,MaOpD_150_299_A_25_34,MaOpD_150_299_A_35_44,MaOpD_150_299_A_45_54,MaOpD_150_299_A_55_64,MaOpD_150_299_A_65_74,MaOpD_150_299_A_75ov,MaOpD_150_299_Tot,MaOpD_300_399_A_15_19,MaOpD_300_399_A_20_24,MaOpD_300_399_A_25_34,MaOpD_300_399_A_35_44,MaOpD_300_399_A_45_54,MaOpD_300_399_A_55_64,MaOpD_300_399_A_65_74,MaOpD_300_399_A_75ov,MaOpD_300_399_Tot,MaOpD_400_499_A_15_19,MaOpD_400_499_A_20_24,MaOpD_400_499_A_25_34,MaOpD_400_499_A_35_44,MaOpD_400_499_A_45_54,MaOpD_400_499_A_55_64,MaOpD_400_499_A_65_74,MaOpD_400_499_A_75ov,MaOpD_400_499_Tot,MaOpD_500_649_A_15_19,MaOpD_500_649_A_20_24,MaOpD_500_649_A_25_34,MaOpD_500_649_A_35_44,MaOpD_500_649_A_45_54,MaOpD_500_649_A_55_64,MaOpD_500_649_A_65_74,MaOpD_500_649_A_75ov,MaOpD_500_649_Tot,MaOpD_650_799_A_15_19,MaOpD_650_799_A_20_24,MaOpD_650_799_A_25_34,MaOpD_650_799_A_35_44,MaOpD_650_799_A_45_54,MaOpD_650_799_A_55_64,MaOpD_650_799_A_65_74,MaOpD_650_799_A_75ov,MaOpD_650_799_Tot,MaOpD_800_999_A_15_19,MaOpD_800_999_A_20_24,MaOpD_800_999_A_25_34,MaOpD_800_999_A_35_44,MaOpD_800_999_A_45_54,MaOpD_800_999_A_55_64,MaOpD_800_999_A_65_74,MaOpD_800_999_A_75ov,MaOpD_800_999_Tot,MaOpD_1000_1249_A_15_19,MaOpD_1000_1249_A_20_24,MaOpD_1000_1249_A_25_34,MaOpD_1000_1249_A_35_44,MaOpD_1000_1249_A_45_54,MaOpD_1000_1249_A_55_64,MaOpD_1000_1249_A_65_74,MaOpD_1000_1249_A_75ov,MaOpD_1000_1249_Tot,MaOpD_1250_1499_A_15_19,MaOpD_1250_1499_A_20_24,MaOpD_1250_1499_A_25_34,MaOpD_1250_1499_A_35_44,MaOpD_1250_1499_A_45_54,MaOpD_1250_1499_A_55_64,MaOpD_1250_1499_A_65_74,MaOpD_1250_1499_A_75ov,MaOpD_1250_1499_Tot,MaOpD_1500_1749_A_15_19,MaOpD_1500_1749_A_20_24,MaOpD_1500_1749_A_25_34,MaOpD_1500_1749_A_35_44,MaOpD_1500_1749_A_45_54,MaOpD_1500_1749_A_55_64,MaOpD_1500_1749_A_65_74,MaOpD_1500_1749_A_75ov,MaOpD_1500_1749_Tot,MaOpD_1750_1999_A_15_19,MaOpD_1750_1999_A_20_24,MaOpD_1750_1999_A_25_34,MaOpD_1750_1999_A_35_44,MaOpD_1750_1999_A_45_54,MaOpD_1750_1999_A_55_64,MaOpD_1750_1999_A_65_74,MaOpD_1750_1999_A_75ov,MaOpD_1750_1999_Tot,MaOpD_2000_2999_A_15_19,MaOpD_2000_2999_A_20_24,MaOpD_2000_2999_A_25_34,MaOpD_2000_2999_A_35_44,MaOpD_2000_2999_A_45_54,MaOpD_2000_2999_A_55_64,MaOpD_2000_2999_A_65_74,MaOpD_2000_2999_A_75ov,MaOpD_2000_2999_Tot,MaOpD_3000mo_A_15_19,MaOpD_3000mo_A_20_24,MaOpD_3000mo_A_25_34,MaOpD_3000mo_A_35_44,MaOpD_3000mo_A_45_54,MaOpD_3000mo_A_55_64,MaOpD_3000mo_A_65_74,MaOpD_3000mo_A_75ov,MaOpD_3000mo_Tot,MaOpD_PINS_A_15_19,MaOpD_PINS_A_20_24,MaOpD_PINS_A_25_34,MaOpD_PINS_A_35_44,MaOpD_PINS_A_45_54,MaOpD_PINS_A_55_64,MaOpD_PINS_A_65_74,MaOpD_PINS_A_75ov,MaOpD_PINS_Tot,MaOpD_Tot_A_15_19
LGA17200,3552,3,151,1085,532,346,209,55,3,2388,0,65,900,501,316,175,44,0,2002,0,33,580,432,225,83,12,4,1378,3,21,895,831,506,190,45,8,2498,0,10,438,947,648,247,35,11,2337,34,80,116,74,50,40,10,0,405,2267,6524,11392,6007,4151,2358,635,91,33434,3,7,9,7,8,7,5,0,43,25,26,19,3,8,4,3,0,90,25,78,52,26,26,38,15,7,251,17,80,93,46,72,67,16,3,389,10,66,136,70,94,111,24,4,517,17,69,152,112,165,157,30,3,701,15,99,286,203,217,201,41,5,1062,11,75,276,284,271,228,55,6,1211,3,32,207,200,236,223,43,3,953,0,20,113,137,139,108,19,3,536,0,14,80,95,114,85,20,3,410,0,3,82,112,100,57,6,0,354,0,0,74,112,121,70,6,0,385,0,3,16,19,28,13,4,0,87,3,10,13,20,32,21,5,0,107,137
LGA17310,213,0,9,31,30,23,19,5,5,111,0,0,10,13,20,15,0,0,58,0,0,5,3,8,9,3,0,22,0,0,4,7,7,4,0,0,30,0,4,3,9,9,3,0,0,23,11,4,6,10,5,7,3,0,45,604,311,473,388,421,291,89,13,2582,3,0,0,0,0,3,0,0,11,17,0,0,0,0,3,0,0,20,8,10,3,3,3,6,6,0,33,5,3,3,4,9,12,6,0,46,5,5,7,4,10,9,16,0,59,0,9,18,18,22,19,12,3,108,3,15,52,47,63,49,22,3,242,0,32,47,54,96,73,21,0,324,0,17,47,64,93,69,17,3,312,0,7,23,38,38,33,5,0,144,0,3,16,20,31,20,3,0,89,0,0,8,13,11,7,0,0,42,0,0,8,10,13,3,0,0,34,0,0,0,3,0,0,0,0,6,0,4,4,0,8,5,3,0,26,46
LGA17350,13,0,0,0,0,3,4,0,0,10,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,46,26,37,33,57,28,9,3,233,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,3,0,10,0,0,0,0,3,0,3,0,9,0,0,5,0,6,7,0,0,22,0,0,3,3,8,11,0,0,25,0,0,4,4,7,3,0,0,20,0,0,3,0,3,5,0,0,13,0,0,0,3,4,0,0,0,7,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8
LGA17400,4,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,5,31,13,9,27,30,40,12,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,3,7,0,4,0,15,0,0,5,5,7,5,4,0,27,0,3,7,9,7,12,0,0,41,0,0,7,6,9,12,0,0,37,0,0,0,6,3,0,0,0,12,0,0,0,0,0,3,0,0,6,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,0,3,0
LGA17420,639,3,21,127,97,93,59,7,3,404,0,7,59,81,80,51,12,0,294,0,5,48,50,59,21,10,0,207,0,3,69,120,90,53,13,0,345,0,0,24,78,68,24,8,0,202,35,16,7,20,16,14,3,0,106,1779,1531,1351,1275,1263,886,240,30,8358,0,0,3,0,3,0,0,0,14,31,14,3,6,4,4,0,0,57,30,18,10,4,8,14,9,0,91,5,17,13,18,21,17,4,0,87,14,19,19,17,14,22,12,3,112,3,31,39,31,52,34,17,3,206,7,44,87,75,96,66,15,4,393,3,35,98,128,116,112,34,3,529,3,27,84,100,136,96,24,0,467,0,4,51,69,81,43,8,3,262,0,6,27,39,42,46,10,0,172,0,0,22,28,25,13,3,0,94,0,3,14,31,32,12,3,0,92,0,4,6,11,11,4,4,0,37,0,6,7,17,21,11,3,0,65,99
LGA17550,194,0,4,21,30,25,33,3,0,114,0,0,15,17,11,19,3,0,70,0,0,3,18,9,3,3,0,40,0,0,10,8,11,14,4,0,52,0,0,0,3,15,6,0,0,24,9,6,10,0,4,12,0,0,43,573,351,402,403,493,457,115,19,2816,0,0,0,0,3,0,0,0,7,8,0,0,0,0,3,0,0,16,6,4,0,0,6,13,6,0,33,0,3,9,8,6,15,11,3,50,3,3,10,7,15,37,14,0,87,0,9,10,17,35,38,26,0,145,3,10,30,36,53,42,18,0,197,3,6,35,54,95,97,26,0,317,0,11,39,47,91,90,11,0,293,3,7,24,28,46,40,11,0,153,0,3,11,12,33,15,3,0,76,0,0,7,8,9,12,0,0,42,0,0,8,18,22,7,3,0,56,0,0,0,0,4,3,5,0,15,0,3,4,5,4,12,4,5,32,32
LGA17620,19,0,0,0,0,0,8,0,0,8,0,0,4,0,0,0,0,0,9,0,0,3,0,0,0,0,0,3,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,3,0,8,3,0,0,3,0,0,0,0,7,87,34,65,57,58,63,9,4,385,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,9,0,0,4,0,3,5,0,3,16,0,0,0,0,4,0,3,0,12,3,0,0,0,3,5,3,0,11,0,4,7,3,8,12,0,0,39,0,0,6,12,9,17,4,0,50,0,0,6,11,10,15,0,0,43,0,0,3,0,3,12,0,0,23,0,3,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,8,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8
LGA17640,9,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,14,13,24,23,20,3,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,3,0,6,4,0,0,15,0,0,4,3,4,3,0,0,18,0,0,0,5,9,0,0,0,13,0,0,4,0,0,0,0,0,11,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0
LGA17650,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,11,20,16,8,7,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,5,3,8,3,0,21,0,0,0,0,7,0,0,0,11,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17750,260,0,5,28,34,33,22,4,0,125,0,3,22,15,23,11,3,0,67,0,0,12,18,14,7,0,0,42,0,0,11,24,8,14,3,0,58,3,0,8,10,22,7,0,0,48,9,11,11,10,7,0,3,0,51,807,547,508,418,447,358,77,9,3174,0,0,0,0,0,0,0,0,3,12,6,0,0,3,0,0,0,24,5,9,3,0,0,3,3,0,30,0,9,3,4,9,6,8,0,34,3,7,0,14,6,15,6,3,57,5,22,25,14,27,34,19,3,150,3,31,36,40,41,59,10,0,231,3,28,60,79,77,89,13,0,350,4,5,52,62,90,74,13,0,300,0,6,29,41,45,50,9,0,174,0,0,13,21,33,22,7,0,95,0,0,8,11,19,14,0,0,46,0,0,4,10,11,18,3,0,47,0,0,0,0,3,0,0,0,8,3,0,7,9,10,14,6,0,42,43
LGA17850,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,11,11,12,7,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,3,3,3,3,0,0,10,0,0,4,0,3,3,3,0,16,0,0,7,4,9,11,4,0,32,0,0,0,3,3,3,0,0,11,0,0,0,4,3,0,0,0,9,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0
LGA17900,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,19,24,23,6,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,10,0,0,0,3,4,0,3,0,13,0,0,0,3,0,0,0,0,10,0,3,0,6,3,9,10,0,29,3,0,4,8,7,0,6,0,28,0,0,8,3,3,3,0,0,20,0,4,0,13,3,3,0,0,29,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,10
LGA17950,8,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,11,13,12,14,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,6,0,0,3,0,3,0,3,0,7,0,0,8,5,6,0,0,0,17,0,0,3,3,9,3,5,0,26,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
LGA18020,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,9,17,23,25,41,42,47,8,4,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,5,0,0,0,3,0,0,0,0,9,0,0,0,0,0,8,0,0,11,0,0,3,0,8,6,3,0,19,0,0,3,5,15,0,5,0,27,0,0,7,8,10,15,6,0,40,0,0,9,7,3,6,0,0,25,0,0,0,0,0,4,0,0,12,0,0,3,3,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA18050,250,0,11,43,29,21,17,5,0,116,0,3,34,22,20,3,5,0,94,0,3,12,16,11,6,0,0,49,0,3,13,21,20,3,3,0,65,0,0,10,21,24,11,5,0,73,6,7,12,7,7,5,5,0,46,515,1031,991,438,364,238,126,19,3713,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,3,0,0,0,0,4,0,0,16,0,3,10,0,3,3,0,0,23,0,0,10,0,0,3,6,0,14,0,7,13,4,8,5,8,0,52,0,6,15,8,9,6,11,0,55,0,0,23,11,23,20,10,0,84,0,3,21,17,33,23,9,0,107,0,0,8,16,45,33,5,0,106,0,0,7,17,31,25,6,0,98,0,0,4,11,18,13,0,0,46,0,0,0,3,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,9,7
LGA18100,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,6,13,16,16,7,5,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,7,0,0,0,0,0,4,0,0,14,0,0,3,7,4,7,0,0,16,0,0,6,4,0,0,3,0,15,0,0,0,0,3,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18200,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,34,9,16,19,15,15,9,3,121,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,3,0,6,3,0,0,0,0,3,0,0,6,0,0,0,3,8,4,0,0,21,0,0,6,3,5,16,0,0,32,0,4,3,10,21,22,3,0,62,0,0,10,10,22,18,3,0,63,0,3,8,12,9,12,0,0,40,0,0,3,4,9,4,0,0,27,0,0,3,7,9,5,0,0,27,0,0,0,0,4,0,0,0,12,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,3,5
LGA18230,157,0,5,25,26,33,19,3,0,113,0,0,11,11,24,15,0,0,66,0,3,3,9,9,4,3,0,34,0,0,4,15,13,6,3,0,49,0,0,3,5,5,6,3,0,30,10,10,5,8,3,0,3,0,42,529,314,433,342,358,305,94,11,2388,0,0,0,0,0,0,0,0,9,3,4,0,3,0,3,0,0,15,3,6,0,0,3,0,0,0,15,0,0,3,0,3,9,3,3,30,5,4,3,13,3,12,14,3,51,0,4,10,16,19,24,22,0,87,6,18,43,24,48,33,12,0,193,4,13,55,51,85,78,24,0,310,3,12,41,38,70,49,13,3,232,0,0,21,23,42,22,8,0,114,0,0,10,14,32,20,3,0,85,0,3,5,12,13,6,6,0,59,0,0,3,13,16,7,0,0,39,0,0,0,0,3,0,0,0,13,0,3,3,7,9,4,0,0,25,21
LGA18250,528,0,16,100,86,83,58,16,0,359,4,7,87,56,55,39,15,0,256,0,3,57,54,36,31,9,0,181,0,4,78,88,63,46,8,0,289,0,0,19,66,78,23,9,4,196,11,11,16,14,7,7,3,0,72,803,1401,1451,883,808,555,209,24,6122,0,0,0,0,0,0,0,0,4,11,5,0,0,0,0,0,0,23,4,13,5,3,4,5,4,0,41,4,17,12,0,7,12,3,3,58,3,27,18,10,13,14,6,3,96,0,10,16,17,22,29,10,0,104,0,20,50,41,50,41,15,5,217,3,11,52,54,52,61,19,0,253,0,8,49,64,51,41,5,0,227,0,6,11,55,56,47,11,0,191,0,4,21,15,35,36,9,0,108,0,0,6,12,5,8,4,0,35,0,0,3,15,11,9,6,0,46,0,0,0,4,3,5,0,0,11,0,0,3,0,5,7,3,0,18,29
LGA18350,141,0,0,15,13,21,19,4,0,70,0,0,10,12,21,13,3,0,57,0,0,0,6,0,7,4,0,16,0,0,4,11,12,10,3,0,40,0,0,0,9,3,3,4,0,23,12,0,3,3,4,0,3,0,30,481,221,242,260,346,275,125,18,1969,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,3,0,0,9,0,0,0,19,3,3,0,0,3,5,7,0,31,0,4,6,0,7,9,11,0,34,5,8,9,6,17,13,12,3,78,3,13,18,27,35,21,14,0,131,4,20,31,31,44,43,15,4,189,0,8,44,29,47,58,15,0,195,0,3,20,16,32,24,0,0,91,0,3,14,17,20,18,3,0,77,0,0,11,13,16,14,0,0,52,0,0,19,15,32,22,0,0,89,0,0,0,3,6,4,0,0,16,0,0,3,3,3,4,0,0,20,21
LGA18400,34,0,0,12,10,5,3,0,0,31,0,0,0,6,6,0,0,0,19,0,0,4,3,8,3,0,0,15,0,0,3,7,3,4,0,0,12,0,0,3,0,0,0,0,0,8,3,3,3,6,4,0,0,0,22,173,85,108,132,140,88,29,4,762,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,3,0,15,4,4,3,3,4,9,6,0,30,0,0,0,0,4,7,3,0,19,0,0,3,9,4,9,3,0,34,0,3,8,7,6,10,4,3,41,3,8,13,18,22,31,6,0,94,0,14,28,27,35,38,13,0,154,4,10,32,56,51,47,8,0,213,0,3,54,51,40,28,4,0,194,0,3,40,49,28,31,0,0,156,0,4,55,71,42,35,0,0,202,0,4,80,126,84,62,3,0,358,0,4,22,37,18,11,0,0,92,0,0,3,13,6,10,3,0,33,21
LGA18450,499,3,8,53,75,63,38,4,0,240,0,8,31,44,51,27,3,0,169,0,0,12,30,22,13,6,0,85,0,3,10,24,29,16,3,0,93,0,0,7,20,15,12,5,0,65,41,20,16,28,22,11,6,0,138,1686,1363,1224,1073,1186,804,157,8,7494,6,0,4,3,3,4,3,0,20,64,13,5,3,4,4,0,0,92,25,27,18,17,21,29,3,0,133,15,40,20,19,25,32,7,3,157,5,21,23,30,39,38,20,0,179,9,49,53,42,78,75,32,0,338,3,43,93,108,115,88,23,3,477,8,41,126,145,199,189,30,5,742,3,30,142,166,230,190,26,0,792,0,12,96,127,182,153,18,0,587,0,10,83,124,173,110,12,0,509,0,4,62,134,143,92,6,0,441,0,3,116,206,196,99,13,0,635,0,0,13,26,22,7,0,0,68,0,7,12,13,28,20,9,0,86,141
LGA18500,196,0,5,57,27,27,13,10,0,142,0,4,27,28,24,20,5,8,116,0,3,18,14,7,15,11,0,69,0,0,27,31,32,16,3,4,114,0,0,18,44,50,31,26,3,177,4,4,6,7,3,10,0,0,29,115,356,530,370,346,232,138,24,2111,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,3,5,4,3,0,0,0,0,13,0,0,3,3,0,4,3,0,15,0,3,0,0,9,0,3,0,16,0,0,9,0,6,4,4,0,22,0,4,9,3,9,9,3,0,31,0,0,12,4,7,13,7,0,40,0,0,0,12,11,6,3,0,33,0,0,5,3,9,5,3,0,22,0,0,3,0,0,3,0,0,8,0,0,0,5,4,0,0,0,4,0,0,3,0,0,0,0,0,13,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,4
LGA18710,16,0,0,4,0,4,0,0,0,7,0,0,0,6,0,0,0,0,6,0,0,0,0,0,3,0,0,7,0,0,6,3,0,3,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,40,42,45,46,53,39,12,0,270,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,6,0,0,0,0,0,0,0,0,9,0,3,3,4,3,5,0,0,13,0,0,0,4,10,3,3,0,21,0,0,5,8,12,3,0,0,23,0,3,3,13,13,11,7,0,45,0,0,8,3,5,3,4,0,28,0,0,3,6,3,6,0,0,15,0,0,0,3,3,4,0,0,6,0,0,0,0,7,5,0,0,15,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0
LGA19090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19399,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
