LGA_CODE_2016,SG_400_499_Mng,SG_400_499_Pro,SG_400_499_TecTW,SG_400_499_CoPSW,SG_400_499_ClAW,SG_400_499_SWks,SG_400_499_MaOpDv,SG_400_499_Lab,SG_400_499_IDNS,SG_400_499_Tot,SG_500_649_Mng,SG_500_649_Pro,SG_500_649_TecTW,SG_500_649_CoPSW,SG_500_649_ClAW,SG_500_649_SWks,SG_500_649_MaOpDv,SG_500_649_Lab,SG_500_649_IDNS,SG_500_649_Tot,SG_650_799_Mng,SG_650_799_Pro,SG_650_799_TecTW,SG_650_799_CoPSW,SG_650_799_ClAW,SG_650_799_SWks,SG_650_799_MaOpDv,SG_650_799_Lab,SG_650_799_IDNS,SG_650_799_Tot,SG_800_999_Mng,SG_800_999_Pro,SG_800_999_TecTW,SG_800_999_CoPSW,SG_800_999_ClAW,SG_800_999_SWks,SG_800_999_MaOpDv,SG_800_999_Lab,SG_800_999_IDNS,SG_800_999_Tot,SG_1000_1249_Mng,SG_1000_1249_Pro,SG_1000_1249_TecTW,SG_1000_1249_CoPSW,SG_1000_1249_ClAW,SG_1000_1249_SWks,SG_1000_1249_MaOpDv,SG_1000_1249_Lab,SG_1000_1249_IDNS,SG_1000_1249_Tot,SG_1250_1499_Mng,SG_1250_1499_Pro,SG_1250_1499_TecTW,SG_1250_1499_CoPSW,SG_1250_1499_ClAW,SG_1250_1499_SWks,SG_1250_1499_MaOpDv,SG_1250_1499_Lab,SG_1250_1499_IDNS,SG_1250_1499_Tot,SG_1500_1749_Mng,SG_1500_1749_Pro,SG_1500_1749_TecTW,SG_1500_1749_CoPSW,SG_1500_1749_ClAW,SG_1500_1749_SWks,SG_1500_1749_MaOpDv,SG_1500_1749_Lab,SG_1500_1749_IDNS,SG_1500_1749_Tot,SG_1750_1999_Mng,SG_1750_1999_Pro,SG_1750_1999_TecTW,SG_1750_1999_CoPSW,SG_1750_1999_ClAW,SG_1750_1999_SWks,SG_1750_1999_MaOpDv,SG_1750_1999_Lab,SG_1750_1999_IDNS,SG_1750_1999_Tot,SG_2000_2999_Mng,SG_2000_2999_Pro,SG_2000_2999_TecTW,SG_2000_2999_CoPSW,SG_2000_2999_ClAW,SG_2000_2999_SWks,SG_2000_2999_MaOpDv,SG_2000_2999_Lab,SG_2000_2999_IDNS,SG_2000_2999_Tot,SG_3000mo_Mng,SG_3000mo_Pro,SG_3000mo_TecTW,SG_3000mo_CoPSW,SG_3000mo_ClAW,SG_3000mo_SWks,SG_3000mo_MaOpDv,SG_3000mo_Lab,SG_3000mo_IDNS,SG_3000mo_Tot,SG_PINS_Mng,SG_PINS_Pro,SG_PINS_TecTW,SG_PINS_CoPSW,SG_PINS_ClAW,SG_PINS_SWks,SG_PINS_MaOpDv,SG_PINS_Lab,SG_PINS_IDNS,SG_PINS_Tot,SG_Tot_Mng,SG_Tot_Pro,SG_Tot_TecTW,SG_Tot_CoPSW,SG_Tot_ClAW,SG_Tot_SWks,SG_Tot_MaOpDv,SG_Tot_Lab,SG_Tot_IDNS,SG_Tot_Tot,LG_NNI_Mng,LG_NNI_Pro,LG_NNI_TecTW,LG_NNI_CoPSW,LG_NNI_ClAW,LG_NNI_SWks,LG_NNI_MaOpDv,LG_NNI_Lab,LG_NNI_IDNS,LG_NNI_Tot,LG_1_149_Mng,LG_1_149_Pro,LG_1_149_TecTW,LG_1_149_CoPSW,LG_1_149_ClAW,LG_1_149_SWks,LG_1_149_MaOpDv,LG_1_149_Lab,LG_1_149_IDNS,LG_1_149_Tot,LG_150_299_Mng,LG_150_299_Pro,LG_150_299_TecTW,LG_150_299_CoPSW,LG_150_299_ClAW,LG_150_299_SWks,LG_150_299_MaOpDv,LG_150_299_Lab,LG_150_299_IDNS,LG_150_299_Tot,LG_300_399_Mng,LG_300_399_Pro,LG_300_399_TecTW,LG_300_399_CoPSW,LG_300_399_ClAW,LG_300_399_SWks,LG_300_399_MaOpDv,LG_300_399_Lab,LG_300_399_IDNS,LG_300_399_Tot,LG_400_499_Mng,LG_400_499_Pro,LG_400_499_TecTW,LG_400_499_CoPSW,LG_400_499_ClAW,LG_400_499_SWks,LG_400_499_MaOpDv,LG_400_499_Lab,LG_400_499_IDNS,LG_400_499_Tot,LG_500_649_Mng,LG_500_649_Pro,LG_500_649_TecTW,LG_500_649_CoPSW,LG_500_649_ClAW,LG_500_649_SWks,LG_500_649_MaOpDv,LG_500_649_Lab,LG_500_649_IDNS,LG_500_649_Tot,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot
LGA10850,0,0,0,0,0,0,0,0,0,7,0,6,0,3,3,0,0,4,0,12,0,10,0,7,7,0,0,6,0,25,0,8,0,10,3,0,0,0,0,21,0,14,0,3,0,0,3,6,0,23,0,16,3,4,0,0,0,0,0,21,0,12,0,3,0,0,0,0,0,17,3,20,0,6,0,0,0,0,0,25,6,13,0,3,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,93,8,48,21,0,5,17,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,5,0,0,10,0,3,4,0,3,0,4,6,0,26
LGA10900,0,17,0,14,0,0,0,5,0,44,0,31,0,30,16,0,0,7,0,94,8,51,5,36,22,0,0,14,0,137,4,80,0,31,51,6,3,17,0,198,0,117,17,44,35,3,4,11,3,239,3,142,7,29,14,7,0,10,0,212,17,172,14,50,12,0,6,9,3,273,16,205,11,44,3,0,4,11,3,296,69,96,8,47,4,0,12,4,3,242,9,16,3,3,0,0,0,0,0,34,0,4,0,7,3,0,3,0,0,21,130,961,64,369,185,24,30,81,12,1857,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,28,0,0,0,11,0,0,0,3,0,16,0,0,0,12,7,0,0,3,0,16,0,3,0,3,9,0,0,4,0,22,0,5,3,0,13,0,0,8,0,32,0,12,6,10,20,0,4,14,3,66,0,7,14,9,22,0,13,14,4,77
LGA10950,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,6,0,3,0,3,0,0,0,0,0,8,0,3,0,8,0,0,0,4,0,14,0,10,0,3,3,0,0,0,0,18,0,7,0,5,0,0,0,0,0,11,0,9,0,5,3,0,0,0,0,15,3,3,0,3,0,0,0,0,0,9,4,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,47,3,37,11,0,0,8,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,10,0,0,5,0,6,0,4,0,0,19
LGA11100,0,0,0,0,3,0,0,0,0,8,0,8,0,19,6,0,0,0,0,30,0,10,0,10,3,0,0,3,0,32,4,24,3,24,17,0,6,0,5,75,8,46,4,27,43,5,3,0,3,137,3,45,3,34,18,0,4,5,0,121,14,52,7,34,36,0,5,3,7,156,19,56,4,37,11,0,3,3,3,141,42,56,8,31,17,0,4,5,0,166,25,11,0,3,4,0,0,0,0,48,4,5,0,4,3,0,0,0,0,17,111,318,35,228,168,13,28,21,19,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,0,0,0,3,3,0,0,0,0,9,0,0,5,0,9,0,3,9,3,31,7,4,7,3,18,0,8,31,0,75
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,5,0,3,3,0,0,0,0,11,0,3,0,9,4,0,0,5,0,23,0,14,0,12,3,0,0,0,0,25,0,15,0,8,0,0,0,0,0,32,6,17,0,14,4,0,0,0,0,38,3,11,0,15,3,0,0,0,0,34,7,14,0,16,3,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,79,0,89,23,0,0,16,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,4,0,3,3,0,17
LGA11200,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,0,3,0,5,4,0,0,0,0,13,0,5,0,19,7,0,0,3,0,37,0,8,3,28,5,0,4,4,0,56,0,18,3,38,24,0,0,9,0,100,0,73,6,32,31,0,0,9,0,157,0,84,7,29,22,6,8,3,0,157,9,88,12,39,12,0,3,4,0,168,13,83,3,37,5,0,0,0,3,146,37,70,6,42,6,0,0,0,0,160,7,13,0,0,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,3,65,459,39,273,126,9,15,38,7,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,3,0,3,4,0,0,0,0,16,0,0,0,10,7,0,3,3,0,23
LGA11300,0,12,0,4,5,0,0,0,0,29,0,36,0,5,23,0,3,5,0,75,3,42,4,13,31,0,3,13,0,110,5,61,8,20,81,7,26,3,3,201,7,141,21,31,122,10,34,6,11,384,10,191,15,41,152,8,51,9,6,480,26,219,7,54,111,3,41,5,6,475,34,240,10,48,65,0,13,0,3,423,167,390,34,39,119,3,9,5,3,766,85,88,3,7,30,0,0,0,3,223,0,6,0,0,4,0,3,0,0,18,345,1439,103,290,750,33,183,60,40,3241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,0,4,0,3,6,0,0,3,0,13,0,0,5,0,7,0,3,7,3,30
LGA11350,0,9,0,6,4,0,0,3,0,26,0,18,0,12,7,0,0,4,0,43,0,32,0,18,14,0,0,11,3,75,4,23,3,12,9,0,0,8,0,57,3,51,0,12,11,0,0,3,0,80,5,56,0,11,7,0,0,0,0,77,3,70,0,11,3,0,0,0,0,95,5,53,0,12,0,0,0,0,0,77,30,43,0,28,0,0,4,3,0,104,7,7,0,3,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,5,54,375,8,144,57,0,4,30,4,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,9,0,0,0,0,10,3,0,9,3,6,0,4,10,0,30,0,3,3,6,21,0,4,13,0,55
LGA11400,0,3,0,9,0,0,0,0,0,13,0,9,0,6,0,0,0,3,0,23,0,15,0,7,9,0,0,10,0,41,0,13,3,13,9,0,0,8,0,45,0,33,3,12,13,0,3,3,0,60,0,27,0,3,5,0,0,0,0,44,3,36,0,5,0,0,0,0,0,44,8,32,0,3,4,0,0,0,0,42,12,12,0,6,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,31,189,11,65,42,0,3,24,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,7,0,3,0,0,7,0,3,5,0,22,0,0,4,0,10,0,11,5,0,28
LGA11450,0,3,4,17,10,0,0,10,0,44,0,33,3,30,19,0,0,11,0,99,0,57,4,41,44,0,3,12,0,175,3,103,12,49,50,0,3,21,0,244,4,186,9,57,38,3,10,14,0,314,9,230,12,37,12,3,7,12,3,309,3,231,8,54,11,0,5,3,0,318,15,253,0,47,6,0,15,8,0,343,50,148,0,38,9,0,14,0,3,261,11,41,0,4,5,0,0,0,0,65,0,9,0,3,3,0,0,0,3,24,101,1297,55,385,207,8,63,110,12,2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,3,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,4,4,0,9,0,3,14,0,32,0,4,9,0,6,0,11,8,0,40
LGA11500,3,34,3,41,28,4,3,7,0,116,3,88,6,95,47,0,0,13,4,259,3,139,10,146,91,0,3,39,0,427,8,242,11,172,130,7,9,57,4,652,17,459,26,122,135,7,18,46,5,839,13,577,14,130,68,5,8,22,4,838,32,565,14,178,32,10,28,33,3,897,47,567,13,140,9,3,31,11,0,835,182,389,22,130,14,0,32,8,0,781,34,96,0,7,0,0,0,0,3,134,4,26,0,21,8,0,0,3,0,72,347,3246,124,1258,598,38,148,267,27,6065,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,15,0,0,0,16,3,0,0,0,0,20,0,0,0,16,7,0,0,7,0,27,0,0,3,14,4,0,0,4,0,24,3,3,10,20,6,0,3,4,0,52,0,4,6,20,18,0,4,6,0,67,0,9,9,22,26,0,12,28,7,116
