LGA_CODE_2016,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
LGA36580,4,0,3,108,88,4,10,3,4,112,82,9,18,0,0,110,122,10,16,9,5,157,143,19,15,9,3,189,137,15,19,4,7,178,101,18,21,14,6,161,28,15,16,12,0,63,11,5,12,6,0,36,0,0,5,10,0,17,0,0,0,0,0,3,944,91,147,73,21,1279,131,0,0,4,3,140,96,0,0,3,0,104,79,8,5,0,0,91,112,9,13,3,0,142,108,6,19,3,4,140,118,7,21,6,0,150,144,5,10,4,3,163,133,6,19,5,0,164,130,6,21,11,0,165,97,8,11,4,3,119,35,3,10,8,0,55,11,4,7,3,0,19,3,0,0,0,0,8,1203,61,126,64,15,1466,75,3,12,12,0,104,48,0,4,12,7,76,2263,161,278,163,52,2914,100,0,3,0,3,105,259,5,11,3,5,282,293,11,20,0,5,332,305,18,32,8,5,371,263,28,41,4
LGA36630,10,3,3,208,158,9,6,7,3,181,170,19,22,4,0,218,186,23,36,15,4,263,245,29,35,17,3,327,275,29,27,15,3,351,203,21,27,28,3,276,105,9,29,20,3,163,28,5,24,17,3,75,3,0,14,8,0,22,0,0,11,3,4,18,1840,151,241,134,24,2385,262,0,5,0,0,268,172,0,5,6,0,181,160,0,11,5,0,177,194,7,9,9,0,216,238,6,25,7,6,283,257,3,19,11,5,295,240,6,25,4,3,283,257,3,19,8,3,288,244,3,32,11,0,288,150,10,22,15,3,200,61,3,26,15,0,111,11,3,17,5,0,39,8,0,10,3,0,26,2255,59,206,103,28,2653,198,5,5,7,4,224,64,0,7,21,15,107,4365,211,459,259,82,5373,190,0,0,3,3,192,532,0,20,4,8,561,498,19,32,3,6,557,482,29,34,10,11,557,469,48,60,15
LGA36660,9,0,0,238,154,14,16,3,0,190,163,18,24,11,0,219,251,27,25,6,4,313,309,30,38,9,4,392,320,28,36,19,4,413,264,22,46,26,8,364,137,16,29,21,3,206,34,13,23,20,0,89,5,0,8,11,0,26,3,3,5,4,0,20,2188,179,269,129,25,2787,361,0,3,3,4,372,189,3,5,3,3,197,178,3,11,4,0,201,205,11,15,8,0,247,248,13,31,8,0,300,337,14,21,8,0,379,305,18,35,12,0,374,315,16,30,13,3,376,280,12,30,12,0,338,240,9,29,12,0,294,77,8,25,18,0,135,24,3,7,6,3,40,9,3,5,13,0,30,2775,114,247,125,20,3283,260,16,9,9,9,299,85,3,10,17,23,147,5305,313,530,279,80,6507,250,0,3,0,5,265,615,4,23,4,4,646,581,26,42,4,8,659,491,51,46,4,5,605,509,64,74,19
LGA36720,84,14,6,2454,1839,107,126,21,16,2118,1746,194,178,41,5,2176,2316,307,242,66,21,2946,2683,350,282,66,17,3393,2601,359,289,73,21,3349,1949,234,256,50,18,2509,957,162,143,41,12,1313,220,61,57,33,3,376,55,15,20,14,0,102,7,6,10,7,0,37,19088,1866,1742,424,134,23251,3548,9,24,8,22,3613,2513,13,43,12,17,2604,1810,31,148,38,13,2036,1971,99,282,92,15,2457,2300,185,330,99,8,2914,2856,193,426,107,18,3591,2629,222,356,89,21,3316,2447,212,381,91,19,3149,2197,180,287,98,25,2786,1485,126,277,95,16,1996,603,75,155,92,10,929,151,37,65,34,7,291,44,13,34,21,0,116,24543,1391,2811,863,198,29806,1740,61,134,33,29,1995,537,43,56,62,107,799,45907,3367,4736,1387,468,55855,1281,3,8,0,9,1305,4572,39,122,13,24,4774,5407,202,294,24,20,5947,5138,510,424,45,50,6172,4902,763,583,80
LGA36820,14,3,3,160,125,9,10,3,0,144,113,9,11,8,0,141,155,18,36,10,0,213,206,20,40,19,3,285,170,24,34,14,7,255,185,26,42,19,0,272,105,15,18,7,5,149,32,3,21,12,0,64,7,5,10,4,0,24,0,0,3,8,0,10,1421,131,244,101,25,1915,236,0,0,0,3,242,98,0,0,0,0,102,134,0,10,5,0,146,138,7,21,9,0,183,164,13,14,3,0,193,195,11,25,12,0,240,214,7,31,6,3,264,216,21,25,10,8,275,207,10,29,7,7,260,183,6,19,21,0,228,67,3,15,10,0,95,18,8,3,10,0,43,6,4,3,3,0,17,1876,84,205,100,26,2292,187,3,11,3,0,210,52,5,7,10,15,92,3534,225,462,215,68,4508,148,0,3,0,4,159,336,0,11,7,5,360,340,9,31,3,5,393,300,22,37,3,6,371,296,40,41,21
LGA36910,36,10,11,1867,1364,57,70,17,4,1504,1261,97,58,25,7,1448,1641,115,73,28,14,1874,1878,144,128,45,12,2207,1780,114,125,49,13,2073,1435,100,127,36,20,1724,782,71,111,41,12,1019,191,36,44,41,0,313,36,12,26,22,3,97,9,3,22,24,0,56,14305,791,839,334,102,16375,1904,0,8,13,13,1944,1366,7,29,8,9,1415,1083,13,58,29,10,1187,1332,46,104,36,6,1538,1343,72,99,60,7,1590,1516,79,127,37,13,1770,1474,65,128,51,14,1728,1319,62,105,43,9,1538,1256,62,91,52,12,1476,846,57,113,44,8,1066,389,17,71,40,9,526,114,15,40,42,7,206,31,6,28,18,3,87,13955,507,992,468,125,16057,1353,26,46,40,28,1495,335,17,29,49,59,481,29950,1342,1904,895,312,34406,1095,4,4,11,7,1125,4028,28,74,13,16,4155,4498,138,145,20,24,4823,4046,258,223,42,14,4579,3637,352,220,35
LGA36950,0,0,0,65,69,0,3,0,0,75,65,0,0,0,0,66,61,0,3,0,0,63,55,0,0,0,0,52,49,0,4,0,0,52,43,0,0,0,0,49,20,0,3,0,0,23,10,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,487,9,11,0,3,515,14,0,0,0,0,12,19,0,0,0,0,19,24,0,0,0,3,27,16,0,0,0,0,22,16,0,3,0,0,20,25,0,0,0,0,24,10,0,0,0,0,14,10,0,0,0,0,14,21,0,0,0,0,22,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,170,6,8,0,3,189,26,3,0,0,0,33,35,0,5,0,6,43,717,21,24,5,12,777,26,0,0,0,0,26,69,0,0,0,0,69,130,3,0,0,0,131,125,5,4,4,0,142,109,3,4,0
LGA36960,0,0,0,35,14,0,0,0,0,14,30,0,0,0,0,30,24,0,0,0,0,24,20,0,0,0,0,20,26,0,0,0,0,32,29,0,0,0,0,29,12,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,215,3,0,0,0,216,9,0,0,0,0,9,26,0,0,0,0,26,19,0,0,0,0,19,32,0,0,0,0,32,20,0,0,0,0,20,18,0,0,0,0,18,17,0,0,0,0,17,20,0,0,0,0,20,15,0,0,0,0,15,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,189,14,0,0,0,0,14,13,0,0,0,0,12,431,3,3,0,0,435,8,0,0,0,0,8,44,0,4,0,0,40,61,3,0,0,0,61,55,0,0,0,0,57,87,3,3,0
LGA37010,68,9,4,2821,2341,58,87,9,0,2497,1967,87,105,16,5,2184,2370,128,112,17,13,2638,2467,132,129,33,12,2783,2216,147,108,18,25,2511,1760,120,107,30,19,2023,879,39,59,18,11,1006,212,29,24,13,5,281,35,8,6,4,0,55,11,3,0,0,3,20,19658,774,830,169,98,21535,2278,4,8,3,12,2309,2137,5,28,0,7,2177,1388,11,48,13,3,1465,1478,35,120,24,3,1658,1596,54,115,28,4,1798,1634,64,98,44,5,1849,1446,59,119,20,10,1652,1370,52,99,19,8,1544,1151,47,117,23,7,1355,816,34,93,32,7,984,327,24,38,14,10,412,104,14,16,12,3,149,37,3,13,7,3,62,15762,405,913,237,92,17413,1776,32,62,22,20,1911,450,10,29,20,57,566,37646,1221,1839,447,271,41425,1152,3,4,3,7,1168,5741,28,67,0,19,5858,6471,97,175,15,25,6787,5756,236,238,19,16,6264,4855,320,271,38
LGA37300,3,0,0,44,46,0,4,0,0,54,27,0,0,0,3,29,43,4,4,0,0,48,47,4,3,0,0,57,42,4,0,0,0,52,23,0,0,0,0,23,8,0,4,0,0,12,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,330,9,14,0,0,361,22,0,0,0,0,27,4,0,0,0,0,4,13,0,0,0,0,14,33,0,0,0,0,31,26,0,0,0,0,28,14,0,5,0,0,27,16,0,3,0,3,22,20,0,0,0,0,21,14,0,0,0,0,14,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,8,15,0,3,200,27,0,0,0,0,28,9,0,0,0,3,10,549,21,27,0,4,606,21,0,0,0,0,21,61,3,0,0,0,62,108,0,3,0,0,110,97,3,3,0,0,102,65,0,0,0
LGA37310,23,5,0,368,252,17,12,12,3,293,232,26,22,13,4,291,312,31,35,19,0,397,303,25,34,22,7,396,286,28,40,22,7,379,221,33,41,21,3,323,131,21,32,31,3,224,28,10,26,22,0,82,4,4,17,20,0,40,0,0,9,14,0,28,2531,193,299,196,30,3253,322,0,0,9,5,336,197,0,3,3,0,212,184,3,6,11,0,207,229,17,24,22,4,290,281,15,25,17,6,344,271,11,24,6,3,312,281,13,26,14,4,337,237,14,22,10,10,287,197,15,32,16,3,263,133,15,31,13,3,193,51,3,15,14,5,88,20,0,15,25,0,61,5,0,12,9,0,33,2413,105,234,162,47,2953,260,10,15,7,7,305,86,0,10,24,13,133,5286,310,565,395,93,6644,294,0,3,3,3,301,855,14,22,6,10,898,1096,21,67,8,3,1190,1036,71,73,18,10,1203,916,104,82,26
LGA37340,17,0,0,566,362,15,28,3,5,413,305,18,28,9,4,368,318,46,32,12,3,411,342,37,36,10,0,430,310,47,45,12,3,417,254,29,40,14,0,337,135,18,30,7,0,201,36,10,22,10,3,79,6,3,3,3,0,13,0,0,7,3,3,11,3228,235,292,100,27,3882,261,0,0,3,7,269,203,0,3,3,0,209,209,0,7,3,0,222,253,13,24,13,5,310,264,19,22,4,4,312,295,16,33,13,8,359,240,15,27,5,5,295,260,11,33,9,3,311,234,15,20,14,3,289,154,11,18,12,0,200,64,4,13,7,3,89,21,7,8,4,0,36,7,3,3,6,0,16,2465,112,215,96,34,2921,232,4,20,8,13,280,105,5,4,16,18,150,6038,355,531,216,96,7236,279,0,0,0,3,282,1072,4,9,0,11,1103,1279,31,32,0,6,1355,984,49,61,12,10,1123,833,66,61,17
LGA37400,0,0,0,13,14,0,3,0,0,13,13,0,0,0,0,10,3,0,4,3,0,10,15,3,3,3,0,21,23,0,3,7,0,28,6,0,6,4,0,8,10,3,5,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,128,8,21,19,0,168,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,9,6,0,0,0,0,6,5,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,4,3,3,0,0,0,8,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,6,3,6,0,58,7,0,0,0,0,12,5,0,0,0,0,9,184,14,27,22,0,248,15,0,0,0,0,18,40,0,0,0,0,44,32,0,0,0,0,36,29,0,7,0,0,33,24,0,4,0
LGA37550,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,7,3,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,7,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,55,0,8,0,0,58,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,3,5,0,0,0
LGA37570,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0
LGA37600,0,0,0,17,14,0,0,0,0,14,17,0,0,0,0,21,13,0,0,0,0,13,25,0,0,0,0,32,17,0,0,0,0,20,18,0,0,0,0,18,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,149,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,10,11,0,0,0,0,11,8,0,0,0,0,8,11,0,0,0,0,11,15,0,0,0,0,15,9,0,0,0,0,9,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,77,14,0,0,0,0,14,14,0,0,0,0,14,247,0,0,0,0,253,3,0,0,0,0,3,24,0,0,0,0,23,34,0,0,0,0,34,32,0,0,0,0,30,32,0,0,0
LGA39090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,86,3,3,793,543,39,132,8,8,729,519,59,140,8,5,731,585,77,188,19,7,875,679,88,207,10,13,1000,571,92,224,15,15,915,449,57,168,5,9,692,222,33,95,7,7,357,56,14,32,9,0,106,21,5,5,3,0,33,3,4,4,3,0,10,4991,488,1344,104,66,6990,541,0,83,9,9,639,890,3,160,17,7,1078,742,33,278,20,12,1083,795,44,430,34,18,1317,842,58,485,45,16,1448,973,88,613,35,23,1732,1014,93,678,48,24,1856,1111,82,643,36,22,1890,954,66,564,32,14,1634,743,53,400,29,15,1242,309,22,151,22,9,504,97,5,45,8,8,156,33,0,14,5,5,57,9031,559,4534,347,181,14652,1195,67,260,69,56,1653,463,17,102,69,116,760,15674,1128,6238,586,422,24053,1694,9,57,7,20,1790,4857,119,519,12,56,5560,5313,488,1240,20,49,7116,4661,888,1495,33,61,7136,3859,1021,1551,47
LGA39799,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,3,0,26,0,0,0,0,0,0,9,0,0,0,0,9,16,0,0,0,0,11,16,0,0,0,0,21,13,0,0,0
LGA39898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,33,10,18,5385,4661,74,48,3,14,4797,3653,72,74,15,21,3828,3703,92,72,14,11,3891,4171,84,84,13,22,4370,4109,71,76,18,17,4293,3289,81,64,8,12,3456,1808,43,52,7,9,1919,443,24,16,0,3,492,61,11,9,0,0,78,12,3,0,0,0,18,34003,599,538,98,140,35386,1376,0,10,3,7,1394,3188,7,27,11,18,3248,2178,23,23,10,3,2239,2801,22,51,15,10,2899,3175,51,61,12,16,3318,2885,53,62,15,10,3025,2532,48,56,22,13,2673,2134,33,43,12,13,2247,1855,46,57,11,11,1984,1355,39,51,13,12,1465,543,33,43,17,4,642,163,5,17,4,3,198,62,7,6,4,0,73,24240,366,511,156,126,25405,3314,33,32,7,32,3428,611,13,19,29,98,766,62172,1011,1103,295,402,64987,448,0,0,3,4,457,4454,27,44,10,16,4547,9625,146,127,23,36,9957,10066,291,186,20,36,10594,9120,395,241,24
LGA40120,9,0,0,131,105,5,8,3,0,123,88,10,16,0,0,115,134,16,28,3,0,177,179,24,26,10,0,245,142,25,27,10,0,207,137,22,39,3,6,200,73,6,23,7,3,116,17,7,8,3,0,45,3,4,11,6,0,19,3,0,0,5,0,7,1138,137,203,43,12,1534,304,0,3,0,7,319,289,0,3,3,0,293,122,4,5,6,0,136,136,8,22,3,0,178,161,16,49,15,0,243,231,33,65,7,5,341,218,29,59,10,4,320,226,23,52,13,3,314,215,14,61,13,0,311,152,28,51,13,0,248,68,15,42,17,0,146,30,5,21,8,0,62,9,0,11,3,0,22,2165,186,445,121,26,2939,153,11,22,12,3,195,54,3,4,4,5,69,3506,335,675,177,48,4746,91,0,3,0,0,92,370,7,5,0,4,385,384,23,27,0,3,432,383,33,44,3,0,470,317,50,64,4
LGA40220,3,0,0,97,46,0,4,0,0,56,75,6,3,4,0,86,115,14,11,9,0,153,112,10,26,5,0,157,112,14,30,10,3,170,101,16,15,10,0,142,50,7,19,3,3,83,14,0,7,4,0,27,0,0,3,5,0,9,0,0,3,4,0,8,788,81,132,50,11,1061,174,0,0,6,7,184,144,0,3,3,0,153,89,0,11,3,0,105,104,6,16,5,3,134,121,9,22,4,0,159,146,4,34,5,0,193,166,7,33,8,3,212,186,10,34,9,3,236,182,10,36,13,3,245,145,11,24,6,0,193,54,10,20,16,0,105,17,3,11,8,4,42,3,7,11,7,3,28,1533,84,251,86,23,1983,116,0,7,9,4,143,34,5,3,0,14,53,2464,166,398,154,50,3240,62,0,0,0,0,64,188,5,11,0,0,208,228,5,28,0,4,261,212,21,34,7,3,281,220,34,31,4
LGA40250,0,0,0,20,22,0,0,0,0,22,22,0,0,0,0,22,12,0,0,0,0,12,21,0,0,0,0,21,19,0,0,0,0,20,25,0,0,0,0,24,19,0,0,0,0,19,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,191,0,0,0,0,196,0,0,0,0,0,0,9,0,0,0,0,9,21,0,0,0,0,21,7,0,0,0,0,7,14,0,0,0,0,14,16,0,0,0,0,20,17,0,0,0,0,17,8,0,0,0,0,8,9,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,117,13,0,0,0,0,13,12,0,0,0,0,11,329,0,0,0,3,339,5,0,0,0,0,5,41,0,0,0,0,41,39,0,0,0,0,40,35,0,0,0,0,35,45,0,0,0
LGA40310,10,0,0,208,144,6,14,3,0,164,120,8,7,4,0,146,221,30,18,8,4,276,230,17,13,6,3,269,252,26,32,3,0,310,166,18,9,6,4,213,104,5,8,3,0,125,16,3,10,5,3,36,5,3,5,3,0,11,0,0,4,3,0,6,1630,119,135,45,17,1945,264,0,4,0,5,271,198,0,6,4,0,206,122,3,8,4,3,141,166,7,21,9,0,206,217,10,22,3,3,254,259,8,35,5,0,309,295,6,40,3,3,348,239,10,26,7,8,291,217,18,33,9,0,273,158,11,30,10,6,211,57,6,15,15,0,97,9,3,5,8,0,27,3,0,3,6,0,16,2204,83,248,86,31,2651,168,4,19,5,9,211,34,0,4,13,12,60,4036,203,412,155,59,4863,126,0,0,0,0,126,378,3,10,0,8,400,490,10,14,0,0,520,513,33,36,3,3,592,454,30,42,11
LGA40430,0,0,0,6,4,0,0,0,0,4,5,0,0,0,0,4,3,0,4,0,0,11,7,3,0,0,0,9,6,3,3,0,0,11,6,4,4,0,0,13,6,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,8,14,5,0,78,8,0,0,0,0,8,7,0,0,0,0,7,11,0,0,0,0,9,13,0,4,0,0,19,3,3,0,0,0,10,21,4,3,4,0,29,16,0,3,0,0,24,11,0,3,0,0,17,14,0,3,0,0,24,11,0,3,0,0,17,0,4,0,0,0,3,0,0,3,0,0,4,0,0,0,3,0,3,112,11,28,17,8,172,6,0,3,3,0,10,0,0,0,0,0,6,168,20,48,25,3,265,10,0,0,0,0,8,13,0,0,0,0,17,21,0,3,0,0,27,19,9,3,0,0,33,17,7,9,0
