LGA_CODE_2016,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
LGA40520,0,0,0,85,83,7,0,0,0,90,90,0,3,0,0,94,108,3,9,7,0,128,127,10,8,0,3,153,121,10,6,0,3,147,117,7,19,0,0,146,69,4,3,3,0,75,21,3,3,3,0,27,0,0,0,0,0,3,0,0,0,3,0,4,932,47,51,24,10,1069,88,0,0,3,0,89,74,0,0,0,0,75,65,0,8,0,0,70,108,0,3,0,0,116,112,5,3,4,3,126,112,0,9,4,0,127,120,3,4,4,3,132,118,0,11,0,3,132,115,0,16,3,0,131,100,3,13,6,0,117,25,4,7,7,0,47,9,0,7,3,0,17,3,3,0,0,0,7,1042,22,73,34,15,1181,92,3,7,5,0,114,17,0,0,0,3,24,2089,69,137,66,26,2391,57,0,0,0,0,59,210,0,3,0,3,216,237,3,3,0,0,242,204,14,11,0,0,226,209,11,14,3
LGA40700,10,0,0,588,437,8,11,3,0,460,359,27,21,3,0,408,387,35,22,6,3,446,451,36,37,5,4,532,512,40,34,7,8,595,433,31,32,3,0,491,232,20,18,0,0,280,66,6,14,0,0,82,13,3,0,0,0,21,0,0,0,0,0,0,3781,206,204,30,21,4242,413,0,8,0,0,428,495,3,7,0,3,511,306,8,9,0,0,321,342,12,27,5,0,388,446,32,34,8,5,527,450,30,53,14,3,544,459,26,66,15,4,566,386,34,44,10,3,474,374,34,50,8,0,465,267,23,38,3,4,343,160,30,37,9,0,242,37,10,18,6,3,69,9,3,12,4,0,33,4139,242,404,93,20,4905,390,14,12,7,3,420,82,0,5,3,15,110,8392,464,628,132,58,9672,77,0,0,0,0,80,518,5,7,0,4,535,1022,34,32,0,4,1095,996,59,33,3,3,1093,821,87,58,6
LGA40910,5,0,3,216,166,6,10,0,0,180,139,4,20,3,3,172,145,18,23,5,0,189,185,21,19,0,0,234,226,13,23,3,3,262,200,8,24,0,0,236,112,5,8,0,0,125,28,3,3,0,0,35,3,4,0,0,0,10,3,0,0,0,0,3,1552,89,135,15,9,1803,262,0,4,0,0,270,277,0,9,3,3,292,200,5,11,5,0,216,210,8,28,0,0,247,217,6,32,0,5,263,280,16,52,8,0,352,303,15,32,5,5,371,277,17,25,4,5,330,262,11,23,4,3,312,207,8,33,3,0,252,76,13,24,3,0,116,17,0,12,0,3,34,3,3,7,0,0,13,2602,104,294,60,21,3075,176,9,16,0,3,205,45,3,7,3,11,70,4372,211,444,75,43,5148,59,0,0,0,0,59,311,3,11,0,3,329,460,19,37,0,8,519,457,42,46,5,0,547,351,47,63,12
LGA41010,0,0,0,35,28,0,0,0,0,29,20,0,0,0,0,25,33,7,3,0,0,47,50,7,0,0,0,57,42,3,5,0,0,55,40,4,0,0,0,42,16,4,7,0,0,24,7,0,0,0,0,10,3,0,0,0,0,4,0,0,0,0,0,0,336,19,19,11,3,382,22,0,0,0,0,29,19,0,0,0,0,19,26,0,0,3,0,31,29,3,0,0,0,30,33,0,0,5,0,41,24,0,4,0,0,33,30,3,3,0,0,37,24,3,3,0,0,32,30,0,0,0,0,29,28,0,0,0,0,39,10,0,0,3,0,15,5,0,0,0,0,5,0,0,0,0,0,0,284,14,28,11,3,335,48,3,3,0,4,57,20,0,0,0,3,24,679,35,50,20,14,800,27,0,0,0,0,24,97,0,3,0,0,96,93,3,4,0,0,99,70,0,4,6,0,82,57,4,10,3
LGA41060,27,6,0,1059,830,26,36,0,3,892,623,32,39,6,0,705,706,34,54,6,0,806,949,58,75,4,9,1094,919,62,64,4,4,1061,754,54,65,0,6,878,487,25,20,0,3,535,112,7,10,0,0,128,16,4,3,0,3,30,12,0,0,0,0,15,7149,326,409,34,40,7959,1019,4,0,9,6,1042,1118,3,22,5,14,1165,668,19,25,9,9,726,739,24,67,18,3,857,807,30,76,13,7,932,871,43,75,19,9,1012,961,36,76,14,9,1099,912,38,72,11,9,1046,827,42,66,22,7,968,562,31,63,14,4,675,231,23,34,20,3,308,67,15,15,13,3,113,14,6,3,3,0,28,8789,314,604,170,78,9957,695,22,37,5,14,775,196,3,12,7,43,265,16823,658,1066,225,178,18945,315,0,3,0,3,320,1702,21,36,0,16,1768,2469,88,143,10,10,2729,2434,147,154,4,16,2753,2027,197,160,17
LGA41140,0,0,0,82,42,4,7,0,0,57,47,4,8,0,0,59,71,8,3,3,0,90,80,9,12,5,3,112,85,7,10,3,3,105,63,7,10,4,4,95,36,4,14,3,0,59,12,4,10,3,0,28,0,3,3,0,0,8,0,0,3,5,0,9,580,54,85,31,11,770,91,0,0,0,0,89,75,0,3,0,0,76,65,4,0,3,0,76,81,0,9,4,0,99,87,7,13,3,0,110,100,3,9,6,4,124,114,11,17,3,0,138,95,5,18,0,5,118,115,4,14,8,3,134,77,9,16,9,0,106,37,9,9,10,0,57,9,0,3,3,0,15,0,0,6,4,0,14,945,49,103,50,16,1163,88,3,9,3,0,103,19,0,4,4,5,36,1630,107,205,92,36,2064,53,0,0,0,0,52,160,3,5,0,5,173,208,8,10,4,0,230,142,14,28,3,3,197,115,32,20,4
LGA41190,0,0,0,11,3,0,0,0,0,7,3,0,0,0,0,7,15,0,5,6,3,27,15,0,3,3,0,19,12,3,8,0,0,24,12,3,9,0,0,23,3,0,5,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,10,27,20,3,134,12,0,0,0,0,12,8,0,0,0,0,8,12,0,0,0,0,12,17,0,3,0,0,21,15,3,6,0,0,20,20,5,7,0,0,27,22,0,8,0,0,25,11,0,3,0,0,13,11,0,3,4,0,18,15,0,0,3,0,17,6,0,0,0,0,13,0,0,0,0,0,4,0,0,0,4,0,4,143,11,26,17,0,199,14,0,0,3,3,21,3,0,0,3,0,8,233,24,58,41,7,353,3,0,0,0,0,4,26,0,3,0,0,30,32,0,7,4,0,47,13,6,16,3,0,38,28,3,14,3
LGA41330,0,0,0,25,17,0,0,0,0,22,12,0,0,0,0,17,20,3,0,0,0,17,15,0,4,0,0,13,23,0,5,0,0,20,16,0,0,0,0,18,23,0,3,0,0,19,5,0,0,0,0,9,0,0,3,0,0,4,0,0,0,0,0,3,168,3,13,0,0,193,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,17,9,0,0,0,0,9,10,0,0,0,0,13,9,0,0,0,0,12,8,0,3,0,0,9,10,0,0,0,0,15,9,0,0,0,0,9,9,0,0,0,0,7,4,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,81,3,12,4,0,99,15,0,3,0,0,17,6,0,0,0,0,10,276,9,25,3,4,323,3,0,0,0,0,3,31,0,0,0,0,33,51,0,0,0,0,52,54,0,0,0,0,56,43,3,0,0
LGA41560,3,0,0,82,61,3,0,3,3,64,56,3,7,4,0,66,77,6,3,4,0,102,92,14,15,0,0,121,106,10,10,4,5,129,79,5,18,0,3,105,48,3,6,4,0,63,13,3,7,0,0,19,0,0,0,3,0,3,0,0,0,0,0,3,704,47,75,17,13,851,129,0,0,4,0,138,95,0,3,0,4,109,65,0,6,0,0,76,112,3,9,0,0,122,99,3,9,3,0,114,100,0,5,7,3,117,142,3,17,0,4,169,139,7,16,3,3,162,112,3,10,9,3,140,92,7,12,4,0,115,17,3,5,0,0,28,3,4,3,0,0,15,0,0,3,0,0,6,1111,36,105,29,19,1303,93,5,11,8,3,118,12,3,3,4,11,32,1909,90,200,58,47,2301,50,0,4,0,0,51,195,0,3,0,0,196,186,3,12,0,0,209,150,8,14,4,3,180,149,22,18,9
LGA41750,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,10,0,0,0,0,0,3,11,0,5,0,0,13,3,0,4,4,3,17,8,0,7,5,0,22,4,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8,17,11,5,82,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,7,4,0,0,0,0,4,6,0,3,0,0,6,4,0,0,3,0,14,11,0,0,3,0,9,5,0,3,3,0,13,10,0,3,3,0,16,0,0,3,0,0,6,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,58,3,16,15,0,91,7,0,0,0,0,15,0,0,0,0,0,3,113,11,33,27,7,189,4,0,0,0,0,4,16,0,0,0,0,13,13,0,0,0,3,20,17,0,4,3,0,22,11,3,11,5
LGA41830,0,0,0,11,11,0,0,0,0,11,9,3,0,0,0,9,9,0,0,0,0,11,8,0,0,0,0,13,10,0,0,0,0,12,10,0,6,0,0,12,4,0,3,3,0,15,0,0,3,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,86,5,16,7,0,117,8,0,0,0,0,8,0,0,0,0,0,4,10,0,0,0,0,7,6,0,0,0,0,8,6,0,0,0,0,8,8,0,0,3,0,16,14,0,0,0,0,20,16,0,0,0,0,18,21,0,4,0,0,28,5,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,99,6,6,8,0,125,12,0,0,0,0,12,6,0,3,3,0,8,201,12,23,21,3,264,6,0,0,0,0,11,27,0,3,0,0,31,42,3,3,0,0,47,45,0,3,0,0,45,38,5,3,0
LGA41960,0,0,0,7,4,0,0,0,0,4,3,0,4,0,0,7,3,0,0,0,0,3,9,0,3,0,0,13,5,0,5,3,0,17,3,0,4,0,0,9,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,7,19,4,0,76,4,0,0,0,0,4,5,0,0,0,0,10,6,0,7,0,0,13,9,0,0,0,0,9,7,0,0,0,0,5,14,0,3,0,0,17,4,0,0,0,0,8,10,0,0,0,0,10,11,0,3,0,0,16,7,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,82,3,11,3,0,104,5,0,4,0,0,8,0,0,0,3,0,3,131,13,35,9,0,197,5,0,0,0,0,5,10,0,0,0,0,17,10,0,3,0,0,12,8,0,6,0,0,16,16,3,7,0
LGA42030,3,0,0,176,132,3,8,3,0,154,117,5,11,0,0,135,133,16,10,0,0,164,161,22,23,0,0,210,163,9,14,0,3,190,148,4,12,3,3,171,57,4,12,0,4,83,12,8,3,0,0,26,4,0,0,0,0,3,0,0,0,0,0,0,1280,73,110,7,15,1482,301,0,0,0,0,307,233,0,0,0,0,235,153,4,4,0,0,167,189,6,18,3,0,208,178,4,18,0,0,209,228,9,14,4,0,250,221,9,18,3,0,258,220,10,24,4,0,256,196,5,25,3,3,235,105,3,8,9,5,127,42,0,6,3,0,47,14,3,0,3,0,18,11,0,0,0,0,13,2094,49,138,32,18,2335,142,4,6,4,3,156,45,0,0,4,8,65,3563,132,255,52,39,4042,59,0,0,0,0,59,279,0,5,0,3,291,322,10,17,0,0,344,294,33,31,3,3,362,246,26,40,0
LGA42110,0,0,0,21,11,0,0,0,0,9,11,0,3,3,0,22,12,0,0,0,0,13,14,0,3,6,0,26,17,3,8,4,0,34,13,3,12,3,0,27,13,0,3,6,0,16,7,3,4,3,0,9,0,0,0,0,0,3,0,0,0,4,0,4,123,13,35,29,0,200,10,0,0,0,0,10,18,0,0,0,0,18,10,0,3,0,0,17,15,0,0,0,0,19,22,0,3,3,0,30,27,4,9,4,0,38,29,0,3,3,0,42,30,0,7,3,0,37,41,3,12,3,0,59,18,0,6,3,0,35,4,0,3,6,0,14,0,0,3,0,0,8,3,0,0,0,0,6,230,12,47,34,0,324,19,0,3,0,0,23,8,0,0,6,3,17,382,31,89,66,5,575,12,0,0,0,0,10,39,0,3,5,0,50,60,8,9,3,3,84,44,0,9,3,0,52,39,10,14,7
LGA42250,3,0,0,37,24,0,4,0,0,26,16,0,0,0,0,18,30,5,4,9,0,46,43,6,9,0,0,57,41,9,11,0,0,59,25,0,5,0,0,38,13,4,4,7,3,33,3,0,7,0,0,14,0,0,3,5,0,9,0,0,3,4,0,8,266,28,57,24,6,385,45,0,0,0,0,45,26,0,3,0,0,29,25,0,0,0,0,34,35,0,3,3,0,45,30,6,3,7,0,41,46,3,6,7,0,61,40,10,15,0,0,58,43,4,7,3,0,62,33,10,8,3,0,52,21,6,10,4,0,41,7,0,8,4,0,18,3,0,4,4,0,15,0,0,5,7,0,13,355,38,71,40,5,507,29,7,4,0,3,41,4,0,0,4,5,15,657,67,136,73,13,953,32,3,0,0,0,35,95,3,0,0,0,98,129,6,8,3,0,147,118,3,8,0,0,135,101,8,20,3
LGA42600,10,0,4,327,232,20,18,3,0,265,174,17,12,5,0,207,172,18,29,6,0,222,234,32,27,3,0,298,251,32,41,0,3,322,221,25,30,5,0,280,124,18,15,0,4,160,44,5,6,3,3,56,7,0,3,0,0,16,7,0,3,0,0,6,2032,169,198,26,17,2439,559,3,0,0,0,564,521,0,6,3,4,531,268,3,10,3,6,289,278,17,22,4,0,319,249,20,34,6,0,310,308,29,40,3,3,386,335,25,40,3,3,413,338,19,41,12,4,407,343,23,44,13,0,419,239,20,33,15,4,305,102,22,24,9,0,153,31,5,4,3,0,50,16,7,3,4,0,22,3587,179,302,79,34,4178,233,11,13,5,3,266,74,0,10,5,15,100,5931,360,515,114,59,6988,83,0,0,0,0,84,475,9,22,0,4,511,638,22,39,0,3,702,549,57,61,4,6,677,435,74,47,6
LGA42750,3,0,0,35,22,0,0,0,0,22,21,3,0,0,0,22,36,4,7,3,0,49,28,6,4,3,0,46,36,6,12,0,0,56,33,8,11,3,0,57,19,3,6,3,0,36,5,0,0,9,0,14,0,0,3,0,0,7,0,0,3,0,0,3,266,31,59,25,0,378,42,0,0,0,0,42,24,0,0,0,0,24,25,0,3,3,0,30,59,0,6,3,0,65,38,3,3,0,0,49,42,3,3,0,0,49,67,0,3,3,0,73,58,0,9,0,0,72,56,4,7,4,0,69,30,0,14,3,0,48,21,5,17,8,3,41,8,0,3,3,0,10,0,0,0,0,0,3,467,17,64,29,3,583,49,3,11,3,0,62,11,0,0,0,0,18,795,46,132,55,6,1037,11,0,0,0,0,12,61,0,0,0,0,67,56,4,15,0,0,75,59,9,19,0,0,85,61,3,15,3
LGA43080,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,7,6,0,0,0,0,12,11,3,3,0,0,15,9,0,10,0,0,18,7,0,4,4,0,13,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,55,6,23,12,0,94,5,0,0,0,0,5,3,0,0,0,0,3,5,0,0,0,0,5,7,0,0,0,0,6,12,0,0,0,0,11,13,0,0,0,0,14,11,0,3,0,0,12,10,0,3,0,0,16,13,0,0,0,0,20,7,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,86,3,8,4,0,114,3,0,0,0,0,4,3,0,0,0,0,3,150,7,35,18,0,218,9,0,0,0,0,9,14,0,0,0,0,20,20,0,6,0,0,25,6,0,4,0,0,9,8,6,7,0
LGA43220,0,3,0,11,3,0,4,3,0,10,0,0,3,0,0,0,8,3,3,0,0,14,9,3,3,0,0,12,8,0,0,4,0,14,8,0,0,3,0,10,3,0,0,0,0,5,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,52,9,18,17,0,94,7,0,0,0,0,7,12,0,0,0,0,12,5,0,3,3,0,10,12,3,3,5,0,18,8,0,0,3,0,11,15,0,0,0,0,16,12,0,4,0,0,15,12,0,0,0,0,12,12,0,0,0,0,16,3,0,3,0,0,10,5,0,0,0,0,3,3,0,3,0,0,3,0,0,0,0,0,0,98,6,18,14,3,132,8,0,3,0,0,15,3,0,3,0,3,8,161,12,36,29,3,249,8,0,0,0,0,8,19,0,0,3,0,20,29,3,3,3,0,35,19,4,16,4,0,41,11,5,5,3
LGA43360,3,0,0,17,3,3,0,0,0,8,3,3,4,0,0,11,11,0,0,0,0,9,8,0,0,3,0,12,13,0,0,0,0,16,14,0,4,0,0,13,7,3,4,0,0,17,0,0,3,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,87,16,24,7,0,135,16,0,0,0,0,16,9,0,0,0,0,13,17,0,0,0,0,15,18,0,3,3,0,22,9,3,0,0,0,15,22,0,3,0,0,31,17,0,0,4,0,17,24,0,0,3,0,27,20,0,3,7,0,24,15,0,7,4,0,30,11,0,5,3,0,15,5,0,0,0,0,6,0,0,0,0,0,3,179,6,31,26,5,242,22,0,6,7,0,37,12,0,0,0,0,15,305,24,52,38,5,421,12,0,0,0,0,12,23,0,0,0,0,32,37,3,4,0,0,50,22,12,4,0,0,36,17,6,10,0
LGA43650,3,0,0,97,88,7,0,0,0,91,62,3,3,0,0,68,91,12,6,3,0,107,101,7,8,0,0,121,87,7,8,4,0,116,64,6,13,4,0,82,50,7,3,8,0,66,8,4,5,6,0,20,0,3,0,0,0,3,0,0,4,0,0,3,726,46,57,27,6,870,89,0,0,0,0,89,84,0,0,0,0,90,51,3,3,0,0,61,81,4,20,3,0,103,99,3,8,3,0,108,101,6,17,6,0,129,90,8,16,10,0,119,94,4,20,6,0,124,81,3,17,4,4,113,51,3,16,9,0,78,16,3,12,4,3,30,8,4,5,8,0,28,4,0,0,3,4,10,845,39,135,54,18,1087,80,6,9,3,4,103,17,3,3,6,3,37,1671,101,208,91,28,2099,56,0,0,0,0,60,207,0,8,0,0,219,284,11,16,3,0,315,321,17,18,3,3,356,254,23,20,3
LGA43710,0,0,0,14,13,0,0,0,0,16,6,0,3,0,0,11,14,3,3,3,0,32,23,5,7,5,0,38,19,7,3,0,0,26,22,3,6,3,0,39,5,0,4,3,0,19,0,0,3,3,0,12,0,0,3,0,0,3,0,0,0,0,0,0,136,28,34,19,0,224,25,0,0,0,0,28,9,0,0,0,0,10,13,0,0,0,0,13,20,0,8,13,0,42,21,0,13,9,0,39,32,3,6,0,0,43,42,0,4,3,0,51,26,3,7,4,0,42,29,3,10,3,0,44,23,0,0,4,0,28,10,0,0,0,0,8,3,0,0,0,0,12,0,3,3,0,0,8,253,21,63,33,3,371,17,5,0,3,7,33,11,0,0,0,4,17,418,45,100,61,13,643,24,0,0,0,0,24,48,3,3,0,0,58,70,4,5,0,3,82,61,7,16,4,0,87,54,13,30,4
LGA43790,3,0,0,78,51,0,4,0,0,58,43,3,8,3,0,52,55,5,10,3,0,79,79,13,12,3,0,104,90,9,20,5,0,128,71,10,16,10,0,102,40,9,9,8,0,70,7,6,6,3,0,22,0,0,0,0,0,4,4,0,3,4,0,9,597,55,97,41,6,792,99,0,0,0,3,101,61,0,0,0,3,64,58,3,7,0,0,74,65,0,7,6,3,79,77,3,4,3,0,92,107,3,13,6,0,126,129,3,9,0,8,152,101,3,5,7,0,119,98,3,7,3,3,121,62,3,7,8,3,91,29,6,10,5,3,52,9,0,3,3,0,10,0,3,0,4,0,15,894,32,91,56,26,1100,79,5,8,6,3,101,22,4,5,3,8,37,1589,97,201,101,37,2022,78,0,0,0,0,76,201,5,8,0,0,215,222,10,13,0,0,241,184,16,20,4,0,228,146,20,25,8
LGA43920,0,0,0,27,28,4,0,3,0,35,20,0,3,0,0,26,25,0,3,3,0,33,20,8,10,3,3,44,19,3,8,4,0,34,12,8,6,0,0,22,8,3,6,0,0,18,6,0,5,0,0,7,0,0,5,0,0,5,0,0,0,0,0,0,189,29,50,15,3,288,21,0,0,0,0,20,34,0,0,0,0,40,16,0,3,0,0,22,34,0,10,4,0,45,34,3,4,3,0,43,27,4,7,0,0,42,29,5,6,0,0,45,32,8,8,3,0,44,28,0,10,5,0,37,14,0,4,7,0,23,12,3,0,0,0,14,3,0,0,0,0,5,0,0,0,0,0,0,280,23,56,25,7,390,15,0,3,0,0,24,17,4,3,0,3,27,502,53,114,46,19,732,12,0,0,0,0,12,89,3,6,0,0,98,111,0,10,0,3,135,102,4,16,3,0,125,86,13,22,5
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA44060,16,3,0,537,403,16,30,0,3,457,360,8,17,3,3,391,425,17,28,3,3,484,504,29,26,7,0,573,472,29,31,3,3,540,431,27,30,3,4,493,242,15,27,0,0,286,56,3,11,3,0,73,11,0,0,0,0,17,3,0,3,0,0,5,3783,160,224,31,17,4223,650,3,6,4,7,670,756,4,12,4,3,784,394,7,28,3,0,440,503,14,48,6,5,583,479,19,63,11,3,569,506,27,77,11,3,619,552,14,57,16,3,645,493,21,51,6,3,579,457,9,58,15,5,547,377,17,26,7,4,435,157,14,33,12,0,219,50,4,10,0,0,63,7,0,7,4,0,28,5390,154,487,100,52,6181,475,15,27,9,6,534,114,0,4,12,21,150,9766,328,737,148,105,11086,138,0,0,0,0,144,785,9,18,0,3,815,1142,50,78,7,12,1276,1166,85,98,10,3,1360,1024,97,94,5
