LGA_CODE_2016,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,4,0,0,0,19,0,0,0,0,0,0,0,0,23,53,56,56,27,6,0,224
LGA35740,0,0,0,0,3,0,0,3,4,3,5,0,4,0,0,16,0,0,0,0,0,0,0,6,4,3,10,0,4,0,0,23,28,157,450,578,562,284,43,2108,450,328,329,408,358,134,13,2025,43,12,37,44,36,20,11,202,3022,3093,4319,5104,3865,1051,123,20581
LGA35760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,16,46,89,163,139,117,50,621,62,60,49,64,76,36,6,359,15,9,18,14,19,6,3,83,526,747,765,993,858,371,104,4374
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,3,0,0,19,3,11,9,7,7,0,0,42,9,4,3,4,0,0,0,21,148,204,179,162,123,14,0,822
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,4,0,4,3,0,0,0,0,3,4,5,3,9,6,0,0,28,3,3,3,3,0,0,0,11,67,119,121,157,109,13,3,591
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,3,6,29,12,34,46,20,3,153,10,7,8,16,20,7,0,70,3,6,0,0,3,0,0,20,99,167,149,223,226,73,18,945
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,9,0,0,3,0,0,0,0,4,38,38,51,51,25,7,0,209
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,8,10,3,44,4,7,0,6,7,5,0,39,0,3,0,0,0,0,0,5,40,84,63,63,78,30,3,365
LGA36250,9,3,3,0,0,0,0,19,20,3,11,7,6,0,0,46,0,5,7,13,9,0,0,35,27,13,16,24,17,0,0,101,85,319,721,880,796,314,60,3173,1332,736,648,652,698,198,15,4270,58,57,40,58,47,17,10,282,7758,7388,7922,8938,6698,1589,179,40472
LGA36300,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,11,12,4,10,15,3,0,52,10,11,3,6,8,0,0,47,0,0,0,0,0,0,0,4,152,180,134,138,95,29,7,734
LGA36370,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,5,0,0,0,0,4,3,4,8,4,0,0,0,12,42,151,259,246,254,128,54,1145,863,829,568,611,630,164,24,3691,51,68,43,60,43,18,16,296,6385,7737,7364,7988,5839,1127,175,36613
LGA36510,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,38,123,240,360,408,273,85,1524,312,182,222,216,216,95,18,1253,30,14,29,37,27,12,15,155,1893,1871,2421,2899,2327,819,180,12414
LGA36580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,78,108,148,198,133,34,711,122,127,102,97,119,45,8,629,19,24,10,16,29,15,9,112,847,1093,1172,1373,1157,376,71,6093
LGA36630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,8,0,5,3,3,0,0,0,8,27,66,151,180,250,215,79,960,232,166,197,231,234,67,7,1143,23,16,25,29,23,29,16,161,1634,1773,2118,2525,2049,677,161,10946
LGA36660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,71,184,248,327,242,92,1193,289,214,200,224,236,92,11,1263,31,23,20,26,31,33,22,183,2066,2025,2490,3088,2625,844,192,13319
LGA36720,9,4,7,5,9,0,0,37,19,23,23,15,4,0,0,84,10,8,6,9,3,0,0,36,36,32,40,32,15,3,0,158,189,965,2112,2385,2040,977,186,8849,2716,1981,1758,1765,1758,585,58,10621,200,161,168,195,146,64,47,976,17144,19437,23107,25334,17933,4283,494,107729
LGA36820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,19,70,117,207,223,164,44,846,158,134,116,170,188,68,11,849,17,17,18,11,18,16,6,102,1181,1295,1516,2013,1834,602,122,8561
LGA36910,0,0,0,4,0,0,0,6,3,3,3,0,3,0,0,16,0,4,3,3,4,0,0,14,11,11,7,3,4,0,0,43,128,465,727,881,971,617,200,3983,1600,1427,1113,1080,1150,393,51,6814,136,95,114,89,87,55,41,620,11478,13949,13850,15157,11408,3029,488,69361
LGA36950,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,3,0,0,0,0,4,0,0,3,0,3,0,0,9,0,0,3,8,8,3,0,26,7,30,27,22,20,3,0,116,12,9,10,9,5,0,0,42,181,385,347,296,239,51,10,1505
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,5,0,0,0,0,5,4,4,6,3,8,3,0,28,0,5,13,9,9,0,0,34,123,230,249,212,154,18,0,996
LGA37010,3,6,0,6,4,0,0,17,3,8,3,14,10,0,0,32,3,23,17,19,9,0,0,64,8,31,21,34,18,0,0,114,74,318,563,595,532,228,34,2337,2007,1854,1286,1135,1043,293,30,7649,134,110,113,89,93,43,18,596,15416,18663,17071,16795,11221,2259,244,81678
LGA37300,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,3,7,3,0,0,28,17,40,25,26,12,4,0,121,3,4,3,0,0,0,0,12,154,297,239,270,132,18,3,1123
LGA37310,0,3,0,8,0,0,0,15,0,4,4,12,3,0,0,24,0,7,8,0,5,0,0,23,0,16,13,13,7,3,0,60,51,170,267,352,387,280,104,1604,274,408,355,307,291,103,9,1738,34,18,26,38,23,28,6,177,2252,3302,3456,3534,2595,884,213,16235
LGA37340,3,0,0,0,0,0,0,3,3,3,3,3,4,0,0,20,0,3,3,4,0,0,0,9,4,8,8,7,4,0,0,31,17,93,177,187,204,100,38,818,295,336,276,271,252,54,7,1490,30,23,43,35,37,16,11,186,2339,3426,3055,3145,2435,602,103,15105
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,8,15,17,20,22,9,3,95,5,7,3,12,11,3,0,44,0,0,0,4,0,0,0,8,75,101,87,123,112,33,5,537
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,4,3,0,3,0,11,0,0,0,0,0,0,0,0,13,8,18,22,12,8,0,96
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,3,15,13,15,13,25,3,0,81
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,0,0,0,24,10,7,0,0,0,0,0,17,54,107,99,114,68,4,0,451
LGA39090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,38,29,16,19,6,3,0,108,21,17,11,12,10,0,0,67,9,14,22,6,11,3,0,68,61,66,43,41,25,5,0,241,95,329,453,427,371,131,33,1837,1355,2000,2052,2226,2153,741,103,10626,176,176,201,218,167,86,47,1067,13149,21309,21763,22360,16113,3813,410,98920
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,9,9,0,0,42,0,0,0,0,0,0,0,0,18,42,53,44,37,7,0,202
LGA39898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,79,118,115,73,55,11,0,453,49,65,60,36,18,4,0,230,12,36,11,22,3,0,0,82,142,218,176,132,78,17,0,761,44,258,374,306,194,137,27,1335,2252,3525,2872,2001,1772,473,38,12929,141,185,153,151,89,48,24,782,13353,30181,28162,25342,17026,3268,318,117645
LGA40120,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,0,0,0,3,0,0,9,31,77,254,342,351,252,42,1350,364,164,182,184,187,82,11,1184,15,16,10,16,12,7,4,78,1616,1503,1790,2208,1882,721,102,9825
LGA40220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,130,164,220,140,42,750,180,94,136,141,143,49,12,755,13,13,13,11,17,4,10,72,856,939,1252,1500,1410,477,102,6525
LGA40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,0,8,9,12,11,4,0,40,13,5,10,8,3,0,0,36,83,135,116,129,121,27,8,627
LGA40310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,20,63,113,152,167,110,36,659,275,181,172,220,210,78,3,1145,14,12,9,16,13,7,6,84,1378,1671,2041,2431,1869,502,90,9974
LGA40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,32,45,30,12,3,145,7,7,6,17,19,0,0,61,3,0,0,4,0,4,0,13,53,96,122,159,163,56,15,662
LGA40520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,36,49,60,62,11,232,82,84,74,92,95,15,3,447,12,13,9,13,8,7,7,65,559,759,900,1073,965,240,35,4533
LGA40700,0,3,3,4,0,0,0,8,0,0,0,0,0,0,0,4,4,3,3,0,0,0,0,8,7,8,4,5,0,0,0,20,39,88,231,295,290,236,54,1228,423,377,309,300,288,96,14,1799,22,29,24,17,18,10,4,126,2265,3397,3480,3629,2847,945,142,16709
LGA40910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,10,21,83,165,189,146,83,14,707,259,178,147,140,164,51,9,946,6,12,15,21,10,3,4,73,1435,1861,1903,2183,1639,440,60,9525
LGA41010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,18,28,19,13,0,95,24,39,30,30,37,8,0,167,8,0,4,8,3,3,0,27,232,297,299,364,302,90,9,1591
LGA41060,9,9,10,6,3,3,0,34,7,3,7,0,0,0,0,18,0,0,4,0,5,0,0,11,15,8,16,11,9,3,0,61,40,220,345,387,300,165,30,1480,1089,820,653,619,575,199,28,3973,55,64,54,54,55,31,15,332,6224,8483,7962,8954,6594,1538,177,39937
LGA41140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,65,90,106,73,22,400,83,87,70,80,131,52,3,505,4,3,0,8,14,8,3,42,525,713,704,951,881,291,61,4122
LGA41190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,39,31,30,17,5,136,15,16,15,27,14,15,3,104,0,0,0,0,0,3,0,3,84,137,162,207,175,57,8,842
LGA41330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,5,9,0,32,8,19,22,13,7,3,3,67,0,4,3,3,0,0,0,16,51,163,142,140,125,51,12,675
LGA41560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,47,60,57,27,14,230,128,92,79,101,125,32,4,569,13,14,14,13,7,8,6,72,700,721,768,1054,874,191,50,4350
LGA41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,19,39,13,0,109,0,6,10,12,17,3,0,50,0,0,0,0,0,0,0,3,38,59,82,109,127,28,4,446
LGA41830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,22,10,3,56,16,24,24,27,12,8,0,107,0,3,0,3,0,0,0,5,67,126,140,162,143,36,5,686
LGA41960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11,11,3,0,48,10,11,15,15,15,7,0,70,5,0,0,0,3,0,0,9,44,51,84,105,93,31,5,424
LGA42030,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,7,32,51,77,78,32,3,279,263,156,124,135,117,33,4,840,16,12,7,9,15,5,3,61,1315,1280,1251,1488,1117,226,29,6699
LGA42110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,51,65,86,34,15,271,23,24,18,25,23,8,3,123,0,3,5,3,6,0,0,14,131,196,248,311,329,87,41,1333
LGA42250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,47,85,93,56,35,346,31,43,41,57,44,35,7,253,5,0,0,5,3,3,0,27,277,418,481,635,459,179,61,2507
LGA42600,4,0,0,0,0,0,0,6,3,3,0,3,0,0,0,9,0,0,0,3,0,0,0,3,9,3,0,3,0,0,0,16,20,63,147,196,189,117,28,755,549,290,211,204,253,75,15,1595,20,15,23,17,18,10,8,116,2555,2428,2156,2424,2105,595,90,12350
LGA42750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,30,55,75,53,10,255,38,52,43,51,74,22,6,291,0,0,3,3,3,3,0,11,216,319,348,481,470,186,35,2049
LGA43080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,18,36,28,22,4,121,5,5,12,15,12,0,0,48,0,0,0,3,3,0,0,10,48,52,97,135,112,46,10,497
LGA43220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,20,31,19,7,3,102,8,8,6,13,7,3,3,47,0,0,0,0,3,0,0,7,60,130,87,124,106,35,8,549
LGA43360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,15,38,21,11,131,22,15,16,17,26,10,3,105,0,4,0,0,9,3,0,14,96,157,144,171,213,86,26,897
LGA43650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,55,79,112,113,78,20,463,92,105,80,80,98,34,3,500,15,4,12,8,9,8,4,62,613,948,1061,1126,926,275,58,5010
LGA43710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,3,30,61,71,58,33,8,256,19,23,33,35,38,21,3,162,3,5,0,3,4,0,3,18,146,257,330,394,328,107,26,1591
LGA43790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,50,83,109,57,30,367,105,74,68,76,86,31,0,436,10,9,6,6,5,9,4,57,606,723,804,1062,921,273,69,4455
LGA43920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,8,14,51,55,49,28,11,218,27,20,21,33,28,5,0,130,9,4,6,7,3,3,0,30,251,401,443,450,290,119,21,1966
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
LGA44060,3,0,4,3,0,0,0,17,3,0,3,0,0,0,0,6,0,0,0,0,3,0,0,5,9,0,7,4,3,0,0,28,32,158,278,248,236,132,25,1110,678,486,414,380,416,141,14,2518,35,36,21,23,25,14,17,170,3623,4476,4325,4623,3605,914,110,21670
LGA44210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,37,77,94,48,22,306,44,27,30,56,62,22,3,247,4,3,0,9,7,4,3,32,290,304,393,609,576,179,45,2397
LGA44340,7,10,3,3,3,0,0,25,10,4,3,0,3,0,0,17,0,4,0,3,0,0,0,9,12,11,4,5,7,3,0,53,50,125,306,343,322,206,58,1402,691,771,687,588,598,169,17,3522,31,33,34,34,40,20,12,199,3673,5530,5757,6286,4884,1170,172,27472
LGA44550,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,19,76,149,213,193,121,34,813,435,219,197,210,203,64,8,1342,27,16,16,19,10,10,6,102,1973,1807,2001,2419,1706,492,89,10479
LGA44620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,7,37,50,56,74,35,8,256,273,214,172,191,205,47,12,1102,22,14,21,17,23,0,9,104,1756,2005,2027,2454,1947,386,48,10624
LGA44830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,24,62,61,33,14,220,17,7,7,9,28,6,0,77,0,0,3,3,3,0,3,17,94,113,132,233,258,91,28,945
LGA45040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,14,37,57,90,89,57,20,363,181,181,137,166,143,38,11,847,20,29,12,7,13,13,3,94,1453,1840,1713,2044,1510,350,70,8977
LGA45090,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,0,0,4,10,27,67,98,96,103,28,433,72,79,62,70,80,28,10,409,12,3,12,15,17,6,3,72,562,698,801,884,760,283,72,4062
LGA45120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,32,54,86,55,17,279,31,30,24,37,37,14,3,176,7,3,3,0,0,4,0,18,193,244,311,372,393,159,35,1715
LGA45290,4,9,8,5,0,0,0,26,5,3,4,3,0,0,0,12,3,0,3,4,0,0,0,11,10,13,12,7,3,0,0,45,24,107,189,198,195,90,23,831,639,457,363,291,278,116,15,2155,36,40,26,25,21,5,10,163,3769,5104,4705,4870,3555,917,134,23053
LGA45340,17,9,5,3,3,0,0,35,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,15,11,8,6,3,0,0,44,61,290,534,579,534,320,39,2356,1247,892,724,673,667,191,22,4414,72,53,48,52,46,25,7,304,6695,7141,7625,8322,6301,1549,157,37784
LGA45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,32,5,4,57,5,5,6,3,13,3,0,41,3,0,3,0,0,0,0,8,38,52,51,68,106,34,7,354
LGA45540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,7,6,0,36,12,3,5,9,7,6,3,38,0,0,0,0,0,0,0,3,47,53,58,75,116,33,8,387
LGA45680,8,10,4,0,0,0,0,19,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,9,4,3,0,0,0,28,28,115,153,221,151,70,17,749,620,713,446,420,402,83,4,2687,43,35,44,40,25,7,10,204,3900,5502,5032,5461,3663,646,65,24272
LGA45890,5,9,8,6,3,0,0,40,6,8,4,3,0,0,0,22,0,0,3,3,3,0,0,14,12,12,17,12,7,0,0,72,31,211,305,329,265,109,24,1268,1183,1123,989,949,858,254,20,5380,96,130,95,95,77,30,17,549,8014,13700,13906,14781,10516,1988,210,63112
LGA46090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,28,26,17,0,99,126,129,101,119,91,29,3,601,13,3,8,7,3,4,0,40,841,1025,1038,1288,929,226,18,5374
LGA46300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,24,51,39,44,27,8,202,156,160,118,117,114,31,0,699,19,9,18,21,10,8,4,79,1049,1350,1336,1477,1119,222,37,6599
LGA46450,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,8,20,33,64,61,30,8,221,139,188,133,143,112,27,0,745,12,15,4,12,15,4,5,72,1024,1240,1282,1621,1249,234,25,6673
LGA46510,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,6,4,47,66,69,84,33,3,309,151,99,101,82,86,27,5,546,7,12,11,9,7,4,3,53,1028,1262,1123,1145,922,219,28,5722
LGA46670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,64,68,32,16,226,94,59,49,59,78,17,4,348,10,4,11,11,5,4,0,50,614,710,691,867,727,170,47,3828
LGA46860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,20,22,5,78,14,8,5,18,23,15,0,88,0,0,0,0,3,0,0,8,97,104,115,141,120,59,16,658
LGA46970,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,4,9,7,3,0,0,37,49,129,113,99,59,12,3,460,6,3,4,7,3,0,0,26,273,725,630,541,263,28,4,2468
LGA47140,14,9,5,3,4,0,0,38,4,3,0,0,0,0,0,7,0,4,3,6,0,0,0,17,15,14,5,10,4,0,0,57,25,180,279,301,275,93,18,1173,873,943,744,689,617,171,17,4051,80,77,78,93,52,17,12,405,6371,10545,10464,10839,7093,1323,144,46772
LGA47290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,15,30,46,33,3,149,16,18,17,18,13,5,4,88,0,0,0,0,3,0,3,15,104,177,176,209,206,81,21,971
LGA47490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,18,26,25,20,5,117,9,22,17,25,32,3,0,103,0,7,5,3,3,3,3,24,102,151,188,224,232,61,17,981
LGA47630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,77,105,108,63,18,414,57,46,50,65,49,34,4,299,13,9,3,10,9,10,3,63,464,590,678,778,637,235,44,3421
LGA47700,9,3,0,0,0,0,0,9,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,9,0,0,3,0,0,24,35,148,276,325,302,145,23,1260,870,480,335,343,335,127,12,2498,43,30,38,27,13,13,3,164,4557,4100,3920,4435,3371,844,72,21308
LGA47800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,15,23,54,75,98,76,12,346,34,36,27,37,28,17,3,188,7,3,7,3,5,0,3,24,231,299,361,472,441,195,32,2037
LGA47910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,16,42,45,18,11,150,21,16,12,8,23,6,0,80,0,0,0,0,4,0,3,9,96,110,141,192,204,56,19,817
LGA47980,13,6,5,3,0,0,0,27,3,6,3,0,0,0,0,18,3,4,3,0,0,0,0,14,18,13,20,9,0,0,0,59,21,106,212,228,259,137,31,986,454,483,339,278,287,120,19,1977,20,22,17,30,20,13,7,137,2597,4343,4179,4059,3171,909,110,19370
