LGA_CODE_2016,SEO_AGFF_Bf_91,SEO_AGFF_91_95,SEO_AGFF_96_00,SEO_AGFF_01_05,SEO_AGFF_06_10,SEO_AGFF_11_15,SEO_AGFF_2016,SEO_AGFF_NS,SEO_AGFF_Tot,SEO_Min_Bf_91,SEO_Min_91_95,SEO_Min_96_00,SEO_Min_01_05,SEO_Min_06_10,SEO_Min_11_15,SEO_Min_2016,SEO_Min_NS,SEO_Min_Tot,SEO_Mnf_Bf_91,SEO_Mnf_91_95,SEO_Mnf_96_00,SEO_Mnf_01_05,SEO_Mnf_06_10,SEO_Mnf_11_15,SEO_Mnf_2016,SEO_Mnf_NS,SEO_Mnf_Tot,SEO_EGWWS_Bf_91,SEO_EGWWS_91_95,SEO_EGWWS_96_00,SEO_EGWWS_01_05,SEO_EGWWS_06_10,SEO_EGWWS_11_15,SEO_EGWWS_2016,SEO_EGWWS_NS,SEO_EGWWS_Tot,SEO_Const_Bf_91,SEO_Const_91_95,SEO_Const_96_00,SEO_Const_01_05,SEO_Const_06_10,SEO_Const_11_15,SEO_Const_2016,SEO_Const_NS,SEO_Const_Tot,SEO_WST_Bf_91,SEO_WST_91_95,SEO_WST_96_00,SEO_WST_01_05,SEO_WST_06_10,SEO_WST_11_15,SEO_WST_2016,SEO_WST_NS,SEO_WST_Tot,SEO_RetT_Bf_91,SEO_RetT_91_95,SEO_RetT_96_00,SEO_RetT_01_05,SEO_RetT_06_10,SEO_RetT_11_15,SEO_RetT_2016,SEO_RetT_NS,SEO_RetT_Tot,SEO_AcFd_Bf_91,SEO_AcFd_91_95,SEO_AcFd_96_00,SEO_AcFd_01_05,SEO_AcFd_06_10,SEO_AcFd_11_15,SEO_AcFd_2016,SEO_AcFd_NS,SEO_AcFd_Tot,SEO_TPW_Bf_91,SEO_TPW_91_95,SEO_TPW_96_00,SEO_TPW_01_05,SEO_TPW_06_10,SEO_TPW_11_15,SEO_TPW_2016,SEO_TPW_NS,SEO_TPW_Tot,SEO_IMT_Bf_91,SEO_IMT_91_95,SEO_IMT_96_00,SEO_IMT_01_05,SEO_IMT_06_10,SEO_IMT_11_15,SEO_IMT_2016,SEO_IMT_NS,SEO_IMT_Tot,SEO_FinIns_Bf_91,SEO_FinIns_91_95,SEO_FinIns_96_00,SEO_FinIns_01_05,SEO_FinIns_06_10,SEO_FinIns_11_15,SEO_FinIns_2016,SEO_FinIns_NS,SEO_FinIns_Tot,SEO_RHRE_Bf_91,SEO_RHRE_91_95,SEO_RHRE_96_00,SEO_RHRE_01_05,SEO_RHRE_06_10,SEO_RHRE_11_15,SEO_RHRE_2016,SEO_RHRE_NS,SEO_RHRE_Tot,SEO_ProSTS_Bf_91,SEO_ProSTS_91_95,SEO_ProSTS_96_00,SEO_ProSTS_01_05,SEO_ProSTS_06_10,SEO_ProSTS_11_15,SEO_ProSTS_2016,SEO_ProSTS_NS,SEO_ProSTS_Tot,SEO_AdSup_Bf_91,SEO_AdSup_91_95,SEO_AdSup_96_00,SEO_AdSup_01_05,SEO_AdSup_06_10,SEO_AdSup_11_15,SEO_AdSup_2016,SEO_AdSup_NS,SEO_AdSup_Tot,SEO_PubAS_Bf_91,SEO_PubAS_91_95,SEO_PubAS_96_00,SEO_PubAS_01_05,SEO_PubAS_06_10,SEO_PubAS_11_15,SEO_PubAS_2016,SEO_PubAS_NS,SEO_PubAS_Tot,SEO_EdTrn_Bf_91,SEO_EdTrn_91_95,SEO_EdTrn_96_00,SEO_EdTrn_01_05,SEO_EdTrn_06_10,SEO_EdTrn_11_15,SEO_EdTrn_2016,SEO_EdTrn_NS,SEO_EdTrn_Tot,SEO_HC_SA_Bf_91,SEO_HC_SA_91_95,SEO_HC_SA_96_00,SEO_HC_SA_01_05,SEO_HC_SA_06_10,SEO_HC_SA_11_15,SEO_HC_SA_2016,SEO_HC_SA_NS,SEO_HC_SA_Tot,SEO_ArtsR_Bf_91,SEO_ArtsR_91_95,SEO_ArtsR_96_00,SEO_ArtsR_01_05,SEO_ArtsR_06_10,SEO_ArtsR_11_15,SEO_ArtsR_2016,SEO_ArtsR_NS,SEO_ArtsR_Tot,SEO_OthSvs_Bf_91,SEO_OthSvs_91_95,SEO_OthSvs_96_00,SEO_OthSvs_01_05,SEO_OthSvs_06_10,SEO_OthSvs_11_15,SEO_OthSvs_2016,SEO_OthSvs_NS,SEO_OthSvs_Tot,SEO_IDNS_Bf_91,SEO_IDNS_91_95,SEO_IDNS_96_00,SEO_IDNS_01_05,SEO_IDNS_06_10,SEO_IDNS_11_15,SEO_IDNS_2016,SEO_IDNS_NS,SEO_IDNS_Tot,SEO_Tot_Bf_91,SEO_Tot_91_95,SEO_Tot_96_00,SEO_Tot_01_05,SEO_Tot_06_10,SEO_Tot_11_15,SEO_Tot_2016,SEO_Tot_NS,SEO_Tot_Tot,SOLSEWVW_AGFF_Bf_91,SOLSEWVW_AGFF_91_95,SOLSEWVW_AGFF_96_00,SOLSEWVW_AGFF_01_05,SOLSEWVW_AGFF_06_10,SOLSEWVW_AGFF_11_15,SOLSEWVW_AGFF_2016,SOLSEWVW_AGFF_NS,SOLSEWVW_AGFF_Tot,SOLSEWVW_Min_Bf_91,SOLSEWVW_Min_91_95
LGA40220,43,3,0,4,5,3,0,6,61,4,0,0,0,0,0,0,0,7,33,0,3,0,4,3,0,0,46,3,0,0,0,0,0,0,0,9,28,0,7,4,3,0,0,0,41,6,0,0,0,0,0,0,0,10,54,4,0,7,4,4,0,3,82,36,3,3,0,4,7,0,0,51,13,4,0,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,8,0,0,0,4,0,0,3,15,21,3,3,3,0,0,0,0,28,16,0,0,0,0,0,0,0,21,18,0,0,0,0,3,0,0,20,39,0,5,3,3,3,0,0,47,114,9,7,12,6,5,0,4,156,8,0,0,0,0,0,0,0,11,18,3,0,0,6,4,0,3,28,25,0,0,0,0,3,0,3,32,491,27,36,39,47,36,0,25,706,17,0,0,0,11,3,3,0,34,0,0
LGA40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,12,5,0,0,0,3,0,0,0,13,8,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,33,3,0,7,13,7,0,3,63,0,0,0,0,0,0,0,0,0,0,0
LGA40310,37,0,0,0,5,7,0,3,55,0,0,0,0,0,0,0,0,8,155,8,14,21,23,12,0,7,245,3,0,0,0,0,0,0,0,5,26,3,0,3,3,0,0,0,38,8,0,0,0,0,0,0,0,8,53,7,3,3,9,3,0,3,75,34,0,3,8,8,8,0,7,64,36,3,4,0,3,0,0,0,44,0,0,0,3,0,0,0,0,5,5,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,7,20,6,0,0,3,0,0,0,31,50,0,0,8,3,3,0,3,63,16,0,0,4,8,0,0,0,26,51,7,4,3,5,0,0,0,74,72,3,6,11,6,10,0,0,106,16,0,0,0,0,3,0,0,16,15,3,0,3,0,0,0,0,23,22,5,0,0,3,0,0,0,27,612,44,43,63,79,50,3,29,921,3,0,3,0,0,5,0,0,14,0,0
LGA40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,14,0,0,0,0,3,3,0,0,8,0,0
LGA40520,7,0,0,3,0,0,0,3,18,0,0,0,0,0,0,0,0,0,29,0,3,0,0,0,0,0,38,9,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,5,17,3,0,0,3,0,0,0,29,11,0,3,0,0,3,0,0,22,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,6,7,0,0,0,0,0,0,0,7,12,0,0,4,7,0,0,0,20,21,0,3,0,0,0,0,0,26,49,0,3,0,12,3,0,3,67,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,8,191,4,13,14,25,15,0,5,278,26,3,10,3,9,3,0,5,52,0,0
LGA40700,6,0,0,0,0,0,0,0,12,20,3,5,4,3,3,0,0,33,53,5,7,0,13,6,0,3,85,20,3,4,3,4,10,0,0,43,60,3,7,5,11,7,3,0,100,16,0,3,5,3,3,0,0,32,89,14,16,21,21,11,0,0,169,29,7,8,15,14,17,0,0,94,15,0,0,0,3,0,0,0,21,24,4,3,0,3,3,0,0,33,55,3,6,3,3,9,0,0,80,40,3,0,3,3,4,0,3,59,144,16,19,22,23,14,0,0,229,39,5,0,0,8,3,3,0,52,68,8,4,4,4,4,0,3,100,145,13,19,28,27,28,0,8,258,317,32,24,39,55,38,0,7,515,12,0,0,3,0,0,0,0,24,49,0,7,11,11,7,0,0,84,41,0,3,4,6,3,3,7,72,1224,112,137,185,219,163,9,38,2084,0,0,0,0,0,0,0,0,0,3,0
LGA40910,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,32,0,5,3,5,0,0,0,56,5,0,0,0,0,0,0,0,5,51,6,7,3,7,3,0,4,86,8,0,0,0,0,0,0,0,7,50,7,9,11,12,9,0,0,89,9,4,4,5,6,3,0,0,37,17,4,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,9,11,0,0,3,0,0,0,3,15,12,0,3,3,0,3,0,0,21,43,3,3,3,4,5,0,0,65,12,0,0,3,3,3,0,3,24,30,0,0,3,3,3,0,0,41,140,6,13,18,14,16,0,0,207,162,12,13,16,23,13,0,3,233,5,0,0,3,4,0,0,0,12,27,3,3,5,3,6,0,0,49,21,3,3,4,0,3,0,0,34,646,54,52,82,90,64,3,13,1014,0,0,0,0,0,3,0,3,9,0,0
LGA41010,7,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,10,0,0,0,0,3,0,0,0,5,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,10,8,0,0,0,0,0,0,0,5,7,0,3,0,0,8,0,0,24,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,59,5,11,8,8,17,0,3,104,0,0,0,0,0,0,0,0,3,0,0
LGA41060,6,0,0,0,0,0,0,0,6,7,3,0,0,0,0,0,0,12,320,22,29,36,59,35,0,15,508,8,3,0,3,4,3,0,0,25,204,17,12,26,51,48,0,8,377,122,9,15,10,16,10,0,4,186,226,26,30,27,68,29,3,6,420,83,4,20,27,36,37,0,4,217,136,11,7,12,28,13,0,3,206,32,3,0,9,15,4,0,0,63,24,0,3,3,3,0,0,0,33,45,0,0,0,15,8,0,0,68,122,7,10,11,27,16,3,3,196,96,7,3,12,14,9,3,0,134,116,6,9,13,20,9,0,4,178,194,11,27,24,29,29,0,8,323,534,51,55,76,130,70,5,17,946,35,9,5,6,7,14,0,0,80,111,10,11,7,21,19,0,7,188,96,4,4,9,17,6,3,4,155,2518,203,252,315,564,361,23,91,4324,12,0,0,0,3,0,0,0,15,0,0
LGA41140,20,0,0,0,0,3,3,3,28,0,0,0,0,0,0,0,0,0,26,0,0,0,3,3,0,0,36,0,0,0,0,0,0,0,0,3,10,0,0,0,3,0,0,0,14,5,0,0,0,0,0,0,0,5,16,0,7,3,3,5,0,0,32,20,4,0,3,5,4,0,0,37,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,12,6,0,0,3,0,0,0,0,10,8,0,0,0,0,0,0,0,5,18,0,0,0,3,0,0,0,21,35,5,0,7,0,4,0,0,52,4,0,0,0,0,0,0,0,4,8,0,0,4,0,0,0,0,11,9,0,0,0,0,0,0,0,10,203,12,15,20,22,25,7,7,305,3,0,0,0,0,0,0,0,6,0,0
LGA41190,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,3,0,0,0,0,32,0,0,0,0,0,0,0,0,6,0,0
LGA41330,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,15,9,0,0,3,0,3,0,0,14,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,8,0,0,0,0,0,0,0,5,3,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,7,11,8,5,0,5,78,0,0,0,0,0,0,0,0,0,0,0
LGA41560,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,3,9,0,0,0,3,0,0,3,19,5,0,0,0,3,0,0,0,10,21,3,0,3,4,4,0,0,40,19,3,0,3,0,0,0,0,26,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,5,14,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,9,22,0,0,0,3,0,0,0,34,48,3,3,0,3,0,0,0,54,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,12,8,0,0,0,0,0,0,5,13,198,13,7,20,19,10,0,10,272,0,0,0,0,0,0,0,0,0,0,0
LGA41750,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0
LGA41830,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,3,0,0,7,0,3,42,0,0,0,0,0,0,0,0,0,3,0
LGA41960,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,3,0,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0
LGA42030,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,17,0,0,3,4,0,0,0,26,0,0,0,0,0,0,0,0,3,37,0,0,0,3,0,0,0,49,13,0,0,0,0,0,0,0,13,73,3,11,3,3,5,0,0,110,16,0,3,0,12,3,0,5,44,15,0,0,4,3,0,0,0,25,5,3,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,20,18,0,0,0,0,0,0,0,17,27,3,0,3,4,0,0,0,39,26,0,0,0,4,0,0,0,29,41,0,3,5,6,0,0,0,50,67,5,3,10,13,3,0,3,106,126,16,17,10,9,7,0,6,185,3,0,0,0,0,0,0,0,8,26,0,3,3,4,3,0,0,34,19,0,0,0,0,0,0,3,24,564,32,44,39,70,33,0,22,805,3,0,0,0,0,0,0,0,4,0,0
LGA42110,9,0,0,4,0,3,0,0,21,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,58,3,0,6,4,7,0,0,82,0,0,0,0,7,0,0,0,7,0,0
LGA42250,31,4,3,5,16,6,0,3,62,3,0,0,0,0,0,0,0,3,5,0,6,3,0,0,0,0,14,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,7,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,8,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,10,8,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,3,89,8,12,9,25,8,0,9,159,3,0,0,4,3,5,0,0,14,0,0
LGA42600,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,25,0,3,4,3,5,0,0,39,4,0,0,0,0,0,0,0,3,41,10,15,3,18,15,0,3,106,12,0,0,0,0,0,0,0,12,86,6,17,19,28,12,3,4,177,56,14,11,37,46,31,3,3,198,26,3,0,0,3,0,0,0,32,8,0,0,0,4,0,0,0,10,16,3,0,0,6,3,0,0,31,37,4,0,4,3,0,0,3,50,60,3,3,5,10,7,0,3,92,33,8,3,17,11,3,0,0,70,32,0,3,0,4,3,0,0,45,68,3,3,17,12,13,0,4,124,245,27,33,30,66,43,0,10,447,12,0,0,7,3,0,0,0,22,51,4,9,9,22,19,0,0,112,33,0,0,3,11,5,0,3,62,849,80,101,152,249,169,11,36,1640,0,0,0,0,0,0,0,0,3,0,0
LGA42750,19,0,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,15,0,0,0,3,0,0,0,17,22,0,0,0,10,3,0,4,40,13,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,9,11,0,0,0,0,0,0,0,18,5,0,0,3,8,0,0,0,17,14,0,0,0,4,0,0,0,21,17,0,3,0,0,0,0,0,16,4,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,11,142,5,8,8,24,19,6,7,224,0,0,0,0,0,0,0,0,0,0,0
LGA43080,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,3,0,3,0,0,21,0,0,0,3,0,3,0,0,3,0,0
LGA43220,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0
LGA43360,10,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,32,0,7,7,5,4,0,3,53,0,0,0,0,0,0,0,0,3,0,0
LGA43650,40,0,0,0,4,0,0,3,50,0,0,0,0,0,0,0,0,6,58,0,8,5,11,7,0,0,92,0,0,0,0,0,0,0,0,4,31,0,3,5,10,0,0,0,47,3,0,0,0,4,0,0,0,7,23,0,0,0,0,0,0,0,24,11,0,5,3,3,0,0,3,28,16,0,3,0,0,0,0,0,23,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,17,3,0,0,3,0,0,0,20,13,0,0,0,0,3,0,0,20,17,0,0,0,3,0,0,0,19,28,3,3,3,14,12,0,0,66,20,0,0,3,3,0,0,0,30,4,0,0,0,0,0,0,0,7,7,3,0,0,3,0,0,0,14,17,0,0,0,0,0,0,0,20,331,12,25,32,61,25,3,11,494,7,0,4,0,8,13,0,0,36,0,0
LGA43710,6,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,35,3,4,3,4,8,0,0,54,0,0,0,0,0,0,0,0,7,0,0
LGA43790,40,3,0,0,0,15,6,4,77,0,0,0,0,0,0,0,0,0,14,0,0,6,0,0,0,5,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,12,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,9,10,0,0,0,0,3,0,0,17,8,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,3,0,0,8,7,0,0,3,0,0,0,0,6,7,0,0,3,0,0,0,0,13,19,3,3,3,3,0,0,0,35,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,11,5,0,0,0,0,0,0,0,8,142,15,10,17,8,25,6,13,241,19,3,6,0,22,14,10,0,77,0,0
