LGA_CODE_2016,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA17650,0,67,36,6,15,7,0,60,49,6,28,9,3,94,54,11,30,7,0,99,35,10,27,13,0,88,26,13,22,14,0,74,12,6,17,7,3,38,0,3,14,0,0,21,3,0,3,6,0,18,387,72,189,72,15,732,28,0,0,0,0,28,30,0,0,0,0,30,21,0,0,3,0,22,24,3,10,0,0,40,31,0,8,0,0,38,24,4,10,4,0,43,28,0,10,0,0,39,32,0,5,10,0,42,29,4,3,5,0,45,20,0,11,0,0,35,5,4,8,7,0,31,6,0,10,0,0,24,4,0,7,3,0,15,272,15,88,37,3,416,27,0,5,0,4,44,21,0,4,6,3,36,708,89,284,115,23,1227
LGA17750,7,2013,1821,171,144,12,20,2172,1844,168,164,14,22,2209,1696,176,174,38,16,2105,1506,156,187,29,16,1883,834,101,141,29,12,1129,210,53,80,20,6,372,40,9,35,23,10,117,13,3,30,21,8,67,16814,1181,1330,229,162,19718,1288,0,0,5,9,1308,1200,3,18,9,3,1233,719,9,38,7,4,777,720,16,59,21,3,824,704,26,43,14,5,799,686,36,75,12,10,811,662,30,59,16,4,767,603,30,74,16,6,731,634,23,76,18,3,761,491,44,75,24,13,636,255,30,69,30,4,388,82,11,33,22,0,147,40,6,18,29,4,97,8081,271,629,219,75,9275,942,29,48,20,23,1061,431,15,31,40,57,578,26270,1497,2047,503,316,30629
LGA17850,0,79,46,6,22,5,0,80,52,8,23,8,0,95,70,15,29,16,0,130,41,12,31,15,3,105,20,7,36,18,3,85,18,8,24,25,0,70,6,3,15,16,0,39,3,3,3,7,0,18,445,78,228,118,17,875,39,0,0,0,0,43,22,0,0,0,0,21,14,0,0,0,0,15,21,0,5,0,0,28,20,0,3,0,0,25,33,0,9,3,0,42,28,0,7,0,0,37,26,0,6,0,0,43,27,0,14,8,0,50,21,3,9,5,0,45,12,0,15,11,0,38,5,0,8,3,0,17,4,0,0,13,0,16,280,9,78,43,12,422,30,3,6,3,0,41,13,3,3,7,3,30,772,88,311,168,25,1372
LGA17900,0,131,80,14,26,3,7,125,94,11,20,19,7,145,91,6,25,16,4,145,87,13,26,29,0,155,59,12,24,21,0,123,23,4,19,15,0,69,11,0,8,11,0,36,3,7,6,8,0,22,908,91,180,137,32,1349,27,0,0,0,0,32,37,0,0,0,0,43,46,0,3,0,0,52,37,0,5,4,0,50,47,0,3,0,3,54,33,0,3,5,0,40,60,0,5,5,3,72,60,0,8,0,3,71,52,3,12,10,0,66,41,0,8,3,5,57,18,0,5,10,0,41,8,4,6,10,0,28,3,4,6,3,0,16,468,10,60,53,15,612,51,3,9,4,6,73,37,4,8,10,11,67,1460,108,260,213,65,2102
LGA17950,0,57,47,11,17,5,0,78,54,19,12,12,0,98,62,12,16,11,3,105,51,13,19,15,0,96,25,4,14,4,3,56,24,0,11,3,0,34,3,3,9,0,0,15,0,3,8,6,0,19,502,77,137,55,15,779,10,0,0,0,0,10,16,0,0,0,0,16,13,0,0,0,0,13,22,0,3,0,0,25,29,0,3,0,0,35,19,0,4,0,0,20,15,0,0,5,0,24,14,0,5,0,0,25,19,0,6,3,0,27,11,0,5,0,0,20,10,0,3,0,0,14,6,0,3,6,0,9,0,0,7,3,0,13,185,7,36,16,3,253,28,0,8,4,0,37,13,0,3,8,0,22,722,82,187,82,20,1091
LGA18020,3,155,117,13,40,15,0,185,142,11,39,16,4,214,144,27,69,15,0,257,121,20,71,30,0,243,77,16,52,31,3,177,27,13,39,22,4,102,6,0,16,31,0,56,6,3,18,15,3,51,1064,120,410,191,27,1812,47,0,0,7,0,52,52,0,3,3,0,63,56,0,0,3,0,62,68,0,10,3,0,82,69,3,18,3,0,94,73,4,8,4,0,89,90,3,11,3,4,112,97,4,10,7,3,122,84,3,8,9,0,105,92,0,17,8,4,126,29,3,16,4,6,61,15,0,7,13,0,40,3,3,11,21,0,34,774,27,128,85,17,1032,64,8,9,8,9,99,34,0,18,9,10,75,1931,166,563,298,61,3015
LGA18050,5,1669,955,320,160,19,14,1467,806,325,193,24,12,1355,716,276,166,16,16,1193,587,180,153,13,3,937,364,109,92,8,0,567,164,84,64,6,0,315,47,42,26,5,3,121,23,9,7,0,3,40,9889,1905,1309,132,84,13320,903,3,13,0,3,930,1759,7,51,5,13,1841,1198,27,107,6,8,1337,753,59,145,23,9,990,576,98,171,13,10,863,512,99,173,31,5,810,472,85,179,23,7,774,421,85,133,8,10,656,347,55,121,16,6,546,290,74,104,20,5,490,243,67,94,19,10,441,92,32,54,8,0,187,58,28,31,7,0,131,7626,720,1372,186,86,9982,509,47,44,3,0,597,325,28,39,13,49,452,18347,2700,2759,339,220,24359
LGA18100,3,79,36,12,19,0,0,77,47,8,16,10,3,88,50,9,27,5,0,98,39,3,51,10,7,111,33,7,43,19,0,93,10,11,26,11,0,53,3,4,9,3,0,21,0,0,16,4,0,24,387,69,252,67,18,791,29,0,3,0,0,30,15,0,0,0,0,15,6,0,0,0,0,12,21,4,0,0,0,25,19,0,8,0,0,30,31,3,12,3,3,44,26,0,4,3,0,34,30,0,9,9,0,50,29,0,12,6,0,49,15,0,15,4,3,40,16,0,13,0,0,33,9,0,4,3,0,22,3,0,3,8,0,20,236,10,84,38,15,381,21,0,8,7,0,37,21,0,4,8,0,37,665,84,340,122,29,1243
LGA18200,3,180,156,16,32,9,3,210,145,25,28,8,0,204,199,24,34,13,4,275,165,25,31,17,8,245,117,11,20,12,3,164,25,9,11,10,0,59,0,0,7,3,0,17,0,0,0,10,0,15,1357,140,207,88,23,1821,51,0,0,0,3,55,52,0,0,0,0,60,55,0,4,0,4,59,41,0,8,0,0,47,43,0,0,9,0,52,54,7,6,6,0,69,61,3,5,4,3,78,51,0,3,3,0,56,63,9,6,3,0,81,56,0,11,13,0,88,25,8,3,20,0,53,5,0,8,4,0,22,0,3,3,4,0,14,563,29,68,66,12,743,84,8,12,3,4,108,53,3,4,9,12,72,2059,181,291,165,48,2744
LGA18230,17,1402,1278,153,119,14,14,1580,1385,152,138,21,16,1710,1323,162,160,30,19,1691,1193,112,157,40,21,1525,651,78,131,19,12,891,200,54,94,28,12,392,33,24,41,23,4,117,16,12,22,16,3,68,11768,956,1193,231,142,14286,847,0,5,4,13,872,530,3,5,8,6,546,444,7,23,8,3,486,553,17,54,7,4,635,489,14,40,21,7,577,451,24,44,12,8,534,454,21,51,19,8,543,420,13,51,12,4,504,442,15,70,12,9,551,355,25,62,19,4,467,191,16,44,17,10,280,71,9,30,23,0,137,40,8,34,21,4,111,5290,185,511,181,80,6245,656,26,45,17,21,757,294,12,26,30,55,424,18012,1179,1780,448,293,21715
LGA18250,19,5405,4193,478,157,15,18,4864,3618,470,199,32,17,4328,3280,486,197,24,23,4015,2563,434,202,12,12,3226,1447,266,122,10,13,1861,542,156,70,7,7,788,96,56,27,10,0,191,29,22,13,4,0,69,34895,3084,1379,171,178,39706,1540,3,24,8,9,1577,2766,22,45,13,12,2849,1531,28,49,16,13,1628,1372,50,77,16,13,1536,1285,96,142,21,11,1552,1287,133,130,41,0,1594,1133,131,145,29,3,1434,1037,123,153,37,12,1363,948,120,126,22,7,1225,770,103,126,36,3,1038,494,124,106,28,9,759,225,60,45,24,3,354,97,43,49,9,0,195,14466,1030,1215,295,105,17111,1496,68,59,12,14,1656,736,64,57,35,98,996,51596,4241,2708,522,398,59466
LGA18350,3,866,755,162,137,16,8,1080,888,201,159,25,5,1287,924,189,184,22,19,1341,792,189,142,26,14,1156,459,125,112,27,3,724,148,89,69,16,3,328,31,36,25,11,3,103,15,24,19,16,0,78,7232,1224,1131,194,93,9872,947,3,6,8,16,973,525,0,24,4,4,561,406,11,31,10,7,466,376,19,44,8,0,448,372,27,84,13,0,491,449,40,133,21,9,649,493,51,97,18,4,668,483,62,99,30,10,686,480,56,119,27,9,685,395,68,116,26,8,617,268,64,116,38,5,488,128,46,77,33,8,292,43,31,42,27,3,149,5369,482,990,267,81,7183,416,33,50,19,8,524,190,15,26,18,49,297,13203,1750,2190,494,238,17876
LGA18400,5,838,650,122,82,8,14,873,599,133,95,3,6,842,545,122,95,14,9,795,517,96,95,16,7,729,270,67,61,7,5,412,59,30,43,13,0,152,12,12,14,3,0,46,3,4,9,3,0,25,5306,851,694,91,81,7026,465,0,3,3,8,479,270,4,12,4,8,297,182,13,21,11,0,224,218,20,42,16,4,303,226,29,49,8,0,309,261,40,63,23,4,378,232,40,54,11,5,353,211,30,55,25,3,327,193,33,46,18,3,294,140,32,38,23,7,235,67,27,33,15,0,149,27,8,15,6,0,59,18,4,10,5,0,40,2506,289,436,164,46,3441,296,32,29,20,10,377,171,11,17,11,20,230,8271,1175,1181,290,159,11076
LGA18450,32,4869,4640,518,401,25,25,5600,4833,504,385,45,39,5808,4833,522,395,48,35,5829,4113,383,324,46,35,4901,1933,242,185,27,11,2406,480,130,99,21,9,739,99,48,29,14,4,199,30,12,16,14,0,76,38403,3256,2687,298,267,44905,3447,6,18,31,27,3521,4016,19,78,20,25,4156,2170,41,125,16,22,2372,2149,64,187,26,15,2451,2264,129,254,36,17,2701,2428,145,344,41,25,2989,2174,131,229,35,21,2592,2252,124,270,46,15,2714,1994,114,236,33,20,2397,1449,128,203,38,23,1834,642,90,147,38,13,939,198,40,61,30,3,328,69,25,31,21,3,146,25246,1054,2190,423,233,29144,2474,94,118,22,46,2761,973,64,67,60,172,1336,67103,4461,5059,806,711,78143
LGA18500,12,1308,854,267,117,21,6,1262,708,297,154,21,10,1197,685,274,165,19,10,1147,574,219,139,11,8,954,381,157,119,12,5,670,145,117,64,11,6,339,49,58,27,5,3,139,19,40,16,3,0,84,8402,1872,1110,130,86,11596,442,0,11,4,4,467,1109,4,34,14,8,1167,765,18,54,3,4,840,537,39,94,14,3,689,441,69,101,17,5,633,390,69,119,26,12,611,337,106,126,31,5,604,314,89,116,30,0,549,281,99,100,31,3,513,293,108,111,21,4,547,237,102,119,40,3,512,119,64,72,35,7,294,51,74,49,48,7,215,5298,842,1120,315,59,7628,344,44,57,21,9,480,251,43,37,21,44,393,14294,2794,2323,488,197,20092
LGA18710,0,182,148,33,35,5,3,228,156,35,40,6,0,236,155,39,42,3,3,244,135,28,35,16,3,226,72,20,37,18,0,153,31,15,14,12,4,76,4,0,13,12,0,32,3,0,10,13,0,28,1301,230,291,99,22,1944,111,0,3,0,0,112,114,0,9,0,0,124,67,0,11,3,0,83,67,11,6,3,0,83,69,11,15,9,0,104,76,6,26,3,3,117,76,7,22,3,0,110,86,15,19,7,3,128,70,5,31,9,0,119,67,15,27,17,0,123,44,10,26,18,0,96,11,5,16,17,0,46,8,0,7,16,0,27,859,81,208,98,9,1267,94,6,23,13,0,132,50,0,12,9,12,77,2305,324,530,210,51,3423
LGA19090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19399,0,62,37,5,4,6,0,54,31,8,13,6,0,57,29,12,15,11,0,61,35,12,15,7,0,71,28,4,18,3,0,50,19,8,10,3,0,39,0,3,10,0,0,11,0,0,3,0,0,3,343,57,123,46,11,580,7,0,0,0,0,7,16,0,0,0,0,20,13,0,0,0,0,14,6,0,0,4,0,12,14,0,0,0,0,20,15,6,3,0,0,17,15,0,0,0,0,16,11,3,3,0,0,21,14,0,3,3,0,15,14,7,4,0,0,18,8,0,0,3,0,13,4,0,0,3,0,8,0,3,3,0,0,7,133,22,17,13,3,193,29,0,14,5,0,45,17,0,3,8,3,26,526,79,159,72,13,846
LGA19499,120,9330,4594,2075,2965,76,134,9849,4486,1921,2917,98,153,9568,4043,1766,3152,73,117,9145,3265,1321,2461,65,100,7214,1793,745,1500,49,73,4163,620,292,535,26,25,1500,130,70,132,20,16,359,36,18,41,17,8,130,46143,12648,21184,565,1084,81622,2297,16,244,56,38,2651,3771,75,795,61,60,4758,2809,174,1096,49,59,4190,2370,308,1479,77,67,4304,2097,394,1777,103,66,4434,2468,477,2161,110,86,5301,2606,484,2355,96,82,5621,2761,517,2567,98,100,6046,2776,491,2500,99,99,5968,2062,419,2091,97,77,4742,1031,259,1064,91,42,2495,452,89,364,45,26,971,138,48,158,42,11,389,27646,3744,18651,1019,817,51876,3615,481,1487,254,234,6077,2240,313,637,156,448,3790,79641,17188,41955,1991,2587,143362
LGA19799,0,3,6,3,0,0,0,10,3,0,0,0,0,3,7,0,4,0,0,5,0,0,0,0,0,3,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,4,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,11,0,0,18,8,0,0,0,0,9,0,0,0,0,0,0,65,7,16,0,3,90
LGA19898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,190,197,39,44,10,4,301,213,60,56,11,6,345,249,45,50,16,10,371,226,51,56,19,3,349,132,39,36,14,3,219,32,19,24,13,0,92,0,3,15,6,0,22,0,3,6,13,0,23,1684,312,342,104,33,2475,221,0,0,3,6,227,105,0,3,4,0,108,78,3,3,0,0,83,74,3,15,8,0,100,94,11,13,13,0,124,150,8,21,10,3,194,150,10,21,6,3,192,156,20,16,10,3,200,164,22,35,10,9,234,128,7,29,16,0,184,62,8,25,12,0,106,15,9,13,6,0,45,7,3,3,11,0,26,1401,93,204,104,26,1827,132,14,30,15,8,203,61,5,11,13,20,106,3276,436,589,233,88,4617
LGA20260,6,303,245,20,21,5,3,307,313,35,27,18,4,393,297,40,32,7,5,377,222,38,40,23,0,319,173,21,33,22,0,249,38,16,26,19,3,95,3,11,8,6,0,24,7,13,13,9,0,36,2261,228,261,135,30,2911,183,0,0,0,4,188,132,0,6,3,3,144,111,0,0,3,0,114,96,4,6,0,3,109,103,5,9,0,0,120,109,7,13,7,0,128,144,6,13,3,3,174,130,4,17,3,0,154,141,7,26,3,0,180,110,13,16,19,5,158,59,10,20,8,0,100,24,3,4,14,0,38,10,3,4,9,0,33,1347,60,133,73,19,1635,187,9,18,7,3,221,57,4,4,14,10,96,3852,308,412,232,61,4865
LGA20570,10,2694,2504,292,170,25,24,3012,2606,315,175,39,23,3149,2583,331,215,33,24,3189,2189,282,184,29,27,2704,1232,146,113,31,19,1540,295,64,67,18,8,449,39,29,14,12,9,98,25,15,9,6,0,58,21593,1946,1359,239,200,25343,2141,4,5,14,22,2192,2185,10,31,10,13,2257,1306,20,55,11,9,1406,1288,42,80,22,4,1435,1390,48,113,32,10,1591,1465,67,132,21,14,1700,1402,78,99,24,8,1612,1360,61,115,33,14,1581,1273,76,122,30,15,1513,946,81,139,33,16,1223,463,64,78,46,7,655,137,25,34,17,7,223,48,17,23,19,5,111,15408,591,1032,317,152,17496,1625,65,56,30,46,1824,598,41,46,38,108,830,39214,2649,2497,619,510,45492
LGA20660,19,2293,1886,323,190,12,10,2421,2072,347,202,28,26,2668,1929,347,186,31,26,2517,1741,284,182,21,3,2230,1085,202,110,11,14,1427,320,100,53,12,8,488,49,43,20,6,3,129,17,13,8,7,0,41,17784,2202,1323,167,154,21635,1782,3,8,10,7,1818,1956,16,50,14,10,2044,1124,24,75,14,6,1243,1095,42,114,17,8,1272,1179,99,171,36,19,1500,1415,92,201,27,18,1755,1469,110,176,30,11,1797,1306,118,141,30,6,1609,1246,104,150,34,12,1550,958,102,150,30,20,1253,449,89,125,34,9,709,126,50,62,27,5,275,59,33,33,8,0,131,14162,884,1465,304,132,16948,1319,49,78,13,28,1484,507,41,41,24,73,696,33779,3173,2913,511,383,40759
LGA20740,4,469,393,72,106,11,6,596,449,96,113,16,17,687,378,81,101,25,6,593,400,75,95,20,4,588,200,52,69,19,6,346,60,32,35,11,0,139,5,11,27,16,3,57,10,5,12,9,0,39,3357,530,710,149,70,4812,467,3,3,3,13,489,313,3,10,3,4,336,240,3,21,7,0,268,293,18,35,4,3,348,257,20,42,13,4,336,334,15,42,13,6,407,347,24,59,9,0,442,376,29,61,11,3,485,414,32,55,19,3,524,314,34,72,24,10,457,115,23,75,17,3,229,60,14,28,12,3,105,21,13,23,14,0,76,3562,230,516,150,60,4511,425,40,71,16,17,574,112,10,22,17,38,199,7455,813,1320,337,181,10097
LGA20830,10,874,739,112,104,24,13,995,793,129,130,24,14,1085,732,130,134,24,19,1042,616,120,144,31,9,918,341,97,109,28,7,587,99,44,75,25,7,251,22,27,51,14,7,116,11,10,40,13,0,73,6716,904,1041,218,110,8992,820,4,3,9,12,856,658,5,6,7,6,685,401,6,31,7,3,443,427,27,43,12,3,511,439,37,68,15,5,557,454,24,55,23,5,560,486,39,81,22,9,643,468,36,56,30,9,603,425,28,82,20,5,565,342,34,91,26,4,500,139,35,62,34,5,273,57,17,38,23,5,141,41,12,35,20,3,108,5157,297,651,259,78,6443,501,27,39,22,11,599,231,20,29,23,44,354,12611,1259,1765,518,244,16390
LGA20910,11,1607,1160,353,193,25,17,1741,1255,440,212,33,17,1955,1288,441,221,27,13,1992,923,382,214,28,10,1560,550,236,121,21,7,939,192,124,65,8,0,397,38,34,25,8,0,104,5,22,10,9,0,44,11130,2489,1480,187,99,15396,1240,7,20,12,10,1280,1678,11,49,7,11,1755,815,16,44,6,0,885,639,38,88,17,6,787,673,74,162,36,4,950,838,152,194,34,11,1228,951,161,218,46,15,1392,831,136,215,31,3,1215,718,150,192,28,5,1102,536,170,173,47,6,938,399,145,147,36,9,740,133,91,75,40,8,344,58,46,44,35,5,185,9514,1199,1621,378,89,12799,647,74,68,23,14,824,334,48,55,18,67,520,21623,3810,3220,613,270,29534
LGA21010,6,228,211,24,25,4,0,268,263,41,38,11,4,350,287,48,42,6,5,388,267,40,43,15,0,364,150,33,47,9,3,240,42,17,45,10,3,121,7,5,11,12,0,33,6,5,10,6,0,25,2062,252,320,82,32,2746,211,0,0,4,7,217,135,5,8,0,0,146,82,3,8,6,3,100,90,3,8,3,0,103,125,7,6,3,0,142,147,6,7,3,3,172,159,3,16,0,4,186,161,9,20,4,0,192,178,11,26,12,6,232,150,17,28,17,3,208,63,10,28,10,3,116,18,3,18,11,0,42,7,0,12,10,0,37,1526,76,185,81,29,1895,190,10,27,12,9,241,60,4,9,11,16,99,3834,347,539,186,80,4981
LGA21110,20,4989,3941,704,258,59,17,4980,3770,853,304,71,35,5034,3313,813,346,45,27,4547,2738,651,311,45,33,3775,1603,399,212,31,14,2261,566,220,117,23,4,940,129,100,49,16,4,298,31,41,20,8,3,105,34189,4715,2347,389,222,41851,2426,9,36,18,14,2501,3843,19,103,25,23,4009,2085,35,124,15,14,2275,1777,86,167,33,8,2074,1660,170,224,68,13,2131,1888,250,281,87,16,2527,1928,257,304,92,18,2592,1735,242,289,70,24,2357,1647,247,260,60,9,2224,1335,239,250,63,7,1893,849,245,251,60,15,1420,332,123,130,48,13,642,136,80,90,34,10,354,21643,2001,2509,670,183,27006,1780,136,115,38,16,2088,808,93,97,58,115,1156,58413,6942,5065,1152,528,72106
LGA21180,39,5186,4484,476,244,39,31,5280,4428,551,271,41,52,5343,3927,484,263,41,42,4759,3253,411,200,39,35,3942,1780,247,113,21,23,2192,499,111,58,4,12,679,79,50,12,7,3,151,26,17,11,6,6,58,35874,3327,1833,299,351,41674,2413,10,10,12,21,2468,2750,30,62,32,25,2904,1732,40,91,25,14,1911,1651,87,150,46,21,1957,1620,111,141,42,9,1920,1750,115,169,56,28,2116,1706,111,162,44,30,2045,1524,106,156,38,29,1855,1384,122,159,33,23,1720,947,98,118,37,13,1204,456,84,79,28,18,664,142,26,20,19,3,217,51,16,14,5,6,92,18132,951,1328,419,235,21068,1593,63,72,21,43,1796,1165,77,102,46,168,1561,56772,4422,3325,789,801,66102
LGA21270,0,98,71,23,17,10,4,121,96,25,26,19,0,173,91,47,23,23,4,183,112,45,33,30,3,217,65,30,19,36,3,150,19,8,21,22,3,67,5,3,4,5,0,23,0,0,9,9,0,19,777,218,173,181,21,1365,92,0,0,4,3,99,34,0,0,0,0,39,34,3,3,0,0,40,35,0,10,4,0,46,43,0,7,4,0,56,72,5,8,10,3,90,72,5,9,3,0,86,74,6,3,9,0,97,75,6,11,8,3,101,55,7,11,5,4,78,22,3,12,11,0,54,4,3,5,8,0,22,0,3,4,3,0,20,619,43,82,71,15,831,73,9,15,3,0,105,19,4,3,11,7,44,1488,277,272,264,34,2345
LGA21370,10,731,751,116,140,29,10,1050,823,167,138,39,16,1172,820,171,158,44,14,1204,746,158,154,54,15,1125,413,65,135,39,17,674,111,42,58,35,9,250,20,16,31,19,3,86,11,9,14,19,0,52,6645,880,1038,299,114,8975,651,0,3,22,16,692,362,4,8,10,4,388,286,3,21,4,6,324,320,17,36,12,0,387,347,17,34,10,7,418,429,24,38,17,6,515,430,35,28,15,8,517,454,38,58,24,12,578,444,35,67,26,9,573,372,31,74,21,4,500,169,20,53,23,3,267,49,7,37,24,3,122,25,3,35,29,0,93,4340,237,485,226,78,5372,521,33,52,22,18,644,215,12,32,42,54,349,11723,1169,1599,585,265,15338
LGA21450,13,1386,1069,224,139,17,17,1464,1209,262,153,28,13,1663,978,241,157,32,14,1428,800,220,149,40,12,1222,436,119,100,22,6,687,126,49,51,4,15,246,24,26,29,12,3,96,10,13,26,19,3,68,9855,1593,1167,209,120,12949,1418,3,5,15,13,1457,1070,4,28,8,13,1124,563,22,58,12,9,660,621,62,94,28,3,805,634,62,128,31,9,871,675,86,136,31,11,931,683,75,100,30,7,899,559,65,105,29,9,763,507,71,85,22,7,695,386,67,114,29,8,607,170,45,71,31,7,327,71,20,36,26,0,152,18,15,29,27,3,88,7377,606,1001,316,96,9385,589,47,66,11,15,721,352,37,42,29,62,517,18165,2287,2269,561,291,23576
