LGA_CODE_2016,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA21610,28,3928,3075,538,366,56,29,4066,3310,600,407,49,27,4389,2868,626,375,53,33,3948,2261,488,279,45,23,3098,1330,219,179,37,15,1780,369,114,76,17,14,579,70,37,41,11,0,159,17,17,16,17,5,64,27183,3787,2854,406,246,34481,3494,7,27,29,29,3578,3066,24,94,35,17,3229,1608,55,166,29,20,1874,1780,126,251,55,17,2238,1782,164,358,62,14,2385,1952,179,328,67,32,2558,1918,178,325,81,21,2526,1576,146,207,60,24,2017,1361,160,266,64,10,1860,1024,134,228,56,11,1457,439,91,126,32,12,694,156,30,51,22,10,274,60,12,45,21,7,141,20219,1302,2482,614,221,24836,1624,98,122,38,47,1933,918,95,72,71,157,1315,49942,5292,5530,1128,676,62565
LGA21670,0,175,197,18,25,5,4,246,218,33,26,8,3,282,257,27,23,10,5,316,182,21,40,8,0,249,127,21,26,14,4,188,31,10,17,8,0,59,4,9,6,0,0,10,3,0,3,3,0,11,1664,165,190,60,21,2102,198,0,0,0,3,205,144,0,0,0,0,150,98,0,6,0,3,107,111,4,12,0,0,127,95,7,10,3,3,116,135,0,17,3,0,149,175,3,18,3,0,204,156,9,18,0,0,178,155,3,23,3,0,192,122,4,31,6,3,167,52,5,17,5,5,88,13,3,10,5,0,37,9,3,9,3,0,20,1466,42,168,32,28,1733,140,0,9,7,3,169,57,0,12,10,27,99,3332,212,376,106,75,4102
LGA21750,5,502,417,60,58,15,6,555,467,52,73,11,13,608,445,60,94,29,7,634,401,68,76,17,4,564,217,39,66,16,10,339,65,35,39,25,3,165,15,8,27,16,0,60,8,3,16,12,0,44,3993,418,578,144,56,5192,383,5,0,4,9,405,315,0,11,3,0,324,237,0,11,4,4,258,252,9,17,11,4,290,270,9,28,6,4,322,240,12,27,11,0,293,269,22,32,10,3,333,278,13,40,12,3,345,245,13,45,6,5,325,204,18,51,10,3,283,85,12,51,14,11,173,32,3,24,9,0,81,12,7,22,8,3,46,2833,120,361,112,51,3475,336,18,33,11,10,412,134,7,8,13,26,184,7289,562,984,289,144,9265
LGA21830,4,373,259,55,80,18,3,415,329,68,111,28,6,539,338,58,126,32,10,563,269,52,119,24,4,469,155,46,77,25,3,305,47,22,51,16,3,137,10,14,41,18,0,88,3,3,18,14,0,38,2584,395,763,213,46,3996,291,0,3,5,9,310,214,0,3,5,4,226,139,3,3,0,0,149,135,3,17,9,7,164,127,13,13,3,0,159,184,11,20,8,3,233,173,12,17,7,3,216,182,5,29,9,0,225,176,4,32,12,3,231,133,9,34,12,0,190,70,17,29,19,3,132,18,7,24,6,0,62,11,0,19,7,4,33,1851,88,249,108,33,2331,186,19,38,18,18,283,93,6,10,12,26,154,4718,508,1062,355,126,6758
LGA21890,20,3291,2564,386,276,16,28,3269,2809,439,291,48,32,3625,2523,431,237,28,31,3250,2185,345,206,33,18,2785,1260,178,128,16,22,1605,372,101,49,19,14,560,66,38,21,10,6,143,23,22,15,3,0,67,22985,2660,1937,254,237,28071,1885,8,16,12,16,1927,2783,9,61,13,21,2900,1713,40,117,30,16,1922,1448,59,187,32,13,1742,1375,97,241,35,22,1772,1428,107,258,32,11,1842,1350,115,242,44,14,1765,1226,92,180,23,14,1539,1111,96,167,28,10,1411,839,78,136,21,16,1099,373,58,95,22,14,562,137,32,33,18,3,224,56,13,23,16,0,105,15727,798,1754,338,186,18799,1309,56,75,22,27,1490,786,54,74,29,110,1054,40801,3572,3839,648,558,49419
LGA22110,13,694,627,90,95,17,17,840,782,122,127,10,10,1059,780,120,132,26,19,1077,708,135,174,43,11,1072,426,86,144,55,11,725,111,47,71,46,8,285,23,22,41,25,4,113,4,7,28,37,4,83,6010,762,1014,281,118,8180,625,0,0,7,10,648,368,0,9,6,9,384,346,9,31,3,0,383,382,19,47,7,4,463,445,13,48,9,3,515,453,25,57,10,5,545,541,24,50,13,3,631,554,18,67,22,13,674,613,36,85,22,7,771,475,53,99,35,10,665,226,38,84,42,5,402,71,9,42,30,3,158,28,10,40,22,5,104,5140,244,657,225,84,6348,630,34,68,37,35,800,191,18,38,35,69,349,11970,1058,1778,583,300,15681
LGA22170,7,2502,2027,372,220,28,19,2669,2208,462,251,35,23,2974,2045,413,217,27,21,2732,1649,360,189,25,31,2254,949,215,129,22,19,1343,252,113,60,12,5,443,46,34,19,9,6,103,17,22,15,0,0,53,18373,2599,1651,216,170,23013,1937,5,11,13,14,1981,1659,8,38,15,14,1741,954,21,63,22,11,1072,1105,56,133,37,9,1335,1158,73,144,34,9,1426,1230,106,161,44,15,1558,1249,111,177,39,15,1587,1162,104,178,36,5,1492,1037,109,164,32,12,1365,786,114,172,41,14,1123,402,83,113,36,8,649,108,52,38,15,12,222,57,18,20,14,0,103,12849,870,1417,378,136,15648,1105,59,101,27,20,1309,527,41,54,29,93,738,32857,3568,3222,653,415,40714
LGA22250,0,214,181,36,30,11,0,262,194,54,41,10,7,306,175,55,48,17,3,295,176,32,65,18,7,299,109,34,39,11,4,197,38,19,20,13,4,98,4,7,9,10,0,30,3,3,8,3,3,25,1573,305,327,97,34,2339,157,0,0,8,0,166,95,0,0,3,0,106,76,0,3,0,0,77,97,5,6,9,0,118,85,6,12,6,0,114,86,4,12,0,4,107,116,15,8,4,0,147,141,12,13,7,0,170,110,8,23,0,3,147,115,9,15,10,7,162,58,10,15,11,3,101,20,3,14,9,0,49,6,3,7,18,3,34,1164,75,140,87,22,1483,117,23,17,4,12,167,72,8,17,9,11,112,2924,406,496,209,78,4106
LGA22310,12,2212,1697,391,252,28,17,2382,1672,434,265,37,17,2432,1561,409,242,32,8,2258,1285,333,241,31,11,1901,796,223,166,16,15,1220,278,134,79,4,10,500,60,46,37,0,5,149,16,29,15,0,0,68,14986,2646,1830,206,129,19798,1411,3,15,10,9,1450,2161,21,52,10,3,2254,1297,25,94,15,7,1444,1137,71,170,28,9,1415,1020,108,209,46,13,1398,1146,143,225,48,7,1573,1137,152,280,44,9,1624,1000,127,234,35,7,1406,936,125,200,39,12,1314,789,133,213,37,8,1187,444,132,166,47,8,800,183,67,76,21,3,354,95,30,35,22,4,191,12764,1135,1976,418,114,16403,911,71,85,16,9,1095,484,47,56,22,67,680,29146,3900,3953,662,315,37975
LGA22410,5,376,349,33,36,11,9,437,413,63,62,12,3,547,467,54,80,21,9,627,345,45,95,29,3,518,198,30,92,23,7,351,55,23,42,25,5,152,10,3,28,16,3,59,0,9,25,14,3,50,3122,313,539,179,48,4196,333,0,0,9,4,344,240,0,4,0,3,250,153,0,14,5,0,167,153,3,16,3,3,172,180,9,15,3,0,210,210,19,19,5,0,258,206,4,29,11,4,247,246,15,25,5,3,293,208,10,34,10,3,265,161,5,30,16,3,215,86,15,29,11,4,144,31,3,22,14,0,62,9,9,11,15,0,45,2198,93,245,108,33,2675,259,16,32,7,5,321,112,4,18,28,24,182,5692,422,830,318,108,7374
LGA22490,3,195,137,39,33,11,0,221,127,49,28,18,3,229,117,39,35,16,8,209,98,37,40,10,3,182,68,22,44,3,3,138,21,19,33,12,0,86,0,11,9,12,0,34,0,3,12,5,0,17,1182,279,306,100,25,1892,94,3,0,8,3,103,102,0,3,0,0,108,69,4,7,0,3,81,75,12,10,4,0,98,74,16,18,12,0,118,96,15,22,13,0,140,106,15,35,6,4,163,84,13,21,6,0,128,64,11,22,11,3,110,76,7,30,9,0,122,28,10,16,17,3,76,7,7,22,3,0,38,3,0,9,8,0,25,883,118,206,94,14,1315,90,7,17,10,7,131,54,4,7,8,8,87,2213,406,536,218,57,3421
LGA22620,25,2591,2438,273,179,18,16,2928,2517,335,190,30,36,3109,2533,307,243,37,27,3153,2091,245,234,36,23,2625,1184,179,142,35,20,1550,261,93,75,25,4,456,42,22,27,21,0,110,33,15,10,19,0,80,21357,1927,1549,267,203,25312,2160,9,3,13,30,2218,2009,6,24,11,19,2068,1122,18,60,13,13,1226,1278,46,97,25,10,1455,1253,71,120,33,14,1481,1355,57,122,22,8,1567,1350,78,118,33,19,1597,1305,58,121,16,13,1515,1390,61,146,34,17,1649,1031,75,147,32,14,1295,412,65,102,45,7,636,121,27,52,27,3,228,53,14,29,21,3,129,14837,590,1139,332,169,17064,1688,71,71,29,41,1894,544,41,53,43,87,773,38424,2627,2807,677,500,45035
LGA22670,43,7887,7645,644,314,38,75,8718,7864,770,344,52,50,9086,7684,735,348,48,47,8867,6075,576,291,26,52,7026,3503,358,207,31,23,4118,1064,209,81,17,18,1383,189,81,18,6,8,305,55,27,6,5,0,97,60527,4539,2340,332,468,68205,2121,5,6,21,17,2177,3065,25,51,46,15,3209,1976,57,99,30,25,2183,2044,102,139,28,27,2339,2158,113,143,41,16,2475,2297,125,184,52,24,2687,2239,140,167,55,15,2610,1920,125,163,49,25,2273,1724,104,140,38,24,2028,1403,159,136,40,18,1753,713,115,69,28,19,943,257,54,37,16,8,376,80,19,23,15,7,145,22013,1141,1355,456,238,25200,2240,104,57,49,49,2501,1500,113,107,65,233,2006,86281,5892,3850,900,986,97913
LGA22750,38,5886,5411,637,377,58,37,6525,5470,654,427,66,40,6656,5341,631,376,66,51,6465,4342,563,398,53,40,5399,2372,340,244,49,32,3045,568,177,126,28,6,904,113,51,36,12,3,222,44,35,18,9,4,110,45335,4185,3058,440,364,53379,4451,0,19,20,30,4523,4525,13,66,25,29,4663,2422,41,162,22,13,2658,2514,91,236,67,21,2926,2778,140,303,63,24,3306,3170,170,321,71,29,3758,2990,177,296,63,38,3563,2841,151,285,49,29,3352,2794,167,306,76,23,3367,2147,193,317,78,18,2751,926,156,220,56,20,1367,304,69,90,41,3,507,110,41,55,35,12,248,31970,1411,2663,657,277,36981,3165,156,154,70,63,3603,1216,87,100,63,201,1668,81684,5835,5975,1230,911,95635
LGA22830,9,1659,1550,200,133,30,17,1928,1665,251,158,27,26,2133,1605,249,167,38,18,2070,1327,234,166,31,15,1775,806,134,112,35,21,1116,233,66,63,31,10,408,40,19,24,19,0,106,28,24,24,16,0,86,13690,1503,1145,285,144,16764,1107,3,8,15,10,1149,811,8,11,13,7,842,626,5,33,13,4,691,670,33,60,16,9,793,736,38,50,18,4,852,788,58,64,24,10,939,746,47,66,18,10,885,747,47,67,15,6,882,697,58,57,32,11,852,598,69,66,21,10,761,279,30,67,31,7,418,78,25,26,14,0,145,40,15,24,11,3,98,7930,429,587,257,103,9306,1014,50,60,30,30,1192,410,37,40,45,79,605,23044,2019,1839,617,352,27867
LGA22910,0,187,174,33,49,12,3,276,153,45,45,6,7,258,187,32,50,12,4,291,164,49,64,10,4,294,81,34,48,13,0,177,26,15,30,9,3,86,3,11,18,11,0,41,3,4,5,8,3,18,1412,270,387,93,29,2194,151,0,3,3,3,157,166,0,6,3,3,172,114,0,6,3,3,125,95,6,14,4,0,115,135,13,16,5,3,175,152,17,44,4,0,221,183,9,45,7,5,240,197,17,46,9,0,257,172,14,43,12,10,251,151,20,47,25,7,245,46,21,38,23,3,126,5,3,11,13,3,44,10,3,10,11,0,31,1571,112,334,115,35,2170,163,25,22,11,6,228,62,7,13,11,13,93,3202,410,759,227,82,4688
LGA22980,0,108,89,17,22,8,3,133,104,26,27,5,0,163,90,22,34,19,3,166,109,16,35,26,0,184,62,8,20,18,0,114,6,7,12,17,0,45,3,5,9,11,0,32,4,3,10,6,0,16,846,120,213,123,11,1314,54,0,0,4,0,59,49,0,0,0,0,51,27,0,0,0,0,35,50,0,3,3,0,56,32,0,4,0,0,42,48,5,3,0,0,57,58,12,5,5,0,74,61,10,16,4,0,87,80,5,13,9,3,106,63,3,9,11,3,84,18,0,12,4,0,29,5,3,11,7,0,27,4,0,6,8,0,19,553,34,85,54,3,725,59,6,17,7,0,88,15,0,10,15,12,50,1470,162,320,189,26,2171
LGA23110,19,2840,2516,265,146,20,15,2956,2669,298,159,20,23,3165,2518,281,142,25,19,2988,2068,202,132,25,16,2442,1229,127,82,11,17,1470,314,54,37,5,3,417,54,23,3,3,0,84,11,11,4,0,0,29,20205,1736,1078,152,164,23331,1088,4,11,5,10,1120,1191,9,42,8,3,1255,776,13,60,10,14,875,757,54,90,19,7,929,649,61,120,22,10,861,819,70,137,22,6,1055,781,82,148,23,10,1043,694,89,117,26,14,948,639,60,116,20,12,853,496,54,86,13,6,659,219,42,46,15,8,323,95,21,27,12,4,156,35,3,13,5,3,57,8231,566,1017,218,104,10144,871,43,50,7,16,990,547,40,38,24,80,729,29856,2387,2186,411,365,35197
LGA23190,3,457,397,65,58,10,4,533,414,83,47,21,4,576,500,84,50,22,10,657,435,74,59,38,3,607,241,47,45,13,0,348,69,20,24,4,5,118,13,4,10,12,0,36,3,6,9,4,0,27,4054,479,390,146,49,5114,423,0,4,9,5,436,244,6,3,0,0,248,195,0,13,0,0,211,250,3,23,0,3,281,225,7,16,6,5,263,284,12,32,8,3,343,286,10,31,3,0,333,269,15,21,5,3,312,289,22,24,17,7,352,199,18,22,11,3,253,95,3,27,18,0,152,30,11,15,8,0,63,10,7,16,17,0,45,2797,111,250,109,26,3299,333,13,20,15,10,392,134,7,15,8,17,185,7319,608,678,282,104,8991
LGA23270,53,7202,6437,621,288,45,63,7456,6639,692,325,44,59,7762,6147,650,278,47,62,7180,4766,497,204,27,46,5551,2634,300,133,31,25,3127,670,142,48,16,20,888,126,45,15,9,3,197,53,22,6,5,0,88,51997,4229,2268,323,499,59309,2700,15,11,26,26,2782,3416,36,71,21,36,3570,2246,53,141,21,15,2477,2171,119,196,41,22,2554,2120,135,204,41,27,2523,2285,150,216,60,23,2738,2188,148,225,57,27,2647,1958,146,193,57,24,2376,1652,134,127,37,23,1983,1121,127,138,37,11,1435,521,70,79,33,17,719,150,35,34,11,0,234,48,18,18,14,3,103,22589,1198,1651,462,246,26145,2467,111,61,39,64,2744,1434,116,142,66,261,2018,78483,5655,4120,884,1068,90209
LGA23350,0,228,218,41,41,3,0,311,259,38,46,7,5,364,265,46,53,14,9,383,241,47,47,14,3,350,176,25,51,20,3,269,39,22,29,16,3,108,5,6,21,14,3,48,0,7,8,14,3,33,1858,282,380,111,32,2664,201,0,0,4,0,207,97,0,0,0,3,109,72,4,6,3,0,84,85,6,11,0,0,105,96,4,12,3,0,112,117,7,26,7,0,159,137,11,26,16,0,195,151,13,26,7,3,204,147,15,35,12,8,210,141,14,31,13,0,207,57,15,26,20,0,120,15,5,21,7,0,54,6,4,11,13,0,36,1335,96,243,101,25,1800,161,13,29,21,6,231,48,6,8,17,15,94,3404,399,658,249,83,4795
LGA23430,40,5288,4670,627,316,44,34,5692,4957,791,355,56,43,6198,4467,758,336,56,43,5669,3619,625,254,43,40,4583,2099,428,200,26,18,2773,703,208,88,16,12,1031,107,89,32,11,7,248,37,45,11,4,0,97,38499,4651,2289,347,318,46107,3041,5,9,18,14,3084,3465,19,68,18,27,3591,1652,28,103,18,17,1824,1456,83,193,41,16,1792,1529,140,237,52,9,1968,1705,154,261,66,7,2193,1750,184,262,60,16,2268,1577,168,220,50,10,2022,1484,132,213,51,12,1889,1199,181,182,32,20,1614,683,144,151,55,15,1039,262,75,61,29,10,440,91,46,49,28,5,220,19893,1352,2003,519,175,23950,1623,107,92,27,33,1887,939,78,79,41,136,1267,60957,6192,4462,940,663,73211
LGA23670,29,4608,4199,476,220,41,30,4964,4433,604,303,50,28,5417,4160,631,282,48,33,5149,3299,552,287,48,26,4209,1965,325,171,30,17,2505,583,157,86,15,10,844,89,66,22,14,3,199,28,29,5,9,0,72,34750,3638,2026,317,255,40993,3035,11,15,19,21,3105,3009,15,57,18,23,3126,1461,30,103,20,10,1624,1366,57,139,27,18,1616,1483,105,207,52,11,1856,1683,138,218,39,21,2098,1815,161,218,51,18,2253,1635,144,185,28,12,2006,1557,155,172,38,8,1925,1233,152,181,42,21,1625,620,121,132,34,11,918,190,59,54,21,7,328,91,27,37,20,0,182,19188,1163,1722,416,175,22663,1719,92,87,36,42,1979,896,45,66,57,139,1203,56559,4941,3900,831,610,66838
LGA23810,11,1600,1565,151,103,16,17,1850,1636,168,107,17,20,1942,1732,150,124,22,13,2042,1527,157,97,14,24,1821,841,93,94,10,9,1053,208,66,43,15,3,345,34,10,18,9,4,72,13,10,13,3,0,39,13994,1051,856,130,120,16147,1214,7,5,4,13,1242,1005,3,7,5,11,1039,691,11,36,5,4,752,812,22,35,10,3,888,828,19,67,13,7,934,842,31,67,14,8,952,892,31,54,17,8,996,869,30,44,12,6,957,820,28,59,12,13,933,588,40,79,24,8,741,283,29,54,19,3,388,97,9,30,11,5,154,43,4,33,12,3,98,8978,271,562,167,96,10080,1134,37,41,25,23,1256,420,18,18,23,80,562,24533,1375,1477,345,317,28046
LGA23940,3,140,94,15,28,11,0,149,120,17,48,16,4,211,107,23,45,14,4,190,109,27,73,30,3,238,69,25,53,27,3,179,22,16,27,21,3,88,3,12,21,18,6,52,0,4,15,9,0,34,879,167,375,162,32,1611,72,0,0,3,0,73,49,0,0,0,0,48,27,0,0,3,3,34,27,0,3,6,0,36,47,0,10,3,0,67,62,7,13,5,0,82,74,5,14,6,0,92,67,6,12,4,3,97,73,9,17,12,0,103,54,5,10,6,0,78,21,4,11,18,3,58,4,4,6,13,0,33,3,9,12,7,0,32,588,48,102,85,11,839,70,17,14,12,3,110,38,5,6,17,12,79,1570,235,495,277,57,2643
LGA24130,0,600,486,122,101,17,11,735,576,171,99,15,9,871,563,160,86,19,3,831,472,110,110,24,7,720,257,81,69,27,8,443,74,59,46,20,0,193,23,15,18,15,0,72,3,9,17,3,0,25,4645,896,732,158,59,6493,761,0,8,10,13,791,566,0,9,4,10,591,269,3,25,0,7,305,287,21,44,13,3,366,342,28,56,17,3,444,431,45,99,18,0,599,497,67,82,17,12,679,454,46,78,18,9,609,381,41,94,21,10,549,292,38,82,15,12,438,147,36,78,34,6,303,42,30,52,28,3,150,16,12,19,18,0,67,4503,373,722,219,79,5885,388,25,54,18,14,499,181,20,26,14,30,265,9714,1312,1532,415,180,13147
LGA24210,7,1451,1146,292,135,13,6,1593,1214,342,168,15,10,1747,1167,325,166,27,13,1697,957,269,136,15,10,1386,533,184,85,16,7,832,181,90,43,16,3,328,52,40,13,7,4,114,12,25,9,3,0,53,10756,2048,1114,170,88,14180,1749,9,9,13,15,1790,2209,16,50,12,16,2300,936,21,57,23,5,1043,770,55,86,32,8,944,665,72,124,36,5,914,847,117,118,46,8,1132,912,136,170,43,7,1263,897,138,179,55,7,1278,750,128,157,44,8,1093,632,93,141,29,4,898,343,97,117,31,3,594,127,77,62,17,7,288,64,45,58,20,7,192,10907,1002,1328,416,88,13736,736,57,54,18,11,874,354,45,48,30,62,535,22752,3147,2545,632,252,29330
LGA24250,0,159,115,24,24,6,7,179,115,36,44,4,5,205,132,45,36,4,0,222,132,40,44,15,7,234,84,22,37,15,0,151,20,12,18,14,0,71,3,5,3,6,0,25,3,6,3,13,0,25,1136,233,249,87,23,1728,136,0,0,3,0,144,48,0,0,3,0,55,39,0,3,0,0,49,75,0,10,3,0,82,76,7,13,13,0,104,84,10,19,3,3,123,100,10,25,8,0,129,105,7,13,8,0,130,121,7,19,15,0,162,97,7,32,8,3,150,58,5,17,19,0,100,18,6,11,12,0,45,0,3,11,9,0,24,953,56,174,94,11,1295,84,11,16,7,0,121,39,7,8,9,5,67,2210,315,453,191,40,3214
LGA24330,13,2586,2150,277,173,20,24,2653,2138,265,178,27,14,2626,1985,274,150,33,17,2460,1667,199,115,16,12,2011,997,110,84,14,3,1206,299,57,46,4,12,412,76,29,15,4,0,126,10,5,3,7,0,26,18332,1753,1230,165,150,21620,1473,3,6,9,8,1498,2452,3,41,15,22,2529,1385,25,77,5,12,1502,1065,40,113,19,20,1255,1096,63,134,29,15,1338,1113,72,132,20,11,1340,1061,69,120,16,10,1276,876,44,112,14,10,1064,861,47,100,19,9,1033,631,39,63,18,5,748,285,28,28,7,9,359,76,7,15,8,6,113,41,5,5,8,0,58,12410,451,941,180,135,14120,1005,44,50,17,31,1136,594,32,43,29,82,783,32341,2283,2257,395,390,37665
LGA24410,12,2656,2396,342,177,28,19,2963,2484,377,214,29,21,3122,2414,417,246,37,28,3142,2020,344,204,23,14,2604,1085,211,107,17,10,1432,340,123,45,7,0,518,75,47,17,9,3,150,20,20,3,0,0,41,20472,2471,1479,213,148,24782,2045,3,8,14,15,2086,2096,9,44,13,13,2175,1022,21,62,17,6,1123,1001,47,120,22,4,1199,1059,77,129,32,4,1303,1238,92,147,30,10,1521,1258,109,129,37,8,1545,1173,101,147,35,16,1467,1048,82,126,21,15,1296,904,125,145,23,8,1203,423,92,106,28,11,657,165,44,52,13,3,279,57,17,34,15,3,119,13482,809,1248,302,108,15964,1103,49,78,17,18,1264,565,43,32,33,89,773,35626,3383,2836,561,368,42780
LGA24600,166,47605,37107,1812,971,82,157,40134,32229,1845,1070,89,149,35384,25802,1659,916,79,124,28575,19119,1232,767,78,124,21322,10044,765,472,45,67,11394,3047,450,288,26,35,3851,584,182,115,14,7,905,224,63,81,15,6,394,293973,11422,6845,635,1325,314205,6155,19,48,35,48,6310,17184,74,186,56,105,17600,12905,139,318,84,77,13523,11093,227,374,75,77,11846,10814,266,379,80,54,11589,9311,314,399,68,46,10137,7374,303,391,64,44,8181,5778,279,305,73,48,6481,4954,244,303,50,38,5594,3980,296,339,58,38,4706,2315,248,294,53,20,2934,866,131,150,41,23,1215,348,60,98,38,19,567,93087,2600,3578,777,630,100677,13992,220,254,61,223,14745,5714,285,283,217,766,7263,406769,14529,10960,1694,2934,436884
LGA24650,10,1817,1322,278,173,21,12,1796,1303,208,134,17,12,1684,1145,187,121,27,11,1501,872,116,99,12,9,1108,521,65,52,13,15,660,123,25,33,3,0,192,22,11,3,7,0,45,6,3,7,0,0,20,11439,1439,1039,137,125,14173,1428,3,7,13,18,1465,1093,11,27,14,8,1160,624,25,61,11,9,725,724,49,100,31,14,916,730,86,138,44,10,1001,755,79,130,33,9,1009,665,65,120,30,12,895,588,55,53,30,5,736,460,63,62,16,3,604,398,31,68,18,9,524,172,26,44,14,9,259,47,14,13,13,0,81,25,3,14,3,0,36,7691,509,839,265,101,9410,665,35,55,14,29,800,376,28,36,33,53,525,20170,2020,1966,447,300,24909
LGA24780,8,1169,1014,182,111,28,20,1355,1139,182,119,44,18,1507,1036,154,146,57,10,1410,911,163,149,65,11,1304,543,115,109,53,24,844,155,62,69,25,6,311,26,27,28,17,3,95,13,17,15,8,0,57,9187,1102,1014,341,136,11789,794,0,5,13,12,819,578,7,7,7,11,608,458,7,30,13,3,510,457,22,47,14,3,541,485,18,57,21,5,583,489,29,52,17,4,589,496,31,52,23,9,611,436,36,44,25,15,560,466,24,53,36,10,594,381,23,58,25,7,491,189,32,42,31,3,295,59,19,28,15,3,121,22,3,23,22,3,65,5308,256,491,251,74,6386,601,30,40,30,17,716,284,25,25,47,54,432,15381,1412,1569,671,285,19322
