LGA_CODE_2016,IE_AgFF_OMOE_Nil_em,IE_AgFF_OMOE_1_19_em,IE_AgFF_OMOE_20more_em,IE_AgFF_OMOE_NE_NS,IE_AgFF_Tot,IE_Min_OMOE_Nil_em,IE_Min_OMOE_1_19_em,IE_Min_OMOE_20more_em,IE_Min_OMOE_NE_NS,IE_Min_Tot,IE_Mnf_OMOE_Nil_em,IE_Mnf_OMOE_1_19_em,IE_Mnf_OMOE_20more_em,IE_Mnf_OMOE_NE_NS,IE_Mnf_Tot,IE_EGWWS_OMOE_Nil_em,IE_EGWWS_OMOE_1_19_em,IE_EGWWS_OMOE_20more_em,IE_EGWWS_OMOE_NE_NS,IE_EGWWS_Tot,IE_Const_OMOE_Nil_em,IE_Const_OMOE_1_19_em,IE_Const_OMOE_20more_em,IE_Const_OMOE_NE_NS,IE_Const_Tot,IE_WST_OMOE_Nil_em,IE_WST_OMOE_1_19_em,IE_WST_OMOE_20more_em,IE_WST_OMOE_NE_NS,IE_WST_Tot,IE_RetT_OMOE_Nil_em,IE_RetT_OMOE_1_19_em,IE_RetT_OMOE_20more_em,IE_RetT_OMOE_NE_NS,IE_RetT_Tot,IE_AcFd_OMOE_Nil_em,IE_AcFd_OMOE_1_19_em,IE_AcFd_OMOE_20more_em,IE_AcFd_OMOE_NE_NS,IE_AcFd_Tot,IE_TPW_OMOE_Nil_em,IE_TPW_OMOE_1_19_em,IE_TPW_OMOE_20more_em,IE_TPW_OMOE_NE_NS,IE_TPW_Tot,IE_IMT_OMOE_Nil_em,IE_IMT_OMOE_1_19_em,IE_IMT_OMOE_20more_em,IE_IMT_OMOE_NE_NS,IE_IMT_Tot,IE_FinIns_OMOE_Nil_em,IE_FinIns_OMOE_1_19_em,IE_FinIns_OMOE_20more_em,IE_FinIns_OMOE_NE_NS,IE_FinIns_Tot,IE_RHRE_OMOE_Nil_em,IE_RHRE_OMOE_1_19_em,IE_RHRE_OMOE_20more_em,IE_RHRE_OMOE_NE_NS,IE_RHRE_Tot,IE_ProSTS_OMOE_Nil_em,IE_ProSTS_OMOE_1_19_em,IE_ProSTS_OMOE_20more_em,IE_ProSTS_OMOE_NE_NS,IE_ProSTS_Tot,IE_AdSup_OMOE_Nil_em,IE_AdSup_OMOE_1_19_em,IE_AdSup_OMOE_20more_em,IE_AdSup_OMOE_NE_NS,IE_AdSup_Tot,IE_PubAS_OMOE_Nil_em,IE_PubAS_OMOE_1_19_em,IE_PubAS_OMOE_20more_em,IE_PubAS_OMOE_NE_NS,IE_PubAS_Tot,IE_EdTrn_OMOE_Nil_em,IE_EdTrn_OMOE_1_19_em,IE_EdTrn_OMOE_20more_em,IE_EdTrn_OMOE_NE_NS,IE_EdTrn_Tot,IE_HC_SA_OMOE_Nil_em,IE_HC_SA_OMOE_1_19_em,IE_HC_SA_OMOE_20more_em,IE_HC_SA_OMOE_NE_NS,IE_HC_SA_Tot,IE_ArtsR_OMOE_Nil_em,IE_ArtsR_OMOE_1_19_em,IE_ArtsR_OMOE_20more_em,IE_ArtsR_OMOE_NE_NS,IE_ArtsR_Tot,IE_OthSvs_OMOE_Nil_em,IE_OthSvs_OMOE_1_19_em,IE_OthSvs_OMOE_20more_em,IE_OthSvs_OMOE_NE_NS,IE_OthSvs_Tot,IE_IDNS_OMOE_Nil_em,IE_IDNS_OMOE_1_19_em,IE_IDNS_OMOE_20more_em,IE_IDNS_OMOE_NE_NS,IE_IDNS_Tot,IE_Tot_OMOE_Nil_em,IE_Tot_OMOE_1_19_em,IE_Tot_OMOE_20more_em,IE_Tot_OMOE_NE_NS,IE_Tot_Tot,UIE_AgFF_OMOE_Nil_em,UIE_AgFF_OMOE_1_19_em,UIE_AgFF_OMOE_20more_em,UIE_AgFF_OMOE_NE_NS,UIE_AgFF_Tot,UIE_Min_OMOE_Nil_em,UIE_Min_OMOE_1_19_em,UIE_Min_OMOE_20more_em,UIE_Min_OMOE_NE_NS,UIE_Min_Tot,UIE_Mnf_OMOE_Nil_em,UIE_Mnf_OMOE_1_19_em,UIE_Mnf_OMOE_20more_em,UIE_Mnf_OMOE_NE_NS,UIE_Mnf_Tot,UIE_EGWWS_OMOE_Nil_em,UIE_EGWWS_OMOE_1_19_em,UIE_EGWWS_OMOE_20more_em,UIE_EGWWS_OMOE_NE_NS,UIE_EGWWS_Tot,UIE_Const_OMOE_Nil_em,UIE_Const_OMOE_1_19_em,UIE_Const_OMOE_20more_em,UIE_Const_OMOE_NE_NS,UIE_Const_Tot,UIE_WST_OMOE_Nil_em,UIE_WST_OMOE_1_19_em,UIE_WST_OMOE_20more_em,UIE_WST_OMOE_NE_NS,UIE_WST_Tot,UIE_RetT_OMOE_Nil_em,UIE_RetT_OMOE_1_19_em,UIE_RetT_OMOE_20more_em,UIE_RetT_OMOE_NE_NS,UIE_RetT_Tot,UIE_AcFd_OMOE_Nil_em,UIE_AcFd_OMOE_1_19_em,UIE_AcFd_OMOE_20more_em,UIE_AcFd_OMOE_NE_NS,UIE_AcFd_Tot,UIE_TPW_OMOE_Nil_em,UIE_TPW_OMOE_1_19_em,UIE_TPW_OMOE_20more_em,UIE_TPW_OMOE_NE_NS,UIE_TPW_Tot,UIE_IMT_OMOE_Nil_em,UIE_IMT_OMOE_1_19_em,UIE_IMT_OMOE_20more_em,UIE_IMT_OMOE_NE_NS,UIE_IMT_Tot,UIE_FinIns_OMOE_Nil_em,UIE_FinIns_OMOE_1_19_em,UIE_FinIns_OMOE_20more_em,UIE_FinIns_OMOE_NE_NS,UIE_FinIns_Tot,UIE_RHRE_OMOE_Nil_em,UIE_RHRE_OMOE_1_19_em,UIE_RHRE_OMOE_20more_em,UIE_RHRE_OMOE_NE_NS,UIE_RHRE_Tot,UIE_ProSTS_OMOE_Nil_em,UIE_ProSTS_OMOE_1_19_em,UIE_ProSTS_OMOE_20more_em,UIE_ProSTS_OMOE_NE_NS,UIE_ProSTS_Tot,UIE_AdSup_OMOE_Nil_em,UIE_AdSup_OMOE_1_19_em,UIE_AdSup_OMOE_20more_em,UIE_AdSup_OMOE_NE_NS,UIE_AdSup_Tot,UIE_PubAS_OMOE_Nil_em,UIE_PubAS_OMOE_1_19_em,UIE_PubAS_OMOE_20more_em,UIE_PubAS_OMOE_NE_NS,UIE_PubAS_Tot,UIE_EdTrn_OMOE_Nil_em,UIE_EdTrn_OMOE_1_19_em,UIE_EdTrn_OMOE_20more_em,UIE_EdTrn_OMOE_NE_NS,UIE_EdTrn_Tot,UIE_HC_SA_OMOE_Nil_em,UIE_HC_SA_OMOE_1_19_em,UIE_HC_SA_OMOE_20more_em,UIE_HC_SA_OMOE_NE_NS,UIE_HC_SA_Tot,UIE_ArtsR_OMOE_Nil_em,UIE_ArtsR_OMOE_1_19_em,UIE_ArtsR_OMOE_20more_em,UIE_ArtsR_OMOE_NE_NS,UIE_ArtsR_Tot,UIE_OthSvs_OMOE_Nil_em,UIE_OthSvs_OMOE_1_19_em,UIE_OthSvs_OMOE_20more_em,UIE_OthSvs_OMOE_NE_NS,UIE_OthSvs_Tot
LGA21010,21,25,0,3,47,0,0,0,0,0,4,12,3,0,24,0,0,0,0,3,11,34,0,0,51,6,7,0,0,9,11,22,6,0,34,3,15,3,0,28,12,17,0,0,25,0,0,0,0,0,3,4,0,0,3,9,3,0,0,10,9,20,0,3,25,7,10,0,0,13,0,0,0,0,0,0,0,0,0,0,5,8,0,0,17,0,4,0,0,4,4,10,0,0,18,11,8,0,0,20,109,202,20,9,347,134,39,0,5,174,0,0,0,0,0,11,4,0,0,19,0,0,0,0,0,59,11,0,4,73,0,0,0,0,0,11,21,0,0,31,6,13,0,3,18,4,4,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,17,11,0,0,27,13,3,0,0,17,0,0,0,0,0,13,4,0,0,17,23,6,0,0,33,3,3,0,0,9,51,20,0,0,63
LGA21110,13,14,0,3,31,9,4,0,0,9,57,87,18,0,164,0,10,5,0,11,320,424,41,4,788,105,92,13,0,221,173,310,68,3,557,66,296,59,4,430,61,45,3,0,106,49,37,7,0,94,247,251,21,3,521,152,169,35,0,359,738,861,127,4,1735,117,127,28,0,275,27,19,3,0,46,82,62,22,0,172,202,380,46,3,630,40,34,6,0,81,86,165,7,3,257,236,205,19,4,458,2784,3592,533,39,6942,23,11,0,0,27,3,0,0,0,3,93,21,0,0,117,0,0,0,0,0,494,97,0,8,602,34,6,0,0,40,151,120,15,0,280,72,113,7,0,186,74,8,0,0,86,83,3,0,0,85,122,21,3,0,147,69,14,3,0,83,832,195,22,4,1051,219,39,6,0,262,19,0,0,0,23,330,38,0,0,370,608,206,8,3,820,187,4,0,0,198,313,82,4,0,397
LGA21180,7,15,6,0,24,0,3,0,0,3,114,301,102,5,514,8,14,7,0,23,314,461,64,15,843,51,171,37,0,259,88,248,36,0,376,30,135,23,3,186,300,206,35,9,547,16,27,3,0,47,42,24,0,0,62,23,52,6,0,83,101,167,11,7,285,67,118,19,0,197,5,8,6,0,16,28,26,5,0,63,79,164,21,3,261,15,20,3,0,36,87,176,4,0,275,112,178,22,8,317,1482,2491,402,42,4422,26,8,0,0,38,0,0,0,0,0,154,45,6,0,206,7,0,0,0,13,430,106,4,10,551,33,15,3,0,57,155,89,8,3,257,86,68,4,8,158,307,42,3,0,351,16,0,0,0,16,35,0,0,0,40,26,3,0,0,30,230,50,0,0,278,157,18,0,0,178,18,0,0,0,24,117,23,3,0,141,281,56,3,0,341,47,11,0,0,56,293,78,0,4,376
LGA21270,70,85,0,3,163,0,0,0,0,0,3,10,0,0,7,0,0,0,0,0,0,15,0,0,16,5,3,0,0,3,3,14,0,0,16,0,14,0,0,11,5,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,13,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,4,3,0,0,9,3,3,0,0,12,96,173,3,7,277,97,39,0,5,142,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12,10,0,0,21,0,3,0,0,5,5,7,0,0,12,17,12,0,0,22,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,8,0,0,0,0,0,5,0,0,0,5,15,0,0,0,16,0,0,0,0,0,18,9,0,0,23
LGA21370,92,153,9,3,254,3,0,0,0,3,10,55,11,0,83,0,0,0,0,0,27,137,6,4,173,4,21,4,0,26,22,87,4,0,116,13,73,18,0,102,23,37,7,3,64,0,0,0,0,0,0,18,0,0,20,0,20,3,0,23,24,41,14,0,80,11,30,0,0,48,4,0,0,0,6,0,6,0,0,9,12,36,8,0,54,0,8,3,0,7,22,44,3,0,72,15,21,3,0,42,279,789,89,12,1169,405,190,0,19,614,0,0,0,0,0,43,17,0,0,64,0,0,0,0,3,136,42,0,0,177,9,3,0,0,14,47,46,0,0,101,28,53,0,0,79,23,11,0,4,40,5,0,0,0,5,3,0,0,0,4,8,5,0,0,7,57,19,4,0,80,41,3,0,0,44,0,0,0,0,4,32,0,0,0,36,68,12,7,3,91,17,7,0,0,25,116,35,0,4,154
LGA21450,55,62,16,3,129,3,3,0,0,3,45,90,10,0,150,7,6,0,0,10,173,343,27,11,545,23,24,7,0,50,44,121,13,3,179,17,76,10,0,100,83,75,3,0,165,13,5,0,0,24,29,38,0,0,68,17,30,9,0,54,130,136,9,3,278,48,61,0,3,113,6,4,4,0,13,19,9,5,0,36,41,53,3,0,93,7,10,3,0,17,55,90,0,0,142,50,60,4,3,119,847,1280,127,27,2287,188,73,3,10,273,3,0,0,0,3,71,13,0,0,89,4,3,0,0,6,311,111,0,11,425,20,4,0,0,27,87,43,3,0,138,46,43,0,0,95,81,14,0,0,93,13,0,0,0,15,15,0,0,0,17,10,4,0,0,16,194,31,5,0,226,129,22,0,0,152,13,0,0,0,13,72,13,0,0,83,149,27,0,0,174,35,11,0,0,46,191,55,0,7,250
LGA21610,32,83,32,7,156,0,4,0,0,5,77,220,40,3,339,5,12,0,0,20,376,686,49,9,1119,36,115,21,0,168,98,240,39,0,384,32,140,36,4,215,250,189,14,3,454,50,28,3,0,84,74,50,0,0,131,61,82,13,0,154,261,283,10,0,556,123,128,22,6,275,14,21,9,0,39,40,44,7,0,90,136,208,36,5,384,26,47,4,0,79,93,210,8,0,315,143,177,15,8,333,1917,2968,354,54,5292,103,52,4,0,162,3,0,0,0,3,181,35,3,3,224,6,0,0,0,6,812,207,0,10,1035,47,17,0,0,59,173,80,13,3,271,74,93,0,0,168,288,41,0,9,338,34,4,0,0,38,56,7,0,0,60,34,3,0,0,38,466,71,3,9,548,358,44,0,0,408,46,0,0,0,51,242,38,4,0,282,730,105,14,7,849,110,18,0,0,132,518,85,0,6,609
LGA21670,6,15,0,0,23,0,5,0,0,6,0,12,3,0,15,0,0,0,0,0,6,18,4,0,29,3,0,0,0,3,8,23,0,0,32,0,13,0,3,17,3,4,3,0,8,0,4,0,0,4,0,3,0,0,3,3,5,0,0,6,8,6,0,0,12,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,11,4,0,16,0,0,0,0,0,0,10,0,0,13,3,4,0,0,12,52,135,21,3,212,29,18,0,3,45,0,0,0,0,0,13,3,0,3,24,0,0,0,0,0,42,7,0,0,57,6,0,0,0,4,20,17,4,0,36,3,12,0,3,22,9,6,0,3,18,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,23,3,0,0,24,15,6,0,0,25,0,0,0,0,0,3,0,0,0,3,15,10,0,0,27,16,0,0,0,20,38,13,0,0,52
LGA21750,33,36,6,6,83,3,3,0,0,5,12,29,8,0,47,0,3,0,0,3,30,46,5,0,84,3,14,3,0,17,4,25,8,0,39,10,50,10,0,78,17,13,0,0,33,0,3,0,0,4,3,10,0,0,8,9,3,0,0,12,13,21,4,0,35,3,11,3,0,18,0,0,0,0,0,3,0,0,0,3,6,32,3,0,38,0,0,0,0,0,6,12,0,0,17,10,15,0,3,30,170,323,53,12,562,224,115,0,12,348,0,0,0,0,0,24,8,0,0,35,0,0,0,0,0,82,39,0,4,131,11,9,0,0,11,26,44,3,0,67,42,33,0,0,73,13,9,0,0,19,3,0,0,0,3,0,0,0,0,0,7,0,0,0,9,35,8,0,0,49,38,11,0,0,52,4,0,0,0,4,17,3,0,0,18,47,16,3,0,62,8,0,0,0,12,32,25,0,3,59
LGA21830,69,111,6,6,190,0,0,0,0,3,0,17,3,0,24,0,0,0,0,0,14,32,3,0,46,4,3,0,0,7,5,25,3,0,35,9,34,0,0,39,11,22,3,0,38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,19,7,0,41,3,15,3,0,17,0,0,0,0,3,0,0,0,0,0,11,5,0,0,25,0,0,0,0,3,0,18,0,0,15,4,9,3,0,20,155,307,37,8,508,415,216,0,17,648,0,0,0,0,0,13,3,0,0,23,0,0,0,0,0,52,24,0,0,77,0,0,0,0,3,23,30,0,0,52,13,22,0,0,39,15,5,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,22,7,0,0,34,23,13,0,0,31,0,0,0,0,0,12,0,0,0,14,24,3,0,0,26,8,0,0,0,12,29,23,0,0,52
LGA21890,12,10,4,0,21,3,0,0,0,3,55,190,49,3,297,7,11,0,0,13,228,307,30,3,574,40,106,29,3,178,119,254,34,12,418,43,194,22,5,263,49,50,7,0,107,32,25,0,0,54,50,53,0,0,106,32,46,13,0,88,222,214,16,5,459,59,63,15,0,130,7,13,0,0,22,36,28,5,0,71,68,142,11,3,226,34,41,0,0,79,88,130,6,3,219,100,105,19,4,227,1278,1979,260,53,3572,17,4,0,0,26,0,0,3,0,3,153,28,0,3,188,7,0,0,0,6,387,90,3,9,487,22,3,0,0,27,202,81,10,0,295,76,86,0,4,167,141,19,0,4,166,84,5,0,0,92,42,4,0,0,44,34,5,0,0,36,513,52,4,6,580,139,19,0,0,163,18,0,0,0,20,203,18,4,3,235,374,68,0,4,448,271,9,0,4,283,264,90,0,0,356
LGA22110,31,68,15,12,124,0,3,0,0,5,7,45,9,0,62,0,3,0,0,8,41,118,7,6,170,12,27,0,0,39,14,92,15,3,126,27,70,5,0,106,17,44,0,0,66,3,0,0,0,7,8,13,0,0,20,11,16,9,0,28,33,50,3,3,91,11,29,8,0,46,4,0,4,0,3,3,8,0,0,9,14,26,3,0,44,5,5,0,0,8,15,41,0,0,57,19,27,0,0,46,281,670,75,24,1058,304,120,0,11,431,0,0,0,0,0,66,36,0,0,101,7,0,0,0,7,177,52,0,5,239,5,5,0,0,11,77,55,0,4,136,57,88,0,0,149,37,16,0,0,52,9,5,0,0,9,8,0,0,0,8,5,0,0,0,11,106,21,0,0,135,59,11,0,0,73,4,0,0,0,4,30,7,0,0,41,84,13,3,0,97,18,4,0,0,21,116,63,0,3,180
LGA22170,7,14,0,0,30,3,3,0,0,9,78,297,34,3,412,10,8,0,0,20,228,456,39,3,732,36,101,11,0,141,82,178,21,0,278,23,87,15,0,131,71,60,15,0,150,16,15,0,0,27,51,47,0,4,98,46,58,11,0,116,171,233,16,7,425,52,91,21,0,169,8,14,3,0,30,28,23,3,0,54,67,158,20,0,244,14,27,6,0,46,53,134,7,0,195,94,167,8,7,270,1131,2177,239,29,3568,20,7,0,0,27,0,0,0,0,3,125,42,8,0,175,9,0,0,0,10,462,132,0,11,609,20,10,0,0,28,132,57,3,4,190,41,78,0,0,114,105,16,0,0,127,28,3,0,0,30,27,8,0,0,36,28,10,0,0,35,339,57,3,8,405,227,28,0,9,263,9,0,0,0,10,137,16,0,0,156,296,87,5,7,390,72,4,0,3,79,304,62,0,5,369
LGA22250,58,89,5,6,150,0,3,0,0,5,3,16,3,0,24,0,0,0,0,0,11,32,3,0,43,0,4,0,0,10,6,26,5,0,35,5,14,0,0,22,12,11,0,0,31,0,0,0,0,0,0,4,0,0,3,3,3,0,0,5,3,15,3,0,25,4,10,0,0,13,0,0,0,0,0,0,0,0,0,0,3,7,0,0,14,0,0,0,0,3,4,7,0,0,16,0,10,0,0,8,123,253,21,7,406,164,61,0,3,229,0,0,0,0,0,13,5,0,0,19,0,0,0,0,0,34,12,0,3,41,0,0,0,0,3,21,20,0,0,38,6,13,0,0,21,14,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,12,4,0,0,15,13,0,0,0,12,0,0,0,0,0,4,3,0,0,4,20,7,0,0,20,0,0,0,0,4,27,9,0,0,41
LGA22310,3,8,0,0,10,3,8,0,0,5,27,70,6,0,114,0,3,0,0,8,241,249,11,9,511,57,50,6,0,113,111,210,18,0,343,54,189,21,0,272,36,35,0,0,68,47,25,0,0,76,106,91,0,0,196,80,69,13,0,156,431,373,29,5,832,86,82,14,0,195,13,12,3,0,23,44,52,13,0,108,100,191,33,0,321,39,32,12,0,81,81,119,5,3,205,118,115,11,0,245,1682,1989,198,22,3900,10,8,0,0,19,3,0,0,0,3,59,31,0,0,86,3,0,0,0,5,402,77,0,3,483,24,5,0,0,27,201,66,9,5,278,64,79,0,6,147,113,12,0,0,122,68,3,0,0,71,71,11,3,0,79,52,5,0,0,55,627,125,0,0,755,194,29,0,0,223,9,0,0,0,13,218,26,3,3,253,451,122,5,9,585,141,19,3,0,164,312,69,0,8,387
LGA22410,30,77,3,5,122,0,0,0,0,0,3,21,0,0,27,0,0,0,0,0,17,38,0,3,53,0,9,0,0,15,3,24,3,0,25,6,21,3,0,32,9,22,3,0,34,0,3,0,0,3,3,3,0,0,6,6,8,0,0,9,3,12,0,0,17,0,16,0,0,16,0,0,0,0,0,4,0,0,0,7,3,12,0,0,14,0,3,0,0,3,5,9,0,0,11,6,17,3,0,27,102,294,25,6,422,223,126,0,12,362,0,0,0,0,0,10,10,0,0,18,3,0,0,0,3,54,21,0,4,78,3,3,0,0,3,18,23,0,0,45,16,31,0,0,44,22,9,0,3,30,0,0,0,0,0,3,0,0,0,3,3,3,0,0,4,39,10,0,0,55,13,0,0,0,9,0,0,0,0,0,9,3,0,0,8,30,8,0,0,38,10,0,0,0,10,51,17,0,3,73
LGA22490,30,68,0,3,105,0,0,0,0,0,4,12,4,0,24,0,0,0,0,0,30,37,3,0,67,0,4,0,0,3,6,11,4,0,15,0,9,3,0,17,21,14,0,0,39,7,0,0,0,7,0,0,0,0,0,0,7,0,0,5,14,19,0,0,32,12,7,0,0,20,0,4,0,0,3,9,3,0,0,15,3,12,0,0,12,5,0,0,0,9,11,5,0,0,15,7,7,0,0,19,161,225,10,6,406,123,64,0,3,187,0,0,0,0,0,19,3,0,0,18,0,0,0,0,0,56,21,0,3,78,9,0,0,0,6,20,8,0,0,31,8,11,0,0,19,17,3,0,0,22,4,0,0,0,4,3,0,0,0,3,0,0,0,0,3,30,7,0,0,36,15,4,0,0,22,0,0,0,0,0,8,0,0,0,11,10,0,0,0,10,10,4,0,0,12,39,0,0,0,39
LGA22620,31,55,10,3,97,3,20,0,0,26,45,108,38,0,194,7,6,0,0,12,125,304,20,5,463,7,46,8,0,68,31,192,40,8,269,22,109,39,3,171,36,75,10,0,126,10,8,0,0,18,38,52,3,3,98,17,46,8,0,75,95,165,41,0,298,28,60,8,3,96,4,10,0,0,21,28,10,3,0,42,63,145,20,3,221,7,21,4,0,33,40,113,12,3,168,46,69,15,4,125,687,1623,282,34,2627,162,65,3,6,236,6,3,0,0,6,79,48,5,3,139,6,0,0,0,8,327,118,0,8,450,15,9,0,0,22,116,75,4,0,195,53,69,5,3,132,94,42,3,3,144,20,3,0,0,22,20,3,0,0,25,18,6,0,0,23,201,57,7,4,264,126,26,0,0,149,4,0,0,0,10,86,13,0,3,101,221,67,10,4,299,68,16,0,3,85,236,80,0,13,331
LGA22670,8,28,5,0,44,0,0,0,0,7,189,662,212,14,1074,17,22,13,0,51,244,448,88,10,790,75,266,63,4,412,139,339,57,7,542,31,150,17,3,203,307,177,59,0,547,21,17,10,0,50,40,37,3,0,89,28,51,16,0,99,126,223,39,0,394,73,121,28,3,219,15,18,3,0,37,30,22,3,3,57,91,221,14,3,335,13,17,3,0,31,131,256,12,11,408,163,309,39,8,524,1743,3394,693,68,5892,19,12,0,0,32,3,0,0,0,3,207,104,3,0,316,6,3,0,0,10,412,106,0,11,535,40,20,0,0,59,227,105,9,9,352,81,107,0,0,190,336,22,8,4,372,15,0,0,0,14,40,9,0,0,48,16,4,0,0,28,239,74,3,3,324,176,33,0,0,213,20,5,3,0,23,126,18,3,0,140,334,78,14,8,435,28,12,0,0,43,334,112,0,8,450
LGA22750,45,54,5,0,102,0,13,0,0,12,111,237,57,0,409,16,17,8,0,39,338,667,69,18,1101,45,85,19,3,158,122,340,74,5,534,49,279,62,3,405,143,120,27,0,291,20,25,3,0,51,87,90,13,0,190,53,91,20,3,167,293,396,59,7,751,101,121,21,5,252,17,22,0,0,40,36,59,20,0,112,147,304,34,4,488,23,53,4,0,83,95,233,5,3,342,128,164,25,13,321,1856,3377,527,73,5835,118,42,0,3,168,4,0,0,0,4,185,68,3,7,267,18,3,0,0,21,766,242,3,12,1029,46,8,0,0,62,258,130,15,7,405,115,152,7,3,277,183,34,3,5,228,49,6,0,0,55,57,16,0,0,74,37,16,0,0,53,590,127,11,7,744,288,52,0,7,345,20,3,0,0,24,227,32,3,3,263,565,162,3,15,741,154,25,0,4,185,546,173,0,8,733
LGA22830,98,151,20,13,293,0,3,0,0,0,27,90,13,4,131,7,0,3,0,12,83,176,13,3,280,7,38,13,0,52,44,144,21,3,204,14,89,25,0,129,45,68,13,3,132,3,11,0,0,17,22,31,8,0,60,15,31,3,0,48,44,88,30,3,159,34,41,4,5,77,6,3,0,0,10,9,7,0,0,17,42,87,6,0,136,5,9,3,0,20,54,94,6,0,151,35,48,7,0,91,586,1207,184,40,2019,320,108,4,16,445,0,0,0,0,3,47,22,4,3,74,0,3,0,0,3,217,52,0,4,277,4,13,0,0,16,54,43,0,0,102,29,37,4,0,69,49,11,3,4,66,6,0,0,0,11,6,3,0,0,10,16,0,0,0,14,80,25,0,3,113,65,22,4,0,89,7,3,0,0,8,39,12,0,0,46,131,19,3,0,157,30,7,0,0,41,163,66,3,0,226
LGA22910,17,38,0,0,53,0,0,0,0,0,8,11,0,0,22,0,0,0,0,0,17,24,0,0,42,3,4,0,0,12,10,16,0,0,28,13,40,4,0,53,6,17,0,0,25,0,3,0,0,4,0,0,0,0,3,3,6,0,0,6,32,22,0,0,57,10,8,0,0,23,3,3,0,0,3,3,3,0,3,6,3,3,4,0,17,3,7,0,0,15,9,6,0,0,13,11,6,0,0,23,160,229,19,9,410,78,31,0,0,116,0,0,0,0,0,26,10,0,0,29,0,0,0,0,0,79,18,0,0,93,4,3,0,0,8,50,38,0,0,92,47,26,0,0,79,17,0,0,0,17,8,0,0,0,8,0,0,0,0,0,3,0,0,0,7,74,7,0,0,85,39,4,0,3,42,3,0,0,0,3,30,0,0,0,27,54,8,0,0,67,27,4,0,0,38,39,5,0,0,45
LGA22980,31,37,4,0,73,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,4,8,0,0,13,0,0,0,0,0,3,14,0,0,17,6,6,0,0,10,8,7,0,0,10,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,11,3,0,0,0,3,61,91,7,3,162,117,60,0,7,185,0,3,0,0,3,5,3,0,0,6,0,0,0,0,0,18,3,0,0,18,4,0,0,0,4,9,14,0,0,19,0,3,0,0,5,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,8,8,0,0,16,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,18,5,0,0,23
LGA23110,3,7,0,0,8,0,0,0,0,0,32,120,23,3,184,11,11,0,0,15,149,234,31,3,419,22,53,7,0,78,63,102,11,3,182,27,97,11,3,130,157,75,25,4,263,18,12,0,0,27,39,23,0,0,61,25,51,6,0,76,145,120,4,0,277,52,46,5,6,107,11,11,0,0,20,28,18,0,0,44,50,80,13,0,145,10,24,0,0,31,44,66,0,0,116,82,80,18,3,182,962,1236,161,24,2387,11,3,0,0,15,0,0,0,0,0,69,18,0,3,91,7,0,0,0,7,265,63,0,4,334,26,3,0,0,27,88,43,9,0,136,34,53,3,0,94,133,17,0,3,153,29,3,0,0,32,25,7,0,0,32,18,4,0,0,24,231,21,0,3,255,110,19,3,0,133,24,0,0,0,29,101,9,0,3,115,209,46,3,0,259,77,4,0,3,93,194,44,0,3,244
LGA23190,30,47,0,3,83,0,3,0,0,3,0,19,3,0,26,0,6,0,0,4,26,51,15,0,91,0,11,0,0,18,3,68,13,0,84,8,31,8,0,41,11,11,0,0,33,7,3,0,0,8,5,21,0,0,23,3,14,0,0,14,14,19,9,0,43,5,16,0,0,26,0,0,0,0,4,5,0,0,0,3,8,19,9,0,32,0,3,0,0,3,12,37,0,0,45,7,20,0,0,27,153,390,61,4,608,104,71,0,5,180,0,0,0,0,0,15,5,0,0,28,0,0,0,0,0,59,23,0,0,87,9,0,0,0,4,17,22,0,3,40,11,17,0,0,34,19,8,0,0,24,3,0,0,0,6,0,3,0,0,4,3,0,0,0,4,36,19,3,0,56,26,9,0,3,37,3,0,0,0,3,11,6,0,0,16,38,11,0,0,51,14,0,0,0,9,45,18,0,0,70
