LGA_CODE_2016,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_15,CoPSW_2000_2999_H_16_24,CoPSW_2000_2999_H_25_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40,CoPSW_2000_2999_H_41_48,CoPSW_2000_2999_H_49mo,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000mo_H_0,CoPSW_3000mo_H_1_15,CoPSW_3000mo_H_16_24,CoPSW_3000mo_H_25_34,CoPSW_3000mo_H_35_39,CoPSW_3000mo_H_40,CoPSW_3000mo_H_41_48,CoPSW_3000mo_H_49mo,CoPSW_3000mo_H_NS,CoPSW_3000mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_15,CoPSW_PINS_H_16_24,CoPSW_PINS_H_25_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40,CoPSW_PINS_H_41_48,CoPSW_PINS_H_49mo,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_15,CoPSW_Tot_H_16_24,CoPSW_Tot_H_25_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40,CoPSW_Tot_H_41_48,CoPSW_Tot_H_49mo,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_15,ClAW_NNI_H_16_24,ClAW_NNI_H_25_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40,ClAW_NNI_H_41_48,ClAW_NNI_H_49mo,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_15,ClAW_1_149_H_16_24,ClAW_1_149_H_25_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40,ClAW_1_149_H_41_48,ClAW_1_149_H_49mo,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_15,ClAW_150_299_H_16_24,ClAW_150_299_H_25_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40,ClAW_150_299_H_41_48,ClAW_150_299_H_49mo,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_15,ClAW_300_399_H_16_24,ClAW_300_399_H_25_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40,ClAW_300_399_H_41_48,ClAW_300_399_H_49mo,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_15,ClAW_400_499_H_16_24,ClAW_400_499_H_25_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40,ClAW_400_499_H_41_48,ClAW_400_499_H_49mo,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_15,ClAW_500_649_H_16_24,ClAW_500_649_H_25_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40,ClAW_500_649_H_41_48,ClAW_500_649_H_49mo,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_15,ClAW_650_799_H_16_24,ClAW_650_799_H_25_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40,ClAW_650_799_H_41_48,ClAW_650_799_H_49mo,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_15,ClAW_800_999_H_16_24,ClAW_800_999_H_25_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40,ClAW_800_999_H_41_48,ClAW_800_999_H_49mo,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_15,ClAW_1000_1249_H_16_24,ClAW_1000_1249_H_25_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40,ClAW_1000_1249_H_41_48,ClAW_1000_1249_H_49mo,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_15,ClAW_1250_1499_H_16_24,ClAW_1250_1499_H_25_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40,ClAW_1250_1499_H_41_48,ClAW_1250_1499_H_49mo,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_15,ClAW_1500_1749_H_16_24,ClAW_1500_1749_H_25_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40,ClAW_1500_1749_H_41_48,ClAW_1500_1749_H_49mo,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_15,ClAW_1750_1999_H_16_24,ClAW_1750_1999_H_25_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40,ClAW_1750_1999_H_41_48,ClAW_1750_1999_H_49mo,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_15,ClAW_2000_2999_H_16_24,ClAW_2000_2999_H_25_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40,ClAW_2000_2999_H_41_48,ClAW_2000_2999_H_49mo,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000mo_H_0,ClAW_3000mo_H_1_15,ClAW_3000mo_H_16_24,ClAW_3000mo_H_25_34,ClAW_3000mo_H_35_39,ClAW_3000mo_H_40,ClAW_3000mo_H_41_48,ClAW_3000mo_H_49mo,ClAW_3000mo_H_NS,ClAW_3000mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_15,ClAW_PINS_H_16_24,ClAW_PINS_H_25_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40,ClAW_PINS_H_41_48,ClAW_PINS_H_49mo,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_15,ClAW_Tot_H_16_24,ClAW_Tot_H_25_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40,ClAW_Tot_H_41_48,ClAW_Tot_H_49mo,ClAW_Tot_H_NS,ClAW_Tot_H_Tot
LGA20660,3,0,6,4,10,21,17,25,3,83,0,4,3,5,3,0,0,0,0,16,3,23,14,16,19,11,3,6,10,107,214,1216,1023,1032,844,651,283,289,94,5643,0,14,7,0,0,3,0,0,0,29,7,101,11,0,0,0,0,0,0,125,8,169,38,13,9,0,0,0,3,236,3,145,80,20,3,3,0,3,0,263,14,106,154,53,16,5,3,0,10,354,28,86,240,184,48,28,11,10,10,633,30,65,145,223,164,91,24,15,4,772,28,34,93,181,243,195,44,32,12,864,29,30,52,108,247,207,74,33,6,782,14,16,27,54,145,113,34,40,5,445,13,17,17,22,57,66,24,16,3,237,5,8,6,6,14,22,19,18,0,95,4,6,12,14,14,19,26,24,0,107,0,9,3,5,10,8,3,14,3,58,0,7,11,15,15,16,3,3,4,77,170,814,896,895,983,770,262,215,56,5068
LGA20740,3,0,0,0,3,11,4,3,0,28,0,0,0,0,0,0,0,0,0,0,6,7,6,7,3,0,4,3,3,40,99,326,261,277,166,117,69,71,26,1403,4,3,0,0,0,0,0,0,0,7,0,21,5,0,0,0,0,0,0,27,0,20,8,11,3,0,0,0,0,40,5,37,21,4,3,3,0,3,3,87,8,15,31,11,6,0,0,0,0,80,10,26,39,49,18,10,0,3,0,156,5,18,36,51,43,20,3,0,0,173,9,10,17,38,55,33,11,11,3,175,11,10,4,19,36,40,18,9,0,145,9,3,3,5,23,16,6,3,0,73,0,0,3,3,10,17,5,3,0,45,0,0,0,3,3,4,0,0,0,11,0,0,0,0,3,8,3,3,0,18,0,0,0,3,3,0,0,3,0,11,0,0,3,3,0,0,0,3,0,11,63,160,177,211,204,151,50,41,15,1066
LGA20830,0,0,0,0,0,11,7,3,0,29,3,0,0,0,0,0,0,0,0,9,0,7,5,3,3,4,0,0,3,25,91,403,350,341,250,171,98,78,29,1814,0,11,3,0,0,0,0,0,0,24,0,32,3,0,0,0,0,0,0,39,0,69,13,10,4,3,0,0,0,104,6,51,31,5,4,0,3,0,0,99,9,47,59,22,12,5,0,4,0,155,16,47,68,67,33,18,8,9,0,263,8,17,52,82,80,36,13,9,0,311,7,17,24,66,108,61,15,10,0,307,16,14,14,36,70,63,27,18,0,260,0,3,5,14,36,43,12,17,0,131,0,3,3,9,25,21,6,17,3,96,0,0,3,0,7,14,3,10,0,38,0,3,5,5,7,7,6,10,4,45,0,0,4,0,6,4,3,7,0,27,0,9,3,3,7,3,0,3,3,36,64,332,286,326,398,285,95,111,24,1931
LGA20910,5,7,3,3,4,22,10,7,0,66,0,4,3,0,0,4,0,10,0,32,7,13,4,13,4,5,0,3,12,65,171,1323,879,794,622,429,178,241,77,4705,3,11,4,3,3,5,0,0,3,27,3,104,5,4,0,0,0,0,0,120,4,135,32,8,3,0,0,3,0,187,3,117,66,16,0,0,3,0,3,213,3,80,110,26,8,7,3,0,3,238,12,62,117,92,24,13,3,10,4,335,15,54,102,134,70,56,20,10,4,470,6,34,66,108,149,100,28,23,4,521,20,32,42,88,181,120,46,36,5,573,10,24,26,38,87,78,40,35,0,340,8,26,26,20,43,43,19,22,3,217,0,16,11,12,14,27,8,14,3,106,3,24,11,14,15,37,18,33,0,152,0,22,12,14,6,11,10,12,0,83,0,5,9,5,3,8,5,5,3,49,92,744,638,592,607,497,206,204,38,3627
LGA21010,0,0,0,0,0,7,0,3,0,14,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,13,44,117,111,135,85,52,32,27,6,624,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,10,0,9,3,4,3,0,0,0,0,20,3,11,11,3,0,0,0,4,0,34,0,12,19,9,3,3,3,0,0,52,3,4,14,19,3,4,0,6,0,60,0,3,21,24,18,5,3,3,0,82,0,3,12,15,31,15,9,3,0,91,6,0,3,9,31,24,5,8,0,89,0,3,3,5,18,9,7,8,0,52,0,0,0,3,8,12,4,0,0,27,0,0,0,0,7,3,0,0,0,9,0,0,0,0,0,5,0,7,0,11,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,5,23,54,86,94,128,86,34,50,5,558
LGA21110,3,10,6,10,12,27,17,22,0,106,0,13,3,8,3,4,0,17,0,43,6,38,23,16,9,14,3,3,15,127,291,2442,1538,1329,1149,727,385,392,105,8349,4,30,8,0,5,3,0,3,0,55,19,182,21,8,6,3,0,0,4,241,18,282,72,14,13,3,0,3,3,413,13,223,157,33,16,9,0,4,6,458,23,190,232,71,16,11,6,3,8,563,27,171,349,207,61,44,16,16,12,905,44,110,266,282,251,131,37,29,6,1163,34,82,154,270,504,371,103,56,12,1593,61,81,129,203,638,464,166,88,12,1846,45,48,53,114,380,329,144,92,3,1212,17,40,39,68,186,227,92,85,7,753,9,13,21,28,65,115,29,63,0,348,10,38,23,31,51,112,66,91,0,427,0,30,17,24,25,49,31,74,3,249,8,16,32,17,23,25,8,10,13,150,334,1533,1576,1361,2250,1903,696,627,92,10375
LGA21180,7,3,0,4,13,23,14,42,3,120,0,0,0,3,5,9,4,9,0,27,4,15,9,22,21,13,3,12,17,112,246,1106,940,1298,1067,749,368,433,138,6340,0,20,8,8,7,3,8,0,3,56,15,75,11,3,3,3,0,0,3,110,12,167,57,16,11,4,0,0,8,272,15,149,115,37,14,8,0,4,8,349,13,119,193,71,34,19,3,4,9,472,27,89,260,244,92,52,19,14,8,803,41,65,170,276,345,215,39,29,19,1208,39,49,103,201,587,471,137,71,19,1669,37,35,53,151,616,499,192,137,18,1733,22,22,18,53,318,298,149,126,15,1015,12,6,20,34,135,146,92,98,5,548,4,4,5,15,50,70,33,50,3,234,7,4,10,5,37,56,37,69,3,237,3,8,3,5,13,23,11,25,0,86,5,9,17,23,28,26,5,12,17,145,254,832,1040,1136,2302,1890,718,636,133,8944
LGA21270,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,47,42,54,23,13,11,19,7,219,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,10,3,0,0,0,0,0,0,14,0,7,3,0,0,0,0,0,0,13,0,6,12,4,0,3,0,0,0,19,0,3,12,13,3,4,0,0,0,36,0,4,13,11,7,3,0,0,0,32,0,0,0,3,9,13,0,0,0,22,4,0,3,3,8,6,4,4,0,36,0,0,0,0,3,0,0,0,0,10,0,0,0,0,3,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,12,38,42,40,36,39,4,7,5,219
LGA21370,3,0,0,0,3,9,3,5,0,21,0,0,3,0,3,0,0,3,0,11,0,4,8,4,0,3,3,0,9,35,87,291,290,318,258,170,76,100,30,1624,0,3,0,0,3,0,0,0,0,6,0,23,3,3,0,0,0,3,0,36,4,38,11,5,0,0,0,0,0,59,4,41,25,10,4,0,3,4,0,94,6,31,42,25,10,4,0,3,0,123,9,20,64,42,25,11,3,4,3,192,15,15,32,67,67,35,8,5,0,247,12,9,21,52,112,49,15,15,0,274,8,10,12,36,57,51,32,17,0,225,3,3,0,6,30,15,16,13,0,94,6,4,3,11,17,15,12,7,0,81,0,0,3,0,3,5,6,11,0,25,0,0,3,3,4,3,4,13,0,31,0,7,0,4,3,3,0,4,0,24,0,5,3,0,10,0,0,0,0,21,66,211,227,264,354,211,87,106,15,1545
LGA21450,3,3,0,0,12,10,10,14,0,53,0,0,0,0,0,0,0,3,0,4,0,6,5,14,4,3,3,0,7,51,100,580,547,566,463,239,129,158,55,2829,0,16,10,6,3,3,0,3,0,40,9,79,5,0,0,3,0,0,0,95,0,102,21,7,3,3,0,0,3,142,10,95,45,12,10,6,0,3,3,185,12,64,72,37,14,10,0,5,3,210,8,64,112,102,33,14,7,10,3,356,8,45,75,106,92,54,13,13,4,412,10,28,44,68,151,78,21,19,4,432,7,29,22,44,134,120,38,22,0,410,5,4,18,20,73,64,32,18,3,235,4,12,15,17,24,41,10,12,0,135,0,5,9,6,13,15,10,16,0,75,0,0,5,4,13,13,3,21,0,59,3,0,3,6,4,7,6,3,0,38,0,4,3,4,9,8,4,0,3,41,71,546,463,427,584,452,142,149,30,2861
LGA21610,8,0,0,4,9,38,29,27,0,116,0,3,4,0,7,3,3,4,0,28,5,35,13,30,17,11,3,9,23,141,310,1764,1494,1707,1364,811,412,502,155,8516,7,47,8,7,8,5,3,5,4,89,10,148,11,9,0,0,3,5,4,196,17,257,65,24,5,3,0,9,0,378,11,186,126,42,13,5,4,3,4,398,27,125,232,105,22,15,7,3,12,553,21,152,287,256,105,48,12,15,6,902,38,99,175,282,252,143,34,20,12,1054,41,55,108,218,424,285,88,50,9,1272,23,51,67,148,359,319,106,95,6,1166,17,27,29,75,177,164,81,63,8,636,13,14,19,29,68,92,50,54,3,339,3,9,9,6,27,41,32,28,0,159,7,15,7,8,23,25,25,37,0,143,0,12,18,10,9,15,11,27,0,102,0,12,17,15,17,21,7,8,25,118,243,1197,1173,1240,1513,1182,441,425,97,7511
LGA21670,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,35,96,111,128,73,64,23,24,8,563,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,10,5,3,0,0,0,0,0,15,0,15,8,0,3,0,0,0,0,25,3,11,13,9,5,0,0,3,0,40,4,4,19,15,3,0,4,5,0,51,0,4,14,18,27,6,3,3,0,74,4,4,6,10,28,13,8,9,0,79,3,0,0,3,23,12,4,0,0,46,0,0,0,0,12,4,3,4,0,27,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,17,50,75,60,102,44,19,27,0,394
LGA21750,3,0,0,0,3,11,7,10,0,40,0,0,0,0,0,3,0,0,0,4,0,0,0,3,3,0,0,0,3,17,58,188,173,230,174,118,49,70,20,1075,3,4,0,0,0,0,0,0,0,9,0,23,0,0,0,0,0,0,0,26,0,24,7,3,0,0,0,0,0,38,6,31,12,3,6,0,0,4,0,57,3,20,37,8,6,7,0,0,0,75,5,18,42,45,16,10,0,3,3,138,4,18,16,41,44,10,3,4,0,148,7,11,15,22,66,26,11,5,3,174,7,10,6,14,49,26,18,11,3,139,4,6,5,10,23,21,4,5,0,74,3,4,0,0,21,13,3,5,0,46,0,0,0,0,3,7,5,8,0,19,3,0,0,4,0,3,4,7,0,19,0,0,0,0,0,0,0,9,0,13,0,7,0,3,3,0,0,0,0,17,46,166,152,161,231,119,53,61,16,1005
LGA21830,0,0,0,0,0,4,3,5,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,14,39,148,117,133,68,56,33,33,14,633,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,4,10,3,0,0,0,0,0,3,27,0,13,16,3,0,0,0,0,0,29,3,8,11,5,0,0,0,5,0,32,0,12,21,23,11,3,0,9,0,72,3,3,22,28,26,5,3,7,0,98,0,3,9,19,31,24,7,0,0,93,3,0,3,10,26,25,3,10,0,78,0,6,3,3,5,7,13,6,0,46,0,0,0,6,8,7,4,10,0,33,0,0,0,0,3,3,0,0,0,12,0,0,0,0,3,0,4,3,0,13,0,3,0,0,0,0,0,3,0,5,0,0,0,3,7,0,0,0,0,10,17,67,87,101,121,68,44,50,4,561
LGA21890,7,6,3,8,7,36,26,28,0,117,0,0,6,0,6,3,0,5,0,24,3,19,13,17,11,11,0,4,14,90,253,1297,1119,1193,1072,624,307,365,119,6349,10,18,4,4,4,5,0,3,3,53,9,99,11,4,4,0,0,3,0,129,15,163,41,18,4,8,0,0,0,253,9,147,87,22,17,9,3,0,4,302,16,97,157,51,16,7,10,7,6,366,25,82,204,147,73,29,9,7,5,576,32,52,124,196,219,121,21,15,6,785,28,41,68,191,348,232,61,37,11,1004,35,18,57,107,426,228,82,64,4,1020,24,12,23,53,222,157,78,43,5,613,6,13,12,19,112,75,56,37,3,330,5,0,0,9,39,46,22,15,4,147,3,8,3,6,21,48,30,52,0,174,0,12,10,4,7,18,3,24,0,77,0,8,11,19,17,12,3,0,14,85,217,762,800,849,1528,985,373,320,72,5903
LGA22110,0,0,0,0,3,22,6,10,0,41,0,0,0,0,0,0,0,0,0,4,0,5,3,5,4,0,0,0,6,30,137,369,375,488,254,189,84,107,29,2040,0,12,3,3,0,0,0,0,0,17,0,18,0,0,0,0,0,0,0,22,0,39,10,8,6,0,0,3,0,69,8,48,27,15,0,3,0,0,3,107,8,34,56,24,5,10,0,3,4,153,12,35,79,70,28,12,3,9,0,245,15,25,44,84,73,37,13,8,4,293,16,16,22,66,100,63,20,14,0,329,8,15,21,21,84,68,19,27,0,265,3,3,6,14,31,30,11,13,0,116,8,3,4,3,13,22,9,8,0,66,0,0,3,0,4,6,4,5,0,25,3,0,3,0,8,5,5,9,0,42,0,0,0,0,3,0,0,0,0,10,3,4,3,4,12,5,0,0,3,34,92,272,282,309,368,268,90,91,17,1796
LGA22170,11,3,3,3,3,31,20,29,0,104,0,0,0,6,5,4,3,10,0,34,3,14,19,19,14,6,0,4,15,89,226,1062,836,1007,881,536,223,275,83,5125,4,21,6,3,0,3,0,0,3,44,0,91,11,8,0,0,0,0,0,111,13,136,28,22,4,4,0,3,3,214,6,148,77,21,6,3,0,3,3,263,13,106,150,53,22,10,6,5,0,367,26,95,252,187,61,32,12,7,3,679,20,62,144,258,199,111,30,18,7,856,36,39,73,205,311,193,58,37,8,952,34,31,46,95,288,208,90,62,3,860,8,13,31,41,122,132,52,43,3,443,11,12,12,19,50,74,38,40,0,260,3,3,9,10,18,33,7,24,0,104,6,9,7,8,18,37,12,31,0,125,0,8,7,6,4,18,6,11,0,56,0,10,19,15,13,16,6,7,4,97,187,778,866,952,1115,881,320,304,48,5443
LGA22250,0,0,0,0,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,13,17,88,72,87,49,39,9,26,12,401,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,10,0,9,3,0,0,3,0,0,0,19,0,5,14,9,3,0,0,0,0,35,3,12,11,4,3,7,0,0,0,33,0,8,21,20,6,3,3,3,0,74,0,3,13,20,22,14,9,0,0,83,0,5,4,12,23,17,4,5,0,73,0,0,0,8,21,17,10,12,0,71,5,3,4,4,5,4,3,3,0,30,0,0,3,0,3,10,4,4,0,23,0,0,0,0,3,3,3,4,0,11,0,0,0,0,3,0,0,4,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,14,53,79,87,90,80,41,32,7,478
LGA22310,0,7,3,3,8,10,12,23,3,72,8,0,0,5,0,5,3,9,0,31,6,23,22,26,6,11,8,3,13,114,206,1388,1047,1031,848,504,255,278,61,5627,3,20,5,4,3,0,0,3,0,43,8,101,8,9,0,0,0,0,3,132,8,184,39,4,0,3,0,3,0,250,7,112,74,20,5,3,0,0,3,231,5,111,129,35,14,7,10,5,3,315,13,86,162,134,37,22,3,7,8,473,17,79,118,170,144,68,16,14,3,629,33,49,87,148,213,148,53,19,3,751,19,47,45,122,279,193,65,42,5,821,16,28,27,56,165,130,56,49,0,527,11,23,17,27,71,68,46,24,6,301,0,14,3,0,18,40,17,14,0,114,0,17,11,8,13,28,22,38,0,133,3,17,7,11,3,10,7,19,0,70,3,17,16,9,8,9,5,7,5,80,157,898,755,754,984,734,302,251,39,4877
LGA22410,0,0,0,0,0,9,5,5,0,20,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,4,0,0,3,16,47,176,129,169,102,79,32,35,17,788,0,3,0,0,0,0,0,0,0,4,0,14,0,3,0,0,0,0,0,22,0,23,4,11,4,0,0,0,0,40,3,18,12,0,3,0,0,0,0,46,4,13,23,9,3,3,0,3,0,53,8,3,27,29,10,8,3,6,0,98,4,9,23,28,26,19,4,3,0,117,3,0,10,25,40,18,9,0,0,116,10,3,8,15,26,36,7,6,4,110,3,3,0,4,11,17,10,3,0,58,0,0,0,0,7,9,0,8,0,29,0,0,0,0,5,7,4,3,0,12,0,0,0,0,0,4,3,3,0,17,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,0,0,0,0,12,39,96,106,124,143,124,46,44,12,731
LGA22490,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,16,74,67,70,31,21,14,22,10,332,0,0,3,0,0,0,0,3,0,6,0,11,0,0,0,0,0,0,0,15,0,18,3,0,0,3,0,0,0,26,0,7,8,3,0,0,0,0,0,20,0,10,11,8,0,0,0,0,0,35,3,14,9,12,4,0,0,0,0,45,0,9,9,9,6,7,0,3,0,49,3,3,4,13,10,13,0,3,0,49,5,3,4,3,12,12,3,4,0,50,0,3,3,5,7,3,3,5,0,32,0,0,0,3,0,0,4,3,0,18,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,19,92,49,62,44,44,12,32,3,357
LGA22620,11,0,0,9,8,32,22,36,0,125,0,0,0,4,3,3,3,5,0,17,3,21,11,22,13,13,0,6,10,88,303,1132,885,1153,769,545,262,279,74,5400,3,13,10,4,3,4,0,0,0,41,9,76,6,4,0,0,0,4,0,109,8,110,31,11,3,3,3,3,6,180,7,114,69,19,9,7,0,3,4,231,16,105,148,52,22,10,7,5,8,365,32,96,206,179,56,43,7,10,9,647,43,63,158,231,240,111,32,18,7,900,31,38,94,206,417,182,79,54,4,1117,38,30,35,137,420,209,101,70,11,1049,32,21,17,34,203,106,76,52,6,552,18,20,13,29,101,78,44,42,3,345,6,3,9,6,36,39,13,25,0,133,11,3,6,12,24,33,41,46,3,174,3,8,4,6,3,10,9,14,0,53,6,11,8,19,21,3,4,4,3,84,262,707,817,958,1575,838,421,343,59,5984
LGA22670,10,4,0,4,15,45,31,42,0,158,3,0,0,4,0,0,0,8,0,22,0,13,16,21,9,10,8,3,16,101,256,1053,1039,1278,1158,803,360,525,158,6629,17,19,6,15,13,11,7,7,0,84,3,119,21,4,0,0,3,0,3,163,21,226,66,26,6,6,0,3,6,365,15,172,140,36,18,18,5,3,7,429,24,126,275,92,34,23,9,5,7,594,39,129,374,289,166,107,14,28,17,1162,44,82,266,444,596,306,78,49,18,1884,71,68,151,402,1100,698,249,124,28,2885,86,56,86,234,1212,824,367,213,21,3094,41,16,41,80,573,451,255,172,12,1628,21,18,21,56,265,275,139,147,6,953,6,5,16,23,86,97,69,86,4,396,13,3,4,11,68,113,66,112,0,394,4,15,15,20,12,30,15,41,3,147,9,11,19,38,60,46,16,20,17,243,423,1066,1512,1764,4219,2996,1285,999,144,14415
LGA22750,21,7,8,6,15,55,55,83,3,246,0,3,3,12,9,11,8,20,0,76,4,37,38,17,26,21,3,9,34,179,582,2595,2194,2359,1732,1400,605,678,193,12329,3,32,6,3,10,8,3,0,0,67,22,173,21,6,0,4,0,3,3,230,26,272,68,19,9,7,0,10,10,421,25,269,184,48,25,16,5,7,6,589,34,205,340,100,47,18,3,8,9,764,63,193,503,361,117,68,27,27,17,1372,64,117,325,453,418,212,55,43,8,1698,80,87,199,415,651,431,156,83,21,2125,86,51,113,248,789,495,158,132,22,2092,57,30,58,67,426,297,125,116,10,1190,22,30,40,59,216,171,95,78,3,702,15,17,19,23,80,83,57,71,3,366,23,9,6,19,61,79,53,87,0,345,3,12,16,8,19,21,13,43,0,129,8,20,19,17,31,26,12,7,4,146,527,1519,1908,1839,2895,1938,768,715,111,12218
LGA22830,7,0,0,3,3,18,17,18,0,74,3,0,0,3,0,0,3,11,0,22,0,14,8,3,5,6,0,3,6,43,178,497,507,634,557,407,168,199,60,3203,3,10,7,7,0,0,0,0,4,30,9,45,5,0,3,0,0,0,0,59,6,56,9,11,0,0,0,0,0,85,5,55,39,17,13,7,0,0,6,148,5,52,88,29,16,10,4,3,3,215,15,46,132,91,55,28,11,10,3,400,19,40,78,115,151,69,12,19,3,495,16,14,45,99,228,147,49,35,3,642,23,15,17,69,178,149,62,34,5,557,19,11,13,15,93,54,30,34,3,267,9,3,8,15,54,48,22,23,0,191,0,0,3,9,9,14,6,15,0,60,4,6,0,8,9,21,27,24,3,102,0,6,4,3,3,3,0,12,0,32,0,7,3,4,6,9,5,3,6,47,136,384,465,498,812,561,232,223,41,3343
LGA22910,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,52,168,134,148,78,49,27,35,10,694,0,3,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,13,3,16,0,0,0,0,0,0,0,24,0,20,18,3,0,0,3,0,0,45,0,10,21,7,0,0,0,0,0,39,3,15,26,13,7,3,0,0,0,64,4,7,16,23,12,9,0,0,0,73,6,7,7,9,17,19,4,0,0,68,0,3,0,3,18,15,5,0,0,48,0,0,0,0,12,7,4,3,0,31,0,0,0,3,4,0,0,0,0,13,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,16,91,95,63,76,67,23,8,3,449
