LGA_CODE_2016,FTS_None_Mng,FTS_None_Pro,FTS_None_TecTW,FTS_None_CoPSW,FTS_None_ClAW,FTS_None_SWks,FTS_None_MaOpDv,FTS_None_Lab,FTS_None_IDNS,FTS_None_Tot,FTS_1_15_Mng,FTS_1_15_Pro,FTS_1_15_TecTW,FTS_1_15_CoPSW,FTS_1_15_ClAW,FTS_1_15_SWks,FTS_1_15_MaOpDv,FTS_1_15_Lab,FTS_1_15_IDNS,FTS_1_15_Tot,FTS_16_24_Mng,FTS_16_24_Pro,FTS_16_24_TecTW,FTS_16_24_CoPSW,FTS_16_24_ClAW,FTS_16_24_SWks,FTS_16_24_MaOpDv,FTS_16_24_Lab,FTS_16_24_IDNS,FTS_16_24_Tot,FTS_25_34_Mng,FTS_25_34_Pro,FTS_25_34_TecTW,FTS_25_34_CoPSW,FTS_25_34_ClAW,FTS_25_34_SWks,FTS_25_34_MaOpDv,FTS_25_34_Lab,FTS_25_34_IDNS,FTS_25_34_Tot,FTS_35_39_Mng,FTS_35_39_Pro,FTS_35_39_TecTW,FTS_35_39_CoPSW,FTS_35_39_ClAW,FTS_35_39_SWks,FTS_35_39_MaOpDv,FTS_35_39_Lab,FTS_35_39_IDNS,FTS_35_39_Tot,FTS_40_Mng,FTS_40_Pro,FTS_40_TecTW,FTS_40_CoPSW,FTS_40_ClAW,FTS_40_SWks,FTS_40_MaOpDv,FTS_40_Lab,FTS_40_IDNS,FTS_40_Tot,FTS_41_48_Mng,FTS_41_48_Pro,FTS_41_48_TecTW,FTS_41_48_CoPSW,FTS_41_48_ClAW,FTS_41_48_SWks,FTS_41_48_MaOpDv,FTS_41_48_Lab,FTS_41_48_IDNS,FTS_41_48_Tot,FTS_49mo_Mng,FTS_49mo_Pro,FTS_49mo_TecTW,FTS_49mo_CoPSW,FTS_49mo_ClAW,FTS_49mo_SWks,FTS_49mo_MaOpDv,FTS_49mo_Lab,FTS_49mo_IDNS,FTS_49mo_Tot,FTS_NS_Mng,FTS_NS_Pro,FTS_NS_TecTW,FTS_NS_CoPSW,FTS_NS_ClAW,FTS_NS_SWks,FTS_NS_MaOpDv,FTS_NS_Lab,FTS_NS_IDNS,FTS_NS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_Inad_des_Tot,FTS_Tot_Tot,PTS_None_Mng,PTS_None_Pro,PTS_None_TecTW,PTS_None_CoPSW,PTS_None_ClAW,PTS_None_SWks,PTS_None_MaOpDv,PTS_None_Lab,PTS_None_IDNS,PTS_None_Tot,PTS_1_15_Mng,PTS_1_15_Pro,PTS_1_15_TecTW,PTS_1_15_CoPSW,PTS_1_15_ClAW,PTS_1_15_SWks,PTS_1_15_MaOpDv,PTS_1_15_Lab,PTS_1_15_IDNS,PTS_1_15_Tot,PTS_16_24_Mng,PTS_16_24_Pro,PTS_16_24_TecTW,PTS_16_24_CoPSW,PTS_16_24_ClAW,PTS_16_24_SWks,PTS_16_24_MaOpDv,PTS_16_24_Lab,PTS_16_24_IDNS,PTS_16_24_Tot,PTS_25_34_Mng,PTS_25_34_Pro,PTS_25_34_TecTW,PTS_25_34_CoPSW,PTS_25_34_ClAW,PTS_25_34_SWks,PTS_25_34_MaOpDv,PTS_25_34_Lab,PTS_25_34_IDNS,PTS_25_34_Tot,PTS_35_39_Mng,PTS_35_39_Pro,PTS_35_39_TecTW,PTS_35_39_CoPSW,PTS_35_39_ClAW,PTS_35_39_SWks,PTS_35_39_MaOpDv,PTS_35_39_Lab,PTS_35_39_IDNS,PTS_35_39_Tot,PTS_40_Mng,PTS_40_Pro,PTS_40_TecTW,PTS_40_CoPSW,PTS_40_ClAW,PTS_40_SWks,PTS_40_MaOpDv,PTS_40_Lab,PTS_40_IDNS,PTS_40_Tot,PTS_41_48_Mng,PTS_41_48_Pro,PTS_41_48_TecTW,PTS_41_48_CoPSW,PTS_41_48_ClAW,PTS_41_48_SWks,PTS_41_48_MaOpDv,PTS_41_48_Lab,PTS_41_48_IDNS,PTS_41_48_Tot,PTS_49mo_Mng,PTS_49mo_Pro,PTS_49mo_TecTW,PTS_49mo_CoPSW,PTS_49mo_ClAW,PTS_49mo_SWks,PTS_49mo_MaOpDv,PTS_49mo_Lab,PTS_49mo_IDNS,PTS_49mo_Tot,PTS_NS_Mng,PTS_NS_Pro,PTS_NS_TecTW,PTS_NS_CoPSW,PTS_NS_ClAW,PTS_NS_SWks,PTS_NS_MaOpDv,PTS_NS_Lab,PTS_NS_IDNS,PTS_NS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_Inad_des_Tot,PTS_Tot_Tot
LGA10850,0,0,0,5,0,0,0,4,0,15,0,0,3,12,0,23,0,37,0,75,0,0,0,5,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,28,0,28,0,48,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,6,0,0,4,3,3,0,0,0,0,15,0,0,3,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,12,4,4,0,3,0,50
LGA10900,0,0,3,22,0,21,0,14,0,59,8,37,14,284,53,303,25,206,6,929,4,9,3,81,9,56,6,44,0,219,3,3,6,37,0,17,0,3,0,69,0,0,7,3,0,3,0,0,0,13,0,0,7,3,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,3,4,9,35,21,47,48,444,58,407,35,267,12,1335,0,0,0,7,0,0,0,0,0,11,0,6,3,17,3,6,0,18,0,55,0,0,0,27,8,14,0,11,0,66,0,4,11,13,0,13,0,5,0,45,5,7,40,15,0,3,0,7,0,72,0,8,40,6,9,0,0,6,0,66,0,0,17,8,0,3,0,0,0,27,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,7,11,19,117,96,20,39,3,46,4,355
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,14,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,0,0,0,0,25
LGA11100,0,4,5,4,26,52,8,21,0,115,9,46,32,124,57,487,35,144,6,951,10,32,32,73,46,219,44,132,3,593,0,5,12,24,20,48,10,16,0,134,0,3,9,0,14,15,3,3,0,54,3,7,11,0,3,4,0,0,0,34,0,0,6,0,3,0,0,0,0,10,3,0,3,0,0,0,0,0,0,14,0,4,0,9,5,15,0,3,26,70,30,105,104,248,176,838,108,322,41,1975,0,0,7,0,0,0,0,0,0,9,0,3,13,6,3,27,3,12,0,68,0,3,12,26,16,25,19,26,4,133,3,4,19,18,10,24,10,5,0,88,10,9,41,8,14,6,7,4,0,112,9,13,67,8,11,4,0,0,0,107,0,3,27,3,6,0,0,0,0,43,8,3,11,3,0,0,0,0,0,28,0,0,3,6,0,0,0,0,4,12,28,40,204,76,66,88,38,51,8,598
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,12
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA11250,0,0,0,4,0,4,0,8,0,19,0,3,3,20,0,75,4,37,0,143,0,0,0,4,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,8,0,7,13,34,0,92,7,43,3,192,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,3,0,18,0,0,3,7,0,3,0,0,0,17,0,0,0,10,0,4,0,0,0,17,0,3,12,0,3,0,0,0,0,23,0,3,11,0,6,0,0,0,0,11,0,3,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,14,26,24,7,10,0,4,3,102
LGA11300,0,0,0,7,7,25,0,13,0,53,11,96,20,182,69,387,7,89,3,866,9,27,17,47,30,133,3,29,0,306,0,5,0,21,12,42,0,3,0,88,5,3,6,3,5,4,0,0,0,24,4,4,7,6,3,0,0,0,0,18,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,8,0,6,3,10,0,0,16,43,31,136,50,272,126,612,10,141,20,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,33,0,6,0,58,0,7,0,12,5,26,0,3,0,56,0,4,7,6,3,8,0,3,0,37,0,8,18,4,10,3,0,0,0,43,0,9,21,4,6,0,0,0,0,39,0,0,8,0,0,0,0,0,0,19,0,0,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,3,20,71,45,28,77,4,10,0,258
LGA11350,0,0,0,7,0,11,0,7,0,29,5,5,9,61,9,158,12,85,3,343,0,4,0,15,0,11,0,10,0,45,0,3,0,6,4,3,0,4,0,20,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,6,0,4,5,20,8,13,20,104,16,194,13,113,10,477,0,0,4,0,0,0,0,0,0,5,0,0,0,6,0,4,0,0,0,10,0,3,4,3,4,6,0,4,0,26,0,0,3,3,0,6,0,0,0,19,0,3,26,3,0,3,0,4,0,39,0,0,16,4,0,0,0,0,0,24,0,0,6,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,9,60,22,8,22,0,8,0,142
LGA11400,0,0,0,3,0,3,0,3,0,9,3,0,3,11,3,18,0,20,4,58,0,0,0,3,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,4,0,5,23,3,24,0,31,3,85,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,3,12,0,0,0,0,0,0,8,0,0,4,6,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,22,9,3,3,0,3,0,43
LGA11450,0,0,0,14,0,25,3,18,3,60,15,56,23,223,67,491,26,267,11,1179,6,13,5,70,27,133,0,76,3,335,0,4,4,38,4,42,4,14,0,109,3,0,8,9,7,3,0,7,0,36,3,0,11,7,0,3,0,0,0,27,0,0,3,3,0,3,0,0,0,8,0,3,0,6,0,0,3,0,0,13,0,0,0,9,3,7,0,7,8,40,32,81,58,374,103,703,39,391,23,1798,0,0,4,0,0,0,0,0,0,8,0,5,10,23,3,22,0,16,0,79,0,0,11,11,3,17,3,13,0,61,3,3,21,17,3,10,0,6,0,68,3,8,89,29,7,6,4,3,0,149,3,8,100,4,11,3,0,4,0,134,3,5,41,3,3,0,0,0,0,56,0,0,36,3,3,0,0,0,0,43,0,0,5,0,0,4,0,0,0,11,17,30,318,100,32,66,9,39,3,611
LGA11500,0,7,0,28,5,63,3,32,3,138,14,99,43,341,80,921,32,422,20,1971,14,21,27,116,36,239,24,108,4,594,12,7,6,47,14,69,6,29,3,198,3,3,7,18,0,8,3,3,0,53,4,3,8,8,4,0,0,0,0,40,0,3,7,8,0,0,0,0,0,18,0,3,4,0,0,3,0,0,0,12,0,5,0,17,0,17,0,4,24,77,49,158,102,575,149,1330,78,603,53,3098,0,0,0,7,0,3,0,0,0,9,0,3,3,38,6,63,3,20,0,135,3,8,4,28,15,37,4,15,4,112,3,8,24,17,13,24,3,6,0,100,10,14,80,35,16,8,0,6,0,174,4,21,80,19,14,9,0,8,3,151,3,3,41,3,0,0,0,4,0,61,10,5,24,5,4,0,0,0,0,46,0,0,6,0,0,4,0,3,3,21,33,57,272,152,71,146,19,56,14,817
