LGA_CODE_2016,Tot_65_69_HW_0,Tot_65_69_HW_1_15,Tot_65_69_HW_16_24,Tot_65_69_HW_25_34,Tot_65_69_HW_35_39,Tot_65_69_HW_40,Tot_65_69_HW_41_48,Tot_65_69_HW_49mor,Tot_65_69_HW_NS,Tot_65_69_Tot,Tot_70_74_HW_0,Tot_70_74_HW_1_15,Tot_70_74_HW_16_24,Tot_70_74_HW_25_34,Tot_70_74_HW_35_39,Tot_70_74_HW_40,Tot_70_74_HW_41_48,Tot_70_74_HW_49mor,Tot_70_74_HW_NS,Tot_70_74_Tot,Tot_75ov_HW_0,Tot_75ov_HW_1_15,Tot_75ov_HW_16_24,Tot_75ov_HW_25_34,Tot_75ov_HW_35_39,Tot_75ov_HW_40,Tot_75ov_HW_41_48,Tot_75ov_HW_49mor,Tot_75ov_HW_NS,Tot_75ov_Tot,Tot_Tot_HW_0,Tot_Tot_HW_1_15,Tot_Tot_HW_16_24,Tot_Tot_HW_25_34,Tot_Tot_HW_35_39,Tot_Tot_HW_40,Tot_Tot_HW_41_48,Tot_Tot_HW_49mor,Tot_Tot_HW_NS,Tot_Tot_Tot
LGA54310,17,19,8,13,18,15,12,62,10,173,0,3,8,0,3,5,0,11,0,45,0,11,3,0,3,0,3,3,0,24,721,672,490,682,1055,1327,1317,4152,207,10634
LGA54340,4,11,14,9,3,7,3,6,0,54,0,10,3,3,0,12,0,6,3,34,5,3,0,3,0,3,3,3,0,14,69,175,146,204,378,340,194,282,36,1825
LGA54410,3,0,5,3,0,4,0,9,0,23,0,3,0,3,0,3,0,8,0,17,0,4,0,3,0,0,0,0,0,6,17,41,47,66,46,57,22,112,13,429
LGA54480,0,5,4,0,0,0,0,7,0,17,0,3,0,0,0,0,3,4,0,8,0,0,0,3,0,0,0,7,0,10,4,25,18,22,17,31,31,121,6,282
LGA54550,3,6,7,5,0,10,4,17,0,55,0,4,0,4,5,5,0,12,3,29,3,3,3,3,3,3,0,6,3,29,51,89,83,103,81,165,72,280,21,946
LGA54620,0,4,3,0,0,5,5,7,0,31,0,3,3,0,0,0,0,3,0,19,0,4,3,0,0,3,0,5,0,23,21,47,42,41,52,66,92,330,15,696
LGA54690,0,4,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,9,5,16,9,13,13,33,19,67,4,177
LGA54760,0,0,0,6,0,8,3,11,3,27,0,3,3,0,3,0,0,3,0,15,0,0,0,0,0,0,0,3,0,6,19,26,20,32,25,50,39,162,4,384
LGA54830,13,35,31,20,41,39,37,32,4,259,5,24,16,6,12,18,3,10,5,91,0,10,8,0,0,3,0,3,0,31,508,1037,920,1037,2504,2528,1813,2467,198,13009
LGA54900,9,5,3,3,0,3,5,17,3,45,4,0,3,0,0,3,0,7,3,16,0,4,4,0,0,6,0,4,0,17,34,53,60,72,38,139,80,264,22,764
LGA54970,4,3,0,0,6,4,4,21,3,45,0,3,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,192,92,79,75,153,124,251,1245,44,2257
LGA55040,3,0,0,0,0,0,6,12,0,30,0,0,3,3,0,0,0,3,0,14,0,0,0,0,0,0,0,3,0,3,129,92,90,94,140,136,196,1097,42,2020
LGA55110,33,178,128,88,61,53,22,58,8,622,19,78,33,19,11,14,9,6,8,199,9,59,21,16,5,3,0,4,7,123,784,3708,2911,3244,3551,2956,1450,2266,384,21254
LGA55180,11,38,33,21,21,24,15,44,0,202,11,28,7,11,3,12,3,17,4,100,5,12,6,16,4,8,0,10,10,67,230,510,448,505,576,725,334,719,80,4125
LGA55250,0,0,0,0,3,3,0,8,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,72,38,30,37,82,62,91,588,21,1030
LGA55320,54,291,246,153,115,110,54,113,18,1156,18,145,76,43,20,28,10,35,10,393,8,82,41,14,13,8,3,16,16,204,1433,6686,5244,5247,7264,6393,2850,4282,603,40001
LGA55390,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,18,18,19,48,25,67,287,13,530
LGA55460,3,9,8,5,9,3,11,12,0,57,0,6,3,4,0,4,0,11,0,33,0,3,0,4,5,3,3,7,0,23,78,142,121,154,243,267,173,283,27,1481
LGA55530,0,3,0,0,3,3,0,3,0,11,0,4,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,3,18,13,20,18,26,9,60,10,172
LGA55600,4,8,8,7,6,14,0,18,0,63,5,14,4,8,0,8,0,5,0,38,0,8,5,3,0,3,0,4,0,28,49,120,101,115,120,231,115,280,28,1157
LGA55670,0,0,3,0,0,5,0,4,0,4,4,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,14,19,26,24,29,46,21,72,6,255
LGA55740,3,31,11,9,10,5,4,8,0,86,0,20,5,10,3,3,0,5,0,42,0,13,9,0,0,0,0,0,0,26,61,469,362,332,372,328,163,263,50,2397
LGA55810,4,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,0,17,14,30,19,90,9,213
LGA55880,0,3,0,0,3,0,0,8,0,14,0,3,0,0,0,0,0,3,0,7,0,3,0,3,0,3,0,0,0,11,14,27,20,22,21,41,32,103,12,278
LGA55950,0,0,0,0,0,0,0,8,0,11,0,0,7,0,3,0,0,3,0,13,0,0,0,0,0,0,0,3,0,8,3,25,17,14,14,49,26,91,7,255
LGA56090,21,102,76,35,18,48,23,35,6,359,3,44,20,21,5,18,0,4,3,130,3,30,16,4,0,0,3,3,3,69,301,1437,1058,1046,1264,1563,814,1146,164,8788
LGA56160,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,6,0,15,0,40
LGA56230,14,41,31,25,25,14,9,24,0,182,3,13,10,5,6,4,0,5,3,53,0,9,11,10,3,4,0,8,3,46,216,647,528,508,1316,716,509,871,96,5415
LGA56300,3,10,10,5,0,7,0,5,0,44,0,3,3,4,0,0,0,3,3,21,0,3,3,0,0,3,0,0,0,10,17,71,60,54,66,77,35,85,13,470
LGA56370,0,0,0,0,0,4,0,7,0,14,0,3,0,0,0,3,0,3,0,12,0,3,3,0,0,0,0,5,0,11,17,37,29,38,28,76,41,129,13,395
LGA56460,10,19,11,6,6,16,9,19,0,106,0,13,19,3,0,6,0,4,6,49,4,9,3,6,3,0,0,3,3,26,143,253,238,264,357,410,240,385,45,2339
LGA56580,40,160,125,65,108,90,32,74,9,693,9,71,47,37,16,21,10,22,5,236,9,52,19,14,5,8,4,9,3,116,884,2260,2396,2526,4134,3853,1642,2403,279,20379
LGA56620,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,27,26,58,28,36,10,23,12,231
LGA56730,10,41,26,17,20,24,22,29,0,183,3,19,13,10,5,3,5,13,0,73,3,11,3,8,0,8,0,5,3,33,169,463,434,500,824,746,539,606,76,4361
LGA56790,3,8,3,8,0,6,3,7,0,40,3,3,5,0,0,0,4,7,0,26,0,3,3,0,0,0,0,3,0,12,41,75,71,90,83,109,82,247,9,811
LGA56860,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,8,11,7,3,28,0,71
LGA56930,0,8,11,6,0,3,0,3,0,41,0,8,3,0,0,4,0,0,0,12,0,5,0,3,0,0,0,0,0,16,35,223,156,136,142,173,115,139,21,1130
LGA57000,0,0,3,0,0,0,3,14,0,20,0,3,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,3,0,3,56,39,23,23,37,53,79,515,20,846
LGA57080,127,306,347,288,496,417,187,275,40,2476,38,164,98,75,84,83,32,65,15,659,14,73,52,30,21,30,13,17,23,279,5125,7311,10000,9721,27213,32431,14552,20174,1720,128253
LGA57140,0,6,3,0,0,3,0,3,0,21,0,4,0,3,4,0,0,0,0,17,0,0,3,0,0,0,0,0,0,4,13,51,40,28,32,61,16,89,7,340
LGA57210,7,25,17,15,8,10,7,25,3,106,5,11,7,9,3,0,3,8,0,51,3,7,7,8,3,7,0,3,5,44,102,263,193,235,214,329,256,387,45,2019
LGA57280,6,11,10,14,12,16,9,37,0,96,3,3,3,0,0,4,3,4,0,20,0,6,0,0,0,3,0,6,0,16,394,360,333,471,757,759,633,2422,154,6286
LGA57350,0,0,0,0,0,0,0,8,0,16,3,3,4,0,0,0,0,0,0,9,3,0,3,0,0,0,0,3,0,8,26,41,41,30,24,53,36,98,14,355
LGA57420,4,3,0,0,0,3,0,10,0,23,3,6,0,7,0,0,0,12,0,21,0,0,0,0,0,0,0,0,0,6,35,47,41,43,49,63,44,219,17,559
LGA57490,25,167,95,71,67,57,32,54,5,572,9,73,33,14,17,11,4,15,3,185,3,43,20,5,9,5,4,7,10,97,1141,4995,3683,3856,5002,4605,2686,3618,499,30091
LGA57630,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,3,3,7,0,22
LGA57700,10,34,28,7,13,14,8,22,0,138,7,21,5,11,0,5,9,10,3,69,0,12,7,7,3,3,0,6,3,32,180,670,475,564,624,771,445,780,70,4569
LGA57770,0,0,4,0,0,0,3,5,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,31,8,31,44,44,22,109,8,305
LGA57840,19,142,87,64,52,45,24,53,7,486,13,68,33,19,10,10,4,10,4,174,9,28,14,3,0,7,3,3,3,66,424,2113,1699,1608,2270,2065,1016,1522,198,12914
LGA57910,97,560,392,307,283,254,139,222,32,2286,44,280,160,92,57,76,34,47,13,811,20,177,72,32,19,33,12,17,22,405,2293,10255,8463,8604,14480,14095,6746,9262,1189,75381
LGA57980,20,163,126,99,92,88,49,94,12,749,11,84,50,42,16,22,15,11,4,267,4,54,22,14,5,12,4,8,7,130,1137,3514,3062,2977,4841,5360,2432,4069,405,27793
LGA58050,69,223,205,176,192,203,89,175,19,1353,19,148,89,63,36,43,19,71,15,501,14,59,29,26,5,17,5,22,10,186,1819,6610,5374,5765,11066,10765,5488,8559,923,56371
LGA58190,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,3,5,12,15,22,20,29,17,46,3,170
LGA58260,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,10,9,9,29,8,26,0,119
LGA58330,7,17,13,10,0,5,3,12,3,68,0,14,3,0,0,3,3,10,0,30,0,4,0,3,0,4,5,0,0,18,46,151,120,100,71,109,70,161,17,858
LGA58400,3,3,0,0,0,0,0,3,0,10,0,3,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,9,8,20,7,6,24,11,50,3,154
LGA58470,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,3,5,3,11,0,40
LGA58510,38,128,135,84,110,98,41,90,6,725,12,67,30,31,23,16,8,21,5,222,7,18,14,9,6,9,7,7,0,79,884,3052,2974,3051,5779,5542,2477,3681,463,27910
LGA58540,0,7,5,5,0,0,4,5,0,34,4,4,0,3,0,3,0,3,0,19,0,0,0,0,0,0,0,4,0,12,20,42,39,41,38,64,55,180,3,475
LGA58570,25,126,97,75,77,72,45,70,8,595,10,50,37,23,20,27,12,11,4,192,3,41,8,17,5,7,3,3,4,92,668,2541,2414,2249,3792,4126,1993,2770,305,20856
LGA58610,3,9,3,10,4,5,3,8,0,41,3,5,0,3,3,0,0,0,0,20,0,5,3,0,0,0,0,3,3,13,35,92,61,82,47,135,68,154,13,688
LGA58680,0,0,4,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,12,12,10,8,16,12,29,14,61,0,157
LGA58760,55,197,178,134,121,124,55,136,21,1028,7,86,61,47,25,32,8,37,10,319,12,53,28,15,9,21,5,9,8,142,1346,6383,4712,5191,7791,7839,3756,6328,769,44105
LGA58820,10,6,4,7,9,7,3,17,0,61,0,3,0,0,0,6,3,6,0,22,0,0,3,0,3,3,0,0,3,17,123,109,131,133,559,317,268,433,36,2111
LGA58890,0,9,3,3,0,3,0,4,0,26,0,3,3,3,0,3,0,6,0,18,4,3,0,0,0,0,0,6,0,24,12,56,46,34,26,42,29,124,5,380
LGA59030,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,0,3,0,7,0,0,0,3,0,0,0,0,0,6,11,10,7,7,15,17,47,163,7,290
LGA59090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,3,6,0,4,0,4,0,4,0,26,0,3,0,5,0,0,0,3,0,12,0,3,0,0,0,0,0,3,0,9,15,48,22,25,26,33,23,99,8,296
LGA59170,3,8,5,3,4,3,3,3,0,28,3,3,3,0,3,7,0,7,0,24,0,3,3,3,0,0,0,0,0,16,21,44,47,44,31,60,41,162,8,456
LGA59250,0,0,0,0,0,0,4,10,0,19,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,69,16,32,30,45,26,55,502,9,787
LGA59310,0,4,7,3,0,6,3,3,0,34,0,3,0,0,0,0,0,3,3,13,0,6,0,0,0,0,0,4,0,14,25,79,53,75,48,134,96,163,16,688
LGA59320,0,0,3,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,27,13,18,16,21,20,12,68,4,190
LGA59330,0,0,0,3,0,0,0,0,0,9,0,3,5,0,0,3,0,3,0,10,0,5,3,0,0,0,0,0,0,9,9,29,17,26,19,27,15,66,4,212
LGA59340,4,7,8,8,9,8,5,12,0,63,3,3,4,0,3,3,5,4,0,23,0,0,0,4,0,3,0,3,0,14,191,157,134,224,384,443,300,977,59,2867
LGA59350,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,4,0,5,0,0,0,3,0,0,0,0,0,3,45,32,17,21,26,38,27,266,8,495
LGA59360,0,3,0,3,3,4,0,21,0,43,0,0,0,0,0,0,0,7,0,12,0,3,0,0,0,0,0,0,0,12,80,64,52,60,81,69,61,794,36,1290
LGA59370,3,15,3,13,6,7,7,17,0,71,0,10,3,0,0,5,0,11,0,30,0,7,3,3,0,0,0,3,0,14,36,178,110,149,102,133,84,223,18,1029
LGA59499,151,420,248,209,103,133,71,182,30,1547,48,170,67,61,28,33,15,41,12,474,37,63,40,19,8,15,3,17,22,229,3494,7379,5206,6234,5877,9732,4125,11072,1251,54378
LGA59799,0,0,0,0,0,0,0,9,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,169,39,16,21,31,37,35,1225,31,1595
LGA59898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,4,30,13,9,3,3,0,12,5,73,3,9,6,3,0,4,3,8,0,36,3,4,7,0,0,3,0,3,0,17,92,315,220,258,235,216,120,203,33,1700
LGA60410,3,14,4,8,9,18,0,8,3,75,0,8,4,5,7,5,0,0,0,26,3,6,0,0,0,3,0,0,3,12,120,365,269,319,526,495,267,388,46,2792
LGA60610,11,60,27,24,40,36,10,20,0,241,3,23,16,7,9,8,3,14,5,84,0,10,4,13,0,3,3,3,9,47,404,1279,1137,1355,2223,1576,893,1260,173,10298
LGA60810,13,34,38,21,14,23,11,26,11,186,7,18,16,6,6,5,4,8,10,70,0,13,7,6,3,5,0,5,6,55,256,851,686,775,876,892,498,700,110,5661
LGA61010,0,3,10,5,3,3,3,7,0,38,0,5,0,3,0,0,0,6,0,26,0,0,3,4,0,0,0,3,0,15,35,63,74,67,88,125,55,150,28,681
LGA61210,7,18,20,17,18,11,6,26,0,117,3,8,7,7,6,3,3,9,0,46,4,6,3,4,0,7,3,5,5,41,171,398,376,404,620,554,349,667,69,3604
LGA61410,30,115,80,65,56,36,17,49,7,457,9,69,25,18,6,16,4,12,4,152,0,33,13,13,3,4,0,6,12,88,614,2242,1765,2118,3154,2478,1229,1584,220,15404
LGA61510,3,20,9,13,11,9,3,13,3,87,0,10,5,0,3,0,0,5,0,31,0,3,0,3,3,0,0,0,3,22,100,311,261,316,369,336,241,329,61,2314
LGA61610,21,90,41,33,35,35,24,38,6,318,3,40,17,10,0,9,5,3,9,103,3,17,16,4,3,3,0,9,8,57,574,1607,1278,1524,2316,1715,1047,1350,205,11619
LGA61810,3,15,9,12,7,14,0,23,0,86,0,10,3,3,0,7,0,5,0,28,3,5,3,3,0,0,0,4,0,29,89,295,218,229,283,266,151,403,43,1974
LGA62010,0,7,8,3,0,0,3,3,0,28,0,0,6,0,0,0,3,0,0,12,0,4,3,0,0,0,0,0,0,11,14,49,44,56,39,61,27,58,15,357
LGA62210,4,6,7,3,14,10,5,12,0,65,0,13,0,6,0,4,0,3,0,29,3,3,3,0,0,0,0,6,3,22,98,212,236,260,424,426,404,352,54,2474
LGA62410,9,27,6,13,4,7,3,7,3,75,0,8,11,8,3,4,0,7,3,39,0,10,5,3,0,3,0,0,3,24,90,255,151,211,209,185,104,213,42,1462
LGA62610,14,118,87,60,59,58,26,49,11,475,13,53,31,13,8,18,4,12,4,151,5,17,13,6,6,3,4,5,12,79,653,2112,1850,2294,4117,3365,1930,2068,365,18742
LGA62810,61,345,213,180,197,136,72,145,19,1362,22,143,58,40,33,27,19,34,9,394,8,85,27,18,14,10,10,11,19,204,2200,6195,5690,7107,11978,7745,4268,5506,652,51337
LGA63010,9,48,22,34,18,22,0,23,3,183,6,30,5,3,5,5,5,3,3,73,3,13,4,6,3,3,3,6,4,43,154,654,517,606,626,726,308,570,100,4258
LGA63210,5,15,11,4,5,4,0,14,0,63,0,6,8,3,0,3,0,3,0,23,0,3,0,4,0,3,3,4,0,24,82,213,150,151,158,174,130,252,25,1341
LGA63410,9,7,3,6,4,0,0,12,0,41,0,3,0,0,0,0,0,0,0,6,0,7,8,0,4,0,3,0,0,19,54,75,55,91,113,133,73,158,12,766
LGA63610,7,106,67,21,27,29,12,27,10,299,11,39,17,11,6,9,3,12,5,110,3,26,10,11,0,0,4,3,4,60,331,1612,1089,1202,1337,1234,678,978,137,8594
LGA63810,11,35,21,18,10,18,3,18,3,129,3,17,6,16,0,11,0,6,4,63,0,4,3,3,6,3,3,5,4,31,165,402,427,542,584,511,262,439,64,3403
LGA64010,54,220,154,127,110,94,46,83,20,920,15,104,38,35,20,23,11,30,10,289,9,74,18,8,9,10,0,9,10,153,1323,4276,3819,4593,7208,5160,2711,3640,539,33266
LGA64210,19,52,29,18,15,25,6,44,13,223,3,26,19,6,3,13,5,17,4,96,0,10,7,12,4,3,0,18,0,55,244,724,656,744,896,827,456,854,104,5503
LGA64610,9,43,33,24,12,10,17,35,8,188,0,25,11,12,5,8,3,12,0,67,6,15,9,5,0,4,9,8,5,64,177,496,424,654,984,757,478,748,79,4797
LGA64810,5,28,11,8,12,6,8,17,5,95,3,17,7,5,3,5,0,4,0,36,0,11,0,3,0,0,3,3,0,24,115,483,350,362,366,373,153,289,42,2533
LGA65010,3,12,4,8,3,7,4,14,5,63,0,8,3,0,0,7,0,13,0,40,3,5,7,3,0,5,0,3,0,25,40,141,128,153,122,144,80,259,23,1090
LGA65210,3,8,5,7,3,4,3,5,0,46,0,4,0,3,0,0,3,3,0,22,0,0,0,0,0,0,3,0,0,12,41,135,90,109,87,75,50,92,16,704
LGA65410,6,24,16,13,3,6,6,24,0,109,3,12,9,7,0,3,0,8,5,46,0,10,0,8,0,0,3,4,3,26,163,525,441,438,581,493,387,700,80,3819
LGA65610,3,11,6,4,3,0,3,17,0,47,4,3,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,11,107,205,152,155,208,187,292,540,53,1907
LGA65810,18,41,25,23,20,16,5,14,5,166,0,22,16,8,5,5,3,5,0,70,3,12,6,5,0,0,0,0,0,33,198,680,510,523,572,491,274,451,67,3769
LGA69090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69499,24,83,51,32,13,25,7,29,6,278,7,22,17,15,3,5,0,7,13,85,4,20,7,3,4,3,0,3,7,54,518,1454,963,1119,1132,1649,727,1317,250,9132
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,3,3,3,28,0,55
LGA69898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,22,37,34,36,59,56,28,62,9,348,4,21,16,17,14,9,8,19,4,109,3,12,10,8,0,3,3,11,0,43,486,779,679,1065,3182,2289,1203,1982,222,11881
LGA70420,0,4,6,3,18,11,3,16,3,67,0,3,0,0,0,4,3,8,0,17,0,0,0,0,0,0,3,0,0,6,84,104,98,190,478,318,123,554,69,2006
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,6,3,29
LGA70620,4,0,0,0,6,0,0,15,0,31,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,4,98,64,63,122,216,133,86,409,27,1215
LGA70700,0,3,9,3,4,4,0,8,0,28,0,0,0,0,3,3,0,0,3,8,0,0,0,0,0,0,0,3,0,7,21,38,36,45,104,138,45,154,22,607
LGA71000,55,123,105,114,244,205,63,191,21,1131,23,72,30,36,47,42,23,42,11,324,7,36,12,21,16,13,7,19,7,142,1849,3073,3143,3989,11081,9145,4774,7909,1001,45963
LGA71300,4,3,3,8,11,10,3,12,4,56,0,5,3,5,3,0,0,5,0,19,0,0,0,0,3,0,0,3,3,7,171,146,219,295,448,448,270,795,142,2933
LGA72200,6,14,25,8,27,23,9,22,0,140,4,14,0,0,15,5,5,12,0,53,0,5,0,3,3,0,0,4,0,22,190,258,206,303,991,819,478,1047,78,4376
LGA72300,17,30,26,28,39,28,25,88,5,295,0,11,9,4,13,12,7,20,3,82,3,11,0,3,4,7,0,8,0,34,905,626,568,687,1785,2239,1494,7014,345,15659
LGA72330,4,7,6,4,18,15,3,21,0,77,0,5,0,3,3,3,0,4,0,18,0,3,0,0,3,0,3,0,0,10,133,107,152,161,468,496,269,554,90,2422
LGA72800,3,25,9,25,22,12,6,19,3,132,0,7,4,6,9,11,3,7,0,45,0,3,0,3,0,3,0,0,0,18,291,713,575,761,1636,1278,706,1280,155,7396
LGA73600,0,6,3,0,7,9,3,15,0,47,0,3,5,0,4,0,0,3,3,15,0,3,0,0,0,0,0,0,3,6,62,124,88,114,262,201,96,443,143,1539
LGA74050,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,17,115,28,65,112,71,31,84,38,567
LGA74550,0,0,3,0,3,3,4,7,0,22,0,0,0,3,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,6,16,60,46,58,111,105,49,197,33,678
LGA74560,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,6,3,3,5,8,6,3,46
LGA74660,0,0,3,4,3,7,0,6,3,28,3,3,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,3,8,73,84,94,87,357,287,95,316,110,1505
LGA74680,0,0,0,0,0,0,3,6,0,18,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,25,29,36,57,174,118,39,123,23,620
LGA79090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79399,16,10,3,10,22,11,8,45,4,127,3,4,0,0,8,3,4,12,0,35,0,3,0,0,3,0,0,0,0,9,321,296,257,341,949,1304,644,2288,126,6534
LGA79499,12,18,10,3,6,16,4,22,3,98,7,12,4,0,3,0,6,4,0,29,4,0,0,3,0,4,0,3,0,20,334,295,225,297,358,561,299,1194,109,3674
LGA79799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,4,4,7,60,3,91
LGA79898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89399,273,908,618,568,737,663,311,543,65,4678,76,413,232,171,149,149,71,136,38,1437,46,250,80,66,49,60,17,46,54,665,9400,20815,17212,21208,51430,44855,23313,29131,3273,220639
LGA89499,12,54,30,31,17,31,12,12,0,199,4,22,6,4,0,3,4,4,5,53,4,15,3,0,0,0,0,0,4,32,317,1019,574,659,860,1521,641,1078,157,6817
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,7,24,9,20,36,24,14,30,6,167,0,13,4,0,10,7,5,7,0,54,0,11,3,5,0,0,0,10,3,35,168,227,177,244,591,410,319,476,75,2692
LGA99499,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,8,6,7,4,22,4,31,6,118
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
