LGA_CODE_2016,SOLSEWVW_Min_96_00,SOLSEWVW_Min_01_05,SOLSEWVW_Min_06_10,SOLSEWVW_Min_11_15,SOLSEWVW_Min_2016,SOLSEWVW_Min_NS,SOLSEWVW_Min_Tot,SOLSEWVW_Mnf_Bf_91,SOLSEWVW_Mnf_91_95,SOLSEWVW_Mnf_96_00,SOLSEWVW_Mnf_01_05,SOLSEWVW_Mnf_06_10,SOLSEWVW_Mnf_11_15,SOLSEWVW_Mnf_2016,SOLSEWVW_Mnf_NS,SOLSEWVW_Mnf_Tot,SOLSEWVW_EGWWS_Bf_91,SOLSEWVW_EGWWS_91_95,SOLSEWVW_EGWWS_96_00,SOLSEWVW_EGWWS_01_05,SOLSEWVW_EGWWS_06_10,SOLSEWVW_EGWWS_11_15,SOLSEWVW_EGWWS_2016,SOLSEWVW_EGWWS_NS,SOLSEWVW_EGWWS_Tot,SOLSEWVW_Const_Bf_91,SOLSEWVW_Const_91_95,SOLSEWVW_Const_96_00,SOLSEWVW_Const_01_05,SOLSEWVW_Const_06_10,SOLSEWVW_Const_11_15,SOLSEWVW_Const_2016,SOLSEWVW_Const_NS,SOLSEWVW_Const_Tot,SOLSEWVW_WST_Bf_91,SOLSEWVW_WST_91_95,SOLSEWVW_WST_96_00,SOLSEWVW_WST_01_05,SOLSEWVW_WST_06_10,SOLSEWVW_WST_11_15,SOLSEWVW_WST_2016,SOLSEWVW_WST_NS,SOLSEWVW_WST_Tot,SOLSEWVW_RetT_Bf_91,SOLSEWVW_RetT_91_95,SOLSEWVW_RetT_96_00,SOLSEWVW_RetT_01_05,SOLSEWVW_RetT_06_10,SOLSEWVW_RetT_11_15,SOLSEWVW_RetT_2016,SOLSEWVW_RetT_NS,SOLSEWVW_RetT_Tot,SOLSEWVW_AcFd_Bf_91,SOLSEWVW_AcFd_91_95,SOLSEWVW_AcFd_96_00,SOLSEWVW_AcFd_01_05,SOLSEWVW_AcFd_06_10,SOLSEWVW_AcFd_11_15,SOLSEWVW_AcFd_2016,SOLSEWVW_AcFd_NS,SOLSEWVW_AcFd_Tot,SOLSEWVW_TPW_Bf_91,SOLSEWVW_TPW_91_95,SOLSEWVW_TPW_96_00,SOLSEWVW_TPW_01_05,SOLSEWVW_TPW_06_10,SOLSEWVW_TPW_11_15,SOLSEWVW_TPW_2016,SOLSEWVW_TPW_NS,SOLSEWVW_TPW_Tot,SOLSEWVW_IMT_Bf_91,SOLSEWVW_IMT_91_95,SOLSEWVW_IMT_96_00,SOLSEWVW_IMT_01_05,SOLSEWVW_IMT_06_10,SOLSEWVW_IMT_11_15,SOLSEWVW_IMT_2016,SOLSEWVW_IMT_NS,SOLSEWVW_IMT_Tot,SOLSEWVW_FinIns_Bf_91,SOLSEWVW_FinIns_91_95,SOLSEWVW_FinIns_96_00,SOLSEWVW_FinIns_01_05,SOLSEWVW_FinIns_06_10,SOLSEWVW_FinIns_11_15,SOLSEWVW_FinIns_2016,SOLSEWVW_FinIns_NS,SOLSEWVW_FinIns_Tot,SOLSEWVW_RHRE_Bf_91,SOLSEWVW_RHRE_91_95,SOLSEWVW_RHRE_96_00,SOLSEWVW_RHRE_01_05,SOLSEWVW_RHRE_06_10,SOLSEWVW_RHRE_11_15,SOLSEWVW_RHRE_2016,SOLSEWVW_RHRE_NS,SOLSEWVW_RHRE_Tot,SOLSEWVW_ProSTS_Bf_91,SOLSEWVW_ProSTS_91_95,SOLSEWVW_ProSTS_96_00,SOLSEWVW_ProSTS_01_05,SOLSEWVW_ProSTS_06_10,SOLSEWVW_ProSTS_11_15,SOLSEWVW_ProSTS_2016,SOLSEWVW_ProSTS_NS,SOLSEWVW_ProSTS_Tot,SOLSEWVW_AdSup_Bf_91,SOLSEWVW_AdSup_91_95,SOLSEWVW_AdSup_96_00,SOLSEWVW_AdSup_01_05,SOLSEWVW_AdSup_06_10,SOLSEWVW_AdSup_11_15,SOLSEWVW_AdSup_2016,SOLSEWVW_AdSup_NS,SOLSEWVW_AdSup_Tot,SOLSEWVW_PubAS_Bf_91,SOLSEWVW_PubAS_91_95,SOLSEWVW_PubAS_96_00,SOLSEWVW_PubAS_01_05,SOLSEWVW_PubAS_06_10,SOLSEWVW_PubAS_11_15,SOLSEWVW_PubAS_2016,SOLSEWVW_PubAS_NS,SOLSEWVW_PubAS_Tot,SOLSEWVW_EdTrn_Bf_91,SOLSEWVW_EdTrn_91_95,SOLSEWVW_EdTrn_96_00,SOLSEWVW_EdTrn_01_05,SOLSEWVW_EdTrn_06_10,SOLSEWVW_EdTrn_11_15,SOLSEWVW_EdTrn_2016,SOLSEWVW_EdTrn_NS,SOLSEWVW_EdTrn_Tot,SOLSEWVW_HC_SA_Bf_91,SOLSEWVW_HC_SA_91_95,SOLSEWVW_HC_SA_96_00,SOLSEWVW_HC_SA_01_05,SOLSEWVW_HC_SA_06_10,SOLSEWVW_HC_SA_11_15,SOLSEWVW_HC_SA_2016,SOLSEWVW_HC_SA_NS,SOLSEWVW_HC_SA_Tot,SOLSEWVW_ArtsR_Bf_91,SOLSEWVW_ArtsR_91_95,SOLSEWVW_ArtsR_96_00,SOLSEWVW_ArtsR_01_05,SOLSEWVW_ArtsR_06_10,SOLSEWVW_ArtsR_11_15,SOLSEWVW_ArtsR_2016,SOLSEWVW_ArtsR_NS,SOLSEWVW_ArtsR_Tot,SOLSEWVW_OthSvs_Bf_91,SOLSEWVW_OthSvs_91_95,SOLSEWVW_OthSvs_96_00,SOLSEWVW_OthSvs_01_05,SOLSEWVW_OthSvs_06_10,SOLSEWVW_OthSvs_11_15,SOLSEWVW_OthSvs_2016,SOLSEWVW_OthSvs_NS,SOLSEWVW_OthSvs_Tot,SOLSEWVW_IDNS_Bf_91,SOLSEWVW_IDNS_91_95,SOLSEWVW_IDNS_96_00,SOLSEWVW_IDNS_01_05,SOLSEWVW_IDNS_06_10,SOLSEWVW_IDNS_11_15,SOLSEWVW_IDNS_2016,SOLSEWVW_IDNS_NS,SOLSEWVW_IDNS_Tot,SOLSEWVW_Tot_Bf_91,SOLSEWVW_Tot_91_95,SOLSEWVW_Tot_96_00,SOLSEWVW_Tot_01_05,SOLSEWVW_Tot_06_10,SOLSEWVW_Tot_11_15,SOLSEWVW_Tot_2016,SOLSEWVW_Tot_NS,SOLSEWVW_Tot_Tot,SOLSE_NWNA_AGFF_Bf_91,SOLSE_NWNA_AGFF_91_95,SOLSE_NWNA_AGFF_96_00,SOLSE_NWNA_AGFF_01_05,SOLSE_NWNA_AGFF_06_10,SOLSE_NWNA_AGFF_11_15,SOLSE_NWNA_AGFF_2016,SOLSE_NWNA_AGFF_NS,SOLSE_NWNA_AGFF_Tot,SOLSE_NWNA_Min_Bf_91,SOLSE_NWNA_Min_91_95,SOLSE_NWNA_Min_96_00,SOLSE_NWNA_Min_01_05,SOLSE_NWNA_Min_06_10,SOLSE_NWNA_Min_11_15,SOLSE_NWNA_Min_2016,SOLSE_NWNA_Min_NS,SOLSE_NWNA_Min_Tot,SOLSE_NWNA_Mnf_Bf_91,SOLSE_NWNA_Mnf_91_95,SOLSE_NWNA_Mnf_96_00,SOLSE_NWNA_Mnf_01_05
LGA34860,0,0,12,18,0,0,37,0,0,0,3,4,7,0,0,18,0,0,0,0,5,0,0,0,10,4,0,0,0,7,7,0,0,9,0,0,0,0,4,3,0,0,5,0,0,4,0,18,13,0,0,32,0,0,0,0,40,22,3,3,69,0,3,3,0,8,0,0,0,12,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,8,0,0,0,10,0,0,0,0,3,6,0,0,6,0,0,0,0,8,3,0,0,17,0,0,4,0,11,6,0,0,19,0,0,4,4,28,14,0,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,8,0,0,0,4,6,6,0,0,17,15,10,22,23,162,120,3,6,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34880,0,0,0,0,0,0,0,10,0,3,0,7,9,0,0,41,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,7,12,0,4,4,9,6,0,4,40,13,3,3,0,12,9,0,0,45,3,0,0,4,0,6,0,0,15,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,3,0,3,0,0,0,8,4,0,0,0,4,4,0,0,13,4,4,0,7,3,0,0,0,24,4,0,3,4,3,0,0,0,16,11,0,9,4,19,9,0,0,50,9,0,0,0,0,0,0,0,8,3,0,0,0,6,0,0,0,10,3,3,0,0,7,3,0,3,20,166,19,39,38,103,107,6,19,502,6,0,0,0,4,20,4,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35010,0,4,11,6,0,0,29,88,38,45,46,136,93,9,4,464,16,7,8,9,22,14,0,0,73,85,34,34,55,95,70,0,3,382,26,18,11,25,33,31,0,0,150,136,54,79,125,244,195,9,10,855,94,28,51,102,273,241,20,28,830,40,12,30,24,102,42,4,0,254,8,0,5,7,15,14,0,0,53,13,7,12,7,40,27,0,0,107,23,6,17,11,34,20,0,0,101,66,25,41,65,120,65,3,5,383,39,12,22,21,80,74,9,7,266,43,18,18,20,39,22,0,0,154,96,30,47,77,121,63,3,3,435,249,120,180,265,682,391,14,22,1922,12,0,0,10,14,4,0,0,43,41,14,29,24,85,70,9,7,276,74,23,36,59,110,88,15,26,442,1191,451,678,987,2290,1655,168,160,7577,3,3,3,14,6,141,117,114,403,0,0,0,0,0,0,0,0,0,7,3,11,0
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,13,14,63,47,0,0,155,3,0,0,0,3,9,0,0,13,0,0,0,0,3,0,0,0,8,4,0,0,0,10,4,0,0,21,0,0,0,0,6,3,0,0,11,3,3,3,9,28,15,0,0,65,11,3,3,5,33,41,3,3,100,4,0,0,3,12,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,3,0,0,12,6,0,0,0,12,5,0,0,35,7,3,0,6,9,11,0,0,44,4,4,3,9,8,9,0,0,34,18,0,7,27,62,50,5,0,178,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,0,3,25,3,0,0,4,3,4,0,0,21,97,22,35,83,278,228,15,9,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35600,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,12,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,3,0,0,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,21,32,9,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,0,0,4,3,0,0,7,10,0,9,3,13,3,0,0,37,0,0,0,0,0,0,0,0,0,11,6,3,7,7,11,0,0,38,8,0,0,4,11,0,0,0,22,27,11,12,10,21,23,0,0,96,43,13,28,38,96,113,15,3,350,5,0,0,3,3,5,0,0,13,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,8,8,0,0,6,3,8,0,0,22,11,0,3,13,15,16,0,0,63,12,4,6,0,6,13,0,0,44,10,3,3,0,3,0,0,0,22,18,6,3,8,6,16,0,3,62,30,9,20,31,56,43,0,0,179,3,0,7,0,9,8,0,0,21,9,3,3,6,18,6,3,0,54,6,4,0,9,4,11,0,3,38,206,68,92,135,285,276,21,14,1097,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35760,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,5,3,0,0,0,0,4,0,0,8,0,0,0,3,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,5,31,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,12,25,14,0,13,8,37,104,20,47,243,0,0,0,0,8,29,8,10,54,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,6,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,11,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,0,0,6,4,0,0,11,55,21,19,46,108,73,3,5,339,0,0,3,3,0,4,0,0,14,48,5,21,18,38,25,4,8,161,17,3,9,8,16,7,0,0,62,58,16,31,48,82,58,5,5,293,50,10,32,32,148,75,4,5,355,26,4,10,9,27,13,0,0,81,10,0,4,3,7,5,0,0,27,7,0,9,9,3,10,0,0,35,23,12,3,6,11,4,0,0,58,35,13,19,33,49,25,0,0,177,26,3,6,11,39,46,5,3,146,14,4,9,15,16,13,0,0,68,42,22,15,39,37,26,0,3,180,162,57,65,99,212,140,9,14,752,0,0,0,3,3,3,0,0,9,16,14,13,8,22,25,0,0,102,25,5,15,27,50,27,4,4,158,619,202,281,422,889,600,33,49,3095,0,0,0,0,3,9,0,3,12,0,0,0,0,0,0,0,0,0,5,6,0,3
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,7,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,0,8,12,7,0,0,27,16,0,9,33,102,99,3,3,263,3,4,5,12,17,6,0,0,41,5,8,0,4,7,3,0,0,32,8,3,0,6,17,20,0,0,52,4,10,9,13,33,26,0,0,85,22,11,3,11,86,46,3,3,195,7,6,6,16,42,5,0,0,78,0,0,3,0,0,3,0,0,13,0,0,0,0,6,3,0,3,15,0,0,0,0,11,7,0,0,14,3,0,0,0,24,18,0,0,55,3,3,0,3,14,11,0,0,35,13,3,5,18,19,6,0,0,65,19,8,13,24,41,34,7,3,155,56,11,39,85,224,202,15,3,635,3,0,0,0,0,0,0,0,3,0,0,4,3,39,24,0,5,70,0,0,5,3,21,14,3,3,64,174,67,110,239,721,545,29,33,1914,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,34
LGA36510,0,0,0,0,0,0,0,12,0,4,3,8,0,0,0,28,5,0,0,0,3,0,0,0,8,4,0,0,0,7,0,0,0,14,0,0,0,0,3,3,4,0,15,5,0,3,0,11,3,0,0,27,7,0,7,6,58,33,3,3,117,0,0,0,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,3,3,0,3,4,7,0,0,13,3,0,0,3,3,4,0,0,16,3,0,0,0,5,4,0,0,18,6,0,8,3,3,4,0,0,35,9,11,13,30,32,17,0,0,108,3,0,0,0,0,0,0,0,9,3,3,0,4,0,0,0,0,13,7,0,0,3,8,3,0,0,23,80,27,47,70,159,100,11,9,509,0,0,0,10,7,10,7,13,46,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36580,0,0,0,0,0,0,0,6,4,8,14,74,97,21,15,226,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,3,3,0,10,0,0,0,4,11,4,0,0,14,4,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,3,0,0,3,0,0,0,0,9,8,0,3,3,9,13,0,0,35,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4,0,13,41,17,15,37,113,135,24,23,395,15,3,0,3,5,6,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36630,0,0,3,0,0,0,4,0,3,0,4,15,10,0,0,28,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,5,12,0,0,23,3,0,3,0,15,21,0,0,41,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,5,0,3,0,0,4,0,0,0,7,4,0,0,3,4,0,0,0,10,13,4,3,21,33,18,0,3,90,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,4,0,0,0,0,3,0,0,7,41,10,8,42,88,81,0,4,275,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36660,0,0,0,0,0,0,0,9,0,8,11,15,23,0,0,76,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,0,0,10,0,0,0,0,4,4,0,0,8,9,3,4,4,7,5,0,0,33,15,4,0,6,16,17,0,0,56,4,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,10,8,0,0,19,4,0,0,0,0,6,0,0,12,0,0,3,3,3,0,0,0,12,7,6,6,0,3,3,0,0,20,10,4,3,6,24,12,0,3,63,0,0,0,0,0,0,0,0,3,5,3,0,0,5,3,0,0,17,6,0,0,0,3,5,0,3,24,89,28,33,42,113,118,8,15,444,0,0,0,0,7,9,6,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36720,3,0,20,11,0,0,57,43,12,21,26,82,75,4,0,258,10,0,8,3,3,0,0,0,22,44,11,25,22,40,26,3,0,171,15,5,10,10,20,19,0,0,82,87,19,43,69,142,103,12,11,478,104,32,57,85,310,348,24,19,985,20,10,20,21,57,30,4,4,169,4,3,3,3,11,3,0,0,35,9,0,11,17,33,28,3,0,94,19,0,7,13,10,19,0,3,74,56,15,19,47,95,72,3,3,315,27,11,18,22,58,72,4,6,219,32,11,8,13,23,13,0,0,101,68,23,30,52,82,73,5,6,347,144,60,81,143,329,257,8,12,1028,20,3,3,11,19,13,3,0,71,27,15,15,14,58,57,3,3,194,40,13,21,26,74,62,6,9,261,796,260,406,612,1499,1334,113,88,5108,0,0,0,10,0,51,25,43,130,0,0,0,0,0,0,0,0,0,0,0,3,3
LGA36820,0,0,0,3,0,0,6,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,7,3,0,0,0,5,10,0,3,20,6,0,3,5,6,6,0,0,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,8,3,0,0,0,0,5,0,0,10,7,0,0,0,6,0,0,0,11,8,0,3,7,4,5,0,0,20,9,4,11,9,13,18,0,0,68,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,6,0,0,3,0,4,0,0,7,73,8,25,36,67,100,17,13,341,0,0,0,0,0,21,7,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36910,0,0,8,10,0,0,31,13,4,10,45,133,119,3,7,334,9,3,3,6,21,4,0,0,47,19,4,3,14,31,33,0,0,108,6,5,0,22,33,24,0,3,97,19,11,14,41,106,109,3,3,310,15,9,4,35,126,128,19,8,340,12,0,11,19,52,17,3,3,103,0,0,0,0,4,4,0,0,8,10,0,5,13,12,18,0,0,54,0,0,0,6,3,3,0,0,14,10,8,6,29,48,27,7,0,136,10,0,4,19,36,58,12,7,149,26,3,18,24,38,16,5,3,142,60,22,37,73,124,71,7,3,397,83,38,70,145,387,252,12,11,997,3,0,0,8,3,6,0,0,22,14,5,8,13,52,39,7,0,122,13,3,3,19,59,56,3,3,158,327,132,203,540,1371,1115,91,59,3840,0,0,3,3,20,14,0,4,49,0,0,0,0,0,0,0,0,0,0,0,0,13
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,5,3,3,0,13,3,0,0,5,3,0,0,0,12,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,5,0,6,0,5,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,29,4,8,3,10,21,3,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
