LGA_CODE_2016,P_75ov_EWFT,P_75ov_EWPT,P_75ov_EAFW,P_75ov_EHW_NS,P_75ov_Tot,P_Tot_EWFT,P_Tot_EWPT,P_Tot_EAFW,P_Tot_EHW_NS,P_Tot_Tot
LGA15950,91,188,8,16,308,54275,15139,1866,1106,72386
LGA15990,169,504,31,41,740,50092,34375,2349,1408,88217
LGA16100,15,15,4,4,32,1475,593,65,61,2190
LGA16150,30,58,8,15,108,11867,6083,702,330,18974
LGA16200,27,40,6,7,83,3515,1740,247,132,5634
LGA16260,110,244,22,25,407,95073,34995,4291,2831,137198
LGA16350,67,125,10,21,220,42702,22330,2148,1341,68524
LGA16380,56,105,9,17,192,15297,10705,1003,528,27531
LGA16400,41,86,7,8,133,16074,8398,918,463,25849
LGA16490,49,67,4,8,134,9488,4488,467,268,14713
LGA16550,75,162,9,18,257,28723,15963,1413,935,47040
LGA16610,31,35,9,11,85,3811,2675,254,172,6912
LGA16650,34,78,3,4,123,15766,9427,840,605,26641
LGA16700,68,192,14,32,302,60367,20926,2260,1482,85034
LGA16900,12,26,6,11,58,9053,7246,624,282,17200
LGA16950,49,119,12,27,206,18467,13566,1305,760,34092
LGA17000,28,30,4,8,68,11007,3590,593,325,15517
LGA17040,69,51,9,15,135,6137,3099,304,220,9757
LGA17080,43,38,4,6,93,3655,1823,226,153,5865
LGA17100,31,70,3,11,117,14742,6160,580,498,21971
LGA17150,88,236,21,21,361,36879,27437,1984,1215,67504
LGA17200,461,728,73,95,1364,374974,101598,14553,8263,499390
LGA17310,95,102,11,20,235,15831,7879,903,512,25123
LGA17350,9,21,3,3,33,1385,792,85,62,2331
LGA17400,29,25,3,10,59,1224,761,85,67,2148
LGA17420,78,211,14,26,334,41356,23901,1799,1297,68355
LGA17550,69,124,12,16,221,14269,11209,913,608,26997
LGA17620,39,47,6,11,108,2997,1743,174,100,5018
LGA17640,27,25,0,3,60,1058,647,55,45,1807
LGA17650,18,15,3,4,38,732,416,44,36,1227
LGA17750,67,97,5,24,197,19718,9275,1061,578,30629
LGA17850,18,16,0,0,42,875,422,41,30,1372
LGA17900,22,16,0,0,40,1349,612,73,67,2102
LGA17950,19,13,3,3,36,779,253,37,22,1091
LGA18020,51,34,7,7,101,1812,1032,99,75,3015
LGA18050,40,131,6,16,193,13320,9982,597,452,24359
LGA18100,24,20,3,0,40,791,381,37,37,1243
LGA18200,15,14,0,7,35,1821,743,108,72,2744
LGA18230,68,111,4,21,208,14286,6245,757,424,21715
LGA18250,69,195,12,14,295,39706,17111,1656,996,59466
LGA18350,78,149,11,10,253,9872,7183,524,297,17876
LGA18400,25,40,5,6,76,7026,3441,377,230,11076
LGA18450,76,146,20,35,280,44905,29144,2761,1336,78143
LGA18500,84,215,8,14,320,11596,7628,480,393,20092
LGA18710,28,27,8,6,67,1944,1267,132,77,3423
LGA19090,0,0,0,0,0,0,0,0,0,0
LGA19399,3,7,0,5,10,580,193,45,26,846
LGA19499,130,389,76,91,688,81622,51876,6077,3790,143362
LGA19799,0,0,0,0,0,52,18,9,0,90
LGA19898,0,0,0,0,0,0,0,0,0,0
LGA20110,23,26,5,6,63,2475,1827,203,106,4617
LGA20260,36,33,5,7,83,2911,1635,221,96,4865
LGA20570,58,111,9,26,203,25343,17496,1824,830,45492
LGA20660,41,131,15,16,206,21635,16948,1484,696,40759
LGA20740,39,76,10,10,131,4812,4511,574,199,10097
LGA20830,73,108,7,12,196,8992,6443,599,354,16390
LGA20910,44,185,10,15,247,15396,12799,824,520,29534
LGA21010,25,37,8,6,70,2746,1895,241,99,4981
LGA21110,105,354,25,21,510,41851,27006,2088,1156,72106
LGA21180,58,92,8,21,181,41674,21068,1796,1561,66102
LGA21270,19,20,3,7,48,1365,831,105,44,2345
LGA21370,52,93,9,25,179,8975,5372,644,349,15338
LGA21450,68,88,9,13,177,12949,9385,721,517,23576
LGA21610,64,141,8,18,232,34481,24836,1933,1315,62565
LGA21670,11,20,7,4,45,2102,1733,169,99,4102
LGA21750,44,46,4,9,106,5192,3475,412,184,9265
LGA21830,38,33,7,5,87,3996,2331,283,154,6758
LGA21890,67,105,16,9,197,28071,18799,1490,1054,49419
LGA22110,83,104,19,22,230,8180,6348,800,349,15681
LGA22170,53,103,6,11,182,23013,15648,1309,738,40714
LGA22250,25,34,4,4,69,2339,1483,167,112,4106
LGA22310,68,191,13,24,288,19798,16403,1095,680,37975
LGA22410,50,45,4,8,113,4196,2675,321,182,7374
LGA22490,17,25,3,3,53,1892,1315,131,87,3421
LGA22620,80,129,13,26,241,25312,17064,1894,773,45035
LGA22670,97,145,9,43,294,68205,25200,2501,2006,97913
LGA22750,110,248,20,39,417,53379,36981,3603,1668,95635
LGA22830,86,98,19,20,225,16764,9306,1192,605,27867
LGA22910,18,31,4,3,56,2194,2170,228,93,4688
LGA22980,16,19,4,8,48,1314,725,88,50,2171
LGA23110,29,57,3,7,101,23331,10144,990,729,35197
LGA23190,27,45,3,10,90,5114,3299,392,185,8991
LGA23270,88,103,13,26,239,59309,26145,2744,2018,90209
LGA23350,33,36,5,4,76,2664,1800,231,94,4795
LGA23430,97,220,14,17,355,46107,23950,1887,1267,73211
LGA23670,72,182,14,22,288,40993,22663,1979,1203,66838
LGA23810,39,98,10,16,164,16147,10080,1256,562,28046
LGA23940,34,32,6,0,69,1611,839,110,79,2643
LGA24130,25,67,4,7,106,6493,5885,499,265,13147
LGA24210,53,192,11,14,271,14180,13736,874,535,29330
LGA24250,25,24,4,0,49,1728,1295,121,67,3214
LGA24330,26,58,9,3,97,21620,14120,1136,783,37665
LGA24410,41,119,9,20,195,24782,15964,1264,773,42780
LGA24600,394,567,57,132,1150,314205,100677,14745,7263,436884
LGA24650,20,36,4,8,71,14173,9410,800,525,24909
LGA24780,57,65,3,14,140,11789,6386,716,432,19322
LGA24850,21,39,11,9,82,6114,4175,457,249,10991
LGA24900,47,54,8,13,129,6214,3517,536,272,10542
LGA24970,92,274,21,39,428,67662,32344,3009,1848,104862
LGA25060,60,99,10,12,174,20434,14435,1099,752,36722
LGA25150,28,32,3,4,66,3649,2576,226,146,6600
LGA25250,60,110,10,12,189,21693,15626,1119,857,39293
LGA25340,82,242,26,24,377,25350,21428,1728,956,49461
LGA25430,30,53,3,3,96,3698,2781,277,120,6878
LGA25490,40,48,3,4,100,3685,1787,236,139,5851
LGA25620,45,38,4,10,101,2159,1645,193,92,4096
LGA25710,15,56,0,6,81,6220,6440,392,251,13305
LGA25810,27,23,4,9,60,2766,1768,220,116,4868
LGA25900,86,172,16,26,298,53253,19364,1970,1255,75840
LGA25990,12,12,4,3,35,1149,693,112,52,2005
LGA26080,4,6,0,0,12,577,604,84,22,1279
LGA26170,66,68,20,18,172,5758,4117,465,238,10577
LGA26260,58,42,5,5,110,4018,2662,304,144,7137
LGA26350,98,246,18,26,398,30631,21973,1517,942,55061
LGA26430,41,51,4,9,107,1963,1316,146,108,3533
LGA26490,20,40,8,4,73,4319,4098,342,177,8932
LGA26610,34,33,5,8,87,5408,2819,381,241,8852
LGA26670,39,23,0,6,66,1120,753,90,52,2015
LGA26700,67,59,19,9,151,6471,4185,475,256,11383
LGA26730,19,26,4,3,50,7371,4869,525,237,13000
LGA26810,79,87,5,17,181,10134,5710,726,357,16934
LGA26890,34,25,3,0,64,1046,529,73,37,1677
LGA26980,58,237,21,30,342,40023,26570,2154,1169,69914
LGA27070,45,108,15,18,188,32059,20078,1711,1202,55053
LGA27170,19,32,4,3,62,11362,5842,706,340,18245
LGA27260,46,63,12,14,133,39299,20196,1799,1404,62691
LGA27350,83,157,12,21,278,53498,23938,2299,1400,81129
LGA27450,68,168,21,21,280,20404,17016,1468,750,39636
LGA27630,30,29,3,4,73,1491,894,105,69,2560
LGA29090,0,0,0,0,0,0,0,0,0,0
LGA29399,0,3,0,0,9,1513,562,34,49,2161
LGA29499,139,351,60,61,612,68404,42345,5166,3122,119037
LGA29799,0,0,0,0,0,110,24,22,9,155
LGA29898,0,0,0,0,0,0,0,0,0,0
LGA30250,0,0,0,0,0,201,60,14,7,286
LGA30300,18,15,0,3,40,1382,606,70,51,2108
LGA30370,35,27,3,0,66,3883,1632,206,116,5843
LGA30410,24,9,3,3,33,1053,317,47,45,1455
LGA30450,0,0,0,0,0,235,32,14,4,284
LGA30760,12,4,0,3,16,572,229,38,21,858
LGA30900,0,0,0,0,0,93,22,5,3,122
LGA31000,611,1313,104,198,2225,478249,208244,23407,11071,720965
LGA31750,4,0,0,0,3,128,22,11,8,165
LGA31820,78,107,11,28,221,18171,11411,997,663,31246
LGA31900,39,32,11,13,94,4767,2207,235,182,7388
LGA31950,0,0,0,0,0,269,115,15,22,428
LGA32080,116,148,22,26,311,41907,22072,2249,1242,67472
LGA32250,3,0,0,0,3,647,151,32,33,867
LGA32260,61,62,4,12,136,6960,3901,378,293,11533
LGA32270,36,31,3,10,79,11094,3762,755,354,15965
LGA32310,16,24,0,3,44,2696,1270,186,109,4251
LGA32330,0,0,0,0,3,235,142,16,7,405
LGA32450,8,0,0,0,13,2379,306,157,60,2900
LGA32500,7,3,0,3,12,2016,583,101,67,2775
LGA32600,0,3,0,0,3,123,48,3,11,184
LGA32750,3,0,0,0,5,221,47,9,4,281
LGA32770,0,0,0,0,3,239,93,17,22,361
LGA32810,25,33,6,0,59,3427,1870,171,142,5607
LGA33100,5,3,0,0,7,227,58,18,9,310
LGA33200,16,5,0,4,28,568,170,23,32,797
LGA33220,60,83,8,26,181,16106,11416,1046,572,29137
LGA33360,41,44,6,8,99,16809,7170,1021,470,25466
LGA33430,282,670,44,90,1088,142676,86818,6854,4347,240694
LGA33610,36,34,3,7,79,3144,1339,172,100,4757
LGA33620,71,56,7,16,150,8661,6120,601,340,15725
LGA33800,43,41,4,16,102,2633,1423,141,109,4308
LGA33830,0,0,0,0,0,40,14,3,4,63
LGA33960,60,98,9,14,183,38841,20696,2100,1146,62777
LGA33980,31,13,9,8,52,10549,2702,755,318,14328
LGA34420,0,0,0,0,0,167,79,4,7,261
LGA34530,28,42,3,11,79,5044,3327,308,181,8866
LGA34570,0,0,0,0,3,386,102,26,28,544
LGA34580,51,35,7,10,101,6510,4029,379,267,11183
LGA34590,63,148,7,23,237,53866,30618,2715,1796,88994
LGA34710,14,10,3,0,26,1340,422,102,51,1920
LGA34770,107,101,8,38,253,28966,14100,1640,905,45605
LGA34800,4,0,0,0,3,1043,75,71,34,1226
LGA34830,0,0,0,0,0,113,9,0,3,128
LGA34860,79,40,10,7,133,5013,1511,367,151,7036
LGA34880,41,41,3,11,96,4477,2443,264,170,7361
LGA35010,104,227,17,33,383,62990,44381,3575,2048,112990
LGA35250,0,0,0,0,0,31,19,0,3,48
LGA35300,11,18,0,4,30,6964,1742,431,187,9320
LGA35600,12,3,0,3,23,1365,494,71,57,1987
LGA35670,0,0,0,0,0,180,36,8,6,224
LGA35740,30,72,6,14,123,10693,8948,606,332,20581
LGA35760,54,40,8,7,104,2793,1312,142,126,4374
LGA35780,0,0,0,0,0,570,199,35,23,822
LGA35790,0,0,0,0,3,345,214,17,11,591
LGA35800,13,3,0,0,18,700,184,38,31,945
LGA36070,0,0,0,0,0,114,95,4,3,209
LGA36150,5,0,0,0,3,269,59,24,7,365
LGA36250,58,103,3,13,179,21733,16833,1254,654,40472
LGA36300,3,0,0,0,7,488,223,12,11,734
LGA36370,65,90,8,16,175,22987,11611,1431,587,36613
LGA36510,71,85,10,21,180,6902,4859,387,269,12414
LGA36580,36,25,4,17,71,3584,2148,183,170,6093
LGA36630,83,63,7,19,161,6435,3861,399,248,10946
LGA36660,69,94,5,19,192,7706,4793,506,319,13319
LGA36720,126,297,26,50,494,60067,42514,3342,1813,107729
LGA36820,47,54,3,15,122,4689,3323,344,205,8561
LGA36910,192,225,22,47,488,43225,22486,2496,1151,69361
LGA36950,4,3,0,0,10,1042,315,63,84,1505
LGA36960,0,0,0,0,0,566,351,33,38,996
LGA37010,77,138,7,26,244,52107,25132,3100,1328,81678
LGA37300,0,3,0,0,3,773,267,58,25,1123
LGA37310,109,82,3,15,213,11026,4190,686,330,16235
LGA37340,43,48,3,5,103,10005,4247,538,319,15105
LGA37400,5,3,0,0,5,412,91,25,13,537
LGA37550,0,0,0,0,0,54,30,3,0,96
LGA37570,0,0,0,0,0,56,21,0,6,81
LGA37600,0,0,0,0,0,287,119,17,30,451
LGA39090,0,0,0,0,0,0,0,0,0,0
LGA39499,90,225,52,47,410,57917,33813,4788,2400,98920
LGA39799,0,0,0,0,0,150,14,24,11,202
LGA39898,0,0,0,0,0,0,0,0,0,0
LGA40070,82,188,14,33,318,76066,35253,4772,1555,117645
LGA40120,37,57,7,3,102,4852,4452,363,161,9825
LGA40220,34,56,0,7,102,3186,2998,232,111,6525
LGA40250,4,3,0,3,8,384,186,26,23,627
LGA40310,31,43,0,8,90,5780,3682,372,141,9974
LGA40430,4,7,5,0,15,391,239,25,9,662
LGA40520,10,27,0,3,35,2665,1591,196,79,4533
LGA40700,24,103,5,9,142,9069,6809,604,229,16709
LGA40910,14,37,3,0,60,4643,4433,308,142,9525
LGA41010,3,8,0,0,9,958,493,87,53,1591
LGA41060,43,108,10,19,177,22906,15095,1325,607,39937
LGA41140,23,30,3,3,61,2240,1615,180,83,4122
LGA41190,3,7,0,3,8,519,260,48,13,842
LGA41330,7,8,3,0,12,436,171,41,25,675
LGA41560,14,26,6,7,50,2152,1894,202,94,4350
LGA41750,3,0,0,0,4,276,139,23,6,446
LGA41830,3,0,0,0,5,446,191,33,24,686
LGA41960,0,0,0,3,5,234,148,25,13,424
LGA42030,3,23,3,3,29,3178,3181,233,114,6699
LGA42110,15,15,0,6,41,778,471,41,38,1333
LGA42250,22,30,7,4,61,1550,801,108,40,2507
LGA42600,12,63,11,3,90,5661,6098,418,175,12350
LGA42750,6,25,3,0,35,1019,894,104,34,2049
LGA43080,3,3,0,0,10,327,150,4,13,497
LGA43220,3,3,0,3,8,334,171,30,13,549
LGA43360,12,13,3,0,26,454,350,65,30,897
LGA43650,28,21,4,3,58,3133,1602,188,87,5010
LGA43710,6,17,3,3,26,948,544,66,30,1591
LGA43790,30,26,3,7,69,2625,1574,165,95,4455
LGA43920,8,8,0,0,21,1158,700,51,55,1966
LGA44000,0,0,0,0,0,3,0,0,0,7
LGA44060,23,60,8,19,110,11312,9205,829,327,21670
LGA44210,14,21,5,3,45,1304,973,78,45,2397
LGA44340,23,121,6,11,172,14142,11815,1177,336,27472
LGA44550,33,44,8,3,89,5126,4736,419,193,10479
LGA44620,17,29,6,3,48,6255,3808,389,166,10624
LGA44830,10,8,0,4,28,575,315,27,24,945
LGA45040,21,40,6,6,70,5446,3030,341,161,8977
LGA45090,22,30,0,10,72,2398,1387,190,83,4062
LGA45120,19,9,0,3,35,1000,619,72,30,1715
LGA45290,35,83,6,6,134,12941,9140,652,320,23053
LGA45340,43,98,4,14,157,19057,16739,1396,592,37784
LGA45400,3,8,0,0,7,197,139,14,10,354
LGA45540,0,3,0,0,8,208,158,13,7,387
LGA45680,25,27,4,12,65,13378,9513,937,443,24272
LGA45890,61,117,12,19,210,42702,17446,1942,1020,63112
LGA46090,10,7,3,0,18,3201,1856,229,87,5374
LGA46300,16,17,0,4,37,3523,2709,238,128,6599
LGA46450,10,10,5,3,25,3800,2470,268,131,6673
LGA46510,7,19,4,3,28,3085,2390,158,93,5722
LGA46670,13,26,0,0,47,2235,1366,148,84,3828
LGA46860,3,12,0,0,16,355,249,43,9,658
LGA46970,5,0,0,0,4,1866,395,150,52,2468
LGA47140,43,73,13,12,144,30204,14208,1551,800,46772
LGA47290,9,6,3,3,21,624,290,35,22,971
LGA47490,7,4,0,3,17,573,326,42,38,981
LGA47630,15,22,0,7,44,2162,1032,159,73,3421
LGA47700,15,44,5,0,72,10067,10223,684,333,21308
LGA47800,12,9,5,5,32,1221,702,74,42,2037
LGA47910,7,6,0,3,19,479,289,33,16,817
LGA47980,27,70,7,9,110,10674,7776,654,260,19370
LGA48050,9,26,0,3,41,1850,2314,205,85,4450
LGA48130,9,17,4,5,38,1649,922,118,65,2745
LGA48260,3,16,0,4,26,1111,1091,92,35,2332
LGA48340,24,36,3,3,75,2673,1554,271,76,4579
LGA48410,46,91,4,7,159,27684,13211,1433,630,42959
LGA48540,11,14,0,3,26,4022,2694,322,145,7180
LGA48640,3,5,0,0,11,389,212,24,14,636
LGA48750,12,20,0,0,33,638,636,70,17,1366
LGA48830,26,34,6,16,82,2002,1445,173,89,3710
LGA49090,0,0,0,0,0,0,0,0,0,0
LGA49399,11,3,0,3,14,4167,610,322,105,5200
LGA49499,40,99,19,24,185,17962,13830,1811,699,34306
LGA49799,0,0,0,0,0,41,11,14,0,64
LGA49898,0,0,0,0,0,0,0,0,0,0
LGA50080,33,68,7,19,129,8118,5798,648,245,14812
LGA50210,21,47,3,3,79,9069,7534,629,342,17569
LGA50250,17,22,0,8,37,20852,3145,2118,594,26712
LGA50280,19,35,7,8,64,2884,2552,279,118,5832
LGA50350,8,16,0,0,20,3979,1689,141,114,5926
LGA50420,18,65,4,3,92,10928,8300,579,375,20178
LGA50490,35,72,4,11,121,31278,10680,1782,793,44530
LGA50560,5,9,3,0,17,276,189,19,8,493
LGA50630,4,12,0,3,19,1609,270,187,53,2121
LGA50770,7,7,3,0,20,372,236,44,12,656
LGA50840,14,7,0,0,24,873,672,68,43,1663
LGA50910,0,0,3,3,8,252,145,22,14,428
LGA50980,14,10,0,0,28,4516,1542,318,134,6513
LGA51080,0,3,0,0,3,245,78,27,10,354
LGA51120,4,9,0,0,14,270,117,11,11,412
LGA51190,8,41,5,8,66,14812,7344,1053,431,23637
LGA51260,27,59,3,9,97,6934,5927,555,243,13651
LGA51310,23,80,4,0,113,6868,5707,422,191,13193
LGA51330,55,97,11,4,166,36794,15561,1638,941,54937
LGA51400,9,13,0,0,16,1578,930,135,74,2721
LGA51470,0,0,0,0,0,132,48,7,4,204
LGA51540,9,7,0,0,18,1686,529,131,53,2402
LGA51610,7,3,0,0,10,226,106,26,18,378
LGA51680,12,10,0,0,23,817,454,54,17,1344
LGA51750,10,49,0,0,59,3241,3148,195,97,6679
LGA51820,53,70,8,13,143,29135,12443,1389,740,43710
LGA51890,8,10,0,0,18,3037,1132,216,101,4490
LGA51960,3,7,0,0,6,1520,337,113,34,2006
LGA52030,0,0,0,0,5,239,88,18,12,362
LGA52100,0,4,0,3,8,355,137,23,10,528
LGA52170,13,24,0,0,32,1274,1299,66,45,2678
LGA52240,3,4,0,4,17,345,126,25,13,504
LGA52310,3,5,3,0,10,137,38,8,8,186
LGA52380,0,0,0,0,0,52,15,0,3,69
LGA52450,0,3,0,3,8,401,178,26,6,609
LGA52520,11,9,0,0,23,563,181,25,15,789
LGA52590,14,8,0,0,26,895,446,62,26,1433
LGA52660,6,25,0,0,36,1694,1402,148,61,3306
LGA52730,14,21,0,0,33,814,943,106,28,1893
LGA52800,0,3,0,0,8,989,293,83,40,1400
LGA52870,11,16,3,0,35,839,698,85,34,1653
LGA52940,0,3,0,0,7,194,81,5,9,290
LGA53010,3,0,0,0,5,217,74,10,6,313
LGA53080,0,0,0,0,6,249,55,16,8,330
LGA53150,0,9,0,0,15,912,805,53,23,1792
LGA53220,4,6,0,3,13,10214,1323,1003,300,12850
LGA53290,20,26,0,0,44,3366,1524,285,114,5287
LGA53360,0,5,0,0,5,647,279,53,18,1000
LGA53430,23,83,8,7,127,14919,9020,968,417,25331
LGA53570,13,31,4,0,49,1146,641,76,48,1912
LGA53640,3,0,0,0,7,442,176,20,10,645
LGA53710,4,8,0,0,17,204,126,20,9,356
LGA53780,27,62,6,4,102,13775,9325,791,452,24345
LGA53800,30,34,3,6,78,10625,4878,832,325,16650
LGA53920,0,0,0,0,0,207,77,11,10,298
LGA53990,12,37,7,3,49,3840,2386,278,120,6627
LGA54060,3,10,0,0,12,579,368,65,20,1037
LGA54130,3,7,0,3,15,379,165,29,13,583
LGA54170,19,110,11,8,156,20780,22913,1571,751,46015
LGA54200,18,76,0,0,97,8418,5379,402,253,14453
LGA54280,18,13,0,5,35,9655,2893,669,267,13484
LGA54310,6,13,0,0,24,7859,1843,721,207,10634
LGA54340,7,5,5,0,14,1192,519,69,36,1825
LGA54410,0,5,0,0,6,242,148,17,13,429
LGA54480,7,3,0,0,10,200,67,4,6,282
LGA54550,10,10,3,3,29,601,271,51,21,946
LGA54620,14,6,0,0,23,532,130,21,15,696
LGA54690,4,5,0,0,9,123,45,5,4,177
LGA54760,4,0,0,0,6,274,81,19,4,384
LGA54830,12,15,0,0,31,9312,2988,508,198,13009
LGA54900,9,4,0,0,17,521,187,34,22,764
LGA54970,0,0,0,0,0,1781,247,192,44,2257
LGA55040,3,0,0,0,3,1566,274,129,42,2020
LGA55110,12,88,9,7,123,10223,9862,784,384,21254
LGA55180,23,36,5,10,67,2353,1464,230,80,4125
LGA55250,0,0,0,0,0,829,107,72,21,1030
LGA55320,44,135,8,16,204,20783,17182,1433,603,40001
LGA55390,0,0,0,0,0,426,58,32,13,530
LGA55460,17,4,0,0,23,970,411,78,27,1481
LGA55530,0,0,0,3,3,107,52,3,10,172
LGA55600,14,11,0,0,28,743,335,49,28,1157
LGA55670,0,3,0,0,5,164,71,14,6,255
LGA55740,3,22,0,0,26,1130,1160,61,50,2397
LGA55810,0,0,0,0,0,153,31,20,9,213
LGA55880,3,4,0,0,11,190,67,14,12,278
LGA55950,5,0,0,0,8,178,59,3,7,255
LGA56090,4,56,3,3,69,4783,3537,301,164,8788
LGA56160,0,0,0,0,0,27,10,0,0,40
LGA56230,17,30,0,3,46,3418,1687,216,96,5415
LGA56300,5,7,0,0,10,255,187,17,13,470
LGA56370,4,3,0,0,11,272,96,17,13,395
LGA56460,6,17,4,3,26,1399,752,143,45,2339
LGA56580,30,84,9,3,116,12031,7179,884,279,20379
LGA56620,0,0,0,0,0,99,109,13,12,231
LGA56730,8,21,3,3,33,2725,1393,169,76,4361
LGA56790,6,7,0,0,12,524,239,41,9,811
LGA56860,0,0,0,0,0,52,21,0,0,71
LGA56930,3,9,0,0,16,566,516,35,21,1130
LGA57000,3,0,0,0,3,680,91,56,20,846
LGA57080,80,154,14,23,279,94377,27034,5125,1720,128253
LGA57140,0,4,0,0,4,202,119,13,7,340
LGA57210,14,21,3,5,44,1180,689,102,45,2019
LGA57280,10,5,0,0,16,4568,1168,394,154,6286
LGA57350,3,3,3,0,8,203,115,26,14,355
LGA57420,0,4,0,0,6,373,129,35,17,559
LGA57490,20,65,3,10,97,15914,12535,1141,499,30091
LGA57630,0,0,0,0,0,13,7,3,0,22
LGA57700,9,20,0,3,32,2615,1710,180,70,4569
LGA57770,0,0,0,0,0,222,69,8,8,305
