LGA_CODE_2016,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000mor_E,P_3000mor_OM_IE,P_3000mor_OM_UIE,P_3000mor_CFW,P_3000mor_ES_NS,P_3000mor_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA34710,4,8,9,69,47,0,18,11,3,86,47,3,15,11,3,84,74,7,8,10,0,101,132,8,17,10,3,167,181,13,18,0,3,217,224,7,17,4,0,258,211,15,15,3,3,258,148,13,15,8,0,184,130,23,7,0,0,160,66,5,4,4,0,81,97,9,10,3,0,119,18,11,11,3,0,43,31,7,9,0,0,46,1461,128,184,119,25,1920
LGA34770,95,75,21,1691,1354,42,191,76,21,1691,1570,86,173,76,50,1944,1983,98,198,63,45,2382,3465,163,304,71,52,4049,4269,182,331,70,63,4910,5171,216,346,75,42,5848,5153,321,327,49,51,5901,3657,272,207,40,20,4200,3298,354,142,35,22,3850,2200,171,89,18,19,2487,3348,275,138,19,21,3802,930,371,113,37,18,1469,709,67,56,58,56,955,38737,2644,2753,974,498,45605
LGA34800,0,0,0,13,4,0,3,4,0,14,9,3,4,3,0,17,7,9,3,7,0,31,36,5,4,0,0,45,49,4,14,4,0,69,70,7,3,0,0,84,78,7,10,9,0,93,85,3,4,0,3,98,104,3,0,3,0,108,102,4,7,0,0,116,317,3,0,0,0,317,156,0,11,3,3,169,18,3,4,0,0,25,1032,51,71,51,17,1226
LGA34830,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,6,0,0,0,0,6,11,0,0,0,0,11,3,0,0,0,0,3,14,0,0,0,0,14,11,0,0,0,0,11,8,0,0,0,0,13,12,0,0,0,0,12,31,0,0,0,0,31,6,0,0,0,0,9,3,0,0,0,0,3,127,0,3,0,0,128
LGA34860,14,25,4,191,128,6,34,49,13,227,161,13,55,32,6,275,167,13,48,37,12,278,421,32,75,42,15,585,523,41,48,35,16,657,627,67,73,47,10,831,725,66,65,35,8,901,530,55,61,13,5,669,482,46,45,17,4,589,351,25,25,13,0,413,620,44,60,20,3,751,226,49,26,26,6,342,85,9,35,34,9,175,5213,488,702,518,116,7036
LGA34880,26,34,4,301,168,18,63,35,8,286,260,22,90,58,15,444,310,26,74,26,12,452,635,61,112,30,15,862,802,45,124,22,19,1013,880,49,103,14,8,1053,755,82,82,23,10,955,493,44,56,10,15,615,401,49,36,8,3,496,170,20,24,11,0,228,197,49,31,5,4,277,46,35,24,10,3,124,94,6,29,10,9,148,5458,506,906,367,125,7361
LGA35010,401,205,51,6047,4559,153,656,198,70,5646,4571,301,763,196,86,5909,5580,350,756,180,90,6957,9536,599,1132,177,117,11551,12103,757,1111,142,96,14206,13456,890,1054,110,112,15623,12513,1114,1040,111,83,14864,7716,929,681,59,47,9437,6483,1057,531,46,38,8157,3406,510,297,26,17,4255,3736,896,387,46,27,5092,1273,786,339,34,21,2452,1358,119,139,47,97,1763,91982,8627,9412,1999,969,112990
LGA35250,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,11,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,48
LGA35300,12,3,0,227,165,5,15,5,0,190,163,5,15,3,4,196,284,8,20,3,3,320,464,13,16,7,8,512,634,20,29,6,10,692,785,28,42,3,6,863,921,33,35,4,5,1000,885,45,20,4,4,958,767,36,19,0,10,829,796,19,17,0,0,832,1855,44,14,3,7,1920,496,23,12,0,4,537,169,7,4,4,9,194,8625,282,263,70,82,9320
LGA35600,8,17,0,70,43,0,13,15,0,72,40,7,18,6,0,73,78,3,9,4,5,110,130,12,25,12,5,182,199,5,30,7,6,250,239,7,32,9,4,287,242,23,22,7,10,298,147,12,13,7,0,177,110,15,17,0,0,141,65,3,10,6,0,87,73,7,15,0,4,103,28,13,8,11,0,62,26,3,3,11,3,39,1467,113,236,131,32,1987
LGA35670,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,3,16,0,0,0,0,21,21,0,0,0,0,21,18,0,0,0,0,17,22,0,4,0,0,25,21,0,0,0,0,21,17,3,0,0,0,17,31,0,0,0,0,33,42,0,0,0,0,44,6,0,0,0,0,7,4,0,0,0,0,3,208,3,9,0,0,224
LGA35740,68,45,3,942,716,43,158,59,13,995,813,101,191,53,21,1169,1071,83,239,39,17,1453,1822,195,306,40,19,2380,2353,200,311,32,24,2926,2154,244,293,33,23,2743,1882,303,269,32,17,2497,999,228,204,17,8,1462,815,272,128,14,8,1237,511,134,78,3,3,735,585,213,91,23,9,917,272,240,89,14,6,619,212,20,41,12,24,312,15070,2316,2486,513,201,20581
LGA35760,23,44,0,173,123,7,39,62,8,235,159,8,59,40,6,269,216,14,44,33,12,315,371,21,82,36,9,521,480,17,63,25,6,598,474,33,63,16,3,592,373,42,55,21,8,498,188,29,38,12,4,272,171,16,19,9,8,220,103,18,21,4,3,142,132,18,20,6,3,175,29,13,32,9,0,84,55,3,27,22,8,120,2986,259,617,445,75,4374
LGA35780,0,0,0,5,30,0,0,0,0,30,36,0,0,3,0,35,50,0,4,0,0,56,121,3,3,3,0,130,140,7,3,0,0,150,105,0,0,0,0,103,80,0,0,0,0,85,63,0,0,0,0,68,53,3,4,0,0,57,24,0,0,0,0,26,29,0,4,0,0,37,3,0,0,0,3,11,15,0,4,0,0,13,761,20,25,12,7,822
LGA35790,0,0,0,16,39,0,0,0,0,39,29,0,0,0,0,35,18,0,0,0,0,25,80,5,0,0,0,85,81,0,0,0,0,81,98,4,0,0,0,99,55,0,0,0,0,54,49,0,0,0,0,51,36,0,0,0,0,36,25,0,0,0,0,25,27,3,0,0,0,30,6,0,0,0,0,10,6,0,0,0,0,6,569,11,4,3,3,591
LGA35800,0,10,0,20,19,0,5,13,0,41,19,3,13,9,3,44,41,0,17,8,0,71,55,11,23,4,0,91,82,3,23,5,0,114,85,5,9,3,3,105,110,11,15,0,3,139,63,3,6,3,0,72,41,0,5,8,0,51,28,4,9,3,0,38,62,0,3,0,0,63,17,3,4,3,0,29,11,0,9,7,3,28,638,54,142,100,13,945
LGA36070,0,0,0,0,18,0,0,0,0,15,23,0,0,0,0,18,26,0,0,0,0,28,49,0,0,0,0,49,19,0,0,0,0,18,13,0,0,0,0,14,9,0,0,0,0,14,12,0,0,0,0,13,10,0,0,0,0,14,8,0,3,0,0,7,8,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,198,3,9,0,3,209
LGA36150,0,0,0,9,6,0,0,3,0,11,8,0,4,6,0,21,7,0,5,6,0,26,20,3,3,3,0,35,22,3,4,9,0,37,43,4,4,5,0,58,34,0,3,4,0,43,27,0,0,0,0,34,26,6,0,4,0,34,14,0,0,0,0,18,15,3,0,0,0,12,10,3,3,0,0,15,4,0,0,3,0,6,242,25,37,43,7,365
LGA36250,129,70,18,2380,1782,67,235,76,19,2179,1669,126,284,84,25,2189,2013,140,298,53,34,2548,3198,233,412,72,42,3962,4127,326,374,59,41,4932,4490,408,398,35,36,5369,4242,550,399,42,31,5260,2545,367,239,25,15,3191,2123,470,197,25,20,2834,1263,261,146,14,4,1686,1323,421,167,22,5,1939,497,365,113,19,12,1013,460,75,46,18,30,631,31995,3878,3479,768,354,40472
LGA36300,0,3,0,31,32,0,0,0,0,32,24,0,0,6,0,29,48,0,9,0,0,58,66,4,6,0,3,78,85,3,9,0,0,101,95,4,6,3,0,113,91,3,0,3,0,101,56,4,7,0,0,67,36,4,4,0,0,44,16,4,0,0,0,29,24,4,0,0,0,24,3,0,4,0,0,8,10,0,0,0,0,17,607,34,60,31,7,734
LGA36370,72,63,19,1429,1264,19,134,57,15,1492,1258,47,126,45,34,1515,1621,51,157,28,30,1875,2854,83,206,42,32,3218,3914,132,208,26,29,4306,4540,138,188,29,39,4934,4617,207,238,21,41,5120,3262,173,110,22,13,3584,2643,163,113,14,11,2947,1739,84,74,8,6,1915,2246,177,128,11,6,2568,599,189,133,11,9,943,393,27,22,33,35,512,32317,1491,1936,537,332,36613
LGA36510,59,40,14,581,448,33,115,69,16,685,486,51,140,61,23,761,586,69,149,69,20,884,1096,98,194,61,23,1471,1255,99,205,37,20,1619,1270,118,178,29,20,1617,1184,135,182,19,13,1539,680,95,104,15,13,901,571,109,84,13,3,783,333,53,38,16,4,442,353,57,52,7,0,479,85,75,42,15,3,214,149,27,40,24,23,266,8995,1033,1588,593,197,12414
LGA36580,39,41,5,280,178,11,51,46,3,292,200,26,73,49,15,358,275,21,59,27,11,391,509,54,100,26,19,706,663,49,69,18,16,809,720,53,82,18,7,888,636,38,78,22,11,784,384,34,40,3,10,475,289,41,29,3,3,361,152,11,20,3,0,195,153,22,33,0,0,211,54,32,24,4,3,118,82,6,16,12,12,127,4492,417,724,346,119,6093
LGA36630,43,47,8,451,306,19,112,70,15,528,418,25,115,79,15,654,597,34,142,53,21,844,975,55,173,63,21,1284,1221,70,130,32,22,1471,1263,59,115,26,16,1471,1081,67,81,16,11,1255,619,45,65,6,15,754,517,40,38,6,8,613,315,23,14,0,6,354,507,36,44,0,10,595,139,39,29,12,6,228,142,13,29,28,20,236,8487,553,1179,539,190,10946
LGA36660,49,52,13,624,443,29,85,75,19,656,504,48,143,90,22,808,677,43,153,44,30,946,1255,95,218,63,16,1648,1670,105,182,41,22,2018,1679,96,170,34,29,1998,1311,110,126,39,17,1605,713,72,90,19,8,906,558,77,49,9,7,704,273,47,43,3,3,364,262,58,40,9,3,366,91,53,38,16,6,205,168,19,27,36,21,280,10160,868,1442,638,205,13319
LGA36720,353,190,46,4758,3745,186,735,285,53,4999,4019,306,831,193,82,5440,5414,348,976,191,85,7008,8917,670,1330,248,111,11281,11260,936,1176,155,119,13644,11948,1004,1221,152,106,14434,10926,1225,1160,134,90,13537,6843,1034,759,80,70,8796,5785,1099,558,64,42,7548,3560,566,362,32,22,4551,4412,965,404,61,32,5878,1667,1053,409,61,31,3223,1189,159,173,68,107,1696,84046,9719,10554,2389,1029,107729
LGA36820,33,46,3,385,267,8,74,59,9,414,359,35,94,55,9,552,449,24,117,37,13,637,775,53,141,35,18,1019,995,72,125,30,26,1246,978,81,124,28,12,1215,752,69,115,24,14,970,481,50,67,10,6,617,362,45,51,7,6,466,221,24,30,10,3,295,192,32,34,3,5,272,44,52,36,12,7,152,115,15,33,23,15,199,6314,569,1088,434,153,8561
LGA36910,158,168,29,2655,2036,55,307,186,44,2629,2209,126,401,172,60,2968,2962,154,402,159,60,3732,5233,268,566,135,67,6265,7472,332,516,136,73,8522,8481,431,517,83,75,9589,8415,534,546,96,56,9650,5583,455,312,56,36,6441,4816,442,281,47,39,5626,3094,226,150,32,23,3524,3630,387,212,30,11,4275,1022,534,220,42,13,1829,743,86,81,79,51,1038,58128,4100,4771,1727,638,69361
LGA36950,0,0,0,13,35,0,10,0,0,50,34,0,10,0,0,42,55,3,3,3,3,69,114,3,7,0,3,121,129,5,3,0,0,143,164,3,3,4,3,176,168,3,14,0,0,182,148,8,12,0,3,174,137,3,0,0,0,143,93,3,3,0,0,97,143,8,3,0,4,161,39,8,3,0,0,53,66,4,3,0,5,81,1347,61,71,7,22,1505
LGA36960,4,0,0,19,54,3,0,0,0,59,43,0,0,0,0,47,88,0,0,0,0,93,182,3,3,0,0,192,142,4,0,0,0,148,120,0,0,0,0,122,85,0,0,0,0,89,57,0,3,0,0,64,37,0,0,0,0,40,26,0,0,0,0,28,28,3,6,0,0,38,15,3,0,0,0,20,35,0,0,0,0,36,935,17,28,0,4,996
LGA37010,137,73,28,3205,2680,48,312,81,28,3148,2651,98,265,60,38,3111,3437,100,359,71,41,4004,5631,241,475,78,63,6490,7928,302,485,58,68,8844,9910,408,503,48,84,10944,10854,478,486,59,68,11945,8298,434,308,37,32,9108,6657,457,280,27,24,7441,4025,235,151,14,25,4449,4656,409,205,19,11,5297,1318,383,205,19,9,1943,962,60,74,34,52,1178,72205,3717,4322,850,579,81678
LGA37300,0,0,0,29,39,0,3,0,0,41,23,0,3,0,0,32,41,0,0,0,0,47,67,5,7,0,0,82,83,0,6,0,3,98,111,7,5,0,0,122,129,4,7,0,0,142,104,3,3,0,0,110,110,9,4,0,0,120,83,5,0,0,0,92,125,3,0,0,0,133,43,9,0,0,0,49,19,0,0,0,3,25,1017,49,45,4,10,1123
LGA37310,45,60,14,560,417,17,79,79,11,608,447,35,107,86,13,686,610,31,126,76,15,855,963,71,164,82,25,1310,1229,86,161,52,21,1544,1542,107,194,55,31,1932,1734,125,189,41,28,2127,1128,92,135,21,19,1393,970,117,92,20,11,1211,795,59,52,24,7,933,1456,68,73,12,5,1613,641,117,75,32,7,875,169,25,34,51,17,300,12571,970,1582,877,240,16235
LGA37340,33,25,10,479,339,20,62,40,10,474,486,26,93,31,19,649,687,51,86,31,14,866,1343,64,142,46,22,1617,1844,83,142,29,31,2137,2085,120,137,16,29,2385,1725,140,151,22,25,2057,931,120,87,14,14,1167,752,116,65,11,15,959,425,51,41,12,4,530,765,75,51,11,7,906,303,83,45,11,3,448,220,16,13,23,16,288,12358,975,1164,407,211,15105
LGA37400,0,0,0,3,10,3,3,6,0,22,8,3,4,7,0,13,15,3,9,5,0,31,42,3,8,5,0,60,75,3,6,5,0,94,51,3,6,0,0,64,70,3,8,3,3,83,29,3,11,0,0,47,34,3,0,0,0,35,19,0,0,0,0,26,23,0,3,0,0,29,6,3,5,0,0,13,3,0,0,3,3,14,385,36,63,42,8,537
LGA37550,0,0,0,3,0,0,0,0,0,0,7,0,3,0,0,7,5,0,0,0,0,5,8,0,0,0,0,8,10,0,0,0,0,7,17,0,0,0,0,20,10,0,0,0,0,10,12,0,0,0,0,10,6,0,0,0,0,8,3,0,0,0,0,4,7,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,84,4,10,0,0,96
LGA37570,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,12,0,4,0,0,10,9,0,0,0,0,9,13,0,0,0,0,13,12,0,0,0,0,12,7,0,0,0,0,7,3,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,74,3,7,0,0,81
LGA37600,0,0,0,8,31,0,0,0,0,31,22,0,0,0,0,22,20,0,0,0,0,20,81,0,0,0,0,81,63,0,0,0,0,63,53,0,0,0,0,54,33,3,0,0,0,38,38,0,0,0,0,37,34,0,0,0,0,34,22,0,0,0,0,22,26,0,0,0,0,23,8,0,0,0,0,11,4,0,0,0,0,6,439,8,0,0,3,451
LGA39090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,730,122,50,2731,2311,184,1512,183,80,4270,2884,268,2000,161,109,5421,3699,388,2206,123,146,6557,5540,671,3027,118,181,9539,6518,908,3089,105,149,10762,7825,1178,3562,85,185,12836,8494,1637,3722,89,178,14120,5796,1321,2537,48,95,9798,4201,1353,1771,47,71,7445,2850,695,1060,25,55,4683,3400,879,996,33,40,5346,1330,515,445,25,41,2356,1131,186,493,58,169,2040,58103,10357,27359,1522,1571,98920
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,10,9,0,0,0,0,9,5,0,0,0,0,12,14,0,3,0,0,17,17,0,3,0,0,22,17,0,3,0,0,22,13,0,0,0,0,14,12,0,3,0,0,17,43,5,0,0,0,47,28,0,0,0,0,28,3,0,0,0,0,3,174,12,15,6,0,202
LGA39898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,66,26,27,2436,3216,45,135,58,39,3498,3273,100,152,45,71,3642,4065,121,189,50,60,4483,6484,176,285,51,67,7061,8767,221,237,33,58,9322,13137,313,321,19,88,13880,16697,360,277,25,81,17446,12890,269,209,15,47,13424,11862,364,202,13,58,12497,8102,210,115,7,32,8471,11781,508,266,21,41,12618,5239,934,802,21,36,7031,1111,53,57,17,84,1321,109212,3749,3344,550,795,117645
LGA40120,62,30,4,575,427,24,125,31,3,614,401,47,121,32,7,606,481,48,115,44,12,699,785,79,187,29,11,1094,908,90,163,30,19,1214,922,83,196,20,14,1241,846,119,190,27,16,1197,502,104,101,18,0,726,376,102,82,9,8,573,284,75,55,7,0,417,222,80,73,6,3,376,79,103,46,5,7,247,78,16,19,6,12,130,6809,986,1558,352,123,9825
LGA40220,32,26,11,297,253,10,92,25,8,389,293,18,95,37,3,444,392,40,101,26,7,572,615,29,143,27,7,822,660,44,126,20,10,853,641,61,134,24,19,873,598,79,103,22,8,813,316,52,73,7,3,448,188,40,41,12,4,284,148,24,21,4,4,200,112,51,43,11,0,212,25,36,29,5,0,93,56,8,24,15,14,117,4536,509,1075,309,106,6525
LGA40250,0,0,0,11,92,0,0,0,0,94,30,0,0,0,0,27,47,0,0,0,0,48,51,0,3,0,0,53,51,0,0,0,0,49,32,0,0,0,0,32,49,0,0,0,0,53,63,0,0,0,0,67,32,0,0,0,0,35,42,0,0,0,0,46,56,3,0,0,0,57,8,0,0,0,0,8,35,0,0,0,0,31,607,8,8,0,3,627
LGA40310,24,16,4,408,346,12,78,23,9,466,382,27,80,22,7,506,486,30,73,29,9,624,768,38,113,29,12,954,934,44,100,36,15,1126,1223,50,110,31,19,1433,1252,79,100,9,16,1462,814,72,72,16,7,977,572,56,44,9,8,687,350,33,25,7,3,411,367,45,44,13,7,474,101,61,38,5,3,203,108,6,16,13,10,151,8081,561,909,300,129,9974
LGA40430,3,3,0,19,18,5,6,6,3,35,20,0,3,6,0,38,23,3,3,3,0,34,38,5,17,4,0,71,57,6,23,7,0,95,56,14,18,0,0,90,48,14,12,0,0,76,19,5,12,5,0,48,18,11,14,3,0,48,15,4,7,0,0,29,7,8,18,3,0,42,0,3,9,3,3,13,4,0,7,6,0,24,351,79,160,54,15,662
LGA40520,12,12,5,123,125,3,29,21,0,177,172,0,19,22,3,219,222,14,26,15,10,292,406,22,53,18,16,509,526,14,55,4,8,607,624,23,47,13,0,701,577,32,35,5,5,657,356,23,25,6,3,408,234,24,26,8,0,289,146,11,5,3,0,165,142,14,18,5,0,183,29,11,14,0,3,63,49,10,9,7,8,86,3720,205,388,161,62,4533
LGA40700,49,10,4,729,632,23,64,19,6,743,554,32,92,19,12,706,757,36,109,20,6,929,1097,62,126,14,10,1308,1342,76,135,19,18,1592,1649,98,158,17,12,1938,1945,129,154,22,10,2260,1336,123,100,4,8,1572,1046,139,95,11,0,1299,787,97,52,3,6,947,1009,208,119,24,7,1370,510,291,169,20,3,1003,151,21,11,0,8,195,13523,1372,1442,254,112,16709
LGA40910,42,12,0,471,442,25,79,20,11,582,419,34,96,15,8,568,560,31,82,9,8,694,858,58,144,17,14,1094,940,72,145,8,11,1178,1045,75,116,14,9,1266,913,110,124,9,12,1166,551,77,92,6,9,728,474,83,53,3,3,618,338,45,38,3,4,425,277,49,51,0,0,377,65,53,34,0,0,150,94,6,22,5,9,127,7410,742,1120,162,89,9525
LGA41010,8,0,0,45,40,3,7,3,6,56,52,0,8,11,0,76,62,7,10,3,0,93,138,4,16,3,3,163,148,5,16,7,3,174,164,0,10,0,5,180,206,8,32,4,5,263,148,17,6,0,0,174,113,9,17,0,4,150,57,12,8,0,0,78,56,5,3,0,0,68,15,6,6,0,0,33,28,0,6,3,0,40,1261,98,165,48,30,1591
LGA41060,74,31,21,1578,1589,48,182,45,27,1888,1565,72,209,34,37,1920,2015,103,264,38,38,2464,3352,173,391,58,42,4016,4526,219,353,27,51,5175,5338,286,392,33,51,6097,4754,308,348,20,31,5462,2882,256,190,12,30,3364,2221,284,177,28,3,2715,1457,125,84,8,4,1671,1440,224,132,9,6,1802,610,260,124,6,14,1012,397,32,34,10,33,513,33686,2434,2981,435,402,39937
LGA41140,12,12,5,143,134,3,42,17,11,207,143,14,44,18,4,224,217,14,54,12,4,295,390,21,60,17,11,498,425,26,65,24,9,556,451,38,52,7,6,551,424,44,69,9,10,552,239,35,36,10,0,323,164,49,34,8,0,252,106,18,16,3,0,142,112,32,20,5,0,170,24,42,17,9,0,91,44,5,6,3,8,70,2978,340,525,199,74,4122
LGA41190,0,9,0,36,16,0,11,8,0,38,24,0,3,3,0,31,23,0,6,6,0,39,36,3,18,11,5,75,70,9,23,9,6,123,75,6,31,5,3,125,74,12,26,13,0,125,27,6,16,4,0,56,32,8,9,3,0,50,29,3,13,0,0,46,28,3,13,8,0,41,8,5,10,0,0,29,4,0,3,6,0,19,479,68,194,87,16,842
LGA41330,0,0,0,7,12,0,3,0,0,21,17,0,6,4,3,35,27,0,4,6,0,37,45,4,5,0,0,52,69,3,11,0,3,85,82,3,6,0,0,92,80,8,13,0,0,99,62,0,10,0,0,69,47,3,3,0,0,47,34,3,3,0,0,36,34,3,0,0,0,40,7,0,4,0,0,11,12,0,3,0,0,18,537,25,77,23,13,675
LGA41560,19,12,0,223,168,3,37,13,5,224,196,7,46,10,11,281,285,12,54,11,15,367,387,18,71,14,5,494,490,39,65,5,13,613,471,40,60,8,12,591,397,39,52,12,12,511,236,27,29,3,6,303,188,31,25,0,5,245,125,14,9,3,3,158,121,19,24,0,0,167,23,27,15,7,0,68,45,0,8,9,10,69,3351,266,519,110,105,4350
LGA41750,4,0,0,13,12,6,3,6,0,31,16,0,13,10,3,32,15,0,3,3,0,27,26,0,11,4,0,45,31,9,3,6,0,50,32,3,3,7,3,45,40,3,17,5,0,64,21,3,13,4,0,35,11,3,7,4,3,25,9,0,0,0,0,11,12,3,7,3,0,27,0,0,13,4,0,16,3,0,6,0,0,9,226,37,102,71,10,446
LGA41830,0,3,0,13,12,0,3,0,0,14,28,0,4,5,0,38,26,4,5,3,3,40,35,4,8,3,0,44,43,0,7,6,0,64,47,10,4,3,3,65,47,5,8,3,0,61,36,4,11,0,0,54,38,3,14,4,0,53,50,3,4,0,0,55,89,0,0,3,0,92,36,5,4,3,0,55,5,0,3,0,3,11,514,46,79,43,9,686
LGA41960,0,5,0,18,14,0,10,0,0,23,13,4,7,6,0,24,18,5,9,0,0,31,30,0,6,3,0,37,36,3,14,3,0,68,29,7,19,0,0,56,31,5,9,0,0,49,19,6,7,0,0,32,10,0,3,0,0,13,6,4,3,0,0,16,17,0,3,0,0,23,12,3,5,0,0,14,3,0,6,3,3,16,248,35,105,27,4,424
LGA42030,25,7,0,427,325,11,42,14,7,397,347,11,41,4,4,415,407,10,53,8,10,488,705,19,68,6,10,811,773,36,74,9,14,901,726,46,68,3,3,850,648,43,67,0,6,766,406,25,33,0,4,474,291,48,31,3,0,374,233,25,13,0,0,275,173,28,28,0,4,226,54,41,22,0,0,120,87,9,7,3,4,112,5581,349,608,88,79,6699
LGA42110,5,14,0,61,32,0,16,20,0,67,44,4,26,25,0,99,40,10,16,11,8,82,90,12,36,17,0,155,106,3,35,16,3,153,129,9,33,15,3,192,105,11,22,11,3,150,71,10,18,0,0,110,51,7,17,10,0,87,40,3,5,4,0,52,25,5,11,0,0,43,3,4,11,0,0,25,7,0,8,4,4,21,783,85,271,176,19,1333
LGA42250,4,5,4,80,61,4,17,5,0,93,62,4,21,14,4,100,103,8,33,16,3,157,154,10,53,16,4,236,205,24,39,9,3,279,278,24,51,6,3,366,310,38,28,12,0,388,206,25,28,8,0,263,133,23,26,14,3,192,61,7,12,12,0,87,67,10,29,14,0,113,13,15,21,14,0,66,17,3,8,8,4,42,1731,200,369,176,30,2507
LGA42600,43,18,5,834,648,27,61,12,14,755,637,18,70,22,14,758,814,40,108,16,7,986,1169,73,132,27,19,1415,1259,73,113,15,13,1480,1408,99,160,19,22,1704,1192,128,135,9,13,1469,631,90,86,6,10,825,473,133,80,14,5,702,339,73,34,11,3,454,239,100,79,8,0,432,87,120,68,13,3,290,135,15,10,5,9,173,9827,993,1195,217,130,12350
LGA42750,4,11,0,82,55,8,25,10,4,107,99,8,42,20,0,167,104,12,53,18,3,178,188,16,38,12,3,261,212,7,44,10,0,284,207,26,58,4,4,302,169,12,38,3,0,235,88,9,30,3,0,121,63,8,11,3,0,83,36,10,12,3,0,60,43,6,11,3,0,70,9,4,14,0,0,25,23,3,3,3,3,36,1364,137,389,133,22,2049
LGA43080,4,7,0,17,11,4,13,4,0,33,18,0,5,3,0,34,9,6,13,0,0,28,34,0,20,4,3,61,31,8,25,4,0,70,51,0,21,8,0,79,34,6,11,8,4,57,24,0,7,0,0,34,15,4,0,0,0,27,9,0,3,0,0,16,8,0,5,0,0,15,5,0,4,0,0,13,3,0,0,0,0,4,272,37,124,60,12,497
LGA43220,4,3,0,20,13,0,7,6,0,25,16,3,5,3,0,23,19,3,5,3,3,34,32,5,7,10,0,50,36,12,14,3,0,66,52,3,10,4,3,79,40,8,20,3,0,75,29,0,11,0,0,40,18,4,6,3,0,37,13,0,7,3,0,21,12,0,8,0,0,27,4,3,3,7,0,21,5,0,5,4,0,14,310,44,113,64,16,549
LGA43360,0,6,0,42,30,0,7,3,3,47,37,0,10,6,3,54,48,0,10,7,0,70,78,11,19,7,3,122,71,3,14,8,0,94,88,5,18,3,0,113,66,6,21,8,0,102,37,3,10,0,0,50,29,0,3,8,3,45,18,7,6,4,0,34,18,11,19,3,0,54,5,7,13,0,0,27,9,0,0,3,0,11,570,66,161,85,21,897
