LGA_CODE_2016,ET_NS_35_39_HW_0,ET_NS_35_39_HW_1_15,ET_NS_35_39_HW_16_24,ET_NS_35_39_HW_25_34,ET_NS_35_39_HW_35_39,ET_NS_35_39_HW_40,ET_NS_35_39_HW_41_48,ET_NS_35_39_HW_49mor,ET_NS_35_39_HW_NS,ET_NS_35_39_Tot,ET_NS_40_44_HW_0,ET_NS_40_44_HW_1_15,ET_NS_40_44_HW_16_24,ET_NS_40_44_HW_25_34,ET_NS_40_44_HW_35_39,ET_NS_40_44_HW_40,ET_NS_40_44_HW_41_48,ET_NS_40_44_HW_49mor,ET_NS_40_44_HW_NS,ET_NS_40_44_Tot,ET_NS_45_49_HW_0,ET_NS_45_49_HW_1_15,ET_NS_45_49_HW_16_24,ET_NS_45_49_HW_25_34,ET_NS_45_49_HW_35_39,ET_NS_45_49_HW_40,ET_NS_45_49_HW_41_48,ET_NS_45_49_HW_49mor,ET_NS_45_49_HW_NS,ET_NS_45_49_Tot,ET_NS_50_54_HW_0,ET_NS_50_54_HW_1_15,ET_NS_50_54_HW_16_24,ET_NS_50_54_HW_25_34,ET_NS_50_54_HW_35_39,ET_NS_50_54_HW_40,ET_NS_50_54_HW_41_48,ET_NS_50_54_HW_49mor,ET_NS_50_54_HW_NS,ET_NS_50_54_Tot,ET_NS_55_59_HW_0,ET_NS_55_59_HW_1_15,ET_NS_55_59_HW_16_24,ET_NS_55_59_HW_25_34,ET_NS_55_59_HW_35_39,ET_NS_55_59_HW_40,ET_NS_55_59_HW_41_48,ET_NS_55_59_HW_49mor,ET_NS_55_59_HW_NS,ET_NS_55_59_Tot,ET_NS_60_64_HW_0,ET_NS_60_64_HW_1_15,ET_NS_60_64_HW_16_24,ET_NS_60_64_HW_25_34,ET_NS_60_64_HW_35_39,ET_NS_60_64_HW_40,ET_NS_60_64_HW_41_48,ET_NS_60_64_HW_49mor,ET_NS_60_64_HW_NS,ET_NS_60_64_Tot,ET_NS_65_69_HW_0,ET_NS_65_69_HW_1_15,ET_NS_65_69_HW_16_24,ET_NS_65_69_HW_25_34,ET_NS_65_69_HW_35_39,ET_NS_65_69_HW_40,ET_NS_65_69_HW_41_48,ET_NS_65_69_HW_49mor,ET_NS_65_69_HW_NS,ET_NS_65_69_Tot,ET_NS_70_74_HW_0,ET_NS_70_74_HW_1_15,ET_NS_70_74_HW_16_24,ET_NS_70_74_HW_25_34,ET_NS_70_74_HW_35_39,ET_NS_70_74_HW_40,ET_NS_70_74_HW_41_48,ET_NS_70_74_HW_49mor,ET_NS_70_74_HW_NS,ET_NS_70_74_Tot,ET_NS_75ov_HW_0,ET_NS_75ov_HW_1_15,ET_NS_75ov_HW_16_24,ET_NS_75ov_HW_25_34,ET_NS_75ov_HW_35_39,ET_NS_75ov_HW_40,ET_NS_75ov_HW_41_48,ET_NS_75ov_HW_49mor,ET_NS_75ov_HW_NS,ET_NS_75ov_Tot,ET_NS_Tot_HW_0,ET_NS_Tot_HW_1_15,ET_NS_Tot_HW_16_24,ET_NS_Tot_HW_25_34,ET_NS_Tot_HW_35_39,ET_NS_Tot_HW_40,ET_NS_Tot_HW_41_48,ET_NS_Tot_HW_49mor,ET_NS_Tot_HW_NS,ET_NS_Tot_Tot,Tot_15_19_HW_0,Tot_15_19_HW_1_15,Tot_15_19_HW_16_24,Tot_15_19_HW_25_34,Tot_15_19_HW_35_39,Tot_15_19_HW_40,Tot_15_19_HW_41_48,Tot_15_19_HW_49mor,Tot_15_19_HW_NS,Tot_15_19_Tot,Tot_20_24_HW_0,Tot_20_24_HW_1_15,Tot_20_24_HW_16_24,Tot_20_24_HW_25_34,Tot_20_24_HW_35_39,Tot_20_24_HW_40,Tot_20_24_HW_41_48,Tot_20_24_HW_49mor,Tot_20_24_HW_NS,Tot_20_24_Tot,Tot_25_29_HW_0,Tot_25_29_HW_1_15,Tot_25_29_HW_16_24,Tot_25_29_HW_25_34,Tot_25_29_HW_35_39,Tot_25_29_HW_40,Tot_25_29_HW_41_48,Tot_25_29_HW_49mor,Tot_25_29_HW_NS,Tot_25_29_Tot,Tot_30_34_HW_0,Tot_30_34_HW_1_15,Tot_30_34_HW_16_24,Tot_30_34_HW_25_34,Tot_30_34_HW_35_39,Tot_30_34_HW_40,Tot_30_34_HW_41_48,Tot_30_34_HW_49mor,Tot_30_34_HW_NS,Tot_30_34_Tot,Tot_35_39_HW_0,Tot_35_39_HW_1_15,Tot_35_39_HW_16_24,Tot_35_39_HW_25_34,Tot_35_39_HW_35_39,Tot_35_39_HW_40,Tot_35_39_HW_41_48,Tot_35_39_HW_49mor,Tot_35_39_HW_NS,Tot_35_39_Tot,Tot_40_44_HW_0,Tot_40_44_HW_1_15,Tot_40_44_HW_16_24,Tot_40_44_HW_25_34,Tot_40_44_HW_35_39,Tot_40_44_HW_40,Tot_40_44_HW_41_48,Tot_40_44_HW_49mor,Tot_40_44_HW_NS,Tot_40_44_Tot,Tot_45_49_HW_0,Tot_45_49_HW_1_15,Tot_45_49_HW_16_24,Tot_45_49_HW_25_34,Tot_45_49_HW_35_39,Tot_45_49_HW_40,Tot_45_49_HW_41_48,Tot_45_49_HW_49mor,Tot_45_49_HW_NS,Tot_45_49_Tot,Tot_50_54_HW_0,Tot_50_54_HW_1_15,Tot_50_54_HW_16_24,Tot_50_54_HW_25_34,Tot_50_54_HW_35_39,Tot_50_54_HW_40,Tot_50_54_HW_41_48,Tot_50_54_HW_49mor,Tot_50_54_HW_NS,Tot_50_54_Tot,Tot_55_59_HW_0,Tot_55_59_HW_1_15,Tot_55_59_HW_16_24,Tot_55_59_HW_25_34,Tot_55_59_HW_35_39,Tot_55_59_HW_40,Tot_55_59_HW_41_48,Tot_55_59_HW_49mor,Tot_55_59_HW_NS,Tot_55_59_Tot,Tot_60_64_HW_0,Tot_60_64_HW_1_15,Tot_60_64_HW_16_24,Tot_60_64_HW_25_34,Tot_60_64_HW_35_39,Tot_60_64_HW_40,Tot_60_64_HW_41_48,Tot_60_64_HW_49mor,Tot_60_64_HW_NS,Tot_60_64_Tot
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,13,3,3,0,0,3,3,0,3,0,21,0,3,0,0,3,0,0,0,0,12,0,0,3,4,3,3,0,5,0,21,0,0,0,0,3,5,0,3,0,10,0,3,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8
LGA58330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,4,15,3,31,4,5,0,0,0,8,4,57,0,8,17,7,5,7,3,7,3,57,0,5,8,4,3,9,3,9,0,44,3,7,7,5,8,9,3,7,0,61,0,3,8,7,4,9,3,7,0,41,0,8,11,15,10,0,3,12,0,68,8,9,13,13,9,19,11,22,0,106,6,9,8,14,12,20,8,21,0,100,3,18,18,13,13,18,11,24,3,121,8,11,13,8,3,12,14,18,0,89
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,4,0,7,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,4,0,0,3,0,7,0,11,0,0,3,0,0,0,3,7,0,20,0,0,3,0,0,3,0,7,0,24,0,0,0,3,0,5,3,9,0,17,0,0,0,0,0,3,0,7,0,15
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,0,0,3,0,0,0,0,3,0,7,0,3,0,0,0,0,0,0,0,3
LGA58510,0,0,0,0,3,3,0,7,4,19,0,3,0,0,3,4,0,0,0,16,5,0,3,3,3,4,0,3,3,17,0,0,0,0,3,4,0,3,4,22,0,0,3,0,0,0,0,0,6,15,0,0,0,3,5,3,0,0,0,15,0,3,0,0,3,0,0,0,0,7,0,4,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,3,6,16,22,19,22,19,13,24,31,173,26,399,124,72,100,77,20,11,14,833,97,597,506,368,457,421,182,122,68,2824,115,357,405,402,821,763,356,414,80,3705,153,312,386,391,937,901,377,534,56,4042,110,268,316,304,659,718,291,464,48,3172,85,270,277,326,610,671,305,459,44,3052,70,174,218,333,558,640,288,495,39,2822,62,135,197,292,629,558,271,441,40,2621,68,177,175,248,525,399,225,401,42,2254,52,155,193,185,337,269,112,228,17,1554
LGA58540,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,14,4,0,0,0,3,0,3,0,0,9,0,0,0,5,6,3,3,3,0,21,0,0,3,0,3,3,7,16,0,26,0,0,0,4,0,3,6,24,0,41,0,3,3,3,4,0,3,11,0,33,0,3,3,3,3,12,4,17,0,43,0,3,9,9,3,13,4,31,0,63,0,3,4,5,6,15,6,30,3,77,10,0,4,3,5,14,10,17,3,60,3,3,6,3,0,0,4,8,0,25
LGA58570,3,0,3,5,5,0,0,0,7,21,0,0,0,3,0,0,0,3,0,11,0,4,0,0,0,0,0,3,4,18,0,0,0,3,0,3,0,0,3,11,0,0,0,0,3,0,0,0,0,16,3,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,8,0,3,0,0,4,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,13,29,12,21,22,20,0,21,30,167,33,438,102,61,52,52,16,7,27,786,55,485,391,290,320,329,131,118,48,2178,96,249,340,279,618,646,316,283,38,2860,111,197,287,247,581,628,268,384,31,2741,78,198,267,217,452,520,257,331,35,2351,49,198,204,267,387,451,215,336,17,2133,42,155,196,239,393,459,251,386,27,2148,60,124,165,206,384,393,196,382,29,1936,46,144,155,189,318,317,178,289,12,1659,57,134,159,143,179,222,115,159,15,1182
LGA58610,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,6,0,3,5,14,0,11,0,7,0,6,0,3,0,28,0,4,4,0,0,15,8,8,0,33,0,4,3,3,0,5,6,6,0,35,5,7,3,0,5,12,4,17,0,53,0,9,4,7,4,15,3,22,0,68,3,7,10,9,4,18,10,17,0,78,0,10,13,5,3,9,6,18,0,72,3,5,7,10,7,17,7,19,6,87,8,9,3,14,3,16,5,16,0,69,8,14,8,7,4,12,7,22,0,76
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,3,3,0,8,0,3,0,0,3,3,0,4,0,17,0,0,3,0,0,3,4,3,0,21,0,0,0,0,0,5,0,11,0,23,3,0,0,0,3,6,0,9,0,20,0,0,0,3,4,0,0,6,0,16,3,0,0,0,0,0,0,6,0,11
LGA58760,0,4,0,3,3,7,0,4,8,25,6,3,3,11,4,8,0,3,3,43,4,0,3,0,9,6,3,10,9,55,0,6,4,4,3,3,0,4,3,29,6,6,5,0,0,5,0,9,3,35,0,5,0,3,4,5,0,3,3,34,0,3,5,4,3,3,0,0,4,24,0,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,6,4,23,54,31,42,39,53,24,56,67,385,81,1925,392,239,236,238,60,57,62,3290,124,805,584,535,899,809,330,325,105,4510,178,412,419,498,1008,1054,557,671,97,4896,189,503,488,477,903,975,493,817,80,4928,138,505,469,513,831,878,433,784,62,4626,102,522,521,658,902,921,436,807,91,4963,121,415,513,704,959,1010,456,911,80,5175,123,343,401,601,823,835,418,836,55,4427,112,332,356,440,669,572,307,604,51,3449,94,296,301,324,397,372,190,337,44,2355
LGA58820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,4,5,3,3,0,28,0,9,12,7,13,10,4,6,0,62,3,7,7,4,26,28,12,27,7,114,6,10,11,9,28,40,22,41,3,156,13,9,9,13,36,38,31,45,4,193,11,14,7,11,51,32,27,47,4,198,10,7,21,15,81,38,45,46,4,275,11,9,15,17,93,36,37,56,3,279,25,9,9,12,111,31,32,63,7,295,21,12,18,13,81,28,41,47,3,271,13,14,12,15,37,17,17,31,0,157
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,14,0,0,0,0,4,3,0,6,0,18,0,0,3,0,0,4,0,8,0,17,0,7,4,3,4,3,0,4,3,31,0,7,5,0,0,3,0,6,0,28,0,3,7,0,0,3,5,7,0,30,0,3,4,7,4,3,4,20,0,48,3,6,0,8,3,0,4,19,0,53,0,5,5,3,3,8,0,23,0,59,0,3,11,5,3,6,0,14,3,39
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,15,3,0,0,0,3,0,7,17,0,30,0,0,0,0,5,0,8,16,0,31,0,0,0,0,0,3,8,22,0,35,0,0,0,0,0,0,5,25,3,33,3,3,0,0,4,0,6,16,0,27,0,0,0,0,0,0,7,24,0,35,0,0,0,0,0,3,3,21,3,29,0,0,3,0,0,3,0,8,0,18
LGA59090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,3,0,8,3,0,0,0,3,5,0,9,0,17,0,8,3,0,4,4,3,10,0,28,0,8,3,3,0,3,4,10,0,30,0,3,0,5,0,0,0,11,0,22,0,6,3,4,3,3,3,12,3,32,0,4,3,3,3,13,3,16,0,47,3,7,0,0,5,3,0,16,0,40,0,3,3,0,0,3,0,8,0,27
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,0,0,6,0,3,5,0,20,0,0,3,0,5,8,3,3,0,33,0,5,0,0,3,3,3,9,0,22,0,4,3,3,0,10,9,21,0,50,0,6,6,4,0,7,3,15,0,35,3,6,3,3,0,3,3,15,0,41,0,3,6,8,3,6,6,8,3,41,0,3,3,6,3,5,0,17,0,38,3,3,3,9,4,5,3,27,0,63,3,6,3,6,0,3,0,16,0,42
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,12,3,0,3,0,3,3,0,26,0,42,15,3,3,4,3,3,9,81,0,127,9,3,6,4,4,3,9,76,0,123,4,3,4,4,7,0,9,68,0,99,3,0,0,0,8,3,10,54,0,84,7,0,6,3,3,3,5,65,0,94,6,0,0,3,5,3,10,47,0,73,10,4,4,3,10,3,0,45,0,81,4,0,0,3,3,0,3,20,3,33
LGA59310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,0,6,4,0,7,4,0,0,3,25,3,0,0,7,3,13,9,11,0,49,3,6,0,4,0,5,13,14,0,50,3,8,9,10,4,13,8,14,0,79,0,9,6,6,5,12,8,16,0,62,0,11,4,9,3,12,19,19,0,70,0,5,4,11,4,9,7,18,3,60,3,3,7,9,6,14,4,31,0,78,4,4,3,7,7,16,10,25,3,68,8,6,7,7,7,16,4,17,0,79
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,0,7,0,8,3,3,0,3,0,0,0,7,0,24,0,0,0,0,3,0,0,3,0,11,3,3,0,0,0,3,3,6,0,23,0,0,0,0,3,0,0,4,0,11,4,0,0,3,0,3,0,11,0,22,0,3,0,0,3,0,3,11,0,24,5,0,3,3,3,0,0,16,0,33,0,0,5,0,3,0,0,0,0,12
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,4,0,3,0,0,0,6,0,13,0,3,0,0,0,3,3,6,0,15,0,3,0,0,3,5,3,5,0,14,0,3,0,0,0,0,3,5,0,16,0,3,0,0,0,3,0,10,0,20,0,0,0,3,3,3,0,8,0,24,0,0,3,3,3,0,0,8,0,27,0,3,0,3,0,4,3,6,0,26,0,3,3,4,0,3,0,7,0,24
LGA59340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,3,3,8,22,3,29,3,13,12,14,9,3,0,91,6,7,8,21,31,28,18,39,11,164,19,6,7,22,54,66,40,105,9,328,33,14,23,21,39,58,45,162,9,396,25,6,21,23,40,39,33,121,4,306,19,27,26,26,40,50,28,118,10,339,20,17,17,26,47,40,30,132,3,326,16,10,10,33,50,57,26,114,10,322,30,13,14,26,32,49,40,89,6,293,14,9,9,18,22,24,14,71,0,189
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,3,0,0,0,0,10,0,0,3,0,0,3,0,19,0,29,6,0,4,6,0,3,10,41,0,68,3,3,0,0,0,4,4,45,0,57,3,0,6,0,3,3,0,21,3,38,9,3,0,0,3,8,3,31,0,53,11,3,0,3,3,3,3,34,3,70,8,0,3,3,7,3,4,33,0,66,4,4,3,3,3,4,3,28,0,50,0,0,3,0,3,10,6,12,0,34
LGA59360,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,13,5,22,0,4,0,0,0,8,0,3,4,16,4,3,6,3,6,3,3,24,4,60,7,7,8,4,6,8,18,83,3,141,8,4,4,3,3,0,3,115,3,156,9,6,0,0,10,3,9,91,0,137,9,7,3,3,8,3,7,89,0,133,13,10,10,13,14,13,7,107,0,184,9,9,7,6,5,9,9,118,3,185,7,6,5,10,10,5,0,100,4,141,7,0,3,9,8,0,5,42,5,77
LGA59370,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,11,0,20,4,26,3,9,4,10,3,0,0,53,0,14,7,10,15,14,3,16,0,73,0,3,0,10,9,4,5,13,0,50,3,20,4,13,4,13,11,20,3,88,0,16,10,9,4,4,8,31,0,93,3,10,9,17,5,6,3,22,4,74,0,11,14,17,17,16,5,31,3,117,0,19,7,22,14,20,8,31,4,121,10,12,16,22,14,23,18,24,0,127,5,16,21,13,11,10,5,17,0,101
LGA59499,9,3,7,4,3,4,8,9,7,52,0,8,6,6,8,12,3,18,10,78,12,12,9,15,13,18,8,15,15,108,10,14,7,7,13,14,5,19,14,104,14,12,10,15,0,14,7,15,15,105,17,16,8,8,5,6,3,14,11,77,10,9,5,3,3,3,6,10,3,49,5,3,3,0,0,0,0,0,3,13,4,3,0,0,0,0,0,0,8,17,99,102,69,77,74,117,50,129,130,848,75,577,151,172,335,409,114,92,74,2008,248,816,481,524,767,1146,395,673,133,5176,395,583,522,629,813,1361,573,1557,141,6570,436,614,508,605,701,1274,561,1593,163,6447,369,652,477,619,566,1027,473,1437,139,5747,327,728,563,664,559,1063,479,1416,121,5924,352,724,562,787,650,1077,489,1369,122,6137,361,667,595,781,568,1035,421,1269,121,5820,368,711,520,671,482,742,315,924,93,4818,339,657,486,493,296,431,208,506,68,3480
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,8,0,0,0,0,0,3,0,12,0,0,0,0,0,3,0,34,3,42,10,0,3,4,6,3,0,126,3,155,29,4,3,0,7,3,6,189,5,244,24,5,3,3,4,5,3,172,0,223,14,8,3,0,4,7,0,181,8,229,29,6,3,0,0,3,3,171,4,216,32,3,3,10,3,3,5,173,0,230,19,0,0,0,0,4,5,124,0,154,3,3,3,0,0,3,0,46,0,64
