LGA_CODE_2016,TaTW_1000_1249_H_0,TaTW_1000_1249_H_1_15,TaTW_1000_1249_H_16_24,TaTW_1000_1249_H_25_34,TaTW_1000_1249_H_35_39,TaTW_1000_1249_H_40,TaTW_1000_1249_H_41_48,TaTW_1000_1249_H_49mo,TaTW_1000_1249_H_NS,TaTW_1000_1249_H_Tot,TaTW_1250_1499_H_0,TaTW_1250_1499_H_1_15,TaTW_1250_1499_H_16_24,TaTW_1250_1499_H_25_34,TaTW_1250_1499_H_35_39,TaTW_1250_1499_H_40,TaTW_1250_1499_H_41_48,TaTW_1250_1499_H_49mo,TaTW_1250_1499_H_NS,TaTW_1250_1499_H_Tot,TaTW_1500_1749_H_0,TaTW_1500_1749_H_1_15,TaTW_1500_1749_H_16_24,TaTW_1500_1749_H_25_34,TaTW_1500_1749_H_35_39,TaTW_1500_1749_H_40,TaTW_1500_1749_H_41_48,TaTW_1500_1749_H_49mo,TaTW_1500_1749_H_NS,TaTW_1500_1749_H_Tot,TaTW_1750_1999_H_0,TaTW_1750_1999_H_1_15,TaTW_1750_1999_H_16_24,TaTW_1750_1999_H_25_34,TaTW_1750_1999_H_35_39,TaTW_1750_1999_H_40,TaTW_1750_1999_H_41_48,TaTW_1750_1999_H_49mo,TaTW_1750_1999_H_NS,TaTW_1750_1999_H_Tot,TaTW_2000_2999_H_0,TaTW_2000_2999_H_1_15,TaTW_2000_2999_H_16_24,TaTW_2000_2999_H_25_34,TaTW_2000_2999_H_35_39,TaTW_2000_2999_H_40,TaTW_2000_2999_H_41_48,TaTW_2000_2999_H_49mo,TaTW_2000_2999_H_NS,TaTW_2000_2999_H_Tot,TaTW_3000mo_H_0,TaTW_3000mo_H_1_15,TaTW_3000mo_H_16_24,TaTW_3000mo_H_25_34,TaTW_3000mo_H_35_39,TaTW_3000mo_H_40,TaTW_3000mo_H_41_48,TaTW_3000mo_H_49mo,TaTW_3000mo_H_NS,TaTW_3000mo_H_Tot,TaTW_PINS_H_0,TaTW_PINS_H_1_15,TaTW_PINS_H_16_24,TaTW_PINS_H_25_34,TaTW_PINS_H_35_39,TaTW_PINS_H_40,TaTW_PINS_H_41_48,TaTW_PINS_H_49mo,TaTW_PINS_H_NS,TaTW_PINS_H_Tot,TaTW_Tot_H_0,TaTW_Tot_H_1_15,TaTW_Tot_H_16_24,TaTW_Tot_H_25_34,TaTW_Tot_H_35_39,TaTW_Tot_H_40,TaTW_Tot_H_41_48,TaTW_Tot_H_49mo,TaTW_Tot_H_NS,TaTW_Tot_H_Tot,CoPSW_NNI_H_0,CoPSW_NNI_H_1_15,CoPSW_NNI_H_16_24,CoPSW_NNI_H_25_34,CoPSW_NNI_H_35_39,CoPSW_NNI_H_40,CoPSW_NNI_H_41_48,CoPSW_NNI_H_49mo,CoPSW_NNI_H_NS,CoPSW_NNI_H_Tot,CoPSW_1_149_H_0,CoPSW_1_149_H_1_15,CoPSW_1_149_H_16_24,CoPSW_1_149_H_25_34,CoPSW_1_149_H_35_39,CoPSW_1_149_H_40,CoPSW_1_149_H_41_48,CoPSW_1_149_H_49mo,CoPSW_1_149_H_NS,CoPSW_1_149_H_Tot,CoPSW_150_299_H_0,CoPSW_150_299_H_1_15,CoPSW_150_299_H_16_24,CoPSW_150_299_H_25_34,CoPSW_150_299_H_35_39,CoPSW_150_299_H_40,CoPSW_150_299_H_41_48,CoPSW_150_299_H_49mo,CoPSW_150_299_H_NS,CoPSW_150_299_H_Tot,CoPSW_300_399_H_0,CoPSW_300_399_H_1_15,CoPSW_300_399_H_16_24,CoPSW_300_399_H_25_34,CoPSW_300_399_H_35_39,CoPSW_300_399_H_40,CoPSW_300_399_H_41_48,CoPSW_300_399_H_49mo,CoPSW_300_399_H_NS,CoPSW_300_399_H_Tot,CoPSW_400_499_H_0,CoPSW_400_499_H_1_15,CoPSW_400_499_H_16_24,CoPSW_400_499_H_25_34,CoPSW_400_499_H_35_39,CoPSW_400_499_H_40,CoPSW_400_499_H_41_48,CoPSW_400_499_H_49mo,CoPSW_400_499_H_NS,CoPSW_400_499_H_Tot,CoPSW_500_649_H_0,CoPSW_500_649_H_1_15,CoPSW_500_649_H_16_24,CoPSW_500_649_H_25_34,CoPSW_500_649_H_35_39,CoPSW_500_649_H_40,CoPSW_500_649_H_41_48,CoPSW_500_649_H_49mo,CoPSW_500_649_H_NS,CoPSW_500_649_H_Tot,CoPSW_650_799_H_0,CoPSW_650_799_H_1_15,CoPSW_650_799_H_16_24,CoPSW_650_799_H_25_34,CoPSW_650_799_H_35_39,CoPSW_650_799_H_40,CoPSW_650_799_H_41_48,CoPSW_650_799_H_49mo,CoPSW_650_799_H_NS,CoPSW_650_799_H_Tot,CoPSW_800_999_H_0,CoPSW_800_999_H_1_15,CoPSW_800_999_H_16_24,CoPSW_800_999_H_25_34,CoPSW_800_999_H_35_39,CoPSW_800_999_H_40,CoPSW_800_999_H_41_48,CoPSW_800_999_H_49mo,CoPSW_800_999_H_NS,CoPSW_800_999_H_Tot,CoPSW_1000_1249_H_0,CoPSW_1000_1249_H_1_15,CoPSW_1000_1249_H_16_24,CoPSW_1000_1249_H_25_34,CoPSW_1000_1249_H_35_39,CoPSW_1000_1249_H_40,CoPSW_1000_1249_H_41_48,CoPSW_1000_1249_H_49mo,CoPSW_1000_1249_H_NS,CoPSW_1000_1249_H_Tot,CoPSW_1250_1499_H_0,CoPSW_1250_1499_H_1_15,CoPSW_1250_1499_H_16_24,CoPSW_1250_1499_H_25_34,CoPSW_1250_1499_H_35_39,CoPSW_1250_1499_H_40,CoPSW_1250_1499_H_41_48,CoPSW_1250_1499_H_49mo,CoPSW_1250_1499_H_NS,CoPSW_1250_1499_H_Tot,CoPSW_1500_1749_H_0,CoPSW_1500_1749_H_1_15,CoPSW_1500_1749_H_16_24,CoPSW_1500_1749_H_25_34,CoPSW_1500_1749_H_35_39,CoPSW_1500_1749_H_40,CoPSW_1500_1749_H_41_48,CoPSW_1500_1749_H_49mo,CoPSW_1500_1749_H_NS,CoPSW_1500_1749_H_Tot,CoPSW_1750_1999_H_0,CoPSW_1750_1999_H_1_15,CoPSW_1750_1999_H_16_24,CoPSW_1750_1999_H_25_34,CoPSW_1750_1999_H_35_39,CoPSW_1750_1999_H_40,CoPSW_1750_1999_H_41_48,CoPSW_1750_1999_H_49mo,CoPSW_1750_1999_H_NS,CoPSW_1750_1999_H_Tot
LGA16400,23,3,16,28,228,283,134,123,3,852,15,4,9,21,226,246,122,124,0,776,18,3,7,19,217,234,121,109,9,740,16,3,3,6,127,110,82,95,4,449,8,5,3,5,85,90,76,132,0,404,3,0,0,0,8,11,8,32,3,61,4,0,0,3,20,20,5,11,12,73,132,178,209,304,1414,1388,696,797,63,5180,5,10,0,3,0,0,0,0,0,19,13,118,13,3,0,0,0,0,0,150,12,138,34,8,3,0,0,0,4,207,14,88,62,39,5,3,0,4,5,235,17,58,97,66,10,7,9,6,8,269,17,55,118,119,44,26,9,8,9,410,13,39,67,156,104,43,18,20,4,464,15,18,38,86,102,53,43,42,0,396,11,12,16,42,83,63,63,46,4,344,15,4,13,15,35,56,50,33,0,220,10,0,3,6,38,37,29,24,4,149,6,0,0,0,24,17,31,11,0,97
LGA16490,8,10,6,21,110,157,83,81,7,483,5,9,0,11,59,107,68,80,5,346,4,4,6,12,43,87,48,80,0,285,3,3,3,0,21,45,19,46,0,149,7,0,0,4,29,40,28,58,0,161,0,0,0,0,0,4,5,17,0,36,0,3,0,0,4,9,0,5,3,36,51,108,112,156,523,751,379,513,40,2641,0,4,3,0,0,0,0,0,0,14,5,118,9,0,0,0,0,0,3,133,6,82,27,9,3,3,0,0,0,129,3,47,36,7,7,5,0,0,0,106,4,33,34,22,5,3,5,7,3,108,8,21,36,49,26,10,0,3,4,159,11,16,17,59,78,21,14,8,3,213,3,11,26,51,66,36,13,16,3,228,3,4,9,20,43,23,22,22,5,154,0,0,6,8,24,11,20,25,0,98,6,0,0,4,20,17,20,17,0,85,5,0,0,3,19,8,11,14,0,67
LGA16550,7,14,26,43,199,270,107,97,12,778,13,11,18,30,132,188,58,83,6,536,16,7,5,15,100,145,82,110,10,494,3,7,4,4,61,76,45,78,3,281,11,3,11,4,78,57,68,99,0,327,4,3,0,3,13,17,14,44,5,96,0,6,7,7,13,16,7,15,13,94,98,282,430,401,1055,1243,555,712,93,4878,7,17,7,5,0,0,0,0,4,49,19,247,22,3,3,0,0,0,12,306,20,308,115,15,4,8,0,3,12,494,7,170,165,32,11,8,6,4,14,426,15,115,202,86,18,20,6,15,12,491,19,87,224,200,61,37,16,25,6,679,14,60,120,235,165,96,39,39,9,774,20,24,74,135,214,175,52,48,13,754,11,15,40,80,182,163,77,57,6,626,17,13,20,33,88,106,45,55,6,371,16,10,3,14,100,78,53,44,0,332,14,5,6,8,57,50,34,51,3,234
LGA16610,6,3,0,9,25,40,20,22,0,134,3,0,0,3,15,27,13,20,0,81,0,5,0,0,3,12,8,11,0,41,0,0,0,0,3,6,4,14,0,33,0,0,0,0,0,3,3,8,0,18,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,7,33,48,70,83,168,189,106,131,13,832,0,3,0,0,0,0,0,0,0,11,3,25,0,0,0,0,0,0,0,31,0,29,8,3,3,0,0,0,3,46,3,23,28,3,0,3,0,3,3,67,3,26,23,13,10,4,3,0,3,88,3,22,42,66,19,9,3,3,3,157,6,13,15,50,44,12,5,12,3,152,3,3,6,42,27,15,3,7,0,110,5,0,4,10,18,6,3,13,0,61,0,0,0,3,4,0,0,3,0,21,0,3,0,0,3,4,0,3,0,15,0,0,0,0,10,0,4,3,0,27
LGA16650,14,3,13,36,149,179,78,62,4,543,3,0,3,11,73,127,48,52,11,330,7,7,7,11,53,65,49,48,3,246,6,0,5,3,25,40,44,31,0,151,8,0,3,3,38,51,49,64,0,222,8,8,0,3,17,21,19,22,0,92,0,0,0,0,13,11,8,3,6,45,78,179,263,267,713,818,386,454,81,3246,0,8,5,7,3,0,0,0,0,20,0,87,11,8,3,3,0,3,3,119,10,112,43,10,4,3,3,3,7,186,6,95,90,21,11,12,3,4,3,246,5,61,134,37,22,10,7,8,11,299,15,32,129,127,72,33,9,15,10,443,12,18,63,146,181,70,27,21,8,548,18,19,34,133,225,103,40,42,13,618,17,10,24,70,136,81,59,64,4,473,6,3,7,28,59,44,29,39,4,222,7,0,8,20,30,41,23,33,0,162,3,0,0,5,20,14,16,11,0,71
LGA16700,30,21,46,64,432,434,136,134,10,1315,22,9,17,47,362,316,117,126,3,1024,14,0,9,20,220,236,118,126,4,749,6,7,5,5,134,188,83,105,3,542,14,3,5,10,151,213,126,216,3,746,3,0,0,7,20,43,19,53,4,149,0,3,5,13,27,23,10,24,22,132,169,377,576,524,2214,2121,827,1004,145,7956,3,19,6,4,3,3,0,3,0,42,34,368,36,5,3,3,0,0,12,458,26,377,164,23,3,5,0,0,19,617,15,201,226,53,10,11,0,0,10,521,16,119,228,96,21,19,6,8,5,520,25,86,246,185,90,64,21,16,6,734,23,50,129,207,182,132,38,23,8,790,15,36,65,138,266,176,62,43,14,814,15,16,28,59,221,167,84,70,8,668,9,3,11,23,76,64,56,48,4,309,6,3,8,19,52,48,40,32,3,213,5,0,0,7,35,15,18,22,0,108
LGA16900,6,4,8,14,84,133,58,59,3,360,3,3,5,5,49,67,36,42,0,210,0,3,0,3,30,42,22,42,0,140,0,3,0,0,11,24,9,19,0,65,0,0,0,0,9,16,11,30,0,69,0,0,0,0,0,0,4,0,0,12,0,0,0,0,14,8,7,3,3,36,47,149,150,181,517,617,260,317,32,2278,0,9,3,4,3,0,0,0,0,22,11,121,12,3,0,0,0,0,3,148,15,104,39,11,0,0,0,3,4,178,9,63,76,22,12,3,0,6,3,196,6,50,88,52,17,8,3,7,7,240,10,56,113,123,51,21,0,14,4,400,16,24,59,144,94,41,11,13,9,427,22,13,34,85,83,48,20,15,0,323,8,6,14,44,77,64,29,15,0,256,5,3,10,14,39,24,20,8,0,127,8,7,0,4,23,13,32,13,0,95,7,0,0,3,24,16,20,16,0,85
LGA16950,25,14,23,44,205,244,151,144,11,851,17,5,13,26,81,167,142,106,9,562,12,9,0,13,80,88,93,85,7,385,6,3,0,9,33,55,73,57,0,235,9,3,5,7,30,47,44,70,0,210,5,0,0,0,6,5,3,22,0,52,0,4,3,11,18,20,8,12,21,87,163,295,334,476,1166,1230,783,753,107,5301,0,10,3,3,4,3,3,3,0,37,18,206,16,0,0,3,0,4,12,249,25,201,47,25,7,0,0,6,9,320,18,129,94,53,23,10,3,7,8,342,17,108,173,91,21,12,10,12,12,459,36,103,232,241,87,28,16,22,8,761,25,46,126,254,150,66,25,26,12,727,36,26,49,179,168,88,33,32,9,623,16,16,34,67,130,72,55,36,6,426,8,10,8,39,63,48,26,32,3,238,7,4,6,9,56,48,32,17,0,189,4,3,0,8,41,22,30,27,3,137
LGA17000,3,8,8,12,73,108,52,69,5,342,12,4,4,6,61,68,71,77,3,302,16,3,9,7,50,69,72,113,0,338,10,0,8,3,42,64,86,112,3,320,42,8,22,14,80,141,289,394,3,982,23,3,8,6,24,34,72,168,0,335,0,0,4,0,6,20,8,6,14,56,131,71,112,122,502,628,715,1010,43,3323,0,0,0,0,0,0,0,0,0,0,6,58,5,3,0,0,0,0,0,73,3,59,22,10,0,0,0,0,0,101,3,32,38,9,3,3,0,0,6,93,9,20,27,14,0,3,0,3,0,85,3,7,47,45,15,11,10,16,8,174,9,9,23,40,28,38,41,112,3,306,0,5,7,19,28,25,34,44,5,169,0,3,7,10,15,14,15,42,0,106,0,0,0,3,3,16,6,17,0,52,5,0,0,0,4,10,6,21,0,49,0,0,0,0,4,3,6,5,0,26
LGA17040,5,3,3,11,30,44,32,56,7,192,5,0,3,6,14,27,23,28,0,102,5,0,0,0,18,15,14,23,0,76,3,4,0,3,4,3,8,12,0,39,0,0,0,0,11,3,8,23,0,43,0,0,0,0,3,3,0,0,0,9,0,4,0,0,4,4,0,6,7,27,30,70,61,101,231,235,178,289,30,1227,0,7,0,0,0,0,0,7,0,19,3,52,11,3,0,0,0,0,5,66,0,35,15,8,0,4,7,3,0,79,0,32,23,22,9,7,3,7,3,107,5,14,31,42,11,4,0,8,0,123,3,22,48,70,38,25,22,23,4,258,3,15,22,90,60,26,43,26,7,294,9,5,14,46,37,40,31,35,0,220,4,0,4,14,26,19,10,35,3,112,0,0,0,7,13,10,11,16,0,58,0,3,3,7,7,9,3,12,0,47,0,0,0,3,17,5,6,7,0,45
LGA17080,5,0,0,3,26,41,26,40,0,144,3,0,0,0,19,20,14,25,0,85,3,0,0,4,8,24,25,32,0,98,4,0,0,4,6,9,14,23,0,60,4,0,0,3,7,3,21,39,0,77,0,0,0,0,0,3,3,5,0,14,0,0,0,0,0,3,0,0,0,5,27,30,34,49,146,170,127,210,14,821,0,0,0,0,0,0,0,0,0,0,3,21,4,0,0,0,0,0,0,24,3,33,5,3,0,0,0,3,0,52,3,15,13,4,5,0,0,0,0,44,0,16,22,6,0,0,0,0,0,49,3,15,32,29,10,0,0,0,0,99,0,3,13,30,30,3,5,3,4,90,6,0,4,18,14,4,3,7,0,55,0,0,0,3,25,8,4,0,0,45,0,0,3,3,7,5,5,0,0,24,0,0,0,0,4,3,3,3,0,11,0,0,0,0,11,3,3,3,0,19
LGA17100,6,3,9,12,107,131,41,42,11,361,3,12,7,7,71,81,37,42,0,260,5,4,0,15,38,82,41,43,7,228,3,3,3,3,17,39,34,40,0,145,3,0,0,5,27,34,31,74,0,180,0,0,0,0,0,3,0,28,0,38,4,3,0,0,6,11,5,3,3,39,42,124,156,187,511,658,269,339,54,2333,0,3,0,0,0,3,0,0,0,3,3,66,4,0,0,0,0,0,3,77,6,61,23,3,3,4,0,0,0,101,3,44,48,15,0,0,3,0,3,118,7,30,48,19,10,6,0,3,3,119,4,21,40,56,12,10,3,3,0,150,0,15,21,40,29,38,7,6,3,163,4,7,12,31,37,44,16,10,0,165,0,3,8,12,33,27,11,15,0,116,0,3,0,7,15,11,13,7,0,53,3,0,3,0,12,9,9,8,0,38,3,0,0,5,5,5,11,6,0,34
LGA17150,30,21,50,72,373,496,232,262,18,1557,11,11,22,41,198,297,141,223,8,960,17,10,11,34,119,235,118,205,4,759,8,5,7,9,56,127,56,164,7,438,9,3,8,5,31,91,76,173,0,409,4,0,6,8,11,17,10,60,0,118,5,8,5,5,18,32,10,24,17,116,201,497,657,720,1773,2330,1028,1501,141,8846,7,17,3,0,0,0,3,5,0,47,28,697,50,3,0,3,0,7,7,796,26,543,180,46,13,6,7,4,10,836,27,317,339,82,22,20,12,11,5,830,21,186,402,159,56,28,12,26,14,894,26,146,373,352,112,85,29,21,11,1149,30,63,177,440,292,162,41,55,20,1269,41,41,103,237,297,245,86,63,3,1121,27,24,41,134,208,172,67,81,12,762,8,13,18,41,80,65,39,45,6,324,11,12,12,28,65,48,59,44,5,278,5,0,5,12,36,27,39,35,0,159
LGA17200,102,66,164,263,1533,1851,824,1019,80,5905,95,51,60,146,1013,1361,649,809,33,4217,71,40,47,93,754,1055,551,831,31,3471,55,18,26,48,446,647,408,639,13,2298,73,17,32,56,466,818,578,1029,25,3095,16,7,13,15,82,198,121,409,7,863,6,13,28,31,61,112,41,77,88,459,718,1286,2883,2109,7107,8673,4110,6004,584,33471,19,85,31,18,14,12,0,9,15,205,69,806,114,11,9,12,9,10,38,1072,74,1175,573,81,19,14,3,16,68,2033,88,841,1311,199,57,40,17,28,70,2644,61,557,1504,400,119,90,29,24,61,2848,96,395,1286,950,382,279,86,96,68,3646,96,209,725,937,1042,652,227,201,87,4178,123,152,407,705,1372,1122,522,372,62,4823,115,91,187,314,1033,1117,593,503,49,4008,82,45,88,155,512,662,411,400,38,2393,83,17,36,79,354,396,306,335,21,1626,47,14,30,43,271,302,199,205,9,1113
LGA17310,25,8,4,27,162,160,92,98,4,578,12,3,3,17,77,84,62,72,0,331,5,3,0,3,46,54,37,62,0,218,0,0,0,4,18,12,22,39,0,103,4,0,0,0,25,21,19,55,0,129,0,0,4,0,3,4,0,17,0,31,0,7,3,3,18,11,0,12,10,69,98,164,162,201,890,771,430,558,57,3337,4,4,0,0,3,5,0,0,0,12,9,101,10,0,0,0,0,0,6,128,11,91,28,8,0,3,0,3,6,150,10,67,56,26,11,5,0,6,7,180,8,46,85,56,20,7,5,4,3,240,18,49,86,121,41,22,9,20,3,369,22,28,55,166,133,46,20,25,6,501,6,17,37,96,133,68,39,27,6,435,11,7,12,55,96,60,22,28,4,284,5,3,8,14,40,26,13,18,0,125,9,0,8,5,35,17,24,12,0,102,4,0,3,3,31,19,9,13,0,75
LGA17350,0,0,0,6,17,18,13,8,0,61,0,0,0,0,7,10,6,8,0,29,0,0,0,0,3,4,3,3,0,15,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,17,8,21,71,77,46,43,7,302,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,16,3,10,0,0,0,0,0,0,0,12,0,9,4,0,0,0,0,0,0,12,0,9,7,5,3,0,0,3,0,23,0,10,14,13,6,4,4,0,0,52,0,0,10,6,9,4,3,4,0,35,0,5,4,11,7,4,4,0,0,38,3,0,0,3,6,3,0,0,0,21,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,9
LGA17400,0,0,0,3,9,12,5,4,0,40,0,0,0,0,3,8,0,0,0,16,0,0,0,0,0,0,3,3,0,6,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,31,24,16,45,47,18,40,5,232,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,10,0,6,4,5,0,0,0,0,0,17,0,7,6,6,0,0,0,3,0,25,7,3,3,16,0,4,0,3,0,37,3,0,10,10,6,0,0,0,3,30,0,3,0,3,5,0,4,3,0,29,3,0,0,3,3,3,4,3,0,21,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,9
LGA17420,20,27,41,71,350,436,213,187,22,1373,24,17,19,29,190,266,134,186,9,869,14,8,8,15,104,185,120,180,7,644,7,7,3,16,56,141,63,112,0,412,11,6,7,13,62,123,79,181,4,489,3,4,0,4,12,16,9,87,7,153,0,4,8,6,20,42,11,19,21,130,139,503,518,600,1631,2062,910,1249,161,7769,6,18,3,0,4,4,4,9,3,43,42,594,44,4,4,0,0,0,13,702,21,443,161,38,17,16,3,4,5,707,18,258,230,75,22,25,14,3,10,660,20,141,280,141,41,33,7,8,13,676,21,128,269,319,94,83,11,29,12,959,28,60,141,313,218,140,36,31,7,977,19,27,87,187,299,193,64,68,10,956,23,12,38,85,192,119,66,85,4,622,8,3,9,29,70,66,51,40,0,282,8,6,15,8,46,41,40,47,0,218,8,6,3,6,32,16,15,28,0,113
LGA17550,13,9,21,37,135,169,83,113,9,584,9,4,4,18,59,95,57,68,6,317,9,0,3,5,39,54,35,59,3,212,3,0,3,0,21,25,19,38,0,113,7,0,4,10,10,18,26,59,3,135,0,0,0,4,0,5,3,16,0,27,0,3,7,4,13,14,3,5,7,54,74,248,245,388,761,787,373,594,67,3530,0,5,3,0,0,0,0,0,0,12,10,151,6,4,0,0,0,3,6,181,13,145,37,9,7,5,0,3,9,230,11,119,88,22,3,4,0,6,5,276,17,107,163,78,19,14,4,6,7,405,23,95,186,224,50,33,9,17,4,645,19,41,103,287,138,44,20,34,6,691,18,19,47,157,167,79,18,33,13,557,18,12,19,61,96,79,30,35,0,351,10,4,4,17,27,26,16,17,4,129,5,4,7,15,15,14,11,16,3,93,11,0,0,3,31,18,16,4,0,84
LGA17620,6,0,0,3,28,36,12,20,0,108,7,0,0,0,14,20,7,8,0,53,0,0,0,0,3,13,5,4,0,30,0,0,0,0,4,3,3,3,0,14,0,0,0,0,4,4,0,7,0,17,0,0,0,0,0,4,0,4,0,13,0,3,4,0,7,0,0,4,0,17,16,39,40,72,145,172,72,104,4,664,0,0,0,0,0,0,0,0,0,4,3,19,0,0,0,0,0,0,0,26,0,34,8,0,0,0,0,0,0,48,3,19,19,4,0,0,0,0,0,49,3,9,22,16,3,0,0,0,0,53,3,10,22,20,10,0,3,3,6,71,0,4,13,30,19,3,3,8,0,81,0,3,6,9,14,11,3,0,0,49,0,0,0,10,5,8,3,0,0,26,3,3,5,0,3,0,0,5,0,24,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,3,0,11
LGA17640,0,0,0,0,4,12,3,3,0,22,0,0,0,0,4,10,4,4,0,25,0,0,0,0,4,3,4,0,0,9,0,0,0,0,0,0,3,4,0,10,0,0,0,0,3,10,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18,27,44,57,20,37,8,237,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,10,3,0,3,0,0,0,0,17,0,8,3,4,0,0,0,0,0,18,3,0,8,0,0,0,0,0,0,20,4,0,13,12,3,0,0,0,0,29,0,0,5,9,3,0,0,3,0,22,0,0,0,4,4,3,0,0,0,18,0,0,0,3,4,6,3,0,0,21,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,9
LGA17650,0,0,0,0,0,5,3,6,0,20,0,0,0,0,0,3,3,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,10,24,25,32,17,16,4,139,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,3,8,0,3,0,0,0,0,0,15,0,3,0,3,0,0,0,0,0,9,3,0,11,8,0,0,0,0,3,23,0,5,3,8,3,3,0,3,0,22,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,3,0,3,0,16,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA17750,19,10,11,34,208,265,139,137,8,831,8,3,6,8,102,123,76,94,3,422,8,0,0,3,79,71,57,84,6,310,8,3,4,5,53,43,34,51,3,199,3,0,3,0,27,26,23,63,0,152,0,0,0,3,0,4,0,18,0,30,0,5,0,3,7,23,12,11,11,72,91,196,192,263,1227,1229,597,708,63,4558,7,8,0,0,0,0,0,0,0,20,6,144,7,4,0,0,0,4,9,181,18,145,50,4,0,0,0,15,14,247,9,110,65,31,19,9,0,11,21,274,12,74,122,63,15,9,6,6,13,320,32,61,126,160,57,27,14,57,11,554,25,49,93,186,159,67,32,331,24,963,18,30,40,131,166,83,33,106,3,607,24,11,17,39,128,76,46,59,4,406,8,11,12,17,73,56,33,58,5,270,17,0,6,5,38,45,32,42,3,184,9,0,0,4,29,18,29,34,0,129
LGA17850,0,0,0,3,3,14,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,0,10,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,7,10,15,19,33,12,26,3,121,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,7,0,0,3,0,4,0,0,0,0,8,0,0,7,0,0,0,0,0,0,7,3,3,4,3,0,0,0,0,0,15,0,3,0,8,3,0,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
LGA17900,0,0,0,0,10,9,5,4,0,32,0,0,0,0,0,7,0,0,0,11,0,0,3,0,0,0,5,4,0,14,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,17,17,35,37,16,32,4,178,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,10,0,8,3,3,0,0,0,0,0,19,0,12,4,5,0,0,0,0,0,23,3,5,9,16,13,4,0,0,0,47,0,6,5,14,12,6,0,5,3,48,3,3,3,15,14,5,0,5,0,41,0,3,5,9,4,7,0,6,0,30,3,0,0,0,5,3,0,3,0,14,0,0,0,5,4,0,0,4,0,12,0,0,0,0,9,4,0,3,0,20
LGA17950,0,0,3,0,9,7,0,3,0,22,0,0,0,0,0,7,4,9,0,20,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,5,3,10,6,24,38,13,17,3,125,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,9,0,0,3,3,3,0,0,0,0,10,0,3,3,3,3,3,3,0,0,15,0,0,0,6,5,5,0,3,0,26,0,0,0,3,5,0,0,0,0,9,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0
