LGA_CODE_2016,TaTW_1000_1249_H_0,TaTW_1000_1249_H_1_15,TaTW_1000_1249_H_16_24,TaTW_1000_1249_H_25_34,TaTW_1000_1249_H_35_39,TaTW_1000_1249_H_40,TaTW_1000_1249_H_41_48,TaTW_1000_1249_H_49mo,TaTW_1000_1249_H_NS,TaTW_1000_1249_H_Tot,TaTW_1250_1499_H_0,TaTW_1250_1499_H_1_15,TaTW_1250_1499_H_16_24,TaTW_1250_1499_H_25_34,TaTW_1250_1499_H_35_39,TaTW_1250_1499_H_40,TaTW_1250_1499_H_41_48,TaTW_1250_1499_H_49mo,TaTW_1250_1499_H_NS,TaTW_1250_1499_H_Tot,TaTW_1500_1749_H_0,TaTW_1500_1749_H_1_15,TaTW_1500_1749_H_16_24,TaTW_1500_1749_H_25_34,TaTW_1500_1749_H_35_39,TaTW_1500_1749_H_40,TaTW_1500_1749_H_41_48,TaTW_1500_1749_H_49mo,TaTW_1500_1749_H_NS,TaTW_1500_1749_H_Tot,TaTW_1750_1999_H_0,TaTW_1750_1999_H_1_15,TaTW_1750_1999_H_16_24,TaTW_1750_1999_H_25_34,TaTW_1750_1999_H_35_39,TaTW_1750_1999_H_40,TaTW_1750_1999_H_41_48,TaTW_1750_1999_H_49mo,TaTW_1750_1999_H_NS,TaTW_1750_1999_H_Tot,TaTW_2000_2999_H_0,TaTW_2000_2999_H_1_15,TaTW_2000_2999_H_16_24,TaTW_2000_2999_H_25_34,TaTW_2000_2999_H_35_39,TaTW_2000_2999_H_40,TaTW_2000_2999_H_41_48,TaTW_2000_2999_H_49mo,TaTW_2000_2999_H_NS,TaTW_2000_2999_H_Tot,TaTW_3000mo_H_0,TaTW_3000mo_H_1_15,TaTW_3000mo_H_16_24,TaTW_3000mo_H_25_34,TaTW_3000mo_H_35_39,TaTW_3000mo_H_40,TaTW_3000mo_H_41_48,TaTW_3000mo_H_49mo,TaTW_3000mo_H_NS,TaTW_3000mo_H_Tot,TaTW_PINS_H_0,TaTW_PINS_H_1_15,TaTW_PINS_H_16_24,TaTW_PINS_H_25_34,TaTW_PINS_H_35_39,TaTW_PINS_H_40,TaTW_PINS_H_41_48,TaTW_PINS_H_49mo,TaTW_PINS_H_NS,TaTW_PINS_H_Tot,TaTW_Tot_H_0,TaTW_Tot_H_1_15,TaTW_Tot_H_16_24,TaTW_Tot_H_25_34,TaTW_Tot_H_35_39,TaTW_Tot_H_40,TaTW_Tot_H_41_48,TaTW_Tot_H_49mo,TaTW_Tot_H_NS,TaTW_Tot_H_Tot,CoPSW_NNI_H_0,CoPSW_NNI_H_1_15,CoPSW_NNI_H_16_24,CoPSW_NNI_H_25_34,CoPSW_NNI_H_35_39,CoPSW_NNI_H_40,CoPSW_NNI_H_41_48,CoPSW_NNI_H_49mo,CoPSW_NNI_H_NS,CoPSW_NNI_H_Tot,CoPSW_1_149_H_0,CoPSW_1_149_H_1_15,CoPSW_1_149_H_16_24,CoPSW_1_149_H_25_34,CoPSW_1_149_H_35_39,CoPSW_1_149_H_40,CoPSW_1_149_H_41_48,CoPSW_1_149_H_49mo,CoPSW_1_149_H_NS,CoPSW_1_149_H_Tot,CoPSW_150_299_H_0,CoPSW_150_299_H_1_15,CoPSW_150_299_H_16_24,CoPSW_150_299_H_25_34,CoPSW_150_299_H_35_39,CoPSW_150_299_H_40,CoPSW_150_299_H_41_48,CoPSW_150_299_H_49mo,CoPSW_150_299_H_NS,CoPSW_150_299_H_Tot,CoPSW_300_399_H_0,CoPSW_300_399_H_1_15,CoPSW_300_399_H_16_24,CoPSW_300_399_H_25_34,CoPSW_300_399_H_35_39,CoPSW_300_399_H_40,CoPSW_300_399_H_41_48,CoPSW_300_399_H_49mo,CoPSW_300_399_H_NS,CoPSW_300_399_H_Tot,CoPSW_400_499_H_0,CoPSW_400_499_H_1_15,CoPSW_400_499_H_16_24,CoPSW_400_499_H_25_34,CoPSW_400_499_H_35_39,CoPSW_400_499_H_40,CoPSW_400_499_H_41_48,CoPSW_400_499_H_49mo,CoPSW_400_499_H_NS,CoPSW_400_499_H_Tot,CoPSW_500_649_H_0,CoPSW_500_649_H_1_15,CoPSW_500_649_H_16_24,CoPSW_500_649_H_25_34,CoPSW_500_649_H_35_39,CoPSW_500_649_H_40,CoPSW_500_649_H_41_48,CoPSW_500_649_H_49mo,CoPSW_500_649_H_NS,CoPSW_500_649_H_Tot,CoPSW_650_799_H_0,CoPSW_650_799_H_1_15,CoPSW_650_799_H_16_24,CoPSW_650_799_H_25_34,CoPSW_650_799_H_35_39,CoPSW_650_799_H_40,CoPSW_650_799_H_41_48,CoPSW_650_799_H_49mo,CoPSW_650_799_H_NS,CoPSW_650_799_H_Tot,CoPSW_800_999_H_0,CoPSW_800_999_H_1_15,CoPSW_800_999_H_16_24,CoPSW_800_999_H_25_34,CoPSW_800_999_H_35_39,CoPSW_800_999_H_40,CoPSW_800_999_H_41_48,CoPSW_800_999_H_49mo,CoPSW_800_999_H_NS,CoPSW_800_999_H_Tot,CoPSW_1000_1249_H_0,CoPSW_1000_1249_H_1_15,CoPSW_1000_1249_H_16_24,CoPSW_1000_1249_H_25_34,CoPSW_1000_1249_H_35_39,CoPSW_1000_1249_H_40,CoPSW_1000_1249_H_41_48,CoPSW_1000_1249_H_49mo,CoPSW_1000_1249_H_NS,CoPSW_1000_1249_H_Tot,CoPSW_1250_1499_H_0,CoPSW_1250_1499_H_1_15,CoPSW_1250_1499_H_16_24,CoPSW_1250_1499_H_25_34,CoPSW_1250_1499_H_35_39,CoPSW_1250_1499_H_40,CoPSW_1250_1499_H_41_48,CoPSW_1250_1499_H_49mo,CoPSW_1250_1499_H_NS,CoPSW_1250_1499_H_Tot,CoPSW_1500_1749_H_0,CoPSW_1500_1749_H_1_15,CoPSW_1500_1749_H_16_24,CoPSW_1500_1749_H_25_34,CoPSW_1500_1749_H_35_39,CoPSW_1500_1749_H_40,CoPSW_1500_1749_H_41_48,CoPSW_1500_1749_H_49mo,CoPSW_1500_1749_H_NS,CoPSW_1500_1749_H_Tot,CoPSW_1750_1999_H_0,CoPSW_1750_1999_H_1_15,CoPSW_1750_1999_H_16_24,CoPSW_1750_1999_H_25_34,CoPSW_1750_1999_H_35_39,CoPSW_1750_1999_H_40,CoPSW_1750_1999_H_41_48,CoPSW_1750_1999_H_49mo,CoPSW_1750_1999_H_NS,CoPSW_1750_1999_H_Tot
LGA57080,56,26,33,76,428,414,153,219,19,1410,46,9,26,57,305,337,133,167,11,1095,39,8,20,36,209,314,135,218,13,993,31,5,15,20,152,234,113,207,7,782,82,19,14,23,206,464,235,477,12,1531,141,14,21,22,103,274,163,483,9,1226,6,0,7,6,20,33,7,27,18,129,479,326,598,535,2095,2572,1164,2020,167,9957,3,30,12,0,0,0,0,3,0,48,21,212,33,7,0,4,0,0,7,290,31,361,135,31,6,12,5,3,12,596,15,260,262,59,17,3,3,3,8,637,22,168,271,113,33,14,4,6,12,640,36,96,238,259,75,47,16,17,18,794,30,48,139,241,227,138,48,33,11,911,40,29,83,143,272,212,100,74,30,973,36,13,29,98,227,243,118,111,11,887,28,6,23,33,125,141,79,94,3,532,31,9,8,18,69,216,64,78,5,509,28,7,13,10,42,222,77,69,0,475
LGA57140,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,9,17,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA57210,0,3,0,4,8,7,14,7,0,46,0,0,3,0,0,4,8,5,0,30,0,0,0,0,0,0,13,3,0,22,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,7,24,18,18,35,50,58,30,0,248,0,4,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,9,0,8,3,0,0,0,0,0,0,16,0,3,3,0,0,0,0,0,0,6,0,5,3,0,0,0,0,0,0,11,0,0,6,9,5,0,0,0,0,21,0,0,0,3,3,0,3,0,0,14,0,0,5,5,7,3,3,0,0,19,0,0,0,6,4,3,0,4,0,16,0,0,0,0,5,0,0,0,0,9,5,0,0,0,0,4,0,0,0,6,0,0,0,0,0,7,3,0,0,13
LGA57280,3,0,3,3,11,20,17,42,3,111,7,3,0,6,9,13,15,53,0,110,7,0,3,0,10,18,13,61,0,114,7,7,3,0,7,17,17,102,0,158,42,3,7,3,24,26,54,304,6,462,22,4,3,3,8,4,46,197,0,295,3,0,3,0,0,0,0,4,3,21,97,45,41,48,122,123,187,802,19,1476,0,4,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,4,23,3,4,10,4,0,0,0,0,3,28,0,3,4,13,3,3,0,3,0,33,3,5,10,6,4,0,3,0,0,33,6,3,8,14,4,4,3,0,0,51,3,0,4,19,15,11,3,0,0,55,3,3,4,16,10,18,4,9,0,65,0,3,3,8,18,17,7,5,0,72,4,0,0,7,6,10,6,7,0,39,3,0,0,5,9,14,11,15,0,58,0,0,0,0,3,11,3,11,0,28
LGA57350,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,6,3,10,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,10,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13,0,19,3,0,0,0,3,3,0,9,0,18,0,0,0,0,0,0,0,0,0,0,13,3,4,0,6,7,8,39,4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA57490,24,21,29,43,210,200,131,92,4,754,14,4,6,21,111,151,89,126,6,535,13,10,9,21,82,131,105,101,0,473,14,0,3,10,38,84,63,89,0,295,10,3,3,5,33,69,80,157,8,365,10,0,0,0,9,14,8,36,0,72,3,4,3,7,16,13,6,6,13,73,133,310,292,364,947,989,617,732,68,4458,3,16,8,8,0,0,0,4,0,45,26,291,24,5,3,0,0,3,4,357,19,211,83,29,3,4,0,3,8,367,15,150,119,46,13,5,4,4,14,362,18,104,144,71,16,19,3,7,9,382,28,79,199,185,71,14,9,21,11,628,23,50,111,239,181,56,25,28,4,712,21,15,53,173,189,80,50,52,3,634,15,10,24,80,129,98,61,82,8,505,5,7,12,12,46,64,47,82,4,284,4,3,5,6,35,59,44,57,0,218,10,5,3,3,19,68,37,47,0,190
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,0,3,7,13,26,28,11,28,0,113,6,0,6,0,10,32,20,17,0,86,0,0,3,0,4,28,9,17,3,77,4,0,0,3,6,7,7,14,0,45,0,0,3,0,4,19,10,15,0,57,0,0,0,0,0,3,3,10,0,13,0,0,4,3,3,4,0,3,0,17,15,62,61,86,104,188,84,154,10,770,3,0,0,0,0,0,0,0,0,6,0,31,3,3,0,0,0,0,0,38,0,17,9,3,0,0,0,0,3,31,0,18,12,7,0,0,0,3,0,36,0,3,14,9,0,0,0,3,0,36,3,0,12,30,10,3,3,0,0,65,3,5,6,26,30,12,3,3,0,87,3,0,5,14,27,8,3,3,3,59,0,0,3,8,8,8,3,4,0,32,3,0,0,3,3,24,0,3,0,34,8,0,0,3,3,24,3,11,0,60,3,0,0,0,0,12,3,6,0,27
LGA57770,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,15,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,3,7,9,6,24,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA57840,11,4,5,23,77,60,30,31,5,248,9,5,3,11,60,68,18,29,4,210,0,3,0,10,42,50,27,30,0,156,0,0,0,4,14,17,6,18,0,66,3,0,3,3,10,19,15,31,4,84,5,0,0,3,0,12,3,13,0,35,0,3,0,0,6,4,3,3,0,19,52,128,115,138,329,330,152,190,29,1478,0,5,0,0,0,0,0,0,0,11,3,118,8,0,0,0,0,0,3,134,5,138,30,5,0,0,0,0,5,181,3,80,49,12,0,3,0,0,3,152,7,50,88,34,11,8,0,6,0,198,5,56,84,88,25,14,4,5,3,280,9,16,37,108,59,30,8,15,0,277,12,10,30,45,84,38,16,19,5,267,3,8,9,33,64,28,11,16,3,188,3,0,3,7,21,20,3,10,0,71,4,3,3,0,9,11,3,9,0,43,0,0,3,3,7,3,0,7,0,24
LGA57910,42,46,63,92,615,687,265,232,27,2073,40,18,20,72,373,577,262,257,15,1644,28,12,20,41,222,413,228,231,11,1196,22,9,9,29,120,225,131,188,6,732,33,10,9,22,119,209,163,252,11,820,14,0,3,11,12,57,29,110,3,233,6,14,6,12,27,40,13,18,34,169,296,628,662,833,2495,3230,1387,1547,169,11251,7,20,14,3,0,4,3,4,3,51,14,454,23,14,3,4,0,3,7,527,21,424,113,30,12,8,0,6,15,637,20,264,218,69,12,10,3,12,15,621,22,195,313,114,30,14,7,13,15,722,36,162,361,348,118,41,18,26,12,1123,56,85,194,407,254,85,37,47,16,1176,48,58,112,292,349,128,68,80,18,1155,26,50,56,135,275,146,86,102,9,876,20,15,20,45,105,90,36,67,9,412,10,4,7,31,50,85,41,68,8,309,12,3,0,9,25,65,29,40,0,186
LGA57980,6,3,10,27,150,118,44,46,6,409,11,5,8,20,97,67,46,40,7,305,9,3,0,6,64,69,38,64,5,258,9,0,4,7,25,43,23,42,0,150,14,3,3,11,24,50,37,131,3,277,11,5,4,3,3,14,13,79,0,132,0,3,3,0,6,8,3,11,5,42,91,149,180,181,551,541,256,470,49,2462,0,9,0,0,3,0,0,0,3,17,21,225,13,3,0,0,0,0,7,269,24,217,39,6,3,0,0,0,8,301,18,88,96,13,6,0,3,0,3,218,13,69,99,46,12,4,0,0,7,250,9,56,91,80,33,14,4,12,0,305,13,31,53,104,63,27,6,17,3,312,8,16,30,66,93,77,17,8,6,325,7,14,15,49,68,64,22,18,3,257,4,0,0,17,41,25,16,25,3,129,0,0,3,14,17,20,11,11,0,75,4,0,3,5,15,13,24,14,0,80
LGA58050,23,37,30,90,531,579,246,219,24,1777,34,14,20,49,327,400,197,238,11,1280,31,17,17,19,233,313,168,263,11,1054,24,5,5,9,105,146,130,237,12,678,39,19,10,17,67,131,137,365,5,797,15,9,3,3,7,32,20,133,4,232,4,5,3,5,28,35,12,15,17,129,283,471,452,620,2260,2488,1165,1779,153,9680,4,18,0,0,3,3,4,0,0,32,20,308,27,3,3,6,0,0,4,373,10,283,97,30,3,7,0,4,9,445,13,194,137,36,11,13,3,10,8,426,16,109,172,96,18,19,0,12,13,451,12,89,190,211,80,32,9,30,12,671,26,42,109,257,175,64,24,37,14,742,26,29,75,168,277,93,44,56,16,793,22,20,39,89,166,106,52,56,3,550,18,8,15,42,77,87,46,83,6,385,23,3,3,10,56,147,43,68,6,364,23,6,4,7,18,140,57,41,0,303
LGA58190,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,4,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3
LGA58330,0,0,0,3,0,0,3,0,0,18,0,0,3,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,11,22,18,16,13,17,14,13,3,123,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,0,7,0,0,5,3,0,0,0,0,0,9,0,3,0,3,3,0,0,0,0,11,0,0,0,4,6,0,0,0,0,8,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,13,14,10,29,238,218,96,85,14,728,8,0,13,23,136,164,78,76,7,498,3,4,7,13,92,140,80,76,3,424,3,3,6,4,48,79,43,72,0,255,11,0,7,3,31,75,53,115,5,300,7,0,3,3,7,16,4,43,0,83,0,0,0,0,12,11,3,9,13,47,86,189,244,244,931,998,455,573,63,3777,3,7,7,0,0,0,3,0,3,21,14,120,12,3,0,0,0,0,3,156,20,166,60,8,4,0,0,4,0,266,10,147,102,25,12,3,0,0,11,312,19,100,159,62,11,7,0,4,7,367,20,84,176,178,50,20,5,10,11,555,27,46,123,233,130,43,16,13,6,639,21,30,81,223,199,87,38,51,7,743,20,12,52,137,246,142,59,50,3,724,7,3,13,39,154,93,60,39,3,422,9,3,6,17,94,74,31,28,0,260,5,0,0,6,17,30,21,13,0,97
LGA58540,0,0,0,3,0,3,7,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,5,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,6,6,6,9,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58570,8,8,9,20,124,124,80,75,4,453,7,3,9,11,58,87,39,62,5,291,10,3,3,11,33,84,39,42,0,224,3,3,3,3,27,45,28,23,0,145,11,8,3,10,38,43,31,68,0,206,5,0,0,0,18,14,7,43,0,91,3,0,4,4,7,3,0,3,9,25,68,147,229,208,537,602,328,406,40,2568,3,11,10,0,0,3,0,0,0,24,13,136,8,0,0,0,0,0,4,155,9,190,51,13,4,3,0,3,0,263,9,95,101,27,3,3,0,3,3,250,9,50,103,50,15,5,0,3,5,248,9,39,109,128,29,14,11,12,6,356,9,28,52,122,83,35,23,10,3,359,13,16,25,83,103,73,36,10,7,361,8,13,14,35,77,47,39,30,4,265,6,3,9,3,36,25,20,23,0,124,4,0,4,9,18,36,13,19,0,99,8,3,3,4,11,28,6,17,0,65
LGA58610,0,3,0,0,0,5,3,3,0,18,0,0,0,0,0,7,0,7,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,5,3,6,0,32,7,18,0,82,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,3,3,3,0,0,0,0,0,10,0,0,0,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA58680,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58760,42,41,28,92,419,464,225,227,30,1560,24,10,26,45,240,310,171,195,16,1039,26,13,16,33,133,267,158,226,11,880,6,8,11,11,49,136,90,161,5,484,11,0,8,8,39,104,75,250,3,507,12,4,3,3,9,15,13,86,3,156,3,3,5,10,22,42,10,21,15,135,232,469,470,665,1776,2141,974,1447,124,8292,10,18,4,8,3,0,0,3,4,46,15,298,30,11,3,0,0,3,6,367,12,304,74,26,4,7,4,5,5,451,12,179,142,54,11,12,3,6,8,419,13,118,169,91,21,22,3,13,3,456,23,92,214,240,95,34,5,24,7,734,22,47,82,282,214,81,21,30,7,788,40,32,61,189,251,87,22,47,9,739,15,10,29,70,116,66,25,56,3,389,0,8,4,26,44,35,31,37,3,191,3,3,3,16,20,34,15,29,0,124,5,0,3,4,10,24,36,20,0,99
LGA58820,0,0,3,0,11,12,4,7,0,39,0,0,0,3,11,12,5,9,0,47,3,0,3,3,17,9,3,15,0,59,3,0,0,3,41,12,12,15,0,86,13,3,0,3,81,14,43,54,0,221,3,0,0,3,15,3,11,19,0,58,0,0,0,0,3,0,0,0,0,9,25,14,28,35,193,90,86,139,6,612,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,12,0,0,0,3,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,6,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3
