LGA_CODE_2016,Mng_NNI_H_0,Mng_NNI_H_1_15,Mng_NNI_H_16_24,Mng_NNI_H_25_34,Mng_NNI_H_35_39,Mng_NNI_H_40,Mng_NNI_H_41_48,Mng_NNI_H_49mo,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_15,Mng_1_149_H_16_24,Mng_1_149_H_25_34,Mng_1_149_H_35_39,Mng_1_149_H_40,Mng_1_149_H_41_48,Mng_1_149_H_49mo,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_15,Mng_150_299_H_16_24,Mng_150_299_H_25_34,Mng_150_299_H_35_39,Mng_150_299_H_40,Mng_150_299_H_41_48,Mng_150_299_H_49mo,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_15,Mng_300_399_H_16_24,Mng_300_399_H_25_34,Mng_300_399_H_35_39,Mng_300_399_H_40,Mng_300_399_H_41_48,Mng_300_399_H_49mo,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_15,Mng_400_499_H_16_24,Mng_400_499_H_25_34,Mng_400_499_H_35_39,Mng_400_499_H_40,Mng_400_499_H_41_48,Mng_400_499_H_49mo,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_15,Mng_500_649_H_16_24,Mng_500_649_H_25_34,Mng_500_649_H_35_39,Mng_500_649_H_40,Mng_500_649_H_41_48,Mng_500_649_H_49mo,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_15,Mng_650_799_H_16_24,Mng_650_799_H_25_34,Mng_650_799_H_35_39,Mng_650_799_H_40,Mng_650_799_H_41_48,Mng_650_799_H_49mo,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_15,Mng_800_999_H_16_24,Mng_800_999_H_25_34,Mng_800_999_H_35_39,Mng_800_999_H_40,Mng_800_999_H_41_48,Mng_800_999_H_49mo,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_15,Mng_1000_1249_H_16_24,Mng_1000_1249_H_25_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40,Mng_1000_1249_H_41_48,Mng_1000_1249_H_49mo,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_15,Mng_1250_1499_H_16_24,Mng_1250_1499_H_25_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40,Mng_1250_1499_H_41_48,Mng_1250_1499_H_49mo,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_15,Mng_1500_1749_H_16_24,Mng_1500_1749_H_25_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40,Mng_1500_1749_H_41_48,Mng_1500_1749_H_49mo,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_15,Mng_1750_1999_H_16_24,Mng_1750_1999_H_25_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40,Mng_1750_1999_H_41_48,Mng_1750_1999_H_49mo,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_15,Mng_2000_2999_H_16_24,Mng_2000_2999_H_25_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40,Mng_2000_2999_H_41_48,Mng_2000_2999_H_49mo,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000mo_H_0,Mng_3000mo_H_1_15,Mng_3000mo_H_16_24,Mng_3000mo_H_25_34,Mng_3000mo_H_35_39,Mng_3000mo_H_40,Mng_3000mo_H_41_48,Mng_3000mo_H_49mo,Mng_3000mo_H_NS,Mng_3000mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_15,Mng_PINS_H_16_24,Mng_PINS_H_25_34,Mng_PINS_H_35_39,Mng_PINS_H_40,Mng_PINS_H_41_48,Mng_PINS_H_49mo,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_15,Mng_Tot_H_16_24,Mng_Tot_H_25_34,Mng_Tot_H_35_39,Mng_Tot_H_40,Mng_Tot_H_41_48,Mng_Tot_H_49mo,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_15,Pro_NNI_H_16_24,Pro_NNI_H_25_34,Pro_NNI_H_35_39,Pro_NNI_H_40,Pro_NNI_H_41_48,Pro_NNI_H_49mo,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_15,Pro_1_149_H_16_24,Pro_1_149_H_25_34,Pro_1_149_H_35_39,Pro_1_149_H_40,Pro_1_149_H_41_48,Pro_1_149_H_49mo,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_15,Pro_150_299_H_16_24,Pro_150_299_H_25_34,Pro_150_299_H_35_39,Pro_150_299_H_40,Pro_150_299_H_41_48,Pro_150_299_H_49mo,Pro_150_299_H_NS,Pro_150_299_H_Tot,Pro_300_399_H_0,Pro_300_399_H_1_15,Pro_300_399_H_16_24,Pro_300_399_H_25_34,Pro_300_399_H_35_39,Pro_300_399_H_40,Pro_300_399_H_41_48,Pro_300_399_H_49mo,Pro_300_399_H_NS,Pro_300_399_H_Tot
LGA16610,0,0,0,0,0,4,3,19,0,23,0,3,3,6,0,3,0,7,0,18,0,6,7,3,0,5,0,4,3,30,3,9,5,7,3,5,3,10,0,58,0,7,4,7,5,3,0,18,0,48,0,5,4,15,11,14,9,24,3,77,6,15,7,3,19,11,3,31,3,93,0,0,6,13,20,32,4,30,0,111,0,3,0,4,21,25,13,40,3,119,0,3,3,7,7,22,8,29,0,74,0,0,3,4,7,7,10,22,0,60,3,0,0,0,3,7,7,18,0,39,0,0,0,0,3,10,21,37,0,77,0,3,3,0,0,7,3,20,0,38,0,0,0,0,0,0,0,6,8,21,23,59,38,73,99,170,85,312,21,879,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,7,3,3,0,0,0,0,0,12,0,9,5,3,3,4,0,3,0,30
LGA16650,3,9,0,0,0,4,4,10,4,31,0,11,0,0,0,3,0,4,0,21,3,15,6,3,0,6,0,5,0,45,0,5,12,13,0,4,0,12,0,49,0,15,18,11,9,11,0,16,0,76,9,12,15,31,23,17,11,20,4,146,5,11,19,36,36,44,16,37,4,207,3,15,14,22,88,79,33,54,4,311,7,3,13,23,99,118,35,72,3,383,3,0,0,13,70,75,41,78,0,286,3,3,9,17,64,80,44,82,0,302,5,0,5,5,41,69,31,61,0,218,14,4,5,3,51,118,96,184,0,478,5,6,6,3,22,55,46,174,4,326,0,0,0,0,3,4,8,6,4,31,66,126,142,176,517,683,358,821,30,2912,8,3,8,0,0,4,0,7,3,29,4,37,5,0,3,3,0,4,3,63,3,46,18,0,3,3,0,3,0,73,3,47,33,9,4,7,3,8,0,125
LGA16700,3,3,9,11,4,12,3,21,3,67,0,21,3,0,3,5,0,10,0,42,6,19,16,13,3,10,3,15,0,83,4,27,37,19,7,11,0,14,0,125,3,29,46,27,13,22,3,26,4,173,7,30,55,47,37,46,9,35,4,265,8,16,37,68,87,71,28,32,8,353,12,19,52,61,201,166,75,93,10,699,26,16,44,60,290,278,125,176,10,1030,29,23,33,47,257,286,132,171,5,983,21,12,24,64,247,368,186,223,10,1154,34,11,17,46,275,395,189,262,10,1232,94,18,32,77,574,1237,728,1180,21,3960,100,18,21,65,311,1088,791,2570,18,4986,0,0,7,3,18,36,17,50,13,143,349,258,446,610,2310,4021,2309,4871,115,15287,10,11,9,3,7,10,3,4,3,71,16,168,15,3,8,9,3,4,0,225,13,200,35,13,7,12,3,10,5,293,17,154,87,26,12,22,5,9,9,335
LGA16900,3,0,0,0,0,5,0,5,0,17,0,0,4,3,0,4,0,0,0,9,0,11,0,6,0,0,0,5,0,26,0,12,4,6,0,7,0,6,4,43,3,4,7,16,4,4,3,13,0,54,0,5,6,22,20,15,0,14,0,90,0,5,11,24,41,35,20,20,0,154,4,8,12,20,65,70,24,44,0,254,0,7,7,9,42,61,47,61,0,238,6,4,4,13,13,45,25,38,0,158,7,5,3,3,29,41,22,60,0,172,0,3,0,5,19,23,14,32,0,106,10,7,3,4,25,43,27,92,0,205,0,0,3,0,5,9,9,68,0,98,0,0,0,0,4,0,0,3,4,17,44,70,64,122,277,367,201,476,20,1634,3,0,0,3,0,3,0,0,0,15,0,22,3,6,0,0,0,0,0,36,4,37,6,7,0,0,0,0,0,60,3,30,16,9,3,3,0,4,0,64
LGA16950,0,3,4,5,3,3,6,25,0,46,0,10,3,3,0,11,0,9,0,38,3,21,12,7,4,12,9,24,4,102,6,23,25,10,6,13,3,42,0,134,8,33,26,28,14,20,11,45,0,187,9,27,41,58,21,37,12,89,3,308,14,11,30,43,78,72,35,82,9,374,13,14,14,40,114,97,42,96,7,436,12,17,17,38,89,120,80,170,3,550,11,18,12,24,71,80,46,106,8,365,12,7,8,15,60,87,50,126,4,364,3,7,8,3,55,70,47,84,0,282,16,11,11,18,58,105,85,188,3,489,3,9,4,6,16,23,19,143,0,229,0,11,5,4,7,8,3,14,16,64,113,227,222,309,605,746,453,1250,61,3971,3,4,3,0,0,0,0,0,0,14,3,42,5,3,3,0,0,3,3,65,3,69,10,6,3,6,3,8,4,114,8,61,35,24,10,13,7,4,4,160
LGA17000,0,4,0,3,0,3,3,12,3,31,0,4,0,0,0,0,0,3,0,12,0,10,3,3,0,3,4,16,0,47,0,4,3,3,3,3,0,11,6,37,3,3,7,5,5,3,0,22,3,52,3,0,4,11,3,11,0,21,0,57,0,6,15,13,20,15,5,28,3,97,3,4,3,8,23,13,23,34,4,112,3,5,5,10,15,43,21,57,0,159,4,0,3,8,15,21,12,46,0,117,3,0,3,7,12,23,14,58,3,128,3,0,0,3,3,16,16,35,0,82,0,0,3,0,23,16,34,115,0,194,3,3,3,0,12,14,39,171,3,256,0,0,0,0,0,3,6,11,0,25,32,51,66,74,126,204,180,647,29,1405,0,0,0,0,3,0,0,0,0,11,0,14,0,0,0,0,0,0,0,14,0,10,3,0,0,4,0,3,0,18,0,13,4,0,3,0,0,3,0,30
LGA17040,0,3,0,0,3,3,3,25,3,43,0,7,8,0,0,3,5,15,0,36,4,3,3,13,0,8,3,20,0,53,0,10,7,5,3,3,11,27,4,67,3,12,7,12,9,3,5,47,0,94,5,15,5,13,6,20,16,72,0,148,3,9,15,13,20,26,12,75,0,166,3,7,8,15,22,31,32,102,0,231,9,12,11,3,24,50,32,118,3,261,5,5,8,10,15,22,11,84,4,167,4,6,8,0,11,26,15,62,4,142,3,0,0,4,8,23,14,41,3,91,4,8,0,3,20,24,18,86,0,169,4,0,3,3,6,14,8,65,3,106,0,0,3,4,0,6,5,15,0,34,51,89,83,102,139,268,184,846,29,1800,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,16,3,0,0,7,0,3,0,26,0,6,3,3,4,0,0,3,0,23
LGA17080,0,3,0,0,0,7,0,11,0,28,0,7,0,0,0,0,4,3,0,17,3,3,0,3,0,3,3,10,0,25,0,5,0,4,3,0,0,24,0,44,0,8,10,9,0,6,3,20,4,60,8,3,10,12,3,17,8,40,3,98,4,0,3,7,11,7,11,29,5,85,4,10,4,9,15,12,4,26,5,98,6,6,6,7,19,28,15,51,3,136,3,3,5,3,10,22,15,46,0,100,3,3,3,5,8,17,10,37,3,95,3,0,0,0,6,5,3,31,0,49,4,3,0,0,9,8,17,63,0,112,3,0,0,0,0,4,3,44,0,62,0,0,0,4,0,3,0,15,3,31,38,54,56,77,97,145,98,458,26,1039,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,8,0,3,4,0,0,0,0,0,0,9,0,8,7,0,0,3,0,3,0,19
LGA17100,0,4,0,3,0,0,0,3,0,15,0,5,0,4,0,0,0,7,0,20,0,13,4,0,0,0,0,7,0,24,0,4,10,7,3,3,0,8,3,40,0,9,30,3,5,8,3,3,0,62,6,9,19,17,9,26,5,16,0,111,0,3,9,26,36,41,8,28,3,159,5,4,17,22,100,75,23,53,3,308,4,8,3,18,89,109,50,68,4,357,6,3,5,23,61,78,54,76,4,304,3,0,8,6,46,91,41,83,5,287,3,5,4,11,31,61,40,81,0,228,22,9,0,17,56,133,84,218,3,541,3,3,11,7,21,86,55,228,0,418,0,0,0,0,13,9,7,12,8,47,60,76,126,156,472,720,369,896,38,2919,3,4,0,0,0,0,0,0,3,15,5,61,4,3,0,6,0,4,0,81,5,60,6,0,3,3,0,0,0,79,7,51,24,14,3,4,0,4,0,103
LGA17150,4,11,6,9,3,11,8,22,0,78,3,40,10,0,0,3,0,12,0,75,3,40,24,10,3,3,9,11,0,97,0,31,47,19,9,19,5,27,3,174,3,24,59,35,8,15,9,27,0,188,10,30,64,68,31,37,14,58,0,308,18,26,40,73,131,125,51,100,6,571,15,23,54,90,256,216,87,144,16,898,18,24,48,97,226,255,156,257,9,1086,18,8,26,54,161,223,132,244,8,876,17,18,34,37,126,205,135,291,9,870,13,8,11,23,73,165,113,229,10,643,43,16,17,39,106,290,215,586,10,1324,16,23,30,21,35,177,90,441,12,847,3,4,7,10,14,32,12,35,10,126,176,334,476,568,1191,1782,1034,2489,98,8156,8,17,10,13,0,7,0,9,7,71,15,193,11,6,3,5,3,4,4,246,24,198,38,11,5,8,0,14,0,295,21,153,93,22,13,17,7,14,5,343
LGA17200,37,29,26,23,27,48,20,111,6,323,11,57,20,8,13,31,3,37,3,171,17,111,53,28,10,40,5,26,9,293,12,118,154,51,37,64,16,74,7,529,21,74,182,73,41,55,19,67,14,551,34,115,293,190,150,182,62,178,24,1213,54,90,256,245,472,446,162,280,16,2024,96,84,319,294,1109,1135,468,603,36,4152,165,110,294,396,1745,2013,949,1270,56,6999,190,91,283,376,1367,1914,983,1326,42,6574,229,76,214,451,1466,2325,1213,1736,39,7760,222,65,151,310,1333,2189,1217,1789,54,7329,675,127,281,803,3140,6571,3894,5908,105,21511,633,270,285,589,1569,5948,4354,14582,105,28340,20,7,17,32,95,187,96,270,80,805,2415,1432,2829,3853,12568,23145,13456,28263,613,88581,71,67,53,32,43,84,26,102,22,500,66,576,93,16,30,47,14,46,26,907,69,856,250,79,51,63,12,56,31,1466,54,706,471,135,69,107,18,62,30,1650
LGA17310,7,6,5,6,5,15,6,48,3,106,3,5,5,3,7,3,5,18,0,45,3,9,8,11,10,8,5,47,0,103,4,12,14,16,3,20,11,47,3,131,8,10,14,17,11,21,11,65,0,160,3,17,25,25,24,24,15,77,3,211,10,8,27,32,60,38,28,80,0,272,6,13,15,25,93,92,52,115,3,413,19,5,8,14,92,100,76,157,3,479,6,3,8,15,50,57,62,110,3,318,3,3,4,11,50,64,49,123,0,304,0,3,3,9,24,36,24,85,0,186,14,7,6,10,36,64,56,157,3,353,4,0,0,3,11,16,17,99,0,156,0,0,4,0,3,3,3,36,10,62,89,109,149,196,476,559,416,1268,45,3306,3,0,0,3,0,0,0,0,0,14,3,15,0,0,3,4,0,0,0,35,6,30,7,7,3,3,0,6,0,58,9,29,13,9,3,6,0,0,0,65
LGA17350,0,0,3,0,0,0,0,11,3,21,0,0,0,3,0,0,0,5,0,5,0,0,3,0,3,0,0,10,0,21,0,3,3,3,0,3,4,7,0,25,0,0,3,3,0,4,3,16,0,29,3,0,0,6,3,7,4,23,9,48,3,7,3,3,9,12,0,24,3,60,0,9,0,10,10,24,4,32,0,84,5,3,3,3,3,14,10,27,0,66,3,0,3,0,4,3,9,14,0,40,0,3,3,3,5,6,3,17,0,45,3,0,0,0,0,9,3,13,0,29,0,0,0,0,4,10,8,13,3,45,0,0,0,0,0,0,3,15,0,26,0,0,0,0,0,0,0,10,0,9,16,22,25,36,39,98,42,236,22,537,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,8
LGA17400,0,3,0,0,0,0,0,17,0,26,0,9,0,6,0,3,0,9,0,28,3,3,3,11,0,7,3,23,0,50,0,8,4,0,0,4,3,19,3,39,0,0,6,0,3,3,3,25,4,51,8,3,5,0,3,4,3,32,0,64,0,0,7,10,0,9,3,29,0,58,0,0,3,3,12,11,4,12,0,50,0,4,0,5,7,9,3,28,0,52,0,0,0,0,3,3,5,21,0,37,0,0,0,0,3,3,5,12,0,27,0,0,0,0,0,0,3,11,0,20,0,0,0,0,0,9,3,23,0,40,0,0,0,0,0,5,0,8,0,19,0,0,0,0,0,3,0,8,4,19,14,33,36,41,37,75,40,281,10,560,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3
LGA17420,10,8,8,6,7,12,0,25,4,89,5,31,6,3,3,3,4,7,0,64,5,37,14,9,5,8,3,16,0,108,6,34,24,21,11,15,3,26,0,142,4,22,47,20,18,24,8,31,3,182,12,30,58,57,31,42,9,51,10,306,12,25,52,65,110,109,39,76,4,483,11,20,38,65,186,171,92,135,18,733,20,17,37,64,201,291,128,226,8,1000,10,14,30,37,158,265,99,224,13,850,19,11,21,33,134,271,143,292,3,934,14,4,8,27,95,244,109,258,10,773,41,26,35,46,215,547,325,780,12,2026,26,31,15,38,73,347,235,1023,10,1796,0,9,3,10,13,30,11,37,19,122,202,331,395,510,1263,2384,1208,3205,117,9606,14,22,10,4,3,5,0,10,4,74,12,233,15,8,4,5,0,6,0,285,5,216,55,10,8,16,3,5,0,321,6,147,83,31,11,13,11,17,5,319
LGA17550,0,4,7,8,0,0,0,23,0,45,0,15,0,3,6,7,0,10,0,43,3,26,18,11,3,9,4,25,3,103,0,30,20,12,5,16,8,41,3,125,5,17,24,14,14,8,9,52,3,145,6,20,27,30,25,24,19,76,5,249,4,6,29,31,41,49,26,60,3,257,6,11,12,31,80,83,42,102,5,373,11,7,20,31,79,127,76,141,6,502,3,3,7,18,51,58,40,98,3,280,9,3,4,15,28,56,29,113,0,258,0,0,4,6,25,44,20,75,3,179,22,8,12,11,32,60,44,147,8,335,6,5,3,10,14,32,14,120,0,197,0,0,8,4,3,4,5,20,5,58,78,155,185,238,399,578,342,1115,52,3147,3,7,5,3,3,3,0,4,0,27,4,37,9,3,0,0,0,0,0,60,3,63,19,16,0,0,0,7,0,115,3,54,33,20,7,4,0,4,0,126
LGA17620,0,0,4,4,4,0,3,27,0,39,0,3,0,0,3,3,0,12,3,20,0,10,0,0,3,3,3,20,0,36,0,3,7,11,0,3,0,25,0,47,0,4,9,4,3,5,0,20,0,52,4,5,6,7,5,7,4,41,0,86,0,4,3,9,16,15,11,34,0,92,0,0,3,4,16,21,12,39,0,107,0,3,4,8,20,26,14,58,0,128,4,0,3,7,14,14,11,49,0,98,0,0,0,3,7,17,7,29,0,64,0,0,0,3,10,4,3,28,0,44,4,0,3,0,0,15,10,38,0,71,0,0,0,8,0,9,6,32,0,51,3,8,0,4,0,3,0,8,7,28,29,38,47,69,94,144,82,438,16,966,0,0,0,0,0,0,0,0,0,5,0,10,0,3,0,0,0,0,0,9,0,13,3,0,0,0,0,0,0,11,0,3,6,0,0,0,0,3,0,16
LGA17640,0,0,0,3,0,3,4,6,0,22,0,4,0,0,0,3,3,10,0,13,3,3,7,0,0,0,3,12,0,33,0,5,3,3,0,7,0,5,0,27,0,0,0,7,4,3,5,15,0,34,0,4,3,7,4,3,3,40,3,74,0,3,0,6,3,5,3,26,3,53,0,3,3,3,3,12,6,28,3,60,0,4,0,3,9,13,3,27,0,67,0,0,4,3,3,8,7,17,0,46,0,3,0,0,0,8,3,23,0,33,0,0,0,0,0,0,3,9,0,12,0,0,3,0,0,8,3,19,0,39,0,0,0,0,3,4,5,13,0,27,0,0,0,0,0,0,0,8,0,6,12,36,35,44,37,78,42,258,9,546,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,4
LGA17650,0,0,3,0,0,0,0,3,3,8,0,3,0,0,0,0,0,6,0,7,0,4,0,3,0,7,0,7,0,21,0,0,3,3,0,0,0,19,0,27,0,0,0,0,0,0,0,11,0,17,0,0,0,3,5,9,4,25,0,46,0,0,0,0,0,8,3,14,5,33,0,0,0,3,5,5,4,13,0,30,0,0,0,0,5,11,4,20,0,36,0,3,3,3,5,5,0,12,0,34,0,0,0,0,3,7,0,11,0,17,4,0,0,0,0,3,0,5,0,10,3,0,0,0,3,5,4,7,0,19,0,0,0,0,3,0,3,10,0,13,0,0,0,0,0,0,0,3,0,9,10,16,13,21,31,57,25,158,11,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6
LGA17750,0,5,8,3,0,3,0,34,0,53,5,6,3,0,3,4,0,16,0,37,0,18,5,8,5,4,4,13,4,61,4,9,9,4,6,11,3,28,4,76,0,7,17,10,3,15,11,35,0,99,3,11,23,20,28,37,12,67,0,197,0,10,19,26,57,59,21,63,0,256,6,15,4,31,95,96,43,108,5,416,9,17,14,32,98,119,76,148,3,509,9,4,4,17,64,97,80,131,4,419,8,9,3,11,55,91,52,143,3,376,9,4,0,5,57,51,47,113,4,293,21,3,5,4,62,114,87,200,4,500,5,3,8,8,14,31,26,144,3,247,0,7,3,6,7,6,5,17,0,54,86,124,137,191,546,726,478,1259,43,3587,3,0,0,0,3,0,0,0,0,14,5,33,0,3,3,3,0,0,0,50,0,30,8,0,0,5,0,0,3,49,7,31,13,3,4,3,3,0,0,67
LGA17850,0,4,0,0,0,12,0,11,0,26,0,0,0,0,0,0,0,7,0,10,0,0,3,3,3,0,0,15,0,32,0,8,0,0,0,9,0,13,0,30,3,0,3,3,0,3,0,20,0,32,0,6,4,8,3,7,7,22,0,49,0,5,0,6,6,9,3,20,0,43,0,4,0,7,0,13,9,34,0,67,0,3,0,6,3,4,6,30,3,50,0,0,0,3,0,7,3,16,0,33,0,0,0,3,3,3,5,14,0,31,0,0,0,0,3,4,4,11,0,23,0,0,0,0,3,3,3,14,0,26,0,0,0,0,0,4,3,8,0,19,0,0,0,0,0,6,0,10,0,23,6,29,15,43,26,76,37,253,9,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA17900,0,8,0,3,0,6,0,42,3,70,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,3,0,15,0,21,0,0,0,0,0,4,0,7,0,16,0,3,4,0,0,3,0,18,3,31,3,0,0,3,0,4,0,23,0,30,0,0,0,4,0,4,3,20,0,36,3,3,0,3,8,6,6,21,0,49,4,3,0,3,3,9,5,31,0,66,0,0,0,0,5,6,5,15,0,31,0,0,0,0,3,7,3,18,0,32,0,0,0,0,0,5,0,20,0,26,0,0,0,7,4,5,3,25,0,42,0,0,4,0,0,0,0,22,0,30,0,0,0,0,0,3,0,11,3,18,12,18,14,23,34,61,39,304,14,518,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,0,0,9
LGA17950,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,5,3,9,0,20,0,3,0,5,0,0,3,26,0,37,0,0,5,0,3,4,0,11,0,23,0,3,0,3,3,5,0,17,0,38,3,0,3,5,0,13,3,23,0,48,0,3,0,0,5,5,3,18,0,34,0,0,0,0,0,8,3,14,0,24,0,0,0,0,0,3,4,15,0,24,0,0,0,0,3,5,0,17,0,25,0,0,0,0,0,3,0,8,0,17,0,0,0,0,0,0,0,7,0,6,10,10,13,12,12,56,27,191,3,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA18020,3,3,0,0,0,14,0,31,0,48,0,5,0,0,4,4,3,7,0,24,0,3,3,3,0,10,0,34,3,60,0,8,6,5,0,11,0,19,3,49,5,3,4,8,3,5,6,53,0,84,0,6,4,10,4,8,4,34,3,72,0,3,0,3,4,12,11,43,0,78,4,0,0,9,4,12,8,41,0,81,3,0,3,3,7,16,13,31,7,85,0,0,0,3,5,7,6,16,0,46,0,0,0,3,5,10,4,29,0,54,0,3,3,0,0,8,6,13,0,36,3,0,0,0,3,10,8,32,0,54,0,0,0,3,3,3,3,20,0,35,3,3,0,0,3,7,0,17,0,34,27,34,37,54,35,122,73,423,16,832,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,10,0,3,3,0,0,0,0,0,0,5
LGA18050,0,0,5,4,3,8,3,15,3,44,0,7,0,0,0,3,0,0,0,16,0,17,6,6,3,3,0,6,0,46,0,11,21,3,0,12,0,12,0,60,0,10,33,3,4,7,0,12,3,77,3,9,29,23,11,25,10,23,5,138,3,14,18,35,74,52,19,25,5,244,5,18,26,37,107,93,39,74,3,399,9,10,16,41,130,148,72,102,3,522,6,3,8,29,61,85,43,95,0,341,9,7,4,33,48,77,58,83,3,313,3,3,11,8,35,54,33,79,0,221,7,8,11,19,45,129,69,159,0,458,9,7,13,33,23,96,46,241,8,478,0,4,0,3,8,11,4,8,3,44,60,127,201,273,550,793,404,939,36,3397,6,8,12,3,3,10,0,10,0,46,0,85,6,11,0,4,0,3,3,117,3,83,14,6,3,5,0,3,4,123,5,69,31,10,10,9,4,3,0,140
LGA18100,0,0,0,3,0,0,0,8,0,16,0,0,0,0,0,0,0,9,0,8,0,0,0,5,0,5,0,6,0,15,0,0,3,0,0,4,0,11,3,22,0,0,0,3,0,3,0,14,0,26,0,0,3,5,0,9,5,25,0,52,0,8,3,3,0,16,3,19,0,55,3,0,9,4,6,3,3,25,0,55,3,0,4,5,5,18,0,22,0,57,0,3,4,0,0,3,3,29,0,37,0,0,0,0,0,3,6,12,0,24,0,0,0,3,3,3,0,10,0,18,0,0,0,0,0,3,4,18,0,23,0,3,0,0,0,6,0,21,0,32,0,0,0,0,0,0,0,4,5,14,13,26,22,32,15,79,33,234,6,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3
LGA18200,0,0,0,5,0,0,0,16,0,21,0,3,0,3,0,0,0,10,0,14,0,0,3,5,0,3,0,13,0,32,0,6,0,4,3,4,0,6,0,21,0,4,3,0,3,3,0,12,0,32,0,4,4,8,6,7,4,18,0,53,0,3,0,3,10,11,10,20,0,60,0,7,0,8,15,11,5,23,0,67,0,0,5,0,11,16,10,31,0,78,0,0,3,0,8,4,8,24,0,50,4,0,0,3,12,3,3,25,0,51,0,0,0,6,4,6,6,19,0,47,3,0,0,4,3,14,4,27,0,56,3,3,0,3,0,8,3,13,0,33,0,0,0,0,0,0,0,3,0,6,16,33,22,38,72,103,59,257,5,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4
