LGA_CODE_2016,Mng_NNI_H_0,Mng_NNI_H_1_15,Mng_NNI_H_16_24,Mng_NNI_H_25_34,Mng_NNI_H_35_39,Mng_NNI_H_40,Mng_NNI_H_41_48,Mng_NNI_H_49mo,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_15,Mng_1_149_H_16_24,Mng_1_149_H_25_34,Mng_1_149_H_35_39,Mng_1_149_H_40,Mng_1_149_H_41_48,Mng_1_149_H_49mo,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_15,Mng_150_299_H_16_24,Mng_150_299_H_25_34,Mng_150_299_H_35_39,Mng_150_299_H_40,Mng_150_299_H_41_48,Mng_150_299_H_49mo,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_15,Mng_300_399_H_16_24,Mng_300_399_H_25_34,Mng_300_399_H_35_39,Mng_300_399_H_40,Mng_300_399_H_41_48,Mng_300_399_H_49mo,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_15,Mng_400_499_H_16_24,Mng_400_499_H_25_34,Mng_400_499_H_35_39,Mng_400_499_H_40,Mng_400_499_H_41_48,Mng_400_499_H_49mo,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_15,Mng_500_649_H_16_24,Mng_500_649_H_25_34,Mng_500_649_H_35_39,Mng_500_649_H_40,Mng_500_649_H_41_48,Mng_500_649_H_49mo,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_15,Mng_650_799_H_16_24,Mng_650_799_H_25_34,Mng_650_799_H_35_39,Mng_650_799_H_40,Mng_650_799_H_41_48,Mng_650_799_H_49mo,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_15,Mng_800_999_H_16_24,Mng_800_999_H_25_34,Mng_800_999_H_35_39,Mng_800_999_H_40,Mng_800_999_H_41_48,Mng_800_999_H_49mo,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_15,Mng_1000_1249_H_16_24,Mng_1000_1249_H_25_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40,Mng_1000_1249_H_41_48,Mng_1000_1249_H_49mo,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_15,Mng_1250_1499_H_16_24,Mng_1250_1499_H_25_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40,Mng_1250_1499_H_41_48,Mng_1250_1499_H_49mo,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_15,Mng_1500_1749_H_16_24,Mng_1500_1749_H_25_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40,Mng_1500_1749_H_41_48,Mng_1500_1749_H_49mo,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_15,Mng_1750_1999_H_16_24,Mng_1750_1999_H_25_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40,Mng_1750_1999_H_41_48,Mng_1750_1999_H_49mo,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_15,Mng_2000_2999_H_16_24,Mng_2000_2999_H_25_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40,Mng_2000_2999_H_41_48,Mng_2000_2999_H_49mo,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000mo_H_0,Mng_3000mo_H_1_15,Mng_3000mo_H_16_24,Mng_3000mo_H_25_34,Mng_3000mo_H_35_39,Mng_3000mo_H_40,Mng_3000mo_H_41_48,Mng_3000mo_H_49mo,Mng_3000mo_H_NS,Mng_3000mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_15,Mng_PINS_H_16_24,Mng_PINS_H_25_34,Mng_PINS_H_35_39,Mng_PINS_H_40,Mng_PINS_H_41_48,Mng_PINS_H_49mo,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_15,Mng_Tot_H_16_24,Mng_Tot_H_25_34,Mng_Tot_H_35_39,Mng_Tot_H_40,Mng_Tot_H_41_48,Mng_Tot_H_49mo,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_15,Pro_NNI_H_16_24,Pro_NNI_H_25_34,Pro_NNI_H_35_39,Pro_NNI_H_40,Pro_NNI_H_41_48,Pro_NNI_H_49mo,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_15,Pro_1_149_H_16_24,Pro_1_149_H_25_34,Pro_1_149_H_35_39,Pro_1_149_H_40,Pro_1_149_H_41_48,Pro_1_149_H_49mo,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_15,Pro_150_299_H_16_24,Pro_150_299_H_25_34,Pro_150_299_H_35_39,Pro_150_299_H_40,Pro_150_299_H_41_48,Pro_150_299_H_49mo,Pro_150_299_H_NS,Pro_150_299_H_Tot,Pro_300_399_H_0,Pro_300_399_H_1_15,Pro_300_399_H_16_24,Pro_300_399_H_25_34,Pro_300_399_H_35_39,Pro_300_399_H_40,Pro_300_399_H_41_48,Pro_300_399_H_49mo,Pro_300_399_H_NS,Pro_300_399_H_Tot
LGA54170,0,7,3,3,7,10,4,11,6,49,3,26,8,3,3,3,0,6,0,54,3,39,16,4,3,3,0,8,0,82,0,22,23,13,6,3,3,12,0,80,3,23,40,14,7,6,3,22,3,118,9,25,36,61,20,25,16,31,7,228,11,22,46,59,81,60,21,31,3,330,11,15,25,55,183,122,57,65,5,528,20,10,24,56,131,149,92,105,3,595,12,14,19,32,73,105,70,76,0,400,9,11,17,25,78,91,51,114,0,402,8,4,7,14,56,65,41,67,5,265,18,19,10,21,71,139,130,217,3,627,10,9,7,22,17,61,41,174,3,343,0,3,0,3,6,9,9,18,9,56,113,246,290,377,743,859,544,946,42,4156,7,22,6,6,3,7,0,3,0,49,9,122,18,8,4,3,0,3,0,165,10,136,29,12,3,7,4,4,3,207,11,140,52,8,3,4,0,9,3,233
LGA54200,0,3,3,5,0,0,0,5,0,21,0,3,0,0,3,0,0,3,0,16,0,7,3,3,0,0,0,0,0,15,3,5,6,0,0,6,0,7,0,38,0,7,17,8,0,3,0,9,0,43,3,5,12,21,10,6,7,14,0,76,0,6,11,10,29,12,8,21,0,96,4,8,5,12,28,38,13,26,0,138,3,4,5,12,32,51,35,50,0,197,3,5,3,13,26,41,20,57,0,162,3,5,7,4,26,49,16,43,0,151,3,3,0,3,18,29,24,42,4,129,9,3,5,4,20,69,69,131,4,320,3,3,3,11,11,38,25,96,0,194,0,0,0,5,3,4,0,7,7,21,39,82,82,109,202,344,221,515,18,1613,0,0,0,3,3,0,0,0,0,12,0,27,0,6,0,0,0,4,0,32,0,33,6,4,0,4,0,3,0,59,0,20,14,3,0,3,0,0,0,51
LGA54280,0,0,3,0,0,6,3,6,0,16,0,3,0,0,0,0,0,0,0,5,0,10,0,3,0,0,0,3,0,17,0,3,0,0,0,0,0,9,0,14,0,0,4,3,0,0,0,5,0,21,0,4,3,9,7,0,4,11,3,40,3,6,3,8,21,11,3,7,0,57,6,0,6,7,32,25,14,12,3,107,6,3,0,8,31,31,20,42,3,144,3,0,7,3,19,30,30,45,3,140,4,0,0,8,19,36,20,42,0,136,5,0,0,0,14,29,22,51,3,118,15,3,0,3,29,46,42,149,6,297,15,3,3,5,4,22,43,146,0,238,0,0,0,0,0,0,0,7,0,15,59,37,35,69,170,234,208,533,23,1361,0,3,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,12,0,15,7,4,3,0,3,0,0,25
LGA54310,0,0,0,0,0,0,0,5,0,9,0,3,3,3,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,8,0,3,4,5,4,0,0,3,0,25,0,0,7,5,7,5,3,6,0,34,0,3,0,3,13,10,3,23,0,58,0,3,0,8,13,11,11,26,3,81,3,0,3,4,10,18,11,34,0,89,6,0,0,0,11,20,9,25,0,75,3,3,0,3,10,15,15,33,0,81,15,4,3,3,14,37,35,131,0,234,15,5,0,10,6,21,32,191,3,294,0,0,0,0,0,0,0,5,3,12,44,35,14,53,94,144,126,495,9,1015,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,3,0,0,0,17,0,13,6,0,0,0,0,0,0,29,0,6,3,0,0,0,0,3,0,8
LGA54340,0,0,0,0,0,6,0,4,0,10,0,3,0,0,0,0,0,4,0,8,0,0,3,0,0,0,0,6,0,6,0,3,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,4,0,8,0,0,5,3,0,3,0,9,0,19,0,0,5,0,8,7,4,11,0,35,0,0,0,3,3,6,3,11,0,25,0,0,0,0,4,7,4,12,0,24,6,0,0,3,0,10,0,12,0,31,3,0,0,0,0,3,3,5,0,21,0,0,0,3,0,4,0,6,0,18,0,0,0,0,4,6,5,14,0,28,0,0,0,0,0,0,3,7,0,10,0,3,0,0,0,0,0,0,0,6,15,11,17,18,22,56,27,105,0,263,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3
LGA54410,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,6,0,8,0,0,0,3,0,0,0,3,0,8,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,8,0,10,0,0,0,0,0,3,0,9,0,11,0,0,0,0,0,0,3,9,0,15,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,3,3,7,0,0,0,0,0,0,0,3,0,3,0,4,3,6,3,18,8,56,4,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,4,0,5,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,0,14,0,0,0,0,0,0,0,8,0,7,0,0,0,3,0,3,0,10,0,22,0,0,0,0,0,0,0,9,0,12,0,0,0,0,3,3,0,8,0,20,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,11,0,12,0,0,0,0,3,0,0,4,0,16,0,0,0,0,0,0,3,14,0,17,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,3,0,0,0,3,0,6,4,11,6,22,11,93,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,6,0,5,0,10,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,7,0,6,0,16,0,3,0,0,0,5,0,11,0,21,3,0,0,3,0,9,3,10,0,27,0,3,4,7,3,3,4,9,0,33,0,0,3,3,3,8,3,29,0,45,0,0,0,0,0,12,4,29,0,50,0,0,0,5,0,4,5,17,0,27,0,0,0,0,0,3,4,17,0,27,0,0,0,0,0,3,0,4,0,15,0,3,0,4,0,0,9,17,0,34,0,3,0,5,0,4,0,22,0,28,0,0,0,0,0,3,0,4,3,10,11,12,11,32,10,60,29,189,5,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA54620,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,4,0,4,0,14,0,0,3,0,0,0,0,10,0,20,0,0,0,0,0,4,5,12,0,20,0,0,0,0,0,4,0,11,0,16,0,0,0,0,3,3,8,11,0,25,0,0,0,3,0,0,0,16,0,25,0,0,0,0,0,0,3,12,0,12,0,0,0,0,0,0,0,8,0,10,0,0,3,0,0,3,0,7,0,12,0,0,3,0,0,0,4,8,0,16,0,0,0,0,0,0,0,4,0,4,3,5,17,4,9,25,24,113,3,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,10,0,0,0,0,0,3,4,3,0,11,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,4,8,4,5,0,14,7,44,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,8,0,8,4,3,0,0,0,0,0,22,0,32,0,0,0,4,0,0,0,9,0,19,0,0,0,0,0,4,3,7,0,17,0,0,0,0,3,3,3,16,0,21,0,0,0,0,0,4,3,23,0,25,0,0,0,0,0,0,0,13,0,18,0,3,0,3,0,0,4,0,0,6,0,0,0,0,0,0,0,7,0,9,3,0,0,0,0,3,3,8,0,13,0,0,0,0,0,0,0,3,3,6,13,8,5,7,10,18,18,126,4,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,0,0,0,0,0,0,0,4,0,6,0,4,3,0,0,4,0,0,0,14,0,4,0,5,0,0,0,3,0,14,0,0,4,4,0,0,0,3,0,13,0,3,3,4,0,0,0,4,0,17,0,3,4,12,8,3,0,8,0,41,0,3,6,4,11,0,7,8,0,45,4,0,3,8,20,16,10,16,0,68,3,0,4,3,27,32,13,14,4,107,6,0,5,6,25,21,22,25,0,106,9,4,3,3,21,27,16,40,0,123,4,0,0,3,5,28,16,32,0,87,10,3,3,7,25,61,66,127,0,296,10,4,3,3,20,77,58,162,0,340,0,0,0,0,0,3,0,15,3,20,39,38,39,61,168,268,205,464,12,1293,0,3,3,3,0,0,0,0,0,6,0,11,4,0,0,7,0,3,0,20,0,20,0,0,0,0,0,3,0,28,0,11,5,3,3,0,0,0,0,23
LGA54900,0,0,3,3,0,0,0,8,6,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,4,13,0,25,3,0,0,0,0,4,0,11,0,17,0,0,3,0,0,0,0,4,0,10,0,0,0,3,0,3,3,11,0,23,7,0,0,3,0,7,0,6,0,25,3,0,0,5,0,11,7,25,0,47,3,0,0,3,0,3,0,21,0,31,0,0,0,0,0,0,0,16,0,17,3,0,0,0,0,0,3,13,0,21,0,0,3,0,0,4,6,16,0,35,0,0,0,0,0,12,3,13,0,27,0,0,0,0,0,0,0,13,0,16,19,11,11,17,3,42,25,172,9,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
LGA54970,0,0,0,0,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,4,0,14,0,0,0,4,0,4,3,6,0,16,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,3,9,0,12,0,0,0,0,0,0,3,5,0,17,0,0,0,0,0,3,3,10,0,21,3,0,3,0,4,0,11,42,0,67,0,0,0,0,0,0,0,0,0,0,8,5,9,8,7,19,32,86,3,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55040,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,11,0,0,0,0,4,6,4,9,0,14,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,3,0,14,0,12,0,0,0,0,0,3,4,20,0,35,0,3,0,0,0,4,11,36,0,51,0,0,0,0,0,0,0,0,0,0,6,3,3,7,9,19,20,87,3,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA55110,0,6,0,3,4,10,3,9,0,37,3,8,0,4,0,5,3,6,0,23,3,16,5,4,0,3,5,3,3,40,0,12,5,0,4,0,3,8,0,43,0,9,14,10,3,3,0,9,3,43,3,7,20,20,7,11,8,8,0,88,4,9,18,37,29,44,11,20,0,162,8,10,13,32,74,69,36,36,0,274,8,0,14,23,48,71,49,61,3,282,10,0,10,9,41,51,40,63,0,217,9,6,4,9,18,51,21,47,0,169,5,3,3,0,14,29,16,57,0,129,8,8,0,5,24,55,40,91,3,228,0,3,5,3,4,13,12,68,3,115,3,3,0,0,0,4,4,6,3,26,48,89,110,155,283,423,260,489,22,1875,5,5,0,0,0,0,0,3,0,17,3,33,8,4,0,0,3,7,0,56,3,41,14,3,0,0,0,3,0,68,4,50,18,10,3,4,0,7,0,105
LGA55180,0,3,0,0,0,4,0,4,0,18,4,3,3,0,0,0,0,11,0,16,3,4,8,7,3,7,3,10,0,45,4,8,4,10,4,7,0,18,0,52,3,3,7,6,0,3,0,16,0,38,3,7,10,11,3,20,4,26,0,76,6,8,14,16,4,20,8,17,0,91,9,8,11,8,12,27,16,31,0,111,9,3,3,6,12,25,11,34,0,105,10,3,4,6,8,18,3,27,0,81,3,0,3,0,9,22,7,35,0,78,0,0,0,0,5,8,6,19,0,39,4,3,3,3,3,14,9,30,0,80,0,0,3,3,0,3,0,17,0,32,0,0,0,0,0,0,0,7,3,9,53,48,70,76,68,173,73,299,13,879,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,7,0,0,0,3,0,0,0,10
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,8,0,12,3,0,0,0,0,4,3,20,0,33,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,8,8,49,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA55320,3,11,7,5,0,6,0,17,3,48,0,23,5,5,0,3,0,0,0,43,0,31,16,4,3,5,0,4,0,66,0,22,18,3,4,9,0,7,0,63,0,13,28,8,6,8,6,6,0,74,0,24,39,24,13,15,9,17,3,145,3,13,24,38,59,31,9,27,6,212,13,16,24,45,133,79,42,59,4,410,10,12,17,34,87,113,73,80,3,426,5,11,12,18,82,81,58,77,4,353,12,16,16,40,61,84,50,98,0,368,9,6,5,13,32,74,37,75,4,252,8,13,20,21,78,184,125,221,4,680,12,24,19,36,28,100,100,337,0,654,0,4,0,3,7,9,3,10,3,42,86,231,232,312,611,786,517,1036,26,3829,11,11,3,3,3,0,3,8,3,37,18,125,6,3,0,9,3,0,0,166,19,146,30,12,3,3,3,3,0,222,13,144,44,11,4,11,3,0,0,234
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,10,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,5,0,7,0,0,3,0,0,0,4,6,0,13,0,0,0,3,0,0,0,6,0,18,0,0,0,0,6,0,3,9,0,20,4,5,0,0,3,5,0,10,0,26,0,0,0,0,4,10,3,11,0,31,5,0,0,0,3,0,3,13,0,21,0,3,4,3,0,8,0,9,0,28,0,0,0,0,3,3,6,8,0,18,3,0,0,0,3,3,4,15,0,33,0,0,0,0,0,3,7,10,0,21,0,0,0,0,0,0,3,0,0,4,21,13,9,12,26,36,38,113,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,7,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,4,0,6,0,3,0,0,3,0,0,3,0,8,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,5,0,5,0,3,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,10,3,7,4,3,6,29,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,3,0,0,0,0,6,0,8,0,0,0,0,0,0,0,6,0,7,0,0,0,0,3,0,0,9,3,14,0,0,0,3,0,3,0,10,0,19,3,4,4,4,0,11,4,20,3,46,0,0,0,4,0,4,3,17,0,33,0,0,0,0,3,3,5,10,3,36,0,3,0,0,3,9,0,19,0,35,0,4,0,0,0,4,3,11,0,22,0,0,0,0,3,10,0,13,0,27,4,0,3,0,0,0,0,15,0,25,3,0,0,0,0,0,0,4,0,6,12,14,23,21,19,36,26,149,12,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3
LGA55670,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,4,0,3,0,9,0,0,4,0,0,0,0,0,0,4,4,0,6,4,6,15,7,39,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,7,0,7,6,3,3,4,0,3,0,20,0,0,0,3,0,0,0,3,0,13,0,0,0,0,5,3,3,0,0,15,0,0,0,4,6,7,0,12,0,34,0,3,0,0,6,9,3,4,0,26,0,4,0,4,3,6,7,6,0,28,0,0,0,3,3,8,8,3,0,18,0,3,0,3,4,4,11,23,0,50,3,6,3,8,0,4,0,13,0,40,0,0,0,0,0,0,0,0,0,0,3,27,19,30,35,46,33,66,6,266,0,0,0,0,0,0,0,0,0,4,0,14,0,3,0,3,0,0,0,14,0,12,3,0,0,0,0,0,0,25,0,7,3,0,0,0,0,0,0,15
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,3,4,0,10,0,0,0,0,0,8,0,12,0,25,0,3,0,0,0,4,3,9,0,17,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,5,0,20,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,7,0,12,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,4,8,12,10,5,3,24,14,74,4,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
