LGA_CODE_2016,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000mo_A_15_19,Tot_3000mo_A_20_24,Tot_3000mo_A_25_34,Tot_3000mo_A_35_44,Tot_3000mo_A_45_54,Tot_3000mo_A_55_64,Tot_3000mo_A_65_74,Tot_3000mo_A_75ov,Tot_3000mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
LGA54130,9,7,0,35,0,0,10,10,8,6,0,0,38,0,0,3,10,7,9,3,0,32,0,0,0,0,5,0,0,0,6,7,33,116,97,140,135,42,15,583
LGA54170,512,78,7,2439,0,12,405,830,973,715,83,12,3025,0,12,154,354,500,293,78,3,1399,67,91,134,124,130,99,29,4,671,4591,5384,8695,8642,9833,7038,1671,156,46015
LGA54200,180,34,3,833,0,14,190,303,326,232,46,4,1126,0,8,46,109,140,111,18,3,438,25,23,34,40,44,32,15,0,209,1033,1270,2773,3002,3184,2406,687,97,14453
LGA54280,150,26,0,1128,8,79,687,670,620,376,43,4,2488,4,19,246,365,329,163,31,4,1162,10,15,45,39,61,43,7,3,218,616,1132,3441,3060,2950,1907,355,35,13484
LGA54310,137,16,5,916,3,79,764,708,554,292,37,3,2434,3,39,495,651,571,245,31,3,2040,8,17,36,29,48,21,3,3,174,363,755,2951,2690,2343,1285,210,24,10634
LGA54340,18,0,0,81,0,0,15,32,31,19,0,0,103,0,0,4,11,8,8,3,0,29,0,3,3,10,8,12,0,3,34,98,182,358,335,404,335,89,14,1825
LGA54410,3,0,0,17,0,0,0,0,3,8,7,0,15,0,0,3,0,10,3,0,0,12,0,0,0,0,3,3,0,0,9,15,24,72,81,112,84,38,6,429
LGA54480,6,0,0,20,0,0,0,8,12,6,0,0,20,0,0,0,6,0,3,3,0,10,0,0,0,0,3,3,0,0,3,6,10,43,77,69,49,30,10,282
LGA54550,7,0,0,39,0,0,13,15,13,16,3,0,52,0,0,3,9,12,16,4,0,43,0,0,3,6,6,3,3,3,24,30,56,145,154,251,207,85,29,946
LGA54620,8,0,0,47,0,0,44,43,25,14,6,0,137,0,0,11,16,10,7,0,0,45,0,0,0,0,4,3,0,0,7,8,37,152,168,141,124,43,23,696
LGA54690,3,0,0,10,0,0,0,0,0,0,0,4,15,0,0,0,7,4,3,3,0,8,0,0,0,0,0,0,0,0,0,4,8,25,40,31,48,16,9,177
LGA54760,4,3,0,17,0,0,3,3,3,9,0,0,14,0,0,0,0,5,9,3,0,18,0,0,0,3,4,0,4,0,13,8,12,49,85,92,84,41,6,384
LGA54830,232,29,0,1188,0,36,476,620,694,406,55,0,2292,0,3,162,326,414,221,26,0,1151,5,19,34,37,54,32,11,0,205,475,886,2865,3175,3199,2035,345,31,13009
LGA54900,11,3,0,39,0,0,10,17,19,12,3,0,59,0,0,0,4,11,13,3,3,45,0,3,0,6,0,7,4,0,18,21,42,125,142,188,166,63,17,764
LGA54970,46,6,0,313,0,22,252,226,206,100,12,0,821,0,3,42,77,77,46,3,0,249,3,0,0,9,4,6,0,0,30,51,123,586,548,559,346,52,0,2257
LGA55040,38,0,0,223,0,19,219,191,160,79,14,0,682,0,3,68,90,77,30,5,0,273,0,3,4,3,9,0,0,0,24,47,110,580,516,446,274,40,3,2020
LGA55110,176,24,0,964,0,11,155,331,347,199,47,8,1086,0,3,46,133,163,115,26,7,496,42,40,50,56,67,41,19,0,318,1893,2130,3878,4253,4816,3338,821,123,21254
LGA55180,45,6,0,173,0,0,17,44,63,57,11,4,195,0,0,4,24,8,16,12,0,68,4,3,9,9,11,21,3,0,63,256,260,571,743,1034,885,304,67,4125
LGA55250,18,0,0,121,0,11,117,69,78,28,0,0,298,0,0,43,53,49,19,0,0,166,0,0,3,3,3,0,0,0,14,14,65,316,240,242,138,16,0,1030
LGA55320,430,76,8,2408,0,21,748,931,972,666,124,18,3490,3,6,189,620,720,440,120,24,2122,34,68,116,98,131,69,27,4,551,2501,4257,8813,8101,8398,6171,1549,204,40001
LGA55390,5,0,0,71,0,8,67,43,43,12,3,0,173,0,3,19,24,17,11,0,0,72,0,0,0,3,0,0,0,0,12,11,34,168,130,107,63,6,0,530
LGA55460,11,5,0,82,0,0,22,33,46,38,9,0,143,0,0,3,14,13,8,0,3,48,0,0,3,3,0,5,3,0,11,95,142,274,258,323,274,89,23,1481
LGA55530,3,3,0,17,0,0,0,6,3,8,3,0,18,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,3,7,11,36,32,30,36,16,3,172
LGA55600,14,4,0,67,0,0,12,21,20,24,3,0,74,0,0,3,17,11,8,3,0,48,0,0,3,3,4,8,3,0,25,48,72,179,242,253,241,94,28,1157
LGA55670,8,0,0,24,0,0,0,5,8,3,0,0,16,0,0,0,3,3,5,0,0,15,0,0,3,0,3,4,0,0,12,11,17,50,46,62,53,16,5,255
LGA55740,24,13,0,146,0,0,23,55,62,41,12,0,200,0,0,3,12,46,27,12,3,118,4,8,4,12,6,0,3,0,40,148,219,544,420,542,373,127,26,2397
LGA55810,3,0,0,24,0,0,14,19,17,3,4,0,52,0,0,7,5,6,3,0,0,18,0,0,0,0,0,0,0,0,3,6,7,46,59,50,37,10,0,213
LGA55880,0,0,0,11,0,0,3,3,3,0,0,0,19,0,0,0,0,0,0,3,0,10,0,0,0,0,3,3,0,0,10,6,10,41,55,73,58,21,11,278
LGA55950,0,0,0,10,0,0,3,8,4,3,3,0,19,0,0,0,0,3,5,0,0,6,0,0,0,0,0,5,0,0,9,4,18,50,53,45,53,21,8,255
LGA56090,103,18,0,463,0,3,68,138,171,131,21,0,537,0,0,12,55,78,51,18,4,214,12,23,14,32,33,29,15,0,158,551,730,1472,1718,2112,1647,486,69,8788
LGA56160,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,7,6,7,0,40
LGA56230,100,13,0,494,0,19,186,265,320,222,21,0,1035,0,0,42,76,122,64,13,8,319,7,9,17,21,27,18,3,0,103,297,375,852,1157,1430,1026,235,46,5415
LGA56300,3,0,3,14,0,0,0,3,8,0,0,0,20,0,0,0,0,0,0,0,4,8,0,0,0,0,3,6,3,0,11,13,24,41,73,117,123,60,10,470
LGA56370,6,0,0,20,0,0,3,7,8,11,3,3,31,0,0,0,0,15,8,3,0,27,0,0,0,0,0,3,0,0,10,7,24,93,45,84,96,30,11,395
LGA56460,41,5,0,125,0,3,24,29,72,35,11,0,171,0,0,8,13,23,30,10,3,84,0,4,8,3,8,22,6,0,46,90,198,388,425,562,500,148,26,2339
LGA56580,249,64,3,1678,4,12,601,671,640,463,95,13,2495,0,3,114,380,482,316,102,18,1412,3,18,55,61,65,48,21,0,273,462,1692,5226,4302,4306,3340,926,116,20379
LGA56620,3,0,0,10,0,0,3,0,7,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,8,6,3,3,0,20,14,14,56,56,49,30,11,0,231
LGA56730,73,13,3,281,0,4,53,93,139,87,16,0,397,0,0,13,25,40,44,7,0,128,3,4,12,11,18,27,7,0,89,212,310,716,795,1030,1003,254,33,4361
LGA56790,8,0,0,45,0,0,17,13,15,9,4,0,66,0,0,3,8,11,4,3,0,30,0,0,0,0,4,0,0,0,12,18,47,119,154,216,181,57,12,811
LGA56860,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,4,8,17,17,25,3,0,71
LGA56930,15,3,4,75,0,0,7,43,37,20,3,0,118,0,0,4,13,22,18,9,3,74,0,3,10,6,3,3,0,0,21,95,158,258,191,219,155,54,16,1130
LGA57000,7,3,0,98,0,5,93,64,73,45,3,0,281,0,0,21,29,20,18,3,3,93,0,0,3,3,5,0,0,0,11,15,42,227,189,198,140,26,3,846
LGA57080,1308,196,7,10408,0,193,5906,7419,5737,3077,427,30,22788,5,48,2557,7654,7016,3308,514,48,21142,47,149,369,299,330,179,52,13,1448,2125,9908,37328,32950,26661,15880,3132,279,128253
LGA57140,5,0,0,17,0,0,3,3,8,3,0,0,18,0,0,3,3,0,4,3,0,15,0,0,3,0,0,3,0,0,9,9,10,48,53,81,87,37,4,340
LGA57210,16,3,0,74,0,0,5,19,31,25,5,0,89,0,0,4,4,6,18,6,3,37,3,0,4,11,6,7,3,4,31,122,154,263,389,483,415,157,44,2019
LGA57280,70,9,0,618,3,50,455,360,298,160,32,0,1362,0,16,200,234,214,94,15,3,769,9,8,16,22,28,17,0,0,98,230,490,1785,1493,1368,787,118,16,6286
LGA57350,0,0,0,7,0,0,0,4,6,11,7,0,24,0,0,3,0,4,12,0,0,17,0,4,0,0,6,0,0,0,17,15,18,49,48,84,109,23,8,355
LGA57420,7,0,0,35,0,0,18,21,11,15,7,0,70,0,0,9,11,23,5,4,0,53,0,0,0,3,0,4,0,0,13,16,38,124,96,133,103,47,6,559
LGA57490,250,31,3,1770,0,40,467,657,658,363,48,3,2228,0,3,109,232,258,118,24,0,743,37,48,86,73,76,63,26,0,396,2800,3570,6439,6214,6432,3779,763,97,30091
LGA57630,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,3,0,22
LGA57700,54,4,0,252,0,4,58,90,92,45,11,6,297,0,0,16,35,41,29,8,5,132,8,7,12,16,18,16,5,0,83,297,410,922,930,1036,740,199,32,4569
LGA57770,0,5,0,17,0,3,8,11,15,9,4,0,46,0,0,4,6,8,3,0,0,27,0,0,0,7,0,0,0,0,8,7,17,56,67,73,63,20,0,305
LGA57840,125,34,3,767,0,6,200,414,414,306,65,0,1393,0,3,73,191,268,220,59,10,825,9,26,26,20,35,17,10,0,144,624,1254,2922,2606,2652,2122,658,66,12914
LGA57910,797,148,22,4479,3,42,1166,2038,2008,1243,239,28,6755,8,23,361,1026,1167,701,198,47,3522,71,102,215,209,213,154,49,15,1024,3709,7465,17895,16119,15653,11035,3100,405,75381
LGA57980,256,63,6,2004,0,19,794,1143,969,544,111,4,3588,0,20,289,818,928,516,152,22,2748,24,37,77,54,80,35,27,5,341,1045,2746,7482,6283,5426,3661,1018,130,27793
LGA58050,645,92,9,3587,0,58,884,1386,1471,786,121,4,4712,0,7,218,552,638,356,83,11,1874,74,85,147,174,190,119,37,3,828,3453,5604,12627,11933,12517,8192,1856,186,56371
LGA58190,0,0,0,7,0,0,0,4,0,3,0,0,9,0,0,0,0,8,0,0,0,9,0,0,4,0,0,3,3,0,13,9,13,34,29,53,24,9,3,170
LGA58260,0,0,0,10,0,0,3,0,3,3,0,0,9,0,0,3,7,0,0,0,0,17,0,0,0,0,0,0,0,0,3,4,6,31,27,19,14,9,0,119
LGA58330,10,0,0,24,0,0,3,6,14,11,0,0,35,0,0,0,0,6,10,3,3,23,0,0,0,4,3,3,4,3,18,57,57,101,108,203,214,97,18,858
LGA58400,0,0,0,3,0,0,0,0,3,0,3,0,12,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,7,5,7,15,23,43,37,24,3,154
LGA58470,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,11,14,3,0,40
LGA58510,292,49,0,1902,0,14,561,908,813,514,81,0,2886,0,7,120,409,471,368,82,3,1463,24,37,84,56,64,52,13,5,328,833,2824,7749,6223,5446,3808,949,79,27910
LGA58540,4,0,0,31,0,0,7,5,3,9,3,0,24,0,0,0,3,8,3,3,0,19,0,0,0,0,4,3,0,0,7,9,21,74,75,142,92,49,12,475
LGA58570,207,48,3,1261,0,11,409,723,643,414,92,3,2298,0,5,89,365,444,283,57,4,1247,15,41,50,49,55,29,17,4,248,786,2178,5600,4487,4081,2836,792,92,20856
LGA58610,10,3,3,37,0,0,3,8,18,7,4,0,44,0,0,0,7,3,7,3,0,21,0,0,0,0,3,7,3,0,11,28,33,89,147,156,149,62,13,688
LGA58680,0,0,0,3,0,0,0,3,0,0,4,4,11,0,0,0,3,0,3,0,0,3,0,0,0,5,0,3,0,0,6,5,7,15,38,44,30,12,12,157
LGA58760,365,52,8,2408,3,38,569,881,907,461,74,0,2941,3,15,179,383,410,248,59,8,1298,71,80,112,137,162,99,20,4,688,3290,4510,9823,9581,9602,5806,1348,142,44105
LGA58820,51,3,0,253,0,10,98,163,206,119,19,4,610,0,0,20,48,66,36,6,0,169,3,5,4,5,19,5,3,0,45,62,114,357,472,578,427,86,17,2111
LGA58890,5,4,3,16,0,0,0,3,6,7,3,3,21,0,0,0,3,6,0,0,0,8,0,0,0,3,0,0,0,3,5,14,18,41,52,102,93,41,24,380
LGA59030,3,0,0,37,0,3,30,22,15,9,0,0,83,0,0,0,11,15,0,3,0,26,0,0,0,0,0,0,0,0,5,0,15,62,73,69,52,18,6,290
LGA59090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,4,0,0,13,0,0,0,3,0,0,0,0,13,0,0,0,4,3,0,0,0,9,0,0,0,3,0,3,7,0,14,9,8,51,51,74,63,32,9,296
LGA59170,3,4,0,31,0,0,8,3,0,7,0,0,21,0,0,0,0,3,0,3,0,8,0,0,0,0,0,6,3,0,19,20,33,71,70,80,107,55,16,456
LGA59250,12,0,0,90,0,4,100,63,54,35,3,0,259,0,0,23,38,29,16,4,0,113,0,4,3,4,0,0,0,0,16,12,42,251,181,166,115,26,0,787
LGA59310,7,4,0,42,0,0,10,17,10,3,5,4,46,0,3,0,3,11,5,0,0,20,0,0,3,0,5,4,5,3,14,25,49,131,132,147,146,48,14,688
LGA59320,0,0,0,21,0,0,0,3,3,7,0,0,12,0,0,0,3,3,3,0,0,6,0,0,0,0,0,0,0,0,0,6,8,32,38,52,44,14,3,190
LGA59330,0,0,0,9,0,0,3,0,5,7,0,0,12,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,3,8,10,13,30,29,50,46,20,9,212
LGA59340,42,6,0,245,0,12,146,140,136,76,12,0,522,0,0,39,65,73,43,3,4,237,0,0,11,19,17,10,0,0,61,91,164,721,652,645,487,94,14,2867
LGA59350,12,0,0,56,0,4,45,33,27,18,0,0,131,0,0,9,12,17,15,0,0,56,0,0,0,4,5,0,0,0,6,10,29,124,96,132,80,12,3,495
LGA59360,41,0,0,125,0,10,125,87,110,50,7,0,387,0,8,38,58,46,20,5,0,182,0,0,0,10,5,3,3,0,29,16,60,299,267,361,220,54,12,1290
LGA59370,7,7,0,56,0,0,8,18,12,4,8,0,48,0,0,0,4,3,9,4,0,22,0,0,0,3,4,10,4,0,21,53,73,136,168,234,236,107,14,1029
LGA59499,435,66,4,3185,3,159,1440,1367,1207,631,94,9,4914,6,56,554,763,673,358,60,7,2483,45,94,225,175,224,161,48,14,983,2008,5176,13020,11675,11952,8294,2019,229,54378
LGA59799,11,0,0,79,0,4,144,113,116,57,3,4,447,0,6,173,274,259,118,9,0,837,0,0,7,4,13,4,0,0,32,12,42,405,453,444,216,14,4,1595
LGA59898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,10,3,0,55,0,0,4,12,22,22,8,0,65,0,0,4,4,5,8,3,0,29,0,0,0,5,8,8,3,0,24,90,99,220,298,422,440,115,17,1700
LGA60410,25,0,0,93,0,0,11,22,24,20,0,0,86,0,0,7,5,8,3,3,0,24,5,3,6,6,14,8,0,0,38,189,234,588,593,625,455,101,12,2792
LGA60610,124,13,0,537,0,3,75,150,156,82,14,0,480,0,0,12,52,59,50,9,4,190,9,13,15,19,39,23,5,4,128,723,901,1842,2034,2595,1832,322,47,10298
LGA60810,44,6,0,214,0,0,19,39,72,51,12,3,202,0,0,0,22,30,23,4,3,85,10,3,8,18,17,15,4,0,81,387,455,866,1071,1436,1141,253,55,5661
LGA61010,9,3,0,28,0,0,3,9,13,8,0,0,29,0,0,0,3,3,3,3,0,15,0,0,3,6,3,3,5,4,24,18,46,104,124,154,149,64,15,681
LGA61210,30,3,0,131,0,0,17,41,34,20,7,3,126,0,0,4,10,19,18,6,0,63,10,3,10,8,12,16,6,0,74,227,346,652,676,822,684,166,41,3604
LGA61410,171,20,0,808,0,4,92,204,258,182,35,4,772,0,8,36,76,96,79,15,8,321,17,22,33,41,46,31,13,0,210,1071,1406,2894,3086,3506,2744,612,88,15404
LGA61510,36,0,0,137,0,0,13,23,43,29,0,0,103,0,0,5,9,12,8,0,0,39,7,0,6,10,10,3,0,0,35,118,156,345,447,604,513,118,22,2314
LGA61610,100,11,3,510,0,4,56,118,149,93,31,6,453,0,3,12,40,46,54,18,3,166,17,17,30,27,39,23,11,0,177,840,1043,2072,2352,2802,2024,423,57,11619
LGA61810,16,0,0,71,0,0,8,13,20,14,6,0,58,0,0,0,7,7,6,3,0,29,3,3,3,8,6,11,0,0,31,93,138,334,352,465,450,114,29,1974
LGA62010,0,3,0,17,0,0,3,5,5,4,0,0,22,0,0,0,0,7,4,0,0,14,0,0,0,4,0,3,0,0,6,7,22,41,69,75,86,41,11,357
LGA62210,48,0,0,242,0,0,13,41,70,54,7,0,192,0,0,3,16,17,14,4,0,53,0,3,4,3,10,10,0,0,30,66,155,430,499,678,529,91,22,2474
LGA62410,6,0,0,34,0,0,3,12,15,16,0,3,49,0,0,3,3,3,13,3,0,27,0,0,3,0,3,6,0,0,25,66,79,208,266,352,353,112,24,1462
LGA62610,175,19,3,745,0,4,93,200,235,148,25,3,702,0,4,25,64,82,75,17,10,280,12,27,40,48,60,38,17,3,246,1020,1612,3734,4039,4330,3304,627,79,18742
LGA62810,627,66,6,3298,0,8,480,1212,1529,878,133,18,4261,3,5,100,501,701,516,142,15,1974,38,46,115,107,91,97,20,8,521,2157,4663,10970,11265,11875,8442,1753,204,51337
LGA63010,26,3,0,109,0,0,11,40,43,33,12,0,144,0,0,3,15,9,20,5,0,59,3,8,6,10,16,20,12,4,81,226,276,687,879,1006,886,252,43,4258
LGA63210,14,3,0,46,0,4,9,26,20,13,3,0,79,0,0,0,7,11,6,0,0,19,0,0,0,3,5,8,3,0,25,87,77,188,241,335,297,89,24,1341
LGA63410,4,4,0,33,0,3,4,8,8,9,3,0,38,0,0,0,3,7,6,3,0,20,3,0,0,0,7,8,0,0,18,16,52,159,121,182,164,51,19,766
LGA63610,69,4,3,323,0,3,42,113,140,84,19,0,394,0,0,13,40,54,43,15,3,169,17,4,14,17,21,17,14,4,110,706,784,1536,1718,1848,1540,410,60,8594
LGA63810,26,5,0,110,0,0,11,28,29,19,6,0,91,0,3,5,13,14,20,11,0,68,9,3,6,12,11,6,6,0,53,195,238,570,676,827,677,191,31,3403
LGA64010,327,37,0,1510,0,6,192,413,499,324,57,0,1500,6,6,57,164,261,214,60,6,760,33,47,68,73,102,79,24,8,435,1911,3320,6294,6737,7799,5840,1212,153,33266
LGA64210,59,7,0,223,0,3,16,59,67,49,9,0,203,0,0,3,23,27,19,9,0,80,4,3,18,19,25,15,5,0,92,298,408,891,1066,1345,1119,319,55,5503
LGA64610,30,6,3,151,0,3,16,43,50,40,6,3,167,0,0,4,14,32,26,11,7,95,6,8,15,19,25,24,4,0,99,239,436,849,906,1118,931,257,64,4797
LGA64810,24,0,0,80,0,0,15,20,17,20,0,0,71,0,0,3,6,9,5,5,0,27,4,3,0,5,7,9,0,0,30,228,185,429,461,565,506,131,24,2533
LGA65010,5,4,0,32,0,0,0,5,13,7,0,0,30,0,0,3,6,3,5,3,4,25,0,0,0,0,4,0,0,0,13,44,45,161,183,277,262,101,25,1090
LGA65210,8,3,0,20,0,0,0,9,3,3,0,0,20,0,3,0,0,4,7,5,0,21,0,3,0,3,3,0,3,0,15,33,43,94,127,159,179,60,12,704
LGA65410,31,11,0,193,0,0,26,33,45,29,3,0,142,0,3,11,15,18,12,5,0,69,9,4,13,12,20,5,3,0,68,233,328,662,715,930,767,155,26,3819
LGA65610,23,3,0,152,0,9,70,76,82,52,7,0,297,0,0,16,17,25,14,0,0,77,3,0,0,12,9,3,4,0,38,65,161,388,375,492,352,68,11,1907
LGA65810,36,5,0,127,0,0,11,24,51,40,15,3,136,0,0,8,19,24,17,6,0,69,4,7,7,15,11,18,8,0,68,264,294,551,664,906,836,239,33,3769
LGA69090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69499,52,7,0,251,0,9,60,78,75,47,6,0,280,0,5,26,32,53,33,8,4,158,15,23,27,33,34,40,13,3,186,314,712,1839,1778,2227,1841,369,54,9132
LGA69799,0,0,0,11,0,0,3,4,3,4,0,0,15,0,0,0,4,3,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,10,13,12,3,0,55
LGA69898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,224,36,0,967,0,9,196,318,322,256,33,4,1138,0,0,26,90,128,94,31,0,370,18,16,39,43,29,32,16,0,195,630,902,2879,2425,2540,2006,461,43,11881
LGA70420,33,3,0,130,0,0,24,32,42,33,5,0,139,0,0,5,14,19,16,3,0,59,3,7,13,10,17,11,3,3,68,117,231,488,365,383,338,82,6,2006
LGA70540,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,7,3,0,0,29
LGA70620,19,0,0,87,0,0,59,49,49,42,10,0,215,0,0,8,23,33,11,3,0,76,0,4,8,11,16,3,0,0,42,33,92,314,267,290,183,37,4,1215
LGA70700,14,0,0,49,0,0,9,12,23,14,4,0,62,0,0,3,4,9,4,0,0,18,0,0,4,5,0,10,0,0,18,24,46,114,99,151,126,39,7,607
LGA71000,638,100,9,3877,0,43,1118,1663,1564,1012,162,8,5572,0,15,280,747,836,599,124,18,2621,44,78,180,163,134,88,40,0,725,1986,4033,12315,10489,9316,6237,1451,142,45963
LGA71300,51,6,0,227,0,12,136,167,157,90,11,3,577,0,7,40,64,60,40,3,0,216,18,27,58,61,41,35,8,0,252,58,173,715,763,680,461,71,7,2933
LGA72200,63,14,0,338,0,7,102,107,96,60,17,3,401,0,3,16,28,38,33,7,0,128,3,8,17,13,10,20,5,0,89,210,400,1180,843,896,629,192,22,4376
LGA72300,165,20,3,1259,8,88,933,915,694,349,46,3,3035,0,57,793,883,744,389,42,3,2911,16,32,45,56,74,37,10,0,260,466,1587,4478,3600,3225,1884,371,34,15659
LGA72330,58,13,0,206,0,7,85,122,125,89,5,0,438,0,0,20,48,86,48,14,0,217,0,12,27,20,18,9,3,0,90,40,151,586,562,573,406,93,10,2422
LGA72800,70,18,0,533,0,5,154,197,181,98,11,0,659,0,5,56,77,71,46,7,0,267,13,13,28,33,23,10,0,0,128,606,752,1838,1737,1438,835,172,18,7396
LGA73600,24,3,0,76,0,3,26,21,24,33,6,0,114,0,0,10,24,18,4,3,0,56,4,5,23,10,14,3,3,0,63,56,143,410,304,341,213,62,6,1539
LGA74050,15,0,0,24,0,0,5,4,8,11,3,0,36,0,0,0,0,0,4,0,0,8,0,0,3,0,7,3,0,0,11,11,43,159,128,120,94,13,5,567
LGA74550,12,0,0,39,0,0,13,7,20,13,3,0,59,0,0,0,0,4,5,0,0,10,7,4,9,9,8,3,0,0,34,42,65,160,116,143,123,34,6,678
LGA74560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,22,6,3,0,46
LGA74660,18,0,0,82,0,3,39,44,34,33,0,0,161,0,0,8,12,13,11,3,0,47,7,7,17,11,10,9,0,0,57,53,135,375,346,336,219,34,8,1505
LGA74680,13,0,0,32,0,3,13,11,14,3,3,0,43,0,0,4,10,9,3,0,0,28,0,0,3,3,3,0,0,0,14,8,50,183,136,132,85,19,3,620
LGA79090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79399,87,9,0,502,0,22,299,302,308,168,24,0,1126,5,12,140,173,171,82,8,0,594,3,11,26,27,20,16,3,0,109,206,568,1719,1554,1422,884,169,9,6534
LGA79499,24,7,0,296,0,17,173,127,111,66,8,0,499,0,13,133,84,54,36,4,0,319,5,9,16,24,16,22,3,0,85,110,264,1015,837,761,546,126,20,3674
LGA79799,0,3,0,16,0,0,12,3,7,4,0,0,20,0,0,5,6,8,7,0,0,33,0,0,0,0,0,0,0,0,3,0,3,30,18,24,22,3,0,91
LGA79898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89399,2415,407,38,17666,10,103,6092,12353,11742,5722,823,56,36899,11,46,1276,4407,5828,3474,656,61,15752,178,258,523,475,459,262,86,23,2262,11188,21559,54877,51947,46794,27484,6119,665,220639
LGA89499,62,12,0,351,0,3,104,148,104,58,8,0,436,7,0,39,78,70,31,14,0,238,7,21,30,19,32,7,3,0,115,410,847,1681,1423,1279,896,251,32,6817
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,40,11,0,200,0,9,49,67,69,58,19,0,268,0,0,22,28,40,24,9,0,120,0,3,4,14,11,7,3,0,45,75,161,468,562,617,551,220,35,2692
LGA99499,0,0,0,9,0,3,3,0,5,3,0,0,17,0,0,7,14,8,6,0,0,27,0,0,0,0,0,0,0,0,0,0,7,26,23,33,17,4,0,118
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
