LGA_CODE_2016,Pvte_2000_2999_Mng,Pvte_2000_2999_Pro,Pvte_2000_2999_TecTW,Pvte_2000_2999_CoPSW,Pvte_2000_2999_ClAW,Pvte_2000_2999_SWks,Pvte_2000_2999_MaOpDv,Pvte_2000_2999_Lab,Pvte_2000_2999_IDNS,Pvte_2000_2999_Tot,Pvte_3000mo_Mng,Pvte_3000mo_Pro,Pvte_3000mo_TecTW,Pvte_3000mo_CoPSW,Pvte_3000mo_ClAW,Pvte_3000mo_SWks,Pvte_3000mo_MaOpDv,Pvte_3000mo_Lab,Pvte_3000mo_IDNS,Pvte_3000mo_Tot,Pvte_PINS_Mng,Pvte_PINS_Pro,Pvte_PINS_TecTW,Pvte_PINS_CoPSW,Pvte_PINS_ClAW,Pvte_PINS_SWks,Pvte_PINS_MaOpDv,Pvte_PINS_Lab,Pvte_PINS_IDNS,Pvte_PINS_Tot,Pvte_Tot_Mng,Pvte_Tot_Pro,Pvte_Tot_TecTW,Pvte_Tot_CoPSW,Pvte_Tot_ClAW,Pvte_Tot_SWks,Pvte_Tot_MaOpDv,Pvte_Tot_Lab,Pvte_Tot_IDNS,Pvte_Tot_Tot,NS_NNI_Mng,NS_NNI_Pro,NS_NNI_TecTW,NS_NNI_CoPSW,NS_NNI_ClAW,NS_NNI_SWks,NS_NNI_MaOpDv,NS_NNI_Lab,NS_NNI_IDNS,NS_NNI_Tot,NS_1_149_Mng,NS_1_149_Pro,NS_1_149_TecTW,NS_1_149_CoPSW,NS_1_149_ClAW,NS_1_149_SWks,NS_1_149_MaOpDv,NS_1_149_Lab,NS_1_149_IDNS,NS_1_149_Tot,NS_150_299_Mng,NS_150_299_Pro,NS_150_299_TecTW,NS_150_299_CoPSW,NS_150_299_ClAW,NS_150_299_SWks,NS_150_299_MaOpDv,NS_150_299_Lab,NS_150_299_IDNS,NS_150_299_Tot,NS_300_399_Mng,NS_300_399_Pro,NS_300_399_TecTW,NS_300_399_CoPSW,NS_300_399_ClAW,NS_300_399_SWks,NS_300_399_MaOpDv,NS_300_399_Lab,NS_300_399_IDNS,NS_300_399_Tot,NS_400_499_Mng,NS_400_499_Pro,NS_400_499_TecTW,NS_400_499_CoPSW,NS_400_499_ClAW,NS_400_499_SWks,NS_400_499_MaOpDv,NS_400_499_Lab,NS_400_499_IDNS,NS_400_499_Tot,NS_500_649_Mng,NS_500_649_Pro,NS_500_649_TecTW,NS_500_649_CoPSW,NS_500_649_ClAW,NS_500_649_SWks,NS_500_649_MaOpDv,NS_500_649_Lab,NS_500_649_IDNS,NS_500_649_Tot,NS_650_799_Mng,NS_650_799_Pro,NS_650_799_TecTW,NS_650_799_CoPSW,NS_650_799_ClAW,NS_650_799_SWks,NS_650_799_MaOpDv,NS_650_799_Lab,NS_650_799_IDNS,NS_650_799_Tot,NS_800_999_Mng,NS_800_999_Pro,NS_800_999_TecTW,NS_800_999_CoPSW,NS_800_999_ClAW,NS_800_999_SWks,NS_800_999_MaOpDv,NS_800_999_Lab,NS_800_999_IDNS,NS_800_999_Tot,NS_1000_1249_Mng,NS_1000_1249_Pro,NS_1000_1249_TecTW,NS_1000_1249_CoPSW,NS_1000_1249_ClAW,NS_1000_1249_SWks,NS_1000_1249_MaOpDv,NS_1000_1249_Lab,NS_1000_1249_IDNS,NS_1000_1249_Tot,NS_1250_1499_Mng,NS_1250_1499_Pro,NS_1250_1499_TecTW,NS_1250_1499_CoPSW,NS_1250_1499_ClAW,NS_1250_1499_SWks,NS_1250_1499_MaOpDv,NS_1250_1499_Lab,NS_1250_1499_IDNS,NS_1250_1499_Tot,NS_1500_1749_Mng,NS_1500_1749_Pro,NS_1500_1749_TecTW,NS_1500_1749_CoPSW,NS_1500_1749_ClAW,NS_1500_1749_SWks,NS_1500_1749_MaOpDv,NS_1500_1749_Lab,NS_1500_1749_IDNS,NS_1500_1749_Tot,NS_1750_1999_Mng,NS_1750_1999_Pro,NS_1750_1999_TecTW,NS_1750_1999_CoPSW,NS_1750_1999_ClAW,NS_1750_1999_SWks,NS_1750_1999_MaOpDv,NS_1750_1999_Lab,NS_1750_1999_IDNS,NS_1750_1999_Tot,NS_2000_2999_Mng,NS_2000_2999_Pro,NS_2000_2999_TecTW,NS_2000_2999_CoPSW,NS_2000_2999_ClAW,NS_2000_2999_SWks,NS_2000_2999_MaOpDv,NS_2000_2999_Lab,NS_2000_2999_IDNS,NS_2000_2999_Tot,NS_3000mo_Mng,NS_3000mo_Pro,NS_3000mo_TecTW,NS_3000mo_CoPSW,NS_3000mo_ClAW,NS_3000mo_SWks,NS_3000mo_MaOpDv,NS_3000mo_Lab,NS_3000mo_IDNS,NS_3000mo_Tot,NS_PINS_Mng,NS_PINS_Pro,NS_PINS_TecTW,NS_PINS_CoPSW,NS_PINS_ClAW,NS_PINS_SWks,NS_PINS_MaOpDv,NS_PINS_Lab,NS_PINS_IDNS,NS_PINS_Tot,NS_Tot_Mng,NS_Tot_Pro,NS_Tot_TecTW,NS_Tot_CoPSW,NS_Tot_ClAW,NS_Tot_SWks,NS_Tot_MaOpDv,NS_Tot_Lab,NS_Tot_IDNS,NS_Tot_Tot
LGA34830,0,3,13,3,3,0,11,0,0,31,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,13,23,8,4,3,35,7,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,142,99,212,9,24,12,103,23,9,636,108,44,79,0,18,9,39,12,12,315,60,4,22,5,12,13,16,13,11,158,1458,563,963,361,563,449,667,713,74,5796,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,8,0,0,0,3,0,0,0,0,3,10,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,9,4,0,6,8,0,0,3,14,40,76
LGA34880,77,40,17,3,8,7,21,7,0,181,53,24,6,5,3,3,8,8,0,105,31,13,17,12,3,6,8,24,3,117,1210,590,798,573,607,642,400,1019,64,5902,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,7,7,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,3,10,0,0,0,3,0,0,0,0,4,8,0,0,0,0,0,0,0,0,7,8,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,5,3,3,9,5,0,3,3,46,82
LGA35010,1242,1140,607,48,291,252,173,105,48,3897,765,808,181,35,145,131,56,51,32,2209,134,125,234,171,146,186,85,182,71,1338,11190,12445,15368,12298,12347,14107,6660,11803,937,97158,5,0,3,0,3,3,0,5,30,49,4,0,3,3,4,8,3,8,34,59,0,3,3,4,3,3,0,11,32,75,3,5,4,5,0,3,0,12,48,86,0,3,0,16,3,0,6,5,59,104,0,3,12,17,8,6,8,13,45,103,6,12,6,7,11,12,8,23,59,144,9,0,18,9,15,4,8,14,60,136,6,7,10,3,8,4,6,13,48,105,4,9,6,0,3,0,3,3,24,57,3,3,0,4,4,0,3,0,18,32,3,4,3,0,4,0,0,0,7,23,0,7,0,0,3,0,0,0,4,18,5,0,3,4,0,0,0,0,11,28,10,13,19,10,17,9,14,11,187,288,59,77,98,81,77,52,66,134,668,1317
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,4,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,103,268,754,11,31,4,490,68,19,1750,108,96,137,4,17,6,108,15,4,496,12,10,29,8,9,12,33,21,8,141,653,932,1996,582,709,633,1391,766,99,7754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,3,4,10,0,0,5,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,25,36,3,8,9,11,4,0,10,4,59,99
LGA35600,20,16,3,0,3,0,3,4,0,57,27,14,4,0,5,0,3,0,0,48,6,0,4,5,0,4,3,3,3,30,374,143,181,113,124,130,58,310,15,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,3,10,14,28
LGA35670,0,4,18,0,4,0,18,0,0,47,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,22,21,40,16,10,0,61,10,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA35740,197,258,113,15,44,56,68,15,11,778,191,224,63,6,23,41,14,15,10,589,30,34,39,25,30,40,9,20,15,244,2603,2860,2895,2493,2223,2691,789,2001,179,18739,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,3,0,3,3,7,0,0,3,3,0,0,0,3,4,19,0,0,0,0,0,3,0,4,9,23,0,4,3,0,3,0,0,0,11,20,0,0,0,0,0,0,0,0,12,23,0,0,6,0,0,0,4,3,11,22,0,0,3,0,3,0,3,5,11,21,3,0,3,0,0,0,3,0,7,17,0,3,4,0,3,0,0,0,7,18,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,3,0,4,3,0,0,0,4,32,49,13,13,26,11,14,12,7,17,124,248
LGA35760,42,17,39,0,7,3,23,6,0,129,50,12,4,0,0,0,3,4,0,76,40,5,3,7,6,3,7,16,3,90,1040,204,353,264,287,261,308,921,48,3694,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,6,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,15,23,13,3,3,0,0,0,0,16,34,73
LGA35780,10,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,3,0,3,3,0,0,0,0,3,16,67,62,71,88,40,42,27,66,9,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9
LGA35790,4,8,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,74,41,102,16,13,6,48,14,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
LGA35800,13,0,23,0,3,0,5,0,0,42,14,0,8,0,0,0,0,0,4,28,15,0,5,0,3,0,0,3,0,24,272,51,110,47,45,31,60,128,10,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,7,11
LGA36070,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,22,16,19,7,9,11,11,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,3,0,3,0,0,0,0,0,0,7,7,3,4,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,4,90,21,34,14,23,10,23,31,5,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9
LGA36250,486,466,216,22,110,112,55,43,13,1523,300,327,66,15,71,71,16,24,12,898,66,52,65,62,52,75,32,67,20,487,4166,4797,5310,4700,4410,5169,1876,4299,324,35047,0,0,0,0,0,4,0,0,11,18,0,0,3,0,3,0,0,3,14,22,0,0,0,3,3,0,0,6,7,21,0,3,3,0,3,0,0,4,9,19,0,0,6,5,4,0,0,0,10,24,0,4,4,3,0,5,0,4,14,37,0,3,0,3,0,0,4,0,16,32,0,6,6,6,0,0,3,9,25,56,0,8,8,3,6,0,4,7,17,50,5,0,4,3,4,0,0,0,4,19,3,0,3,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,3,6,0,3,10,7,0,3,4,5,60,93,20,28,45,34,25,18,17,36,205,434
LGA36300,5,4,3,0,0,0,0,0,0,21,3,4,0,0,0,0,0,0,0,7,0,0,4,3,0,0,0,0,0,12,108,42,117,54,57,67,53,96,13,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,11
LGA36370,385,457,338,29,126,40,263,45,18,1712,236,293,105,11,35,20,26,23,5,762,58,34,48,32,40,39,30,64,20,376,3127,3898,4819,3364,3653,3855,2333,3677,256,28989,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,6,0,5,12,21,0,0,0,5,0,0,0,3,7,16,3,0,0,4,0,4,0,3,17,32,0,0,4,3,0,0,0,0,12,27,0,0,3,0,4,0,3,7,7,36,3,0,3,5,0,6,0,3,15,33,3,4,6,0,0,0,6,3,19,36,0,0,3,0,3,0,3,0,15,25,3,0,4,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,3,0,4,6,0,4,0,6,4,3,7,43,76,13,18,35,27,14,25,14,41,171,360
LGA36510,103,70,40,3,17,11,10,14,3,266,71,68,9,0,8,11,12,4,0,188,60,14,26,23,33,18,17,34,10,226,1914,1070,1508,1312,1114,1003,662,1671,82,10335,0,0,0,0,3,0,0,0,5,9,0,0,0,0,0,0,0,4,7,8,0,0,0,0,0,0,0,4,3,10,6,0,0,3,0,0,0,0,5,15,0,0,3,0,0,0,0,4,5,12,4,0,0,5,3,0,0,3,3,22,0,0,0,4,0,0,0,0,4,14,0,0,0,0,0,0,0,0,6,15,3,0,4,0,0,0,4,0,5,19,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,17,27,13,5,6,15,7,4,14,19,72,150
LGA36580,47,32,26,6,7,3,8,8,0,141,54,25,9,3,3,5,5,0,0,103,22,3,8,5,9,8,6,17,0,87,981,339,694,434,446,458,473,1204,39,5067,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,7,15,3,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,13,26,12,3,7,3,3,7,5,13,49,96
LGA36630,91,86,144,3,13,5,130,10,3,483,68,57,46,0,8,4,12,6,3,208,44,10,25,14,17,24,14,34,4,186,1668,841,1331,960,886,986,790,1573,79,9110,0,0,0,0,0,0,0,0,8,8,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,15,15,0,0,3,0,0,0,0,0,6,12,6,0,0,3,0,3,3,0,6,23,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,3,8,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,25,35,15,0,7,9,5,3,6,10,96,155
LGA36660,98,58,19,0,24,9,14,6,3,236,72,55,4,3,12,9,5,8,0,162,59,14,32,28,19,16,25,36,6,219,2076,999,1519,1087,1180,1238,977,2165,113,11350,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,11,22,0,0,0,0,0,0,0,3,15,17,0,0,4,0,0,0,0,6,16,23,0,0,0,4,0,0,0,5,8,22,0,0,0,0,0,0,0,3,6,20,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,4,27,45,14,8,8,8,10,4,7,29,106,195
LGA36720,1201,1428,763,62,331,282,497,110,48,4721,814,1116,354,30,184,171,149,65,53,2931,158,115,230,159,151,179,97,167,72,1325,11916,13751,15068,11350,12515,12958,5737,10170,900,94362,0,0,3,3,0,4,0,6,33,53,0,5,3,0,0,3,0,7,30,57,0,3,7,9,4,4,0,15,25,66,0,0,3,3,6,8,3,12,49,79,5,0,6,8,0,0,5,10,37,77,3,6,12,11,7,3,8,15,34,94,5,4,12,4,12,3,0,13,46,103,6,6,16,5,7,7,3,13,45,113,3,7,14,0,8,4,3,6,32,76,3,5,10,0,0,0,3,3,20,51,3,7,4,0,0,3,0,0,14,31,0,3,0,0,0,0,4,0,18,25,3,4,0,0,0,0,0,3,15,27,3,3,0,0,3,3,3,0,17,29,3,10,20,13,7,10,9,15,176,269,53,63,112,58,57,46,43,108,597,1145
LGA36820,54,53,10,0,10,10,12,6,0,157,61,41,8,3,11,4,0,0,3,131,42,12,20,13,12,17,15,30,7,158,1351,703,921,718,786,826,475,1189,53,7034,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,8,12,0,0,3,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,3,3,16,26,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,15,23,12,3,7,4,3,3,7,15,73,121
LGA36910,756,880,486,37,170,98,320,50,18,2812,479,603,152,19,79,66,73,42,19,1528,135,55,115,80,95,91,67,133,35,812,7610,7984,8684,6081,7334,6445,4204,7271,434,56043,8,0,0,0,0,0,0,0,18,29,3,0,4,0,0,4,0,5,15,40,3,0,9,5,0,0,0,10,26,42,6,0,3,0,0,0,0,3,28,45,3,0,3,5,3,3,0,7,39,61,3,0,7,6,5,0,3,5,37,72,0,4,12,6,0,0,4,12,39,75,5,8,0,0,4,0,0,6,34,61,3,3,7,0,4,0,3,3,26,50,0,3,4,3,0,0,0,0,7,16,0,0,3,0,0,0,3,0,6,19,0,3,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,0,5,7,4,16,4,3,7,5,19,73,133,47,20,64,34,28,16,36,73,346,666
LGA36950,17,26,19,0,3,0,0,0,0,64,8,16,0,0,0,0,0,3,0,28,0,4,8,12,3,6,0,7,4,50,118,180,133,150,100,78,29,104,21,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,5,3,0,0,0,3,13,31
LGA36960,3,0,8,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,8,4,3,0,3,0,3,0,0,3,16,53,89,83,49,29,49,13,79,15,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,18
