LGA_CODE_2016,HNFA_15_19_EWFT,HNFA_15_19_EWPT,HNFA_15_19_EAFW,HNFA_15_19_EHW_NS,HNFA_15_19_Tot,HNFA_20_24_EWFT,HNFA_20_24_EWPT,HNFA_20_24_EAFW,HNFA_20_24_EHW_NS,HNFA_20_24_Tot,HNFA_25_29_EWFT,HNFA_25_29_EWPT,HNFA_25_29_EAFW,HNFA_25_29_EHW_NS,HNFA_25_29_Tot,HNFA_30_34_EWFT,HNFA_30_34_EWPT,HNFA_30_34_EAFW,HNFA_30_34_EHW_NS,HNFA_30_34_Tot,HNFA_35_39_EWFT,HNFA_35_39_EWPT,HNFA_35_39_EAFW,HNFA_35_39_EHW_NS,HNFA_35_39_Tot,HNFA_40_44_EWFT,HNFA_40_44_EWPT,HNFA_40_44_EAFW,HNFA_40_44_EHW_NS,HNFA_40_44_Tot,HNFA_45_49_EWFT,HNFA_45_49_EWPT,HNFA_45_49_EAFW,HNFA_45_49_EHW_NS,HNFA_45_49_Tot,HNFA_50_54_EWFT,HNFA_50_54_EWPT,HNFA_50_54_EAFW,HNFA_50_54_EHW_NS,HNFA_50_54_Tot,HNFA_55_59_EWFT,HNFA_55_59_EWPT,HNFA_55_59_EAFW,HNFA_55_59_EHW_NS,HNFA_55_59_Tot,HNFA_60_64_EWFT,HNFA_60_64_EWPT,HNFA_60_64_EAFW,HNFA_60_64_EHW_NS,HNFA_60_64_Tot,HNFA_65_69_EWFT,HNFA_65_69_EWPT,HNFA_65_69_EAFW,HNFA_65_69_EHW_NS,HNFA_65_69_Tot,HNFA_70_74_EWFT,HNFA_70_74_EWPT,HNFA_70_74_EAFW,HNFA_70_74_EHW_NS,HNFA_70_74_Tot,HNFA_75ov_EWFT,HNFA_75ov_EWPT,HNFA_75ov_EAFW,HNFA_75ov_EHW_NS,HNFA_75ov_Tot,HNFA_Tot_EWFT,HNFA_Tot_EWPT,HNFA_Tot_EAFW,HNFA_Tot_EHW_NS,HNFA_Tot_Tot,DNHNFA_15_19_EWFT,DNHNFA_15_19_EWPT,DNHNFA_15_19_EAFW,DNHNFA_15_19_EHW_NS,DNHNFA_15_19_Tot,DNHNFA_20_24_EWFT,DNHNFA_20_24_EWPT,DNHNFA_20_24_EAFW,DNHNFA_20_24_EHW_NS,DNHNFA_20_24_Tot,DNHNFA_25_29_EWFT,DNHNFA_25_29_EWPT,DNHNFA_25_29_EAFW,DNHNFA_25_29_EHW_NS,DNHNFA_25_29_Tot,DNHNFA_30_34_EWFT,DNHNFA_30_34_EWPT,DNHNFA_30_34_EAFW,DNHNFA_30_34_EHW_NS,DNHNFA_30_34_Tot,DNHNFA_35_39_EWFT,DNHNFA_35_39_EWPT,DNHNFA_35_39_EAFW,DNHNFA_35_39_EHW_NS,DNHNFA_35_39_Tot,DNHNFA_40_44_EWFT,DNHNFA_40_44_EWPT,DNHNFA_40_44_EAFW,DNHNFA_40_44_EHW_NS,DNHNFA_40_44_Tot,DNHNFA_45_49_EWFT,DNHNFA_45_49_EWPT,DNHNFA_45_49_EAFW,DNHNFA_45_49_EHW_NS,DNHNFA_45_49_Tot,DNHNFA_50_54_EWFT,DNHNFA_50_54_EWPT,DNHNFA_50_54_EAFW,DNHNFA_50_54_EHW_NS,DNHNFA_50_54_Tot,DNHNFA_55_59_EWFT,DNHNFA_55_59_EWPT,DNHNFA_55_59_EAFW,DNHNFA_55_59_EHW_NS,DNHNFA_55_59_Tot,DNHNFA_60_64_EWFT,DNHNFA_60_64_EWPT,DNHNFA_60_64_EAFW,DNHNFA_60_64_EHW_NS,DNHNFA_60_64_Tot,DNHNFA_65_69_EWFT,DNHNFA_65_69_EWPT,DNHNFA_65_69_EAFW,DNHNFA_65_69_EHW_NS,DNHNFA_65_69_Tot,DNHNFA_70_74_EWFT,DNHNFA_70_74_EWPT,DNHNFA_70_74_EAFW,DNHNFA_70_74_EHW_NS,DNHNFA_70_74_Tot,DNHNFA_75ov_EWFT,DNHNFA_75ov_EWPT,DNHNFA_75ov_EAFW,DNHNFA_75ov_EHW_NS,DNHNFA_75ov_Tot,DNHNFA_Tot_EWFT,DNHNFA_Tot_EWPT,DNHNFA_Tot_EAFW,DNHNFA_Tot_EHW_NS,DNHNFA_Tot_Tot,NFANS_15_19_EWFT,NFANS_15_19_EWPT,NFANS_15_19_EAFW,NFANS_15_19_EHW_NS,NFANS_15_19_Tot,NFANS_20_24_EWFT,NFANS_20_24_EWPT,NFANS_20_24_EAFW,NFANS_20_24_EHW_NS,NFANS_20_24_Tot,NFANS_25_29_EWFT,NFANS_25_29_EWPT,NFANS_25_29_EAFW,NFANS_25_29_EHW_NS,NFANS_25_29_Tot,NFANS_30_34_EWFT,NFANS_30_34_EWPT,NFANS_30_34_EAFW,NFANS_30_34_EHW_NS,NFANS_30_34_Tot,NFANS_35_39_EWFT,NFANS_35_39_EWPT,NFANS_35_39_EAFW,NFANS_35_39_EHW_NS,NFANS_35_39_Tot,NFANS_40_44_EWFT,NFANS_40_44_EWPT,NFANS_40_44_EAFW,NFANS_40_44_EHW_NS,NFANS_40_44_Tot,NFANS_45_49_EWFT,NFANS_45_49_EWPT,NFANS_45_49_EAFW,NFANS_45_49_EHW_NS,NFANS_45_49_Tot,NFANS_50_54_EWFT,NFANS_50_54_EWPT,NFANS_50_54_EAFW,NFANS_50_54_EHW_NS,NFANS_50_54_Tot,NFANS_55_59_EWFT,NFANS_55_59_EWPT,NFANS_55_59_EAFW,NFANS_55_59_EHW_NS,NFANS_55_59_Tot,NFANS_60_64_EWFT,NFANS_60_64_EWPT,NFANS_60_64_EAFW,NFANS_60_64_EHW_NS,NFANS_60_64_Tot,NFANS_65_69_EWFT,NFANS_65_69_EWPT,NFANS_65_69_EAFW,NFANS_65_69_EHW_NS,NFANS_65_69_Tot,NFANS_70_74_EWFT,NFANS_70_74_EWPT,NFANS_70_74_EAFW,NFANS_70_74_EHW_NS,NFANS_70_74_Tot
LGA34860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,3,5,0,8,0,0,0,0,4,4,3,0,0,4,0,0,0,0,3,0,5,0,0,4,3,0,0,0,5,0,0,0,0,4,3,7,0,0,7,24,21,5,4,53,133,161,24,15,330,394,118,20,14,549,561,130,40,12,743,595,160,50,15,814,444,164,39,8,660,563,124,31,9,725,592,120,46,20,768,562,134,32,13,740,462,110,36,10,611,338,92,22,9,459,132,64,8,11,205,74,54,0,6,142,73,34,5,10,122,4916,1458,347,141,6866,0,0,0,0,0,7,0,0,0,11,3,3,0,0,12,8,4,0,0,16,12,3,0,0,14,13,4,0,0,15,13,0,0,3,11,10,4,3,0,15,6,0,0,3,10,6,3,0,0,3,0,0,0,0,0,3,0,0,0,3
LGA34880,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,3,0,0,0,4,4,8,0,0,9,3,3,0,0,4,4,0,0,3,4,5,3,0,0,6,6,3,0,0,11,3,3,3,0,7,0,3,0,0,4,3,0,0,0,4,0,4,0,3,7,40,29,8,11,90,91,278,14,20,407,318,151,17,12,499,381,169,16,10,577,356,175,25,8,565,386,197,20,12,616,513,241,25,13,790,605,236,20,12,879,619,236,29,20,903,505,228,35,12,786,337,240,33,10,622,138,117,6,11,269,58,66,8,6,142,37,36,3,5,84,4361,2370,259,153,7138,3,0,0,0,4,0,4,0,3,10,3,3,0,3,7,7,4,0,0,15,8,4,0,0,15,12,10,0,0,19,12,3,0,3,16,10,9,0,0,20,10,3,0,0,18,3,0,0,0,6,4,0,0,0,3,3,3,0,0,9
LGA35010,11,99,3,3,120,32,98,3,0,131,29,61,5,3,95,32,54,7,3,100,25,41,3,0,81,40,55,11,6,107,55,63,7,0,133,46,81,12,4,139,41,68,14,6,134,27,58,11,3,94,13,32,3,0,47,7,28,0,3,34,11,19,0,7,35,376,754,80,45,1254,1549,7577,279,211,9610,5720,4884,309,224,11137,6824,3146,416,240,10628,7001,3454,455,172,11088,6819,3781,329,182,11121,7818,4322,286,197,12626,8078,4190,270,206,12739,7344,3652,361,148,11499,5897,3262,316,137,9613,3299,2607,269,93,6272,1168,1459,125,52,2804,282,573,36,29,914,98,205,15,25,338,61905,43108,3461,1913,110389,13,52,0,7,73,51,36,6,9,100,54,32,3,8,101,83,52,3,7,139,79,48,3,10,142,87,57,3,11,161,105,51,6,13,178,80,57,3,11,151,76,37,8,3,127,46,40,0,4,89,18,21,3,4,41,14,9,0,0,27
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,0,0,5,9,0,0,0,10,9,3,0,0,9,3,6,0,0,12,3,3,0,3,8,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19,0,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,0,9,0,0,6,3,3,0,0,5,3,0,0,0,3,0,3,0,0,6,3,0,0,0,4,6,0,4,0,12,4,3,0,0,10,3,3,0,0,8,3,4,0,0,6,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,36,26,12,0,68,182,260,18,16,471,698,160,33,25,908,1052,174,56,16,1295,926,190,76,16,1204,757,179,53,27,1014,757,164,40,17,973,766,135,34,19,944,763,124,38,21,946,519,128,42,19,701,286,76,34,3,400,112,51,16,6,179,36,31,9,0,76,11,17,0,4,22,6857,1681,422,179,9140,0,8,0,4,16,5,3,0,0,5,8,0,0,0,4,13,6,0,0,17,4,5,0,0,14,6,0,0,0,6,13,0,0,0,16,14,3,0,0,23,8,0,0,0,9,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,3,11,6,0,0,17,35,58,3,0,104,117,45,3,4,170,162,43,16,3,217,102,44,8,3,161,123,41,5,3,171,149,38,6,0,196,133,48,5,3,186,181,44,8,3,237,166,57,6,3,231,111,40,11,3,164,42,17,3,0,67,9,12,0,8,29,11,3,0,3,21,1344,483,66,52,1944,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,0,0,24,29,0,3,0,30,18,4,0,0,26,17,5,0,0,23,22,8,0,0,28,23,4,0,0,27,24,3,0,0,28,12,0,0,0,14,7,0,0,0,11,0,0,0,0,4,7,0,0,0,6,0,0,0,0,0,173,36,8,6,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,0,15,0,0,18,4,14,0,0,16,0,9,0,0,13,0,13,0,0,18,0,8,3,0,10,3,15,0,0,17,0,13,0,0,12,3,9,0,0,15,6,15,3,0,23,5,4,0,3,8,3,12,0,0,17,3,6,0,0,8,0,0,0,0,6,38,136,11,9,192,271,1151,48,34,1505,752,620,47,27,1444,878,478,46,21,1419,965,548,74,23,1606,1063,700,58,35,1855,1387,910,48,37,2374,1489,941,67,34,2532,1434,955,60,30,2477,1145,912,57,23,2135,758,792,58,29,1639,279,412,26,7,727,70,200,9,4,288,25,73,3,11,112,10519,8693,593,311,20114,0,9,0,0,12,17,5,0,0,29,10,9,0,0,22,3,7,0,0,17,12,9,0,0,21,14,19,0,0,35,16,16,0,3,33,21,9,0,0,31,18,12,0,3,32,22,10,0,0,28,3,9,0,0,14,0,4,0,0,4
LGA35760,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,6,9,0,0,16,23,27,3,3,50,62,124,14,18,222,194,77,11,5,293,225,106,8,5,343,274,103,8,3,384,230,88,6,17,345,272,114,9,6,400,332,137,10,14,500,320,133,12,10,473,306,115,12,13,443,237,124,15,7,388,128,74,15,12,229,82,43,3,4,131,43,30,3,7,86,2712,1269,139,120,4240,0,0,0,0,4,4,0,0,0,4,3,0,0,0,5,13,0,0,0,9,5,0,0,0,4,7,3,0,0,12,7,0,0,0,6,3,4,0,3,13,9,4,0,0,12,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,30,0,0,56,54,21,3,3,85,70,31,8,7,112,65,13,4,3,83,64,19,3,0,90,63,19,3,3,86,60,17,8,0,83,65,16,3,3,83,49,14,3,3,67,35,8,3,0,49,11,0,0,0,12,0,0,0,0,3,0,0,0,0,0,555,196,30,23,806,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,16,0,0,27,23,23,4,0,43,37,26,3,0,65,30,20,3,0,61,31,24,0,3,60,31,25,3,0,62,50,27,3,0,86,41,20,0,0,65,52,14,0,0,71,26,12,0,0,39,7,3,0,0,6,0,0,0,0,0,0,0,0,0,3,338,217,14,11,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,19,9,0,4,27,50,17,3,0,66,63,14,0,4,82,57,16,6,3,79,46,16,0,3,72,58,16,0,0,76,64,19,3,0,88,102,21,3,0,131,98,17,3,5,118,62,20,7,7,94,25,11,0,0,42,18,7,6,0,30,13,3,0,0,18,676,180,33,29,923,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,17,12,10,0,0,23,10,6,0,0,15,13,7,0,0,20,12,8,3,0,17,16,10,0,0,25,10,13,0,0,31,9,15,0,0,25,8,4,0,0,14,11,0,0,0,9,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,108,95,3,3,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,3,0,0,9,19,4,3,0,28,28,3,7,0,39,32,3,3,0,38,24,4,0,0,26,29,6,0,0,37,21,9,0,3,37,25,9,3,0,32,34,9,3,0,45,18,3,4,0,23,12,3,0,0,16,10,0,0,0,11,5,0,0,0,3,265,55,24,9,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA36250,3,33,0,0,38,5,30,3,0,38,6,27,7,0,34,11,21,0,0,27,4,14,0,0,23,7,19,0,0,31,12,33,0,0,43,9,26,0,0,42,25,31,8,0,58,8,25,3,0,37,0,12,0,0,17,0,10,3,0,16,0,8,0,3,11,92,288,24,9,413,561,3056,87,70,3769,1782,1871,115,71,3839,2345,1052,132,75,3597,2273,1147,168,66,3650,2076,1278,110,59,3528,2609,1473,87,64,4230,2779,1516,85,58,4441,2712,1447,111,48,4315,2283,1390,140,45,3858,1335,1167,118,27,2650,475,601,51,15,1135,115,266,11,12,399,57,95,7,11,161,21399,16350,1210,622,39580,4,32,0,4,38,24,8,0,3,34,17,15,0,0,35,18,9,5,3,38,26,20,0,0,48,35,20,0,3,64,37,25,0,0,63,19,17,4,0,33,33,17,3,0,54,19,16,0,0,39,6,6,0,0,15,5,4,0,0,4
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,40,0,0,62,47,26,0,0,82,69,17,7,0,96,60,20,0,0,85,45,13,0,0,58,53,18,0,0,77,46,20,0,3,67,40,22,0,0,64,42,4,0,0,51,23,15,0,0,42,11,6,0,0,16,4,4,0,0,11,3,0,0,0,7,472,220,12,12,717,0,0,0,0,0,5,3,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,3,27,0,0,34,6,21,3,0,31,7,23,0,0,30,5,12,3,0,20,13,16,3,0,29,8,15,3,0,29,12,11,3,0,26,22,11,0,0,42,12,15,9,0,36,13,13,4,0,36,5,7,0,0,7,4,4,0,0,8,5,3,3,0,13,120,176,27,14,338,559,1931,82,62,2631,2252,1187,121,71,3627,2606,923,188,76,3793,2512,1025,205,53,3792,2360,1006,127,50,3545,2528,995,90,41,3658,2754,1024,104,47,3926,2751,954,127,42,3883,2372,948,169,43,3530,1322,700,115,22,2161,406,371,44,16,841,93,144,11,8,254,57,83,9,18,165,22573,11290,1397,547,35804,3,15,0,0,21,23,14,0,8,38,40,6,3,3,45,31,16,0,0,51,27,17,0,0,47,35,14,0,0,53,30,8,0,3,47,47,22,3,9,78,25,12,0,3,43,19,11,0,0,34,5,6,0,0,11,0,0,0,0,0
LGA36510,3,9,0,0,7,5,5,0,0,5,0,0,0,0,0,3,3,0,0,5,3,7,0,0,8,3,7,0,0,13,4,10,0,0,16,7,14,0,0,17,4,10,0,0,16,5,4,0,0,16,0,4,0,0,6,0,7,0,0,5,3,5,0,3,13,42,81,5,6,137,185,676,31,31,908,524,382,26,17,942,596,237,36,15,890,597,286,30,14,930,631,379,37,17,1065,785,446,31,31,1293,874,477,36,29,1409,859,489,38,26,1400,753,480,47,27,1301,507,397,22,22,950,258,246,29,14,546,99,121,16,7,242,64,81,8,10,167,6732,4699,372,250,12051,0,8,0,0,7,6,7,0,0,9,19,8,0,4,20,6,9,0,0,15,10,9,0,0,20,15,9,0,0,29,21,12,0,3,31,12,5,0,0,24,15,6,0,0,25,12,5,0,0,18,0,4,0,0,8,3,6,0,0,6
LGA36580,0,7,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,9,0,0,14,8,7,0,0,11,3,9,0,0,8,3,4,0,0,7,3,7,0,0,5,0,0,0,3,3,0,3,0,3,11,19,53,4,10,86,105,232,14,19,364,280,156,8,11,456,329,141,19,12,493,361,173,20,11,571,338,180,4,8,539,399,172,13,13,593,418,206,19,11,653,438,211,13,16,674,400,220,21,16,659,246,185,19,14,462,113,100,9,3,230,54,57,13,12,132,31,23,3,13,64,3513,2054,177,149,5895,0,4,0,0,4,0,3,0,0,10,3,0,0,0,7,11,10,0,3,20,9,6,0,0,14,8,13,0,0,17,5,7,0,3,9,8,7,0,0,8,10,3,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA36630,0,12,0,0,10,3,13,0,0,18,0,5,0,0,12,3,9,0,0,12,3,3,0,0,5,0,3,3,0,6,6,6,3,0,17,6,11,0,0,20,3,8,0,0,17,5,7,0,0,13,0,13,0,0,12,4,4,0,3,13,7,9,0,3,12,40,99,10,12,163,192,473,34,25,730,551,274,16,20,856,548,265,33,16,865,546,265,32,13,859,578,348,23,12,955,684,363,32,27,1109,796,360,30,19,1205,828,354,51,20,1251,690,384,54,18,1137,489,295,43,12,842,211,198,23,17,449,89,77,11,11,195,75,57,7,12,147,6287,3704,377,226,10595,5,3,0,0,7,3,5,0,0,15,5,5,0,0,12,11,8,0,0,21,15,6,3,0,16,12,6,0,3,19,18,6,0,0,17,11,3,0,0,16,14,8,0,0,27,6,9,0,0,17,4,4,0,0,5,0,0,0,0,0
LGA36660,0,12,0,0,14,7,5,0,0,11,4,7,0,0,11,3,3,0,0,4,4,0,4,0,14,3,8,0,0,14,3,12,0,0,19,3,8,5,3,17,3,6,0,0,15,3,9,0,0,12,0,3,0,0,7,0,3,0,0,3,0,8,3,3,15,39,92,17,7,157,260,655,35,30,978,631,340,36,27,1031,647,286,43,22,993,589,322,53,19,985,657,362,46,17,1086,832,442,34,21,1329,958,464,33,21,1474,991,459,37,31,1516,915,422,64,26,1427,584,452,45,33,1108,288,238,28,20,574,129,92,13,9,244,68,85,8,18,169,7538,4610,479,289,12919,4,4,0,0,5,12,7,0,0,20,10,3,0,4,18,7,9,0,0,17,15,5,0,0,23,12,6,0,3,21,12,9,0,0,20,20,16,0,0,40,15,14,3,0,34,11,10,0,0,29,5,7,0,0,5,3,3,0,0,3
LGA36720,8,79,7,0,97,14,49,0,3,68,15,41,5,0,66,13,37,5,0,57,26,35,9,0,75,31,54,10,3,100,28,66,15,0,109,53,58,16,3,126,43,62,12,0,115,17,44,5,3,66,13,37,6,3,49,4,12,0,0,16,3,20,5,13,40,273,592,84,28,986,1282,5913,236,174,7608,4709,4067,248,195,9214,5874,2896,348,179,9298,6088,3105,434,161,9790,6267,3542,266,156,10236,7659,4316,261,187,12415,8168,4119,260,165,12712,7550,4003,335,155,12045,6175,3740,347,124,10386,3655,3083,290,96,7125,1195,1709,118,49,3068,354,675,46,19,1090,117,268,25,31,446,59094,41435,3207,1694,105428,15,58,0,9,82,47,23,0,3,76,54,34,0,10,94,63,43,8,5,118,64,57,5,10,139,103,35,9,10,158,105,55,7,9,172,105,52,9,13,175,81,56,4,9,150,39,40,0,5,86,12,22,0,3,37,5,8,0,4,16
LGA36820,0,3,0,0,4,4,3,0,0,4,0,3,0,0,3,3,3,0,0,3,0,3,0,0,6,3,3,0,0,9,3,4,0,0,5,3,3,5,0,16,6,6,0,0,10,3,5,0,0,8,0,0,0,0,3,0,5,0,3,6,0,3,0,0,9,29,41,13,4,86,150,414,14,19,597,349,164,23,12,553,386,199,26,22,627,369,229,30,11,635,387,224,19,15,651,488,289,22,20,822,585,331,30,7,958,594,344,35,16,988,570,352,49,18,986,401,344,43,18,806,175,178,25,7,392,81,95,5,12,194,40,56,3,8,112,4576,3219,327,187,8314,3,7,0,0,7,7,5,0,0,16,3,3,3,3,10,5,7,0,0,10,10,7,0,0,17,9,8,0,0,17,9,10,0,0,22,14,8,3,0,24,7,3,0,0,14,8,6,0,0,19,4,3,0,0,5,5,0,0,0,4
LGA36910,6,41,3,4,51,11,38,0,3,49,28,21,3,3,50,22,24,0,0,43,10,25,4,0,45,22,34,7,3,65,44,28,7,7,80,38,41,14,0,91,28,39,5,3,70,23,27,11,4,65,12,12,4,3,32,6,12,3,0,22,8,21,4,6,40,257,354,55,34,706,1108,3277,150,110,4643,4107,2208,191,119,6630,4768,1651,311,97,6832,4516,1918,347,105,6889,4212,1916,206,76,6415,4827,2064,152,112,7158,5252,2015,183,107,7556,5036,1887,212,80,7213,4360,1845,263,86,6555,2736,1528,214,73,4550,1028,923,113,48,2107,337,436,30,27,830,178,200,21,38,442,42468,21871,2404,1076,67818,8,23,0,3,37,33,24,4,3,68,24,13,6,0,45,46,28,7,5,81,48,20,6,0,76,63,27,5,0,96,82,24,3,4,120,72,25,4,4,101,64,34,0,0,99,36,22,5,3,66,13,9,4,0,29,3,3,0,4,8
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,26,20,4,5,56,68,37,3,14,115,128,36,7,5,184,139,39,11,7,198,115,23,4,8,159,128,35,3,12,183,99,33,4,6,145,112,22,15,7,154,104,36,9,3,148,66,14,4,4,88,21,8,0,0,32,5,0,0,0,15,4,3,0,0,10,1026,304,61,73,1471,0,0,0,0,3,0,0,0,3,6,3,0,0,0,4,0,0,0,0,4,0,0,0,3,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,8,12,0,8,22,41,47,3,3,98,61,45,6,3,118,54,56,0,3,116,91,42,5,5,137,62,29,3,9,109,55,39,0,3,102,67,29,6,3,101,54,27,8,3,92,30,19,5,3,49,9,5,0,0,18,0,0,0,0,3,3,0,0,0,3,551,344,36,41,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
