LGA_CODE_2016,M_M2_BusTot_15_24,M_M2_BusTot_25_34,M_M2_BusTot_35_44,M_M2_BusTot_45_54,M_M2_BusTot_55_64,M_M2_BusTot_65_74,M_M2_BusTot_75ov,M_M2_BusTot_Tot,M_M2_Other_M2_15_24,M_M2_Other_M2_25_34,M_M2_Other_M2_35_44,M_M2_Other_M2_45_54,M_M2_Other_M2_55_64,M_M2_Other_M2_65_74,M_M2_Other_M2_75ov,M_M2_Other_M2_Tot,M_M2_Tot_M2_15_24,M_M2_Tot_M2_25_34,M_M2_Tot_M2_35_44,M_M2_Tot_M2_45_54,M_M2_Tot_M2_55_64,M_M2_Tot_M2_65_74,M_M2_Tot_M2_75ov,M_M2_Tot_M2_Tot,M_M3_Trn_and_2_oth_Ms_15_24,M_M3_Trn_and_2_oth_Ms_25_34,M_M3_Trn_and_2_oth_Ms_35_44,M_M3_Trn_and_2_oth_Ms_45_54,M_M3_Trn_and_2_oth_Ms_55_64,M_M3_Trn_and_2_oth_Ms_65_74,M_M3_Trn_and_2_oth_Ms_75ov,M_M3_Trn_and_2_oth_Ms_Tot,M_M3_Bus2othMs_ex_tn_15_24,M_M3_Bus2othMs_ex_tn_25_34,M_M3_Bus2othMs_ex_tn_35_44,M_M3_Bus2othMs_ex_tn_45_54,M_M3_Bus2othMs_ex_tn_55_64,M_M3_Bus2othMs_ex_tn_65_74,M_M3_Bus2othMs_ex_tn_75ov,M_M3_Bus2othMs_ex_tn_Tot,M_M3_Other_M3_15_24,M_M3_Other_M3_25_34,M_M3_Other_M3_35_44,M_M3_Other_M3_45_54,M_M3_Other_M3_55_64,M_M3_Other_M3_65_74,M_M3_Other_M3_75ov,M_M3_Other_M3_Tot,M_M3_Tot_M3_15_24,M_M3_Tot_M3_25_34,M_M3_Tot_M3_35_44,M_M3_Tot_M3_45_54,M_M3_Tot_M3_55_64,M_M3_Tot_M3_65_74,M_M3_Tot_M3_75ov,M_M3_Tot_M3_Tot,M_Wkd_at_home_15_24,M_Wkd_at_home_25_34,M_Wkd_at_home_35_44,M_Wkd_at_home_45_54,M_Wkd_at_home_55_64,M_Wkd_at_home_65_74,M_Wkd_at_home_75ov,M_Wkd_at_home_Tot,M_Did_not_go_to_work_15_24,M_Did_not_go_to_work_25_34,M_Did_not_go_to_work_35_44,M_Did_not_go_to_work_45_54,M_Did_not_go_to_work_55_64,M_Did_not_go_to_work_65_74,M_Did_not_go_to_work_75ov,M_Did_not_go_to_work_Tot,M_MT_NS_15_24,M_MT_NS_25_34,M_MT_NS_35_44,M_MT_NS_45_54,M_MT_NS_55_64,M_MT_NS_65_74,M_MT_NS_75ov,M_MT_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75ov,M_Tot_Tot,F_M1_Train_15_24,F_M1_Train_25_34,F_M1_Train_35_44,F_M1_Train_45_54,F_M1_Train_55_64,F_M1_Train_65_74,F_M1_Train_75ov,F_M1_Train_Tot,F_M1_Bus_15_24,F_M1_Bus_25_34,F_M1_Bus_35_44,F_M1_Bus_45_54,F_M1_Bus_55_64,F_M1_Bus_65_74,F_M1_Bus_75ov,F_M1_Bus_Tot,F_M1_Ferry_15_24,F_M1_Ferry_25_34,F_M1_Ferry_35_44,F_M1_Ferry_45_54,F_M1_Ferry_55_64,F_M1_Ferry_65_74,F_M1_Ferry_75ov,F_M1_Ferry_Tot,F_M1_Tram_Inc_LR_15_24,F_M1_Tram_Inc_LR_25_34,F_M1_Tram_Inc_LR_35_44,F_M1_Tram_Inc_LR_45_54,F_M1_Tram_Inc_LR_55_64,F_M1_Tram_Inc_LR_65_74,F_M1_Tram_Inc_LR_75ov,F_M1_Tram_Inc_LR_Tot,F_M1_Taxi_15_24,F_M1_Taxi_25_34,F_M1_Taxi_35_44,F_M1_Taxi_45_54,F_M1_Taxi_55_64,F_M1_Taxi_65_74,F_M1_Taxi_75ov,F_M1_Taxi_Tot,F_M1_CarAsDriv_15_24,F_M1_CarAsDriv_25_34,F_M1_CarAsDriv_35_44,F_M1_CarAsDriv_45_54,F_M1_CarAsDriv_55_64,F_M1_CarAsDriv_65_74,F_M1_CarAsDriv_75ov,F_M1_CarAsDriv_Tot,F_M1_CarAsPas_15_24,F_M1_CarAsPas_25_34,F_M1_CarAsPas_35_44,F_M1_CarAsPas_45_54,F_M1_CarAsPas_55_64,F_M1_CarAsPas_65_74,F_M1_CarAsPas_75ov,F_M1_CarAsPas_Tot,F_M1_Truck_15_24,F_M1_Truck_25_34,F_M1_Truck_35_44,F_M1_Truck_45_54,F_M1_Truck_55_64,F_M1_Truck_65_74,F_M1_Truck_75ov,F_M1_Truck_Tot,F_M1_MBikeScoot_15_24,F_M1_MBikeScoot_25_34,F_M1_MBikeScoot_35_44,F_M1_MBikeScoot_45_54,F_M1_MBikeScoot_55_64,F_M1_MBikeScoot_65_74,F_M1_MBikeScoot_75ov,F_M1_MBikeScoot_Tot,F_M1_Bicycle_15_24,F_M1_Bicycle_25_34,F_M1_Bicycle_35_44,F_M1_Bicycle_45_54,F_M1_Bicycle_55_64,F_M1_Bicycle_65_74,F_M1_Bicycle_75ov,F_M1_Bicycle_Tot,F_M1_Other_15_24,F_M1_Other_25_34,F_M1_Other_35_44,F_M1_Other_45_54,F_M1_Other_55_64,F_M1_Other_65_74,F_M1_Other_75ov,F_M1_Other_Tot,F_M1_WlkOnly_15_24,F_M1_WlkOnly_25_34,F_M1_WlkOnly_35_44,F_M1_WlkOnly_45_54,F_M1_WlkOnly_55_64,F_M1_WlkOnly_65_74,F_M1_WlkOnly_75ov,F_M1_WlkOnly_Tot,F_M1_Tot_M1_15_24,F_M1_Tot_M1_25_34,F_M1_Tot_M1_35_44,F_M1_Tot_M1_45_54,F_M1_Tot_M1_55_64,F_M1_Tot_M1_65_74,F_M1_Tot_M1_75ov,F_M1_Tot_M1_Tot,F_M2_TrnBus_15_24,F_M2_TrnBus_25_34,F_M2_TrnBus_35_44,F_M2_TrnBus_45_54,F_M2_TrnBus_55_64,F_M2_TrnBus_65_74,F_M2_TrnBus_75ov,F_M2_TrnBus_Tot
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,5,3,24,0,0,0,0,4,0,0,8,3,0,0,3,0,0,0,5,26,27,23,34,42,9,4,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,5,3,0,25,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,17,7,4,10,9,0,0,50,19,19,16,16,19,3,0,87,0,0,0,0,0,0,0,0
LGA32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,15,0,3,0,0,3,3,0,7,24,40,48,37,33,13,3,194,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,6,0,0,27,3,8,10,3,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,9,14,15,0,0,83,24,48,20,23,22,4,0,146,0,0,0,0,0,0,0,0
LGA32810,0,0,0,0,0,0,0,0,0,6,9,3,3,0,0,18,0,10,9,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,45,51,33,13,183,39,46,21,45,42,15,5,211,5,12,12,7,6,4,0,52,333,560,527,642,544,166,37,2816,0,0,0,0,0,0,0,0,6,0,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,128,306,382,446,287,62,4,1618,45,36,24,31,24,6,3,174,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,23,42,19,10,5,0,0,106,0,4,3,8,7,3,0,21,52,64,26,40,36,6,6,227,259,469,459,548,357,81,10,2178,0,0,0,0,0,0,0,0
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,14,15,3,0,36,0,0,3,3,0,5,0,10,0,0,0,0,0,0,0,0,20,31,30,49,35,15,5,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,7,0,0,33,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,0,10,3,3,10,3,0,28,3,17,13,15,18,3,0,74,0,0,0,0,0,0,0,0
LGA33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,14,21,15,11,84,3,5,3,4,3,0,0,19,0,0,0,0,4,3,0,5,55,77,63,97,85,37,18,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,31,44,22,5,3,162,3,3,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,7,8,9,4,12,8,0,50,41,49,37,56,43,13,4,241,0,0,0,0,0,0,0,0
LGA33220,0,0,0,3,4,0,0,8,27,21,33,28,22,3,3,131,33,24,35,29,19,3,4,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,16,35,85,133,201,112,47,625,244,166,194,196,258,64,6,1130,34,30,15,32,32,18,13,162,1972,2290,2759,3137,2725,643,126,13662,0,0,0,0,0,0,0,3,18,6,10,4,7,0,0,44,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,3,8,6,0,0,25,1218,1729,2452,2976,1927,241,8,10553,443,118,116,170,125,27,0,1002,0,3,0,6,3,0,0,5,3,8,7,9,6,0,0,37,15,21,18,33,31,0,0,117,0,6,16,7,17,3,3,59,73,70,84,128,99,16,0,476,1781,1962,2712,3342,2224,291,17,12331,0,0,0,0,0,0,0,0
LGA33360,14,45,42,32,16,6,0,158,24,87,104,98,46,7,3,361,33,136,144,130,64,10,3,521,4,3,4,3,0,0,0,16,9,124,147,87,39,4,0,403,0,0,4,3,0,0,0,15,15,128,151,91,42,4,0,428,11,40,47,83,105,57,18,365,190,302,315,302,289,62,4,1469,12,25,20,31,15,11,4,127,1814,3060,3265,3311,2254,467,68,14231,3,6,0,3,0,0,0,9,35,21,24,18,14,0,0,107,3,3,5,4,3,0,0,16,5,4,3,0,3,0,0,11,3,4,3,4,3,0,0,11,1081,1683,1815,1842,984,145,12,7578,275,103,84,96,61,18,0,642,0,0,0,0,0,0,0,5,0,3,3,6,6,0,0,22,4,3,12,9,3,0,0,31,0,5,12,8,15,6,0,53,76,76,61,78,53,20,0,360,1488,1919,2012,2075,1150,193,16,8849,0,5,0,0,0,0,0,8
LGA33430,141,107,67,51,37,12,0,419,206,307,209,183,142,36,5,1089,451,485,319,293,211,55,5,1815,52,35,33,9,6,3,0,138,36,34,40,26,12,3,0,140,7,24,12,7,3,5,0,62,98,87,75,43,22,11,0,339,179,628,1186,1482,1442,907,197,6022,2109,1456,1281,1305,1186,511,88,7931,212,230,194,198,147,73,22,1075,18275,26334,26360,24839,17277,5503,723,119321,77,87,37,34,20,0,0,249,540,421,194,182,119,26,0,1491,9,8,0,5,3,0,0,20,267,336,98,108,65,7,0,877,43,40,17,26,7,7,0,136,11718,17423,19011,19399,11978,2310,115,81947,2837,1127,792,998,766,218,17,6754,3,8,8,9,12,0,0,42,23,57,44,57,22,3,0,207,105,180,143,143,49,3,0,626,49,99,116,140,114,39,3,559,828,865,504,643,470,110,7,3430,16495,20654,20963,21739,13626,2729,149,96352,83,68,33,32,19,0,0,231
LGA33610,0,0,3,0,0,0,0,3,3,4,4,8,3,0,0,18,3,4,3,8,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,15,21,35,59,79,50,29,284,38,24,16,24,37,7,3,148,7,8,7,11,7,3,0,37,331,456,440,552,504,172,51,2505,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,167,317,329,368,215,38,8,1442,48,20,12,14,12,3,0,111,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,12,0,4,6,0,9,0,0,15,27,26,21,26,29,5,0,138,247,377,361,413,272,49,7,1738,0,0,0,0,0,0,0,0
LGA33620,0,0,0,3,0,0,0,6,12,7,8,4,12,0,0,51,14,7,14,6,12,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,15,34,82,124,195,122,49,624,108,75,84,126,159,52,8,605,27,9,17,26,16,3,13,108,1089,1244,1413,1838,1558,466,112,7720,0,0,0,0,0,0,0,3,7,6,7,6,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,11,609,842,1175,1514,981,132,7,5254,200,56,45,83,67,11,0,461,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,4,3,3,3,0,0,0,0,12,3,7,8,8,8,3,0,34,43,42,41,67,51,26,0,270,875,947,1283,1686,1120,168,11,6084,0,0,0,0,0,0,0,0
LGA33800,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,15,0,0,3,7,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,25,36,35,30,152,39,23,10,22,27,19,3,142,4,7,4,10,7,0,6,34,313,312,364,500,506,213,70,2282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,190,269,425,296,54,5,1370,47,8,10,19,6,0,3,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,7,15,15,14,24,15,5,0,88,202,214,300,465,317,60,14,1578,0,0,0,0,0,0,0,0
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,12,7,8,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,4,0,3,0,26,0,0,0,0,0,0,0,0
LGA33960,12,5,7,10,0,0,0,36,48,57,61,55,22,5,0,255,102,105,87,85,31,8,0,418,16,7,5,7,3,0,0,37,0,4,6,0,3,0,0,9,3,4,3,3,4,0,0,15,23,12,15,8,3,0,0,60,31,90,178,203,181,93,29,810,585,442,374,372,373,117,14,2286,54,51,57,49,34,17,3,269,5051,7323,6958,6711,4611,1020,127,31800,72,41,32,24,13,3,0,184,96,32,28,30,18,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,12,4,0,0,30,3143,4888,5175,5149,2847,410,12,21628,959,281,306,319,196,50,5,2118,0,0,0,5,3,0,0,17,5,10,13,12,4,0,0,44,3,10,6,12,3,0,0,34,12,18,24,32,13,5,0,113,128,114,114,125,86,20,0,591,4420,5408,5707,5721,3193,495,18,24971,27,14,11,3,9,0,0,63
LGA33980,6,36,27,36,18,0,0,122,7,41,38,22,18,0,0,131,18,85,66,57,38,0,0,266,0,8,3,3,5,0,0,14,3,23,17,19,7,0,0,69,0,6,3,0,4,0,0,15,3,32,29,27,13,0,0,105,20,55,49,65,64,38,9,298,97,392,473,411,196,19,0,1591,16,21,21,22,16,4,6,99,851,2305,2579,2268,1235,195,42,9481,8,3,0,0,0,0,0,9,16,59,36,42,15,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,395,686,690,648,346,40,0,2803,110,68,34,39,28,4,0,286,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,7,3,10,3,0,0,29,7,26,9,7,10,0,0,66,64,54,63,69,54,7,0,310,596,909,838,828,454,58,0,3685,0,0,0,0,0,0,0,3
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,22,26,30,32,26,4,0,142,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,5,0,0,20,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,19,15,13,0,0,74,11,22,32,25,20,0,0,115,0,0,0,0,0,0,0,0
LGA34530,0,3,6,3,3,0,0,13,3,5,3,9,4,0,0,23,10,5,7,13,7,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,13,27,44,61,110,56,19,330,81,44,56,62,63,29,4,331,16,12,9,9,4,3,4,53,752,749,744,872,769,220,45,4148,0,0,0,0,0,0,0,0,10,4,5,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,392,523,680,820,508,75,8,3007,143,35,32,44,27,5,0,293,0,0,0,4,0,0,0,4,0,0,3,6,0,0,0,11,3,5,0,3,0,0,0,10,3,0,8,13,8,0,0,30,38,34,30,42,25,10,0,170,597,604,750,936,569,92,11,3562,0,0,0,0,0,0,0,0
LGA34570,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,17,8,7,0,0,46,0,0,0,0,0,0,0,0,37,76,107,90,47,5,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,17,19,3,4,0,78,3,3,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,14,14,8,9,14,3,0,60,27,42,34,30,20,7,0,158,0,0,0,0,0,0,0,0
LGA34580,0,3,0,0,0,0,0,7,13,13,10,13,7,0,0,49,12,17,8,13,7,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,61,92,111,79,30,402,114,67,57,66,61,36,3,416,15,10,14,20,18,3,5,80,904,1138,997,1182,945,351,76,5589,0,0,0,0,0,0,0,0,10,3,0,4,0,0,0,16,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,501,661,778,892,589,87,6,3519,223,186,44,50,29,7,0,548,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,4,4,6,4,0,5,0,0,24,29,18,33,37,42,8,0,168,772,876,864,997,664,115,7,4298,0,0,0,0,0,0,0,0
LGA34590,30,16,7,10,0,0,0,77,72,80,94,71,54,6,0,388,150,147,124,93,69,14,4,602,13,12,8,3,4,0,0,40,5,9,0,0,0,0,0,12,3,0,3,3,4,0,0,20,22,21,10,11,6,0,0,71,70,181,356,398,432,193,35,1657,876,493,426,445,434,168,18,2863,99,107,75,60,47,20,8,421,7622,9835,9711,8846,6295,1691,155,44160,54,48,42,36,17,3,0,198,252,125,58,51,35,5,0,530,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,9,9,9,3,0,0,51,4392,6974,7346,7325,4380,654,29,31091,1445,449,319,417,287,72,3,2992,3,3,5,11,5,0,0,32,3,15,4,14,5,0,0,40,3,14,16,5,9,0,0,44,16,28,39,41,38,16,0,170,146,128,108,156,124,29,3,689,6339,7793,7948,8059,4897,775,33,35839,27,25,13,6,5,0,0,81
LGA34710,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,4,11,20,28,13,8,88,15,11,14,19,12,6,4,68,3,0,3,6,3,0,0,16,152,136,145,194,207,52,20,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,82,112,120,142,104,18,4,575,38,3,5,11,16,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,7,0,0,0,10,3,0,0,0,5,0,0,11,18,11,20,25,22,6,0,111,141,140,148,186,143,27,3,785,0,0,0,0,0,0,0,0
LGA34770,6,6,10,7,3,0,0,27,38,44,33,45,29,3,0,200,48,53,45,48,34,3,0,240,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,7,3,3,0,4,3,0,0,14,3,3,4,4,4,0,0,21,28,49,119,204,211,147,55,803,343,298,250,317,305,80,10,1593,44,52,38,58,33,11,17,258,3442,4669,4561,5065,3920,912,159,22729,0,0,0,0,0,0,0,3,29,21,15,12,12,0,0,87,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,4,9,12,7,0,0,38,2225,3417,3758,4099,2470,307,24,16299,587,175,166,191,121,27,5,1269,0,0,4,7,0,0,0,16,3,3,8,9,3,0,0,39,4,18,25,35,16,3,0,99,5,12,17,22,24,8,3,90,93,100,88,125,113,20,4,542,2954,3750,4095,4517,2776,373,35,18491,0,0,0,0,0,0,0,0
LGA34800,0,6,0,5,0,0,0,9,0,0,3,3,0,0,0,8,0,3,3,6,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,8,5,12,9,12,7,0,65,8,54,70,53,33,3,0,223,0,3,0,4,3,4,0,12,61,235,254,212,131,28,0,925,0,0,0,0,0,0,0,0,0,15,10,3,3,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,16,12,10,4,0,58,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,0,0,9,20,13,13,20,10,3,0,83,31,48,38,44,28,9,0,198,0,0,0,0,0,0,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,14,27,18,18,10,4,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,5,0,0,20,4,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,9,11,8,8,0,0,32,0,0,0,0,0,0,0,0
LGA34860,0,0,0,0,0,0,0,3,7,15,11,9,4,3,3,50,6,18,9,12,10,3,3,61,0,4,5,0,0,0,0,6,0,0,0,3,0,0,0,4,0,3,0,3,0,3,0,14,0,11,6,4,0,3,0,25,12,36,68,98,106,75,44,442,52,89,102,107,63,12,8,434,3,5,11,10,9,3,5,44,480,879,798,883,632,211,76,3971,0,0,3,0,0,0,0,3,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,238,449,404,394,246,43,12,1792,50,24,32,23,23,5,0,166,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,14,3,0,3,3,4,0,0,9,0,4,0,11,13,3,0,36,39,69,32,51,42,11,0,254,339,558,485,492,337,73,12,2293,0,0,0,0,0,0,0,0
LGA34880,3,0,0,0,0,0,0,7,0,11,7,9,7,0,0,35,3,11,7,10,5,0,0,44,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,27,58,116,93,60,27,400,32,26,48,61,52,12,3,232,6,9,7,15,14,7,5,63,465,627,701,907,743,242,70,3751,0,0,0,0,0,0,0,3,10,5,0,0,4,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,226,347,516,638,444,73,3,2241,86,31,36,35,30,16,3,237,0,0,0,0,4,0,0,4,3,0,0,4,0,3,0,6,3,0,3,0,0,0,0,12,3,4,5,12,4,0,0,27,32,35,27,53,36,15,3,203,367,436,588,732,519,105,13,2764,0,0,0,0,0,0,0,0
LGA35010,27,12,5,13,4,0,0,61,107,107,87,88,41,5,0,443,199,177,156,138,65,13,0,750,21,17,8,14,0,0,0,57,7,5,3,0,0,0,0,15,7,3,3,6,0,0,0,24,36,19,21,14,0,0,0,95,116,255,599,803,765,408,77,3023,1328,598,653,628,644,231,26,4101,124,114,94,83,68,42,16,530,10034,10890,11039,10987,7968,2245,265,53437,87,79,26,37,19,0,0,246,239,84,51,72,48,8,0,504,0,4,0,0,0,0,0,6,5,0,0,0,0,0,0,4,18,12,7,15,4,0,0,66,5924,7691,9520,10099,5565,812,25,39633,1949,612,369,470,334,79,10,3824,5,7,8,7,6,0,0,36,10,16,22,20,6,0,0,76,13,36,32,30,27,0,0,137,28,30,41,62,55,17,0,229,366,185,227,269,216,50,4,1317,8624,8754,10296,11087,6290,965,45,46064,46,27,6,11,10,3,0,104
