LGA_CODE_2016,OM_UIE_75ov_HW_0,OM_UIE_75ov_HW_1_15,OM_UIE_75ov_HW_16_24,OM_UIE_75ov_HW_25_34,OM_UIE_75ov_HW_35_39,OM_UIE_75ov_HW_40,OM_UIE_75ov_HW_41_48,OM_UIE_75ov_HW_49mor,OM_UIE_75ov_HW_NS,OM_UIE_75ov_Tot,OM_UIE_Tot_HW_0,OM_UIE_Tot_HW_1_15,OM_UIE_Tot_HW_16_24,OM_UIE_Tot_HW_25_34,OM_UIE_Tot_HW_35_39,OM_UIE_Tot_HW_40,OM_UIE_Tot_HW_41_48,OM_UIE_Tot_HW_49mor,OM_UIE_Tot_HW_NS,OM_UIE_Tot_Tot,CFW_15_19_HW_0,CFW_15_19_HW_1_15,CFW_15_19_HW_16_24,CFW_15_19_HW_25_34,CFW_15_19_HW_35_39,CFW_15_19_HW_40,CFW_15_19_HW_41_48,CFW_15_19_HW_49mor,CFW_15_19_HW_NS,CFW_15_19_Tot,CFW_20_24_HW_0,CFW_20_24_HW_1_15,CFW_20_24_HW_16_24,CFW_20_24_HW_25_34,CFW_20_24_HW_35_39,CFW_20_24_HW_40,CFW_20_24_HW_41_48,CFW_20_24_HW_49mor,CFW_20_24_HW_NS,CFW_20_24_Tot,CFW_25_29_HW_0,CFW_25_29_HW_1_15,CFW_25_29_HW_16_24,CFW_25_29_HW_25_34,CFW_25_29_HW_35_39,CFW_25_29_HW_40,CFW_25_29_HW_41_48,CFW_25_29_HW_49mor,CFW_25_29_HW_NS,CFW_25_29_Tot,CFW_30_34_HW_0,CFW_30_34_HW_1_15,CFW_30_34_HW_16_24,CFW_30_34_HW_25_34,CFW_30_34_HW_35_39,CFW_30_34_HW_40,CFW_30_34_HW_41_48,CFW_30_34_HW_49mor,CFW_30_34_HW_NS,CFW_30_34_Tot,CFW_35_39_HW_0,CFW_35_39_HW_1_15,CFW_35_39_HW_16_24,CFW_35_39_HW_25_34,CFW_35_39_HW_35_39,CFW_35_39_HW_40,CFW_35_39_HW_41_48,CFW_35_39_HW_49mor,CFW_35_39_HW_NS,CFW_35_39_Tot,CFW_40_44_HW_0,CFW_40_44_HW_1_15,CFW_40_44_HW_16_24,CFW_40_44_HW_25_34,CFW_40_44_HW_35_39,CFW_40_44_HW_40,CFW_40_44_HW_41_48,CFW_40_44_HW_49mor,CFW_40_44_HW_NS,CFW_40_44_Tot,CFW_45_49_HW_0,CFW_45_49_HW_1_15,CFW_45_49_HW_16_24,CFW_45_49_HW_25_34,CFW_45_49_HW_35_39,CFW_45_49_HW_40,CFW_45_49_HW_41_48,CFW_45_49_HW_49mor,CFW_45_49_HW_NS,CFW_45_49_Tot,CFW_50_54_HW_0,CFW_50_54_HW_1_15,CFW_50_54_HW_16_24,CFW_50_54_HW_25_34,CFW_50_54_HW_35_39,CFW_50_54_HW_40,CFW_50_54_HW_41_48,CFW_50_54_HW_49mor,CFW_50_54_HW_NS,CFW_50_54_Tot,CFW_55_59_HW_0,CFW_55_59_HW_1_15,CFW_55_59_HW_16_24,CFW_55_59_HW_25_34,CFW_55_59_HW_35_39,CFW_55_59_HW_40,CFW_55_59_HW_41_48,CFW_55_59_HW_49mor,CFW_55_59_HW_NS,CFW_55_59_Tot,CFW_60_64_HW_0,CFW_60_64_HW_1_15,CFW_60_64_HW_16_24,CFW_60_64_HW_25_34,CFW_60_64_HW_35_39,CFW_60_64_HW_40,CFW_60_64_HW_41_48,CFW_60_64_HW_49mor,CFW_60_64_HW_NS,CFW_60_64_Tot,CFW_65_69_HW_0,CFW_65_69_HW_1_15,CFW_65_69_HW_16_24,CFW_65_69_HW_25_34,CFW_65_69_HW_35_39,CFW_65_69_HW_40,CFW_65_69_HW_41_48,CFW_65_69_HW_49mor,CFW_65_69_HW_NS,CFW_65_69_Tot,CFW_70_74_HW_0,CFW_70_74_HW_1_15,CFW_70_74_HW_16_24,CFW_70_74_HW_25_34,CFW_70_74_HW_35_39,CFW_70_74_HW_40,CFW_70_74_HW_41_48,CFW_70_74_HW_49mor,CFW_70_74_HW_NS,CFW_70_74_Tot,CFW_75ov_HW_0,CFW_75ov_HW_1_15,CFW_75ov_HW_16_24,CFW_75ov_HW_25_34,CFW_75ov_HW_35_39,CFW_75ov_HW_40,CFW_75ov_HW_41_48,CFW_75ov_HW_49mor,CFW_75ov_HW_NS,CFW_75ov_Tot,CFW_Tot_HW_0,CFW_Tot_HW_1_15,CFW_Tot_HW_16_24,CFW_Tot_HW_25_34,CFW_Tot_HW_35_39,CFW_Tot_HW_40,CFW_Tot_HW_41_48,CFW_Tot_HW_49mor,CFW_Tot_HW_NS,CFW_Tot_Tot,ET_NS_15_19_HW_0,ET_NS_15_19_HW_1_15,ET_NS_15_19_HW_16_24,ET_NS_15_19_HW_25_34,ET_NS_15_19_HW_35_39,ET_NS_15_19_HW_40,ET_NS_15_19_HW_41_48,ET_NS_15_19_HW_49mor,ET_NS_15_19_HW_NS,ET_NS_15_19_Tot,ET_NS_20_24_HW_0,ET_NS_20_24_HW_1_15,ET_NS_20_24_HW_16_24,ET_NS_20_24_HW_25_34,ET_NS_20_24_HW_35_39,ET_NS_20_24_HW_40,ET_NS_20_24_HW_41_48,ET_NS_20_24_HW_49mor,ET_NS_20_24_HW_NS,ET_NS_20_24_Tot,ET_NS_25_29_HW_0,ET_NS_25_29_HW_1_15,ET_NS_25_29_HW_16_24,ET_NS_25_29_HW_25_34,ET_NS_25_29_HW_35_39,ET_NS_25_29_HW_40,ET_NS_25_29_HW_41_48,ET_NS_25_29_HW_49mor,ET_NS_25_29_HW_NS,ET_NS_25_29_Tot,ET_NS_30_34_HW_0,ET_NS_30_34_HW_1_15,ET_NS_30_34_HW_16_24,ET_NS_30_34_HW_25_34,ET_NS_30_34_HW_35_39,ET_NS_30_34_HW_40,ET_NS_30_34_HW_41_48,ET_NS_30_34_HW_49mor,ET_NS_30_34_HW_NS,ET_NS_30_34_Tot
LGA40700,3,18,12,0,0,0,0,3,0,44,31,316,196,238,110,207,93,246,13,1442,0,4,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,8,0,3,4,0,0,0,0,0,0,12,0,5,3,0,0,0,0,3,0,14,0,4,0,3,0,0,0,0,0,22,0,6,5,0,0,0,0,5,0,27,0,14,0,3,0,3,3,7,0,36,0,4,3,3,0,3,3,3,0,23,6,9,3,4,0,0,0,6,0,25,0,6,3,0,0,0,0,0,0,18,0,9,3,4,0,0,0,0,0,24,0,12,7,3,0,3,0,0,0,25,0,10,3,5,0,0,0,0,0,22,8,104,42,33,11,16,9,29,4,254,0,0,0,0,0,0,0,0,5,4,0,0,3,0,3,0,0,0,3,10,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,7
LGA40910,0,6,3,5,0,3,3,0,0,20,31,238,129,174,96,165,90,177,16,1120,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,10,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,4,0,9,0,14,0,4,5,3,3,3,0,0,0,20,0,13,0,3,0,0,0,8,0,23,0,10,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,0,0,12,3,4,3,0,0,3,0,4,0,13,0,10,3,4,0,0,0,0,0,15,0,3,0,5,0,0,0,0,3,11,0,4,0,3,0,0,0,0,0,8,8,58,21,24,9,16,0,27,8,162,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,10,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,3,3
LGA41010,0,0,0,0,0,0,0,0,0,0,4,8,11,21,9,29,16,57,0,165,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,8,4,3,9,0,13,0,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41060,0,18,12,3,4,0,3,4,0,45,92,468,300,450,329,505,228,579,27,2981,0,9,0,0,0,0,0,0,0,15,0,9,0,3,0,0,0,0,0,20,0,9,4,0,6,0,0,3,0,26,0,13,3,7,0,0,0,3,0,32,3,8,4,3,4,6,0,3,4,41,0,8,4,10,3,4,4,4,0,36,0,11,6,3,0,3,0,15,0,40,0,18,3,0,3,7,3,4,0,43,0,14,10,6,0,0,0,7,6,50,3,21,4,3,0,0,3,4,3,38,3,19,6,9,3,0,0,5,0,47,0,14,8,7,0,0,0,0,4,34,0,6,9,6,0,0,0,0,0,23,10,164,63,57,19,24,16,53,25,435,0,13,0,0,3,0,0,0,3,21,0,8,3,3,6,8,0,0,4,39,3,3,4,7,7,3,4,0,11,36,0,3,0,3,4,3,0,4,7,29
LGA41140,0,3,0,0,0,3,0,3,0,14,22,64,55,64,20,82,39,170,7,525,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,3,0,11,0,3,0,0,3,0,0,3,0,8,0,4,0,0,0,3,0,6,0,20,0,6,0,0,0,3,0,6,0,19,0,0,3,0,0,3,0,5,0,13,0,7,3,3,0,0,0,3,0,16,0,6,0,0,3,4,0,10,4,24,5,7,3,3,3,3,3,5,0,26,0,4,0,4,0,3,0,3,3,21,4,3,5,0,3,0,0,7,0,26,5,44,19,14,10,17,15,58,8,199,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4
LGA41190,0,0,0,0,0,0,0,0,0,3,3,21,11,18,10,32,12,85,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,4,0,7,0,10,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,3,0,6,0,10,0,0,3,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,8,6,8,0,14,4,41,6,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA41330,0,0,0,0,0,3,0,0,0,5,6,12,7,5,6,12,3,25,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,4,0,6,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA41560,0,3,0,3,3,3,0,0,0,15,25,100,46,64,34,88,26,122,16,519,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,3,0,7,0,10,0,0,0,0,0,0,0,4,0,10,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,8,0,16,0,6,0,3,0,0,0,0,0,16,0,4,0,0,0,7,0,3,0,17,0,0,0,0,0,0,0,0,3,3,0,7,0,4,0,0,0,0,0,10,8,3,3,0,0,0,0,0,0,9,17,24,12,15,3,12,3,18,8,110,0,4,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,9
LGA41750,0,0,0,0,0,0,0,0,0,0,3,6,3,12,0,9,11,50,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,3,0,12,0,15,0,0,3,0,0,0,3,6,0,18,0,3,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,3,0,9,3,36,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
LGA41830,0,0,0,0,0,0,0,0,0,0,0,9,3,14,3,13,0,30,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,0,3,0,18,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41960,0,0,0,0,0,0,0,0,0,3,7,15,3,10,3,14,11,39,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,11,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA42030,0,3,0,0,0,0,0,0,0,9,21,83,70,90,61,96,50,128,10,608,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,3,0,8,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,9,0,3,0,0,0,0,0,3,0,8,0,8,0,0,0,3,0,0,0,8,3,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,12,30,5,8,0,6,0,15,10,88,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
LGA42110,0,0,0,5,0,0,0,0,0,3,9,36,18,27,13,41,17,108,0,271,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,0,3,11,3,24,0,0,0,0,0,0,0,10,0,16,0,0,4,0,0,0,0,10,0,20,0,3,0,3,0,0,0,9,0,14,0,3,3,0,0,3,3,10,3,22,0,6,5,0,0,0,3,7,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,8,5,20,0,25,12,22,9,11,12,76,16,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA42250,3,5,0,3,0,0,0,7,0,16,23,58,30,34,30,48,22,125,6,369,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,7,0,0,0,3,0,0,0,9,0,0,4,5,0,0,0,9,0,22,0,3,0,0,0,3,0,3,0,14,0,3,0,3,3,0,3,5,0,14,0,3,3,0,3,0,0,3,0,12,0,3,3,3,0,3,0,5,0,16,0,6,10,3,0,0,0,3,0,22,0,10,6,0,0,0,0,3,0,16,0,12,0,4,0,3,0,6,3,25,8,43,26,23,9,13,5,42,9,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA42600,0,9,5,0,0,3,0,0,0,17,24,220,155,164,112,202,87,230,15,1195,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,3,0,9,0,7,0,0,0,0,0,9,0,16,0,0,3,0,0,0,0,3,0,15,0,3,0,0,3,5,3,3,4,19,3,6,3,8,0,4,0,3,0,25,0,11,7,0,4,8,0,3,0,29,0,10,4,5,0,0,0,6,3,31,0,9,6,3,0,3,0,3,0,29,0,9,0,0,0,0,0,0,0,14,0,6,0,0,0,0,0,0,3,13,8,67,30,28,5,24,5,36,7,217,0,3,0,0,0,0,0,0,0,8,0,4,3,3,0,0,0,0,0,16,0,3,0,3,0,0,0,3,3,12,0,0,0,0,0,0,0,6,0,12
LGA42750,3,0,5,5,0,0,0,0,0,12,19,46,37,57,15,56,21,127,6,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,8,0,0,4,3,0,0,0,7,0,11,0,3,4,3,0,0,0,7,0,12,0,0,0,3,0,4,3,5,0,15,0,5,0,0,0,0,3,6,0,17,3,0,3,3,0,8,0,8,0,25,0,0,0,6,0,3,0,4,0,12,0,5,3,0,0,0,0,0,0,8,3,19,14,17,7,18,7,37,3,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43080,0,0,0,0,0,3,0,0,0,3,0,7,5,6,3,19,7,68,3,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,7,3,34,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43220,0,0,0,0,0,0,0,0,0,6,9,8,11,6,6,10,7,59,5,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,9,0,3,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,13,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,11,3,27,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43360,3,3,0,3,0,4,0,0,0,14,5,20,17,16,10,23,15,49,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,8,0,0,0,3,0,0,0,3,0,11,0,0,0,3,0,0,0,0,0,6,3,0,0,0,0,0,0,8,3,21,0,3,0,0,0,0,0,6,0,12,3,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,3,0,0,11,9,12,9,14,3,0,9,20,7,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA43650,0,0,0,5,3,3,0,3,0,13,20,82,61,82,26,88,35,159,16,566,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,13,0,7,3,0,0,3,0,3,0,15,0,9,0,3,3,0,0,4,0,24,0,8,0,0,0,3,0,5,0,19,0,3,0,0,0,5,0,7,0,13,0,7,3,0,0,4,0,10,0,28,0,10,0,6,0,6,0,5,0,26,0,6,4,4,0,0,0,3,3,25,0,3,4,0,0,3,0,3,0,23,6,52,22,18,8,31,8,53,15,207,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7
LGA43710,3,0,0,4,0,0,0,0,0,12,10,36,27,36,29,40,29,111,3,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,16,0,4,0,0,0,0,0,3,0,8,0,0,0,0,0,3,0,4,3,12,3,0,0,0,0,0,0,9,0,17,0,3,0,0,0,0,0,5,0,13,0,3,0,0,0,3,0,7,0,13,0,0,0,4,0,5,0,6,0,20,4,3,0,3,0,0,0,3,0,21,0,0,3,0,0,3,0,3,3,14,0,0,0,3,0,0,0,0,0,10,5,21,14,15,5,18,8,41,5,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA43790,0,0,0,0,0,5,3,7,0,16,21,56,45,56,24,92,51,185,4,534,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,8,0,3,0,0,0,0,0,3,0,13,0,5,0,4,0,3,0,7,0,13,0,0,0,0,0,0,0,4,0,10,0,6,4,0,3,7,0,20,0,30,0,3,3,0,0,5,5,9,0,30,4,14,8,3,6,9,0,13,0,48,0,12,0,3,0,3,0,6,3,29,0,3,0,3,0,0,3,3,0,19,3,10,3,9,0,0,0,0,8,30,9,53,21,24,9,25,10,70,13,239,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,6
LGA43920,0,8,0,0,0,0,0,0,0,15,9,50,33,38,27,54,21,109,8,352,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,8,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,9,0,9,0,0,0,0,3,0,0,8,0,9,0,3,0,5,0,0,0,4,0,18,0,5,0,0,0,0,0,3,0,10,0,3,4,0,0,0,0,0,0,14,0,0,0,3,0,0,0,4,0,4,0,0,3,0,0,0,0,4,0,7,0,0,4,0,0,0,0,0,0,3,0,32,14,9,3,12,3,22,6,101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA44060,0,12,3,4,0,0,3,3,3,27,52,438,228,303,202,244,158,308,24,1956,0,4,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,4,7,0,9,0,0,0,3,0,0,0,18,0,4,3,3,5,0,0,0,0,16,0,6,4,6,4,0,0,0,4,23,0,6,0,3,3,4,0,3,3,28,0,13,5,3,0,3,3,6,4,36,0,5,0,8,0,0,3,9,0,31,3,15,3,4,3,0,0,5,0,29,3,7,0,0,0,0,0,0,0,17,3,10,8,4,0,3,0,5,0,34,0,0,0,3,0,0,0,0,0,9,0,8,3,5,0,0,0,0,4,22,14,92,36,38,18,25,9,34,14,278,0,11,0,0,0,0,0,0,3,11,3,5,0,0,0,3,0,0,3,17,0,0,3,0,6,0,3,0,5,17,0,3,0,3,3,0,0,0,7,21
LGA44210,0,0,4,0,0,0,0,5,0,12,15,31,34,45,27,50,29,153,0,392,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,11,0,21,3,3,5,0,0,9,0,6,0,26,0,4,3,4,0,0,3,11,0,30,3,0,0,3,0,4,0,8,0,18,0,4,5,3,0,0,0,4,0,18,0,3,3,3,3,0,0,6,0,15,0,3,3,3,0,0,0,0,0,14,7,24,22,22,9,19,3,57,3,163,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3
LGA44340,0,21,4,6,0,3,0,0,0,40,49,433,226,287,142,277,125,310,20,1866,0,6,0,0,0,0,0,0,0,11,0,9,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,3,0,0,18,0,10,0,4,0,3,0,3,0,22,0,9,3,3,0,3,0,5,0,33,0,8,6,0,3,10,3,7,3,38,0,8,4,4,3,3,0,5,4,30,0,7,7,0,3,3,0,5,3,23,0,18,3,4,0,0,0,8,3,39,0,13,3,3,3,3,0,7,6,25,0,16,3,0,0,0,0,0,3,23,3,18,0,0,0,0,0,0,3,24,4,123,27,34,18,27,6,42,20,304,0,4,0,0,3,0,0,0,0,11,3,3,0,5,4,0,0,0,3,16,0,0,0,0,0,7,0,0,9,17,0,0,0,0,0,3,0,0,3,17
