LGA_CODE_2016,OIDNS_500_649_A_35_44,OIDNS_500_649_A_45_54,OIDNS_500_649_A_55_64,OIDNS_500_649_A_65_74,OIDNS_500_649_A_75ov,OIDNS_500_649_T,OIDNS_650_799_A_15_19,OIDNS_650_799_A_20_24,OIDNS_650_799_A_25_34,OIDNS_650_799_A_35_44,OIDNS_650_799_A_45_54,OIDNS_650_799_A_55_64,OIDNS_650_799_A_65_74,OIDNS_650_799_A_75ov,OIDNS_650_799_T,OIDNS_800_999_A_15_19,OIDNS_800_999_A_20_24,OIDNS_800_999_A_25_34,OIDNS_800_999_A_35_44,OIDNS_800_999_A_45_54,OIDNS_800_999_A_55_64,OIDNS_800_999_A_65_74,OIDNS_800_999_A_75ov,OIDNS_800_999_T,OIDNS_1000_1249_A_15_19,OIDNS_1000_1249_A_20_24,OIDNS_1000_1249_A_25_34,OIDNS_1000_1249_A_35_44,OIDNS_1000_1249_A_45_54,OIDNS_1000_1249_A_55_64,OIDNS_1000_1249_A_65_74,OIDNS_1000_1249_A_75ov,OIDNS_1000_1249_T,OIDNS_1250_1499_A_15_19,OIDNS_1250_1499_A_20_24,OIDNS_1250_1499_A_25_34,OIDNS_1250_1499_A_35_44,OIDNS_1250_1499_A_45_54,OIDNS_1250_1499_A_55_64,OIDNS_1250_1499_A_65_74,OIDNS_1250_1499_A_75ov,OIDNS_1250_1499_T,OIDNS_1500_1749_A_15_19,OIDNS_1500_1749_A_20_24,OIDNS_1500_1749_A_25_34,OIDNS_1500_1749_A_35_44,OIDNS_1500_1749_A_45_54,OIDNS_1500_1749_A_55_64,OIDNS_1500_1749_A_65_74,OIDNS_1500_1749_A_75ov,OIDNS_1500_1749_T,OIDNS_1750_1999_A_15_19,OIDNS_1750_1999_A_20_24,OIDNS_1750_1999_A_25_34,OIDNS_1750_1999_A_35_44,OIDNS_1750_1999_A_45_54,OIDNS_1750_1999_A_55_64,OIDNS_1750_1999_A_65_74,OIDNS_1750_1999_A_75ov,OIDNS_1750_1999_T,OIDNS_2000_2999_A_15_19,OIDNS_2000_2999_A_20_24,OIDNS_2000_2999_A_25_34,OIDNS_2000_2999_A_35_44,OIDNS_2000_2999_A_45_54,OIDNS_2000_2999_A_55_64,OIDNS_2000_2999_A_65_74,OIDNS_2000_2999_A_75ov,OIDNS_2000_2999_T,OIDNS_3000mo_A_15_19,OIDNS_3000mo_A_20_24,OIDNS_3000mo_A_25_34,OIDNS_3000mo_A_35_44,OIDNS_3000mo_A_45_54,OIDNS_3000mo_A_55_64,OIDNS_3000mo_A_65_74,OIDNS_3000mo_A_75ov,OIDNS_3000mo_T,OIDNS_PINS_A_15_19,OIDNS_PINS_A_20_24,OIDNS_PINS_A_25_34,OIDNS_PINS_A_35_44,OIDNS_PINS_A_45_54,OIDNS_PINS_A_55_64,OIDNS_PINS_A_65_74,OIDNS_PINS_A_75ov,OIDNS_PINS_T,OIDNS_Tot_A_15_19,OIDNS_Tot_A_20_24,OIDNS_Tot_A_25_34,OIDNS_Tot_A_35_44,OIDNS_Tot_A_45_54,OIDNS_Tot_A_55_64,OIDNS_Tot_A_65_74,OIDNS_Tot_A_75ov,OIDNS_Tot_Tot,Tot_NNI_A_15_19,Tot_NNI_A_20_24,Tot_NNI_A_25_34,Tot_NNI_A_35_44,Tot_NNI_A_45_54,Tot_NNI_A_55_64,Tot_NNI_A_65_74,Tot_NNI_A_75ov,Tot_NNI_Tot,Tot_1_149_A_15_19,Tot_1_149_A_20_24,Tot_1_149_A_25_34,Tot_1_149_A_35_44,Tot_1_149_A_45_54,Tot_1_149_A_55_64,Tot_1_149_A_65_74,Tot_1_149_A_75ov,Tot_1_149_Tot,Tot_150_299_A_15_19,Tot_150_299_A_20_24,Tot_150_299_A_25_34,Tot_150_299_A_35_44,Tot_150_299_A_45_54,Tot_150_299_A_55_64,Tot_150_299_A_65_74,Tot_150_299_A_75ov,Tot_150_299_Tot,Tot_300_399_A_15_19,Tot_300_399_A_20_24,Tot_300_399_A_25_34,Tot_300_399_A_35_44,Tot_300_399_A_45_54,Tot_300_399_A_55_64,Tot_300_399_A_65_74,Tot_300_399_A_75ov,Tot_300_399_Tot,Tot_400_499_A_15_19,Tot_400_499_A_20_24,Tot_400_499_A_25_34,Tot_400_499_A_35_44,Tot_400_499_A_45_54,Tot_400_499_A_55_64,Tot_400_499_A_65_74,Tot_400_499_A_75ov,Tot_400_499_Tot,Tot_500_649_A_15_19,Tot_500_649_A_20_24,Tot_500_649_A_25_34,Tot_500_649_A_35_44,Tot_500_649_A_45_54,Tot_500_649_A_55_64,Tot_500_649_A_65_74,Tot_500_649_A_75ov,Tot_500_649_Tot,Tot_650_799_A_15_19,Tot_650_799_A_20_24,Tot_650_799_A_25_34,Tot_650_799_A_35_44,Tot_650_799_A_45_54,Tot_650_799_A_55_64,Tot_650_799_A_65_74,Tot_650_799_A_75ov,Tot_650_799_Tot,Tot_800_999_A_15_19,Tot_800_999_A_20_24,Tot_800_999_A_25_34,Tot_800_999_A_35_44,Tot_800_999_A_45_54,Tot_800_999_A_55_64,Tot_800_999_A_65_74,Tot_800_999_A_75ov,Tot_800_999_Tot,Tot_1000_1249_A_15_19,Tot_1000_1249_A_20_24,Tot_1000_1249_A_25_34,Tot_1000_1249_A_35_44,Tot_1000_1249_A_45_54,Tot_1000_1249_A_55_64,Tot_1000_1249_A_65_74,Tot_1000_1249_A_75ov,Tot_1000_1249_Tot,Tot_1250_1499_A_15_19,Tot_1250_1499_A_20_24,Tot_1250_1499_A_25_34,Tot_1250_1499_A_35_44,Tot_1250_1499_A_45_54,Tot_1250_1499_A_55_64,Tot_1250_1499_A_65_74,Tot_1250_1499_A_75ov,Tot_1250_1499_Tot,Tot_1500_1749_A_15_19,Tot_1500_1749_A_20_24,Tot_1500_1749_A_25_34,Tot_1500_1749_A_35_44,Tot_1500_1749_A_45_54,Tot_1500_1749_A_55_64,Tot_1500_1749_A_65_74,Tot_1500_1749_A_75ov,Tot_1500_1749_Tot,Tot_1750_1999_A_15_19,Tot_1750_1999_A_20_24,Tot_1750_1999_A_25_34,Tot_1750_1999_A_35_44,Tot_1750_1999_A_45_54
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,3,0,4,19,0,0,0,3,4,4,0,0,19,7,3,0,4,0,0,3,0,21,7,4,4,11,6,9,5,0,38,0,0,4,10,9,6,3,3,43,9,7,12,13,13,15,8,3,69,5,9,12,18,21,24,6,5,112,0,11,29,21,27,23,14,3,130,0,13,42,30,31,35,12,3,166,0,6,39,30,39,35,9,3,166,0,3,27,17,20,20,3,6,102,0,6,20,16,16,7,6,3,71,0,0,4,10,12
LGA18020,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,14,5,3,6,9,11,9,8,3,55,5,0,5,11,13,19,12,7,81,26,4,10,10,17,16,11,0,89,13,11,12,28,29,39,32,9,163,13,10,19,31,30,30,27,12,174,5,22,38,33,65,46,29,19,259,16,41,44,68,82,81,34,6,367,5,33,60,81,108,82,37,13,407,3,32,61,71,99,90,31,6,381,0,19,54,51,94,84,26,8,332,0,5,40,36,37,44,15,5,176,0,0,24,43,51,38,6,3,162,0,0,21,34,35
LGA18050,0,4,3,0,3,22,0,6,8,5,3,0,0,0,33,0,4,15,11,8,0,0,0,50,0,5,19,11,4,4,3,0,40,0,0,13,8,9,5,0,0,33,0,0,3,5,4,3,0,0,20,0,0,4,6,8,3,3,0,18,0,0,3,8,8,0,3,0,33,0,0,9,12,9,3,9,4,45,0,7,30,10,3,3,8,3,59,15,38,138,102,71,32,29,17,441,36,25,48,49,30,17,6,0,212,494,193,49,51,41,28,11,0,866,232,343,181,115,91,53,27,9,1061,123,349,330,187,136,98,56,11,1286,88,407,482,231,171,130,67,11,1580,62,467,658,337,309,220,114,22,2199,37,482,825,475,379,272,132,17,2623,24,405,1069,557,467,284,138,16,2952,5,275,1161,657,511,354,119,18,3096,3,85,750,479,407,255,85,5,2067,0,46,544,469,391,244,71,10,1782,0,15,290,372,247
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,5,9,3,0,21,23,0,3,0,7,11,0,0,49,4,0,4,17,9,11,11,3,56,10,3,5,12,15,24,12,7,81,7,4,13,11,17,23,11,4,88,3,7,29,24,25,25,19,0,133,0,15,14,29,27,43,16,8,165,0,8,26,37,53,36,16,3,187,0,8,28,33,23,30,20,4,155,0,3,12,13,25,23,7,3,80,0,0,5,19,25,14,7,3,71,0,0,0,8,11
LGA18200,0,0,5,0,0,11,0,0,6,0,0,0,0,0,9,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,8,6,5,15,5,3,55,6,4,6,12,18,6,3,0,47,33,3,9,9,9,4,0,0,59,16,13,11,9,15,31,12,7,116,5,16,27,17,24,29,22,7,139,15,14,20,29,24,36,15,4,158,6,31,31,48,67,70,21,3,281,5,42,56,60,71,81,16,0,334,4,33,74,77,94,103,12,4,400,0,23,75,73,94,83,12,3,362,0,15,40,61,50,50,20,0,221,0,0,32,37,68,43,6,0,177,0,0,27,45,56
LGA18230,9,3,7,0,0,34,0,6,10,10,10,7,6,0,41,3,3,13,10,16,6,0,0,50,0,5,14,4,4,3,4,3,40,0,0,5,4,3,5,0,0,26,0,0,3,3,5,0,0,0,13,0,0,3,8,6,0,0,0,16,0,0,0,7,3,0,0,0,9,0,0,0,0,0,3,0,0,3,4,0,11,13,11,11,7,9,62,23,32,71,71,67,63,30,13,370,22,5,19,32,40,27,14,3,174,529,36,27,36,19,42,20,6,714,186,90,95,81,96,86,39,19,696,119,96,128,129,128,141,59,21,824,182,162,191,168,171,168,82,28,1154,143,347,432,309,374,306,137,18,2068,82,450,692,534,520,468,136,15,2887,39,365,805,614,694,561,134,12,3225,17,234,816,626,719,518,104,21,3058,3,83,522,453,435,316,58,6,1872,0,34,357,404,432,286,64,10,1584,0,17,210,333,338
LGA18250,6,9,5,3,0,44,0,11,23,8,15,14,3,4,80,0,14,31,13,21,12,0,4,87,0,10,42,33,17,11,0,3,116,0,0,21,23,15,4,3,0,75,0,5,17,26,14,8,7,0,75,0,0,17,13,11,0,4,0,43,0,0,12,21,14,10,0,0,61,0,0,4,21,24,9,3,3,72,6,12,52,31,20,19,3,0,152,30,101,269,217,188,109,40,23,983,40,45,76,69,62,34,11,3,352,828,320,107,82,70,39,23,3,1485,446,705,266,195,164,133,78,9,1995,207,614,434,267,238,203,69,16,2040,151,639,571,386,326,248,121,22,2468,162,650,830,564,517,438,176,32,3369,67,718,1333,807,755,580,210,32,4492,56,836,2052,1285,1085,785,258,31,6381,18,669,2809,1527,1292,954,246,22,7548,7,285,2220,1471,1115,765,202,18,6083,4,111,1891,1514,1146,791,158,21,5638,3,37,1127,1202,937
LGA18350,6,0,3,3,0,18,0,0,3,7,4,4,3,0,21,0,0,7,7,14,4,3,3,41,0,0,3,10,14,8,0,0,32,0,0,5,0,0,4,0,0,10,0,0,0,4,6,3,0,3,19,0,0,0,0,0,3,0,0,4,0,0,0,0,3,3,3,0,10,0,0,0,4,4,7,4,0,19,3,7,6,5,11,10,3,3,44,20,19,34,47,60,54,25,14,277,39,6,20,27,39,41,11,5,196,609,52,45,46,49,55,27,4,880,190,89,91,96,100,113,53,23,763,114,130,121,142,180,166,107,21,983,115,149,166,164,227,201,92,24,1125,131,233,304,306,382,291,150,25,1818,64,309,418,385,497,379,147,22,2223,18,265,500,459,573,422,151,27,2406,4,134,459,440,574,462,155,23,2244,0,55,256,260,357,286,74,8,1301,0,22,202,270,327,256,76,17,1163,0,11,134,204,235
LGA18400,0,3,0,0,0,10,0,0,3,7,3,3,0,0,17,0,3,0,0,9,0,0,0,19,0,4,3,4,7,0,4,0,21,0,0,0,0,5,0,0,0,11,0,3,3,4,0,0,0,0,10,0,0,0,0,3,0,0,0,10,0,0,3,0,0,3,0,0,8,0,0,0,0,0,4,0,0,9,0,3,10,5,4,0,0,0,27,16,16,31,32,36,29,16,8,176,22,6,17,27,29,17,5,0,119,316,35,29,26,34,26,7,6,485,88,66,66,82,76,65,32,3,479,74,64,81,94,92,92,31,4,528,82,80,98,96,122,107,43,12,630,84,138,138,161,183,146,52,17,922,49,178,226,225,245,195,56,8,1182,22,152,290,282,277,223,46,3,1296,8,102,306,301,308,224,39,5,1297,0,42,242,254,239,129,27,3,942,0,23,192,215,192,132,17,6,763,0,11,138,207,169
LGA18450,25,16,5,0,4,91,3,16,31,16,29,17,3,0,114,0,5,29,43,32,23,4,0,132,0,3,42,51,35,23,3,5,160,0,4,20,32,17,5,5,0,86,0,3,16,23,25,8,3,3,77,0,0,6,24,13,3,0,0,47,0,0,3,13,20,9,0,0,52,3,0,0,12,6,6,0,0,34,10,12,42,23,39,23,10,10,174,67,108,269,304,288,140,55,33,1263,107,48,83,89,82,49,23,3,482,2142,471,195,191,167,126,29,9,3337,868,958,529,416,447,348,83,10,3660,427,900,634,580,586,500,148,19,3805,422,939,842,779,840,645,206,37,4709,370,1238,1392,1321,1397,1067,282,32,7097,171,1311,1905,1690,1735,1174,259,23,8267,71,1073,2374,2056,2159,1522,273,22,9547,23,709,2511,2299,2398,1669,288,35,9932,11,308,1793,1718,1742,1168,168,23,6922,3,131,1367,1642,1701,1072,160,21,6083,0,37,764,1267,1358
LGA18500,3,0,0,0,0,13,0,3,9,6,0,8,3,0,24,0,3,12,3,10,3,0,0,30,0,3,7,3,6,7,6,3,35,0,0,9,3,4,7,3,0,31,0,0,8,0,5,3,0,0,19,0,0,3,3,0,4,3,6,19,0,0,4,8,5,5,4,0,27,0,0,10,14,25,16,19,8,88,3,0,15,11,6,3,3,3,46,7,26,82,61,76,64,52,26,405,23,23,32,30,41,19,16,0,179,191,126,40,38,34,29,15,3,476,134,270,137,77,64,53,34,13,772,68,223,221,132,87,79,48,10,860,58,233,267,130,130,104,83,11,1008,57,277,403,241,221,187,102,23,1523,46,277,521,311,269,230,125,27,1799,21,273,712,385,333,304,119,23,2176,4,219,910,543,438,353,147,19,2630,0,122,657,376,335,251,104,19,1862,3,41,460,369,311,249,80,32,1533,0,19,330,318,262
LGA18710,0,0,0,0,0,3,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,4,0,8,0,0,7,3,5,0,0,0,14,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,5,0,4,21,10,11,14,11,3,74,0,0,7,7,4,8,5,0,45,64,6,15,8,10,10,3,3,112,31,25,31,19,24,22,8,6,160,10,33,33,35,30,40,20,0,203,11,22,29,39,41,39,24,6,211,16,43,36,59,67,67,34,11,326,9,55,69,78,75,69,19,8,391,4,44,89,66,111,71,29,5,429,3,26,92,91,103,91,25,8,442,0,5,66,52,69,48,20,3,268,0,0,40,68,57,49,19,0,236,0,0,34,53,37
LGA19090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19399,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,5,8,0,0,0,25,0,0,0,0,9,4,5,0,26,0,3,0,7,0,0,0,0,11,3,4,5,3,3,9,0,0,24,0,4,3,11,7,7,3,0,41,3,8,7,9,14,13,8,3,57,4,15,13,14,9,15,8,0,84,3,18,26,15,15,20,6,0,105,7,10,26,26,18,16,3,0,110,3,9,25,28,24,25,3,0,120,0,3,10,22,18,13,9,0,70,0,0,14,14,14,14,0,0,59,0,0,4,11,11
LGA19499,42,76,44,18,7,306,6,33,56,59,51,42,8,7,267,3,42,93,73,68,55,16,0,339,0,22,89,69,64,47,8,7,318,0,10,56,57,55,29,10,0,219,0,9,32,46,32,22,6,0,155,0,0,23,27,27,11,0,0,85,0,3,33,28,39,21,8,3,136,0,0,14,25,17,18,9,3,91,23,45,94,72,82,52,20,18,403,134,297,676,630,657,432,164,93,3083,153,131,249,256,280,174,53,14,1318,1327,715,361,445,504,374,111,16,3849,654,1088,931,1061,1292,1194,328,35,6583,681,981,1250,1370,1851,1746,556,84,8520,1257,1230,1502,1650,2284,2100,674,99,10803,1126,1968,2446,2596,3321,2999,909,103,15476,464,2370,3340,3120,3516,2779,708,84,16387,255,2073,4596,4018,4236,3155,684,63,19077,111,1514,5278,4658,4614,3151,586,42,19961,26,706,3449,3407,3099,1983,371,27,13076,10,405,2590,2750,2549,1464,289,22,10075,6,154,1407,1730,1478
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,12,0,3,0,3,0,0,0,0,10,0,0,3,0,3,0,3,0,14,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,9,0,0,0,0,0
LGA19898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,4,0,0,4,0,0,0,0,3,0,0,0,5,0,0,0,4,0,3,0,0,12,0,0,0,6,3,3,0,0,10,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,4,19,8,18,11,9,69,10,3,0,10,16,14,3,0,57,174,11,10,14,21,21,3,0,265,38,19,18,26,46,59,16,5,221,23,29,36,42,62,73,37,8,325,20,34,34,79,85,68,38,6,369,18,47,67,70,139,143,49,11,550,10,62,84,122,168,128,33,0,606,4,50,102,122,167,161,36,10,635,0,21,91,103,140,132,30,3,525,0,6,58,77,90,82,15,6,345,0,7,27,62,80,68,7,3,253,0,0,12,41,59
LGA20260,0,3,0,0,0,8,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,5,3,3,3,0,0,11,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,3,4,0,0,0,12,4,3,15,14,26,18,3,7,92,11,5,5,13,15,18,11,4,69,120,12,11,14,10,13,4,0,184,41,25,23,27,36,56,17,4,239,21,22,30,47,42,49,26,8,238,28,33,42,45,67,69,28,16,323,32,56,100,66,117,93,44,10,522,17,75,128,123,153,116,34,9,657,7,58,119,134,149,131,34,12,652,7,18,134,136,183,147,33,3,655,0,13,85,95,113,65,22,0,392,0,0,53,78,95,85,5,5,321,0,0,29,44,71
LGA20570,8,7,7,3,0,46,0,15,14,13,13,12,3,0,67,0,11,24,16,22,9,0,0,81,0,0,11,21,18,12,0,4,71,0,0,11,17,14,9,0,0,59,0,0,3,10,14,4,0,0,37,0,0,3,13,6,3,0,0,25,0,0,0,5,4,3,0,0,24,0,0,0,3,5,3,4,0,26,9,8,18,16,16,9,6,3,93,52,78,108,145,156,93,43,25,701,70,24,32,69,69,47,10,6,324,1396,198,114,109,69,74,29,8,1998,525,508,299,237,234,243,77,10,2126,221,510,374,346,342,337,99,16,2247,270,544,472,515,512,412,155,18,2891,189,756,842,773,874,720,229,36,4418,80,830,1243,1100,1149,900,250,22,5576,23,691,1609,1375,1430,1062,188,14,6397,13,402,1571,1402,1464,1109,157,16,6141,7,141,1071,972,1063,674,108,14,4043,0,40,698,894,866,577,76,7,3153,3,10,362,589,636
LGA20660,10,13,7,3,0,55,0,3,6,13,14,3,0,0,41,0,13,16,8,3,7,0,3,53,0,3,10,13,13,9,9,0,58,0,0,13,12,18,9,0,0,49,0,3,4,6,8,6,5,0,40,0,0,3,3,3,0,0,0,14,0,0,3,6,12,5,0,0,32,0,0,0,7,7,0,0,0,11,4,4,18,19,20,16,3,3,76,21,52,106,128,128,74,32,24,567,38,28,53,71,53,38,15,0,288,1215,289,112,128,111,75,19,0,1956,405,551,261,284,253,223,75,10,2066,113,420,308,323,311,295,118,28,1914,111,391,392,393,430,383,116,17,2243,78,415,660,665,781,655,208,27,3494,61,507,971,811,992,823,226,22,4410,38,501,1315,1008,1172,870,200,18,5126,12,382,1546,1172,1288,965,203,21,5588,0,108,1286,901,934,650,132,14,4015,6,46,866,861,814,571,102,14,3277,0,29,390,620,590
LGA20740,0,3,3,0,0,16,0,0,3,3,12,0,0,0,17,0,0,4,3,3,0,0,0,14,0,3,3,3,3,0,0,0,13,0,0,4,3,3,0,0,0,13,0,0,3,0,3,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,4,3,0,0,7,0,0,10,5,5,4,0,3,29,11,12,25,25,50,38,10,10,170,21,11,8,11,27,30,16,4,119,346,31,19,25,45,39,16,3,517,100,62,68,102,86,95,28,10,548,54,69,85,112,147,170,52,17,721,48,89,130,144,162,176,67,10,826,33,133,187,214,319,282,107,22,1298,16,132,262,250,311,297,76,16,1356,3,86,272,265,312,277,63,11,1295,0,54,253,238,282,250,47,8,1135,0,11,148,149,168,136,26,10,657,0,3,91,119,161,120,20,4,520,0,3,33,83,107
LGA20830,3,3,4,0,0,18,0,3,10,6,6,0,3,0,30,0,0,7,5,3,4,0,0,20,0,0,7,5,9,3,0,0,23,0,0,7,4,0,3,0,0,17,0,0,3,3,8,0,0,0,15,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,3,3,4,3,12,9,3,0,0,42,16,25,54,49,54,27,22,4,251,20,9,23,30,53,38,15,10,193,538,90,42,61,75,49,23,6,881,195,170,113,136,124,128,57,12,927,87,151,148,121,166,151,73,20,915,96,156,169,194,203,181,97,25,1127,62,248,320,276,394,316,103,32,1763,41,277,455,366,401,329,104,22,2004,13,243,506,448,460,351,111,9,2135,4,153,513,418,439,327,64,14,1943,0,54,353,288,304,240,56,3,1301,0,20,218,244,288,189,36,11,1011,0,3,125,185,221
LGA20910,3,4,3,3,0,18,0,4,6,7,6,8,0,4,36,3,4,9,7,8,9,0,0,40,0,5,6,12,20,4,5,3,60,0,3,10,3,12,5,3,0,42,0,0,4,3,9,7,0,0,22,0,0,3,3,5,8,0,0,21,0,0,9,3,7,7,5,0,30,0,0,3,8,9,14,0,7,42,0,3,9,17,17,7,9,3,64,19,38,80,79,116,89,35,29,481,44,23,39,71,51,49,11,5,290,886,312,74,116,92,61,29,6,1566,263,485,191,186,201,146,62,17,1545,106,367,243,251,276,165,92,20,1517,75,294,271,283,325,270,106,28,1659,61,367,456,393,503,411,182,22,2390,25,339,662,520,625,493,187,31,2875,14,329,983,647,794,563,166,5,3506,4,210,1043,735,916,588,199,27,3735,0,72,709,572,619,425,135,15,2546,0,15,512,570,603,418,112,13,2249,0,13,240,410,430
LGA21010,0,0,0,0,0,6,0,3,0,3,0,3,0,0,8,0,0,0,0,0,3,0,0,7,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,5,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,3,3,0,3,0,0,3,5,3,0,14,7,11,9,5,22,15,14,7,87,5,3,4,5,10,19,0,0,52,146,7,10,7,14,19,9,3,213,44,35,30,30,44,43,28,9,260,17,33,28,47,53,66,32,5,288,27,43,39,53,78,92,43,12,388,20,70,64,82,116,114,48,9,514,3,75,105,127,153,156,46,7,673,7,50,128,119,165,156,38,3,668,3,43,124,116,166,123,30,8,602,0,19,90,74,111,99,21,3,416,0,4,41,73,95,75,14,8,318,0,0,25,37,62
LGA21110,10,16,15,8,0,85,0,7,31,9,14,10,4,0,81,0,9,29,14,24,16,5,3,93,0,6,21,20,20,9,3,0,93,0,9,22,17,6,14,9,0,78,0,3,16,18,24,7,6,0,77,0,0,11,11,18,9,9,0,56,0,0,11,19,16,8,4,5,60,0,0,3,13,24,19,11,9,78,4,22,43,28,36,21,13,0,179,35,121,257,218,245,154,91,27,1140,80,59,91,129,126,70,27,3,591,1581,681,184,175,182,123,48,7,2978,579,1097,478,349,368,289,106,17,3281,226,814,643,470,486,357,172,33,3203,148,744,731,533,584,479,227,45,3491,104,775,1201,915,968,770,318,43,5093,50,778,1644,1087,1132,934,341,30,5987,29,858,2514,1436,1430,1017,390,51,7713,12,566,3054,1734,1728,1297,389,54,8832,8,220,2283,1525,1377,1031,300,47,6793,3,140,1802,1621,1384,1016,272,30,6267,0,25,905,1280,1195
