LGA_CODE_2016,OIDNS_500_649_A_35_44,OIDNS_500_649_A_45_54,OIDNS_500_649_A_55_64,OIDNS_500_649_A_65_74,OIDNS_500_649_A_75ov,OIDNS_500_649_T,OIDNS_650_799_A_15_19,OIDNS_650_799_A_20_24,OIDNS_650_799_A_25_34,OIDNS_650_799_A_35_44,OIDNS_650_799_A_45_54,OIDNS_650_799_A_55_64,OIDNS_650_799_A_65_74,OIDNS_650_799_A_75ov,OIDNS_650_799_T,OIDNS_800_999_A_15_19,OIDNS_800_999_A_20_24,OIDNS_800_999_A_25_34,OIDNS_800_999_A_35_44,OIDNS_800_999_A_45_54,OIDNS_800_999_A_55_64,OIDNS_800_999_A_65_74,OIDNS_800_999_A_75ov,OIDNS_800_999_T,OIDNS_1000_1249_A_15_19,OIDNS_1000_1249_A_20_24,OIDNS_1000_1249_A_25_34,OIDNS_1000_1249_A_35_44,OIDNS_1000_1249_A_45_54,OIDNS_1000_1249_A_55_64,OIDNS_1000_1249_A_65_74,OIDNS_1000_1249_A_75ov,OIDNS_1000_1249_T,OIDNS_1250_1499_A_15_19,OIDNS_1250_1499_A_20_24,OIDNS_1250_1499_A_25_34,OIDNS_1250_1499_A_35_44,OIDNS_1250_1499_A_45_54,OIDNS_1250_1499_A_55_64,OIDNS_1250_1499_A_65_74,OIDNS_1250_1499_A_75ov,OIDNS_1250_1499_T,OIDNS_1500_1749_A_15_19,OIDNS_1500_1749_A_20_24,OIDNS_1500_1749_A_25_34,OIDNS_1500_1749_A_35_44,OIDNS_1500_1749_A_45_54,OIDNS_1500_1749_A_55_64,OIDNS_1500_1749_A_65_74,OIDNS_1500_1749_A_75ov,OIDNS_1500_1749_T,OIDNS_1750_1999_A_15_19,OIDNS_1750_1999_A_20_24,OIDNS_1750_1999_A_25_34,OIDNS_1750_1999_A_35_44,OIDNS_1750_1999_A_45_54,OIDNS_1750_1999_A_55_64,OIDNS_1750_1999_A_65_74,OIDNS_1750_1999_A_75ov,OIDNS_1750_1999_T,OIDNS_2000_2999_A_15_19,OIDNS_2000_2999_A_20_24,OIDNS_2000_2999_A_25_34,OIDNS_2000_2999_A_35_44,OIDNS_2000_2999_A_45_54,OIDNS_2000_2999_A_55_64,OIDNS_2000_2999_A_65_74,OIDNS_2000_2999_A_75ov,OIDNS_2000_2999_T,OIDNS_3000mo_A_15_19,OIDNS_3000mo_A_20_24,OIDNS_3000mo_A_25_34,OIDNS_3000mo_A_35_44,OIDNS_3000mo_A_45_54,OIDNS_3000mo_A_55_64,OIDNS_3000mo_A_65_74,OIDNS_3000mo_A_75ov,OIDNS_3000mo_T,OIDNS_PINS_A_15_19,OIDNS_PINS_A_20_24,OIDNS_PINS_A_25_34,OIDNS_PINS_A_35_44,OIDNS_PINS_A_45_54,OIDNS_PINS_A_55_64,OIDNS_PINS_A_65_74,OIDNS_PINS_A_75ov,OIDNS_PINS_T,OIDNS_Tot_A_15_19,OIDNS_Tot_A_20_24,OIDNS_Tot_A_25_34,OIDNS_Tot_A_35_44,OIDNS_Tot_A_45_54,OIDNS_Tot_A_55_64,OIDNS_Tot_A_65_74,OIDNS_Tot_A_75ov,OIDNS_Tot_Tot,Tot_NNI_A_15_19,Tot_NNI_A_20_24,Tot_NNI_A_25_34,Tot_NNI_A_35_44,Tot_NNI_A_45_54,Tot_NNI_A_55_64,Tot_NNI_A_65_74,Tot_NNI_A_75ov,Tot_NNI_Tot,Tot_1_149_A_15_19,Tot_1_149_A_20_24,Tot_1_149_A_25_34,Tot_1_149_A_35_44,Tot_1_149_A_45_54,Tot_1_149_A_55_64,Tot_1_149_A_65_74,Tot_1_149_A_75ov,Tot_1_149_Tot,Tot_150_299_A_15_19,Tot_150_299_A_20_24,Tot_150_299_A_25_34,Tot_150_299_A_35_44,Tot_150_299_A_45_54,Tot_150_299_A_55_64,Tot_150_299_A_65_74,Tot_150_299_A_75ov,Tot_150_299_Tot,Tot_300_399_A_15_19,Tot_300_399_A_20_24,Tot_300_399_A_25_34,Tot_300_399_A_35_44,Tot_300_399_A_45_54,Tot_300_399_A_55_64,Tot_300_399_A_65_74,Tot_300_399_A_75ov,Tot_300_399_Tot,Tot_400_499_A_15_19,Tot_400_499_A_20_24,Tot_400_499_A_25_34,Tot_400_499_A_35_44,Tot_400_499_A_45_54,Tot_400_499_A_55_64,Tot_400_499_A_65_74,Tot_400_499_A_75ov,Tot_400_499_Tot,Tot_500_649_A_15_19,Tot_500_649_A_20_24,Tot_500_649_A_25_34,Tot_500_649_A_35_44,Tot_500_649_A_45_54,Tot_500_649_A_55_64,Tot_500_649_A_65_74,Tot_500_649_A_75ov,Tot_500_649_Tot,Tot_650_799_A_15_19,Tot_650_799_A_20_24,Tot_650_799_A_25_34,Tot_650_799_A_35_44,Tot_650_799_A_45_54,Tot_650_799_A_55_64,Tot_650_799_A_65_74,Tot_650_799_A_75ov,Tot_650_799_Tot,Tot_800_999_A_15_19,Tot_800_999_A_20_24,Tot_800_999_A_25_34,Tot_800_999_A_35_44,Tot_800_999_A_45_54,Tot_800_999_A_55_64,Tot_800_999_A_65_74,Tot_800_999_A_75ov,Tot_800_999_Tot,Tot_1000_1249_A_15_19,Tot_1000_1249_A_20_24,Tot_1000_1249_A_25_34,Tot_1000_1249_A_35_44,Tot_1000_1249_A_45_54,Tot_1000_1249_A_55_64,Tot_1000_1249_A_65_74,Tot_1000_1249_A_75ov,Tot_1000_1249_Tot,Tot_1250_1499_A_15_19,Tot_1250_1499_A_20_24,Tot_1250_1499_A_25_34,Tot_1250_1499_A_35_44,Tot_1250_1499_A_45_54,Tot_1250_1499_A_55_64,Tot_1250_1499_A_65_74,Tot_1250_1499_A_75ov,Tot_1250_1499_Tot,Tot_1500_1749_A_15_19,Tot_1500_1749_A_20_24,Tot_1500_1749_A_25_34,Tot_1500_1749_A_35_44,Tot_1500_1749_A_45_54,Tot_1500_1749_A_55_64,Tot_1500_1749_A_65_74,Tot_1500_1749_A_75ov,Tot_1500_1749_Tot,Tot_1750_1999_A_15_19,Tot_1750_1999_A_20_24,Tot_1750_1999_A_25_34,Tot_1750_1999_A_35_44,Tot_1750_1999_A_45_54
LGA10850,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3,0,0,0,7,0,0,0,6,0,0,0,0,8,0,3,5,14,6,11,4,3,51,9,0,3,4,6,7,3,0,41,68,0,0,5,9,17,4,0,114,14,5,14,18,29,15,18,8,117,20,11,11,19,21,22,20,9,120,12,15,23,21,14,25,10,3,120,10,20,21,32,40,40,28,14,191,5,28,55,41,68,59,23,6,287,3,28,53,43,66,60,23,3,286,0,23,77,70,67,50,28,9,315,0,11,59,62,65,54,4,0,262,0,10,61,74,48,52,11,3,266,0,14,58,66,78
LGA10900,9,6,3,7,0,21,0,0,6,0,6,3,3,3,28,0,4,3,4,4,6,3,0,24,0,7,6,7,5,3,0,0,30,0,0,4,3,5,3,0,0,12,0,0,3,3,7,3,0,0,14,0,0,0,0,3,3,0,0,9,0,0,0,3,3,5,0,0,12,0,0,0,0,0,3,0,0,8,10,8,4,4,4,3,0,0,31,17,21,48,43,50,52,18,8,248,23,8,17,35,33,28,9,0,153,631,100,57,59,77,54,22,0,1009,255,184,137,154,167,163,59,8,1125,122,179,156,187,232,190,112,11,1192,124,221,199,223,259,277,109,19,1437,126,262,337,355,431,417,153,23,2101,43,269,390,399,520,461,135,28,2238,32,203,432,439,567,452,132,20,2274,9,124,386,465,511,430,133,11,2052,3,40,222,321,343,295,81,10,1321,0,12,164,247,343,264,50,7,1087,0,4,98,192,270
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,3,7,3,8,3,26,3,0,0,3,3,4,0,0,19,12,0,4,0,3,3,0,0,32,3,3,5,9,8,7,7,3,48,8,5,4,9,12,10,0,8,58,5,7,9,15,7,13,4,3,69,5,7,18,22,32,11,6,3,101,0,15,24,14,32,18,8,0,114,0,19,25,26,40,17,4,6,142,8,17,37,26,45,29,10,4,179,0,4,30,12,32,15,5,3,105,0,14,28,30,32,20,3,0,133,0,0,15,18,20
LGA11100,11,10,3,4,0,54,0,14,26,10,8,10,4,0,81,0,16,43,28,27,14,3,0,134,3,9,51,41,37,15,0,0,160,0,0,28,28,18,9,0,0,83,0,0,23,17,18,11,0,0,70,0,0,14,16,24,12,0,0,63,0,0,16,26,13,12,0,0,64,0,0,3,13,9,4,0,0,32,5,18,35,25,18,19,3,0,128,33,94,298,241,205,128,30,8,1041,25,23,64,44,36,20,9,3,233,450,153,61,45,48,28,20,3,801,226,341,153,111,95,86,26,0,1041,136,337,339,206,134,118,46,7,1334,109,423,451,264,229,164,67,9,1717,136,561,675,577,496,341,115,12,2909,82,662,1184,877,838,514,127,20,4306,33,651,1865,1288,1273,789,167,12,6081,18,458,2141,1599,1416,897,163,12,6713,7,171,1423,1313,1201,703,121,15,4958,10,75,1123,1147,1164,602,96,4,4217,0,27,739,940,889
LGA11150,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,5,6,8,3,8,7,0,0,35,0,0,0,0,3,5,3,0,16,7,0,0,3,0,0,0,0,14,9,4,0,12,5,3,7,0,43,3,0,3,10,6,11,4,0,36,6,3,9,8,3,6,5,0,38,4,10,14,14,11,15,4,0,77,4,18,19,11,28,22,15,3,118,3,22,37,20,39,35,10,3,164,0,14,48,32,33,18,5,0,150,0,7,32,24,26,16,0,3,105,0,4,28,18,22,14,6,0,83,0,0,24,21,13
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,7,0,0,0,3,0,0,0,0,7,0,0,3,3,5,3,0,0,21,0,0,0,0,4,0,0,0,12,0,0,4,7,4,3,3,0,19,0,0,0,6,3,7,0,0,19,0,0,3,7,3,3,3,0,19,0,0,3,4,0,0,0,0,11,0,0,7,3,0,0,0,0,15,0,0,3,0,0
LGA11250,3,0,0,0,0,16,0,4,5,4,0,0,4,0,18,0,0,0,0,0,3,0,0,4,0,0,4,3,3,0,0,0,9,0,0,0,0,3,5,0,0,6,0,0,0,0,6,0,0,0,5,0,0,3,0,0,0,0,0,5,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0,7,6,3,3,24,7,14,23,17,25,28,12,13,132,10,0,4,6,4,11,0,0,37,155,11,17,13,13,17,3,0,231,67,31,36,46,48,55,7,0,283,34,39,60,41,42,62,30,12,322,38,60,70,59,74,83,31,5,408,32,107,132,112,124,104,44,13,660,15,94,144,133,174,140,32,4,739,3,66,182,144,174,175,25,3,785,3,71,206,171,192,164,28,3,833,3,40,148,104,153,138,17,0,605,0,18,141,101,145,91,23,0,530,0,15,110,110,117
LGA11300,4,8,0,4,0,22,0,0,3,4,6,3,0,0,22,0,3,11,4,4,6,4,0,37,0,3,17,8,11,4,0,0,44,0,0,4,14,5,3,0,0,32,0,0,11,7,4,3,0,0,21,0,0,3,8,0,0,0,0,10,0,0,4,3,0,0,0,0,12,0,0,0,3,0,3,0,0,10,4,0,6,10,9,3,0,0,39,19,26,80,72,62,42,14,0,323,22,16,27,35,15,12,4,0,120,404,142,40,38,31,15,11,3,690,194,266,142,92,82,49,20,7,848,102,251,190,118,132,103,28,9,944,52,179,215,133,175,140,38,9,935,52,229,349,233,261,180,60,5,1366,10,220,459,295,348,234,79,8,1651,10,170,572,366,407,288,66,15,1889,0,133,637,462,414,332,76,6,2053,0,66,466,366,359,251,54,6,1578,0,26,314,347,355,243,62,5,1355,0,8,231,274,259
LGA11350,3,4,4,3,0,18,0,0,3,6,6,8,3,0,26,0,0,0,8,12,3,0,0,24,0,0,4,4,0,4,0,0,14,0,0,0,4,0,4,0,0,7,0,0,0,3,5,4,0,0,8,0,0,0,0,3,0,0,0,8,0,0,0,3,0,4,0,0,9,0,0,0,0,4,0,0,0,9,0,6,4,9,5,10,0,0,36,6,11,27,44,54,47,16,9,229,13,3,8,21,26,19,10,8,110,314,20,28,43,30,33,4,0,475,72,55,107,126,125,106,22,5,617,58,80,141,169,173,177,54,8,858,47,110,219,205,246,225,71,14,1134,59,172,332,315,353,365,77,12,1681,24,184,361,408,401,349,79,6,1816,14,111,385,418,413,331,70,17,1752,3,30,329,392,419,276,59,6,1527,0,17,168,225,256,178,37,6,885,0,0,109,176,183,134,30,8,633,0,3,60,116,122
LGA11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,0,12,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,7,0,0,0,0,0,3,0,0,10,5,0,13,8,20,8,12,4,70,9,0,3,8,17,21,9,3,76,53,7,11,12,14,9,8,10,120,17,6,22,21,32,35,32,5,179,18,10,25,28,36,37,31,13,198,25,22,23,44,53,55,45,6,281,19,35,51,76,92,83,50,15,410,13,29,82,90,106,106,36,12,479,3,37,95,87,116,113,42,5,505,3,32,105,122,127,107,51,10,546,0,3,88,91,70,62,19,3,340,0,4,75,78,86,65,14,3,334,0,8,47,65,62
LGA11450,6,6,3,7,0,36,0,3,22,12,5,5,0,0,46,0,5,17,8,10,4,0,0,45,0,3,16,15,6,10,4,0,55,0,0,10,8,0,0,0,0,17,0,0,6,10,3,3,0,0,27,0,0,3,7,8,3,0,0,19,0,0,3,8,0,3,0,0,10,0,0,3,0,0,0,0,0,4,4,3,9,7,11,5,3,3,55,30,31,100,89,76,51,20,7,408,41,9,37,29,31,19,9,3,177,857,103,50,67,35,35,13,0,1162,368,207,136,151,127,119,21,3,1133,218,241,162,183,187,128,40,4,1165,233,226,205,219,241,183,60,15,1391,205,392,396,407,389,285,76,17,2162,98,495,657,551,604,392,92,3,2888,43,470,832,686,685,486,77,13,3294,10,312,923,801,770,515,133,3,3467,3,137,702,589,471,326,57,4,2294,3,46,492,558,460,244,61,3,1866,0,21,267,416,367
LGA11500,3,20,13,6,0,74,3,9,31,16,17,18,0,0,90,0,10,43,24,25,17,3,0,124,3,9,19,23,19,21,3,0,102,0,0,8,24,21,5,3,0,65,0,0,20,6,20,10,0,0,56,0,0,3,10,12,5,0,0,29,0,0,3,3,7,10,0,0,16,0,0,3,4,6,3,6,0,20,9,13,28,30,22,16,0,3,111,52,78,198,167,194,129,38,7,866,85,29,52,42,58,43,6,0,317,1285,218,89,102,96,63,18,4,1877,634,463,242,246,207,214,65,11,2065,326,487,374,390,351,300,85,11,2330,297,419,481,390,450,358,104,13,2520,254,715,838,800,843,664,183,17,4318,149,836,1291,1225,1232,943,199,14,5888,57,764,1712,1492,1602,1130,199,13,6978,20,497,1751,1501,1549,1177,194,7,6695,0,202,1235,1128,1008,682,123,10,4388,4,70,862,958,906,594,100,4,3493,0,30,449,716,728
LGA11520,14,5,10,0,0,48,3,8,18,5,3,8,0,0,47,0,9,30,17,10,8,3,0,83,0,6,33,12,15,11,0,0,72,0,0,10,3,13,3,3,0,39,0,0,11,10,8,8,3,0,44,0,0,3,11,3,0,0,0,17,0,0,10,19,6,6,4,0,38,0,0,0,6,11,3,3,0,28,0,13,20,19,12,11,3,0,73,23,77,166,139,118,78,31,7,633,33,25,46,47,40,29,10,0,223,555,152,65,69,37,29,12,0,918,268,313,172,140,134,106,39,5,1177,114,307,282,205,169,136,47,8,1272,89,314,376,232,229,195,77,9,1530,90,345,599,420,399,278,97,9,2237,34,399,768,552,521,385,100,9,2769,36,498,1292,802,697,522,124,6,3984,18,412,1660,1048,870,600,145,20,4774,3,155,1083,806,657,404,114,11,3234,3,64,895,812,650,396,105,9,2930,0,15,510,600,497
LGA11570,15,44,20,13,0,169,3,24,64,54,55,27,11,3,237,0,21,87,52,52,37,0,0,254,0,11,69,55,46,31,8,5,227,0,4,35,42,26,23,3,3,139,0,3,31,25,32,10,0,0,97,0,0,12,19,22,8,4,0,60,0,0,6,14,18,6,3,0,52,0,0,5,6,17,7,0,0,36,8,52,73,65,62,37,7,6,312,72,221,517,421,426,251,81,24,2018,125,81,159,124,128,91,35,6,745,1523,439,208,191,166,145,36,8,2716,783,833,613,547,582,459,134,22,3960,459,847,895,860,887,655,208,39,4850,409,888,1130,1087,1112,784,243,34,5697,322,1265,1925,1769,1922,1439,394,51,9080,234,1461,2796,2504,2712,1823,435,49,12002,86,1241,3345,2953,3215,2287,459,43,13628,28,775,3577,3058,3088,2215,461,39,13243,15,366,2363,2091,2022,1383,283,30,8549,11,137,1662,1793,1731,1227,196,22,6787,3,39,879,1307,1283
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,4,3,4,4,5,3,7,0,25,8,0,3,5,9,3,3,0,25,22,3,3,6,7,3,0,0,47,3,3,6,3,4,6,5,3,36,8,9,9,10,15,14,8,3,76,5,4,5,10,11,22,4,4,69,9,12,23,15,26,17,7,6,125,13,17,32,34,29,37,14,0,177,4,17,42,24,53,32,5,0,186,4,10,51,41,41,34,8,3,195,0,7,26,25,38,30,9,0,133,0,0,13,22,18,13,3,0,68,0,0,6,15,13
LGA11650,23,25,25,7,4,126,3,15,28,32,44,28,8,0,167,0,21,36,32,56,40,10,4,191,3,10,56,52,55,41,6,3,220,0,3,24,33,23,24,3,0,107,0,0,15,32,27,17,4,3,97,0,0,8,14,18,21,5,0,64,0,0,3,25,15,4,4,8,56,0,0,8,5,8,10,4,11,52,22,29,40,44,36,33,15,5,225,99,146,283,350,352,292,85,68,1672,167,44,83,141,145,119,24,9,729,3486,419,234,320,257,194,61,4,4975,1462,952,539,669,642,569,154,22,5010,740,965,772,899,954,838,292,56,5511,744,1105,1068,1057,1204,1136,366,59,6741,559,1656,1820,1899,2259,1954,581,62,10791,248,1851,2742,2472,2889,2218,539,43,13007,104,1426,3333,3024,3516,2630,483,35,14548,41,799,3075,3005,3409,2590,435,32,13384,8,275,2060,2136,2239,1482,264,21,8478,4,120,1497,1805,1979,1305,217,23,6945,0,34,782,1377,1499
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,3,5,9,0,0,21,0,0,0,0,0,0,0,0,3,0,4,0,3,11,5,0,0,26,0,0,3,0,9,4,0,0,16,0,0,6,3,7,3,3,3,22,0,3,12,3,3,4,4,0,32,0,3,9,3,8,15,6,0,39,0,10,8,10,13,14,3,5,61,0,0,17,12,11,11,0,3,54,0,0,5,6,3,3,0,0,22,0,0,7,3,7,3,0,0,17,0,0,0,5,3
LGA11720,3,3,0,0,0,17,0,0,5,4,3,7,0,0,27,0,0,7,7,4,3,0,0,20,0,4,4,7,13,3,0,0,32,0,0,3,5,3,10,0,0,20,0,0,7,5,3,5,0,0,15,0,0,0,0,0,0,0,0,6,0,0,0,0,9,3,0,0,12,0,0,0,0,0,4,0,0,8,0,3,0,9,12,0,0,0,27,16,26,37,44,56,39,14,6,233,19,6,7,17,31,30,8,0,131,482,34,31,46,51,36,12,5,696,201,104,118,109,127,109,28,0,802,135,152,148,160,124,161,51,12,936,105,181,188,179,198,183,55,11,1101,106,246,345,305,363,247,74,14,1705,48,263,421,378,374,296,52,6,1847,12,226,465,394,421,284,62,13,1869,7,113,448,442,428,322,61,11,1826,0,38,286,262,250,203,26,8,1065,0,12,197,208,232,186,32,3,867,0,10,114,166,184
LGA11730,8,3,3,3,0,22,0,4,3,5,9,7,0,0,30,0,0,0,7,5,5,4,3,26,0,4,3,7,6,0,0,0,22,0,0,3,0,0,5,0,0,9,0,0,0,3,5,0,0,0,12,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,3,8,5,0,4,7,3,3,0,3,38,20,23,33,46,60,53,25,18,275,32,7,9,19,40,53,13,3,169,441,15,22,34,62,55,17,8,658,171,67,72,107,142,147,52,8,770,105,107,113,143,200,241,89,18,1023,92,145,149,218,260,262,95,23,1244,95,215,281,329,443,459,133,24,1979,40,269,389,451,613,496,112,26,2394,13,141,400,474,570,505,105,21,2226,3,81,312,397,494,447,84,8,1823,0,39,196,265,315,240,43,16,1106,0,14,137,234,283,240,28,8,938,0,4,93,168,230
LGA11750,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,9,4,4,8,3,0,35,0,0,7,4,11,8,0,0,34,21,3,5,4,8,8,0,0,56,16,4,17,14,9,10,0,0,69,0,16,13,12,11,14,8,3,80,7,3,18,17,16,16,4,3,94,16,20,34,30,25,24,11,0,161,8,19,35,41,44,31,13,3,190,3,18,43,33,42,27,14,3,189,3,21,67,43,36,47,7,0,229,0,20,45,31,38,21,9,0,169,0,14,82,42,48,38,4,0,234,0,11,58,40,33
LGA11800,11,9,12,5,0,56,0,3,13,12,9,12,0,0,50,0,4,13,18,10,9,4,0,55,0,3,8,16,16,5,0,0,51,0,0,8,14,9,7,3,0,32,0,0,6,9,13,0,0,0,30,0,0,0,4,0,3,0,0,16,0,0,0,3,6,3,3,0,12,0,0,0,7,0,3,0,0,12,14,13,17,7,16,4,0,3,70,28,36,88,107,108,72,25,16,483,44,11,29,48,55,29,7,5,241,916,50,67,53,69,66,16,0,1236,306,174,151,168,177,187,40,9,1211,200,210,231,226,261,293,81,17,1527,187,257,329,310,367,366,111,11,1941,144,413,588,553,691,616,158,16,3182,43,531,858,788,890,801,181,10,4110,25,358,924,942,1055,880,142,14,4330,11,192,709,828,1006,671,129,9,3564,5,73,493,558,627,457,85,3,2291,0,28,305,421,517,389,56,3,1716,0,8,167,359,378
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,3,3,0,0,0,15,5,0,0,5,0,4,0,4,16,33,0,3,0,3,7,4,0,51,10,3,6,10,3,9,0,0,45,3,3,5,3,15,11,7,0,54,7,4,3,7,17,10,6,0,54,0,16,23,16,17,27,11,3,110,6,17,19,18,17,11,10,5,99,0,16,28,33,46,24,15,4,162,0,5,31,27,31,24,7,0,125,0,3,13,20,23,17,9,3,85,0,4,8,11,10,17,3,0,62,0,0,4,11,20
LGA12150,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,13,3,8,3,0,34,4,0,0,4,7,14,8,4,43,14,0,0,3,11,13,0,0,40,5,4,11,12,7,7,3,0,52,10,5,8,17,12,16,9,3,86,3,9,7,15,17,25,8,7,93,6,18,17,22,30,34,10,0,143,3,26,39,35,37,44,13,4,205,3,12,41,38,31,48,12,3,194,0,5,36,25,50,32,14,8,175,0,4,32,18,30,22,11,0,122,0,3,22,11,25,14,3,0,86,0,0,16,6,17
LGA12350,0,0,0,0,0,8,0,0,0,3,0,0,0,0,8,0,0,3,5,3,5,0,0,15,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,10,8,9,28,15,11,8,4,96,5,3,5,9,11,8,9,3,52,107,9,0,10,8,12,3,0,153,47,22,16,27,31,38,16,7,207,43,22,34,26,44,48,42,5,265,28,36,38,41,65,57,26,7,310,32,72,96,98,119,105,47,11,570,25,100,139,137,147,135,34,4,721,12,80,114,142,171,129,41,9,696,0,38,102,104,141,114,31,8,537,0,15,57,70,86,58,12,7,312,0,9,37,52,67,56,15,4,246,0,0,20,49,45
LGA12380,29,21,14,0,10,135,0,23,65,31,35,21,3,0,179,3,21,67,40,42,22,10,0,204,0,10,66,53,51,28,9,0,213,0,3,37,21,20,15,4,0,105,0,0,23,20,18,8,5,0,77,0,0,20,24,17,5,0,0,71,0,0,17,20,26,13,0,0,75,3,0,4,10,4,4,0,0,27,17,24,47,31,48,19,4,3,195,94,182,454,342,323,194,56,24,1671,93,54,104,106,86,69,20,3,543,1088,289,145,125,105,77,23,10,1852,579,589,439,380,332,277,79,8,2693,346,670,677,542,483,374,124,17,3241,331,655,863,686,636,468,159,22,3811,249,873,1342,1194,1156,805,236,26,5881,157,1091,2291,1866,1734,1205,251,24,8621,71,1067,3064,2353,2378,1615,333,23,10905,26,685,2991,2619,2529,1754,336,16,10964,7,325,1977,1841,1702,1117,210,15,7191,0,109,1257,1494,1427,963,181,8,5441,0,48,792,1121,1059
LGA12700,0,3,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,8,6,3,5,36,3,0,5,4,10,9,8,0,43,64,7,6,14,4,14,6,6,120,21,11,8,28,25,31,11,5,134,19,15,13,18,24,31,19,12,147,10,13,16,25,39,43,17,7,184,15,21,36,36,67,68,20,10,270,6,22,41,41,58,58,20,5,249,4,17,38,40,66,59,19,0,246,0,14,27,41,52,53,16,7,210,0,8,20,36,36,23,13,3,142,0,0,19,33,32,34,14,7,137,0,0,8,19,28
