LGA_CODE_2016,P_M1_Tram_Inc_LR_15_24,P_M1_Tram_Inc_LR_25_34,P_M1_Tram_Inc_LR_35_44,P_M1_Tram_Inc_LR_45_54,P_M1_Tram_Inc_LR_55_64,P_M1_Tram_Inc_LR_65_74,P_M1_Tram_Inc_LR_75ov,P_M1_Tram_Inc_LR_Tot,P_M1_Taxi_15_24,P_M1_Taxi_25_34,P_M1_Taxi_35_44,P_M1_Taxi_45_54,P_M1_Taxi_55_64,P_M1_Taxi_65_74,P_M1_Taxi_75ov,P_M1_Taxi_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_Inc_LR_15_24,P_M2_TrnTrm_Inc_LR_25_34,P_M2_TrnTrm_Inc_LR_35_44,P_M2_TrnTrm_Inc_LR_45_54,P_M2_TrnTrm_Inc_LR_55_64,P_M2_TrnTrm_Inc_LR_65_74,P_M2_TrnTrm_Inc_LR_75ov,P_M2_TrnTrm_Inc_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_Inc_LR_15_24,P_M2_BusTrm_Inc_LR_25_34,P_M2_BusTrm_Inc_LR_35_44,P_M2_BusTrm_Inc_LR_45_54,P_M2_BusTrm_Inc_LR_55_64,P_M2_BusTrm_Inc_LR_65_74,P_M2_BusTrm_Inc_LR_75ov,P_M2_BusTrm_Inc_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,45,50,55,56,26,5,250,14,4,3,3,4,3,0,34,0,0,0,3,0,0,0,8,4,8,4,3,4,0,0,25,8,14,15,7,6,0,0,57,4,5,6,6,3,3,0,23,27,25,41,40,45,12,3,183,84,96,124,117,116,40,6,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,3,0,12,3,0,0,7,3,3,0,12
LGA19499,5,13,7,5,3,0,0,36,15,98,96,123,108,44,4,487,11201,20336,22036,23065,16059,3441,306,96442,3032,1648,1083,1153,818,182,24,7932,489,1238,1663,2111,1777,519,42,7846,111,130,88,97,51,6,0,483,60,103,83,79,36,10,0,361,153,346,407,515,435,122,12,1985,340,332,284,325,301,89,16,1676,16535,25735,26646,28164,20050,4528,416,122073,304,368,192,133,115,36,3,1150,0,5,8,0,0,0,0,21,0,0,6,0,0,0,0,15,96,121,113,120,79,29,0,549,79,37,18,23,9,0,0,172,14,22,21,17,4,3,0,85,497,563,353,293,209,70,5,1988,0,3,6,3,3,0,0,20,3,0,0,0,0,0,0,3,21,33,21,30,16,3,0,119,15,11,8,7,8,0,0,51,5,13,8,5,3,3,0,36,45,57,41,48,35,4,0,227,280,341,329,303,183,45,4,1491,824,962,718,649,429,121,10,3708
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,0,0,19,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,11,0,3,0,3,0,0,0,10,7,14,14,11,5,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,3,0,0,8
LGA19898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,255,352,542,766,661,125,8,2713,93,32,21,31,23,5,3,213,0,3,6,10,10,0,0,32,0,0,3,8,7,0,0,29,13,13,9,13,13,0,0,62,4,3,6,7,4,3,0,37,73,47,62,68,68,22,3,344,445,461,655,907,787,161,16,3442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,12,8,3,0,0,35,4,4,12,14,6,0,0,40
LGA20260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,300,578,659,858,616,131,22,3155,121,50,35,41,28,6,0,289,0,3,3,9,13,4,3,31,0,0,3,0,0,0,0,5,6,10,4,3,3,0,0,24,0,4,3,10,3,5,0,29,55,33,37,44,71,28,12,277,487,682,746,970,734,183,39,3836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,7,3,0,0,16,3,4,0,8,3,0,0,19
LGA20570,0,3,0,3,0,0,0,11,19,32,20,16,18,3,0,109,4374,6810,7312,7754,5518,975,104,32844,1173,325,219,242,186,45,0,2188,3,19,25,62,40,16,3,169,26,12,19,26,19,0,0,101,29,49,63,87,64,3,0,304,10,22,27,36,22,11,0,135,268,243,221,255,243,51,7,1284,6081,7629,7989,8554,6174,1107,123,37654,3,6,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,14,9,0,0,0,44,0,3,0,3,0,0,0,9,0,8,0,3,3,0,0,19,13,31,24,17,10,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,12,35,5,3,0,0,0,0,46,0,0,0,0,0,0,0,3,40,5,8,4,3,3,0,64,37,60,31,43,24,3,0,199,89,97,59,66,34,3,0,353
LGA20660,16,24,13,3,4,0,0,62,3,14,18,18,12,5,3,72,2905,6083,5902,6619,4813,1040,85,27442,737,278,163,190,186,55,7,1616,5,19,17,46,43,13,3,144,17,31,26,19,25,0,0,112,39,78,107,76,40,3,0,342,20,38,32,44,25,18,5,173,400,288,184,198,148,41,10,1263,4494,7272,6684,7443,5459,1216,108,32678,55,69,35,23,26,12,0,221,0,0,0,0,0,0,0,0,21,24,12,10,3,0,0,77,16,25,24,23,23,3,0,110,19,11,3,6,0,0,0,37,8,14,9,4,3,0,0,40,118,144,90,68,51,12,0,477,0,0,0,0,0,0,0,0,13,15,4,5,4,0,0,43,0,3,9,3,3,0,0,18,24,3,0,4,4,0,0,34,3,0,0,0,0,0,0,7,41,20,13,17,14,3,0,106,38,38,32,48,35,7,0,203,196,205,131,128,103,23,0,786
LGA20740,0,0,0,0,0,0,0,7,3,4,3,0,0,0,0,10,613,1116,1389,1666,1348,273,46,6459,210,54,43,47,47,7,0,404,3,9,12,12,24,7,3,66,0,4,7,7,9,3,0,29,20,15,10,19,12,0,0,79,4,4,13,11,11,7,3,53,111,68,62,90,93,36,10,464,980,1291,1550,1849,1551,337,54,7614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,6,0,9,3,3,0,30,6,10,4,13,3,5,0,42
LGA20830,22,49,15,13,6,0,0,98,3,5,3,4,3,3,0,14,1423,2110,2216,2513,1790,349,55,10467,424,121,54,71,55,21,3,754,9,21,15,21,30,13,0,122,7,13,13,9,4,3,0,60,10,27,17,25,7,0,0,89,3,8,22,13,15,10,3,84,114,113,87,117,117,53,13,613,2101,2580,2527,2854,2080,460,78,12681,9,4,13,5,3,0,0,49,0,0,0,0,0,0,0,0,4,11,9,4,0,0,0,29,3,19,16,21,10,0,0,68,15,0,3,4,0,0,0,27,0,3,3,0,0,0,0,8,37,44,47,39,15,0,0,178,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,5,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,3,3,5,3,0,0,25,25,20,21,16,8,3,0,83,71,66,62,57,24,0,3,287
LGA20910,5,18,3,0,0,0,0,32,7,4,4,9,4,5,0,32,2111,4074,4013,4693,3040,904,92,18932,428,183,85,111,93,21,4,931,3,13,16,11,24,7,0,85,13,19,10,17,15,3,0,79,78,64,48,54,37,9,0,295,14,19,26,49,32,20,3,171,313,110,90,175,117,57,11,874,3289,4916,4469,5266,3455,1056,114,22567,57,59,46,32,23,10,0,221,0,0,0,0,0,0,0,0,25,32,15,4,4,3,0,84,11,15,10,21,18,3,0,82,14,13,6,3,0,0,0,34,7,24,12,3,3,0,0,48,114,142,85,66,52,17,3,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,3,3,6,3,0,0,0,21,3,0,0,0,0,0,0,4,6,11,8,3,5,0,0,35,27,29,23,32,21,4,0,134,151,181,112,106,78,19,3,649
LGA21010,0,3,0,0,0,0,0,3,3,4,3,0,0,0,0,6,357,515,639,871,739,160,16,3298,122,23,25,22,23,0,0,208,0,9,8,10,6,3,0,35,0,0,0,0,6,0,0,17,4,6,6,14,16,9,0,51,3,5,7,7,8,3,0,37,41,30,21,41,72,29,12,236,535,605,703,965,872,202,31,3915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,3,4,3,0,0,16,3,3,13,7,8,0,0,36
LGA21110,437,509,181,134,117,43,6,1431,12,26,21,26,27,4,0,117,4305,10789,10273,10598,6877,1840,201,44878,823,481,286,284,245,85,3,2211,10,29,27,36,32,13,3,152,31,44,53,53,26,3,0,212,95,230,186,160,112,8,0,801,21,48,85,65,64,25,10,318,699,704,423,394,384,132,21,2755,7213,14371,12315,12254,8246,2235,252,56898,131,197,128,65,55,13,6,586,0,0,0,0,0,0,0,0,137,328,122,67,51,16,0,727,56,141,115,97,56,14,0,472,41,68,16,17,20,0,0,173,17,38,21,9,14,9,0,100,380,762,400,256,206,48,6,2060,0,0,0,0,0,0,0,0,43,49,29,12,14,3,0,146,3,9,6,5,3,0,0,30,11,6,0,0,0,0,0,18,0,0,3,0,0,0,0,10,56,64,43,17,18,8,0,204,98,112,93,78,51,9,0,446,531,939,534,356,276,66,6,2705
LGA21180,20,39,10,16,8,0,0,96,16,68,34,32,18,4,0,162,4980,12092,12275,11931,7473,1292,105,50150,1528,611,376,421,322,67,6,3336,25,116,118,115,91,30,3,489,19,48,41,45,25,0,0,174,33,53,71,47,34,3,0,241,29,55,86,59,50,12,0,292,209,160,106,144,137,27,8,785,7311,13670,13391,13013,8281,1480,123,57268,94,106,49,51,35,4,3,335,0,0,0,0,0,0,0,0,12,26,9,8,3,0,0,65,15,32,29,25,10,4,0,118,17,15,5,7,3,0,0,47,5,15,6,6,0,0,0,40,144,185,99,98,56,14,3,605,0,0,0,0,0,0,0,0,3,7,3,3,0,0,0,12,0,4,9,13,3,0,0,28,41,7,3,4,5,0,0,60,3,3,8,3,0,0,0,15,46,20,16,22,13,0,0,116,70,111,73,60,37,8,0,365,258,324,192,180,110,21,3,1090
LGA21270,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,121,205,255,331,308,79,9,1308,35,15,0,8,12,0,0,67,0,6,6,4,9,3,0,27,0,0,0,0,4,0,0,3,5,3,0,7,8,3,0,25,0,3,3,13,12,4,0,43,32,31,37,69,76,15,3,266,197,260,311,439,427,105,16,1759,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,3,0,0,9,4,10,3,0,5,0,0,17
LGA21370,0,3,0,0,0,0,0,6,0,4,3,7,3,0,0,16,1196,1848,2112,2623,2012,419,57,10262,347,86,63,61,48,19,3,631,4,9,23,28,29,10,0,106,5,11,21,32,39,6,0,109,27,10,23,34,31,0,3,126,5,5,9,14,29,13,3,79,146,90,111,177,175,65,11,780,1744,2078,2369,2982,2362,532,86,12145,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,14,21,10,16,9,0,4,73,18,24,15,16,11,0,4,80
LGA21450,5,28,10,12,3,0,0,58,3,8,7,3,0,0,0,20,2310,3521,3475,3589,2283,464,55,15697,765,165,92,111,84,18,4,1230,14,45,45,59,59,18,6,237,9,9,12,20,11,0,0,64,15,15,19,13,16,0,0,91,7,21,30,32,20,16,4,130,127,84,85,132,99,40,13,584,3399,4046,3861,4045,2619,574,77,18628,22,18,18,5,8,0,0,77,0,0,0,0,0,0,0,0,7,11,7,3,0,0,0,21,16,14,17,20,12,0,0,76,11,10,4,4,0,0,0,31,0,3,0,0,3,0,0,8,53,57,50,34,27,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,19,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,22,3,0,3,0,0,0,30,25,31,26,23,14,0,0,123,95,93,71,59,36,5,0,358
LGA21610,28,38,14,13,13,3,0,108,5,34,22,18,11,3,0,93,5810,10232,9987,10288,6264,1146,96,43816,1921,512,309,372,261,44,9,3433,24,117,139,134,115,22,0,554,13,27,32,25,19,0,0,117,39,40,30,31,13,0,0,153,27,83,84,99,52,15,3,357,322,188,136,183,177,43,12,1052,8566,11597,10961,11309,7021,1293,116,50863,65,57,25,21,25,4,0,189,0,0,0,0,0,0,0,0,7,16,10,3,4,0,0,43,18,32,23,15,13,3,0,105,21,12,0,0,0,0,0,39,0,9,6,9,0,0,0,24,113,133,64,45,35,10,0,402,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,9,6,8,4,10,0,0,0,26,51,10,4,0,0,0,0,70,0,0,3,0,0,0,0,4,64,13,9,12,7,0,0,109,73,89,77,68,29,0,0,335,253,231,149,126,73,12,0,845
LGA21670,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,5,315,452,538,784,578,105,12,2779,111,30,24,22,22,7,0,213,0,5,3,3,9,7,0,27,0,0,0,0,0,0,0,3,3,7,0,9,15,3,0,30,0,0,3,4,5,0,0,16,40,25,30,40,57,14,3,200,474,516,600,867,676,138,19,3296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,0,0,0,21,7,5,8,3,0,0,0,26
LGA21750,0,14,4,3,0,0,0,31,0,9,0,3,0,0,0,11,732,1249,1271,1452,1053,224,34,6021,194,83,46,43,34,13,0,420,3,10,8,13,17,12,0,64,4,9,11,15,3,3,0,44,15,20,14,20,14,0,0,81,4,5,14,10,12,5,0,43,73,83,63,80,92,28,9,442,1065,1531,1472,1667,1241,289,51,7316,5,7,7,4,3,0,0,24,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,4,6,6,3,0,0,16,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,10,10,14,7,0,0,56,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,11,18,8,4,14,7,0,0,55,35,24,15,27,13,0,0,119
LGA21830,3,3,0,0,3,0,0,11,0,0,0,0,0,0,0,9,448,715,742,999,701,161,12,3774,131,50,43,50,24,5,0,296,4,7,14,8,15,3,4,52,4,10,15,22,4,4,0,63,9,7,12,9,3,0,0,50,5,7,11,21,12,4,3,62,63,53,72,139,108,25,8,464,692,876,926,1253,882,207,25,4874,0,5,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,9,4,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,5,10,8,4,0,3,0,36,14,15,19,13,5,5,0,69
LGA21890,161,198,93,51,38,11,0,548,9,28,24,16,9,0,0,94,3560,7556,7469,7958,5261,1048,106,32962,884,435,219,251,200,59,5,2050,8,35,51,56,34,14,5,203,17,46,35,38,23,3,0,162,115,247,226,147,96,4,3,839,12,41,40,49,33,7,3,189,340,393,237,243,155,32,11,1412,5628,9670,8735,9065,6030,1214,138,40486,104,143,73,49,38,11,0,418,0,0,0,0,0,0,0,0,21,51,23,20,6,4,0,124,28,34,33,21,20,3,0,129,13,12,10,0,3,0,0,42,6,13,18,11,8,0,0,51,173,254,153,98,72,16,4,765,0,0,0,0,0,0,0,0,47,56,30,15,12,5,0,168,9,11,8,8,4,0,0,31,34,6,7,3,3,0,0,55,3,3,0,0,3,0,0,9,90,78,46,29,20,4,0,266,55,74,57,49,29,6,5,277,314,405,256,178,119,30,5,1307
LGA22110,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,15,1058,1730,2042,2696,2277,496,62,10364,358,105,78,78,88,13,8,728,0,11,22,32,36,18,4,129,3,4,4,10,8,7,3,43,29,15,23,23,27,4,0,117,10,18,17,16,22,22,3,110,94,124,93,151,163,53,9,690,1576,2017,2290,3024,2634,625,104,12259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,13,16,22,20,26,12,0,106,19,15,22,24,26,10,0,116
LGA22170,4,20,13,6,9,0,0,48,11,19,12,6,3,0,0,49,3456,6340,6507,7181,4724,964,99,29270,1039,274,181,201,168,35,3,1912,16,51,44,93,69,17,4,299,16,25,19,25,15,0,0,96,40,22,47,47,15,0,0,179,15,27,33,39,28,14,0,158,212,116,83,122,118,28,3,678,5079,7158,7122,7859,5240,1080,115,33658,34,37,19,11,12,3,0,115,0,0,0,0,0,0,0,0,5,12,3,10,0,0,0,26,14,22,26,12,11,3,0,96,13,11,7,4,0,0,0,37,4,3,4,3,3,0,0,21,69,83,58,41,33,5,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,4,0,0,18,29,9,0,0,7,0,0,46,0,3,3,0,0,0,0,6,30,12,9,5,9,3,0,66,40,51,32,36,35,5,0,196,143,147,101,82,71,10,0,556
LGA22250,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,266,439,518,661,528,137,15,2558,67,21,11,12,15,5,0,126,0,3,3,8,10,7,0,28,4,8,9,6,5,0,0,35,7,3,3,7,10,4,0,32,0,3,3,8,7,4,0,22,37,30,32,57,74,16,6,248,405,510,585,759,654,171,27,3113,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,3,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,9,7,6,4,5,4,3,0,31
