LGA_CODE_2016,P_M1_Tram_Inc_LR_15_24,P_M1_Tram_Inc_LR_25_34,P_M1_Tram_Inc_LR_35_44,P_M1_Tram_Inc_LR_45_54,P_M1_Tram_Inc_LR_55_64,P_M1_Tram_Inc_LR_65_74,P_M1_Tram_Inc_LR_75ov,P_M1_Tram_Inc_LR_Tot,P_M1_Taxi_15_24,P_M1_Taxi_25_34,P_M1_Taxi_35_44,P_M1_Taxi_45_54,P_M1_Taxi_55_64,P_M1_Taxi_65_74,P_M1_Taxi_75ov,P_M1_Taxi_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_Inc_LR_15_24,P_M2_TrnTrm_Inc_LR_25_34,P_M2_TrnTrm_Inc_LR_35_44,P_M2_TrnTrm_Inc_LR_45_54,P_M2_TrnTrm_Inc_LR_55_64,P_M2_TrnTrm_Inc_LR_65_74,P_M2_TrnTrm_Inc_LR_75ov,P_M2_TrnTrm_Inc_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_Inc_LR_15_24,P_M2_BusTrm_Inc_LR_25_34,P_M2_BusTrm_Inc_LR_35_44,P_M2_BusTrm_Inc_LR_45_54,P_M2_BusTrm_Inc_LR_55_64,P_M2_BusTrm_Inc_LR_65_74,P_M2_BusTrm_Inc_LR_75ov,P_M2_BusTrm_Inc_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,25,46,57,12,0,178,3,4,6,8,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,3,3,4,9,3,3,0,30,21,36,31,67,66,22,4,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,158,264,302,213,48,6,1147,69,29,36,20,16,0,0,176,0,0,0,3,3,0,0,14,3,0,0,3,0,0,0,12,0,0,0,0,5,0,0,6,0,0,3,7,9,0,0,23,10,19,19,19,24,15,7,111,234,214,324,358,277,67,18,1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,3,0,0,13,3,0,6,5,3,0,0,13
LGA57280,0,0,0,0,0,0,0,0,11,4,0,4,5,0,0,19,352,1058,917,824,471,74,9,3704,116,141,78,71,44,8,0,447,10,10,12,16,8,0,0,58,13,6,6,3,3,0,0,36,5,9,10,10,6,0,0,45,18,49,41,37,20,4,0,170,56,86,71,72,51,10,0,343,612,1467,1212,1103,647,97,8,5144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,4,3,0,3,0,3,0,16,3,16,10,12,7,0,0,53,6,16,16,18,12,6,0,71
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,30,34,47,5,0,174,3,3,0,0,0,0,0,12,0,0,0,6,4,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,3,3,3,15,15,0,4,51,27,39,37,65,73,8,3,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,52,36,59,45,14,0,218,0,5,3,3,0,0,0,16,0,0,3,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,5,6,3,0,4,29,12,14,9,3,8,7,0,54,33,88,69,81,66,20,4,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3
LGA57490,0,0,0,0,0,0,0,4,8,3,3,3,4,4,0,27,3332,4505,4590,4936,2743,478,47,20632,981,209,153,173,106,25,3,1650,8,30,22,48,39,8,3,163,40,22,21,35,17,6,0,130,43,42,33,42,23,0,0,188,119,213,116,60,27,15,0,554,245,100,77,102,59,22,3,611,4997,5231,5092,5460,3051,552,62,24445,77,37,19,13,11,3,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,5,5,0,0,28,8,0,0,0,0,0,0,11,0,8,0,6,0,0,0,15,94,42,36,24,19,3,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,0,11,27,5,0,0,0,0,0,34,0,3,0,0,0,0,0,7,38,7,4,0,0,0,0,50,47,24,27,24,17,0,0,147,175,78,63,51,34,4,0,414
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,3,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,6,391,659,655,662,434,92,12,2901,121,35,19,13,12,3,0,212,7,7,25,40,24,3,0,116,3,0,3,3,0,3,3,19,7,3,0,3,0,0,0,15,3,10,9,14,7,0,0,41,26,17,24,40,36,12,0,160,566,749,734,782,515,123,15,3481,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,3,4,0,0,23,13,8,4,4,4,3,0,39
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,32,34,33,12,0,138,3,3,3,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,8,0,0,0,0,0,0,0,4,4,12,13,13,9,5,0,51,26,40,57,59,52,17,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
LGA57840,0,0,0,0,0,0,0,0,3,5,4,13,4,0,0,29,1072,2063,1923,1969,1426,376,26,8855,177,122,57,63,58,15,0,496,0,4,5,4,7,3,0,35,0,12,13,10,6,0,0,41,24,34,38,42,28,3,0,166,9,14,18,10,21,11,4,81,95,77,54,64,52,25,0,370,1480,2450,2158,2201,1630,433,38,10386,39,25,16,15,13,5,0,112,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,18,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,43,28,26,17,17,3,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,7,9,5,0,0,0,0,0,17,0,0,3,3,0,0,0,5,13,14,3,4,3,3,0,40,23,18,9,17,12,3,0,78,75,59,36,41,31,7,0,254
LGA57910,0,0,0,3,0,0,0,5,13,40,27,28,23,3,4,141,6596,13312,12347,12080,8279,2015,216,54833,1257,719,381,339,274,56,10,3044,18,56,60,86,81,34,0,334,31,76,63,78,44,8,0,298,74,115,127,140,53,10,0,526,29,110,87,117,80,27,3,450,281,234,165,179,131,61,9,1061,8863,15241,13537,13295,9083,2238,250,62511,232,285,182,136,79,25,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,44,33,42,28,3,0,174,14,6,8,5,8,0,0,47,3,4,3,4,0,0,0,25,271,345,231,185,128,26,0,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,8,10,4,3,0,45,51,17,6,4,3,0,0,83,9,3,3,5,0,0,0,16,68,31,23,15,4,3,0,144,76,114,69,82,46,11,0,400,417,489,320,288,172,38,4,1726
LGA57980,0,0,0,3,0,0,0,3,3,13,10,10,6,0,0,39,1744,4411,3985,3613,2374,568,57,16747,294,351,197,166,129,35,9,1180,0,12,6,10,8,3,3,42,20,62,55,29,19,0,0,185,82,176,178,143,66,10,3,665,13,62,46,39,25,11,0,199,221,308,202,176,131,37,9,1075,2740,6037,5082,4455,2914,706,81,22025,159,227,161,113,70,25,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,93,62,62,32,5,0,310,8,19,8,12,4,0,0,56,3,9,5,0,0,0,0,26,233,354,235,187,107,29,0,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,10,14,18,3,0,74,8,4,3,3,3,0,0,22,0,6,3,0,0,0,0,10,18,27,20,21,17,3,0,107,18,43,34,40,12,5,0,156,273,428,279,248,143,38,3,1407
LGA58050,0,0,0,0,0,0,0,5,22,32,21,19,8,0,0,107,5288,9652,9409,9924,6271,1236,106,41879,1300,519,303,299,213,45,10,2694,22,83,93,103,104,35,0,434,25,49,51,80,37,11,0,258,68,49,71,70,42,10,0,320,33,97,103,120,58,10,4,419,245,136,108,166,120,59,8,844,7300,10883,10306,10916,6932,1420,129,47879,81,64,25,18,17,3,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,7,19,3,0,0,63,8,6,0,3,3,0,0,18,0,3,11,0,0,0,0,13,109,88,43,45,28,4,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,8,4,0,0,34,31,11,3,4,3,0,0,56,8,11,3,3,0,0,0,19,45,28,17,17,9,0,0,115,82,67,68,65,30,11,0,324,229,187,119,123,64,17,0,745
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,14,23,11,5,0,98,3,3,3,0,4,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,0,0,7,0,0,0,14,24,34,19,44,20,5,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,14,12,10,3,0,56,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,7,4,3,3,0,0,10,12,22,26,16,11,3,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,59,79,119,108,30,6,449,16,6,5,4,3,3,0,39,0,0,4,4,7,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,10,0,3,15,7,3,6,12,3,9,0,39,77,72,90,138,136,49,12,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,25,20,7,0,83,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,3,5,0,22,8,11,15,33,25,8,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,18,0,9,7,5,8,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3
LGA58510,0,0,0,0,3,0,0,7,10,27,35,11,7,3,0,94,2131,5462,4530,4154,2842,640,47,19811,306,317,188,171,120,29,3,1132,3,9,5,19,19,4,0,70,19,55,37,37,21,3,0,175,28,94,93,86,51,7,0,360,12,60,48,33,23,3,0,180,126,172,86,66,59,19,6,524,2890,6566,5276,4740,3244,741,59,23511,81,114,82,78,32,15,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,10,10,3,0,47,7,9,10,4,3,0,0,30,0,7,0,3,0,0,0,15,97,135,101,92,48,17,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,14,6,3,0,0,55,16,18,6,3,3,0,0,42,0,0,4,0,0,0,0,9,26,35,27,14,9,3,0,104,43,66,44,36,14,3,0,207,165,240,173,144,72,18,0,807
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,53,39,77,42,10,4,250,4,3,6,3,3,3,0,18,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,13,0,3,12,19,12,4,0,50,28,59,61,107,61,23,4,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,3,0,0,0,0,0,9
LGA58570,0,3,3,0,0,0,0,4,9,11,13,5,0,3,0,40,1518,3458,3032,2859,1964,519,50,13408,227,226,114,101,83,32,0,777,3,12,8,14,5,3,0,47,3,43,42,24,16,0,0,128,48,95,83,70,34,4,0,334,8,32,36,39,29,8,0,154,156,233,112,94,60,19,6,680,2235,4572,3690,3398,2302,614,56,16859,117,129,111,73,59,4,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,82,55,48,30,6,0,243,7,12,8,9,10,0,0,50,6,6,9,9,0,0,0,32,158,227,188,145,98,13,0,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,6,5,0,0,30,14,10,5,0,3,0,0,32,0,3,0,0,0,0,0,4,19,20,15,9,6,0,0,71,13,36,14,17,21,6,0,109,190,289,210,170,121,18,3,1000
LGA58610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,64,90,94,87,30,11,404,9,4,3,4,0,0,0,23,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,0,0,3,5,0,0,0,10,6,3,14,16,18,3,0,62,53,79,116,126,111,36,7,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,21,22,16,0,0,74,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,4,4,0,16,10,9,26,31,21,6,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58760,0,0,0,0,3,0,0,5,14,15,16,12,7,0,0,72,4220,7305,7294,7369,4320,865,83,31463,1334,417,229,250,147,40,5,2423,24,89,121,139,76,26,5,469,49,26,28,41,21,3,0,166,44,33,26,33,9,4,0,150,34,79,84,84,53,11,0,345,263,112,101,118,88,29,10,722,6268,8227,7996,8122,4765,995,97,36475,71,42,12,13,9,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5,4,3,0,0,34,6,5,0,3,4,0,0,20,0,0,0,0,3,0,0,5,86,58,27,24,22,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,0,21,36,5,3,0,0,0,0,47,3,3,3,0,4,0,0,8,51,15,10,3,7,0,0,80,66,62,39,51,24,12,0,254,202,141,68,74,54,10,0,555
LGA58820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,239,321,399,256,39,6,1382,25,19,24,31,22,3,0,125,0,3,6,8,4,4,0,16,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,3,3,6,3,3,9,0,0,18,6,5,4,12,14,5,0,45,155,287,364,450,300,52,11,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,11,19,5,0,0,38,0,9,11,19,10,0,0,48
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,28,46,38,10,3,157,6,3,0,0,8,0,0,17,0,0,0,0,0,0,4,8,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,4,6,0,11,0,3,3,9,15,0,3,31,23,28,37,59,56,25,9,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
