LGA_CODE_2016,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000mo_Mng,Tot_3000mo_Pro,Tot_3000mo_TecTW,Tot_3000mo_CoPSW,Tot_3000mo_ClAW,Tot_3000mo_SWks,Tot_3000mo_MaOpDv,Tot_3000mo_Lab,Tot_3000mo_IDNS,Tot_3000mo_Tot,Tot_PINS_Mng,Tot_PINS_Pro,Tot_PINS_TecTW,Tot_PINS_CoPSW,Tot_PINS_ClAW,Tot_PINS_SWks,Tot_PINS_MaOpDv,Tot_PINS_Lab,Tot_PINS_IDNS,Tot_PINS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_IDNS,Tot_Tot_Tot
LGA10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,30,35,10,29,0,51,0,162
LGA10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,9,0,10,8,33,27,69,167,544,79,450,40,316,12,1704
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,7,4,20,0,3,0,46
LGA11100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,5,0,3,8,0,3,11,42,57,146,318,327,245,925,149,383,56,2608
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,5,0,4,0,27
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA11250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,10,3,20,42,61,6,110,9,46,7,309
LGA11300,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,10,0,0,6,26,33,158,120,314,153,692,12,154,28,1665
LGA11350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11,0,3,3,25,12,20,81,130,22,223,13,124,15,638
LGA11400,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,28,30,3,26,0,36,4,137
LGA11450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,13,4,5,3,45,46,116,388,477,145,775,42,435,23,2435
LGA11500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,8,8,9,3,29,3,9,9,80,81,220,376,739,225,1492,96,670,67,3967
LGA11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,7,3,6,0,4,7,34,56,197,145,577,251,811,39,260,54,2400
LGA11570,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,7,24,19,13,38,0,18,25,141,155,433,841,1237,595,2110,174,947,146,6632
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,0,10,3,9,4,43
LGA11650,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,3,25,26,0,55,0,22,17,151,136,312,983,1790,381,3282,215,1527,96,8727
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
LGA11720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,6,0,33,26,35,129,255,46,399,19,215,10,1130
LGA11730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,10,4,37,126,132,24,351,5,175,9,877
LGA11750,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,19,15,6,18,3,9,0,84
LGA11800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,0,5,17,47,46,58,207,394,97,735,28,365,35,1963
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,13,3,25,0,18,3,73
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,10,0,8,0,4,0,44
LGA12350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,41,31,9,84,8,53,7,238
LGA12380,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,3,6,0,10,14,11,8,21,0,13,24,102,110,305,599,708,391,1644,194,690,130,4775
LGA12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,26,4,42,0,37,0,138
LGA12730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,10,28,34,3,84,0,25,0,193
LGA12750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,3,0,18,6,15,102,122,30,278,6,96,8,669
LGA12850,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,29,0,15,17,82,96,272,459,732,325,1367,164,614,94,4123
LGA12870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,3,6,51,66,14,76,0,53,8,273
LGA12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,4,6,46,33,3,71,0,38,3,209
LGA12930,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,5,7,17,4,21,0,5,13,77,64,360,284,815,327,1099,69,447,61,3537
LGA12950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,3,14,3,18,0,17,3,65
LGA13010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,18,30,10,57,0,34,3,160
LGA13310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,12,11,36,101,134,31,293,14,102,12,732
LGA13340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,10,28,25,10,35,0,48,6,166
LGA13450,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,14,10,36,100,76,27,279,12,112,10,657
LGA13510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,6,3,30,35,3,64,0,39,8,191
LGA13550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,9,3,4,36,42,10,87,3,55,4,254
LGA13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,6,0,16,0,14,0,49
LGA13800,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,14,0,3,3,34,32,90,348,418,104,601,44,369,19,2039
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,9,0,14,3,55
LGA13910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,12,18,44,54,20,68,0,43,8,271
LGA14000,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,9,9,3,4,3,5,3,46,94,294,436,1104,244,1196,84,646,44,4137
LGA14100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,30,27,165,23,33,3,26,3,318
LGA14170,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,11,3,3,12,14,9,19,0,4,22,87,108,358,555,1215,397,1240,116,570,90,4654
LGA14200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,8,5,29,56,48,15,123,10,65,10,363
LGA14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,20,3,17,0,19,0,76
LGA14350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,8,16,56,85,16,183,3,122,13,510
LGA14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,8,25,75,210,12,145,26,115,3,618
LGA14500,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,22,8,11,0,3,3,51,62,391,170,1201,242,620,72,356,36,3153
LGA14550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,21,17,7,46,6,24,3,132
LGA14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,13,13,5,21,0,8,0,69
LGA14650,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,7,19,8,44,0,13,9,101,97,220,579,1166,223,2150,141,975,54,5599
LGA14700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,35,113,92,291,136,241,15,99,22,1046
LGA14750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,13,5,3,33,27,8,67,0,39,5,187
LGA14850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,0,3,3,26,30,65,135,224,72,473,15,255,14,1271
LGA14870,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,0,9,7,16,71,96,22,103,6,86,6,406
LGA14900,0,0,0,3,3,0,0,0,0,6,0,0,0,4,0,4,0,5,0,16,0,3,6,9,0,16,3,11,15,68,121,291,488,840,381,1639,172,693,101,4733
LGA14920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,14,8,0,33,5,16,3,75
LGA14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,9,0,4,0,24
LGA15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,13,0,9,4,41,32,102,289,372,128,836,60,430,25,2273
LGA15240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,33,0,9,0,56,23,40,188,276,56,658,18,290,26,1573
LGA15270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,3,20,10,12,99,63,14,153,0,77,6,443
LGA15300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,13,32,35,13,60,3,29,7,202
LGA15350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,7,23,62,99,319,59,190,6,64,11,841
LGA15520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,29,80,11,53,8,43,4,232
LGA15560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,0,6,0,18,6,54
LGA15650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,13,15,19,116,57,25,150,10,88,7,488
LGA15700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,3,3,44,47,10,84,3,76,4,281
LGA15750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,5,57,33,15,106,5,38,4,271
LGA15800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,24,18,10,18,0,15,0,98
LGA15850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,15,20,3,23,0,7,0,84
LGA15900,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,11,0,3,17,18,7,29,0,13,16,108,121,639,766,1826,542,2063,153,1027,81,7213
LGA15950,0,7,0,0,3,0,0,0,0,12,0,0,0,0,0,3,0,0,0,7,0,0,7,9,5,15,0,3,12,66,125,562,251,981,562,690,55,311,81,3622
LGA15990,0,0,0,0,0,3,0,0,0,8,0,0,0,4,0,3,0,0,0,9,0,12,11,17,6,37,0,17,17,118,166,440,974,2233,495,2490,212,1152,82,8243
LGA16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,16,3,28,0,17,0,95
LGA16150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,9,0,5,0,27,21,58,181,274,51,434,18,198,14,1250
LGA16200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,20,61,74,20,115,9,39,4,360
LGA16260,0,0,3,0,3,0,0,0,0,10,0,0,0,11,3,0,0,0,0,16,7,11,9,17,22,32,3,10,30,154,222,854,771,1513,1397,2073,207,809,201,8037
LGA16350,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5,0,0,14,21,8,32,0,12,12,95,106,307,751,1089,363,2030,148,973,79,5843
LGA16380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,15,0,5,7,40,23,49,223,360,91,648,41,291,17,1741
LGA16400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,3,3,29,30,52,244,317,62,608,33,328,29,1704
LGA16490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,8,0,6,4,30,19,42,216,277,99,371,24,182,18,1244
LGA16550,0,3,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,14,9,0,10,3,14,9,61,72,633,334,1002,315,785,67,442,47,3696
LGA16610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,7,15,49,62,20,136,12,91,3,393
LGA16650,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,10,0,7,10,34,32,102,196,355,144,651,59,276,46,1859
LGA16700,0,3,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,5,8,10,11,10,27,0,6,13,92,171,529,451,1315,664,1899,78,664,97,5868
LGA16900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,8,3,0,0,20,20,65,200,317,56,781,41,285,23,1783
LGA16950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,0,24,3,6,6,61,37,73,327,446,93,832,33,381,29,2257
LGA17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,16,13,27,123,181,34,198,20,135,8,734
LGA17040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,8,0,0,3,22,14,17,66,131,23,141,21,90,14,526
LGA17080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,11,52,48,11,77,5,58,0,263
LGA17100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,4,4,0,4,3,3,5,26,50,160,140,171,127,492,68,178,31,1412
LGA17150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,9,35,8,49,0,8,14,124,161,353,763,1868,383,2838,139,1063,91,7660
LGA17200,3,28,3,7,13,6,0,4,0,69,3,8,0,17,7,3,0,0,0,46,9,45,41,56,49,65,6,35,76,381,773,4358,2022,4917,4604,5614,353,2332,705,25688
LGA17310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,0,11,4,4,7,30,27,66,205,242,64,527,38,244,24,1441
LGA17350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,28,22,9,38,7,30,0,137
LGA17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,16,8,6,27,0,24,0,82
LGA17420,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,3,4,8,23,4,37,3,5,9,104,149,542,602,1559,497,2554,128,908,84,7017
LGA17550,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,4,9,3,11,0,3,4,46,26,59,197,361,89,622,27,339,28,1747
LGA17620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,8,7,35,38,11,83,9,79,4,278
LGA17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,25,4,17,0,17,3,80
LGA17650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,13,0,14,0,48
LGA17750,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,4,7,0,10,3,3,3,35,49,137,434,663,122,874,27,313,33,2652
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,16,0,9,0,52
LGA17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,3,4,0,6,0,45
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,5,0,11,0,4,0,31
LGA18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,18,3,23,0,22,3,92
LGA18050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,6,11,0,0,3,26,67,188,190,537,187,1116,19,261,20,2589
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,18,0,8,3,50
LGA18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,16,22,0,35,0,13,3,96
LGA18230,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,5,6,0,0,9,0,6,3,33,17,57,220,241,65,466,17,180,15,1288
LGA18250,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,5,0,12,6,12,0,3,7,52,126,531,366,881,466,1633,78,415,71,4571
LGA18350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,0,4,0,3,3,23,22,54,162,317,41,464,14,289,13,1371
LGA18400,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4,3,12,19,31,162,147,20,184,23,189,9,786
LGA18450,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,8,5,17,23,9,50,0,7,13,133,141,588,737,1707,537,2168,190,1046,87,7196
LGA18500,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,4,0,0,4,25,45,156,145,608,165,317,24,141,21,1613
LGA18710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,37,57,10,53,0,36,3,200
LGA19090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,19
LGA19499,0,3,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,3,11,49,12,5,18,0,14,25,141,157,1043,3482,1392,250,559,188,964,154,8180
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
LGA19898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,8,9,6,39,67,6,99,8,71,3,307
LGA20260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,4,7,30,36,7,99,0,58,4,256
LGA20570,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,9,9,0,31,0,16,12,74,72,174,375,897,185,1391,41,587,68,3791
LGA20660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,23,4,31,0,7,3,82,71,198,306,827,232,1349,45,474,37,3538
LGA20740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,3,32,13,10,100,131,16,277,5,119,11,682
LGA20830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,8,0,12,3,30,27,37,137,248,66,477,12,297,19,1329
LGA20910,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,6,4,3,3,15,3,11,0,3,3,42,60,150,202,1067,233,797,48,318,21,2895
LGA21010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,7,3,37,62,4,104,4,60,9,289
LGA21110,0,0,0,0,0,0,0,0,0,7,0,0,0,4,3,3,0,0,0,14,0,4,3,38,18,37,0,7,13,123,136,562,381,1938,612,1780,88,702,88,6286
LGA21180,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,4,16,6,0,57,3,17,12,112,136,223,477,697,278,1947,184,836,84,4858
LGA21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,11,21,3,37,0,49,6,133
LGA21370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,5,0,6,0,22,22,37,147,148,35,369,11,195,11,976
LGA21450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,9,0,20,0,6,3,53,46,60,253,402,106,933,57,456,27,2343
LGA21610,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,13,0,8,11,24,3,46,3,15,17,115,131,199,552,1133,295,2410,114,1029,67,5937
