LGA_CODE_2016,SWs_NNI_H_0,SWs_NNI_H_1_15,SWs_NNI_H_16_24,SWs_NNI_H_25_34,SWs_NNI_H_35_39,SWs_NNI_H_40,SWs_NNI_H_41_48,SWs_NNI_H_49mo,SWs_NNI_H_NS,SWs_NNI_H_Tot,SWs_1_149_H_0,SWs_1_149_H_1_15,SWs_1_149_H_16_24,SWs_1_149_H_25_34,SWs_1_149_H_35_39,SWs_1_149_H_40,SWs_1_149_H_41_48,SWs_1_149_H_49mo,SWs_1_149_H_NS,SWs_1_149_H_Tot,SWs_150_299_H_0,SWs_150_299_H_1_15,SWs_150_299_H_16_24,SWs_150_299_H_25_34,SWs_150_299_H_35_39,SWs_150_299_H_40,SWs_150_299_H_41_48,SWs_150_299_H_49mo,SWs_150_299_H_NS,SWs_150_299_H_Tot,SWs_300_399_H_0,SWs_300_399_H_1_15,SWs_300_399_H_16_24,SWs_300_399_H_25_34,SWs_300_399_H_35_39,SWs_300_399_H_40,SWs_300_399_H_41_48,SWs_300_399_H_49mo,SWs_300_399_H_NS,SWs_300_399_H_Tot,SWs_400_499_H_0,SWs_400_499_H_1_15,SWs_400_499_H_16_24,SWs_400_499_H_25_34,SWs_400_499_H_35_39,SWs_400_499_H_40,SWs_400_499_H_41_48,SWs_400_499_H_49mo,SWs_400_499_H_NS,SWs_400_499_H_Tot,SWs_500_649_H_0,SWs_500_649_H_1_15,SWs_500_649_H_16_24,SWs_500_649_H_25_34,SWs_500_649_H_35_39,SWs_500_649_H_40,SWs_500_649_H_41_48,SWs_500_649_H_49mo,SWs_500_649_H_NS,SWs_500_649_H_Tot,SWs_650_799_H_0,SWs_650_799_H_1_15,SWs_650_799_H_16_24,SWs_650_799_H_25_34,SWs_650_799_H_35_39,SWs_650_799_H_40,SWs_650_799_H_41_48,SWs_650_799_H_49mo,SWs_650_799_H_NS,SWs_650_799_H_Tot,SWs_800_999_H_0,SWs_800_999_H_1_15,SWs_800_999_H_16_24,SWs_800_999_H_25_34,SWs_800_999_H_35_39,SWs_800_999_H_40,SWs_800_999_H_41_48,SWs_800_999_H_49mo,SWs_800_999_H_NS,SWs_800_999_H_Tot,SWs_1000_1249_H_0,SWs_1000_1249_H_1_15,SWs_1000_1249_H_16_24,SWs_1000_1249_H_25_34,SWs_1000_1249_H_35_39,SWs_1000_1249_H_40,SWs_1000_1249_H_41_48,SWs_1000_1249_H_49mo,SWs_1000_1249_H_NS,SWs_1000_1249_H_Tot,SWs_1250_1499_H_0,SWs_1250_1499_H_1_15,SWs_1250_1499_H_16_24,SWs_1250_1499_H_25_34,SWs_1250_1499_H_35_39,SWs_1250_1499_H_40,SWs_1250_1499_H_41_48,SWs_1250_1499_H_49mo,SWs_1250_1499_H_NS,SWs_1250_1499_H_Tot,SWs_1500_1749_H_0,SWs_1500_1749_H_1_15,SWs_1500_1749_H_16_24,SWs_1500_1749_H_25_34,SWs_1500_1749_H_35_39,SWs_1500_1749_H_40,SWs_1500_1749_H_41_48,SWs_1500_1749_H_49mo,SWs_1500_1749_H_NS,SWs_1500_1749_H_Tot,SWs_1750_1999_H_0,SWs_1750_1999_H_1_15,SWs_1750_1999_H_16_24,SWs_1750_1999_H_25_34,SWs_1750_1999_H_35_39,SWs_1750_1999_H_40,SWs_1750_1999_H_41_48,SWs_1750_1999_H_49mo,SWs_1750_1999_H_NS,SWs_1750_1999_H_Tot,SWs_2000_2999_H_0,SWs_2000_2999_H_1_15,SWs_2000_2999_H_16_24,SWs_2000_2999_H_25_34,SWs_2000_2999_H_35_39,SWs_2000_2999_H_40,SWs_2000_2999_H_41_48,SWs_2000_2999_H_49mo,SWs_2000_2999_H_NS,SWs_2000_2999_H_Tot,SWs_3000mo_H_0,SWs_3000mo_H_1_15,SWs_3000mo_H_16_24,SWs_3000mo_H_25_34,SWs_3000mo_H_35_39,SWs_3000mo_H_40,SWs_3000mo_H_41_48,SWs_3000mo_H_49mo,SWs_3000mo_H_NS,SWs_3000mo_H_Tot,SWs_PINS_H_0,SWs_PINS_H_1_15,SWs_PINS_H_16_24,SWs_PINS_H_25_34,SWs_PINS_H_35_39,SWs_PINS_H_40,SWs_PINS_H_41_48,SWs_PINS_H_49mo,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_15,SWs_Tot_H_16_24,SWs_Tot_H_25_34,SWs_Tot_H_35_39,SWs_Tot_H_40,SWs_Tot_H_41_48,SWs_Tot_H_49mo,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_15,MaOpD_NNI_H_16_24,MaOpD_NNI_H_25_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40,MaOpD_NNI_H_41_48,MaOpD_NNI_H_49mo,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_15,MaOpD_1_149_H_16_24,MaOpD_1_149_H_25_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40,MaOpD_1_149_H_41_48,MaOpD_1_149_H_49mo,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_15,MaOpD_150_299_H_16_24,MaOpD_150_299_H_25_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40,MaOpD_150_299_H_41_48,MaOpD_150_299_H_49mo,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_15,MaOpD_300_399_H_16_24,MaOpD_300_399_H_25_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40,MaOpD_300_399_H_41_48,MaOpD_300_399_H_49mo,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
LGA57080,7,29,6,3,0,0,3,8,3,56,19,318,28,6,0,3,0,0,13,386,23,356,119,21,7,0,3,3,8,552,25,200,173,58,9,7,0,6,11,490,9,119,222,107,17,16,7,3,3,500,23,75,164,224,92,34,11,6,10,643,12,34,58,137,260,84,17,30,14,649,21,22,43,73,272,113,61,37,6,654,15,7,30,52,210,136,51,43,3,540,10,9,3,22,131,112,49,49,3,386,16,7,7,15,81,80,57,57,0,319,8,5,4,9,32,76,32,36,0,202,12,3,13,11,69,132,60,93,3,395,3,5,18,4,20,72,56,116,3,299,3,17,12,9,6,6,0,3,20,79,213,1209,899,741,1208,865,409,497,101,6145,3,6,0,0,0,0,0,5,0,12,3,5,0,0,0,0,0,3,0,17,0,20,8,3,0,0,0,0,3,37,3,13,13,0,0,0,0,0,3,36
LGA57140,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
LGA57210,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,0,0,0,0,7,0,4,3,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,8,0,0,0,7,3,0,0,0,0,16,0,0,3,3,14,0,0,3,0,26,0,0,0,3,3,0,3,0,0,12,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,3,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,19,15,22,24,11,10,9,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3
LGA57280,0,0,0,0,0,0,0,0,0,0,5,31,3,0,0,0,0,0,0,43,0,20,9,8,0,0,0,0,0,30,0,16,12,6,0,0,3,0,0,36,0,3,8,10,3,0,0,0,0,24,3,4,7,13,3,0,3,0,0,40,0,0,3,8,14,3,0,3,0,37,0,0,3,5,9,10,0,0,0,35,0,3,0,4,3,9,6,4,0,34,0,0,0,3,9,3,0,9,0,20,0,0,0,0,0,3,4,6,0,12,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,3,10,0,14,0,0,0,0,0,0,0,4,0,8,0,3,0,0,0,0,0,0,0,3,11,71,42,58,46,43,19,44,11,347,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,4,0,13
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,7,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
LGA57420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,8,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,3,3,3,6,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57490,4,29,4,3,0,3,0,7,0,54,43,703,44,3,3,0,0,0,3,801,17,357,117,35,3,3,0,3,5,546,21,175,185,60,15,3,0,7,3,462,11,96,217,106,20,11,0,12,3,471,16,52,113,251,78,33,9,17,15,568,20,15,48,137,157,47,19,15,5,457,4,15,19,49,141,71,35,26,0,356,3,10,16,15,74,49,39,46,0,250,7,3,10,3,19,28,15,30,0,117,0,0,0,3,9,8,12,34,0,67,0,0,4,0,3,7,9,20,0,52,3,3,0,3,4,12,12,24,0,56,0,3,0,7,0,0,0,5,0,26,0,14,7,5,8,3,0,0,5,48,152,1470,795,674,527,273,147,241,47,4321,0,0,4,0,0,0,0,0,0,8,0,25,4,4,0,0,0,3,0,34,3,37,13,3,0,0,3,3,0,64,0,26,14,7,0,0,3,3,4,61
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,0,0,0,0,0,0,0,0,0,7,0,53,6,0,0,0,0,0,4,64,0,29,9,0,0,0,0,0,0,44,0,3,7,0,0,0,0,0,0,16,0,6,9,4,0,3,0,3,0,19,0,3,6,11,4,3,0,0,0,33,3,3,3,8,10,5,0,4,0,33,0,0,0,4,4,3,3,0,0,17,0,0,0,0,3,6,0,0,0,15,0,0,0,0,0,3,0,3,0,10,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,4,0,0,0,12,0,0,0,0,3,3,3,0,0,4,0,4,0,0,0,0,0,0,0,4,8,104,40,47,25,33,15,13,8,287,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,10,0,6,4,0,0,0,0,3,0,16,0,7,7,0,0,0,0,0,0,19
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,5,3,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57840,0,6,0,3,3,3,0,0,0,14,3,138,5,0,0,0,0,0,3,150,4,88,18,10,5,3,0,0,3,125,3,39,40,5,3,0,0,0,3,94,3,21,40,8,3,0,0,4,0,81,3,18,18,24,11,8,3,3,0,95,0,4,10,17,15,10,5,4,0,67,0,10,7,10,22,17,9,4,0,74,0,10,7,8,11,18,12,15,0,78,0,9,0,3,14,16,5,11,0,62,0,4,7,3,8,15,5,7,0,43,0,3,0,0,4,5,0,5,0,20,0,3,5,0,3,18,4,9,0,41,0,3,0,3,3,3,6,21,0,39,0,3,5,0,0,0,0,0,0,10,30,343,167,101,103,108,49,89,14,996,0,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,9,0,0,3,3,0,0,0,3,0,12
LGA57910,4,28,7,4,4,0,0,11,0,58,59,973,41,5,4,3,6,3,3,1102,47,673,168,41,7,5,0,3,13,953,24,313,266,72,18,14,9,6,7,730,29,188,354,162,31,11,9,8,7,785,28,132,251,396,100,45,11,20,6,989,25,49,95,242,290,107,28,50,9,888,18,30,52,124,328,188,68,64,4,892,17,19,25,55,224,216,126,112,7,799,9,16,12,28,97,145,70,99,3,489,6,9,11,23,56,99,49,109,4,368,0,6,3,6,35,54,31,92,3,237,12,4,12,14,31,65,46,148,4,330,10,9,7,19,18,28,17,110,0,217,4,41,16,15,10,7,3,10,17,133,280,2487,1323,1214,1257,982,478,856,83,8964,0,9,0,0,0,0,4,0,0,19,3,33,4,0,0,0,0,0,0,48,5,72,15,3,4,0,0,0,0,105,4,46,54,15,9,11,3,5,0,145
LGA57980,0,6,0,0,0,0,0,0,3,11,26,221,6,5,0,0,0,0,4,257,9,104,27,5,3,0,3,0,3,153,4,51,57,11,0,0,0,0,0,126,8,40,53,17,5,3,0,3,3,137,3,16,32,52,19,13,6,4,0,148,4,10,9,28,49,19,4,9,0,136,3,8,9,17,47,26,14,4,3,137,0,4,7,12,35,30,14,12,0,126,0,3,7,5,22,26,13,17,0,92,0,3,0,4,13,24,14,18,0,78,3,0,0,4,3,14,7,10,0,37,0,0,4,5,11,28,9,30,0,91,0,3,3,0,0,19,14,36,0,69,3,8,4,0,0,0,0,3,0,21,72,490,230,172,206,203,100,148,18,1628,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,15,3,13,8,0,0,0,0,0,0,27,0,6,6,0,0,4,0,0,0,19
LGA58050,8,24,6,5,3,3,0,3,3,50,25,661,57,3,3,3,0,5,6,762,25,416,151,44,7,4,0,3,9,660,15,208,234,57,18,9,3,0,9,550,18,107,247,123,12,12,7,5,5,538,23,72,144,262,107,33,20,14,18,690,16,40,56,154,226,80,34,25,3,630,12,21,27,61,201,132,57,52,6,564,14,14,17,27,128,139,75,51,0,465,9,4,9,17,82,69,52,52,0,289,4,7,3,6,39,79,46,51,0,233,0,0,0,3,16,42,17,30,0,116,0,4,4,4,15,36,28,47,0,142,0,0,4,3,3,14,12,26,0,55,3,35,8,10,12,10,0,18,13,104,174,1624,959,779,864,661,340,387,73,5858,0,5,0,0,5,0,0,8,4,21,3,38,5,6,0,0,0,3,0,60,8,46,14,8,3,0,0,0,0,82,3,39,43,10,4,6,3,9,3,121
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,6,3,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,8,0,0,4,0,0,0,4,0,0,8,0,0,0,3,0,0,0,4,0,6,0,0,0,3,3,3,0,0,0,9,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,23,13,19,7,6,3,6,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,4,8,7,0,0,3,0,0,0,18,4,115,3,0,0,0,0,0,3,128,4,105,29,5,3,3,0,0,0,155,3,45,52,18,4,0,0,0,4,126,4,25,41,24,10,0,0,3,3,105,9,20,42,39,26,11,7,4,0,156,3,10,17,36,42,22,9,8,3,141,3,5,3,19,61,34,21,18,3,175,4,7,0,28,62,47,22,37,4,204,7,5,3,4,30,28,20,33,0,139,0,0,0,3,12,21,15,30,0,90,0,0,0,0,5,14,11,27,0,64,6,0,0,3,8,14,11,51,0,87,0,3,0,5,0,8,3,23,0,42,0,10,5,0,0,0,0,5,7,26,51,349,207,187,257,207,118,251,26,1653,0,0,0,3,0,0,0,0,0,5,0,17,3,0,0,0,0,3,0,21,0,19,15,7,3,3,0,0,0,50,0,12,15,10,3,5,0,3,0,51
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58570,0,12,5,0,0,0,0,3,0,18,6,136,11,0,0,0,0,0,3,166,3,124,30,9,0,0,0,3,0,172,0,48,70,17,0,3,0,3,3,146,4,32,63,20,6,3,3,8,0,132,3,28,51,59,19,12,7,12,3,194,3,7,15,35,50,35,11,20,3,182,0,11,10,18,43,38,18,17,0,152,6,11,6,13,51,54,23,24,0,183,0,5,3,7,21,39,19,23,0,114,0,3,7,3,12,27,9,23,0,82,3,3,0,4,11,18,10,21,0,60,3,5,0,3,9,18,12,34,0,91,0,3,0,6,6,8,4,27,0,60,0,3,0,6,0,3,0,3,3,20,38,421,268,198,238,256,114,222,23,1769,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,0,16,6,3,0,0,0,0,0,27,0,11,7,7,0,0,0,3,0,27
LGA58610,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,3,0,0,3,0,3,0,0,8,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,6,10,0,8,4,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58760,5,36,5,4,3,3,0,4,0,77,26,733,49,7,0,0,3,0,8,827,9,374,129,32,8,5,0,3,13,568,18,165,173,52,13,9,3,8,8,437,10,67,186,97,11,17,7,11,3,421,17,63,139,187,66,32,8,4,6,540,8,24,38,131,177,58,20,15,0,474,19,8,18,53,140,91,41,29,3,397,0,4,14,20,85,107,44,64,0,353,0,3,6,11,41,65,22,57,3,217,6,5,6,10,21,55,29,66,0,191,8,0,3,3,13,23,19,58,0,124,0,5,3,6,4,25,18,90,0,165,3,0,0,3,0,8,3,22,0,42,0,18,10,3,4,8,0,4,4,67,140,1519,791,614,596,508,218,439,66,4885,3,7,0,4,0,0,0,3,0,22,0,55,3,0,0,0,0,0,0,66,3,59,14,7,3,7,4,0,0,94,8,17,25,12,3,7,0,12,7,87
LGA58820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,9,5,7,9,9,4,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
