LGA_CODE_2016,MaOpD_400_499_H_0,MaOpD_400_499_H_1_15,MaOpD_400_499_H_16_24,MaOpD_400_499_H_25_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40,MaOpD_400_499_H_41_48,MaOpD_400_499_H_49mo,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_15,MaOpD_500_649_H_16_24,MaOpD_500_649_H_25_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40,MaOpD_500_649_H_41_48,MaOpD_500_649_H_49mo,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_15,MaOpD_650_799_H_16_24,MaOpD_650_799_H_25_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40,MaOpD_650_799_H_41_48,MaOpD_650_799_H_49mo,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_15,MaOpD_800_999_H_16_24,MaOpD_800_999_H_25_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40,MaOpD_800_999_H_41_48,MaOpD_800_999_H_49mo,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_15,MaOpD_1000_1249_H_16_24,MaOpD_1000_1249_H_25_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40,MaOpD_1000_1249_H_41_48,MaOpD_1000_1249_H_49mo,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_15,MaOpD_1250_1499_H_16_24,MaOpD_1250_1499_H_25_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40,MaOpD_1250_1499_H_41_48,MaOpD_1250_1499_H_49mo,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_15,MaOpD_1500_1749_H_16_24,MaOpD_1500_1749_H_25_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40,MaOpD_1500_1749_H_41_48,MaOpD_1500_1749_H_49mo,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_15,MaOpD_1750_1999_H_16_24,MaOpD_1750_1999_H_25_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40,MaOpD_1750_1999_H_41_48,MaOpD_1750_1999_H_49mo,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_15,MaOpD_2000_2999_H_16_24,MaOpD_2000_2999_H_25_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40,MaOpD_2000_2999_H_41_48,MaOpD_2000_2999_H_49mo,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000mo_H_0,MaOpD_3000mo_H_1_15,MaOpD_3000mo_H_16_24,MaOpD_3000mo_H_25_34,MaOpD_3000mo_H_35_39,MaOpD_3000mo_H_40,MaOpD_3000mo_H_41_48,MaOpD_3000mo_H_49mo,MaOpD_3000mo_H_NS,MaOpD_3000mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_15,MaOpD_PINS_H_16_24,MaOpD_PINS_H_25_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40,MaOpD_PINS_H_41_48,MaOpD_PINS_H_49mo,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_15,MaOpD_Tot_H_16_24,MaOpD_Tot_H_25_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40,MaOpD_Tot_H_41_48,MaOpD_Tot_H_49mo,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_15,Lab_NNI_H_16_24,Lab_NNI_H_25_34,Lab_NNI_H_35_39,Lab_NNI_H_40,Lab_NNI_H_41_48,Lab_NNI_H_49mo,Lab_NNI_H_NS,Lab_NNI_H_Tot,Lab_1_149_H_0,Lab_1_149_H_1_15,Lab_1_149_H_16_24,Lab_1_149_H_25_34,Lab_1_149_H_35_39,Lab_1_149_H_40,Lab_1_149_H_41_48,Lab_1_149_H_49mo,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_15,Lab_150_299_H_16_24,Lab_150_299_H_25_34,Lab_150_299_H_35_39,Lab_150_299_H_40,Lab_150_299_H_41_48,Lab_150_299_H_49mo,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_15,Lab_300_399_H_16_24,Lab_300_399_H_25_34,Lab_300_399_H_35_39,Lab_300_399_H_40,Lab_300_399_H_41_48,Lab_300_399_H_49mo,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_15,Lab_400_499_H_16_24,Lab_400_499_H_25_34,Lab_400_499_H_35_39,Lab_400_499_H_40,Lab_400_499_H_41_48,Lab_400_499_H_49mo,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_15,Lab_500_649_H_16_24,Lab_500_649_H_25_34,Lab_500_649_H_35_39,Lab_500_649_H_40,Lab_500_649_H_41_48,Lab_500_649_H_49mo,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_15,Lab_650_799_H_16_24,Lab_650_799_H_25_34,Lab_650_799_H_35_39,Lab_650_799_H_40,Lab_650_799_H_41_48,Lab_650_799_H_49mo,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_15,Lab_800_999_H_16_24,Lab_800_999_H_25_34,Lab_800_999_H_35_39,Lab_800_999_H_40,Lab_800_999_H_41_48,Lab_800_999_H_49mo,Lab_800_999_H_NS,Lab_800_999_H_Tot
LGA55320,3,11,18,9,0,6,0,6,3,54,3,7,19,21,11,5,0,3,5,76,0,9,6,30,35,24,7,3,5,118,3,4,13,16,63,37,12,16,0,169,8,3,5,13,58,51,23,22,3,192,7,4,0,3,14,18,8,15,3,72,0,0,0,6,5,5,9,5,0,40,5,0,0,0,3,0,0,8,0,23,7,0,0,0,3,0,8,29,0,47,0,0,0,0,0,0,0,3,0,10,0,0,0,0,8,4,0,0,5,23,37,115,91,103,212,158,70,121,24,936,3,4,4,0,3,0,0,4,3,23,12,296,13,9,0,0,0,0,5,345,11,182,56,9,0,0,0,0,12,273,10,132,106,25,8,3,0,0,3,286,3,75,135,47,9,11,0,9,0,299,10,75,142,125,34,19,3,6,9,421,12,29,66,122,141,58,18,14,6,463,19,19,23,49,194,90,20,20,13,445
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,9,0,13,0,0,0,0,0,0,0,6,0,12,0,0,0,0,3,0,3,17,0,28,4,0,0,0,3,0,4,45,0,60,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,3,5,0,0,0,6,5,10,93,3,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA55460,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,8,0,0,3,3,3,0,3,0,0,16,0,0,0,0,6,0,0,0,0,12,0,0,0,3,8,7,3,9,0,23,0,0,0,0,0,0,4,8,0,9,0,0,0,0,0,8,4,10,0,18,0,0,0,0,0,5,7,5,0,20,3,0,0,3,5,3,0,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,17,22,25,22,38,0,147,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,8,0,9,3,0,0,0,0,0,0,16,0,3,4,0,4,0,0,0,0,10,0,0,3,0,0,0,0,0,0,7,0,4,3,7,3,0,0,0,0,25,0,3,5,7,3,5,0,0,0,20,0,0,3,5,8,5,0,3,0,19
LGA55530,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
LGA55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,6,4,3,0,18,0,0,3,0,3,3,4,0,0,13,0,0,0,0,0,5,3,7,0,15,0,0,0,0,0,3,3,12,0,19,3,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,6,10,19,18,33,0,96,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,8,0,3,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,3,3,0,3,4,0,5,3,3,0,19,0,0,0,3,0,9,0,3,0,12,0,0,0,0,3,12,3,0,0,18
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,3,0,9,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5
LGA55740,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,0,0,3,6,0,28,0,0,0,0,0,0,0,0,0,3,0,18,3,0,0,0,0,0,0,21,0,16,0,0,0,0,0,0,0,20,0,17,11,3,0,0,0,0,0,23,0,5,12,0,0,0,0,0,0,17,0,0,8,3,0,4,0,0,0,14,0,3,0,15,6,0,0,0,0,22,0,3,0,3,8,5,0,0,0,21
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,6,0,6,4,0,0,0,0,0,3,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,18,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,4,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,3,10,0,21,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3
LGA56090,0,6,16,3,0,3,0,0,0,26,0,7,5,3,3,4,0,0,0,26,0,3,0,7,11,7,8,8,0,50,0,3,3,15,31,30,12,7,0,109,3,0,4,7,21,29,13,21,3,104,3,4,3,4,3,7,11,21,0,57,0,0,0,3,5,6,8,26,0,50,0,0,0,3,0,3,0,8,3,20,0,0,0,0,3,4,3,23,0,29,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,0,0,3,7,18,52,39,41,89,104,59,128,14,547,0,3,0,3,0,3,0,3,0,14,3,99,8,0,0,0,0,0,0,110,9,74,21,9,3,0,0,0,3,114,0,33,28,11,3,0,0,0,0,84,3,18,39,14,4,6,0,0,0,86,3,23,22,35,9,14,3,10,0,116,0,12,15,22,35,37,7,3,0,126,3,4,8,19,45,65,16,3,3,171
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,8,0,0,0,0,0,3,0,10,0,0,7,0,0,0,0,4,0,10,3,3,4,3,8,4,3,3,0,31,0,0,0,3,13,5,3,3,0,31,0,4,3,3,14,7,10,9,3,56,3,3,0,0,7,9,18,22,0,61,3,0,0,0,51,7,19,21,0,99,12,0,0,3,69,10,28,20,0,139,11,3,0,0,165,10,58,34,4,290,0,0,0,0,9,0,0,3,0,24,0,0,0,0,4,0,0,0,3,10,43,36,21,24,346,58,133,122,10,790,0,5,0,3,0,0,0,4,0,9,0,31,3,0,0,0,0,0,0,33,4,33,6,3,0,0,0,0,0,48,0,33,28,4,0,0,0,0,3,68,3,23,13,13,0,0,0,0,0,58,4,19,17,21,8,8,0,3,0,79,9,3,4,15,18,15,3,4,0,69,4,3,5,6,10,9,8,3,0,46
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,0,0,6,5,0,0,0,7,0,0,0,0,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,10,5,3,0,34,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,4,3,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,3,0,10,0,0,0,0,5,4,0,0,0,15,0,0,0,0,5,3,0,3,0,13
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,8,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,3,10,0,0,3,0,3,0,0,0,0,15
LGA56460,0,3,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8,0,0,3,3,7,0,0,4,0,14,3,0,0,0,0,8,0,5,0,22,0,0,0,3,3,7,3,9,0,30,0,0,0,0,0,0,0,6,0,14,0,0,0,0,3,0,0,4,0,13,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,15,9,19,30,10,37,0,128,0,3,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,6,3,3,0,0,0,0,0,0,15,0,13,6,3,0,0,0,0,0,29,0,9,3,0,0,0,0,0,0,16,4,6,9,7,4,7,0,3,0,38,10,3,5,9,8,4,4,3,0,46,3,0,0,4,14,12,3,3,3,51
LGA56580,0,9,3,0,0,0,0,0,0,17,0,0,9,10,0,5,0,0,0,31,0,3,8,8,9,3,0,0,0,30,6,3,8,12,22,19,4,9,0,80,3,3,3,8,36,34,13,7,0,105,0,0,0,4,11,10,9,8,0,42,0,0,0,0,7,0,14,12,0,34,0,0,0,0,0,3,5,6,0,15,0,0,0,0,0,0,5,7,0,15,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,3,0,0,0,4,19,40,42,45,89,78,49,54,7,420,0,8,3,0,0,0,0,0,0,13,0,45,6,4,0,0,0,0,5,58,3,48,15,5,3,3,0,0,0,80,0,33,36,8,3,0,0,0,0,74,0,30,47,15,8,5,0,0,0,109,6,21,51,48,20,8,0,4,3,159,5,8,22,36,27,25,3,4,5,136,9,5,12,33,36,48,9,4,3,153
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA56730,0,5,5,0,0,0,0,0,0,14,0,0,4,0,0,3,3,0,0,13,0,0,3,4,3,7,6,0,0,21,0,0,4,3,9,8,3,4,0,37,0,0,4,3,4,6,13,18,0,51,3,0,0,0,6,4,10,12,0,30,3,0,0,0,0,3,5,16,0,32,0,0,0,0,0,3,3,3,0,19,3,0,0,0,5,10,17,13,0,49,0,0,0,0,0,0,3,0,0,7,0,0,0,3,3,3,0,3,3,13,16,19,24,26,30,51,69,71,5,302,0,0,0,0,0,0,0,0,0,3,4,19,0,0,0,0,0,0,0,29,3,27,7,0,0,4,0,0,0,46,0,14,21,3,0,0,0,0,0,43,0,10,6,6,3,0,0,0,0,33,3,3,12,21,4,3,5,4,0,57,0,7,9,9,19,8,4,0,0,71,0,3,5,9,14,12,4,11,3,70
LGA56790,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,9,0,0,0,15,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,6,3,0,15,0,0,0,0,0,0,0,6,0,14,0,3,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,5,12,16,9,29,0,87,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,7,0,0,3,7,0,0,0,0,0,10,0,0,4,3,3,0,3,3,0,14,0,0,0,0,0,3,0,7,0,7
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,9,0,4,3,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,8,0,0,3,11,3,0,0,0,0,16,0,0,0,3,3,8,4,0,0,20,0,0,0,3,3,0,0,0,0,7
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,10,0,14,3,0,0,0,0,0,0,16,0,20,8,0,0,0,0,0,3,25,0,34,9,3,3,0,3,4,3,83,3,108,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,5,25,4,5,0,3,7,12,163,5,225,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,5
LGA57080,7,11,14,10,0,3,0,5,3,52,0,12,12,24,9,11,0,7,4,80,3,10,14,24,42,34,9,9,3,151,9,4,10,18,63,44,17,13,7,186,12,6,6,8,57,60,21,47,12,236,15,3,4,5,27,46,16,61,3,186,14,9,7,3,18,57,21,83,0,209,19,4,3,3,9,36,17,126,0,218,63,7,3,8,14,28,69,299,18,517,50,0,3,3,10,25,38,156,3,283,3,3,3,0,3,0,0,10,9,31,205,104,99,119,257,348,219,831,72,2249,5,18,8,3,3,3,4,0,4,45,17,219,16,3,0,0,0,0,11,270,15,293,96,14,0,0,0,0,5,429,17,216,245,50,8,0,3,4,12,562,14,105,372,81,19,8,3,3,6,622,13,72,193,185,96,37,13,18,10,630,20,49,119,154,174,96,15,19,17,665,13,28,43,80,181,128,42,60,9,580
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA57210,0,3,3,0,0,0,0,0,0,6,0,0,3,3,0,0,3,4,0,16,0,0,0,0,3,0,0,0,0,9,0,0,0,3,10,10,5,3,0,25,0,0,0,3,3,3,9,16,0,27,0,0,0,3,0,0,0,15,0,26,0,0,0,0,0,0,3,5,0,9,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,14,17,20,18,39,0,139,0,4,0,3,0,0,0,3,0,9,0,11,0,0,0,0,0,0,0,17,0,14,3,0,0,3,0,0,0,22,0,11,3,3,0,0,0,3,0,23,0,3,4,3,0,3,3,0,0,18,0,7,6,14,0,6,0,0,0,38,3,10,7,9,18,16,3,3,0,77,11,14,10,6,15,53,37,14,5,157
