LGA_CODE_2016,MaOpD_400_499_H_0,MaOpD_400_499_H_1_15,MaOpD_400_499_H_16_24,MaOpD_400_499_H_25_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40,MaOpD_400_499_H_41_48,MaOpD_400_499_H_49mo,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_15,MaOpD_500_649_H_16_24,MaOpD_500_649_H_25_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40,MaOpD_500_649_H_41_48,MaOpD_500_649_H_49mo,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_15,MaOpD_650_799_H_16_24,MaOpD_650_799_H_25_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40,MaOpD_650_799_H_41_48,MaOpD_650_799_H_49mo,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_15,MaOpD_800_999_H_16_24,MaOpD_800_999_H_25_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40,MaOpD_800_999_H_41_48,MaOpD_800_999_H_49mo,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_15,MaOpD_1000_1249_H_16_24,MaOpD_1000_1249_H_25_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40,MaOpD_1000_1249_H_41_48,MaOpD_1000_1249_H_49mo,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_15,MaOpD_1250_1499_H_16_24,MaOpD_1250_1499_H_25_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40,MaOpD_1250_1499_H_41_48,MaOpD_1250_1499_H_49mo,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_15,MaOpD_1500_1749_H_16_24,MaOpD_1500_1749_H_25_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40,MaOpD_1500_1749_H_41_48,MaOpD_1500_1749_H_49mo,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_15,MaOpD_1750_1999_H_16_24,MaOpD_1750_1999_H_25_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40,MaOpD_1750_1999_H_41_48,MaOpD_1750_1999_H_49mo,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_15,MaOpD_2000_2999_H_16_24,MaOpD_2000_2999_H_25_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40,MaOpD_2000_2999_H_41_48,MaOpD_2000_2999_H_49mo,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000mo_H_0,MaOpD_3000mo_H_1_15,MaOpD_3000mo_H_16_24,MaOpD_3000mo_H_25_34,MaOpD_3000mo_H_35_39,MaOpD_3000mo_H_40,MaOpD_3000mo_H_41_48,MaOpD_3000mo_H_49mo,MaOpD_3000mo_H_NS,MaOpD_3000mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_15,MaOpD_PINS_H_16_24,MaOpD_PINS_H_25_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40,MaOpD_PINS_H_41_48,MaOpD_PINS_H_49mo,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_15,MaOpD_Tot_H_16_24,MaOpD_Tot_H_25_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40,MaOpD_Tot_H_41_48,MaOpD_Tot_H_49mo,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_15,Lab_NNI_H_16_24,Lab_NNI_H_25_34,Lab_NNI_H_35_39,Lab_NNI_H_40,Lab_NNI_H_41_48,Lab_NNI_H_49mo,Lab_NNI_H_NS,Lab_NNI_H_Tot,Lab_1_149_H_0,Lab_1_149_H_1_15,Lab_1_149_H_16_24,Lab_1_149_H_25_34,Lab_1_149_H_35_39,Lab_1_149_H_40,Lab_1_149_H_41_48,Lab_1_149_H_49mo,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_15,Lab_150_299_H_16_24,Lab_150_299_H_25_34,Lab_150_299_H_35_39,Lab_150_299_H_40,Lab_150_299_H_41_48,Lab_150_299_H_49mo,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_15,Lab_300_399_H_16_24,Lab_300_399_H_25_34,Lab_300_399_H_35_39,Lab_300_399_H_40,Lab_300_399_H_41_48,Lab_300_399_H_49mo,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_15,Lab_400_499_H_16_24,Lab_400_499_H_25_34,Lab_400_499_H_35_39,Lab_400_499_H_40,Lab_400_499_H_41_48,Lab_400_499_H_49mo,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_15,Lab_500_649_H_16_24,Lab_500_649_H_25_34,Lab_500_649_H_35_39,Lab_500_649_H_40,Lab_500_649_H_41_48,Lab_500_649_H_49mo,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_15,Lab_650_799_H_16_24,Lab_650_799_H_25_34,Lab_650_799_H_35_39,Lab_650_799_H_40,Lab_650_799_H_41_48,Lab_650_799_H_49mo,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_15,Lab_800_999_H_16_24,Lab_800_999_H_25_34,Lab_800_999_H_35_39,Lab_800_999_H_40,Lab_800_999_H_41_48,Lab_800_999_H_49mo,Lab_800_999_H_NS,Lab_800_999_H_Tot
LGA21010,4,3,6,3,3,0,4,0,0,20,3,0,6,7,3,4,0,4,0,27,0,4,3,10,18,6,13,3,0,55,0,3,3,6,25,18,7,6,0,64,0,0,0,0,6,12,14,12,0,54,0,0,0,0,4,10,10,7,0,23,3,0,0,0,0,6,3,6,0,22,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,14,13,20,21,64,54,49,52,0,306,0,0,0,0,0,0,0,0,0,5,0,46,4,0,0,0,0,0,0,53,3,36,6,3,3,0,3,0,3,62,4,23,18,5,0,5,0,0,0,55,8,14,24,13,0,0,3,3,0,65,5,21,18,18,8,5,0,4,0,90,0,4,6,11,43,19,11,8,0,104,5,0,3,9,10,22,11,4,0,73
LGA21110,0,9,27,15,9,0,0,0,0,63,3,9,25,18,27,14,0,4,6,108,3,6,10,18,55,32,8,12,8,154,4,3,5,14,39,41,7,13,8,135,5,4,3,8,30,50,14,20,4,141,9,0,0,3,13,31,22,24,3,101,3,0,0,4,11,41,25,28,0,106,0,0,0,0,0,17,13,10,0,45,3,3,0,0,0,15,5,11,0,34,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,9,20,38,136,120,97,190,237,101,126,39,1087,4,16,8,3,3,4,0,7,3,41,22,326,32,4,3,0,3,3,4,392,5,251,92,17,12,4,0,0,4,385,7,153,167,35,7,5,0,5,10,403,14,117,199,57,16,13,4,4,8,426,13,66,121,123,70,27,5,20,11,445,9,35,55,124,105,52,24,19,4,425,3,26,26,42,102,93,26,21,10,344
LGA21180,8,45,111,43,16,29,3,21,9,283,16,48,89,131,172,86,20,38,14,614,32,45,89,176,579,351,106,61,21,1457,28,35,62,123,687,565,228,185,27,1948,40,18,14,58,374,440,265,288,24,1523,12,6,13,22,151,174,144,253,7,787,20,3,7,5,60,97,64,186,9,449,5,6,4,3,12,39,52,105,0,224,3,0,3,3,17,15,24,85,0,149,3,0,3,0,6,10,5,16,0,37,4,9,5,7,39,23,11,13,19,133,181,392,543,636,2147,1843,915,1274,149,8078,7,24,8,4,6,0,0,7,4,61,10,372,36,10,0,3,0,0,12,451,14,323,124,23,4,0,0,3,16,513,11,199,210,64,16,10,4,5,15,538,21,114,226,117,40,26,3,16,18,585,22,111,150,288,220,82,20,18,16,938,29,60,86,201,596,244,61,42,25,1346,24,32,51,95,412,285,87,64,23,1069
LGA21270,0,5,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,7,4,0,0,0,3,3,0,4,0,16,0,0,5,0,10,5,8,3,3,36,3,0,0,0,13,8,3,5,0,40,0,0,0,0,0,3,0,8,0,8,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,9,5,16,8,35,23,16,33,4,150,0,3,3,0,0,0,0,0,0,7,0,46,0,0,0,0,0,0,0,46,0,11,9,3,0,0,0,3,0,26,0,6,5,4,0,0,0,3,0,18,0,9,8,8,3,3,3,0,0,30,0,3,8,12,5,3,3,4,0,38,0,0,3,6,11,5,7,6,0,34,0,0,3,3,7,20,3,0,3,40
LGA21370,5,5,15,3,0,3,3,8,0,39,4,8,13,11,10,11,3,0,0,57,4,3,11,20,33,20,12,12,0,118,6,0,5,10,54,57,28,26,4,185,6,3,7,12,42,45,43,65,0,219,3,3,0,3,23,14,20,37,0,104,10,0,0,0,7,6,16,36,3,82,5,0,0,3,9,8,14,21,0,52,0,0,0,0,0,3,3,9,0,18,0,0,0,3,0,3,0,3,0,8,0,0,0,3,5,4,6,9,8,33,46,42,63,75,186,177,144,230,21,988,0,9,3,0,0,5,0,7,0,34,5,133,11,7,0,0,0,4,11,162,5,69,21,10,5,3,0,0,3,123,17,71,36,11,14,5,0,4,6,165,3,46,51,39,7,7,0,0,3,170,8,30,43,78,53,25,8,15,3,268,12,23,29,70,93,44,26,17,6,320,13,19,11,46,107,79,42,37,9,355
LGA21450,0,11,12,3,3,10,3,3,0,56,0,15,18,24,19,25,5,9,3,124,6,8,3,25,71,45,19,22,0,200,5,12,6,19,95,86,37,46,8,311,8,4,0,7,39,69,77,89,0,299,4,0,3,7,13,34,35,74,3,183,3,0,0,0,0,14,16,44,3,79,0,0,0,3,0,4,3,19,0,28,3,0,0,0,0,5,8,12,0,33,0,0,0,0,0,3,0,0,0,6,0,3,0,0,3,4,0,3,3,21,44,122,82,99,256,296,218,326,27,1463,3,11,6,0,3,0,5,0,0,35,16,304,12,3,0,0,0,5,7,347,8,148,43,9,3,3,0,0,4,228,3,77,75,23,8,5,3,4,3,206,3,48,74,39,9,16,9,3,6,210,17,53,75,90,62,35,7,6,7,342,8,21,38,69,129,84,29,26,10,420,0,14,39,42,103,103,58,38,6,410
LGA21610,4,31,60,38,21,16,10,10,3,186,5,22,41,83,69,40,23,25,14,325,17,21,32,76,235,148,40,50,12,630,20,14,23,36,245,211,122,106,16,787,16,10,15,30,130,167,108,185,4,654,0,3,4,12,45,69,64,158,5,367,0,0,7,6,9,46,28,92,0,188,0,0,7,5,13,15,16,54,3,108,9,0,0,0,10,20,16,45,3,96,0,0,0,0,0,6,0,15,0,24,3,11,3,0,15,10,3,11,6,64,92,247,283,330,803,765,436,763,74,3785,0,44,15,3,6,5,3,7,6,78,27,592,33,14,3,3,3,3,12,693,16,393,111,35,10,5,0,0,7,589,18,188,175,66,13,14,8,16,13,496,28,146,240,133,59,29,3,14,14,661,21,114,158,238,194,110,26,19,16,901,34,54,83,209,413,193,76,47,17,1121,17,29,50,89,306,210,113,99,15,921
LGA21670,0,0,3,3,0,0,0,0,0,5,0,0,6,8,3,3,0,6,0,28,3,0,0,6,17,4,0,0,3,37,3,0,0,0,21,13,9,6,0,62,3,0,0,0,8,6,7,17,3,45,0,3,0,0,5,0,3,6,0,17,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,7,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,11,21,26,57,39,24,43,11,241,0,0,0,0,0,0,0,0,0,4,3,44,3,0,0,0,0,0,0,51,0,43,6,4,3,0,0,0,0,62,0,32,15,4,6,0,0,0,0,57,10,17,21,9,3,0,0,0,3,68,3,14,16,28,22,9,10,3,3,110,3,15,10,28,40,16,9,4,0,128,3,3,3,12,20,24,10,0,0,78
LGA21750,0,6,4,6,0,0,0,3,3,24,0,3,3,7,4,6,0,4,3,40,0,8,5,9,34,12,14,9,0,92,0,3,7,13,40,21,17,17,0,123,10,0,3,3,17,25,26,43,0,125,0,0,0,0,3,16,15,30,0,67,0,0,0,0,3,6,5,17,0,37,0,0,0,0,0,0,4,12,0,16,3,0,0,0,3,0,3,4,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,9,18,33,30,45,121,94,81,151,9,580,0,6,0,0,0,0,0,0,0,10,4,81,9,0,0,0,0,0,0,91,5,61,15,3,3,0,0,0,0,94,6,48,18,14,0,3,0,3,4,101,0,33,39,25,4,3,0,3,0,113,14,19,42,68,30,14,5,3,9,195,8,21,27,49,63,34,11,18,6,225,10,3,17,37,64,51,19,18,0,219
LGA21830,0,0,5,3,3,3,0,3,0,15,0,3,4,3,3,4,0,3,0,24,4,0,3,5,11,9,4,5,3,46,0,3,0,4,6,15,7,5,0,47,3,0,0,4,11,21,20,15,0,75,0,0,0,0,0,11,15,14,0,42,0,0,0,0,3,13,14,9,0,43,3,0,0,0,3,0,11,4,0,22,0,0,0,0,3,0,3,5,0,21,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,3,0,0,0,16,18,20,24,29,47,87,77,78,13,388,0,5,0,0,0,0,0,0,5,11,9,74,4,0,0,0,0,0,3,91,0,47,12,0,7,0,0,6,4,73,3,32,11,7,0,3,0,3,6,70,3,24,23,15,4,3,0,4,0,81,0,23,18,30,16,11,6,12,4,115,3,7,19,17,17,19,15,16,0,116,3,3,3,13,29,36,23,23,0,128
LGA21890,5,28,60,27,20,10,0,9,8,174,0,10,50,67,96,49,8,9,5,297,18,13,16,49,244,143,43,28,16,561,4,14,10,28,217,205,69,53,12,617,7,9,11,17,147,144,79,66,7,475,5,8,3,3,62,49,55,46,4,230,8,0,5,3,26,62,41,34,0,183,0,0,0,0,17,14,22,24,3,90,3,0,0,3,11,9,24,25,0,65,0,0,0,0,0,0,0,4,0,12,0,5,4,4,15,17,4,6,7,59,70,208,253,224,859,713,351,312,67,3056,3,21,10,0,3,3,0,3,3,39,22,291,18,9,4,0,0,3,9,351,6,211,104,22,8,3,0,3,8,366,0,129,149,41,16,7,0,0,9,355,12,84,171,90,34,12,5,8,12,419,6,73,152,146,98,47,7,11,15,558,20,34,53,122,243,120,39,17,13,663,17,18,19,49,194,133,49,25,11,520
LGA22110,0,5,11,6,0,3,0,3,0,38,7,5,14,21,14,9,3,3,3,74,7,11,12,12,43,17,19,8,0,126,9,4,5,10,46,39,38,28,6,184,10,3,6,12,39,39,27,65,0,196,5,3,3,0,13,6,14,39,0,80,3,0,0,3,3,7,13,27,0,57,0,0,0,0,0,5,0,15,0,24,3,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,11,0,4,3,18,46,60,71,68,163,135,113,203,19,882,4,15,8,3,3,0,0,3,0,42,13,136,8,9,0,0,0,4,3,167,13,89,25,9,0,0,0,0,6,147,14,81,52,17,4,11,3,6,9,194,10,57,64,40,14,12,3,4,7,210,15,63,64,87,59,29,5,4,8,328,18,14,32,96,104,37,20,11,4,344,19,17,20,50,86,48,31,21,3,298
LGA22170,0,20,29,18,8,4,0,0,0,80,4,19,38,45,45,24,3,6,0,193,7,15,14,43,147,77,23,26,5,353,11,5,9,25,180,156,60,50,4,493,4,5,6,13,82,102,46,72,9,348,3,0,3,3,33,37,44,63,0,193,3,0,0,3,4,24,22,60,0,117,0,0,0,0,4,3,4,24,0,49,7,0,0,0,3,9,19,28,0,63,0,0,0,3,0,0,3,14,0,23,0,0,3,0,13,16,0,14,3,51,60,164,156,168,530,459,230,357,36,2155,0,22,0,3,0,3,0,6,0,36,13,377,21,5,4,3,0,0,10,432,15,212,62,29,8,4,0,3,7,333,7,101,96,35,12,7,4,3,4,276,8,90,118,76,19,12,3,8,4,343,10,64,113,158,135,58,18,15,9,577,14,38,60,115,212,136,34,23,17,645,14,16,24,63,159,118,57,37,11,488
LGA22250,0,3,3,0,0,0,0,3,0,21,0,3,3,6,0,3,0,3,0,19,0,0,4,9,11,5,0,9,0,39,3,0,0,0,9,11,11,7,3,44,3,0,4,0,11,15,3,13,0,53,3,0,0,0,5,7,0,4,0,24,0,0,0,0,0,3,4,7,0,14,0,0,0,0,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,17,10,21,21,50,61,20,47,9,250,0,5,0,0,0,0,0,0,0,5,5,32,0,0,0,0,0,0,0,40,3,25,6,0,0,0,0,3,0,33,0,25,12,3,3,0,0,3,0,43,0,15,11,3,0,0,0,3,0,42,0,10,15,21,19,14,3,0,0,86,5,3,9,13,22,16,6,9,0,87,4,0,0,6,23,21,9,7,0,71
LGA22310,3,14,16,0,5,4,3,0,4,46,3,7,19,13,15,11,5,17,3,96,3,9,10,17,33,32,4,5,4,107,3,8,4,14,47,35,12,15,5,145,3,3,4,9,31,41,19,16,0,126,4,4,0,5,9,34,8,13,0,73,7,0,0,0,10,33,13,13,4,77,4,0,0,0,4,12,11,11,0,40,0,0,0,0,0,3,3,6,3,17,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,7,9,27,95,88,70,165,205,76,102,32,851,3,12,3,3,3,0,0,4,0,34,4,239,17,3,3,3,0,0,4,282,7,179,54,10,3,3,3,0,8,264,7,100,109,20,6,6,3,4,5,250,3,73,98,47,6,3,3,7,6,248,14,43,78,74,44,20,12,5,3,301,7,33,23,71,127,49,27,16,7,366,6,14,13,45,90,66,26,23,3,286
LGA22410,0,6,7,3,0,3,0,0,0,17,0,7,15,5,7,7,0,3,3,47,4,3,3,10,22,16,6,8,0,70,3,8,9,10,24,23,10,16,3,105,3,8,4,6,37,28,19,38,0,146,3,0,0,3,10,5,10,46,0,90,3,0,3,4,7,13,7,25,0,71,7,0,0,3,11,9,25,15,0,69,3,0,4,0,10,12,70,20,3,131,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,3,0,3,14,33,45,48,51,135,121,176,181,18,798,0,4,0,0,0,0,0,4,3,16,5,69,7,0,0,0,0,0,0,84,3,44,17,6,0,0,0,0,0,76,3,28,27,5,3,3,3,3,3,86,5,17,38,15,3,3,4,0,4,86,3,20,20,42,24,11,3,9,0,129,3,10,12,33,33,23,7,7,0,132,10,4,12,17,29,38,10,9,5,123
LGA22490,0,0,0,3,0,0,0,4,0,4,0,0,0,0,3,8,0,0,0,18,0,0,0,4,3,3,3,3,0,20,0,3,0,0,8,8,4,9,0,38,3,0,0,6,7,7,13,8,0,45,0,0,0,0,0,3,6,17,0,34,3,0,0,0,3,0,3,6,0,17,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,10,12,13,21,26,40,31,61,11,214,0,0,0,0,0,0,0,0,0,7,4,26,0,0,0,0,0,0,3,36,3,27,9,0,0,0,0,3,0,44,0,23,12,10,0,3,0,0,0,43,0,13,17,13,4,0,0,0,0,55,0,11,7,18,11,3,0,4,0,67,3,4,8,19,25,18,8,3,0,83,3,3,0,8,25,16,12,6,3,71
LGA22620,9,29,29,17,8,13,6,0,4,105,9,26,34,44,52,31,6,9,5,221,11,11,14,58,188,75,33,28,7,424,13,12,19,34,141,147,86,63,8,510,7,4,4,19,62,102,94,124,4,420,16,3,3,8,31,40,59,90,0,257,4,4,0,9,15,16,31,80,0,163,3,3,0,0,9,19,8,56,0,97,7,0,0,3,10,18,16,71,5,129,0,0,0,3,0,0,3,19,0,23,3,3,0,0,11,11,3,9,6,53,89,175,151,211,529,479,361,550,53,2600,0,22,3,4,6,4,0,0,6,44,29,423,24,6,8,0,4,0,7,496,17,250,69,13,5,0,0,5,13,373,20,164,132,45,12,11,3,8,8,416,23,135,145,77,31,12,4,10,15,447,29,114,115,179,128,49,25,22,10,666,20,48,60,130,362,153,69,39,14,897,16,27,25,71,249,146,76,39,9,660
LGA22670,8,50,122,79,50,41,10,16,10,377,22,54,157,198,349,155,30,40,22,1020,30,74,95,258,1342,550,169,103,30,2654,60,59,78,242,1453,889,472,278,42,3574,52,29,29,98,763,694,497,461,28,2657,27,16,12,31,237,254,232,335,10,1156,16,10,5,16,92,120,124,220,4,611,8,3,4,3,59,48,80,142,3,359,9,0,3,3,30,41,64,125,6,288,0,3,3,0,9,14,8,17,0,56,7,4,7,19,59,43,24,34,37,231,264,510,698,1012,4489,2877,1725,1794,213,13588,6,23,12,11,12,8,0,9,4,85,19,363,34,16,3,4,0,0,10,453,13,387,143,45,17,7,0,0,16,625,18,203,264,87,41,19,0,3,23,658,14,150,290,143,77,35,9,8,27,751,21,122,198,313,395,166,27,33,24,1304,47,105,138,284,1133,512,132,67,36,2446,43,51,67,169,841,559,204,121,25,2083
LGA22750,7,52,53,56,30,26,6,7,3,248,13,57,84,89,74,63,16,20,4,425,24,24,59,109,301,206,80,54,13,872,28,11,43,74,333,349,146,129,23,1137,23,14,16,33,204,253,187,219,22,965,12,3,5,6,84,112,115,183,6,531,7,4,6,9,20,43,35,155,9,289,5,0,3,4,23,20,34,70,3,161,9,0,0,6,19,32,35,52,0,148,3,0,0,0,3,4,5,24,0,45,4,11,8,4,21,29,13,12,7,117,165,392,395,436,1126,1157,674,960,104,5410,10,43,5,3,0,3,0,4,10,81,55,863,50,15,8,4,3,10,13,1011,39,520,136,46,10,4,6,8,13,775,23,318,252,94,20,16,5,9,18,759,26,251,293,173,34,28,5,13,19,853,30,171,241,349,176,98,32,35,23,1158,51,84,116,264,484,264,58,37,30,1390,33,41,51,127,401,346,106,91,17,1215
LGA22830,7,14,21,9,7,4,0,6,4,81,8,13,26,20,19,18,3,12,0,113,11,6,25,19,103,72,26,25,4,295,19,10,8,26,100,116,59,72,17,439,17,6,8,17,66,97,65,84,3,369,15,3,0,0,30,35,23,65,3,179,10,0,5,3,7,15,10,41,0,97,6,0,0,3,0,5,10,15,0,32,3,3,0,0,8,7,6,18,0,45,0,0,0,0,0,3,0,5,0,11,0,3,0,9,9,10,4,15,3,51,98,94,115,122,359,399,211,369,42,1813,0,17,3,3,4,0,3,6,6,34,9,206,9,3,0,0,0,0,5,246,4,129,44,11,3,3,0,3,6,203,12,83,81,27,12,4,0,3,3,225,7,85,95,50,25,24,3,11,3,306,27,61,58,119,95,70,16,14,10,476,13,28,41,89,184,117,43,23,8,549,17,13,26,54,156,109,57,38,7,467
LGA22910,0,0,3,0,0,3,0,3,0,8,0,0,9,4,3,3,4,3,0,17,3,0,0,3,8,0,4,0,0,19,0,0,0,0,3,10,7,13,0,43,5,0,0,0,7,8,3,15,0,31,0,0,0,0,3,9,0,6,0,19,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,21,8,22,35,19,49,4,181,0,6,0,3,0,0,0,0,0,6,6,33,0,0,0,3,0,0,0,50,3,50,13,3,0,0,0,3,4,74,0,31,23,10,3,3,0,5,5,82,3,17,21,13,0,6,0,0,0,68,4,13,14,37,7,4,4,4,5,89,5,5,8,18,19,13,9,3,0,83,0,0,5,14,20,14,3,3,0,63
LGA22980,0,0,4,0,0,0,0,0,0,4,0,0,3,5,3,0,0,0,0,17,0,0,0,0,9,3,5,0,0,13,0,0,0,3,4,6,5,0,0,19,0,0,0,0,6,9,0,4,0,22,0,0,0,0,0,3,3,0,0,11,0,0,0,0,3,0,0,3,0,6,0,0,0,3,3,0,3,0,0,7,0,0,0,0,10,11,3,0,0,29,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,5,11,10,16,36,28,19,14,0,151,0,0,0,0,0,0,0,0,0,4,5,17,0,0,0,0,0,0,0,25,0,9,3,0,0,0,0,0,0,14,0,3,3,5,3,0,0,0,0,21,0,7,3,7,0,0,0,0,0,14,0,5,11,10,4,8,0,0,0,47,0,3,6,12,66,8,10,3,0,104,0,3,0,7,35,21,4,4,0,75
LGA23110,4,23,36,20,15,16,5,4,3,125,6,13,44,59,82,39,9,9,6,267,20,21,34,84,331,141,42,28,14,704,22,15,19,61,405,286,136,95,17,1057,30,16,9,39,287,261,152,231,18,1044,20,11,5,16,79,157,97,198,4,581,11,4,0,12,57,68,72,151,5,383,7,3,3,8,42,35,30,96,4,232,13,3,5,7,35,44,68,133,4,313,0,0,0,0,11,10,3,11,0,36,3,0,0,5,17,21,8,7,11,69,144,182,212,335,1368,1082,626,985,104,5029,0,12,0,5,0,3,0,3,4,25,18,208,11,0,3,0,0,0,3,242,4,134,52,11,4,6,0,3,5,217,3,79,87,27,5,6,0,0,7,214,6,62,80,41,18,10,3,5,4,226,9,42,70,99,79,27,9,13,15,369,14,23,44,92,241,106,31,22,15,590,12,22,20,57,259,195,68,47,11,687
LGA23190,0,4,9,3,3,0,0,0,0,24,3,7,6,7,12,3,0,0,0,40,3,0,5,11,20,10,11,8,0,56,3,7,0,7,33,22,11,17,4,105,11,0,0,3,26,13,18,19,0,97,3,0,0,0,6,4,4,16,0,37,8,0,0,0,3,7,4,8,0,26,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,4,0,13,33,42,27,31,103,68,49,80,10,445,3,3,0,0,0,0,0,3,0,7,0,105,7,3,0,0,0,0,4,128,3,64,14,3,3,0,0,0,0,93,3,38,22,14,7,3,3,0,0,85,0,32,40,21,3,0,3,3,6,106,5,30,30,37,20,12,3,5,4,137,5,11,12,25,46,31,5,4,5,146,3,4,3,9,42,30,11,9,0,119
LGA23270,16,72,158,95,51,45,7,30,4,478,32,74,173,255,220,127,26,61,22,988,44,62,136,294,781,428,102,108,44,1996,46,54,89,273,960,732,320,250,30,2756,63,35,41,124,669,629,366,465,34,2434,42,16,15,43,291,292,238,380,17,1335,23,6,5,18,143,134,138,297,9,778,12,3,6,6,52,58,70,152,4,358,13,0,10,10,26,35,64,122,9,294,0,8,3,4,6,10,11,26,0,68,8,9,9,15,52,40,17,27,36,209,308,567,821,1209,3288,2571,1369,1944,239,12316,10,26,7,6,7,6,0,4,6,70,23,463,29,10,3,4,0,0,9,548,26,348,134,32,14,7,4,6,7,580,19,226,229,71,20,27,3,4,15,619,23,141,313,130,60,29,11,8,25,738,35,138,256,304,323,123,32,31,27,1273,36,88,134,314,812,329,94,72,31,1908,30,39,70,178,723,519,204,119,28,1917
