LGA_CODE_2016,Lab_1000_1249_H_0,Lab_1000_1249_H_1_15,Lab_1000_1249_H_16_24,Lab_1000_1249_H_25_34,Lab_1000_1249_H_35_39,Lab_1000_1249_H_40,Lab_1000_1249_H_41_48,Lab_1000_1249_H_49mo,Lab_1000_1249_H_NS,Lab_1000_1249_H_Tot,Lab_1250_1499_H_0,Lab_1250_1499_H_1_15,Lab_1250_1499_H_16_24,Lab_1250_1499_H_25_34,Lab_1250_1499_H_35_39,Lab_1250_1499_H_40,Lab_1250_1499_H_41_48,Lab_1250_1499_H_49mo,Lab_1250_1499_H_NS,Lab_1250_1499_H_Tot,Lab_1500_1749_H_0,Lab_1500_1749_H_1_15,Lab_1500_1749_H_16_24,Lab_1500_1749_H_25_34,Lab_1500_1749_H_35_39,Lab_1500_1749_H_40,Lab_1500_1749_H_41_48,Lab_1500_1749_H_49mo,Lab_1500_1749_H_NS,Lab_1500_1749_H_Tot,Lab_1750_1999_H_0,Lab_1750_1999_H_1_15,Lab_1750_1999_H_16_24,Lab_1750_1999_H_25_34,Lab_1750_1999_H_35_39,Lab_1750_1999_H_40,Lab_1750_1999_H_41_48,Lab_1750_1999_H_49mo,Lab_1750_1999_H_NS,Lab_1750_1999_H_Tot,Lab_2000_2999_H_0,Lab_2000_2999_H_1_15,Lab_2000_2999_H_16_24,Lab_2000_2999_H_25_34,Lab_2000_2999_H_35_39,Lab_2000_2999_H_40,Lab_2000_2999_H_41_48,Lab_2000_2999_H_49mo,Lab_2000_2999_H_NS,Lab_2000_2999_H_Tot,Lab_3000mo_H_0,Lab_3000mo_H_1_15,Lab_3000mo_H_16_24,Lab_3000mo_H_25_34,Lab_3000mo_H_35_39,Lab_3000mo_H_40,Lab_3000mo_H_41_48,Lab_3000mo_H_49mo,Lab_3000mo_H_NS,Lab_3000mo_H_Tot,Lab_PINS_H_0,Lab_PINS_H_1_15,Lab_PINS_H_16_24,Lab_PINS_H_25_34,Lab_PINS_H_35_39,Lab_PINS_H_40,Lab_PINS_H_41_48,Lab_PINS_H_49mo,Lab_PINS_H_NS,Lab_PINS_H_Tot,Lab_Tot_H_0,Lab_Tot_H_1_15,Lab_Tot_H_16_24,Lab_Tot_H_25_34,Lab_Tot_H_35_39,Lab_Tot_H_40,Lab_Tot_H_41_48,Lab_Tot_H_49mo,Lab_Tot_H_NS,Lab_Tot_H_Tot,OIDNS_NNI_H_0,OIDNS_NNI_H_1_15,OIDNS_NNI_H_16_24,OIDNS_NNI_H_25_34,OIDNS_NNI_H_35_39,OIDNS_NNI_H_40,OIDNS_NNI_H_41_48,OIDNS_NNI_H_49mo,OIDNS_NNI_H_NS,OIDNS_NNI_H_Tot,OIDNS_1_149_H_0,OIDNS_1_149_H_1_15,OIDNS_1_149_H_16_24,OIDNS_1_149_H_25_34,OIDNS_1_149_H_35_39,OIDNS_1_149_H_40,OIDNS_1_149_H_41_48,OIDNS_1_149_H_49mo,OIDNS_1_149_H_NS,OIDNS_1_149_H_Tot,OIDNS_150_299_H_0,OIDNS_150_299_H_1_15,OIDNS_150_299_H_16_24,OIDNS_150_299_H_25_34,OIDNS_150_299_H_35_39,OIDNS_150_299_H_40,OIDNS_150_299_H_41_48,OIDNS_150_299_H_49mo,OIDNS_150_299_H_NS,OIDNS_150_299_H_Tot,OIDNS_300_399_H_0,OIDNS_300_399_H_1_15,OIDNS_300_399_H_16_24,OIDNS_300_399_H_25_34,OIDNS_300_399_H_35_39,OIDNS_300_399_H_40,OIDNS_300_399_H_41_48,OIDNS_300_399_H_49mo,OIDNS_300_399_H_NS,OIDNS_300_399_H_Tot,OIDNS_400_499_H_0,OIDNS_400_499_H_1_15,OIDNS_400_499_H_16_24,OIDNS_400_499_H_25_34,OIDNS_400_499_H_35_39,OIDNS_400_499_H_40,OIDNS_400_499_H_41_48,OIDNS_400_499_H_49mo,OIDNS_400_499_H_NS,OIDNS_400_499_H_Tot,OIDNS_500_649_H_0,OIDNS_500_649_H_1_15,OIDNS_500_649_H_16_24,OIDNS_500_649_H_25_34,OIDNS_500_649_H_35_39,OIDNS_500_649_H_40,OIDNS_500_649_H_41_48,OIDNS_500_649_H_49mo,OIDNS_500_649_H_NS,OIDNS_500_649_H_Tot,OIDNS_650_799_H_0,OIDNS_650_799_H_1_15,OIDNS_650_799_H_16_24,OIDNS_650_799_H_25_34,OIDNS_650_799_H_35_39,OIDNS_650_799_H_40,OIDNS_650_799_H_41_48,OIDNS_650_799_H_49mo,OIDNS_650_799_H_NS,OIDNS_650_799_H_Tot,OIDNS_800_999_H_0,OIDNS_800_999_H_1_15,OIDNS_800_999_H_16_24,OIDNS_800_999_H_25_34,OIDNS_800_999_H_35_39,OIDNS_800_999_H_40,OIDNS_800_999_H_41_48,OIDNS_800_999_H_49mo,OIDNS_800_999_H_NS,OIDNS_800_999_H_Tot,OIDNS_1000_1249_H_0,OIDNS_1000_1249_H_1_15,OIDNS_1000_1249_H_16_24,OIDNS_1000_1249_H_25_34,OIDNS_1000_1249_H_35_39,OIDNS_1000_1249_H_40,OIDNS_1000_1249_H_41_48,OIDNS_1000_1249_H_49mo,OIDNS_1000_1249_H_NS,OIDNS_1000_1249_H_Tot,OIDNS_1250_1499_H_0,OIDNS_1250_1499_H_1_15,OIDNS_1250_1499_H_16_24,OIDNS_1250_1499_H_25_34,OIDNS_1250_1499_H_35_39,OIDNS_1250_1499_H_40,OIDNS_1250_1499_H_41_48,OIDNS_1250_1499_H_49mo,OIDNS_1250_1499_H_NS,OIDNS_1250_1499_H_Tot,OIDNS_1500_1749_H_0,OIDNS_1500_1749_H_1_15,OIDNS_1500_1749_H_16_24,OIDNS_1500_1749_H_25_34,OIDNS_1500_1749_H_35_39,OIDNS_1500_1749_H_40,OIDNS_1500_1749_H_41_48,OIDNS_1500_1749_H_49mo,OIDNS_1500_1749_H_NS,OIDNS_1500_1749_H_Tot,OIDNS_1750_1999_H_0,OIDNS_1750_1999_H_1_15,OIDNS_1750_1999_H_16_24,OIDNS_1750_1999_H_25_34,OIDNS_1750_1999_H_35_39,OIDNS_1750_1999_H_40,OIDNS_1750_1999_H_41_48,OIDNS_1750_1999_H_49mo,OIDNS_1750_1999_H_NS,OIDNS_1750_1999_H_Tot
LGA34710,0,0,0,0,8,3,4,3,0,22,0,0,0,0,0,6,0,9,0,11,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,11,34,16,31,32,28,11,50,0,218,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34770,18,14,20,36,132,149,77,96,17,551,13,5,7,8,52,72,50,62,3,278,14,5,0,7,33,34,36,52,0,184,3,6,8,0,10,19,19,41,0,111,3,3,5,0,13,6,21,50,4,103,0,3,3,0,0,5,0,10,0,27,3,19,16,15,14,16,5,15,16,110,169,949,571,616,847,715,353,490,106,4813,5,3,0,0,0,4,0,0,12,26,4,7,0,0,0,0,0,0,0,21,0,4,4,4,0,0,0,3,16,21,0,10,0,0,4,0,0,3,17,36,5,3,0,0,0,6,0,0,17,38,3,3,7,5,9,3,4,3,14,55,0,0,0,12,18,3,3,3,22,56,3,0,0,3,22,7,4,8,17,68,0,3,0,3,15,12,5,11,9,59,0,6,3,0,4,8,10,10,9,52,4,0,0,4,7,14,4,19,7,61,0,0,0,3,9,5,9,15,3,33
LGA34800,3,0,0,0,0,0,3,15,0,20,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,3,6,7,15,10,80,7,135,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA34860,6,3,0,7,16,18,9,44,3,106,3,3,0,0,12,11,4,22,0,56,4,0,0,4,3,6,3,21,0,34,0,0,0,0,0,4,3,0,0,12,0,3,0,0,0,3,0,16,0,28,0,0,0,0,0,3,0,6,0,12,0,0,0,0,0,3,0,3,3,17,47,108,59,84,122,128,57,211,23,829,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,3,7,0,0,0,0,3,3,0,3,0,12,0,0,0,0,0,0,0,5,0,6,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3
LGA34880,5,0,5,4,22,28,20,12,5,97,0,0,0,0,7,3,8,8,0,32,3,0,0,0,0,4,3,7,0,25,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,3,0,9,0,0,0,0,3,0,0,0,0,8,0,8,3,0,10,7,0,3,0,30,48,171,104,168,261,155,87,119,27,1132,0,0,0,0,0,0,0,0,4,10,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,11,0,0,0,3,0,0,0,0,7,9,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,3,4,11,0,0,0,0,4,0,3,0,5,16,0,0,0,0,4,0,0,0,4,11,0,3,0,0,0,0,3,0,0,11,0,0,0,0,4,0,3,3,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA35010,28,28,33,82,286,253,145,187,19,1056,18,18,11,38,78,127,83,121,10,487,7,6,6,12,39,90,46,95,10,318,3,4,0,9,13,35,33,63,3,164,0,0,4,5,5,16,20,52,3,115,0,3,10,9,0,11,3,13,0,56,8,32,26,25,24,21,11,17,48,208,384,3054,1721,1978,2272,1481,698,928,274,12794,10,14,3,0,0,3,4,11,21,72,11,23,6,3,0,0,0,3,26,69,4,27,6,6,0,0,0,4,31,72,4,19,14,4,0,8,0,4,42,95,4,11,15,9,3,8,0,4,47,105,8,5,20,20,13,13,3,5,38,125,4,8,19,18,39,24,16,10,51,176,7,8,4,18,44,37,10,17,46,185,9,3,4,14,42,39,14,20,45,183,5,3,0,0,24,19,11,20,22,99,3,3,0,3,11,11,4,22,14,67,0,3,0,0,3,8,10,14,9,48
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,6,0,3,3,20,28,16,25,3,93,0,0,3,0,14,6,10,17,0,56,3,0,0,0,5,5,10,10,0,35,3,0,0,4,0,0,18,16,0,43,4,0,0,0,0,4,28,22,0,68,0,0,0,0,0,0,3,4,0,15,3,6,0,6,3,4,0,0,4,29,43,133,54,114,116,106,107,155,22,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,5,13,0,0,0,0,8,0,0,3,9,17,0,0,0,0,7,6,4,0,3,19,0,0,0,0,3,3,0,0,3,12,4,0,0,0,5,0,8,3,4,18,0,0,0,0,0,3,0,4,0,7
LGA35600,0,3,0,3,16,15,3,9,0,51,0,3,0,0,7,10,4,3,0,20,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,14,48,27,50,85,49,31,67,12,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,4,9,8,8,22,31,19,23,0,118,0,4,3,6,17,11,4,10,0,54,0,0,0,7,5,5,3,8,0,31,0,0,3,0,0,3,3,4,0,15,0,0,0,0,0,0,0,11,0,16,0,3,0,0,0,0,0,6,0,15,0,6,3,9,4,0,0,0,3,24,59,578,337,412,299,177,93,131,28,2110,0,0,0,0,0,0,0,0,3,10,0,6,0,0,0,0,0,0,6,17,0,4,3,0,0,0,0,0,5,13,0,9,3,0,0,0,0,0,11,22,0,0,0,3,0,8,0,0,11,19,0,4,3,3,0,3,0,0,10,23,0,6,3,3,6,7,0,0,7,36,0,0,3,7,4,4,4,7,4,31,0,3,0,3,3,3,4,3,8,28,0,0,0,0,0,5,3,0,4,17,0,0,0,0,0,6,0,0,3,12,0,0,0,0,0,0,0,7,0,9
LGA35760,3,6,0,3,11,22,13,37,3,97,0,3,0,0,7,3,9,10,0,43,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,3,3,4,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,4,0,0,0,0,4,8,0,3,0,20,21,119,72,144,133,203,110,163,31,1003,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,4,0,0,0,8,0,3,0,0,0,16,0,0,0,0,3,0,0,3,0,8,3,0,0,0,0,3,0,5,0,16,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,3
LGA35780,0,0,0,3,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,19,16,28,16,3,13,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,7,6,12,3,11,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,4,0,7,0,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,22,10,14,18,19,10,55,6,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,8,0,12,0,45,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,8,15,12,30,101,100,78,67,7,422,3,3,5,12,24,41,27,48,0,165,0,0,0,7,15,29,7,36,0,103,3,0,0,4,3,12,4,9,0,35,0,0,3,3,4,8,8,18,0,43,3,3,0,3,3,0,0,6,0,27,3,18,6,9,9,8,3,4,11,68,136,1134,676,707,814,532,251,315,67,4637,5,4,0,0,0,0,0,4,9,20,0,15,0,0,0,0,0,3,7,26,0,10,3,0,0,0,0,0,7,22,0,11,10,3,3,0,0,0,4,28,0,4,5,3,0,0,0,0,7,22,0,0,3,7,7,7,0,3,10,42,5,3,6,7,10,3,3,7,15,59,0,5,3,9,11,9,0,7,23,71,0,3,7,7,15,14,9,6,16,74,0,0,0,6,9,10,0,4,4,38,0,0,3,3,3,7,3,3,6,27,0,0,0,0,0,0,0,0,3,14
LGA36300,0,0,0,0,3,0,0,7,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,14,21,26,5,28,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA36370,17,17,14,26,128,116,44,64,11,438,0,5,3,10,52,40,21,36,0,164,3,0,0,3,22,16,16,24,4,88,0,0,0,3,9,12,5,26,4,59,0,0,0,3,6,7,13,18,0,51,0,0,4,4,4,4,4,7,3,26,8,20,0,9,17,9,3,6,17,78,141,807,480,548,899,560,211,322,101,4078,0,0,0,0,0,0,0,3,6,14,0,9,0,0,0,0,0,0,6,22,3,6,3,0,0,0,0,0,7,19,0,3,3,0,0,0,0,4,14,23,0,0,3,3,0,0,0,3,12,28,0,0,0,3,0,4,0,0,12,23,6,4,0,3,15,4,3,3,17,53,5,0,3,0,21,17,3,0,9,68,3,3,3,3,20,10,3,6,13,58,0,0,0,3,5,6,6,6,6,38,3,0,3,0,5,5,3,7,3,28,0,0,0,0,3,4,3,6,0,20
LGA36510,6,4,7,20,22,33,29,39,0,161,0,3,4,5,5,16,20,16,0,60,0,3,0,0,5,4,8,6,0,30,0,0,0,0,0,6,0,4,0,13,0,0,0,0,3,0,3,8,0,10,0,0,0,0,0,0,0,0,0,4,3,3,0,3,4,9,13,4,3,38,40,399,218,290,263,236,144,193,35,1826,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,5,0,6,0,0,0,0,0,3,3,17,0,0,0,0,0,5,0,0,3,9,0,0,3,0,0,3,0,0,6,10,0,0,0,3,0,5,0,0,3,19,0,0,0,6,3,0,0,3,3,16,0,0,0,0,3,5,3,0,6,20,0,0,0,0,3,8,0,0,3,12,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3
LGA36580,0,18,0,8,19,60,31,28,3,167,0,3,0,0,14,21,13,29,0,80,0,4,3,0,6,4,10,11,0,32,0,0,0,0,0,0,10,7,0,22,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,6,3,4,3,0,0,26,40,212,113,182,185,258,144,141,34,1304,0,0,0,0,3,0,0,0,3,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,8,11,0,0,0,3,0,3,0,0,3,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3
LGA36630,6,5,3,8,42,38,40,20,3,168,0,0,0,5,11,13,11,23,0,67,0,0,0,0,0,3,4,9,0,22,0,0,0,0,0,3,0,10,0,10,0,0,0,0,0,3,0,8,0,10,0,0,0,0,0,0,0,7,0,6,4,3,5,0,0,6,0,5,7,37,61,293,191,251,382,231,135,143,35,1727,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,6,3,0,3,0,0,0,0,4,5,13,0,3,0,0,0,0,0,0,12,22,0,0,3,0,0,0,0,3,9,16,0,0,0,0,3,0,0,0,12,22,0,0,0,0,3,3,0,3,10,21,0,0,3,0,7,0,0,0,5,15,3,0,0,0,3,3,0,3,0,14,0,0,0,0,0,4,0,0,3,9,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3
LGA36660,4,3,5,11,63,37,20,39,0,188,5,0,0,0,15,19,13,28,0,82,0,0,0,0,4,10,3,9,0,24,0,0,0,0,0,3,0,3,0,8,0,0,0,0,3,0,0,3,0,6,0,3,0,0,3,0,0,0,0,8,0,11,0,3,3,5,4,4,10,42,62,451,220,339,451,404,171,201,56,2357,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,0,0,0,9,12,3,3,0,3,0,0,0,0,6,22,0,0,0,0,0,0,0,0,14,24,0,3,3,4,3,0,0,0,11,28,0,3,0,5,0,5,0,3,10,22,0,0,0,0,5,0,0,0,6,17,0,0,0,0,3,12,0,3,3,23,0,0,0,0,3,3,0,0,5,15,0,0,0,0,3,3,0,4,3,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5
LGA36720,26,31,29,83,214,233,135,190,13,949,5,11,15,26,69,98,71,95,9,398,10,7,13,14,27,50,31,93,0,245,3,0,0,4,12,22,19,40,7,103,7,3,6,0,9,11,14,60,0,112,0,7,0,4,11,8,9,31,3,64,4,33,22,25,17,18,16,22,23,188,310,2585,1546,1757,1661,1208,649,920,207,10848,10,10,0,0,0,10,0,11,31,77,3,18,3,0,0,0,0,6,26,65,6,22,8,3,0,0,0,4,26,62,8,17,19,9,0,5,3,3,32,88,9,16,11,10,4,4,0,5,37,92,4,9,13,12,13,17,0,15,27,115,3,14,6,21,23,20,9,7,41,156,9,3,7,20,47,14,21,17,32,175,3,5,4,14,19,25,10,42,19,150,4,5,0,4,12,22,8,17,23,91,3,5,0,3,8,8,8,23,5,68,0,0,3,3,6,5,3,17,12,56
