LGA_CODE_2016,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000mo_A_15_19,Lab_3000mo_A_20_24,Lab_3000mo_A_25_34,Lab_3000mo_A_35_44,Lab_3000mo_A_45_54,Lab_3000mo_A_55_64,Lab_3000mo_A_65_74,Lab_3000mo_A_75ov,Lab_3000mo_Tot,Lab_PINS_A_15_19,Lab_PINS_A_20_24,Lab_PINS_A_25_34,Lab_PINS_A_35_44,Lab_PINS_A_45_54,Lab_PINS_A_55_64,Lab_PINS_A_65_74,Lab_PINS_A_75ov,Lab_PINS_Tot,Lab_Tot_A_15_19,Lab_Tot_A_20_24,Lab_Tot_A_25_34,Lab_Tot_A_35_44,Lab_Tot_A_45_54,Lab_Tot_A_55_64,Lab_Tot_A_65_74,Lab_Tot_A_75ov,Lab_Tot_Tot,OIDNS_NNI_A_15_19,OIDNS_NNI_A_20_24,OIDNS_NNI_A_25_34,OIDNS_NNI_A_35_44,OIDNS_NNI_A_45_54,OIDNS_NNI_A_55_64,OIDNS_NNI_A_65_74,OIDNS_NNI_A_75ov,OIDNS_NNI_T,OIDNS_1_149_A_15_19,OIDNS_1_149_A_20_24,OIDNS_1_149_A_25_34,OIDNS_1_149_A_35_44,OIDNS_1_149_A_45_54,OIDNS_1_149_A_55_64,OIDNS_1_149_A_65_74,OIDNS_1_149_A_75ov,OIDNS_1_149_T,OIDNS_150_299_A_15_19,OIDNS_150_299_A_20_24,OIDNS_150_299_A_25_34,OIDNS_150_299_A_35_44,OIDNS_150_299_A_45_54,OIDNS_150_299_A_55_64,OIDNS_150_299_A_65_74,OIDNS_150_299_A_75ov,OIDNS_150_299_T,OIDNS_300_399_A_15_19,OIDNS_300_399_A_20_24,OIDNS_300_399_A_25_34,OIDNS_300_399_A_35_44,OIDNS_300_399_A_45_54,OIDNS_300_399_A_55_64,OIDNS_300_399_A_65_74,OIDNS_300_399_A_75ov,OIDNS_300_399_T,OIDNS_400_499_A_15_19,OIDNS_400_499_A_20_24,OIDNS_400_499_A_25_34,OIDNS_400_499_A_35_44,OIDNS_400_499_A_45_54,OIDNS_400_499_A_55_64,OIDNS_400_499_A_65_74,OIDNS_400_499_A_75ov,OIDNS_400_499_T,OIDNS_500_649_A_15_19,OIDNS_500_649_A_20_24,OIDNS_500_649_A_25_34
LGA41750,0,7,3,4,7,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,3,0,0,8,0,3,0,0,0,3,0,0,10,0,0,3,0,0,3,0,0,7,0,0,3,3,3,3,0,0,21,0,3,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,11,12,16,18,3,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41830,3,32,40,34,17,0,0,126,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,5,0,0,0,0,5,0,3,0,10,0,0,0,0,0,3,3,0,9,0,3,0,0,5,0,0,0,14,0,3,3,5,3,3,0,0,12,0,0,3,3,3,5,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,6,6,10,10,23,16,6,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA41960,0,0,3,10,11,3,0,26,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,12,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,5,11,9,14,7,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA42030,13,46,49,67,56,24,0,267,3,0,0,3,3,0,0,0,8,92,11,3,0,11,3,3,0,121,25,25,3,8,11,10,3,0,79,7,16,8,3,10,7,9,0,62,15,14,10,16,15,13,8,0,96,0,23,26,13,22,28,4,0,117,5,19,22,24,20,15,3,0,107,0,3,14,17,18,8,3,0,67,0,9,14,5,15,9,0,0,49,0,0,5,6,9,9,0,0,23,0,0,7,3,0,0,0,0,17,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,3,4,0,0,3,0,0,15,150,129,112,105,122,104,34,7,765,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,6,0,0,0
LGA42110,9,9,16,19,18,3,3,72,0,0,0,0,0,0,0,0,3,9,3,0,0,3,4,0,0,16,3,0,3,0,0,3,0,5,13,0,0,3,3,3,4,3,4,22,0,3,4,0,4,3,0,3,13,3,3,5,0,5,5,3,0,22,0,4,8,4,11,5,0,0,27,0,7,12,6,11,6,0,0,41,0,4,4,3,0,4,0,0,20,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,13,25,34,33,36,42,10,8,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA42250,19,45,61,91,65,16,3,308,3,0,0,0,0,0,0,0,4,22,0,0,0,0,3,0,0,24,11,0,3,7,6,4,0,0,31,0,0,6,7,9,7,0,0,32,3,8,12,6,6,6,0,0,39,6,13,8,9,19,6,4,3,66,0,14,19,15,16,10,0,0,85,5,15,24,22,33,12,0,0,108,3,4,11,13,21,14,0,0,64,0,0,4,8,9,10,0,0,27,0,0,3,12,3,3,0,0,17,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,3,3,0,4,0,0,14,0,0,0,0,0,0,0,0,4,54,60,98,89,119,86,17,8,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0
LGA42600,25,42,31,39,42,13,0,225,0,0,0,0,4,0,0,0,12,157,21,10,10,9,12,0,0,216,44,33,31,16,14,11,3,0,147,10,39,23,19,16,23,8,0,138,7,41,33,13,35,34,13,0,177,7,24,42,25,45,28,12,0,184,0,18,41,23,31,25,6,0,143,0,15,28,30,29,11,0,0,107,0,0,18,14,21,10,3,0,67,0,0,8,8,4,5,0,0,26,0,0,3,7,3,0,0,0,19,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,6,3,0,0,5,0,3,0,0,13,235,197,236,171,208,179,45,3,1273,0,0,0,0,3,0,0,0,6,4,3,0,0,0,0,0,0,9,4,0,0,0,0,3,4,0,15,0,0,0,4,0,0,3,0,10,0,3,4,3,0,0,0,4,15,0,0,3
LGA42750,3,7,21,19,33,7,3,92,0,0,0,0,0,4,0,0,8,22,3,0,0,0,3,0,0,29,6,5,3,0,3,9,3,0,24,0,0,3,4,9,9,3,0,35,0,3,8,11,3,10,3,0,41,5,6,9,3,12,10,3,0,50,0,3,16,8,3,8,0,0,43,0,3,9,9,10,7,3,0,44,0,0,4,3,11,0,0,0,17,0,3,0,0,6,0,0,0,10,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,37,29,49,42,71,60,22,0,308,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LGA43080,0,4,12,9,3,0,0,31,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,3,0,11,0,3,4,5,5,7,0,0,19,0,0,3,7,4,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,13,12,10,13,4,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0
LGA43220,3,3,7,7,10,6,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,4,4,0,0,0,14,0,4,3,4,0,0,0,0,6,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,3,7,12,7,19,13,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA43360,0,3,3,5,7,8,3,37,0,0,0,0,0,0,0,0,3,9,0,0,4,0,0,0,0,14,0,0,0,0,4,0,0,0,9,0,3,0,3,0,9,0,0,15,0,0,4,3,5,5,3,0,15,0,0,9,3,3,5,8,0,29,0,5,10,3,3,3,0,0,21,0,0,8,6,4,4,0,0,25,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,4,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,11,11,30,25,30,31,16,3,171,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA43650,31,107,87,120,94,15,5,468,0,0,0,0,6,0,0,0,4,37,4,0,0,4,8,0,0,50,14,10,4,12,8,7,6,0,60,6,14,10,6,18,11,3,0,64,0,15,12,15,13,14,7,0,78,7,13,18,21,22,14,8,0,93,9,12,22,24,35,19,5,0,133,0,18,26,18,21,24,8,5,123,0,3,28,25,21,23,4,3,115,0,0,11,17,6,7,4,0,58,0,5,6,9,14,7,0,0,44,0,3,0,0,0,0,0,0,10,0,0,3,3,3,0,0,0,7,0,0,0,0,3,0,0,0,3,4,0,3,0,5,7,0,0,24,78,102,158,164,177,140,50,8,874,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0
LGA43710,4,15,19,27,30,13,4,109,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,17,3,0,0,0,6,8,0,0,15,0,0,3,3,6,0,0,0,14,0,0,3,0,5,5,0,0,16,3,0,6,0,15,3,0,0,35,4,0,7,9,4,5,0,0,26,0,0,3,7,13,3,0,0,29,0,0,5,0,6,8,0,0,21,0,0,0,6,5,5,0,0,15,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,26,13,40,30,55,42,4,0,211,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA43790,14,46,48,87,71,25,0,297,0,0,3,0,3,0,0,0,8,23,4,4,3,4,9,0,0,43,8,3,10,9,14,12,3,0,66,3,9,14,14,15,17,5,0,75,5,7,14,14,16,19,7,0,80,11,16,16,27,37,33,9,0,140,4,28,36,26,44,39,4,0,190,3,22,50,30,34,38,9,3,190,0,7,17,22,18,20,0,0,90,0,0,0,15,6,5,0,0,28,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,3,7,3,0,0,19,67,94,172,155,202,198,32,6,936,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,9,0,0,3,0,0,0,0,0,6,0,0,0
LGA43920,21,37,52,57,44,9,0,225,3,0,7,0,0,0,0,0,14,6,4,0,0,0,9,0,0,17,5,6,3,3,11,0,0,0,32,0,12,8,5,5,0,0,0,33,7,12,11,6,9,5,0,0,43,7,18,28,17,17,4,0,0,99,5,29,46,49,29,12,3,0,168,0,8,27,17,18,7,3,0,78,0,7,19,10,9,7,0,0,43,0,0,4,3,4,3,0,0,17,0,0,0,0,0,3,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,3,0,4,0,0,0,7,28,94,154,124,106,56,11,3,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA44000,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA44060,78,210,183,238,254,80,4,1085,9,4,0,0,0,0,3,0,21,174,18,7,11,6,7,6,0,240,69,54,17,16,25,18,5,0,214,16,51,29,18,33,29,4,0,180,16,36,42,29,34,42,14,0,211,11,51,55,45,54,56,11,0,287,11,29,63,39,44,51,13,0,245,7,24,59,44,59,36,8,0,235,0,4,43,42,47,54,11,0,197,0,3,8,14,16,17,5,0,66,0,0,9,4,12,0,0,0,24,0,0,6,6,3,3,0,0,14,0,0,4,0,7,0,0,0,13,0,0,0,4,3,3,0,0,11,4,3,5,0,6,3,0,0,27,306,274,344,285,360,320,83,5,1985,0,4,0,0,0,5,0,0,10,5,0,0,0,3,0,0,0,10,0,3,3,0,4,4,0,0,13,0,7,0,3,0,0,3,3,14,0,4,0,0,3,0,4,3,15,0,6,5
LGA44210,5,17,23,45,50,10,4,159,0,0,0,0,0,0,0,0,4,17,3,3,0,9,0,0,0,32,3,0,5,6,17,8,0,0,45,7,3,9,0,10,8,9,0,46,9,5,3,12,7,15,6,0,52,3,7,11,16,13,22,0,0,66,4,19,8,12,20,18,5,0,95,0,8,15,16,17,24,3,0,91,0,0,6,11,10,8,0,0,32,0,0,3,0,3,5,0,0,14,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,6,40,48,69,77,112,110,26,4,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,0,0,4,0,0,0
LGA44340,57,127,103,145,133,26,6,612,6,3,0,0,3,3,0,0,20,207,41,21,22,21,18,3,0,334,66,83,27,15,34,15,7,0,244,23,59,43,18,33,37,4,0,216,11,49,55,40,48,31,15,0,260,10,55,60,60,79,58,14,10,340,3,37,75,40,64,61,18,0,296,3,20,46,40,38,36,9,0,199,0,3,20,34,30,34,7,0,130,0,3,10,12,15,13,0,0,53,0,3,10,9,6,12,3,0,33,0,0,3,3,5,3,0,0,17,0,0,4,3,4,3,0,0,15,0,0,0,0,0,3,0,0,3,3,0,7,3,6,7,0,0,27,328,364,390,292,375,327,89,10,2173,0,0,0,7,3,4,0,0,11,9,3,3,3,0,0,0,0,18,0,3,3,0,7,3,4,0,25,0,3,3,0,4,0,4,0,14,3,6,3,0,3,0,0,3,23,0,0,4
LGA44550,38,114,141,156,105,35,0,609,6,0,0,0,0,0,0,0,13,136,12,3,8,7,0,0,0,174,46,22,10,15,21,12,0,0,126,23,29,16,16,16,19,10,0,117,12,22,18,12,18,24,3,0,112,17,41,19,32,35,9,9,0,159,6,25,44,29,46,28,8,0,189,4,22,30,23,36,23,3,0,148,0,7,16,20,20,18,5,0,80,0,0,3,5,16,5,0,0,37,0,3,4,5,3,5,0,0,22,0,0,0,3,0,5,0,0,12,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,4,3,5,3,0,6,3,0,0,17,244,195,181,174,220,159,42,3,1214,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,0,10,0,0,3
LGA44620,60,156,167,244,246,47,8,941,8,3,0,0,0,0,0,0,11,91,7,3,0,4,3,0,0,119,26,22,12,7,12,21,3,0,104,13,23,21,11,18,17,4,0,106,11,14,15,16,32,18,7,0,123,12,17,15,17,29,32,8,3,135,9,28,36,22,34,35,3,0,157,3,21,28,44,43,38,8,0,181,0,4,17,24,33,16,7,0,104,0,0,12,9,14,13,0,0,40,0,0,5,3,8,3,0,0,22,0,0,3,4,5,0,0,0,9,0,0,4,0,0,3,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,9,164,134,170,162,237,213,47,6,1127,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,10,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,3,0,11,0,0,0,0,0,5,0,0,9,0,3,3
LGA44830,0,9,8,8,19,8,0,39,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,5,0,0,3,3,8,0,3,0,16,0,3,0,0,0,4,0,3,17,0,3,3,0,3,6,0,0,19,0,5,3,0,8,3,3,0,19,0,3,3,0,4,6,0,0,13,0,0,4,0,4,4,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,12,17,14,30,29,8,3,128,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0
LGA45040,51,103,122,157,131,54,7,632,5,4,3,3,0,0,0,0,17,80,0,4,9,3,4,3,0,104,30,14,9,22,20,14,3,0,111,21,16,38,12,18,22,7,3,131,6,13,23,17,20,25,9,4,116,12,38,67,51,68,26,11,3,268,13,76,166,107,102,46,8,0,518,5,61,143,102,79,51,9,0,444,0,19,78,60,37,24,0,0,218,0,6,11,17,11,7,3,0,61,0,0,3,4,7,3,0,0,20,0,0,3,0,4,0,0,0,6,0,0,0,0,8,3,0,0,9,0,0,0,0,0,0,0,0,7,3,0,3,5,4,4,4,0,21,178,257,558,391,374,226,59,14,2050,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,0,0,0,0,4,4,0,16,3,0,0,0,0,0,0,0,11,0,3,0
LGA45090,5,34,37,47,70,14,6,223,7,0,0,3,3,0,0,0,18,33,3,5,3,0,4,0,0,48,8,6,10,8,12,3,0,0,51,0,0,8,6,4,8,5,0,34,0,10,3,15,4,6,0,0,37,3,15,24,11,24,21,7,6,109,9,32,41,36,29,19,8,0,179,4,19,36,30,27,28,8,0,145,0,15,29,34,15,15,0,0,104,0,3,5,11,12,5,3,0,44,0,0,3,4,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,3,0,8,66,99,169,156,137,126,30,6,789,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0
LGA45120,3,18,21,29,39,10,0,119,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,20,3,3,0,3,5,3,4,0,23,0,0,0,3,8,0,3,0,17,0,0,4,3,3,6,0,0,22,0,0,4,4,7,3,3,3,31,0,9,4,3,10,3,0,0,32,0,3,13,7,3,3,3,0,30,0,0,7,3,0,3,3,0,23,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,18,25,38,29,55,28,17,3,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
LGA45290,47,86,84,107,69,20,0,432,6,0,0,0,0,0,0,0,14,114,23,17,5,13,13,3,0,189,65,59,14,14,30,19,4,0,213,17,54,29,21,31,12,11,0,167,16,36,45,35,49,33,14,3,219,9,32,56,41,50,43,12,0,236,0,32,60,60,50,33,3,0,242,7,18,51,54,57,32,9,0,226,0,8,47,29,30,16,3,0,133,0,4,21,11,14,6,0,0,54,0,0,3,3,9,3,4,0,28,0,0,3,5,8,0,0,0,13,0,0,4,0,4,0,0,0,4,0,0,0,0,0,3,0,0,8,3,3,6,3,0,3,0,0,26,237,270,349,291,337,221,65,16,1777,0,0,0,0,3,3,0,0,12,4,0,3,3,4,0,0,0,13,0,6,0,0,4,3,0,0,13,0,7,0,3,0,3,5,4,16,0,0,4,4,0,0,0,4,15,0,3,6
LGA45340,137,359,392,491,444,93,3,2004,12,4,8,4,6,9,0,0,42,503,55,18,12,26,15,3,0,639,196,95,40,26,41,38,15,0,456,60,78,50,40,89,67,10,0,400,31,86,87,62,104,89,40,6,503,23,96,86,97,104,116,30,3,557,15,86,132,112,123,94,31,0,600,0,64,141,118,128,107,11,3,566,5,14,85,98,88,70,9,0,361,0,4,32,28,32,22,4,0,126,0,3,16,25,23,6,0,0,77,0,0,6,3,10,6,0,0,25,0,0,3,3,8,3,3,0,24,3,0,0,9,8,0,0,0,14,23,8,3,14,17,16,3,0,80,873,599,707,662,804,655,161,12,4472,0,3,4,0,6,3,0,0,15,16,0,0,3,0,0,0,0,20,3,6,3,5,3,0,0,0,20,0,3,3,0,0,7,5,0,29,5,5,7,3,3,3,4,3,37,3,6,10
