LGA_CODE_2016,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000mo_A_15_19,Lab_3000mo_A_20_24,Lab_3000mo_A_25_34,Lab_3000mo_A_35_44,Lab_3000mo_A_45_54,Lab_3000mo_A_55_64,Lab_3000mo_A_65_74,Lab_3000mo_A_75ov,Lab_3000mo_Tot,Lab_PINS_A_15_19,Lab_PINS_A_20_24,Lab_PINS_A_25_34,Lab_PINS_A_35_44,Lab_PINS_A_45_54,Lab_PINS_A_55_64,Lab_PINS_A_65_74,Lab_PINS_A_75ov,Lab_PINS_Tot,Lab_Tot_A_15_19,Lab_Tot_A_20_24,Lab_Tot_A_25_34,Lab_Tot_A_35_44,Lab_Tot_A_45_54,Lab_Tot_A_55_64,Lab_Tot_A_65_74,Lab_Tot_A_75ov,Lab_Tot_Tot,OIDNS_NNI_A_15_19,OIDNS_NNI_A_20_24,OIDNS_NNI_A_25_34,OIDNS_NNI_A_35_44,OIDNS_NNI_A_45_54,OIDNS_NNI_A_55_64,OIDNS_NNI_A_65_74,OIDNS_NNI_A_75ov,OIDNS_NNI_T,OIDNS_1_149_A_15_19,OIDNS_1_149_A_20_24,OIDNS_1_149_A_25_34,OIDNS_1_149_A_35_44,OIDNS_1_149_A_45_54,OIDNS_1_149_A_55_64,OIDNS_1_149_A_65_74,OIDNS_1_149_A_75ov,OIDNS_1_149_T,OIDNS_150_299_A_15_19,OIDNS_150_299_A_20_24,OIDNS_150_299_A_25_34,OIDNS_150_299_A_35_44,OIDNS_150_299_A_45_54,OIDNS_150_299_A_55_64,OIDNS_150_299_A_65_74,OIDNS_150_299_A_75ov,OIDNS_150_299_T,OIDNS_300_399_A_15_19,OIDNS_300_399_A_20_24,OIDNS_300_399_A_25_34,OIDNS_300_399_A_35_44,OIDNS_300_399_A_45_54,OIDNS_300_399_A_55_64,OIDNS_300_399_A_65_74,OIDNS_300_399_A_75ov,OIDNS_300_399_T,OIDNS_400_499_A_15_19,OIDNS_400_499_A_20_24,OIDNS_400_499_A_25_34,OIDNS_400_499_A_35_44,OIDNS_400_499_A_45_54,OIDNS_400_499_A_55_64,OIDNS_400_499_A_65_74,OIDNS_400_499_A_75ov,OIDNS_400_499_T,OIDNS_500_649_A_15_19,OIDNS_500_649_A_20_24,OIDNS_500_649_A_25_34
LGA20260,11,41,56,70,56,16,0,264,0,0,0,0,0,3,0,0,9,34,4,3,0,0,0,0,0,45,12,9,11,0,9,8,6,0,47,7,4,5,10,6,10,3,3,51,7,12,4,8,18,16,6,4,74,13,11,28,20,27,26,3,0,126,8,32,31,22,36,29,3,0,159,3,9,19,20,22,21,3,0,96,0,3,7,6,8,10,3,0,46,0,0,3,9,4,0,0,0,20,0,0,3,0,3,3,0,0,13,0,0,0,6,7,0,0,0,13,0,0,3,0,6,0,0,0,17,0,3,0,3,0,0,0,0,10,0,4,5,0,4,4,0,0,16,85,96,124,104,147,136,30,15,741,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,3
LGA20570,127,345,495,643,555,148,18,2372,9,5,8,5,12,3,0,0,42,337,26,14,8,12,14,7,3,415,111,81,31,39,48,59,11,0,371,27,83,45,41,70,71,24,0,361,29,75,60,63,94,80,24,0,431,27,89,104,108,126,115,34,9,617,10,97,140,116,171,123,33,4,688,7,59,134,129,137,99,21,0,573,0,12,80,76,96,76,8,0,348,0,5,25,48,58,39,3,3,181,0,3,23,28,41,23,3,0,125,0,0,16,19,25,22,0,0,86,0,0,7,11,22,3,0,0,50,0,0,3,4,3,3,3,0,16,16,5,8,10,24,20,9,3,99,572,538,699,711,935,755,174,30,4410,7,4,3,3,4,4,0,0,34,18,3,0,3,3,3,0,3,37,8,10,3,4,9,3,4,6,49,3,8,6,0,7,10,3,4,33,4,6,0,5,3,3,7,0,29,0,12,9
LGA20660,80,178,222,312,285,64,10,1183,7,6,5,4,7,4,0,0,30,247,35,9,5,23,11,3,0,328,56,71,27,21,46,44,9,3,284,9,56,47,25,30,48,18,4,244,10,47,39,34,49,62,15,3,262,6,39,55,56,79,88,31,7,357,3,38,80,60,94,92,25,0,404,3,21,61,57,87,51,18,0,306,0,10,41,49,57,49,6,0,229,0,3,30,19,31,22,6,0,116,0,0,10,16,13,16,3,0,57,0,0,4,9,12,0,0,0,32,0,0,6,6,10,0,3,0,28,0,0,0,3,6,3,0,0,16,6,3,14,6,13,10,0,0,46,348,337,433,378,566,504,149,21,2740,3,3,4,7,4,0,0,0,25,13,5,0,5,7,0,0,0,26,3,3,5,3,3,3,0,3,23,0,3,4,3,3,3,0,7,26,0,6,6,10,4,3,5,3,34,0,7,11
LGA20740,7,51,60,110,110,22,7,385,3,0,0,0,0,4,0,0,8,82,3,0,0,3,8,5,0,108,16,13,18,21,17,20,0,3,102,8,25,15,14,26,44,0,0,139,9,18,29,25,28,35,7,3,154,3,9,33,24,44,57,16,3,186,4,23,33,22,46,42,3,0,167,0,10,26,24,34,28,0,0,123,0,7,13,20,22,14,8,0,85,0,0,6,10,10,7,3,0,33,0,0,3,0,3,3,0,0,9,0,0,0,4,0,3,0,0,5,0,0,3,0,3,0,0,0,9,0,0,0,3,4,4,0,0,13,0,3,3,0,8,6,3,0,24,128,113,184,161,251,262,48,15,1160,4,0,0,0,0,0,0,0,8,4,0,0,3,3,0,0,0,10,0,0,0,0,3,0,0,0,11,0,0,0,0,0,3,0,0,10,0,0,0,0,4,4,3,0,16,0,0,4
LGA20830,59,161,141,197,196,60,3,833,14,0,0,0,7,0,0,0,21,167,14,7,7,22,8,6,0,228,56,26,13,15,26,25,5,0,172,17,24,19,23,28,28,4,3,139,13,19,33,31,36,39,9,7,190,11,45,79,38,49,48,12,3,281,10,61,66,68,81,43,9,5,337,9,43,46,61,56,46,11,0,270,0,9,40,31,35,34,9,3,155,0,5,18,18,19,17,3,0,77,0,0,9,9,11,9,0,0,42,0,0,6,6,3,4,0,0,26,0,0,3,12,14,11,0,0,43,0,0,6,0,0,3,0,0,14,9,0,4,9,4,8,0,0,32,311,256,357,333,374,307,75,17,2029,0,0,4,3,0,0,0,0,11,3,3,0,0,3,0,0,0,16,0,0,5,3,0,0,0,0,14,0,0,3,3,3,3,3,0,20,3,3,5,0,3,0,3,0,19,0,0,3
LGA20910,60,129,157,193,180,46,5,778,5,0,0,0,3,5,0,0,20,136,28,13,3,7,9,0,0,201,31,32,29,9,19,24,5,4,154,17,42,35,26,30,27,10,3,189,7,36,43,15,23,49,9,4,182,9,28,51,23,43,40,20,0,214,5,27,50,33,46,45,20,0,221,0,23,39,34,54,41,11,0,212,3,13,25,29,46,28,15,0,164,0,0,15,10,12,14,5,0,56,0,0,9,7,26,7,0,0,51,0,0,0,4,4,0,0,0,15,0,0,0,0,12,4,0,0,21,0,0,0,3,5,5,0,0,17,3,0,8,3,5,6,8,0,31,207,245,323,210,330,299,111,16,1740,3,0,5,4,0,5,4,0,25,5,3,3,3,0,3,3,3,18,0,3,3,3,0,3,0,0,12,0,5,3,0,3,4,0,3,19,0,0,3,3,7,4,3,3,25,0,3,6
LGA21010,25,37,51,93,84,14,0,306,0,0,0,0,3,5,0,0,5,31,4,3,0,7,6,0,0,53,14,8,4,3,13,8,0,0,62,4,7,4,10,11,11,3,0,55,3,9,7,6,18,22,6,0,65,0,13,12,19,23,23,11,0,90,0,17,16,19,20,25,6,0,104,0,3,14,15,15,22,3,0,73,0,4,6,10,12,10,3,0,48,0,0,0,5,10,4,0,0,20,0,0,0,6,3,3,0,0,14,0,0,3,0,0,3,0,0,7,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,0,3,0,3,4,0,3,14,67,64,79,93,133,138,38,11,619,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0
LGA21110,124,188,182,253,216,84,10,1087,10,12,7,5,3,3,0,0,41,231,60,27,24,20,24,13,0,392,80,104,77,27,41,40,6,5,385,26,103,96,48,59,44,24,10,403,11,102,106,59,64,59,29,6,426,9,66,105,70,90,78,24,3,445,6,48,105,81,79,79,28,0,425,4,18,88,67,81,61,18,3,344,3,15,52,41,53,52,15,0,235,4,3,26,31,45,10,5,0,137,0,4,12,21,24,13,7,0,82,0,0,7,19,9,8,3,0,43,0,0,9,17,15,10,0,0,50,0,0,0,3,5,5,3,0,23,4,6,5,3,21,5,4,0,51,396,540,734,511,599,493,185,27,3488,3,8,6,13,13,4,7,0,51,9,7,6,5,10,0,0,0,37,7,12,10,6,3,5,8,0,49,3,15,9,16,11,3,4,3,57,0,14,14,7,9,12,6,4,61,0,13,26
LGA21180,577,1875,1858,2015,1410,239,11,8078,22,7,5,14,5,8,0,0,61,329,49,16,15,18,10,4,0,451,142,104,58,56,47,72,30,0,513,46,118,90,73,92,94,29,0,538,28,104,111,88,120,99,23,5,585,28,141,213,166,196,157,45,7,938,21,147,330,283,311,206,36,3,1346,7,79,279,260,242,176,29,3,1069,3,40,196,201,173,134,14,0,759,0,21,82,85,93,60,13,0,354,0,6,46,51,44,23,8,0,181,0,0,25,44,28,15,3,0,112,0,0,30,43,21,11,3,0,109,0,0,5,8,9,4,0,0,26,15,16,30,33,30,23,11,3,163,647,825,1508,1423,1439,1100,256,20,7212,8,3,9,9,8,3,0,0,38,15,13,7,3,0,0,3,0,50,10,9,0,15,8,4,3,3,47,3,12,17,14,13,13,8,5,88,3,15,21,17,9,3,0,0,83,0,15,25
LGA21270,10,14,26,39,53,6,3,150,4,0,0,0,0,0,0,0,7,33,0,0,0,3,6,0,0,46,3,3,0,3,5,4,3,0,26,0,0,0,4,7,4,3,0,18,0,0,3,5,14,10,0,0,30,3,6,4,3,5,10,3,0,38,0,9,3,3,4,12,0,0,34,0,3,8,9,9,10,0,0,40,0,0,5,3,3,7,0,0,16,0,0,0,0,3,4,0,0,5,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51,26,35,34,54,68,15,6,295,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0
LGA21370,45,102,161,293,292,77,3,988,12,0,0,4,3,12,3,0,34,119,9,6,6,15,7,0,0,162,31,16,14,26,9,21,6,0,123,11,15,16,17,40,49,11,0,165,8,16,22,27,44,38,20,0,170,18,28,40,36,67,67,14,3,268,8,49,62,51,77,63,12,5,320,7,51,80,66,75,72,6,0,355,3,25,59,47,62,58,3,3,254,0,9,26,26,26,31,0,0,123,0,0,14,28,30,17,5,0,92,0,0,12,12,23,6,0,0,56,0,0,0,16,12,9,0,4,35,0,0,0,3,3,9,0,0,13,10,0,0,14,16,5,0,0,52,232,228,348,371,497,446,93,18,2223,0,0,0,0,5,0,0,0,11,3,0,0,0,0,0,0,0,10,0,3,0,0,3,0,0,0,9,0,0,0,0,3,3,8,4,23,5,0,3,3,0,3,3,5,22,0,3,4
LGA21450,96,259,259,368,338,94,7,1463,11,7,7,9,3,4,0,0,35,276,22,15,3,20,13,4,0,347,62,48,30,22,29,20,4,0,228,32,37,32,33,31,22,14,0,206,11,37,35,40,44,24,10,0,210,27,45,67,59,67,44,26,0,342,21,79,95,66,98,50,9,0,420,6,54,91,76,102,62,11,0,410,7,17,61,44,54,41,7,0,239,0,11,35,32,30,26,3,0,132,0,0,20,28,24,13,0,0,84,0,0,0,15,7,4,0,0,32,0,0,10,8,8,3,0,0,32,0,0,3,0,3,4,0,3,18,8,3,9,11,6,8,0,0,46,454,357,517,453,533,338,103,11,2762,3,0,0,3,4,3,0,0,16,10,0,3,5,5,7,0,0,29,5,0,3,0,5,0,0,0,14,0,3,0,0,4,3,3,0,20,0,3,3,0,3,6,0,0,18,0,3,4
LGA21610,283,826,782,941,722,140,10,3785,31,10,7,15,8,6,4,0,78,536,52,27,24,24,27,9,0,693,185,110,52,62,94,65,20,4,589,50,97,99,68,67,77,28,10,496,45,123,98,99,134,114,36,6,661,37,116,169,165,210,152,46,13,901,32,136,270,224,255,170,37,5,1121,5,103,226,203,204,152,22,0,921,3,47,129,118,118,106,15,3,540,0,19,65,62,54,35,3,0,241,3,14,52,35,42,22,0,3,172,0,3,31,38,28,14,3,0,108,0,3,18,22,12,0,0,0,64,4,0,4,5,3,3,0,3,26,20,18,23,21,27,20,8,3,130,957,850,1279,1153,1271,977,215,42,6750,3,4,8,8,17,7,0,0,47,25,3,6,8,5,0,3,0,48,4,8,9,3,4,6,6,0,42,7,9,13,6,3,4,4,0,39,0,3,12,0,11,8,3,4,45,4,16,24
LGA21670,5,33,50,76,61,8,0,241,3,0,3,0,0,0,0,0,4,37,3,3,0,3,0,0,0,51,12,9,4,6,14,17,0,0,62,4,7,10,6,17,11,5,0,57,0,8,11,14,14,18,0,3,68,4,12,11,20,19,26,7,0,110,0,11,18,17,45,33,8,5,128,3,4,11,15,21,16,0,0,78,0,4,8,3,8,5,0,0,30,0,0,4,3,0,0,0,0,8,0,0,0,0,3,5,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5,3,7,4,0,0,18,66,63,91,83,154,139,27,10,626,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0
LGA21750,39,106,129,149,116,24,3,580,3,0,4,5,0,0,0,0,10,69,3,4,3,8,6,3,0,91,19,12,16,13,19,16,7,0,94,10,14,16,17,18,17,8,0,101,15,14,27,11,22,18,9,3,113,12,27,43,29,47,31,10,0,195,5,44,61,34,35,29,3,0,225,9,35,59,39,49,30,3,0,219,0,23,48,33,26,20,0,0,148,0,5,16,24,15,3,0,0,61,0,0,4,3,0,0,5,0,12,0,0,0,5,3,0,0,0,15,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,6,4,3,0,6,3,0,0,28,147,174,289,221,246,177,50,9,1317,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,10,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,3,0,0,4,0,7,0,0,0
LGA21830,27,57,75,103,77,31,3,388,4,4,0,0,0,0,0,0,11,67,4,4,0,0,10,0,0,91,12,6,9,8,9,14,6,0,73,6,15,11,9,9,17,3,0,70,3,12,16,10,14,10,7,0,81,4,23,21,17,18,24,5,0,115,3,18,26,19,20,15,6,0,116,0,22,25,25,30,24,5,0,128,5,7,22,20,26,18,4,0,100,0,4,4,14,11,3,0,0,33,0,3,3,10,9,9,3,0,33,0,0,7,6,11,3,0,0,27,0,0,0,3,3,8,0,0,16,0,0,0,0,0,3,0,0,7,4,5,7,3,3,4,0,0,26,117,122,158,152,174,156,43,3,928,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,3,0,0,3,5,0,0,5,0,13,0,0,5
LGA21890,247,592,581,802,630,128,17,3056,18,4,3,0,7,4,0,0,39,241,51,10,13,13,9,8,0,351,79,93,68,39,36,35,13,6,366,19,97,72,34,54,50,17,7,355,19,92,100,54,69,66,13,3,419,13,62,132,92,117,107,30,0,558,4,82,162,125,162,119,14,0,663,7,57,137,79,141,90,16,0,520,4,13,71,64,72,51,12,0,287,0,5,28,37,43,21,3,0,136,0,4,21,21,26,20,4,0,98,0,0,19,19,12,9,0,0,59,0,0,6,14,7,13,3,0,53,0,0,3,3,3,0,4,0,16,8,11,13,15,15,15,3,0,78,411,575,841,616,770,608,144,20,3989,3,5,5,10,7,0,0,0,30,9,6,5,3,4,0,0,0,24,8,7,9,3,3,6,0,0,34,3,3,15,6,6,5,3,3,40,0,3,6,14,7,3,4,0,44,0,15,10
LGA22110,52,119,154,246,209,71,9,882,16,3,0,4,8,8,4,0,42,111,9,8,11,15,17,3,0,167,26,15,15,14,29,31,8,0,147,25,21,20,33,31,45,14,0,194,9,19,32,28,41,48,21,5,210,7,27,62,48,80,77,22,5,328,13,39,75,53,84,71,11,5,344,4,21,48,59,86,63,15,0,298,0,10,43,33,57,49,4,0,199,0,3,21,14,14,9,0,0,56,0,0,6,3,9,13,0,0,32,0,0,5,7,3,3,3,0,17,0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,10,4,6,3,5,10,9,4,0,35,212,177,337,319,469,452,113,16,2095,3,0,3,0,3,7,0,0,16,14,0,0,0,0,0,0,0,13,0,0,0,4,0,5,0,3,16,0,0,3,0,3,3,3,7,23,0,0,0,3,3,6,5,0,19,4,0,3
LGA22170,192,350,393,555,465,129,9,2155,15,3,4,0,7,3,0,0,36,332,33,16,9,18,12,9,0,432,100,59,41,39,34,44,8,9,333,35,53,36,34,50,48,25,4,276,33,55,50,54,58,67,13,4,343,30,80,83,105,121,110,38,8,577,24,85,124,131,146,100,27,0,645,3,52,116,76,130,90,21,3,488,0,27,75,90,115,59,13,6,388,0,12,46,38,48,16,4,0,164,0,7,21,24,27,8,0,0,92,0,3,12,10,18,6,0,0,50,0,0,18,21,14,5,4,0,67,0,0,3,3,5,0,0,0,19,9,9,10,10,17,21,3,0,79,583,483,658,660,813,594,166,31,3988,0,3,5,7,10,3,0,0,34,13,0,3,3,4,0,0,0,26,4,9,13,8,6,0,3,0,40,5,12,6,7,3,3,3,0,44,0,3,3,3,6,7,3,3,33,0,3,0
LGA22250,10,41,47,54,64,21,7,250,3,0,0,0,0,0,0,0,5,29,3,3,3,3,4,0,0,40,4,3,0,7,6,9,4,0,33,10,7,3,0,14,12,0,0,43,0,0,3,7,8,14,6,3,42,3,7,19,12,24,16,8,0,86,4,6,15,17,20,19,3,0,87,0,7,14,19,21,15,0,0,71,0,0,14,7,8,15,0,0,44,0,4,3,0,3,4,0,0,19,0,0,0,0,0,3,0,0,6,0,0,3,0,0,0,0,0,6,0,0,0,0,5,0,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,9,54,38,78,75,114,105,36,4,507,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,7,0,0,0
LGA22310,67,151,132,198,212,64,12,851,15,3,4,0,3,0,0,0,34,182,31,23,8,15,9,11,4,282,60,71,34,23,24,33,16,4,264,23,70,51,32,30,34,12,5,250,8,51,60,27,36,43,21,6,248,8,45,71,45,54,58,20,3,301,9,52,111,54,60,50,25,4,366,0,27,78,69,53,47,14,0,286,4,9,33,38,44,45,5,3,184,0,6,25,19,18,23,7,0,97,0,3,28,16,16,10,3,0,75,0,0,4,14,21,6,0,0,48,0,4,14,12,16,8,0,0,46,0,3,7,3,3,0,0,0,19,11,0,16,13,5,4,5,0,52,313,376,553,380,391,368,128,32,2544,3,0,5,6,4,4,4,0,34,13,9,4,0,3,3,0,0,31,3,7,4,4,0,3,0,0,27,0,7,9,6,3,7,0,0,33,0,5,6,6,8,4,4,7,37,3,8,12
LGA22410,34,133,143,264,178,36,0,798,6,3,0,0,3,0,0,0,16,69,3,3,8,3,4,3,0,84,15,9,13,12,15,9,4,0,76,3,13,8,14,21,16,7,3,86,12,12,9,10,27,19,7,0,86,12,10,23,17,30,24,6,0,129,3,20,22,24,27,23,8,0,132,0,12,24,16,35,22,4,3,123,0,10,11,15,26,13,4,0,83,0,0,0,6,10,11,3,0,33,0,0,0,4,12,3,3,0,26,0,0,3,4,6,9,0,0,23,0,0,0,3,10,6,0,0,20,0,0,0,3,3,0,0,0,8,0,3,3,3,3,9,5,0,28,125,94,126,138,228,179,50,5,943,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,8,0,0,0
LGA22490,10,39,50,58,38,14,0,214,0,0,0,0,0,4,0,0,7,24,6,3,0,0,0,0,0,36,4,9,4,0,5,5,7,0,44,9,4,3,9,9,10,0,3,43,3,6,5,7,11,12,7,0,55,5,13,13,12,10,6,0,0,67,4,15,18,18,19,14,3,0,83,0,5,17,12,21,11,4,0,71,0,4,11,17,12,14,3,0,60,0,0,0,3,4,3,0,0,12,0,0,3,3,0,0,0,0,13,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,49,69,79,88,99,82,25,8,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0
LGA22620,181,453,491,692,583,125,8,2600,24,7,5,3,4,8,0,0,44,395,25,13,11,21,24,3,0,496,104,74,39,27,55,49,25,5,373,58,76,65,65,57,72,22,3,416,24,73,86,52,85,97,22,6,447,32,92,113,123,159,121,28,5,666,17,136,215,161,177,169,17,8,897,8,82,167,135,129,125,15,3,660,0,38,88,68,81,64,9,0,352,0,8,25,51,33,27,0,0,151,0,3,18,30,26,15,3,0,101,0,3,5,7,11,3,7,0,32,0,0,8,4,7,3,0,0,28,0,0,0,3,0,3,0,0,16,13,8,9,4,19,19,0,0,75,666,636,857,746,872,796,150,27,4750,4,0,7,5,0,7,3,0,26,18,4,5,6,0,0,0,0,33,4,7,3,4,0,7,3,0,24,6,11,4,6,0,9,5,5,44,0,0,7,3,4,7,7,4,42,0,7,11
LGA22670,942,2745,3127,3541,2618,428,24,13588,19,20,12,19,8,6,0,0,85,264,66,29,34,33,27,3,0,453,141,133,94,70,87,68,21,3,625,67,129,122,99,109,100,26,9,658,49,130,168,97,152,109,40,5,751,51,170,275,244,290,218,49,6,1304,50,300,536,532,584,369,83,0,2446,12,216,518,441,506,331,59,0,2083,11,82,275,315,301,210,25,0,1222,0,18,128,134,132,99,10,0,527,3,6,68,78,90,40,12,0,303,0,4,52,39,46,25,3,0,170,3,5,29,53,40,18,0,0,149,0,0,14,11,8,0,3,0,40,9,22,43,35,39,23,11,3,192,682,1315,2361,2206,2424,1651,348,29,11009,9,6,13,14,16,10,4,3,75,20,4,7,5,4,6,3,3,57,13,14,15,9,16,11,7,0,76,3,12,21,14,18,9,10,3,87,6,15,21,23,17,8,6,4,104,4,17,31
LGA22750,403,923,1005,1410,1261,263,18,5410,39,7,4,6,7,4,0,0,81,759,89,39,22,44,45,15,0,1011,201,180,70,79,93,128,27,4,775,65,146,91,114,132,157,52,6,759,37,157,110,113,171,179,67,13,853,36,180,177,191,253,234,71,9,1158,26,185,274,251,328,259,60,0,1390,22,131,258,219,298,244,41,0,1215,0,57,188,196,187,169,24,8,825,3,12,83,90,101,58,19,0,366,3,10,53,55,50,36,3,0,209,0,3,39,31,36,10,0,0,128,0,3,34,40,34,23,3,0,133,0,0,10,7,17,3,3,0,43,20,26,9,42,47,39,7,3,189,1214,1196,1442,1460,1797,1587,384,51,9138,16,3,10,7,13,4,0,0,54,37,5,7,13,4,3,0,0,71,10,11,12,11,11,13,5,5,77,4,4,10,10,4,9,4,10,54,6,7,14,12,19,14,9,6,78,4,11,13
