SA2_MAINCODE_2016,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_Turkey_E,P_Turkey_OM_IE,P_Turkey_OM_UIE,P_Turkey_CFW,P_Turkey_ES_NS,P_Turkey_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Zimbabwe_E,P_Zimbabwe_OM_IE,P_Zimbabwe_OM_UIE,P_Zimbabwe_CFW,P_Zimbabwe_ES_NS,P_Zimbabwe_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
101041018,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,6,17,5,0,55,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,30,6,3,0,0,32,10,0,3,0,0,15,777,100,226,29,18,1149
101041019,25,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,16,0,0,0,0,0,0,166,8,25,0,0,199,24,0,0,0,0,26,3,0,0,0,0,5,3,0,0,0,0,3,54,0,7,0,0,65,111,3,7,4,7,121,4354,262,359,66,61,5098
101041020,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,30,6,0,65,4,0,0,3,0,6,0,0,0,0,0,3,0,0,0,0,0,0,9,0,6,3,0,17,7,3,16,3,6,38,627,125,456,151,30,1390
101041021,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,5,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,13,0,0,3,0,14,514,48,106,13,7,693
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10
101041023,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,30,0,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,0,0,18,37,0,0,0,7,42,1069,86,102,36,35,1327
101041024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,3,0,30,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,11,9,0,4,0,0,12,410,74,178,53,15,733
101041025,21,3,0,0,5,21,3,0,0,0,0,4,6,0,0,0,0,6,6,0,3,0,0,7,0,0,0,0,0,0,4,0,3,0,0,8,0,0,0,0,0,0,107,18,30,0,0,154,4,3,5,0,0,13,4,0,0,0,0,4,0,0,3,0,0,3,38,12,14,0,0,63,66,4,10,0,5,83,2627,361,464,67,64,3585
101041026,11,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14,4,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,134,14,23,5,4,174,7,0,6,0,0,16,0,0,4,3,0,7,3,0,0,0,0,3,33,5,5,0,0,43,65,3,14,6,0,92,2684,175,359,56,41,3318
101041027,13,0,0,0,0,13,0,0,0,0,0,3,3,0,0,0,0,5,6,3,3,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,76,9,24,6,0,110,12,0,6,0,0,10,4,0,0,0,0,8,3,0,0,3,0,6,28,4,7,4,0,45,54,6,21,3,5,82,1688,204,446,91,43,2475
101051539,85,0,4,3,0,96,5,0,0,0,0,5,7,3,0,0,0,11,21,0,0,0,0,23,18,0,0,0,0,23,20,0,0,0,0,23,15,0,0,0,0,11,201,12,14,7,7,237,15,0,3,0,0,20,42,5,6,0,0,50,15,0,0,0,0,13,271,9,17,5,0,307,143,8,17,0,6,171,8377,497,640,120,105,9744
101051540,12,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,50,18,21,14,0,104,12,0,0,0,0,13,9,0,4,0,0,15,0,0,0,0,0,0,50,3,8,5,3,69,32,5,15,13,3,63,1606,237,511,283,47,2679
101061541,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,12,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,51,3,3,0,0,60,3,0,3,0,0,7,9,0,0,0,0,14,0,0,0,0,0,0,50,0,3,0,0,58,23,3,3,0,0,26,1487,135,220,51,26,1922
101061542,9,0,0,0,0,12,3,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,6,6,0,0,0,0,6,5,0,0,0,0,5,3,0,0,0,0,3,39,11,16,17,0,86,5,0,3,0,0,12,12,0,0,0,0,10,0,0,0,0,0,0,60,5,9,5,3,80,21,0,5,0,3,32,1003,219,399,207,26,1856
101061543,14,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,7,6,0,0,0,0,6,4,0,0,0,0,4,59,4,10,3,0,77,8,0,3,0,0,8,9,0,0,0,0,10,6,0,0,0,0,6,80,8,10,3,0,96,65,3,12,3,0,84,2669,268,338,116,44,3432
101061544,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,25,3,7,4,0,40,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,43,0,0,0,3,50,21,0,14,0,3,36,1013,135,354,166,33,1693
102011028,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,37,23,32,3,0,98,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,0,0,31,7,5,5,0,0,11,585,180,271,43,15,1094
102011029,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,22,25,6,0,97,3,0,4,0,0,11,0,0,0,0,0,0,5,0,0,0,0,5,7,4,9,4,0,27,7,5,5,3,0,28,701,223,339,60,12,1339
102011030,44,0,0,0,0,45,4,0,0,0,0,8,0,0,0,0,0,0,26,4,5,0,0,40,10,0,0,0,0,7,5,0,0,0,0,7,3,0,0,0,0,3,210,27,16,3,0,259,19,0,0,0,0,15,16,0,3,0,0,21,3,0,0,0,0,3,137,16,11,0,0,156,63,5,10,0,0,82,4382,348,378,101,59,5266
102011031,59,6,0,0,0,66,9,0,0,0,0,4,4,0,0,0,0,6,59,10,10,0,0,79,4,3,0,0,0,7,21,0,0,3,0,20,8,3,5,0,0,14,411,55,46,5,7,533,41,10,5,0,0,52,29,3,4,0,0,31,10,0,0,0,0,11,156,21,23,3,0,203,87,5,5,0,4,102,7955,687,586,101,87,9410
102011032,121,6,4,5,0,134,15,6,7,0,0,23,8,0,0,0,0,11,124,15,16,0,0,148,34,3,6,0,0,42,30,0,3,3,0,35,0,0,0,0,0,5,915,71,68,14,7,1070,73,3,4,0,0,77,26,4,5,0,0,41,22,0,0,0,0,22,354,29,22,4,7,417,221,17,13,0,13,265,16472,975,873,142,161,18623
102011033,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,63,4,11,0,0,85,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,3,7,0,0,25,12,0,0,0,0,14,1117,75,111,10,12,1321
102011034,4,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,11,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,17,16,0,0,120,6,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,28,3,3,0,0,33,22,4,7,0,4,31,1748,156,212,36,34,2186
102011035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,3,3,0,27,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,15,0,3,0,0,26,4,0,0,0,0,8,483,66,99,14,3,658
102011036,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,6,0,0,0,0,6,7,0,0,0,0,12,0,0,0,0,0,0,118,14,11,5,0,153,11,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,28,3,13,3,0,47,26,0,3,0,5,35,2314,130,166,33,29,2663
102011037,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,11,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,30,11,12,0,0,48,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,0,27,13,0,3,0,0,16,604,87,133,22,3,849
102011038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,4,0,0,5,0,0,0,0,0,0,18,9,21,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,10,9,3,0,0,0,16,362,117,175,26,16,698
102011039,13,0,0,0,0,12,3,0,0,0,0,9,0,0,0,0,0,0,16,6,10,0,0,34,0,0,0,0,0,3,21,3,3,0,0,26,0,0,0,0,0,0,104,31,41,6,3,185,11,6,4,0,0,16,0,0,0,0,0,0,5,0,0,0,0,5,39,12,14,3,0,70,25,0,3,0,0,36,1929,361,453,75,28,2838
102011040,20,3,0,0,0,27,6,0,0,0,0,6,0,0,0,0,0,3,7,0,3,0,0,8,0,0,0,0,0,0,21,5,5,0,0,26,0,0,0,0,0,3,106,37,50,4,4,195,9,0,6,0,0,16,0,0,0,0,0,3,0,0,0,0,0,3,38,14,16,4,0,70,45,6,14,3,3,67,2578,327,585,98,57,3644
102011041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,15,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,52,18,21,0,3,102,0,0,4,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,22,3,8,0,0,36,12,0,3,0,3,18,950,206,292,34,20,1511
102011042,17,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,9,0,3,0,0,15,7,0,0,0,0,7,11,0,3,0,0,14,0,0,0,0,0,0,124,17,25,3,3,167,12,0,0,0,0,13,4,0,4,0,0,5,7,0,0,0,0,7,43,6,6,0,0,60,40,5,3,5,3,57,3208,240,319,48,39,3858
102011043,36,0,0,0,0,36,3,0,0,0,0,3,0,0,3,0,0,3,6,3,5,0,0,13,0,0,0,0,0,0,14,0,0,3,0,17,0,0,0,0,0,0,102,10,13,3,3,128,4,0,0,0,0,4,5,0,3,4,0,14,6,0,0,0,0,7,42,3,10,0,0,58,33,0,4,0,3,39,2098,117,241,31,20,2516
102021044,33,0,0,0,0,33,3,0,0,0,0,3,0,0,0,0,0,0,11,0,3,0,0,12,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,158,19,35,3,5,216,8,3,0,0,0,10,7,0,0,0,3,10,3,0,0,0,0,3,42,8,9,0,0,55,59,0,10,3,9,78,3209,281,423,53,53,4019
102021045,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,26,3,3,0,0,29,5,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,18,6,12,0,0,38,17,0,4,0,0,22,664,59,146,20,7,898
102021046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,29,6,7,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,10,9,0,0,0,3,15,673,90,160,21,16,961
102021047,56,0,0,0,0,54,3,0,0,0,0,3,4,0,4,0,0,4,28,7,3,0,0,36,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,172,27,33,3,4,233,12,0,0,0,0,11,7,0,0,0,0,8,9,0,0,0,0,9,96,13,7,4,0,121,42,0,7,4,3,60,4066,347,423,70,50,4953
102021048,36,3,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,17,4,0,0,0,0,4,14,0,3,3,0,19,0,0,0,0,0,0,118,8,23,3,0,154,7,0,3,0,0,9,3,0,3,0,0,3,3,4,0,0,0,7,43,5,8,3,0,64,50,3,5,0,6,64,3492,229,346,46,48,4157
102021049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,9,3,3,39,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,9,0,0,0,0,9,533,99,105,34,10,790
102021050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,48,0,9,0,3,60,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,0,0,20,19,5,0,4,0,27,1452,118,157,34,32,1793
102021051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,83,17,9,4,0,109,12,0,0,0,0,10,0,0,0,0,0,3,3,0,0,0,0,3,36,0,4,3,0,39,33,3,9,0,0,45,1667,153,143,34,11,2007
102021052,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,5,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,3,0,0,0,0,6,265,68,93,26,3,454
102021053,24,0,0,0,0,25,4,0,3,0,0,5,0,0,0,0,0,0,7,0,3,0,0,11,3,0,0,0,0,3,17,3,5,0,0,26,0,0,0,0,0,0,83,14,18,4,0,122,9,0,0,0,0,8,10,0,0,0,0,8,0,3,0,0,0,7,36,7,9,3,0,56,45,3,4,5,3,64,2384,325,378,80,48,3209
102021054,23,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,7,0,0,0,0,7,12,0,0,0,0,16,0,0,0,0,0,0,71,4,11,0,0,81,4,0,0,0,0,7,0,0,8,3,0,9,0,0,0,0,0,0,15,0,4,3,0,29,23,8,9,5,0,48,1654,156,264,45,29,2157
102021055,51,8,0,0,0,57,3,0,0,0,0,3,3,0,0,0,0,4,36,3,4,0,0,38,3,0,0,0,0,7,17,0,0,0,3,19,0,0,0,0,0,0,360,27,16,3,4,408,27,0,0,0,0,28,15,3,3,0,0,21,20,0,0,0,0,20,129,17,16,3,4,164,112,4,4,0,5,127,8226,515,326,62,87,9214
102021056,43,0,0,0,0,54,3,0,0,0,0,3,4,0,0,0,0,8,31,7,5,0,0,38,13,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,4,243,17,18,4,0,281,14,3,0,0,0,23,9,0,0,0,0,15,10,0,0,0,0,11,130,12,4,4,5,153,93,4,13,0,3,117,5543,317,381,66,58,6375
102021057,36,4,0,0,0,38,0,0,0,0,0,0,4,0,0,0,0,4,22,0,0,0,0,22,6,0,0,0,0,6,10,0,4,0,0,18,0,0,0,0,0,0,196,10,12,3,0,227,14,0,0,0,0,15,12,5,3,0,0,15,4,0,0,0,0,3,67,6,4,0,0,80,73,9,6,3,3,92,4499,281,242,55,56,5129
103011058,57,0,0,0,0,65,4,0,0,0,0,6,7,0,3,0,0,7,42,4,0,0,0,49,16,0,3,0,0,23,28,3,5,0,0,35,0,0,0,0,0,0,260,15,28,9,10,312,33,3,3,0,0,43,18,3,3,0,0,26,9,0,0,0,0,10,142,5,20,0,0,169,138,19,19,0,12,183,10975,641,784,162,145,12705
103011059,31,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,8,5,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,67,0,4,0,0,75,8,0,0,0,0,8,3,0,0,0,0,8,0,0,0,0,0,0,44,0,3,0,0,47,48,0,6,0,0,54,3006,220,232,60,36,3550
103011060,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,7,5,0,40,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,16,16,3,7,6,0,35,575,129,326,169,23,1223
103011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,38,3,3,9,0,54,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,7,22,0,3,3,0,32,47,6,7,4,3,61,1609,105,228,113,33,2091
103021062,16,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,8,3,3,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,49,8,10,10,7,85,1645,158,432,233,57,2530
103021063,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,51,4,4,0,3,57,10,0,0,0,0,11,0,0,0,0,0,3,4,0,0,0,0,4,17,4,6,3,0,22,68,10,5,5,0,89,3008,187,399,74,72,3738
103021064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,8,4,0,32,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,18,3,9,6,0,44,868,99,401,172,34,1570
103021065,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,33,7,14,12,0,61,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,15,0,3,0,0,17,67,6,12,13,8,106,2925,218,565,197,80,3992
103021066,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,16,0,6,3,0,25,662,84,336,121,31,1229
103021067,21,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,13,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,49,12,7,0,0,62,6,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,20,3,3,3,0,30,51,6,12,3,12,86,3430,236,288,59,61,4071
103021068,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,23,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,11,16,3,16,6,0,41,854,63,299,173,28,1422
