SA2_MAINCODE_2016,HQ_NNI_Mng,HQ_NNI_Pro,HQ_NNI_TecTW,HQ_NNI_CoPSW,HQ_NNI_ClAW,HQ_NNI_SWks,HQ_NNI_MaOpDv,HQ_NNI_Lab,HQ_NNI_IDNS,HQ_NNI_Tot,HQ_1_149_Mng,HQ_1_149_Pro,HQ_1_149_TecTW,HQ_1_149_CoPSW,HQ_1_149_ClAW,HQ_1_149_SWks,HQ_1_149_MaOpDv,HQ_1_149_Lab,HQ_1_149_IDNS,HQ_1_149_Tot,HQ_150_299_Mng,HQ_150_299_Pro,HQ_150_299_TecTW,HQ_150_299_CoPSW,HQ_150_299_ClAW,HQ_150_299_SWks,HQ_150_299_MaOpDv,HQ_150_299_Lab,HQ_150_299_IDNS,HQ_150_299_Tot,HQ_300_399_Mng,HQ_300_399_Pro,HQ_300_399_TecTW,HQ_300_399_CoPSW,HQ_300_399_ClAW,HQ_300_399_SWks,HQ_300_399_MaOpDv,HQ_300_399_Lab,HQ_300_399_IDNS,HQ_300_399_Tot,HQ_400_499_Mng,HQ_400_499_Pro,HQ_400_499_TecTW,HQ_400_499_CoPSW,HQ_400_499_ClAW,HQ_400_499_SWks,HQ_400_499_MaOpDv,HQ_400_499_Lab,HQ_400_499_IDNS,HQ_400_499_Tot,HQ_500_649_Mng,HQ_500_649_Pro,HQ_500_649_TecTW,HQ_500_649_CoPSW,HQ_500_649_ClAW,HQ_500_649_SWks,HQ_500_649_MaOpDv,HQ_500_649_Lab,HQ_500_649_IDNS,HQ_500_649_Tot,HQ_650_799_Mng,HQ_650_799_Pro,HQ_650_799_TecTW,HQ_650_799_CoPSW,HQ_650_799_ClAW,HQ_650_799_SWks,HQ_650_799_MaOpDv,HQ_650_799_Lab,HQ_650_799_IDNS,HQ_650_799_Tot,HQ_800_999_Mng,HQ_800_999_Pro,HQ_800_999_TecTW,HQ_800_999_CoPSW,HQ_800_999_ClAW,HQ_800_999_SWks,HQ_800_999_MaOpDv,HQ_800_999_Lab,HQ_800_999_IDNS,HQ_800_999_Tot,HQ_1000_1249_Mng,HQ_1000_1249_Pro,HQ_1000_1249_TecTW,HQ_1000_1249_CoPSW,HQ_1000_1249_ClAW,HQ_1000_1249_SWks,HQ_1000_1249_MaOpDv,HQ_1000_1249_Lab,HQ_1000_1249_IDNS,HQ_1000_1249_Tot,HQ_1250_1499_Mng,HQ_1250_1499_Pro,HQ_1250_1499_TecTW,HQ_1250_1499_CoPSW,HQ_1250_1499_ClAW,HQ_1250_1499_SWks,HQ_1250_1499_MaOpDv,HQ_1250_1499_Lab,HQ_1250_1499_IDNS,HQ_1250_1499_Tot,HQ_1500_1749_Mng,HQ_1500_1749_Pro,HQ_1500_1749_TecTW,HQ_1500_1749_CoPSW,HQ_1500_1749_ClAW,HQ_1500_1749_SWks,HQ_1500_1749_MaOpDv,HQ_1500_1749_Lab,HQ_1500_1749_IDNS,HQ_1500_1749_Tot,HQ_1750_1999_Mng,HQ_1750_1999_Pro,HQ_1750_1999_TecTW,HQ_1750_1999_CoPSW,HQ_1750_1999_ClAW,HQ_1750_1999_SWks,HQ_1750_1999_MaOpDv,HQ_1750_1999_Lab,HQ_1750_1999_IDNS,HQ_1750_1999_Tot,HQ_2000_2999_Mng,HQ_2000_2999_Pro,HQ_2000_2999_TecTW,HQ_2000_2999_CoPSW,HQ_2000_2999_ClAW,HQ_2000_2999_SWks,HQ_2000_2999_MaOpDv,HQ_2000_2999_Lab,HQ_2000_2999_IDNS,HQ_2000_2999_Tot,HQ_3000mo_Mng,HQ_3000mo_Pro,HQ_3000mo_TecTW,HQ_3000mo_CoPSW,HQ_3000mo_ClAW,HQ_3000mo_SWks,HQ_3000mo_MaOpDv,HQ_3000mo_Lab,HQ_3000mo_IDNS,HQ_3000mo_Tot,HQ_PINS_Mng,HQ_PINS_Pro,HQ_PINS_TecTW,HQ_PINS_CoPSW,HQ_PINS_ClAW,HQ_PINS_SWks,HQ_PINS_MaOpDv,HQ_PINS_Lab,HQ_PINS_IDNS,HQ_PINS_Tot,HQ_Tot_Mng,HQ_Tot_Pro,HQ_Tot_TecTW,HQ_Tot_CoPSW,HQ_Tot_ClAW,HQ_Tot_SWks,HQ_Tot_MaOpDv,HQ_Tot_Lab,HQ_Tot_IDNS,HQ_Tot_Tot,CL_nfd_NNI_Mng,CL_nfd_NNI_Pro,CL_nfd_NNI_TecTW,CL_nfd_NNI_CoPSW,CL_nfd_NNI_ClAW,CL_nfd_NNI_SWks,CL_nfd_NNI_MaOpDv,CL_nfd_NNI_Lab,CL_nfd_NNI_IDNS,CL_nfd_NNI_Tot,CL_nfd_1_149_Mng,CL_nfd_1_149_Pro,CL_nfd_1_149_TecTW,CL_nfd_1_149_CoPSW,CL_nfd_1_149_ClAW,CL_nfd_1_149_SWks,CL_nfd_1_149_MaOpDv,CL_nfd_1_149_Lab,CL_nfd_1_149_IDNS,CL_nfd_1_149_Tot,CL_nfd_150_299_Mng,CL_nfd_150_299_Pro,CL_nfd_150_299_TecTW,CL_nfd_150_299_CoPSW,CL_nfd_150_299_ClAW,CL_nfd_150_299_SWks,CL_nfd_150_299_MaOpDv,CL_nfd_150_299_Lab,CL_nfd_150_299_IDNS,CL_nfd_150_299_Tot,CL_nfd_300_399_Mng,CL_nfd_300_399_Pro,CL_nfd_300_399_TecTW,CL_nfd_300_399_CoPSW,CL_nfd_300_399_ClAW,CL_nfd_300_399_SWks,CL_nfd_300_399_MaOpDv,CL_nfd_300_399_Lab,CL_nfd_300_399_IDNS,CL_nfd_300_399_Tot
101041017,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,3,0,10,3,3,0,3,0,20,3,12,3,9,3,3,0,0,0,34,0,8,0,10,12,10,0,0,4,42,12,24,3,13,7,8,3,9,0,72,9,20,3,16,28,9,0,4,0,92,30,34,9,22,22,15,0,3,0,135,25,46,12,17,29,3,3,0,0,142,16,44,12,10,20,0,0,0,4,113,24,58,0,19,8,3,0,0,3,103,8,47,5,21,9,0,0,0,0,82,28,34,3,25,3,3,0,0,0,102,13,32,0,0,0,0,0,0,0,48,6,5,0,0,0,0,0,0,3,16,172,363,49,178,144,66,10,24,19,1019,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,4,0,10,3,0,0,6,0,0,0,0,0,9
101041018,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,4,8,0,0,0,0,0,3,0,16,3,3,0,0,3,0,0,0,0,18,0,16,3,3,3,0,0,0,0,27,3,18,0,7,4,0,0,0,0,27,3,12,3,6,10,0,0,0,0,39,8,19,5,5,6,0,0,3,0,43,0,28,0,3,7,0,0,0,0,41,4,29,0,3,3,0,0,0,0,40,0,34,0,3,3,3,0,0,0,41,3,32,0,0,0,0,0,0,0,34,7,23,0,5,0,0,0,0,0,45,5,11,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,39,228,15,47,39,5,0,7,3,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
101041019,4,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,16,4,11,0,13,7,11,0,0,3,49,4,10,8,8,9,3,0,0,0,45,3,21,0,20,16,3,0,3,0,73,12,48,5,24,9,3,3,3,0,107,10,73,4,25,16,7,0,4,3,139,13,91,8,29,28,3,3,6,0,184,22,140,6,28,34,3,3,5,0,245,15,128,14,18,31,5,3,9,0,215,21,135,8,9,21,6,0,3,3,199,17,110,3,16,6,4,0,0,0,156,48,94,10,16,11,0,0,3,0,179,17,52,0,0,3,0,0,0,0,66,3,9,0,3,3,0,0,0,0,19,191,937,63,213,194,41,12,45,11,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
101041020,9,3,0,0,0,0,0,0,0,12,8,3,0,0,3,0,0,3,0,23,11,8,3,8,5,3,0,3,0,42,9,10,4,12,0,0,0,3,0,40,11,9,6,3,0,0,0,0,0,27,16,17,5,3,3,0,0,0,0,48,15,10,0,4,3,0,0,4,0,41,15,8,0,3,3,0,0,7,0,36,16,15,5,0,3,0,0,3,0,49,5,15,0,0,0,0,0,0,0,25,3,10,0,0,0,0,0,3,0,18,9,11,4,0,0,0,0,0,0,31,10,7,0,0,0,0,0,0,0,27,3,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,153,130,25,33,28,9,5,22,11,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0
101041021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,11,0,7,5,3,3,0,0,0,0,18,0,4,0,3,5,0,0,0,0,20,0,17,0,5,0,0,0,3,0,31,6,13,0,3,3,0,0,0,0,26,10,19,0,0,5,0,0,0,0,37,0,20,0,0,0,0,0,0,0,30,3,27,0,0,0,0,0,0,0,27,5,34,0,0,0,0,0,0,0,40,8,16,3,0,0,0,0,0,0,27,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,33,167,11,20,27,10,3,6,4,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,11,0,0,0,0,3,0,0,3,0,10,0,5,0,5,3,4,0,0,0,18,7,12,4,8,8,0,0,3,0,39,3,8,3,9,4,3,0,3,0,32,4,12,0,9,6,0,0,3,0,42,3,25,3,8,7,0,0,0,0,44,3,27,0,0,0,0,0,0,0,32,0,22,0,0,0,0,0,0,0,20,3,26,3,3,0,0,0,0,0,32,10,7,0,5,0,0,0,0,0,24,3,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,35,158,17,53,31,13,0,13,0,329,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3
101041024,3,0,0,0,0,3,0,0,0,6,5,0,0,0,0,0,0,3,0,9,3,0,3,3,3,0,0,0,0,20,5,0,3,0,0,0,0,0,0,10,3,3,3,0,3,0,0,4,0,14,4,0,3,3,6,0,0,0,0,20,11,3,8,0,0,0,0,0,0,26,8,3,0,0,8,4,0,0,0,23,6,3,0,0,0,0,0,0,0,17,7,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,57,50,23,14,23,12,5,10,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
101041025,3,0,0,0,0,0,0,0,0,9,0,3,0,0,3,0,0,0,0,9,4,5,4,15,3,7,0,3,0,43,3,10,4,8,4,5,0,3,0,39,6,13,4,17,7,10,0,3,0,63,3,22,6,26,16,15,4,7,0,94,14,28,6,25,20,13,0,3,3,112,20,42,10,30,24,7,0,3,0,135,23,46,3,14,13,5,0,5,3,107,17,43,3,5,6,0,0,0,0,79,16,63,7,8,0,3,0,0,0,94,14,54,0,6,3,3,0,0,0,86,14,40,0,10,0,0,0,0,0,63,3,22,0,0,0,0,0,0,0,29,3,3,0,0,0,0,0,0,0,4,150,393,54,154,108,73,8,28,9,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,5
101041026,0,4,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,3,0,12,0,11,0,3,8,0,0,3,0,28,4,4,8,12,3,4,5,4,0,43,3,9,7,4,11,0,0,0,3,46,5,31,3,18,13,7,0,3,3,72,10,35,3,21,12,6,3,3,3,96,13,66,7,19,20,3,3,8,0,138,10,93,9,14,27,3,3,3,0,163,22,79,12,7,16,5,0,0,0,138,13,105,3,6,8,3,0,0,0,129,16,75,3,6,4,0,0,0,0,107,29,50,4,5,9,3,0,0,0,95,7,32,0,0,0,0,0,0,0,45,0,6,0,0,0,0,0,0,0,12,131,603,56,120,117,31,17,27,14,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,0,0,5,0,0,0,0,0,10
