SA2_MAINCODE_2016,AGFF_Bf_91,AGFF_91_95,AGFF_96_00,AGFF_01_05,AGFF_06_10,AGFF_11_15,AGFF_2016,AGFF_NS,AGFF_Tot,Min_Bf_91,Min_91_95,Min_96_00,Min_01_05,Min_06_10,Min_11_15,Min_2016,Min_NS,Min_Tot,Mnf_Bf_91,Mnf_91_95,Mnf_96_00,Mnf_01_05,Mnf_06_10,Mnf_11_15,Mnf_2016,Mnf_NS,Mnf_Tot,EGWWS_Bf_91,EGWWS_91_95,EGWWS_96_00,EGWWS_01_05,EGWWS_06_10,EGWWS_11_15,EGWWS_2016,EGWWS_NS,EGWWS_Tot,Const_Bf_91,Const_91_95,Const_96_00,Const_01_05,Const_06_10,Const_11_15,Const_2016,Const_NS,Const_Tot,WST_Bf_91,WST_91_95,WST_96_00,WST_01_05,WST_06_10,WST_11_15,WST_2016,WST_NS,WST_Tot,RetT_Bf_91,RetT_91_95,RetT_96_00,RetT_01_05,RetT_06_10,RetT_11_15,RetT_2016,RetT_NS,RetT_Tot,AcFd_Bf_91,AcFd_91_95,AcFd_96_00,AcFd_01_05,AcFd_06_10,AcFd_11_15,AcFd_2016,AcFd_NS,AcFd_Tot,TPW_Bf_91,TPW_91_95,TPW_96_00,TPW_01_05,TPW_06_10,TPW_11_15,TPW_2016,TPW_NS,TPW_Tot,IMT_Bf_91,IMT_91_95,IMT_96_00,IMT_01_05,IMT_06_10,IMT_11_15,IMT_2016,IMT_NS,IMT_Tot,FinIns_Bf_91,FinIns_91_95,FinIns_96_00,FinIns_01_05,FinIns_06_10,FinIns_11_15,FinIns_2016,FinIns_NS,FinIns_Tot,RHRE_Bf_91,RHRE_91_95,RHRE_96_00,RHRE_01_05,RHRE_06_10,RHRE_11_15,RHRE_2016,RHRE_NS,RHRE_Tot,ProSTS_Bf_91,ProSTS_91_95,ProSTS_96_00,ProSTS_01_05,ProSTS_06_10,ProSTS_11_15,ProSTS_2016,ProSTS_NS,ProSTS_Tot,AdSup_Bf_91,AdSup_91_95,AdSup_96_00,AdSup_01_05,AdSup_06_10,AdSup_11_15,AdSup_2016,AdSup_NS,AdSup_Tot,PubAS_Bf_91,PubAS_91_95,PubAS_96_00,PubAS_01_05,PubAS_06_10,PubAS_11_15,PubAS_2016,PubAS_NS,PubAS_Tot,EducTraining_Bf_91,EducTraining_91_95,EducTraining_96_00,EducTraining_01_05,EducTraining_06_10,EducTraining_11_15,EducTraining_2016,EducTraining_NS,EducTraining_Tot,HlthCareSocAssist_Bf_91,HlthCareSocAssist_91_95,HlthCareSocAssist_96_00,HlthCareSocAssist_01_05,HlthCareSocAssist_06_10,HlthCareSocAssist_11_15,HlthCareSocAssist_2016,HlthCareSocAssist_NS,HlthCareSocAssist_Tot,ArtsRecreation_Bf_91,ArtsRecreation_91_95,ArtsRecreation_96_00,ArtsRecreation_01_05,ArtsRecreation_06_10,ArtsRecreation_11_15,ArtsRecreation_2016,ArtsRecreation_NS,ArtsRecreation_Tot,OthServices_Bf_91,OthServices_91_95,OthServices_96_00,OthServices_01_05,OthServices_06_10,OthServices_11_15,OthServices_2016,OthServices_NS,OthServices_Tot,ID_NS_Bf_91,ID_NS_91_95,ID_NS_96_00,ID_NS_01_05,ID_NS_06_10,ID_NS_11_15,ID_NS_2016,ID_NS_NS,ID_NS_Tot,Tot_Bf_91,Tot_91_95,Tot_96_00,Tot_01_05,Tot_06_10,Tot_11_15,Tot_2016,Tot_NS,Tot_Tot
101041018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,3,0,3,0,0,0,0,12,12,3,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,8,6,0,0,0,3,0,0,0,10,4,0,0,0,0,0,0,0,8,17,0,0,0,0,0,0,0,19,27,3,3,5,5,3,0,0,51,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,12,95,14,12,11,25,9,0,3,167
101041019,4,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,48,5,3,7,9,7,0,4,84,0,0,0,0,0,0,0,0,4,11,0,4,0,0,0,0,0,16,3,0,0,0,0,0,0,0,4,24,0,0,4,4,5,0,0,39,13,9,3,3,6,10,0,0,37,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,22,0,3,0,0,0,0,0,31,11,0,0,0,0,0,0,0,13,24,3,3,0,4,3,0,0,46,26,3,5,5,3,0,0,0,44,106,10,5,12,21,6,0,11,173,5,0,0,0,0,0,0,3,9,14,0,0,0,3,0,0,0,18,8,0,0,0,0,0,0,3,12,314,34,35,41,54,37,3,22,541
101041020,40,0,3,0,0,0,0,5,51,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,13,3,0,0,0,0,0,0,0,4,10,0,0,0,0,3,0,0,12,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,14,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,7,9,3,0,0,0,3,0,0,15,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,14,115,8,10,16,9,12,0,10,171
101041021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,6,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,20,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8,8,5,6,0,0,0,73
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
101041023,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,17,15,4,0,3,3,0,0,0,26,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,11,15,0,3,4,3,4,0,0,26,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,4,72,5,3,10,13,7,4,3,123
101041024,6,0,0,0,0,3,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,9,3,0,5,0,0,0,0,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,39,4,3,8,12,8,0,5,83
101041025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,18,6,0,0,0,0,0,0,0,10,34,3,0,3,4,3,0,5,52,45,9,4,7,10,8,0,4,85,6,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,9,14,5,0,3,3,3,0,0,30,13,3,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,18,52,5,9,10,11,11,3,0,98,10,0,0,3,0,3,0,0,18,4,0,3,3,0,0,0,3,11,3,0,0,3,0,5,0,0,11,239,23,26,36,43,35,4,25,434
101041026,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,13,5,0,0,0,0,0,0,0,6,16,0,0,3,6,0,0,0,29,0,0,0,0,0,0,0,0,0,17,0,0,8,0,0,0,0,31,19,4,3,3,3,0,0,0,33,13,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,15,9,0,3,0,0,0,0,0,14,28,0,6,5,0,0,0,3,42,24,0,4,0,0,0,0,3,32,67,4,13,5,11,18,0,3,125,3,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,19,258,19,27,26,26,28,0,23,402
101041027,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,21,3,3,3,3,0,0,0,33,31,7,8,3,8,3,0,0,59,7,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,15,3,0,3,0,0,0,0,22,5,3,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,9,11,0,0,3,0,3,0,0,19,32,0,8,7,3,3,0,3,59,5,0,0,0,0,0,0,0,5,10,0,3,0,0,3,0,0,18,9,0,0,0,0,0,0,3,12,192,19,23,21,22,21,5,6,311
101051539,11,0,3,0,3,14,5,0,34,5,0,0,0,4,0,0,0,13,54,5,13,5,15,23,14,11,142,3,0,0,0,0,0,0,0,3,36,13,6,15,13,12,0,0,100,22,3,5,0,0,5,3,0,41,61,13,13,12,25,23,3,5,154,33,12,8,25,43,32,3,4,156,32,4,4,9,6,6,0,3,68,3,0,3,0,0,0,0,4,11,4,0,0,5,5,3,0,0,20,6,4,3,3,0,0,0,0,17,15,4,11,6,16,10,3,0,64,19,3,5,3,12,17,0,3,59,25,7,4,8,11,3,0,4,64,76,18,12,13,10,11,0,3,144,137,25,31,64,92,89,3,9,452,5,0,3,0,0,3,0,0,11,18,10,9,3,9,9,0,0,59,28,16,8,12,20,13,0,3,104,582,129,139,191,289,277,41,52,1700
101051540,28,4,4,0,0,6,0,3,46,5,0,0,0,0,0,0,0,6,12,0,3,0,7,3,0,0,31,0,0,0,0,0,0,0,0,4,15,0,6,3,3,3,0,0,34,0,0,0,0,0,0,0,0,4,13,3,4,7,7,3,0,0,37,9,0,4,0,9,4,0,0,25,6,0,0,3,3,0,0,0,14,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,17,0,0,0,3,4,0,0,24,3,0,0,0,0,0,0,0,13,5,3,4,0,0,0,0,0,14,22,0,0,7,3,3,0,0,33,21,3,3,7,14,9,0,3,59,3,0,0,6,0,0,0,0,8,8,4,0,4,3,4,0,0,22,8,3,3,0,8,0,0,0,31,184,26,47,40,64,47,0,10,414
101061541,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,9,5,3,0,0,0,0,0,21,3,0,0,3,3,6,0,0,18,10,5,3,5,5,3,0,0,32,8,0,3,4,4,8,3,0,28,3,0,0,0,0,3,0,0,12,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,10,0,0,4,3,3,3,0,18,3,3,0,0,3,5,0,0,11,8,0,3,0,3,3,0,0,16,3,0,3,4,3,0,0,0,20,30,0,14,14,17,15,0,3,84,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,13,5,0,3,3,8,4,0,3,26,123,19,39,36,45,61,7,11,336
101061542,34,0,0,0,9,6,0,0,48,3,0,0,0,0,0,0,0,3,7,6,3,0,7,3,0,0,27,0,0,0,0,0,0,0,0,0,12,0,0,3,3,6,0,0,28,4,4,0,0,0,0,0,0,13,6,0,3,6,0,0,0,3,23,13,3,9,4,13,17,0,0,54,3,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,9,0,0,0,0,0,3,0,14,17,3,3,0,3,0,0,0,31,9,0,0,0,3,0,0,0,14,5,0,0,0,0,0,0,0,5,15,7,7,3,0,6,0,0,27,13,4,3,4,10,3,0,0,43,8,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,12,7,3,3,3,8,5,0,3,32,178,40,31,30,49,51,9,10,390
101061543,17,0,0,0,3,4,0,3,30,0,0,0,0,0,3,0,0,6,20,0,4,0,11,10,0,0,38,3,0,0,0,0,0,0,0,5,9,0,0,6,8,5,0,0,28,7,0,0,0,0,0,0,0,14,16,3,3,9,7,8,0,0,49,10,0,0,4,6,3,0,0,30,10,0,3,0,3,4,0,0,24,0,3,0,0,0,0,0,0,4,10,0,3,0,0,3,0,0,16,0,0,0,0,0,0,0,0,4,7,0,0,3,3,4,0,0,21,4,3,0,4,9,3,0,3,19,7,0,0,0,0,0,0,0,17,13,4,5,4,3,6,0,0,35,32,9,8,3,13,16,0,0,85,0,0,0,0,0,0,0,0,3,3,0,0,3,3,3,0,0,16,10,3,3,3,3,5,0,3,32,181,36,38,45,79,75,3,13,470
101061544,20,0,4,4,0,9,0,5,38,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,13,0,0,3,0,3,0,0,21,3,0,0,0,0,0,0,0,3,11,0,3,9,3,0,0,0,29,6,3,5,0,0,3,0,0,21,4,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7,4,0,0,0,0,4,0,0,9,4,0,0,0,0,0,0,0,4,4,3,0,4,0,0,0,0,12,9,4,7,10,3,0,0,4,39,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,3,0,0,4,3,3,0,0,22,106,22,23,28,18,24,3,12,235
