SA2_MAINCODE_2016,Tot_65_69_HW_0,Tot_65_69_HW_1_15,Tot_65_69_HW_16_24,Tot_65_69_HW_25_34,Tot_65_69_HW_35_39,Tot_65_69_HW_40,Tot_65_69_HW_41_48,Tot_65_69_HW_49mor,Tot_65_69_HW_NS,Tot_65_69_Tot,Tot_70_74_HW_0,Tot_70_74_HW_1_15,Tot_70_74_HW_16_24,Tot_70_74_HW_25_34,Tot_70_74_HW_35_39,Tot_70_74_HW_40,Tot_70_74_HW_41_48,Tot_70_74_HW_49mor,Tot_70_74_HW_NS,Tot_70_74_Tot,Tot_75ov_HW_0,Tot_75ov_HW_1_15,Tot_75ov_HW_16_24,Tot_75ov_HW_25_34,Tot_75ov_HW_35_39,Tot_75ov_HW_40,Tot_75ov_HW_41_48,Tot_75ov_HW_49mor,Tot_75ov_HW_NS,Tot_75ov_Tot,Tot_Tot_HW_0,Tot_Tot_HW_1_15,Tot_Tot_HW_16_24,Tot_Tot_HW_25_34,Tot_Tot_HW_35_39,Tot_Tot_HW_40,Tot_Tot_HW_41_48,Tot_Tot_HW_49mor,Tot_Tot_HW_NS,Tot_Tot_Tot
102011034,3,27,12,8,5,7,3,6,0,76,0,7,5,3,4,0,0,0,0,25,0,11,0,0,0,0,0,0,3,16,72,467,312,289,338,301,131,237,45,2186
102011035,3,7,0,0,0,3,0,6,0,19,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,23,94,88,96,108,104,39,97,10,658
102011036,0,4,5,6,5,16,7,6,0,53,0,3,3,3,0,3,0,0,3,14,0,3,3,0,3,0,0,0,3,7,84,320,263,353,591,444,272,298,39,2663
102011037,3,15,8,9,6,3,0,3,0,43,0,9,4,3,0,0,0,3,0,21,0,0,0,0,0,0,0,3,0,9,38,144,140,148,113,95,59,92,12,849
102011038,0,8,8,3,0,3,4,5,0,29,0,4,0,0,3,0,0,0,0,12,0,3,0,0,0,0,0,0,0,4,27,149,104,100,68,100,41,97,9,698
102011039,3,36,16,12,12,10,3,12,0,94,5,21,9,6,4,0,0,3,0,49,0,6,4,3,0,0,0,3,5,16,97,574,381,381,359,459,189,354,42,2838
102011040,10,47,28,14,6,15,4,13,3,147,3,25,11,5,0,6,0,8,0,57,0,9,4,0,0,0,0,3,3,25,124,735,558,563,525,464,191,423,63,3644
102011041,0,16,8,6,3,6,0,3,0,44,0,7,5,3,3,0,0,0,0,15,0,3,0,0,0,0,0,0,0,3,47,256,170,237,220,251,114,194,24,1511
102011042,9,26,25,20,11,10,0,10,3,124,5,12,12,7,3,6,0,3,0,44,0,9,4,0,0,0,0,0,5,26,145,647,636,593,588,550,229,373,91,3858
102011043,0,23,20,22,14,10,8,9,0,105,0,8,12,3,8,0,0,6,0,38,0,3,4,0,0,0,0,0,0,7,75,431,381,442,421,348,119,253,40,2516
102021044,7,29,32,16,16,9,8,10,3,133,0,14,3,3,3,4,3,0,0,37,6,9,12,3,0,0,0,0,3,28,158,799,601,656,611,515,232,349,100,4019
102021045,0,3,3,5,6,0,0,0,0,20,0,4,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,33,126,99,142,161,131,62,107,25,898
102021046,3,3,6,6,0,3,0,3,0,23,0,3,6,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,6,31,199,151,145,137,144,53,94,21,961
102021047,3,15,19,12,12,20,4,18,0,101,0,3,16,9,3,3,3,3,0,41,0,8,0,4,0,6,0,0,3,16,145,501,515,575,1019,971,524,626,81,4953
102021048,5,19,12,10,11,12,0,5,6,80,0,15,12,0,0,0,0,4,0,29,0,7,0,3,0,0,0,0,0,16,173,836,606,692,726,491,206,333,89,4157
102021049,3,8,5,5,0,3,3,3,0,32,0,0,3,4,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,30,148,111,113,122,118,42,101,16,790
102021050,0,21,8,6,7,3,4,5,0,61,0,14,3,4,3,0,0,0,0,24,0,3,0,0,0,0,0,0,0,5,86,205,209,217,400,303,129,222,27,1793
102021051,4,18,5,8,14,10,3,15,0,75,0,11,8,3,0,0,0,0,0,23,0,3,0,0,0,0,0,0,0,6,60,214,184,218,466,418,163,244,35,2007
102021052,0,4,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,9,83,66,68,46,91,31,56,10,454
102021053,0,27,29,21,10,11,3,11,0,107,3,23,6,5,3,5,5,3,0,47,0,12,0,0,4,4,0,3,3,27,86,564,471,467,506,480,199,382,57,3209
102021054,3,18,14,9,11,6,3,3,0,64,0,6,3,0,8,0,0,0,0,18,0,0,0,5,0,0,0,3,0,12,83,312,313,363,376,266,158,240,51,2157
102021055,9,19,22,22,31,23,9,21,8,169,6,16,11,8,9,9,5,10,5,75,0,3,0,0,0,0,0,0,4,11,310,1193,1037,1152,1954,1555,744,1073,196,9214
102021056,18,21,37,24,22,25,3,21,0,172,0,13,12,5,3,0,0,4,3,45,0,8,3,0,3,0,0,0,3,17,250,632,795,795,1238,1251,510,790,108,6375
102021057,6,27,23,17,26,15,3,21,0,141,0,21,5,8,0,3,0,0,3,39,0,3,3,0,0,0,0,0,0,14,174,510,518,547,1279,944,463,594,89,5129
103011058,21,73,55,35,39,48,18,57,4,346,13,47,16,19,4,14,7,11,0,127,9,28,10,5,7,7,0,5,3,76,497,1716,1308,1497,2789,2089,1019,1539,248,12705
103011059,3,18,10,11,18,18,7,20,0,93,5,12,5,3,4,0,0,0,0,33,0,8,0,0,0,3,0,3,0,20,138,370,304,345,746,624,343,617,66,3550
103011060,3,27,13,15,3,16,11,36,0,122,3,6,8,14,3,9,4,22,4,78,0,12,4,11,0,5,3,11,4,52,38,175,120,130,139,215,79,299,26,1223
103011061,9,12,26,11,10,16,13,30,5,131,3,27,12,7,7,3,0,15,9,78,4,4,0,3,0,4,0,5,4,28,60,196,180,169,426,336,210,461,59,2091
103021062,3,13,12,15,9,21,9,49,4,144,3,7,12,13,5,10,0,20,0,69,3,12,7,8,3,10,5,23,3,75,101,250,203,292,251,478,217,651,82,2530
103021063,0,15,26,19,19,20,13,17,4,135,3,16,13,6,0,3,6,14,3,58,0,7,3,6,0,6,0,10,3,31,128,421,427,487,776,592,310,530,67,3738
103021064,0,16,7,10,6,11,10,38,3,101,0,13,3,11,3,13,3,15,6,62,4,10,10,7,3,4,10,9,9,61,54,179,152,172,152,254,144,407,45,1570
103021065,3,22,18,17,13,25,15,45,0,160,6,23,13,8,0,6,3,18,7,79,8,7,6,10,4,8,3,21,14,87,158,375,363,482,663,708,350,787,108,3992
103021066,3,13,12,9,3,17,6,30,7,91,5,7,3,4,3,4,3,3,5,48,3,4,3,11,3,12,0,8,0,40,37,136,126,117,148,210,113,308,37,1229
103021067,11,23,12,12,17,17,8,21,0,125,3,9,5,6,0,7,0,3,0,41,0,4,3,0,0,0,0,3,4,22,179,483,382,499,831,602,398,601,100,4071
103021068,5,7,7,4,7,5,6,27,0,76,9,10,0,7,3,3,3,20,0,51,4,8,10,7,0,3,5,10,0,51,64,108,100,119,133,182,262,435,28,1422
103021069,10,15,18,6,9,13,4,38,9,120,4,6,12,8,3,3,0,20,5,59,3,13,3,7,4,12,0,17,6,72,93,268,223,258,306,379,205,769,78,2578
103031070,7,30,26,15,32,12,6,15,3,145,7,30,7,6,11,8,0,7,0,71,0,12,4,3,0,0,0,3,6,24,208,638,617,650,1062,810,357,572,92,5007
103031071,9,13,9,9,5,5,3,13,0,73,0,14,13,9,0,4,3,10,0,50,0,3,13,3,0,8,0,8,0,36,90,213,164,184,442,509,313,477,62,2455
103031072,10,32,20,20,15,18,3,20,5,143,3,16,8,12,4,0,4,10,4,57,0,3,3,4,3,4,7,7,3,36,185,640,645,737,948,771,427,804,94,5242
103031073,3,9,4,6,0,6,8,8,0,47,0,6,0,12,4,0,0,12,5,36,0,4,7,0,9,5,0,9,0,29,31,128,100,128,104,127,77,159,14,868
103031074,13,24,19,29,9,18,3,55,0,179,3,20,14,9,3,16,7,22,7,106,5,14,15,14,6,14,3,11,5,90,155,324,275,335,395,491,544,1206,93,3815
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,12,18,11,14,7,12,5,26,0,97,5,17,9,12,3,5,3,20,7,82,3,13,5,5,3,9,7,16,4,67,130,287,221,243,345,346,362,932,60,2917
103041077,27,82,62,47,54,57,14,36,15,400,5,31,34,19,16,8,13,18,3,141,3,17,12,6,3,3,0,7,15,70,556,1614,1536,1782,3187,2783,1429,2058,248,15190
103041078,7,29,18,8,9,15,3,14,3,99,0,13,4,8,0,3,0,3,0,35,4,3,5,5,0,0,0,0,0,15,123,369,289,338,602,559,340,672,62,3355
103041079,16,29,35,29,23,28,17,55,5,240,4,26,18,13,7,15,17,35,3,135,4,15,14,9,10,11,4,23,11,102,140,335,309,344,471,583,413,954,71,3630
104011080,14,53,46,39,36,32,14,32,6,265,3,27,21,6,3,13,3,10,6,91,0,22,13,7,3,4,3,9,7,69,384,1134,1025,1327,2097,1363,763,1149,174,9416
104011081,3,31,17,17,5,20,3,30,5,137,4,11,14,8,3,7,9,13,4,73,0,12,9,6,0,4,3,18,6,65,59,269,231,259,235,266,155,434,68,1975
104011082,10,46,37,23,14,13,10,24,6,189,5,21,17,9,0,8,0,14,0,72,3,15,3,4,6,3,0,6,3,46,196,749,662,774,786,599,312,656,111,4845
104021083,3,15,11,13,5,7,5,7,0,74,0,5,3,4,0,3,0,7,0,29,0,9,3,3,0,0,0,5,3,26,57,313,238,292,261,196,111,203,33,1717
104021084,11,58,22,14,26,15,7,25,3,182,0,16,4,6,0,5,3,6,0,55,0,3,5,4,3,3,0,0,3,22,250,1062,780,936,1296,838,477,578,117,6340
104021085,25,71,66,56,67,47,16,46,5,399,6,27,22,19,10,3,6,9,3,97,0,12,10,0,3,3,0,0,12,46,481,1363,1460,1924,2973,2236,994,1521,193,13139
104021086,0,8,3,3,0,0,0,0,0,20,4,4,3,0,0,0,0,3,0,18,0,0,0,0,0,3,0,0,0,8,19,84,66,88,84,74,38,93,24,568
104021087,3,14,12,9,0,8,3,20,4,64,4,8,5,7,4,5,0,7,0,49,5,5,0,5,7,4,0,9,3,28,44,144,116,164,111,98,53,190,23,952
104021088,0,23,8,7,4,4,0,11,0,57,0,3,3,4,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,3,34,253,156,184,147,158,68,176,22,1204
104021089,5,43,19,13,19,8,4,9,3,138,3,14,7,4,3,0,0,3,0,43,0,6,6,3,0,0,0,0,3,25,131,781,511,628,745,560,316,539,90,4302
104021090,3,19,9,6,6,3,0,8,0,54,0,5,4,3,0,0,0,0,0,15,0,0,3,0,0,0,0,0,3,12,45,160,142,161,190,166,87,176,26,1157
104021091,7,30,16,10,6,15,0,7,0,93,0,13,3,3,0,0,0,0,0,26,4,8,0,0,0,0,0,0,0,18,105,463,376,517,566,464,204,471,75,3235
105011092,4,9,9,3,3,8,0,14,0,57,0,8,3,3,0,3,0,7,0,21,0,3,0,0,0,7,0,3,3,14,46,71,77,130,259,208,101,278,28,1205
105011093,0,4,0,7,6,13,0,19,0,66,0,0,0,4,6,5,0,4,3,23,0,4,3,0,0,3,0,11,3,24,111,137,151,178,263,280,273,810,66,2264
105011094,0,14,11,5,3,12,0,29,4,76,0,9,4,0,3,6,7,14,3,44,4,7,0,3,4,6,5,4,3,32,68,128,118,147,227,236,120,407,64,1512
105011095,10,13,12,8,9,20,3,25,0,97,0,7,6,5,3,7,0,9,6,48,7,5,4,16,0,8,3,21,10,74,77,171,159,212,302,364,228,681,57,2247
105011096,3,18,10,3,8,26,9,28,6,118,7,14,12,4,4,5,0,15,3,71,0,4,4,4,0,6,0,15,0,44,76,203,178,243,333,312,131,584,70,2131
105021097,13,48,34,18,20,27,13,37,3,213,4,20,7,10,8,8,5,10,6,69,8,8,4,0,0,4,4,3,8,48,316,749,565,805,1433,1090,560,1176,169,6856
105021098,3,6,0,0,5,10,4,20,0,57,0,3,0,0,0,3,0,13,0,27,0,0,3,3,0,3,0,5,3,16,37,43,68,68,134,177,55,384,37,1012
105031099,8,20,11,15,12,21,7,48,3,147,3,15,11,4,4,13,3,28,0,81,3,9,8,9,0,17,9,23,3,83,92,284,262,335,393,373,214,607,62,2621
105031100,8,33,32,18,37,33,9,37,4,215,10,11,10,6,3,10,3,18,0,69,0,11,8,0,0,4,0,3,4,32,216,405,480,584,1460,1514,627,1058,128,6480
105031101,16,44,27,38,50,42,16,39,8,270,0,18,17,13,13,7,4,10,0,78,3,16,12,5,3,7,0,3,9,63,382,1138,918,1176,2568,1619,896,1258,176,10129
105031102,3,8,6,10,7,4,6,17,0,56,0,5,3,8,4,0,0,4,0,33,0,9,3,6,0,0,0,3,6,23,58,249,198,236,424,363,200,332,42,2096
105031103,0,3,9,16,6,8,8,27,3,75,3,8,3,4,3,9,3,12,3,51,0,10,7,3,8,11,0,9,3,48,33,89,87,100,121,176,93,317,26,1050
105031104,3,8,11,7,8,10,5,26,6,82,0,5,9,3,3,6,0,22,4,55,0,4,5,4,3,10,0,24,0,57,57,175,156,165,229,220,105,446,50,1607
105031105,3,19,10,4,4,19,3,28,0,89,0,4,3,4,0,8,3,8,3,37,3,4,4,3,0,3,3,5,4,33,57,184,126,180,271,303,195,480,51,1845
105031106,10,18,11,17,12,13,4,30,4,117,3,9,11,5,3,9,0,17,0,60,0,7,10,10,0,9,0,12,0,49,75,218,190,246,373,411,167,409,54,2148
106011107,5,41,19,10,15,18,6,25,0,141,0,11,11,15,0,9,3,12,0,51,0,7,6,0,0,5,0,11,4,34,125,670,548,508,610,597,331,556,72,4013
106011108,12,44,31,16,19,20,3,12,3,153,3,16,9,7,0,4,3,8,0,51,0,6,5,0,0,0,0,3,3,24,277,924,906,832,1251,954,498,626,139,6411
106011109,7,20,17,15,3,4,3,11,3,77,0,8,6,0,0,3,0,3,3,27,3,0,10,3,0,3,0,0,4,23,63,174,141,142,284,306,169,316,36,1639
106011110,5,30,24,8,8,16,5,19,0,116,3,11,6,9,6,4,4,11,0,66,3,9,14,10,0,9,8,6,3,63,90,360,287,249,313,289,133,398,57,2170
106011111,0,19,14,11,11,4,6,9,0,76,0,3,4,0,0,0,0,0,0,16,0,0,5,0,3,0,0,3,0,14,103,533,469,449,566,538,221,375,53,3313
106011112,11,35,19,21,17,23,12,30,4,170,3,9,10,4,0,5,0,8,3,39,4,11,3,3,3,0,3,6,4,37,281,933,802,850,1253,1259,960,1611,188,8133
106011113,12,11,17,7,7,8,18,24,8,110,0,10,9,13,5,8,6,13,3,60,0,3,0,0,0,3,4,7,4,23,301,221,287,319,873,1036,1493,2245,137,6906
106021114,6,27,22,8,23,17,4,14,4,142,0,6,5,5,3,4,4,3,0,39,0,5,3,0,0,0,0,0,5,13,249,704,797,947,1565,1029,462,590,103,6457
106021115,10,49,35,17,17,12,9,12,3,171,6,22,13,3,4,6,0,4,3,62,0,8,4,3,3,3,0,0,3,28,286,1338,1044,1034,1212,1164,604,882,118,7682
106021116,6,22,4,8,3,0,0,9,0,54,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,9,21,172,135,143,145,147,73,134,11,986
106021117,6,35,24,14,25,21,10,27,9,163,3,20,12,9,6,8,4,3,0,61,0,13,5,0,4,4,0,10,10,47,217,918,718,818,1380,1345,777,1156,134,7471
106021118,4,7,26,12,8,12,9,11,0,99,0,12,4,8,5,0,0,3,0,30,0,4,3,5,0,0,0,0,5,17,104,391,363,399,730,740,379,669,51,3823
106031119,0,6,0,3,0,3,0,0,0,19,0,5,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,3,27,147,96,116,111,126,51,106,14,799
106031120,0,11,3,0,3,3,0,3,3,29,0,9,0,3,0,0,0,7,0,16,0,3,0,0,0,0,0,0,0,3,28,177,120,122,122,79,33,88,16,799
106031121,17,75,45,44,19,22,9,21,0,252,5,42,18,10,5,4,3,10,9,112,0,18,6,13,0,3,0,3,3,43,273,1216,981,1031,1076,940,441,687,132,6782
106031122,8,25,24,18,24,32,17,34,9,177,6,11,7,6,8,3,0,6,0,57,0,6,3,0,3,4,0,6,0,23,313,903,733,856,2120,1901,1346,1588,174,9934
106031123,3,12,3,7,8,3,0,6,0,42,0,3,3,3,0,0,0,3,0,15,0,5,4,0,0,0,0,3,0,15,28,115,77,79,63,101,53,203,13,737
106031124,4,30,15,7,8,6,3,6,3,76,3,10,4,0,0,3,0,0,0,27,0,6,4,0,0,0,3,0,0,18,43,189,131,165,177,164,82,129,26,1097
106031125,3,30,11,14,12,12,7,16,6,111,0,15,3,5,3,0,0,4,7,40,3,15,9,3,0,3,0,3,0,42,228,524,440,541,1471,1381,895,906,105,6505
106041126,3,34,27,9,14,26,8,26,5,146,8,9,11,5,0,0,0,8,0,50,0,4,6,3,0,8,0,0,0,22,267,630,629,663,1333,1030,746,1046,129,6475
106041127,5,11,9,3,5,12,6,18,3,56,0,6,4,3,8,0,3,14,3,41,0,4,0,3,0,0,0,4,0,16,81,152,139,163,301,309,314,543,47,2043
106041128,3,17,10,9,12,13,7,6,0,80,0,7,5,0,3,3,0,6,3,35,0,6,5,3,0,3,3,3,7,32,85,359,300,359,594,414,227,389,48,2775
106041129,8,24,12,13,5,14,3,46,6,132,0,11,12,8,3,10,4,16,0,70,4,12,10,12,4,15,0,8,4,71,93,270,222,237,268,375,195,538,47,2244
107011131,3,36,22,12,6,16,3,14,0,113,0,15,4,7,3,0,3,6,0,50,4,4,0,0,0,3,0,4,0,17,177,880,661,694,764,625,281,498,66,4654
107011132,0,6,0,5,4,0,0,3,0,18,0,0,0,3,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,3,20,92,72,132,154,144,65,131,9,834
107011133,8,5,8,5,13,13,11,8,3,71,0,4,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,3,5,128,115,157,182,722,639,614,639,65,3265
107011134,4,38,34,19,27,31,14,29,0,202,3,12,10,3,10,5,3,9,0,57,0,5,4,6,7,3,0,0,5,33,272,750,750,811,1839,2073,954,1483,148,9077
107011545,3,10,4,3,0,3,0,3,0,27,0,7,0,0,0,0,0,3,0,11,0,5,0,0,0,0,0,0,0,3,50,188,164,212,241,197,108,170,30,1363
107011546,12,23,25,9,28,15,5,23,0,138,0,12,3,6,0,0,0,3,0,29,0,10,0,0,0,0,0,0,3,20,210,768,785,792,1271,1092,512,714,103,6255
107011547,0,7,4,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,14,46,54,42,62,73,25,46,9,377
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,5,10,10,6,13,0,58
107031136,0,22,14,8,7,3,0,7,0,66,0,9,0,3,0,3,0,3,0,22,0,3,0,0,0,0,0,0,0,8,88,473,325,375,366,354,191,292,41,2506
107031137,0,7,7,4,4,4,0,6,4,38,0,6,0,3,4,3,0,0,3,14,0,0,0,0,0,3,0,3,0,8,80,264,253,295,387,419,244,354,29,2328
107031138,3,22,13,17,7,14,10,13,0,92,3,15,7,7,3,3,0,0,0,38,0,5,5,0,0,0,0,0,3,16,92,563,435,432,423,394,189,286,37,2861
107031139,4,11,0,0,6,3,0,3,0,20,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,6,18,145,79,75,52,105,33,65,12,579
107031140,8,32,18,11,3,3,0,17,0,98,3,17,7,8,4,0,0,8,0,48,0,17,3,4,3,4,0,8,3,35,86,410,269,226,201,257,100,259,28,1836
107031141,0,20,3,3,4,5,0,4,0,43,0,4,3,0,0,0,3,0,0,13,0,3,0,0,0,0,0,0,0,11,60,330,240,309,345,416,218,406,33,2355
107031142,5,17,15,11,14,8,5,4,4,82,3,10,4,3,0,0,4,0,0,24,3,4,0,0,0,0,0,0,3,18,230,1076,857,804,1259,819,410,499,99,6059
107031143,6,15,15,13,17,9,4,3,3,91,0,8,3,5,0,5,0,0,3,31,0,0,3,3,0,0,0,0,0,12,161,516,539,593,709,674,277,401,70,3949
107041144,6,35,22,13,20,16,5,8,4,124,6,13,13,6,7,3,0,3,7,52,0,6,0,4,3,0,0,6,3,20,213,961,773,677,1043,912,400,655,103,5738
107041145,3,11,18,10,6,8,5,6,0,71,0,17,0,3,3,0,0,3,0,35,0,9,0,0,0,0,0,0,0,15,124,541,439,497,586,515,219,378,71,3371
107041146,16,34,33,16,17,12,4,21,5,158,3,24,3,8,4,6,0,6,6,62,0,10,8,3,0,0,0,5,0,23,234,1423,889,775,1276,956,379,669,94,6703
107041147,6,12,5,10,6,3,0,6,0,50,0,3,4,3,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,11,65,320,260,263,349,337,152,237,36,2021
