SA2_MAINCODE_2016,AgFF_AgFF_nfd_M,AgFF_AgFF_nfd_F,AgFF_AgFF_nfd_P,AgFF_Agriculture_M,AgFF_Agriculture_F,AgFF_Agriculture_P,AgFF_Aquaculture_M,AgFF_Aquaculture_F,AgFF_Aquaculture_P,AgFF_Forestry_logging_M,AgFF_Forestry_logging_F,AgFF_Forestry_logging_P,AgFF_Fishing_hunt_trap_M,AgFF_Fishing_hunt_trap_F,AgFF_Fishing_hunt_trap_P,AgFF_AgFF_support_Svs_M,AgFF_AgFF_support_Svs_F,AgFF_AgFF_support_Svs_P,AgFF_Tot_M,AgFF_Tot_F,AgFF_Tot_P,Min_Min_nfd_M,Min_Min_nfd_F,Min_Min_nfd_P,Min_Coal_min_M,Min_Coal_min_F,Min_Coal_min_P,Min_Oil_gas_extrac_M,Min_Oil_gas_extrac_F,Min_Oil_gas_extrac_P,Min_Metal_ore_min_M,Min_Metal_ore_min_F,Min_Metal_ore_min_P,Min_NonMet_minral_min_quar_M,Min_NonMet_minral_min_quar_F,Min_NonMet_minral_min_quar_P,Min_Expl_oth_min_supt_Svs_M,Min_Expl_oth_min_supt_Svs_F,Min_Expl_oth_min_supt_Svs_P,Min_Tot_M,Min_Tot_F,Min_Tot_P,Mnf_Mnf_nfd_M,Mnf_Mnf_nfd_F,Mnf_Mnf_nfd_P,Mnf_Food_pdt_M,Mnf_Food_pdt_F,Mnf_Food_pdt_P,Mnf_Beverag_tobac_pdt_mnf_M,Mnf_Beverag_tobac_pdt_mnf_F,Mnf_Beverag_tobac_pdt_mnf_P,Mnf_Tex_lther_clthing_footw_M,Mnf_Tex_lther_clthing_footw_F,Mnf_Tex_lther_clthing_footw_P,Mnf_Wood_pdt_mnf_M,Mnf_Wood_pdt_mnf_F,Mnf_Wood_pdt_mnf_P,Mnf_Pulp_paper_cvertd_paper_M,Mnf_Pulp_paper_cvertd_paper_F,Mnf_Pulp_paper_cvertd_paper_P,Mnf_Print_inc_repdtn_RM_M,Mnf_Print_inc_repdtn_RM_F,Mnf_Print_inc_repdtn_RM_P,Mnf_Petroleum_coal_pdt_mnf_M,Mnf_Petroleum_coal_pdt_mnf_F,Mnf_Petroleum_coal_pdt_mnf_P,Mnf_Basic_chem_and_chem_p_m_M,Mnf_Basic_chem_and_chem_p_m_F,Mnf_Basic_chem_and_chem_p_m_P,Mnf_Polym_pd_rubber_pd_mnf_M,Mnf_Polym_pd_rubber_pd_mnf_F,Mnf_Polym_pd_rubber_pd_mnf_P,Mnf_NonMet_mineral_pdt_mnf_M,Mnf_NonMet_mineral_pdt_mnf_F,Mnf_NonMet_mineral_pdt_mnf_P,Mnf_Prim_met_and_met_p_m_M,Mnf_Prim_met_and_met_p_m_F,Mnf_Prim_met_and_met_p_m_P,Mnf_Fab_metal_pdt_mnf_M,Mnf_Fab_metal_pdt_mnf_F,Mnf_Fab_metal_pdt_mnf_P,Mnf_Transpt_equip_mnf_M,Mnf_Transpt_equip_mnf_F,Mnf_Transpt_equip_mnf_P,Mnf_Machin_and_equip_mnf_M,Mnf_Machin_and_equip_mnf_F,Mnf_Machin_and_equip_mnf_P,Mnf_Furnitur_and_oth_mnf_M,Mnf_Furnitur_and_oth_mnf_F,Mnf_Furnitur_and_oth_mnf_P,Mnf_Tot_M,Mnf_Tot_F,Mnf_Tot_P,EGWWS_EGWWS_nfd_M,EGWWS_EGWWS_nfd_F,EGWWS_EGWWS_nfd_P,EGWWS_ElecSup_M,EGWWS_ElecSup_F,EGWWS_ElecSup_P,EGWWS_GasSup_M,EGWWS_GasSup_F,EGWWS_GasSup_P,EGWWS_WatSup_SDS_M,EGWWS_WatSup_SDS_F,EGWWS_WatSup_SDS_P,EGWWS_WasteCTDS_M,EGWWS_WasteCTDS_F,EGWWS_WasteCTDS_P,EGWWS_Tot_M,EGWWS_Tot_F,EGWWS_Tot_P,Const_Const_nfd_M,Const_Const_nfd_F,Const_Const_nfd_P,Const_Blding_Const_M,Const_Blding_Const_F,Const_Blding_Const_P,Const_HeavyCivl_eng_Const_M,Const_HeavyCivl_eng_Const_F,Const_HeavyCivl_eng_Const_P,Const_Const_Svs_M,Const_Const_Svs_F,Const_Const_Svs_P,Const_Tot_M,Const_Tot_F,Const_Tot_P,WST_WST_nfd_M,WST_WST_nfd_F,WST_WST_nfd_P,WST_Basic_matl_W_M,WST_Basic_matl_W_F,WST_Basic_matl_W_P,WST_Machin_and_equip_W_M,WST_Machin_and_equip_W_F,WST_Machin_and_equip_W_P,WST_MotV_and_motV_partsW_M,WST_MotV_and_motV_partsW_F,WST_MotV_and_motV_partsW_P,WST_GrocLiq_and_tob_pdtW_M,WST_GrocLiq_and_tob_pdtW_F,WST_GrocLiq_and_tob_pdtW_P,WST_Oth_gds_W_M,WST_Oth_gds_W_F,WST_Oth_gds_W_P,WST_Comm_based_W_M,WST_Comm_based_W_F,WST_Comm_based_W_P,WST_Tot_M,WST_Tot_F,WST_Tot_P,RetT_RetT_nfd_M,RetT_RetT_nfd_F,RetT_RetT_nfd_P,RetT_MotV_and_motV_partsR_M,RetT_MotV_and_motV_partsR_F,RetT_MotV_and_motV_partsR_P,RetT_Fuel_ret_M,RetT_Fuel_ret_F,RetT_Fuel_ret_P,RetT_Food_ret_M,RetT_Food_ret_F,RetT_Food_ret_P,RetT_Oth_store_based_ret_M,RetT_Oth_store_based_ret_F,RetT_Oth_store_based_ret_P,RetT_NonSR_and_RCB_buy_sell_M,RetT_NonSR_and_RCB_buy_sell_F,RetT_NonSR_and_RCB_buy_sell_P,RetT_Tot_M,RetT_Tot_F,RetT_Tot_P,AcFd_AcFd_nfd_M,AcFd_AcFd_nfd_F,AcFd_AcFd_nfd_P,AcFd_Accomm_M,AcFd_Accomm_F,AcFd_Accomm_P,AcFd_FoodBev_Svs_M,AcFd_FoodBev_Svs_F,AcFd_FoodBev_Svs_P,AcFd_Tot_M,AcFd_Tot_F,AcFd_Tot_P,TPW_TPW_nfd_M,TPW_TPW_nfd_F,TPW_TPW_nfd_P,TPW_RoadTspt_M,TPW_RoadTspt_F,TPW_RoadTspt_P,TPW_RailTspt_M,TPW_RailTspt_F,TPW_RailTspt_P,TPW_WaterTspt_M,TPW_WaterTspt_F,TPW_WaterTspt_P,TPW_Air_space_tspt_M,TPW_Air_space_tspt_F,TPW_Air_space_tspt_P,TPW_Oth_tspt_M,TPW_Oth_tspt_F
106031119,0,0,0,7,8,15,0,3,4,0,0,0,3,0,10,3,3,4,20,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,27,4,32,5,0,9,73,11,87,101,23,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,7,10,15,15,29,7,13,21,0,0,0,19,33,61,3,0,0,21,37,60,30,44,74,51,82,132,5,0,5,24,3,34,3,0,3,0,0,3,0,0,0,0,3
106031120,0,0,0,0,0,0,25,8,26,0,0,0,0,0,0,0,0,0,24,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,7,0,7,0,0,0,0,0,0,21,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,4,14,0,0,0,32,4,33,47,6,50,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,9,0,6,5,0,0,0,3,3,7,20,55,75,22,27,47,0,0,0,48,90,133,0,0,0,8,8,18,33,59,89,39,71,108,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0
106031121,0,0,0,3,0,4,14,0,13,0,0,0,21,3,24,0,0,0,36,9,46,0,0,0,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,3,0,3,16,3,23,14,16,31,0,0,0,3,7,8,6,0,7,0,0,0,9,0,5,0,0,0,0,0,0,11,4,15,3,0,3,20,4,27,9,0,9,13,3,16,16,4,18,13,0,12,128,47,175,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,5,6,11,16,4,17,110,24,134,13,3,19,229,34,260,363,74,439,3,3,5,16,11,25,5,0,6,0,0,0,3,3,10,3,13,20,0,0,0,35,30,66,12,28,40,23,10,27,15,11,29,182,258,440,194,448,639,5,0,4,434,751,1181,6,0,4,124,217,344,346,506,847,468,727,1196,4,6,16,34,16,50,0,0,0,9,10,17,6,3,9,16,14
106031122,4,0,4,17,3,22,0,0,0,0,0,0,0,0,0,0,3,3,18,8,26,48,6,52,179,36,214,0,0,0,12,0,12,3,0,3,17,3,18,256,45,305,127,23,144,27,29,54,0,0,0,3,3,9,101,19,124,0,0,0,0,0,0,4,0,4,22,8,31,33,11,43,39,0,43,1022,75,1094,156,17,174,182,27,207,312,62,376,23,11,41,2060,289,2347,0,3,3,11,0,11,13,0,14,36,4,45,91,9,100,151,18,168,45,10,51,214,38,250,124,6,133,534,65,594,913,117,1031,4,3,10,53,13,63,218,34,253,23,4,28,31,10,41,4,0,3,0,0,0,337,63,401,19,12,31,63,25,92,15,18,37,117,212,327,164,338,497,0,0,0,373,606,976,0,0,3,22,46,67,219,326,545,237,376,615,17,3,17,264,42,305,7,0,10,3,0,3,4,0,4,0,0
106031123,0,0,0,51,27,80,0,0,0,3,0,3,0,0,0,3,0,3,60,27,85,0,0,0,3,0,9,0,0,0,0,0,0,39,3,42,0,0,0,40,5,50,4,0,4,3,3,3,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12,0,13,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,27,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,9,3,5,15,9,26,9,3,15,81,19,105,114,36,149,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,3,0,3,0,0,0,0,0,0,0,0,8,6,7,12,0,0,0,13,9,23,0,0,0,4,9,11,3,8,12,6,12,17,3,7,8,43,6,55,0,0,0,0,0,0,0,0,0,0,0
106031124,0,0,0,12,7,20,5,0,4,0,0,0,5,0,5,0,0,0,24,7,35,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,6,5,16,5,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,27,10,32,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,10,0,10,5,0,9,30,7,35,5,0,5,77,11,86,118,19,133,0,0,0,7,0,7,0,0,0,0,0,0,3,0,3,3,4,7,0,0,3,9,5,22,5,3,11,3,0,8,3,0,3,30,48,77,18,34,51,0,0,0,55,89,144,0,0,0,13,20,34,60,83,143,76,106,183,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
106031125,0,0,0,31,25,56,26,11,37,3,0,3,3,0,3,0,0,0,65,38,105,0,0,4,3,5,6,0,0,0,34,3,39,18,0,17,0,0,0,56,7,66,3,3,3,3,18,23,0,0,0,0,0,0,18,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,153,8,168,205,46,245,6,3,6,404,81,485,0,0,0,15,0,15,0,0,0,3,0,7,0,0,0,15,0,20,33,4,40,124,28,155,58,8,67,221,30,249,437,67,506,0,0,0,13,3,15,4,0,6,0,0,0,3,4,4,0,0,0,0,0,0,19,9,30,3,10,9,0,0,0,22,24,46,66,139,208,19,38,59,0,3,0,108,211,324,0,0,0,25,40,63,118,177,293,142,219,357,4,3,12,63,13,76,3,0,3,3,0,7,173,62,230,7,0
106041126,0,0,0,59,39,92,0,0,0,0,0,0,0,0,0,9,3,12,72,43,112,24,5,28,619,81,698,0,0,0,0,0,0,7,0,7,34,13,41,682,93,773,13,10,21,25,18,43,13,13,26,0,3,3,0,3,4,0,0,0,4,7,10,0,0,0,16,3,19,6,0,6,5,0,5,39,3,42,49,7,53,9,0,12,19,7,30,0,0,0,195,80,276,7,0,4,526,83,611,4,0,4,17,7,21,9,5,13,563,93,660,20,0,26,34,4,35,53,14,65,189,23,214,301,36,335,3,0,3,26,13,45,103,21,123,21,0,23,12,0,13,7,6,12,0,0,0,165,40,208,8,0,6,46,19,72,9,18,25,78,157,239,77,219,304,0,3,3,226,420,649,0,3,3,16,48,61,130,240,369,144,286,436,14,3,14,65,17,83,42,7,47,0,0,0,5,0,4,0,0
106041127,0,0,0,261,144,401,0,0,0,0,0,0,0,0,0,3,0,6,263,148,408,10,0,13,774,107,878,0,0,0,3,0,3,8,0,12,8,0,9,811,104,920,4,3,8,9,5,12,12,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,12,0,0,0,0,0,0,3,0,4,5,0,4,0,0,0,0,0,0,0,0,0,28,29,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,3,5,10,0,12,33,7,40,49,16,61,0,0,0,5,6,12,7,3,7,0,0,0,3,0,4,0,0,0,0,0,0,17,7,24,0,5,3,0,0,0,0,4,3,5,18,26,7,21,24,0,0,3,20,40,58,0,0,0,4,10,17,22,47,72,26,63,87,4,0,4,15,7,22,0,0,0,0,0,0,0,0,0,0,0
106041128,3,0,3,101,93,193,0,0,0,0,0,0,0,0,0,23,7,25,129,103,225,0,3,5,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,5,5,11,5,3,8,201,82,280,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,9,3,0,3,11,3,16,3,0,3,0,0,0,238,89,325,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,7,0,7,0,0,0,40,9,50,8,3,13,71,5,76,117,18,132,0,0,0,23,13,32,11,3,10,0,0,0,4,3,10,0,0,0,10,3,11,47,21,65,4,6,10,15,6,18,9,10,22,46,99,145,30,84,114,0,0,0,98,213,307,0,0,0,11,29,44,85,121,210,102,148,253,10,0,11,46,21,67,6,0,12,0,0,0,17,4,23,0,0
106041129,3,4,11,593,356,951,0,0,0,3,0,3,0,0,0,23,4,29,623,368,989,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,17,3,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,3,0,3,28,9,39,0,0,0,3,0,3,3,0,3,10,0,10,3,0,7,18,0,21,3,3,4,16,3,20,15,3,23,62,8,72,100,16,120,0,0,0,10,13,18,0,0,0,0,0,0,3,0,4,0,0,0,0,3,5,13,11,28,0,3,3,5,0,5,4,16,17,22,37,61,11,29,47,0,0,0,45,86,127,0,0,0,8,17,22,31,63,95,35,81,115,4,3,12,35,10,45,0,0,0,0,0,0,0,0,0,0,0
107011131,0,0,0,25,18,37,0,0,0,0,0,0,3,0,7,3,7,6,33,22,52,0,0,0,6,0,6,4,0,4,0,0,0,0,0,0,0,0,0,11,0,9,6,4,5,11,14,23,0,0,0,4,3,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,7,4,10,3,0,3,8,3,9,8,0,7,4,0,4,3,0,3,0,0,0,43,27,73,0,0,0,30,3,35,0,0,0,0,0,0,3,0,3,42,3,45,11,3,10,76,9,88,12,0,12,186,28,218,285,41,330,0,0,3,9,4,12,3,3,6,4,4,13,0,3,3,0,0,4,0,0,0,19,14,30,5,13,19,58,19,76,15,11,31,132,204,332,93,267,353,4,3,9,309,507,817,0,0,0,11,17,25,237,340,579,243,359,602,3,3,5,62,5,70,10,0,10,0,0,0,0,0,0,0,0
107011132,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,61,5,65,0,0,0,0,0,0,0,0,0,0,0,0,62,3,65,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,10,0,12,0,0,0,10,0,5,17,0,14,29,4,35,4,0,4,27,12,38,16,0,16,62,8,74,106,17,123,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,5,0,5,0,0,0,3,5,5,3,8,15,0,0,0,11,14,29,0,0,0,0,0,3,11,6,16,12,7,21,0,0,3,20,9,27,4,0,4,0,0,0,0,0,0,0,0
107011133,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,5,7,4,0,5,61,3,67,0,0,0,3,0,7,0,0,0,6,0,6,74,8,81,13,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,15,3,3,5,73,15,82,1019,77,1096,3,0,3,32,3,36,5,0,8,0,0,0,1158,102,1265,0,0,0,18,10,22,12,3,13,9,0,9,21,5,28,57,16,71,6,3,14,11,0,14,100,9,112,65,3,67,188,11,201,9,3,15,105,11,112,9,0,9,19,4,23,0,0,0,0,0,0,0,0,0,140,17,159,0,0,0,10,4,14,0,0,5,3,0,0,5,3,8,0,0,0,20,10,32,0,0,0,0,0,0,6,9,18,6,9,18,17,7,22,349,45,396,189,12,204,10,3,13,0,0,0,65,0
107011134,0,0,0,21,0,22,0,0,0,0,0,0,0,0,0,0,0,3,27,0,25,26,4,25,336,22,356,3,0,3,3,0,3,3,0,3,15,0,16,384,26,414,136,22,157,22,11,32,0,0,3,0,10,14,57,10,64,0,0,0,17,15,36,6,0,4,19,4,19,30,3,34,88,12,105,241,25,266,139,38,171,30,5,37,121,30,158,78,13,95,989,218,1208,3,0,3,154,38,189,6,3,10,27,3,27,136,25,161,331,65,394,101,12,112,230,38,269,151,10,161,728,79,804,1210,141,1350,17,12,24,88,30,118,145,32,179,37,10,45,51,25,77,32,14,48,0,0,3,364,125,493,13,9,22,31,13,43,8,3,10,84,120,207,122,104,221,0,0,0,252,250,504,0,0,0,0,4,4,118,187,308,118,191,313,22,8,37,498,71,568,21,0,25,3,0,3,0,0,3,3,0
107011545,0,0,0,8,5,13,0,0,0,0,0,0,4,0,4,6,7,11,20,7,29,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,4,0,9,8,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,9,19,0,19,0,0,3,10,0,10,0,0,0,0,0,0,48,18,62,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,4,15,4,19,10,0,7,68,6,75,92,15,107,0,0,0,3,0,3,8,3,14,0,0,0,0,0,0,3,3,4,0,0,0,12,3,17,0,4,4,5,3,8,0,0,5,32,34,66,14,34,46,0,0,0,54,74,129,0,0,0,4,5,10,60,58,117,64,63,131,3,0,3,37,5,39,7,0,8,0,0,0,0,0,0,0,0
107011546,0,0,0,26,14,42,0,0,0,0,0,0,0,0,0,0,0,0,28,11,47,0,0,0,19,7,23,0,0,0,3,0,3,5,0,6,3,0,3,33,4,38,18,5,19,53,18,71,0,0,0,0,3,3,0,0,3,0,0,3,5,0,6,3,0,3,8,3,10,0,3,6,4,3,5,260,14,276,39,7,39,13,3,20,4,0,5,3,0,3,409,64,481,0,0,0,12,0,12,0,0,3,3,0,3,8,4,9,24,3,26,28,0,27,86,14,96,41,7,46,250,30,285,399,55,454,5,0,6,18,9,26,8,3,9,9,0,4,14,5,21,10,15,24,5,3,7,69,30,98,7,18,25,28,5,34,15,10,24,106,119,224,330,528,858,6,0,6,492,675,1164,0,0,0,3,3,5,156,223,379,161,232,388,7,3,10,97,14,107,8,0,4,10,0,14,0,0,0,7,0
107011547,0,0,0,5,0,5,0,0,0,0,0,0,3,0,4,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,17,0,17,8,0,8,25,3,24,46,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,8,10,14,6,18,0,0,0,24,16,34,0,0,0,5,10,13,21,15,33,22,24,48,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,31,0,0,0,0,0,0,0,0,0,3,0,3,27,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,7,8,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,0,0,0,36,23,60,0,0,0,0,0,0,0,0,0,0,0,0,32,23,58,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,8,0,8,5,0,5,9,7,10,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,3,0,3,6,0,6,4,0,4,0,0,0,4,0,8,37,11,54,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,8,0,6,0,0,0,46,11,54,13,6,18,126,25,146,185,38,225,0,0,0,11,6,13,7,0,6,0,0,0,4,3,14,0,0,0,0,0,0,24,10,33,0,3,3,4,0,7,6,3,8,64,82,144,34,78,109,0,0,0,109,163,279,0,0,0,0,5,3,102,129,228,104,131,230,3,5,3,37,3,36,0,0,0,0,0,0,4,0,4,0,0
107031137,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,3,0,3,9,0,9,0,0,0,9,0,9,7,3,14,8,17,30,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,3,0,9,7,3,10,9,8,18,9,0,16,5,0,3,5,0,8,78,45,122,0,0,0,3,0,3,0,0,0,0,0,0,12,0,12,8,0,10,33,4,37,71,13,83,26,0,31,116,24,138,249,46,289,4,0,7,58,15,72,3,0,3,9,3,13,40,30,68,3,3,7,0,0,0,119,46,165,5,0,9,133,46,187,23,16,36,14,31,49,96,82,184,0,0,0,278,177,455,0,0,0,0,5,5,68,85,155,68,95,158,9,0,10,70,9,76,0,0,0,0,0,0,28,8,29,0,0
107031138,0,0,0,11,8,13,0,0,0,0,0,0,0,0,0,0,0,0,9,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,11,13,18,0,0,0,0,3,3,3,0,8,0,0,0,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,20,27,46,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,5,4,9,84,13,94,11,4,12,100,17,117,196,36,233,3,0,5,7,3,6,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,17,3,19,0,8,9,0,0,0,3,0,9,49,85,128,46,112,154,0,0,0,97,210,304,3,0,0,52,105,150,189,259,452,239,364,605,3,3,3,26,3,34,10,0,10,0,0,0,0,0,3,3,0
107031139,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,7,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,6,3,0,3,26,0,26,0,0,0,63,10,77,96,10,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,3,17,28,47,5,15,16,0,0,0,27,39,66,0,0,0,0,0,0,13,35,45,13,35,45,0,0,0,7,4,15,7,3,10,0,0,0,0,0,0,0,0
107031140,0,0,0,98,53,148,0,0,0,0,0,0,0,0,0,3,3,3,104,52,161,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,3,3,3,5,9,6,3,12,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,6,0,6,29,20,49,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,6,0,10,8,0,11,71,10,83,5,0,10,110,11,123,201,24,226,0,0,3,6,3,12,0,0,0,0,0,0,3,0,0,0,3,8,0,0,0,9,15,23,3,6,10,0,0,0,3,0,3,33,52,84,26,48,79,0,0,0,65,115,176,4,0,3,28,57,89,103,126,230,134,182,319,5,0,5,39,5,48,0,0,0,0,0,0,0,0,0,0,0
107031141,0,0,0,14,13,29,0,0,0,0,0,0,0,0,0,3,0,4,21,14,34,3,0,3,11,0,11,0,0,0,9,0,16,129,14,140,3,0,3,154,15,161,0,0,3,6,0,7,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,29,8,0,11,0,0,0,0,0,0,0,0,3,0,0,0,46,15,60,0,0,0,43,5,41,0,0,0,5,0,12,6,0,9,55,3,64,13,0,13,109,21,131,14,0,16,158,25,189,287,50,341,0,0,0,15,0,10,4,0,3,3,0,3,0,0,4,3,4,8,0,0,0,22,8,28,0,3,3,0,0,0,4,0,4,19,17,36,26,58,85,3,0,3,50,84,136,0,0,0,12,14,23,114,152,268,122,162,287,3,0,3,65,8,75,0,0,0,0,0,0,0,0,0,0,0
107031142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,7,21,10,9,19,0,0,0,3,3,5,32,3,33,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,16,3,16,3,0,5,5,0,9,4,0,3,4,3,5,15,0,13,105,33,135,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,4,8,9,0,9,87,36,121,33,5,37,203,22,232,336,63,402,3,0,6,10,3,13,6,3,9,4,0,9,9,0,8,4,8,12,0,0,0,37,14,54,8,30,41,19,7,31,6,5,11,211,308,519,285,885,1162,0,0,0,537,1234,1771,0,0,0,8,12,24,195,312,506,204,329,534,0,0,0,33,18,54,3,0,6,0,0,0,0,0,0,0,0
