SA2_MAINCODE_2016,AgFF_AgFF_nfd_M,AgFF_AgFF_nfd_F,AgFF_AgFF_nfd_P,AgFF_Agriculture_M,AgFF_Agriculture_F,AgFF_Agriculture_P,AgFF_Aquaculture_M,AgFF_Aquaculture_F,AgFF_Aquaculture_P,AgFF_Forestry_logging_M,AgFF_Forestry_logging_F,AgFF_Forestry_logging_P,AgFF_Fishing_hunt_trap_M,AgFF_Fishing_hunt_trap_F,AgFF_Fishing_hunt_trap_P,AgFF_AgFF_support_Svs_M,AgFF_AgFF_support_Svs_F,AgFF_AgFF_support_Svs_P,AgFF_Tot_M,AgFF_Tot_F,AgFF_Tot_P,Min_Min_nfd_M,Min_Min_nfd_F,Min_Min_nfd_P,Min_Coal_min_M,Min_Coal_min_F,Min_Coal_min_P,Min_Oil_gas_extrac_M,Min_Oil_gas_extrac_F,Min_Oil_gas_extrac_P,Min_Metal_ore_min_M,Min_Metal_ore_min_F,Min_Metal_ore_min_P,Min_NonMet_minral_min_quar_M,Min_NonMet_minral_min_quar_F,Min_NonMet_minral_min_quar_P,Min_Expl_oth_min_supt_Svs_M,Min_Expl_oth_min_supt_Svs_F,Min_Expl_oth_min_supt_Svs_P,Min_Tot_M,Min_Tot_F,Min_Tot_P,Mnf_Mnf_nfd_M,Mnf_Mnf_nfd_F,Mnf_Mnf_nfd_P,Mnf_Food_pdt_M,Mnf_Food_pdt_F,Mnf_Food_pdt_P,Mnf_Beverag_tobac_pdt_mnf_M,Mnf_Beverag_tobac_pdt_mnf_F,Mnf_Beverag_tobac_pdt_mnf_P,Mnf_Tex_lther_clthing_footw_M,Mnf_Tex_lther_clthing_footw_F,Mnf_Tex_lther_clthing_footw_P,Mnf_Wood_pdt_mnf_M,Mnf_Wood_pdt_mnf_F,Mnf_Wood_pdt_mnf_P,Mnf_Pulp_paper_cvertd_paper_M,Mnf_Pulp_paper_cvertd_paper_F,Mnf_Pulp_paper_cvertd_paper_P,Mnf_Print_inc_repdtn_RM_M,Mnf_Print_inc_repdtn_RM_F,Mnf_Print_inc_repdtn_RM_P,Mnf_Petroleum_coal_pdt_mnf_M,Mnf_Petroleum_coal_pdt_mnf_F,Mnf_Petroleum_coal_pdt_mnf_P,Mnf_Basic_chem_and_chem_p_m_M,Mnf_Basic_chem_and_chem_p_m_F,Mnf_Basic_chem_and_chem_p_m_P,Mnf_Polym_pd_rubber_pd_mnf_M,Mnf_Polym_pd_rubber_pd_mnf_F,Mnf_Polym_pd_rubber_pd_mnf_P,Mnf_NonMet_mineral_pdt_mnf_M,Mnf_NonMet_mineral_pdt_mnf_F,Mnf_NonMet_mineral_pdt_mnf_P,Mnf_Prim_met_and_met_p_m_M,Mnf_Prim_met_and_met_p_m_F,Mnf_Prim_met_and_met_p_m_P,Mnf_Fab_metal_pdt_mnf_M,Mnf_Fab_metal_pdt_mnf_F,Mnf_Fab_metal_pdt_mnf_P,Mnf_Transpt_equip_mnf_M,Mnf_Transpt_equip_mnf_F,Mnf_Transpt_equip_mnf_P,Mnf_Machin_and_equip_mnf_M,Mnf_Machin_and_equip_mnf_F,Mnf_Machin_and_equip_mnf_P,Mnf_Furnitur_and_oth_mnf_M,Mnf_Furnitur_and_oth_mnf_F,Mnf_Furnitur_and_oth_mnf_P,Mnf_Tot_M,Mnf_Tot_F,Mnf_Tot_P,EGWWS_EGWWS_nfd_M,EGWWS_EGWWS_nfd_F,EGWWS_EGWWS_nfd_P,EGWWS_ElecSup_M,EGWWS_ElecSup_F,EGWWS_ElecSup_P,EGWWS_GasSup_M,EGWWS_GasSup_F,EGWWS_GasSup_P,EGWWS_WatSup_SDS_M,EGWWS_WatSup_SDS_F,EGWWS_WatSup_SDS_P,EGWWS_WasteCTDS_M,EGWWS_WasteCTDS_F,EGWWS_WasteCTDS_P,EGWWS_Tot_M,EGWWS_Tot_F,EGWWS_Tot_P,Const_Const_nfd_M,Const_Const_nfd_F,Const_Const_nfd_P,Const_Blding_Const_M,Const_Blding_Const_F,Const_Blding_Const_P,Const_HeavyCivl_eng_Const_M,Const_HeavyCivl_eng_Const_F,Const_HeavyCivl_eng_Const_P,Const_Const_Svs_M,Const_Const_Svs_F,Const_Const_Svs_P,Const_Tot_M,Const_Tot_F,Const_Tot_P,WST_WST_nfd_M,WST_WST_nfd_F,WST_WST_nfd_P,WST_Basic_matl_W_M,WST_Basic_matl_W_F,WST_Basic_matl_W_P,WST_Machin_and_equip_W_M,WST_Machin_and_equip_W_F,WST_Machin_and_equip_W_P,WST_MotV_and_motV_partsW_M,WST_MotV_and_motV_partsW_F,WST_MotV_and_motV_partsW_P,WST_GrocLiq_and_tob_pdtW_M,WST_GrocLiq_and_tob_pdtW_F,WST_GrocLiq_and_tob_pdtW_P,WST_Oth_gds_W_M,WST_Oth_gds_W_F,WST_Oth_gds_W_P,WST_Comm_based_W_M,WST_Comm_based_W_F,WST_Comm_based_W_P,WST_Tot_M,WST_Tot_F,WST_Tot_P,RetT_RetT_nfd_M,RetT_RetT_nfd_F,RetT_RetT_nfd_P,RetT_MotV_and_motV_partsR_M,RetT_MotV_and_motV_partsR_F,RetT_MotV_and_motV_partsR_P,RetT_Fuel_ret_M,RetT_Fuel_ret_F,RetT_Fuel_ret_P,RetT_Food_ret_M,RetT_Food_ret_F,RetT_Food_ret_P,RetT_Oth_store_based_ret_M,RetT_Oth_store_based_ret_F,RetT_Oth_store_based_ret_P,RetT_NonSR_and_RCB_buy_sell_M,RetT_NonSR_and_RCB_buy_sell_F,RetT_NonSR_and_RCB_buy_sell_P,RetT_Tot_M,RetT_Tot_F,RetT_Tot_P,AcFd_AcFd_nfd_M,AcFd_AcFd_nfd_F,AcFd_AcFd_nfd_P,AcFd_Accomm_M,AcFd_Accomm_F,AcFd_Accomm_P,AcFd_FoodBev_Svs_M,AcFd_FoodBev_Svs_F,AcFd_FoodBev_Svs_P,AcFd_Tot_M,AcFd_Tot_F,AcFd_Tot_P,TPW_TPW_nfd_M,TPW_TPW_nfd_F,TPW_TPW_nfd_P,TPW_RoadTspt_M,TPW_RoadTspt_F,TPW_RoadTspt_P,TPW_RailTspt_M,TPW_RailTspt_F,TPW_RailTspt_P,TPW_WaterTspt_M,TPW_WaterTspt_F,TPW_WaterTspt_P,TPW_Air_space_tspt_M,TPW_Air_space_tspt_F,TPW_Air_space_tspt_P,TPW_Oth_tspt_M,TPW_Oth_tspt_F
403021064,0,0,0,8,3,13,0,0,0,0,0,0,3,0,3,0,0,0,8,3,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,5,7,19,22,9,29,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,46,31,78,0,0,0,11,0,10,0,0,0,0,0,0,0,0,3,9,4,19,4,0,5,43,5,47,5,0,6,102,14,113,149,21,172,0,3,3,5,0,5,4,5,7,4,0,4,3,0,7,3,3,10,0,0,0,21,10,30,5,16,24,10,3,10,0,0,0,145,144,295,218,544,766,0,0,0,376,708,1086,0,0,0,6,4,14,154,191,341,164,197,359,0,0,0,21,0,25,0,0,0,0,0,0,0,0,0,0,0
403031065,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,3,19,3,0,3,44,7,46,66,7,77,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,7,4,3,8,3,3,12,0,0,0,18,16,36,0,0,0,3,6,10,39,40,70,41,42,81,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
403031066,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,72,3,74,10,0,10,52,7,59,137,10,152,0,5,9,0,0,0,3,3,9,0,0,0,0,0,0,0,0,3,0,0,0,5,14,15,0,0,0,0,0,0,3,4,4,0,3,4,8,23,28,0,0,0,12,31,40,0,0,0,4,6,17,51,95,148,55,104,158,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0
403031067,0,0,0,15,8,20,0,0,0,0,0,0,0,0,0,0,0,0,16,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,5,0,5,11,15,28,3,0,0,0,3,4,0,0,0,0,0,0,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,6,41,28,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,31,12,43,3,3,3,101,15,117,134,32,167,3,0,3,15,8,20,3,3,7,0,0,0,9,4,14,0,7,7,0,0,0,40,12,51,7,5,9,10,3,12,7,11,16,143,139,284,38,113,153,0,3,3,213,271,486,0,0,0,6,0,10,148,128,278,154,128,285,0,3,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0
403031068,0,0,0,16,6,17,0,0,0,0,0,0,0,0,0,0,0,0,12,8,21,4,0,4,0,0,0,0,0,0,0,0,0,4,3,3,3,0,3,17,3,19,48,14,66,86,30,112,0,0,0,7,15,20,10,0,10,0,0,0,19,8,23,0,0,0,3,3,9,4,0,3,31,8,40,31,4,36,19,0,17,5,3,8,46,15,61,67,13,78,377,115,497,0,0,3,12,3,18,0,0,0,0,0,0,0,0,0,19,4,27,22,7,27,119,26,148,13,0,13,368,82,445,522,114,630,16,3,16,33,11,45,45,18,57,6,0,6,5,0,5,94,33,121,0,0,0,194,58,249,17,12,23,67,17,87,6,3,14,115,103,220,203,277,481,0,4,4,410,417,828,0,0,0,6,4,7,156,169,328,156,175,334,8,4,6,41,3,45,0,0,0,3,3,5,0,0,0,0,3
403031069,3,0,4,14,19,30,0,0,0,0,0,0,0,0,0,0,3,4,20,25,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,33,46,3,4,4,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,29,44,74,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,4,0,4,49,8,56,3,0,3,88,12,98,148,16,164,3,0,3,5,3,13,4,3,4,3,0,6,6,3,6,3,3,10,0,0,3,28,17,41,3,10,12,72,27,102,10,3,12,143,116,266,37,109,147,0,0,0,266,267,537,0,0,0,5,11,14,191,202,394,196,208,411,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0
403031070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,35,18,49,5,6,20,0,0,3,8,19,18,7,0,9,0,0,3,40,19,55,0,0,0,3,0,3,35,18,53,0,0,0,10,0,10,29,13,42,5,0,9,15,4,13,36,0,40,218,100,320,0,0,0,47,4,52,3,3,3,0,0,3,0,0,0,50,9,57,3,0,3,50,6,61,7,0,10,136,27,161,197,36,233,6,3,9,38,12,49,22,3,20,8,0,12,4,3,5,18,10,25,0,0,0,87,38,124,7,13,20,99,18,121,21,11,31,144,111,253,54,60,112,0,0,0,325,213,538,0,0,0,0,0,0,46,40,85,46,43,85,3,3,4,6,4,11,15,0,17,0,0,0,0,5,5,0,0
403041071,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,7,0,7,24,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,6,15,0,0,0,64,22,81,78,26,99,0,0,0,4,3,9,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,9,5,16,6,0,6,10,0,10,0,0,8,87,113,201,13,37,55,0,0,0,121,151,276,0,0,0,0,0,0,82,86,164,82,83,166,0,0,0,6,6,7,0,0,0,0,0,0,0,0,0,0,0
403041072,0,0,0,14,10,29,0,0,0,0,0,0,0,0,0,0,3,3,19,14,38,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,0,3,11,0,13,0,4,3,20,22,44,10,5,17,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,9,0,11,3,0,4,0,0,0,3,3,4,52,40,96,0,0,0,0,0,3,0,0,0,0,0,0,5,0,8,7,5,14,3,0,8,42,7,51,10,0,13,118,20,142,172,35,209,0,0,0,20,9,26,0,0,0,0,0,0,6,5,8,0,0,0,0,0,0,31,12,41,3,7,6,0,0,0,15,8,26,48,78,127,23,64,92,0,0,0,89,164,256,0,0,0,8,15,21,84,134,221,93,148,244,0,0,3,21,4,22,0,0,0,0,0,0,5,3,3,0,0
403041073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,24,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,13,17,30,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,8,0,0,0,14,4,16,3,0,3,34,5,39,57,7,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,29,0,0,0,19,15,30,3,11,19,27,12,41,7,10,18,102,124,224,285,687,974,0,0,0,427,842,1272,0,0,0,0,4,4,133,230,356,133,233,365,0,4,8,7,0,10,0,0,0,0,0,0,0,0,0,0,0
403041074,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,11,22,31,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,62,3,0,5,118,6,125,19,4,19,0,0,0,223,35,256,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,12,0,16,4,0,7,22,0,22,16,0,16,87,12,94,134,13,144,0,0,0,11,3,13,0,0,0,7,0,7,0,0,0,3,0,3,0,0,0,14,3,21,3,3,7,81,18,97,13,14,25,102,125,231,54,112,171,0,0,0,254,281,529,0,0,0,9,15,25,123,175,297,138,189,325,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0
403041075,0,0,0,45,28,74,3,0,3,3,0,3,0,0,0,0,0,3,53,28,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,7,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,20,8,29,0,0,0,3,3,3,0,0,0,3,0,3,0,0,0,9,3,11,0,0,5,12,5,15,0,0,0,35,6,43,51,8,63,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,7,0,6,10,7,12,0,0,0,12,8,23,0,0,0,4,0,3,9,15,23,9,19,29,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0
403041076,0,0,0,17,3,19,0,0,0,0,0,0,0,0,0,0,0,0,13,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,8,3,14,0,0,0,30,7,34,43,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,7,0,4,0,3,3,0,0,0,0,0,0,3,0,7,5,3,6,0,0,0,7,6,18,0,0,0,6,0,6,20,8,31,21,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403041077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9,3,0,3,0,0,0,5,0,5,0,0,0,5,3,13,25,3,32,0,0,0,3,3,6,0,0,0,0,4,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,12,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,17,0,18,15,3,20,41,9,46,92,16,110,164,26,186,0,0,0,5,0,5,4,0,4,3,0,3,3,0,3,3,0,4,0,0,0,15,3,20,3,0,0,11,0,10,10,13,22,38,31,68,14,18,37,0,3,3,74,71,147,0,0,0,7,8,19,96,99,195,107,109,214,3,0,3,9,3,17,0,0,0,0,0,0,0,0,0,0,0
403041078,0,0,0,12,7,17,0,0,0,0,0,0,0,0,0,0,0,0,9,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,4,0,4,6,0,3,4,3,8,10,0,11,0,0,0,3,3,7,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,6,0,6,0,0,0,17,0,18,19,3,18,73,21,93,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,8,0,13,8,0,8,12,0,15,17,0,19,83,20,102,112,24,138,0,0,0,9,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,28,0,3,3,3,0,3,7,4,12,44,46,91,12,7,18,0,0,0,63,62,131,0,0,0,3,0,3,36,62,92,36,64,103,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0
403041079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,7,0,0,0,20,0,25,30,3,30,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,18,12,25,3,9,10,0,0,0,17,20,40,0,0,0,0,0,0,5,10,14,5,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403041080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,4,0,4,6,0,6,0,0,0,0,0,0,15,0,15,3,0,4,7,16,19,8,6,8,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,3,32,25,55,0,0,0,3,0,3,0,0,0,7,0,7,3,3,3,19,3,19,6,0,6,27,7,30,9,0,9,81,20,101,116,22,142,0,0,0,6,0,6,7,0,7,3,0,0,0,0,3,0,0,0,0,0,0,20,4,25,4,3,6,3,0,6,0,0,4,76,88,164,29,69,94,0,0,0,108,165,275,0,0,0,0,0,0,62,78,137,62,78,143,0,0,0,8,3,14,0,0,0,0,0,0,0,0,0,0,0
403041081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,42,0,0,0,39,6,47,3,0,3,3,0,3,15,0,17,9,0,9,25,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,4,0,10,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403041082,0,0,3,16,4,23,0,0,0,0,0,0,0,0,0,14,0,16,30,7,42,9,0,9,0,0,0,5,3,9,3,0,8,3,0,3,23,0,21,49,7,49,167,46,211,40,24,69,7,3,6,3,4,5,170,25,197,17,0,17,35,12,47,0,0,0,28,21,44,113,27,140,59,6,67,103,13,114,138,37,178,385,94,479,266,84,346,161,18,182,1684,416,2105,3,0,3,15,0,16,5,3,6,37,8,45,76,8,80,140,21,155,53,6,58,126,29,158,81,4,86,626,78,705,884,121,1001,19,4,28,91,25,113,92,38,126,67,7,72,11,3,11,28,12,38,0,3,3,303,91,391,19,6,25,32,10,38,0,0,0,15,6,24,114,35,152,4,0,4,182,57,243,0,0,0,0,7,8,17,34,55,19,36,59,4,0,4,263,20,283,0,0,0,0,0,0,0,0,0,0,0
403041083,0,0,0,210,83,296,0,0,0,4,0,5,0,0,3,24,6,32,238,99,331,3,0,3,0,0,0,0,0,0,0,0,0,17,4,22,3,0,3,22,4,29,9,0,8,10,24,39,388,253,639,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,4,0,3,426,289,718,0,0,0,0,0,0,0,0,0,3,0,3,17,4,17,16,6,23,3,0,5,18,5,24,9,0,11,48,13,66,84,24,105,0,0,0,12,4,21,3,0,5,0,0,0,5,6,10,3,0,4,0,0,0,33,19,48,6,4,10,5,3,8,3,4,5,106,132,239,37,53,88,0,0,0,152,196,346,0,0,0,22,38,61,97,147,243,116,184,300,0,3,5,26,0,23,0,0,0,0,0,0,0,0,0,0,0
403041084,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,8,11,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,5,3,0,8,23,13,35,0,0,0,14,0,20,0,0,0,0,0,0,0,0,0,15,0,17,5,0,9,21,12,31,4,0,4,51,9,66,78,24,103,0,0,0,3,3,3,9,4,8,0,0,0,0,3,3,0,3,3,0,0,0,13,10,22,6,4,11,13,0,13,8,9,15,93,116,207,34,120,155,0,0,0,155,249,402,0,0,0,0,0,0,125,136,263,125,136,269,0,0,0,8,0,8,0,3,4,0,0,0,0,0,0,0,0
403041085,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,23,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,10,0,10,4,0,7,0,0,0,32,26,54,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,0,3,14,0,18,4,0,4,42,8,49,63,13,75,0,0,0,3,0,3,0,0,0,4,0,4,0,0,4,4,3,4,0,0,0,11,6,19,5,3,14,39,16,54,0,7,8,68,79,146,46,119,168,0,0,0,167,220,389,0,0,0,4,0,4,79,81,161,79,81,164,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0
403041086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,7,17,80,74,157,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,6,0,6,4,0,4,3,0,4,0,0,0,104,95,196,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,16,0,19,3,0,3,62,13,77,85,16,100,0,0,0,14,3,18,4,0,4,12,3,15,0,8,7,3,0,3,0,0,0,33,16,48,8,3,7,122,23,141,12,10,23,76,101,177,30,61,94,0,0,0,249,203,450,0,0,0,16,9,28,90,64,152,103,73,179,0,0,0,12,3,11,0,0,0,0,0,0,0,0,0,0,0
403041087,0,0,0,11,3,10,0,0,0,0,0,0,3,0,3,0,0,0,13,3,15,3,0,3,0,0,0,0,0,0,3,0,3,4,0,11,0,0,0,9,0,15,8,3,16,12,14,25,4,3,8,0,0,0,8,0,8,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,8,0,8,3,0,3,4,0,0,3,0,3,3,0,4,8,0,8,64,24,92,0,0,0,0,0,0,0,0,0,4,0,7,11,3,18,13,9,18,17,0,17,59,7,63,13,0,13,240,41,279,324,48,375,0,3,5,23,4,27,8,0,8,6,0,6,4,0,6,3,3,3,0,0,0,47,15,59,7,6,12,7,0,8,11,14,32,153,212,365,112,215,330,0,0,0,295,453,748,0,0,0,12,13,22,164,203,367,174,220,389,0,0,0,44,4,49,10,0,10,0,0,0,0,0,0,0,0
403041088,0,0,3,95,36,128,0,0,0,3,0,3,0,0,0,3,3,8,101,40,136,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,0,3,7,14,21,31,10,44,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,62,32,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,0,7,0,0,0,11,3,16,0,0,3,45,7,59,59,15,72,0,0,0,19,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,27,0,0,0,6,0,8,3,8,8,9,14,24,6,17,24,0,0,0,21,39,59,0,0,0,6,14,20,59,79,140,64,93,157,3,0,8,39,6,50,0,0,0,0,0,0,0,0,0,3,0
403041089,0,0,0,18,35,53,0,0,0,0,0,0,0,0,0,0,0,0,18,38,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,11,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,19,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,28,4,36,0,3,4,63,21,82,100,26,123,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,0,3,0,0,0,3,3,5,66,81,147,6,41,51,0,0,0,87,127,210,0,0,0,4,0,8,51,67,114,50,70,119,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0
