SA2_MAINCODE_2016,P_OthSvs_H_0,P_OthSvs_H_1_15,P_OthSvs_H_16_24,P_OthSvs_H_25_34,P_OthSvs_H_35_39,P_OthSvs_H_40,P_OthSvs_H_41_48,P_OthSvs_H_49_more,P_OthSvs_H_NS,P_OthSvs_H_Tot,P_IDNS_H_0,P_IDNS_H_1_15,P_IDNS_H_16_24,P_IDNS_H_25_34,P_IDNS_H_35_39,P_IDNS_H_40,P_IDNS_H_41_48,P_IDNS_H_49_more,P_IDNS_H_NS,P_IDNS_H_Tot,P_Tot_H_0,P_Tot_H_1_15,P_Tot_H_16_24,P_Tot_H_25_34,P_Tot_H_35_39,P_Tot_H_40,P_Tot_H_41_48,P_Tot_H_49_more,P_Tot_H_NS,P_Tot_H_Tot
101041025,6,17,25,13,33,31,12,16,0,156,3,14,13,12,19,10,5,12,23,110,173,618,448,568,611,426,236,424,74,3585
101041026,3,11,19,14,19,20,7,9,0,94,4,17,12,22,16,24,4,9,32,139,138,463,426,521,696,456,220,326,70,3318
101041027,0,19,6,16,17,22,15,16,4,114,6,12,5,7,14,12,9,7,33,89,83,457,364,413,355,315,144,276,65,2475
101051539,5,49,50,32,82,88,35,57,6,398,8,38,23,31,64,63,32,33,101,399,352,1052,1043,1211,2159,1683,833,1204,212,9744
101051540,4,15,7,8,20,25,12,19,5,106,3,10,3,9,20,14,0,14,26,104,82,325,294,305,346,432,188,655,63,2679
101061541,3,8,10,10,7,20,3,6,0,78,3,7,7,3,15,11,4,16,17,92,65,231,229,248,350,292,167,297,44,1922
101061542,0,11,5,8,8,10,7,5,3,58,6,13,11,6,13,18,0,16,18,96,74,269,200,217,236,299,131,386,40,1856
101061543,9,28,14,17,38,30,21,30,3,190,6,15,15,12,16,32,8,25,27,157,127,374,352,433,659,588,328,502,70,3432
101061544,3,11,6,10,8,10,7,6,0,60,0,8,3,3,16,11,8,9,27,86,47,184,153,185,235,265,161,402,56,1693
102011028,0,11,4,9,5,3,0,0,0,34,4,10,4,3,9,11,3,10,9,55,33,254,142,132,100,206,65,146,20,1094
102011029,0,17,13,3,0,8,3,4,0,55,0,18,7,12,10,3,0,4,8,61,42,298,159,185,130,243,83,173,22,1339
102011030,5,10,13,15,40,31,16,26,0,160,11,23,22,20,81,71,32,52,40,342,139,337,350,376,1158,1096,623,1100,89,5266
102011031,13,57,62,55,87,79,54,53,8,467,11,44,30,30,47,57,14,30,51,318,330,1762,1337,1358,1572,1284,666,953,141,9410
102011032,30,83,79,99,247,167,114,125,5,955,21,56,59,61,129,116,31,67,154,710,762,1689,2235,2309,4102,3731,1455,2032,306,18623
102011033,3,6,9,3,3,3,6,3,0,38,4,0,5,5,9,6,0,3,12,47,52,159,176,158,287,242,96,118,30,1321
102011034,4,19,13,15,13,9,5,16,0,89,5,9,13,8,7,13,3,22,21,92,72,467,312,289,338,301,131,237,45,2186
102011035,0,12,6,0,6,8,4,3,0,50,0,7,5,0,3,8,0,3,5,26,23,94,88,96,108,104,39,97,10,658
102011036,0,5,6,8,7,10,4,3,0,58,5,8,11,9,31,25,12,10,5,117,84,320,263,353,591,444,272,298,39,2663
102011037,0,8,7,0,0,0,0,0,0,19,0,6,4,4,0,0,0,6,3,34,38,144,140,148,113,95,59,92,12,849
102011038,3,6,9,3,4,9,3,3,0,40,3,3,3,8,3,0,0,6,0,34,27,149,104,100,68,100,41,97,9,698
102011039,3,53,22,26,22,12,11,8,4,159,3,17,14,8,6,14,7,21,18,113,97,574,381,381,359,459,189,354,42,2838
102011040,9,42,31,22,24,23,11,26,3,184,8,30,12,9,4,16,5,17,32,126,124,735,558,563,525,464,191,423,63,3644
102011041,0,15,11,16,3,6,3,8,3,68,0,11,4,10,8,7,0,6,4,54,47,256,170,237,220,251,114,194,24,1511
102011042,10,21,23,12,23,22,16,22,3,161,7,15,11,10,17,24,3,11,33,138,145,647,636,593,588,550,229,373,91,3858
102011043,4,25,22,32,37,25,15,22,3,176,0,11,11,3,9,11,3,10,19,67,75,431,381,442,421,348,119,253,40,2516
102021044,6,32,25,20,19,14,10,14,0,151,0,17,10,10,8,15,0,12,39,123,158,799,601,656,611,515,232,349,100,4019
102021045,0,10,11,4,12,11,3,5,0,57,4,3,4,4,6,4,0,0,14,43,33,126,99,142,161,131,62,107,25,898
102021046,0,12,4,10,6,11,0,3,0,48,3,7,5,0,3,13,0,0,10,40,31,199,151,145,137,144,53,94,21,961
102021047,0,27,21,24,37,19,19,34,3,189,0,23,23,20,66,54,20,26,43,283,145,501,515,575,1019,971,524,626,81,4953
102021048,3,19,15,24,26,20,3,8,0,123,3,10,13,12,20,17,6,8,42,129,173,836,606,692,726,491,206,333,89,4157
102021049,0,8,4,4,12,9,0,5,0,40,4,10,7,0,0,10,0,3,8,51,30,148,111,113,122,118,42,101,16,790
102021050,0,11,10,11,4,15,0,10,0,59,6,15,9,3,19,12,3,7,14,92,86,205,209,217,400,303,129,222,27,1793
102021051,0,11,14,8,36,18,7,3,0,105,4,9,10,13,32,24,6,10,11,126,60,214,184,218,466,418,163,244,35,2007
102021052,0,0,0,3,9,7,3,3,0,33,0,4,0,3,3,5,0,0,4,21,9,83,66,68,46,91,31,56,10,454
102021053,3,25,23,28,24,33,14,18,0,178,3,23,12,16,17,17,4,20,23,134,86,564,471,467,506,480,199,382,57,3209
102021054,4,15,8,18,24,18,12,14,0,117,3,15,10,4,6,5,3,7,22,75,83,312,313,363,376,266,158,240,51,2157
102021055,10,33,38,56,83,80,40,52,7,400,6,29,37,28,70,67,34,47,84,403,310,1193,1037,1152,1954,1555,744,1073,196,9214
102021056,0,25,20,17,41,38,16,37,4,202,9,29,12,12,52,43,14,23,45,233,250,632,795,795,1238,1251,510,790,108,6375
102021057,3,21,23,27,30,20,21,23,3,171,16,25,13,15,51,34,13,37,48,247,174,510,518,547,1279,944,463,594,89,5129
103011058,11,81,50,53,115,85,43,68,4,507,17,46,22,45,67,53,17,52,94,420,497,1716,1308,1497,2789,2089,1019,1539,248,12705
103011059,0,11,8,7,34,27,20,43,0,153,8,9,19,8,24,27,6,19,27,150,138,370,304,345,746,624,343,617,66,3550
103011060,0,11,0,3,10,4,3,3,0,34,5,11,4,4,3,4,0,6,8,46,38,175,120,130,139,215,79,299,26,1223
103011061,0,5,3,4,6,10,8,3,0,44,3,8,6,10,30,19,19,25,31,151,60,196,180,169,426,336,210,461,59,2091
103021062,0,10,7,4,12,24,9,17,0,77,4,6,12,8,11,17,8,18,34,133,101,250,203,292,251,478,217,651,82,2530
103021063,3,18,24,20,37,37,20,25,0,174,7,3,13,12,31,22,6,19,33,136,128,421,427,487,776,592,310,530,67,3738
103021064,0,0,3,5,0,7,3,6,0,31,0,9,3,3,3,9,3,9,17,54,54,179,152,172,152,254,144,407,45,1570
103021065,4,12,13,20,28,33,9,27,3,146,4,23,7,14,24,34,15,16,62,204,158,375,363,482,663,708,350,787,108,3992
103021066,0,6,4,3,6,7,3,4,3,43,5,5,4,4,13,3,3,8,8,55,37,136,126,117,148,210,113,308,37,1229
103021067,3,25,20,24,32,46,24,35,3,216,3,11,5,6,21,24,10,13,50,145,179,483,382,499,831,602,398,601,100,4071
103021068,3,3,4,0,0,4,0,3,0,26,0,0,3,4,4,10,10,5,8,44,64,108,100,119,133,182,262,435,28,1422
103021069,0,15,7,9,28,18,7,21,0,101,3,6,3,6,7,14,3,21,42,102,93,268,223,258,306,379,205,769,78,2578
103031070,3,24,30,20,41,31,13,26,4,200,5,23,15,13,27,29,4,16,34,173,208,638,617,650,1062,810,357,572,92,5007
103031071,0,5,3,12,12,11,7,3,0,55,7,8,7,7,15,19,7,13,25,97,90,213,164,184,442,509,313,477,62,2455
103031072,7,30,30,29,49,55,29,98,3,329,3,17,4,13,21,13,11,25,27,142,185,640,645,737,948,771,427,804,94,5242
103031073,0,9,0,0,8,4,0,0,0,21,5,7,0,6,5,5,0,3,7,36,31,128,100,128,104,127,77,159,14,868
103031074,0,14,13,8,11,20,3,27,3,105,11,9,15,10,8,10,3,23,29,113,155,324,275,335,395,491,544,1206,93,3815
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,5,11,6,8,19,12,17,19,0,100,12,14,9,0,15,15,8,19,24,115,130,287,221,243,345,346,362,932,60,2917
103041077,19,66,57,52,122,111,73,128,9,640,6,34,28,31,76,62,37,45,121,454,556,1614,1536,1782,3187,2783,1429,2058,248,15190
103041078,0,19,15,7,24,31,20,54,0,174,8,12,5,11,25,33,7,23,25,148,123,369,289,338,602,559,340,672,62,3355
103041079,3,11,16,7,18,14,11,24,0,106,3,18,11,8,10,12,13,18,29,125,140,335,309,344,471,583,413,954,71,3630
104011080,18,48,30,60,96,76,33,67,3,433,15,41,25,18,55,45,18,24,86,328,384,1134,1025,1327,2097,1363,763,1149,174,9416
104011081,0,6,3,9,4,7,7,4,0,38,0,12,12,8,18,14,8,18,30,112,59,269,231,259,235,266,155,434,68,1975
104011082,8,24,19,22,40,38,8,32,3,204,14,31,13,17,21,17,3,10,49,182,196,749,662,774,786,599,312,656,111,4845
104021083,0,9,5,10,5,5,8,6,0,57,5,10,11,14,11,10,3,6,14,74,57,313,238,292,261,196,111,203,33,1717
104021084,6,52,32,31,73,61,40,34,3,340,3,24,23,18,34,20,3,12,61,203,250,1062,780,936,1296,838,477,578,117,6340
104021085,14,50,41,57,111,100,38,75,4,483,20,38,35,39,78,67,37,35,80,426,481,1363,1460,1924,2973,2236,994,1521,193,13139
104021086,0,4,0,4,0,0,0,3,0,11,0,0,5,4,10,5,4,3,6,40,19,84,66,88,84,74,38,93,24,568
104021087,0,3,3,4,5,7,7,3,0,33,0,4,3,7,9,3,4,11,8,51,44,144,116,164,111,98,53,190,23,952
104021088,0,14,0,4,3,8,0,3,0,39,3,9,4,6,3,10,0,5,6,43,34,253,156,184,147,158,68,176,22,1204
104021089,4,32,17,18,37,21,16,21,4,163,4,24,22,14,17,17,8,24,36,161,131,781,511,628,745,560,316,539,90,4302
104021090,3,4,3,3,7,3,3,7,0,42,0,7,4,4,9,3,0,9,13,46,45,160,142,161,190,166,87,176,26,1157
104021091,3,14,7,16,25,16,4,20,0,117,4,23,12,17,24,15,4,14,33,137,105,463,376,517,566,464,204,471,75,3235
105011092,0,4,0,8,6,10,3,4,0,34,6,3,9,6,5,8,4,9,16,64,46,71,77,130,259,208,101,278,28,1205
105011093,3,4,6,6,7,16,5,21,0,62,5,3,3,9,11,8,8,15,22,75,111,137,151,178,263,280,273,810,66,2264
105011094,3,3,0,3,12,14,4,0,0,44,4,3,0,0,7,5,9,13,26,74,68,128,118,147,227,236,120,407,64,1512
105011095,4,3,10,6,8,18,4,11,0,67,0,3,8,4,12,11,6,8,23,75,77,171,159,212,302,364,228,681,57,2247
105011096,0,6,4,6,8,14,7,6,0,47,3,5,5,10,6,11,6,12,33,93,76,203,178,243,333,312,131,584,70,2131
105021097,7,40,26,35,64,49,28,38,3,288,11,21,12,20,36,21,21,31,81,249,316,749,565,805,1433,1090,560,1176,169,6856
105021098,0,0,4,3,0,5,0,3,0,11,4,0,0,0,5,0,0,6,16,41,37,43,68,68,134,177,55,384,37,1012
105031099,5,6,0,11,14,19,5,14,0,74,14,12,11,7,10,13,6,12,34,113,92,284,262,335,393,373,214,607,62,2621
105031100,7,19,16,21,86,79,49,75,3,356,11,15,10,18,40,61,22,32,61,258,216,405,480,584,1460,1514,627,1058,128,6480
105031101,12,45,45,45,102,48,34,55,5,394,11,25,19,20,55,44,18,26,80,295,382,1138,918,1176,2568,1619,896,1258,176,10129
105031102,3,10,13,15,40,22,14,20,0,133,5,3,4,4,14,14,10,3,21,82,58,249,198,236,424,363,200,332,42,2096
105031103,3,6,3,3,8,8,3,9,0,41,3,6,5,8,3,8,8,16,9,58,33,89,87,100,121,176,93,317,26,1050
105031104,3,6,7,3,12,17,3,13,0,61,3,4,3,8,4,11,3,13,14,55,57,175,156,165,229,220,105,446,50,1607
105031105,6,10,3,11,14,14,6,19,3,75,3,8,4,4,12,5,8,5,19,68,57,184,126,180,271,303,195,480,51,1845
105031106,0,6,9,8,20,11,12,12,0,83,0,12,6,3,7,14,3,12,26,81,75,218,190,246,373,411,167,409,54,2148
106011107,7,21,14,17,11,16,7,15,0,101,6,18,12,18,31,10,4,21,31,151,125,670,548,508,610,597,331,556,72,4013
106011108,11,57,49,38,67,40,27,42,4,342,16,31,15,24,18,31,9,15,60,224,277,924,906,832,1251,954,498,626,139,6411
106011109,0,5,0,5,3,3,0,0,0,19,7,10,8,3,13,8,4,8,17,76,63,174,141,142,284,306,169,316,36,1639
106011110,4,13,5,18,17,7,8,16,0,84,3,10,4,7,5,9,0,4,25,76,90,360,287,249,313,289,133,398,57,2170
106011111,3,37,21,25,40,36,12,17,0,195,3,16,16,10,28,24,3,13,30,147,103,533,469,449,566,538,221,375,53,3313
106011112,15,44,33,40,68,79,48,65,9,400,8,19,22,31,48,42,24,40,80,307,281,933,802,850,1253,1259,960,1611,188,8133
106011113,3,3,8,13,29,31,35,80,0,204,5,17,13,10,20,27,14,28,62,202,301,221,287,319,873,1036,1493,2245,137,6906
106021114,5,30,29,31,58,42,23,30,0,244,3,16,11,13,23,24,8,17,42,161,249,704,797,947,1565,1029,462,590,103,6457
106021115,4,55,51,48,81,73,37,44,4,393,9,49,21,11,32,28,0,28,48,234,286,1338,1044,1034,1212,1164,604,882,118,7682
106021116,0,9,4,5,0,3,0,3,0,32,0,7,9,6,3,7,3,4,3,38,21,172,135,143,145,147,73,134,11,986
106021117,14,47,42,46,109,122,80,103,6,564,11,37,20,22,67,92,32,32,70,381,217,918,718,818,1380,1345,777,1156,134,7471
106021118,3,8,19,20,24,22,10,34,4,147,4,20,23,11,48,55,19,35,23,235,104,391,363,399,730,740,379,669,51,3823
106031119,0,10,4,5,12,4,7,8,3,58,0,7,6,6,4,3,0,6,5,38,27,147,96,116,111,126,51,106,14,799
106031120,0,10,3,7,7,8,3,3,0,43,3,3,6,3,6,3,0,3,10,36,28,177,120,122,122,79,33,88,16,799
106031121,9,41,37,28,47,50,24,32,0,277,11,39,25,32,34,47,4,27,61,273,273,1216,981,1031,1076,940,441,687,132,6782
106031122,16,37,30,29,139,151,82,218,3,706,5,24,15,26,97,65,34,69,71,413,313,903,733,856,2120,1901,1346,1588,174,9934
106031123,0,3,3,0,9,4,0,8,0,30,0,14,4,3,4,6,0,8,3,40,28,115,77,79,63,101,53,203,13,737
106031124,0,3,5,3,4,10,3,8,0,44,0,5,7,0,0,6,4,0,10,41,43,189,131,165,177,164,82,129,26,1097
106031125,6,16,9,23,33,19,7,19,0,131,4,17,6,18,33,29,11,19,48,190,228,524,440,541,1471,1381,895,906,105,6505
106041126,5,24,19,31,64,64,35,53,3,293,8,28,10,12,38,33,22,24,54,233,267,630,629,663,1333,1030,746,1046,129,6475
106041127,3,3,3,3,3,6,4,4,0,28,0,4,4,5,4,11,3,7,13,55,81,152,139,163,301,309,314,543,47,2043
106041128,0,13,12,15,27,19,7,14,0,109,4,12,12,10,24,17,9,10,19,103,85,359,300,359,594,414,227,389,48,2775
106041129,5,10,3,8,3,13,3,8,0,49,3,11,10,6,9,8,0,10,16,82,93,270,222,237,268,375,195,538,47,2244
107011131,12,36,35,29,38,45,11,30,0,235,3,18,8,8,24,29,7,24,30,158,177,880,661,694,764,625,281,498,66,4654
107011132,3,6,0,0,6,3,0,4,0,27,0,7,3,3,0,11,0,13,10,39,20,92,72,132,154,144,65,131,9,834
107011133,0,0,0,7,12,19,10,14,0,59,3,8,4,6,21,28,21,14,24,121,128,115,157,182,722,639,614,639,65,3265
107011134,21,40,44,33,124,124,54,102,4,546,24,33,49,38,119,131,36,71,65,559,272,750,750,811,1839,2073,954,1483,148,9077
107011545,3,11,9,16,27,14,13,9,0,107,0,6,9,10,14,11,7,6,19,76,50,188,164,212,241,197,108,170,30,1363
107011546,10,32,36,33,61,49,28,26,0,274,8,26,23,24,46,40,17,20,49,256,210,768,785,792,1271,1092,512,714,103,6255
107011547,0,4,5,3,4,5,0,0,0,22,0,4,0,0,7,3,3,5,4,27,14,46,54,42,62,73,25,46,9,377
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,5,10,10,6,13,0,58
107031136,3,29,10,17,15,15,3,13,0,102,3,11,14,9,7,5,5,14,20,85,88,473,325,375,366,354,191,292,41,2506
107031137,0,10,6,7,31,29,21,13,0,134,6,10,3,14,22,21,19,10,16,126,80,264,253,295,387,419,244,354,29,2328
107031138,3,22,13,22,29,24,12,16,0,140,3,16,3,11,9,11,6,18,16,97,92,563,435,432,423,394,189,286,37,2861
107031139,0,7,3,0,0,0,0,0,0,19,0,5,3,0,3,0,0,0,3,19,18,145,79,75,52,105,33,65,12,579
107031140,3,18,6,10,6,10,0,13,0,65,8,16,0,3,0,4,6,4,10,54,86,410,269,226,201,257,100,259,28,1836
107031141,0,30,10,15,12,15,6,11,0,95,7,8,3,12,11,14,4,14,19,91,60,330,240,309,345,416,218,406,33,2355
107031142,5,31,29,36,64,58,12,34,5,279,9,24,13,15,33,34,10,14,46,201,230,1076,857,804,1259,819,410,499,99,6059
107031143,3,22,23,18,32,36,13,22,0,176,6,8,20,13,22,16,10,6,29,138,161,516,539,593,709,674,277,401,70,3949
107041144,8,41,33,29,74,50,27,47,3,313,12,25,13,20,34,40,12,19,49,215,213,961,773,677,1043,912,400,655,103,5738
107041145,6,29,27,20,36,24,12,18,0,170,3,11,10,3,18,23,6,12,28,121,124,541,439,497,586,515,219,378,71,3371
107041146,7,33,20,23,36,34,18,23,6,190,3,22,16,19,15,26,9,13,42,165,234,1423,889,775,1276,956,379,669,94,6703
107041147,7,16,11,17,14,12,3,8,0,84,3,17,6,11,11,10,0,11,12,87,65,320,260,263,349,337,152,237,36,2021
107041148,0,19,18,15,11,13,6,9,0,88,0,15,9,7,7,8,3,8,18,86,65,499,362,341,255,354,137,310,40,2358
107041150,11,41,31,27,30,39,17,22,0,224,3,21,18,15,14,13,0,16,18,114,114,687,537,484,553,478,243,400,48,3560
107041548,25,78,72,96,162,178,84,122,10,826,26,75,88,58,138,138,37,75,202,841,818,2551,2548,2577,5340,3790,1843,2361,395,22216
107041549,3,29,26,15,34,22,11,17,0,152,7,14,26,18,32,43,11,18,53,221,250,618,896,847,1167,1245,508,661,114,6301
108011151,0,3,4,0,3,3,3,8,6,25,3,5,3,12,6,6,7,9,7,54,46,193,151,147,196,178,92,288,23,1314
108011152,4,28,18,20,30,37,10,37,3,188,3,19,15,3,15,18,12,4,47,133,189,672,605,661,797,550,280,415,98,4263
108011153,3,9,4,10,3,12,5,9,0,48,5,10,8,0,4,9,0,8,12,57,47,225,142,191,123,156,45,140,26,1084
108011154,4,19,12,15,21,25,14,12,0,119,0,8,3,8,11,11,0,5,35,88,98,304,293,382,423,338,173,268,55,2325
108021155,12,23,32,24,51,32,20,33,3,228,11,18,10,20,38,22,11,20,84,250,277,726,797,1000,1479,886,480,691,198,6531
108021156,0,10,4,3,3,5,0,3,0,23,9,9,7,4,6,7,5,9,26,80,76,275,198,204,189,253,149,360,63,1769
108021157,3,16,6,7,28,26,13,11,0,107,7,10,6,11,14,7,3,10,22,88,102,273,288,341,458,337,192,369,51,2411
108021158,0,18,17,10,14,10,9,14,0,78,3,5,4,8,14,3,0,9,21,66,62,303,258,308,329,185,109,195,43,1796
108021159,0,5,5,0,3,3,0,0,0,20,0,14,7,0,8,4,0,0,7,47,35,173,164,144,140,140,83,276,34,1197
108021160,3,12,3,6,12,12,0,8,0,48,3,7,0,9,4,4,3,5,13,48,59,207,130,157,151,117,66,126,29,1047
108031161,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,24,27,21,27,19,44,17,31,9,214
108041162,0,37,26,29,20,20,10,13,0,158,5,22,7,5,17,13,9,8,27,112,109,521,401,483,497,405,204,381,68,3072
108041163,13,61,32,35,62,55,24,37,3,319,5,32,16,31,23,30,10,14,53,209,351,1266,997,1397,1714,1272,579,989,145,8705
108041164,10,59,44,44,118,90,46,92,6,514,8,51,21,39,52,52,29,44,104,396,394,1331,1217,1602,2255,2026,942,1384,215,11370
108041165,0,7,3,5,0,7,7,8,0,31,3,9,3,3,6,3,0,7,7,48,36,152,96,124,160,158,101,339,35,1204
108041166,3,21,20,16,37,31,20,20,3,168,5,17,7,5,22,17,3,23,32,131,113,373,332,413,629,477,282,508,68,3187
108051167,0,3,8,7,9,13,5,6,0,58,0,8,3,6,9,13,7,12,21,73,60,263,193,244,272,252,110,300,42,1742
108051168,3,6,11,7,3,7,5,0,0,51,3,7,6,8,3,9,3,3,15,54,69,285,182,208,187,178,75,165,35,1390
108051169,6,39,46,35,84,110,46,62,6,429,18,36,20,39,69,54,29,30,117,402,420,1322,1242,1587,2246,1642,810,1068,239,10579
108051170,3,3,3,3,3,5,0,10,0,40,3,16,14,11,9,13,3,6,17,88,56,294,201,212,155,230,97,348,39,1630
108051171,0,3,3,5,18,17,5,3,0,64,3,6,0,0,4,6,3,0,24,41,185,154,196,208,229,205,89,167,44,1480
109011172,4,29,31,22,48,43,26,38,4,248,8,22,10,16,48,34,19,38,46,253,221,576,544,712,1183,1038,608,857,100,5846
109011173,8,11,16,12,13,24,15,14,0,106,4,10,8,10,21,23,3,11,12,100,73,231,181,253,297,339,200,290,31,1888
109011174,11,69,56,62,103,72,50,50,13,484,20,38,29,28,71,56,19,38,95,396,509,1661,1427,1841,2688,1813,1124,1302,225,12592
109011175,0,8,15,14,21,21,13,27,0,116,8,17,6,15,16,17,7,21,32,139,168,443,334,399,443,590,362,874,89,3703
109011176,6,27,21,17,45,53,17,37,3,224,6,16,8,13,17,30,4,8,31,135,148,597,416,544,725,632,367,529,70,4035
109021177,4,0,3,0,3,5,6,12,0,38,0,9,6,7,10,13,4,8,21,72,58,138,111,144,204,198,87,328,46,1312
109021178,0,4,8,4,8,5,7,8,3,50,10,10,7,7,12,12,5,15,20,92,92,231,194,235,432,375,172,356,61,2136
109021179,0,3,0,6,7,9,4,3,0,27,5,7,0,7,15,7,0,7,17,80,55,122,117,180,227,248,135,538,49,1675
109031180,6,9,7,15,21,11,11,16,0,102,5,3,8,5,12,31,6,21,27,121,122,267,250,288,351,430,197,321,66,2295
109031181,0,13,8,3,9,11,11,8,3,65,6,8,3,8,22,26,6,14,27,125,101,318,195,246,503,505,232,440,55,2596
109031182,3,14,6,18,21,27,23,20,4,124,3,18,11,15,21,13,9,11,19,119,137,381,319,424,666,554,258,406,64,3197
109031183,0,5,6,3,8,10,4,7,0,43,7,5,12,14,9,14,4,11,27,99,109,319,236,249,316,403,212,846,69,2760
109031184,0,6,6,7,8,15,0,7,0,48,5,5,7,7,18,12,3,11,22,90,94,261,190,223,324,249,152,244,49,1796
109031185,3,17,13,12,15,18,16,32,0,119,11,11,0,11,24,20,10,9,44,138,153,403,323,387,432,490,234,741,93,3248
110011186,15,46,37,32,92,51,47,52,6,377,10,29,23,21,38,41,23,28,78,297,427,1582,1144,1374,2419,1529,869,1407,210,10961
110011187,0,7,4,5,12,10,4,4,0,51,6,14,3,7,9,0,0,11,6,57,52,200,184,183,333,250,160,470,33,1865
110011188,0,8,11,3,3,8,3,3,0,32,3,7,3,9,3,7,4,8,17,53,38,140,135,145,161,204,79,261,39,1204
110011189,0,6,0,3,4,11,9,4,0,42,3,3,3,0,4,4,0,12,13,49,41,151,121,161,150,212,115,431,31,1420
110021190,4,24,19,11,27,29,17,24,5,138,7,16,18,15,22,8,8,13,34,142,122,404,341,365,546,413,202,595,79,3062
110021191,3,18,20,23,58,39,20,37,4,225,13,18,11,15,35,33,7,21,67,219,197,626,523,788,1260,770,425,619,143,5347
110021192,0,3,0,0,3,7,0,0,0,21,0,3,0,3,5,3,0,5,18,45,37,133,87,112,91,141,65,343,36,1042
110021193,0,11,0,9,7,13,0,4,0,49,4,4,4,3,6,9,4,10,22,66,65,173,156,189,203,253,119,539,45,1741
110021194,5,13,6,4,12,9,5,15,0,72,10,10,8,8,14,16,3,9,22,96,85,290,222,259,308,290,126,496,67,2148
110031195,15,16,15,19,41,46,24,48,0,222,3,12,12,7,37,28,13,26,44,185,159,304,293,408,859,651,334,621,95,3723
110031196,3,4,4,5,3,3,0,4,0,24,0,8,7,7,6,13,3,23,26,89,73,162,111,179,174,332,185,926,72,2210
110031197,3,21,10,8,29,57,22,20,3,177,8,13,12,21,22,36,9,16,28,164,126,349,284,367,648,571,253,431,68,3097
110031198,0,9,0,0,12,11,9,11,0,51,7,10,3,5,3,12,7,6,24,84,91,141,143,178,242,342,181,612,59,1998
