SA2_MAINCODE_2016,M_Tot_H_0,M_Tot_H_1_15,M_Tot_H_16_24,M_Tot_H_25_34,M_Tot_H_35_39,M_Tot_H_40,M_Tot_H_41_48,M_Tot_H_49_more,M_Tot_H_NS,M_Tot_H_Tot,F_AgFF_H_0,F_AgFF_H_1_15,F_AgFF_H_16_24,F_AgFF_H_25_34,F_AgFF_H_35_39,F_AgFF_H_40,F_AgFF_H_41_48,F_AgFF_H_49_more,F_AgFF_H_NS,F_AgFF_H_Tot,F_Min_H_0,F_Min_H_1_15,F_Min_H_16_24,F_Min_H_25_34,F_Min_H_35_39,F_Min_H_40,F_Min_H_41_48,F_Min_H_49_more,F_Min_H_NS,F_Min_H_Tot,F_Mnf_H_0,F_Mnf_H_1_15,F_Mnf_H_16_24,F_Mnf_H_25_34,F_Mnf_H_35_39,F_Mnf_H_40,F_Mnf_H_41_48,F_Mnf_H_49_more,F_Mnf_H_NS,F_Mnf_H_Tot,F_EGWWS_H_0,F_EGWWS_H_1_15,F_EGWWS_H_16_24,F_EGWWS_H_25_34,F_EGWWS_H_35_39,F_EGWWS_H_40,F_EGWWS_H_41_48,F_EGWWS_H_49_more,F_EGWWS_H_NS,F_EGWWS_H_Tot,F_Const_H_0,F_Const_H_1_15,F_Const_H_16_24,F_Const_H_25_34,F_Const_H_35_39,F_Const_H_40,F_Const_H_41_48,F_Const_H_49_more,F_Const_H_NS,F_Const_H_Tot,F_WST_H_0,F_WST_H_1_15,F_WST_H_16_24,F_WST_H_25_34,F_WST_H_35_39,F_WST_H_40,F_WST_H_41_48,F_WST_H_49_more,F_WST_H_NS,F_WST_H_Tot,F_RetT_H_0,F_RetT_H_1_15,F_RetT_H_16_24,F_RetT_H_25_34,F_RetT_H_35_39,F_RetT_H_40,F_RetT_H_41_48,F_RetT_H_49_more,F_RetT_H_NS,F_RetT_H_Tot,F_AcFd_H_0,F_AcFd_H_1_15,F_AcFd_H_16_24,F_AcFd_H_25_34,F_AcFd_H_35_39,F_AcFd_H_40,F_AcFd_H_41_48,F_AcFd_H_49_more,F_AcFd_H_NS,F_AcFd_H_Tot,F_TPW_H_0,F_TPW_H_1_15,F_TPW_H_16_24,F_TPW_H_25_34,F_TPW_H_35_39,F_TPW_H_40,F_TPW_H_41_48,F_TPW_H_49_more,F_TPW_H_NS,F_TPW_H_Tot,F_IMT_H_0,F_IMT_H_1_15,F_IMT_H_16_24,F_IMT_H_25_34,F_IMT_H_35_39,F_IMT_H_40,F_IMT_H_41_48,F_IMT_H_49_more,F_IMT_H_NS,F_IMT_H_Tot,F_FinIns_H_0,F_FinIns_H_1_15,F_FinIns_H_16_24,F_FinIns_H_25_34,F_FinIns_H_35_39,F_FinIns_H_40,F_FinIns_H_41_48,F_FinIns_H_49_more,F_FinIns_H_NS,F_FinIns_H_Tot,F_RHRE_H_0,F_RHRE_H_1_15,F_RHRE_H_16_24,F_RHRE_H_25_34,F_RHRE_H_35_39,F_RHRE_H_40,F_RHRE_H_41_48,F_RHRE_H_49_more,F_RHRE_H_NS,F_RHRE_H_Tot,F_ProSTS_H_0,F_ProSTS_H_1_15,F_ProSTS_H_16_24,F_ProSTS_H_25_34,F_ProSTS_H_35_39,F_ProSTS_H_40,F_ProSTS_H_41_48,F_ProSTS_H_49_more,F_ProSTS_H_NS,F_ProSTS_H_Tot,F_AdSup_H_0,F_AdSup_H_1_15,F_AdSup_H_16_24,F_AdSup_H_25_34,F_AdSup_H_35_39,F_AdSup_H_40,F_AdSup_H_41_48,F_AdSup_H_49_more,F_AdSup_H_NS,F_AdSup_H_Tot,F_PubAS_H_0,F_PubAS_H_1_15,F_PubAS_H_16_24,F_PubAS_H_25_34,F_PubAS_H_35_39,F_PubAS_H_40,F_PubAS_H_41_48,F_PubAS_H_49_more,F_PubAS_H_NS,F_PubAS_H_Tot,F_EdTrn_H_0,F_EdTrn_H_1_15,F_EdTrn_H_16_24,F_EdTrn_H_25_34,F_EdTrn_H_35_39,F_EdTrn_H_40,F_EdTrn_H_41_48,F_EdTrn_H_49_more,F_EdTrn_H_NS,F_EdTrn_H_Tot,F_HltHC_SA_H_0,F_HltHC_SA_H_1_15,F_HltHC_SA_H_16_24,F_HltHC_SA_H_25_34,F_HltHC_SA_H_35_39,F_HltHC_SA_H_40,F_HltHC_SA_H_41_48,F_HltHC_SA_H_49_more,F_HltHC_SA_H_NS,F_HltHC_SA_H_Tot,F_ArtsR_H_0,F_ArtsR_H_1_15,F_ArtsR_H_16_24,F_ArtsR_H_25_34,F_ArtsR_H_35_39,F_ArtsR_H_40,F_ArtsR_H_41_48,F_ArtsR_H_49_more,F_ArtsR_H_NS,F_ArtsR_H_Tot,F_OthSvs_H_0,F_OthSvs_H_1_15,F_OthSvs_H_16_24,F_OthSvs_H_25_34,F_OthSvs_H_35_39,F_OthSvs_H_40,F_OthSvs_H_41_48,F_OthSvs_H_49_more,F_OthSvs_H_NS,F_OthSvs_H_Tot
101041017,65,211,169,215,402,373,197,319,46,1995,0,0,3,0,8,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,3,6,6,7,5,4,4,0,0,37,0,0,0,0,0,0,0,0,0,3,0,3,4,7,12,3,3,0,0,35,0,8,5,3,7,4,0,0,0,29,26,119,70,91,82,25,27,21,6,473,24,104,60,59,31,17,4,21,6,329,3,3,3,9,3,6,3,4,0,27,0,0,0,3,7,4,0,0,0,13,3,7,6,12,12,12,0,3,0,56,3,0,9,3,17,5,4,3,0,54,0,3,8,9,22,4,6,10,0,66,3,16,11,16,26,9,0,4,0,88,21,13,26,35,71,29,24,17,0,229,8,41,31,21,23,18,3,23,3,160,27,49,57,101,83,65,10,26,7,420,0,6,3,3,0,0,0,0,0,11,0,30,10,22,16,11,3,9,3,107
101041018,13,69,51,70,64,77,35,80,9,473,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,8,0,3,0,16,0,0,0,0,0,0,0,0,0,5,3,25,10,10,7,6,3,5,0,76,0,23,11,9,9,10,0,4,0,69,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,19,3,3,4,4,5,9,0,4,0,41,0,11,3,8,0,3,0,0,0,29,0,0,0,3,0,0,0,0,0,6,0,16,11,23,25,18,8,24,0,134,13,28,44,52,39,8,3,14,0,203,0,4,0,0,0,0,0,0,0,10,0,8,3,7,3,0,3,3,0,31
101041019,102,181,180,204,543,478,298,370,48,2408,0,7,3,9,0,4,0,8,0,33,0,0,0,0,0,0,0,0,0,0,13,12,19,26,62,63,24,26,0,253,0,0,0,0,3,0,0,0,0,6,0,10,6,3,3,4,0,0,0,27,0,3,3,3,3,3,3,0,0,20,20,87,67,78,43,34,23,17,4,370,8,74,30,29,26,14,0,21,8,206,0,7,6,7,3,3,0,3,0,31,0,3,0,0,10,3,0,4,0,27,5,3,7,13,11,5,3,3,0,53,0,4,5,0,11,7,3,0,0,33,6,22,15,19,29,11,5,10,0,115,8,13,12,16,18,15,3,0,0,80,4,16,17,41,73,17,15,14,3,194,9,47,50,67,40,29,19,40,3,303,41,79,133,206,139,112,47,42,5,797,0,4,3,3,6,0,0,3,0,18,3,11,6,9,10,3,3,5,4,56
101041020,29,90,62,91,90,131,84,240,16,832,3,17,17,26,9,23,6,40,4,160,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,3,0,0,14,0,3,0,0,3,0,0,0,0,6,3,3,0,14,7,3,4,3,0,40,0,13,4,3,0,0,0,8,0,31,0,6,3,3,3,3,0,0,0,20,0,0,0,4,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,8,11,3,3,3,0,0,0,37,0,5,4,0,0,4,0,0,0,17,0,0,3,3,3,3,0,0,0,14,3,25,12,10,7,3,10,10,0,90,0,7,14,12,12,4,0,4,0,48,0,4,3,3,0,3,0,0,0,11,0,3,0,0,8,0,0,3,0,18
101041021,4,36,24,43,49,62,34,53,15,325,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,9,6,3,7,0,0,0,0,31,3,26,9,7,10,7,3,12,0,68,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,4,0,0,0,0,0,0,0,13,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,14,12,17,19,19,17,14,0,126,0,11,17,23,16,6,6,3,0,78,0,3,3,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,7
101041022,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,21,56,49,54,133,129,84,154,18,701,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,7,0,0,0,6,3,0,0,0,0,8,4,25,14,16,22,8,3,10,0,103,8,37,13,13,3,5,3,10,0,102,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,0,0,0,0,13,0,0,0,3,0,3,0,0,0,10,0,4,6,4,3,0,4,0,0,22,3,15,6,6,8,3,0,0,0,42,3,0,0,6,5,0,0,0,0,14,6,10,8,26,14,14,3,12,0,100,7,13,19,33,19,13,0,7,0,114,0,3,0,3,3,0,0,0,0,9,0,3,4,3,3,4,0,0,0,22
101041024,11,46,35,49,61,69,30,78,9,382,0,7,5,3,4,4,3,14,0,40,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,6,6,3,6,4,7,0,46,5,29,6,6,3,6,3,8,0,69,0,0,7,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,16,0,12,4,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,3,8,5,3,5,3,0,3,0,33,3,4,13,6,3,0,0,0,0,31,0,0,3,0,3,5,0,3,0,17,0,4,3,3,0,4,0,0,0,16
101041025,68,201,132,181,301,262,150,287,39,1621,0,7,3,3,4,3,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,5,16,10,7,7,0,0,0,44,0,0,0,0,0,0,0,0,0,0,3,9,3,11,6,4,0,5,0,42,3,3,3,4,5,3,0,4,0,22,18,95,59,60,52,20,22,12,0,337,22,108,53,72,35,17,19,37,7,367,7,10,6,6,11,5,0,0,0,45,0,3,0,0,7,0,0,0,0,14,6,3,3,6,8,14,0,8,0,50,4,4,3,15,13,6,4,4,0,60,3,23,8,10,22,12,3,10,0,89,4,21,16,13,13,3,0,9,0,68,3,5,0,4,4,3,4,3,0,30,9,26,23,23,36,25,22,18,0,171,15,55,91,117,75,24,12,24,8,427,5,21,4,11,3,0,0,0,0,41,3,12,16,12,19,13,3,5,0,78
101041026,63,173,136,175,373,263,148,219,32,1591,0,3,0,0,0,5,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,5,5,4,7,3,0,4,0,29,0,0,0,11,0,3,0,0,0,10,0,3,6,7,3,6,0,3,0,24,0,0,0,0,3,3,0,0,0,7,11,68,32,46,33,16,11,9,10,234,4,44,21,13,8,9,3,16,0,118,0,11,8,3,7,4,3,5,0,37,4,3,5,10,33,13,0,0,0,62,0,0,7,10,0,3,0,0,0,26,0,0,0,5,0,6,0,0,0,22,0,14,10,14,23,10,4,6,0,78,3,22,10,14,9,5,0,3,0,72,5,12,28,34,75,23,9,7,5,192,7,30,19,34,24,19,11,25,3,178,30,46,122,120,93,61,17,17,3,520,0,4,0,0,0,0,3,0,0,12,0,10,10,9,12,4,0,3,0,45
101041027,34,163,118,147,192,202,92,175,42,1164,0,3,3,3,0,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,15,4,3,4,6,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,8,5,8,0,3,5,3,0,27,0,3,0,7,0,0,0,0,0,11,9,52,53,46,37,14,11,8,3,230,13,82,49,43,24,20,7,22,0,251,0,7,14,3,3,3,0,3,0,35,0,5,3,3,0,0,0,0,0,11,0,4,3,4,3,5,0,0,0,18,0,4,10,10,7,7,0,0,0,27,3,10,12,11,17,4,0,4,0,57,3,13,4,3,3,0,0,3,0,28,3,4,3,6,3,0,0,3,0,26,5,25,23,25,19,17,7,13,0,136,10,40,53,73,39,20,7,16,3,266,3,7,10,9,4,5,0,3,0,39,0,13,4,8,4,3,4,12,3,42
101051539,131,364,277,340,1049,988,551,868,125,4685,0,10,5,5,11,11,9,14,3,62,0,0,0,3,0,3,7,3,0,15,3,14,12,27,46,29,15,13,3,162,0,0,0,3,3,0,0,0,0,11,0,19,3,9,11,19,9,10,0,81,0,0,3,10,13,20,3,7,0,62,37,137,104,128,124,57,25,23,8,643,25,145,83,102,56,33,21,21,11,487,4,5,11,8,17,13,3,3,0,72,0,9,6,6,12,3,0,3,0,38,3,8,14,13,36,16,4,6,0,102,0,8,14,6,14,18,11,6,0,82,10,28,40,34,54,28,13,13,0,220,3,21,23,23,42,17,9,8,3,148,24,22,35,38,121,59,19,26,3,348,28,79,93,97,127,89,51,77,5,650,70,109,248,308,344,259,71,83,16,1508,0,13,3,4,8,3,3,3,0,39,3,41,29,25,34,22,14,11,0,183
