SA2_MAINCODE_2016,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
106021118,21,11,5,417,368,39,28,3,8,443,365,38,36,10,3,450,274,39,29,3,0,349,177,27,21,0,3,233,70,10,9,3,0,99,18,3,0,0,0,30,4,0,3,5,3,17,3235,275,227,49,44,3823
106031119,19,4,0,105,56,18,17,0,3,95,48,18,20,5,0,93,69,25,21,4,3,117,30,15,6,0,0,52,9,0,8,0,0,19,3,0,0,7,0,11,0,0,0,4,0,3,525,86,137,34,9,799
106031120,10,3,0,75,55,9,16,7,0,81,59,7,13,3,0,83,51,10,23,0,3,93,33,15,17,6,0,78,11,10,12,0,3,29,8,3,9,3,0,16,3,0,0,0,0,3,559,79,121,24,14,799
106031121,96,13,6,727,557,73,88,18,5,744,594,75,78,15,11,766,527,78,86,15,11,705,361,61,77,21,10,528,143,44,43,23,4,252,34,24,29,16,5,112,13,10,9,11,3,43,5344,530,681,147,79,6782
106031122,35,3,3,1089,1025,42,32,9,8,1119,1017,67,42,3,10,1136,876,58,61,6,7,1011,477,49,43,9,4,580,127,19,21,8,4,177,27,16,3,5,3,57,18,4,0,0,0,23,9080,386,332,60,79,9934
106031123,13,3,0,94,63,26,17,0,3,112,46,21,18,3,0,86,46,15,19,4,0,84,25,16,18,5,0,65,11,8,14,6,0,42,3,0,5,0,0,15,0,8,5,3,0,15,439,133,132,28,7,737
106031124,17,0,3,87,92,10,18,3,0,126,78,13,28,7,4,127,87,14,19,3,3,134,64,15,24,4,5,109,34,20,14,4,0,76,9,9,7,4,0,27,7,0,6,3,0,18,775,107,161,30,23,1097
106031125,30,7,3,811,681,34,48,3,7,763,629,41,41,12,3,725,412,30,46,4,8,498,222,22,31,5,3,279,69,13,13,9,3,111,15,6,8,3,3,40,16,4,3,13,0,42,5840,240,301,71,55,6505
106041126,32,9,3,721,634,31,26,12,7,700,661,26,34,8,4,736,554,19,34,4,10,623,280,15,28,9,7,337,95,21,21,3,3,146,25,3,13,7,0,50,6,3,3,6,4,22,5844,207,292,70,64,6475
106041127,13,4,3,255,215,7,10,6,0,245,188,16,18,10,3,237,140,10,20,5,3,175,106,10,10,7,0,130,29,3,14,4,3,56,9,3,10,17,3,41,0,0,3,11,0,16,1771,66,119,58,25,2043
106041128,28,5,5,295,229,34,25,9,0,291,243,24,23,7,5,292,211,22,26,10,3,266,152,13,22,8,8,197,52,7,19,3,0,80,10,0,13,4,0,35,3,0,10,12,4,32,2286,156,228,67,43,2775
106041129,38,12,3,226,146,13,46,11,0,217,139,26,41,26,5,240,145,21,46,27,3,246,108,22,50,33,4,218,46,11,35,30,5,132,17,7,30,13,3,70,6,9,18,33,4,71,1487,148,366,203,38,2244
107011131,55,8,3,467,391,33,46,5,5,480,402,37,64,3,3,508,331,44,46,7,4,433,217,31,39,5,0,287,63,16,23,11,3,113,22,6,14,3,3,50,6,0,3,8,0,17,3813,283,439,70,44,4654
107011132,13,0,0,111,76,9,15,0,0,100,67,8,15,3,0,96,78,9,16,0,0,99,35,3,10,3,3,53,6,8,3,0,0,18,4,0,0,0,0,5,0,0,0,4,0,3,641,59,109,13,5,834
107011133,7,0,3,460,497,3,6,0,3,512,521,3,0,0,0,526,463,7,3,0,3,486,194,5,0,0,0,199,62,5,5,0,3,71,5,0,0,0,0,9,0,0,0,3,3,5,3152,53,25,5,22,3265
107011134,67,7,7,1063,858,84,55,12,22,1034,967,97,72,10,10,1158,854,55,64,10,15,992,442,52,42,8,4,546,139,30,24,3,3,202,37,13,4,5,0,57,12,4,6,9,3,33,7927,549,436,83,94,9077
107011545,30,3,0,142,85,15,17,4,0,123,142,7,24,5,3,186,97,18,25,3,0,143,66,5,12,0,0,87,19,0,11,0,0,27,3,0,4,0,0,11,5,0,0,0,0,3,1056,96,164,30,16,1363
107011546,47,10,3,687,622,42,34,0,0,704,680,35,32,5,3,761,561,31,32,9,7,639,320,33,30,3,0,386,109,16,13,3,0,138,26,5,0,7,0,29,12,3,0,0,3,20,5592,286,285,42,49,6255
107011547,6,0,3,44,25,7,3,0,0,34,32,7,5,0,0,42,27,9,3,0,3,43,15,0,3,0,0,21,11,7,3,0,0,19,0,3,0,0,0,3,0,0,0,0,0,3,272,45,40,5,12,377
107021135,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,58
107031136,33,13,0,294,235,25,38,7,0,307,212,29,38,3,4,295,164,22,24,0,0,213,99,20,24,8,0,143,40,5,16,3,3,66,14,3,4,5,0,22,0,3,0,3,0,8,1980,184,268,49,26,2506
107031137,21,3,3,285,180,23,19,0,0,224,206,32,24,4,3,265,166,18,15,3,0,204,96,9,15,5,0,125,22,3,5,3,0,38,10,7,0,0,3,14,3,3,0,0,0,8,1957,164,156,35,19,2328
107031138,43,8,0,304,226,33,49,8,5,323,261,24,36,3,4,331,224,30,37,6,7,305,130,33,46,7,4,225,46,17,26,7,0,92,13,10,10,7,3,38,3,4,5,3,0,16,2215,221,332,62,29,2861
107031139,17,0,0,56,19,11,17,7,0,52,40,8,21,0,3,70,40,11,23,3,0,78,33,7,15,8,0,64,7,5,14,0,0,20,3,0,3,0,0,11,3,3,0,0,0,6,322,76,154,22,10,579
107031140,45,3,0,176,89,24,30,7,3,152,98,38,41,5,3,190,119,22,38,13,0,189,86,25,40,18,3,169,33,19,26,16,0,98,10,7,14,6,0,48,6,0,6,14,0,35,1188,205,321,93,26,1836
107031141,41,9,0,293,201,34,41,4,3,280,158,23,43,6,0,239,150,23,31,9,4,211,88,25,16,4,0,140,22,5,7,7,0,43,6,0,4,0,0,13,3,0,0,0,0,11,1752,220,306,51,27,2355
107031142,43,11,4,615,569,58,36,9,5,678,470,38,42,12,5,567,416,29,36,9,3,487,203,23,32,10,6,272,48,21,10,5,0,82,15,6,0,3,0,24,4,0,0,4,3,18,5323,285,316,72,66,6059
107031143,42,3,7,437,373,43,33,3,3,464,359,33,43,5,5,444,394,33,28,8,0,459,202,25,33,3,0,261,62,17,10,0,3,91,22,6,3,3,3,31,8,0,0,0,0,12,3287,255,313,47,46,3949
107041144,59,4,10,580,482,64,69,9,6,627,434,66,52,6,10,567,422,49,49,14,3,538,244,32,38,5,8,327,75,16,23,3,3,124,28,8,4,12,0,52,6,8,3,0,0,20,4767,383,449,66,68,5738
107041145,54,0,0,352,294,39,44,8,0,385,304,40,59,12,3,418,224,37,46,7,3,321,144,25,29,5,4,202,39,7,17,6,0,71,11,9,10,0,4,35,9,0,4,0,0,15,2642,270,376,53,32,3371
107041146,58,11,4,733,615,44,58,10,4,729,627,33,49,9,8,728,548,28,29,4,6,625,325,23,28,7,5,392,125,13,15,0,3,158,31,12,8,9,0,62,13,3,9,0,0,23,5925,266,389,56,57,6703
107041147,47,4,0,259,169,38,40,8,3,252,167,33,38,5,3,250,116,27,23,0,0,166,71,18,10,0,0,104,26,13,9,5,0,50,5,3,0,0,0,11,7,0,3,0,0,11,1518,226,226,33,22,2021
107041148,70,7,0,280,136,54,49,8,3,258,126,32,50,4,3,216,162,34,46,4,7,248,74,18,30,5,5,134,35,16,17,9,0,75,5,3,3,0,0,18,3,0,0,0,0,5,1641,266,370,52,27,2358
107041150,87,3,0,392,284,48,60,9,0,397,287,49,50,17,0,399,299,27,60,10,0,392,165,18,35,4,3,226,51,17,18,9,0,91,9,3,7,3,0,25,7,3,3,3,3,21,2732,286,456,65,23,3560
107041548,113,10,26,2575,2110,132,100,18,24,2379,1972,157,107,22,15,2279,1675,110,93,20,13,1911,961,100,82,18,8,1174,328,47,66,16,3,467,97,25,23,12,3,162,35,11,9,12,7,74,19846,1091,919,183,178,22216
107041549,58,9,4,763,621,48,50,9,7,729,655,50,52,4,4,765,582,25,46,8,4,659,334,24,31,3,6,404,130,23,21,3,4,188,34,9,5,0,4,46,6,6,3,3,3,22,5514,311,372,47,55,6301
108011151,23,10,4,139,129,17,21,6,0,180,135,16,21,7,0,178,103,12,31,9,3,160,67,11,29,16,0,123,33,11,14,11,0,66,7,3,14,11,3,37,3,3,15,4,0,29,911,98,196,88,21,1314
108011152,52,0,11,447,355,31,82,10,8,483,419,26,56,10,3,513,395,27,59,6,12,504,304,26,55,10,11,410,117,22,22,6,4,173,26,13,5,6,8,56,6,5,3,6,4,26,3479,220,426,64,77,4263
108011153,31,8,0,112,66,19,37,5,0,131,68,18,41,8,4,139,64,18,50,16,0,143,45,23,22,9,3,103,21,15,20,7,0,67,9,3,12,3,0,26,4,0,5,10,0,15,610,122,254,79,26,1084
108011154,41,3,3,254,218,9,22,6,3,253,250,28,30,3,6,323,265,30,32,3,0,338,160,20,35,10,7,237,64,12,17,0,0,97,13,5,4,0,4,25,3,7,3,0,3,16,1877,138,236,25,46,2325
108021155,53,3,6,681,639,42,50,3,16,752,745,39,57,3,17,855,720,45,59,14,17,856,432,37,52,16,6,540,161,21,41,10,8,241,27,6,15,9,4,61,19,5,0,4,4,36,5642,272,409,96,117,6531
108021156,42,10,0,201,113,22,35,14,10,187,131,16,50,14,0,211,116,18,62,18,3,219,82,12,50,19,6,173,37,10,28,40,4,113,7,0,27,15,0,52,3,0,18,22,0,46,1083,107,358,179,39,1769
108021157,15,3,7,246,219,16,22,0,10,259,252,13,31,3,3,302,257,19,35,3,3,319,152,14,29,5,0,204,59,7,22,11,0,91,16,4,9,3,0,34,4,3,0,4,0,14,2023,111,206,40,38,2411
108021158,23,5,3,176,152,8,28,4,7,188,172,5,29,4,7,223,199,14,39,4,4,260,110,18,40,8,3,173,26,10,20,3,3,56,12,3,9,0,0,26,3,0,4,8,0,13,1408,86,228,44,32,1796
108021159,37,5,3,136,71,20,37,6,0,134,77,9,39,19,3,141,83,9,41,12,3,142,48,5,44,17,3,124,22,3,37,22,0,84,5,3,12,14,0,36,3,4,7,20,3,43,690,70,296,124,16,1197
108021160,21,0,0,96,77,11,25,9,0,116,79,13,34,3,0,135,94,14,35,5,0,150,54,6,26,8,3,97,17,4,20,0,0,50,7,0,10,0,0,14,3,0,0,0,3,8,704,68,212,33,30,1047
108031161,3,0,0,27,16,3,3,0,0,21,13,7,4,0,0,25,14,3,0,0,0,20,6,4,5,0,0,19,9,3,0,0,0,14,3,0,0,0,0,5,0,3,0,0,0,7,152,31,25,4,6,214
108041162,56,11,4,319,277,29,62,15,0,391,287,44,65,10,6,423,282,27,81,10,4,414,176,24,76,16,6,303,53,27,45,12,0,131,22,6,17,5,0,46,3,6,9,3,3,22,2191,238,504,100,33,3072
108041163,124,21,8,1019,859,95,129,9,15,1105,808,102,126,18,0,1054,697,92,146,19,11,969,412,54,100,15,5,595,159,44,48,12,3,271,45,17,25,10,6,98,18,6,8,10,4,41,6912,635,937,132,91,8705
108041164,116,6,17,1350,1217,93,88,15,11,1433,1198,87,102,18,12,1413,1140,83,116,17,14,1362,626,71,109,20,11,830,218,34,36,19,3,315,57,19,19,7,8,113,28,4,9,5,3,53,9750,589,771,126,130,11370
108041165,25,3,0,95,75,7,37,5,3,128,68,15,42,17,4,144,75,13,46,19,3,156,59,9,37,29,0,130,15,12,22,21,0,72,8,5,16,18,0,45,7,0,12,20,3,42,655,90,291,143,28,1204
108041166,52,9,8,351,285,31,45,9,5,378,292,37,46,13,7,396,304,38,40,13,3,398,189,23,37,16,3,272,58,12,33,10,3,117,18,5,24,5,3,56,8,4,11,7,0,30,2442,223,376,89,56,3187
108051167,22,11,3,168,155,11,25,9,0,198,161,16,41,8,7,228,144,23,29,13,4,217,96,14,27,23,5,165,46,9,33,29,0,122,8,3,25,22,4,64,6,0,18,16,3,38,1211,113,255,130,37,1742
108051168,27,6,8,147,91,25,46,10,3,169,77,19,39,5,0,146,95,23,55,13,4,181,75,20,36,10,0,144,26,11,23,10,3,73,3,8,13,6,0,31,7,0,8,11,3,28,823,149,308,82,32,1390
108051169,66,17,14,1111,1100,50,84,12,17,1270,1137,79,96,21,24,1358,1121,91,120,22,21,1363,739,55,90,12,20,915,224,39,40,16,14,326,67,17,23,8,8,114,23,0,14,7,7,49,9188,434,641,127,185,10579
108051170,24,6,0,131,92,17,51,11,5,178,109,9,61,22,4,213,95,20,73,16,11,208,66,24,60,29,3,182,31,18,52,27,0,134,5,12,30,17,0,68,8,0,12,13,10,43,848,154,417,168,42,1630
108051171,13,3,0,147,144,14,20,4,0,178,160,11,25,7,7,213,167,7,20,3,0,199,92,11,12,3,3,119,34,4,7,5,0,51,12,0,6,3,0,21,0,0,0,4,0,9,1226,65,131,39,22,1480
109011172,42,5,8,659,551,59,31,5,4,656,543,48,43,0,5,645,502,36,58,4,3,605,288,32,30,10,3,368,128,12,23,10,3,180,20,3,12,3,4,47,16,3,0,0,3,25,5087,300,338,59,56,5846
109011173,28,0,0,198,196,21,22,3,4,246,151,23,25,3,5,206,147,21,20,3,5,194,115,14,28,4,0,163,36,8,16,3,4,64,8,0,10,3,0,24,3,0,4,3,4,10,1470,130,231,34,21,1888
109011174,84,6,4,1287,1133,115,90,11,7,1358,1122,110,81,10,10,1336,1035,97,72,15,5,1222,675,70,77,12,4,848,249,49,46,17,4,363,52,7,15,9,5,93,19,3,5,10,4,37,11040,688,658,116,90,12592
109011175,50,20,8,344,251,50,75,31,9,409,313,53,93,25,3,491,286,56,77,40,3,461,187,48,83,34,7,361,71,27,52,25,9,191,34,13,27,35,0,110,15,10,30,43,0,92,2374,353,599,304,66,3703
109011176,26,4,0,366,358,36,34,8,6,440,324,52,42,3,3,424,305,42,53,11,4,412,200,26,39,11,3,276,67,10,23,3,7,112,11,4,4,5,0,24,5,0,3,8,4,26,3332,259,328,66,46,4035
109021177,19,3,0,117,87,19,26,4,0,137,139,20,27,5,3,195,106,15,22,17,3,165,61,11,22,15,0,104,37,6,12,10,3,68,15,4,3,0,0,23,3,3,8,7,3,23,945,100,165,78,23,1312
109021178,28,3,3,230,184,12,24,6,3,235,214,20,28,13,3,274,203,18,25,15,7,270,166,15,35,13,7,227,55,11,12,24,0,102,14,3,17,9,0,41,3,7,8,8,3,25,1673,115,201,103,43,2136
109021179,30,16,6,186,110,25,28,22,5,190,139,18,29,17,3,210,122,32,44,19,3,216,92,15,34,22,3,165,23,11,17,13,3,65,3,0,10,5,0,19,3,0,3,19,0,28,1088,173,234,153,34,1675
109031180,27,5,3,227,211,24,21,6,0,260,217,15,21,4,8,273,215,29,23,9,7,278,163,11,21,9,3,211,64,6,15,4,5,97,20,3,9,5,3,34,4,3,6,5,0,18,1894,125,191,55,33,2295
109031181,29,13,0,274,215,34,22,13,11,291,238,23,21,17,4,305,232,16,26,15,6,299,149,25,34,20,7,222,52,22,18,7,4,100,16,15,14,8,3,57,9,3,18,16,0,40,1974,212,228,134,47,2596
109031182,33,4,4,380,253,35,21,7,7,321,302,38,31,6,0,375,313,28,31,3,6,379,230,15,27,9,12,292,75,16,29,3,3,132,26,9,6,3,0,47,9,7,3,3,0,26,2651,210,232,54,54,3197
109031183,46,17,9,229,173,33,59,24,8,296,184,57,60,45,3,342,208,52,72,51,11,399,129,36,80,44,8,300,41,24,55,29,8,154,13,13,28,34,7,95,6,14,24,38,4,77,1569,297,485,339,68,2760
109031184,11,10,0,184,176,19,28,3,4,220,146,9,21,3,3,180,145,21,17,4,3,189,99,8,9,6,0,125,34,9,14,8,4,59,20,6,0,4,3,29,3,3,9,3,0,19,1447,133,149,37,24,1796
109031185,58,13,4,290,204,48,58,20,7,331,237,58,50,13,3,354,257,64,62,28,16,427,203,52,66,35,15,365,103,22,32,28,5,189,31,12,16,17,0,82,16,10,14,27,0,67,2150,357,438,232,74,3248
110011186,66,12,6,1098,1002,73,84,9,7,1172,1047,103,101,16,9,1274,970,91,103,11,9,1192,592,51,92,25,11,778,198,32,66,21,11,324,63,14,27,24,8,134,16,7,10,20,3,64,9428,543,732,164,98,10961
110011187,37,14,0,183,117,21,28,11,4,179,115,18,60,9,6,207,91,10,28,29,0,160,56,18,51,13,0,136,28,8,42,35,0,119,9,7,28,28,0,76,8,6,27,25,4,67,1166,136,345,188,32,1865
110011188,23,16,3,108,74,8,43,8,4,137,80,13,34,16,3,146,72,17,37,18,0,139,42,14,40,13,0,112,21,10,36,11,5,70,12,6,26,3,0,45,3,3,14,22,0,42,685,94,286,115,27,1204
110011189,34,11,0,130,85,13,30,11,0,147,99,20,41,17,3,180,80,11,43,22,4,165,57,10,53,21,3,144,34,9,41,33,3,118,9,7,25,23,0,68,5,3,12,23,0,43,791,97,332,177,28,1420
110021190,33,6,12,280,249,19,52,17,3,339,223,23,59,27,13,343,258,25,75,32,3,395,162,16,46,32,12,261,66,14,52,30,3,164,23,8,47,30,3,108,9,12,20,29,4,78,2137,156,462,225,80,3062
110021191,50,4,9,566,528,33,50,5,15,624,515,42,51,9,12,616,451,32,72,15,12,586,257,27,49,22,4,362,84,20,49,10,11,171,22,16,23,14,5,75,14,15,19,16,7,65,4432,236,466,120,97,5347
110021192,22,19,0,92,61,9,25,16,0,108,53,8,26,13,3,105,78,19,30,25,0,144,41,12,39,21,3,120,21,10,27,19,0,72,5,3,16,27,0,50,3,3,13,35,0,50,521,85,240,187,14,1042
110021193,23,27,0,159,115,24,47,29,0,214,114,18,53,38,9,229,96,12,60,24,0,192,68,12,43,25,6,150,35,10,46,24,8,117,9,9,28,37,0,86,3,3,16,33,3,58,945,110,382,275,34,1741
110021194,42,17,3,222,136,14,48,22,9,219,149,13,38,21,0,227,173,22,68,26,6,304,146,17,65,39,11,272,43,7,44,35,5,136,16,4,34,24,3,85,3,4,17,29,3,59,1334,107,408,241,57,2148
110031195,29,4,7,396,312,40,32,4,7,393,332,28,44,3,9,408,292,44,44,9,4,389,195,30,25,4,3,260,86,16,17,6,0,130,24,3,11,3,3,51,7,0,3,8,4,25,3106,230,278,51,54,3723
110031196,56,13,0,208,148,37,45,20,3,256,146,23,45,31,5,261,107,36,72,29,8,242,80,15,60,42,10,201,41,22,41,24,10,127,12,14,17,17,4,64,10,17,24,21,3,69,1275,221,448,213,50,2210
110031197,36,4,3,332,257,20,30,5,3,318,283,27,30,10,3,358,268,36,28,5,3,343,185,21,19,6,9,238,56,23,18,13,0,107,19,6,10,0,0,31,6,3,6,5,0,13,2555,196,239,60,45,3097
110031198,34,16,0,201,125,11,23,8,7,176,161,23,47,16,3,249,132,30,25,27,3,220,83,19,43,18,7,169,34,20,30,37,0,122,9,3,18,13,6,52,3,3,19,25,6,49,1339,164,274,182,45,1998
110041199,34,6,7,390,333,20,39,4,5,399,308,36,33,3,4,391,322,25,44,4,3,401,212,35,38,5,8,305,68,17,11,5,3,113,16,7,5,5,0,35,4,3,3,7,0,16,3218,234,267,48,69,3843
110041200,31,7,3,222,177,13,33,10,4,233,163,18,38,28,0,239,131,22,49,33,7,232,70,23,33,35,7,157,23,5,30,27,3,92,7,3,17,20,3,48,4,5,19,29,4,57,1566,142,282,201,36,2230
110041201,36,13,3,275,226,15,49,17,0,311,224,21,65,7,6,333,200,25,60,16,4,310,151,30,54,23,8,265,64,15,28,19,9,140,17,12,26,22,0,76,9,3,23,22,0,61,1874,155,408,159,53,2659
110041202,48,0,6,603,536,44,56,10,3,650,527,25,70,9,3,631,510,27,65,6,4,611,314,23,51,12,8,406,102,14,35,9,0,169,27,6,15,6,0,58,15,0,8,6,4,34,5171,238,481,77,61,6029
110041203,58,11,12,1050,964,63,63,7,11,1113,901,68,69,9,16,1060,811,60,70,11,17,968,535,65,72,18,6,703,216,41,34,11,3,306,58,11,30,8,3,108,20,7,12,10,12,48,8634,480,579,106,123,9921
110041204,32,5,10,581,539,33,21,6,4,606,495,63,30,7,3,603,462,47,24,8,10,544,287,27,30,12,5,355,105,12,18,6,0,137,39,7,3,3,3,56,16,3,0,0,7,27,4866,292,225,58,67,5506
110041205,78,14,8,382,218,42,95,21,5,386,240,34,108,43,4,435,206,31,112,62,12,423,161,25,114,74,9,382,67,19,88,61,3,240,23,7,47,39,7,124,7,3,50,41,4,115,2055,256,819,406,69,3616
111011206,53,10,6,627,558,49,53,0,6,666,519,66,71,14,0,664,500,34,36,8,5,577,285,35,39,6,5,365,83,19,18,5,0,125,29,4,7,4,0,43,7,9,9,0,0,26,4914,363,386,61,37,5756
111011207,11,0,0,59,36,16,16,4,0,72,37,15,8,3,0,62,39,12,16,3,0,65,16,10,9,0,0,38,13,10,3,3,0,28,0,0,0,0,0,3,3,0,0,0,0,3,335,86,82,18,9,532
111011208,98,6,7,1248,984,114,97,10,5,1216,877,97,77,12,14,1077,731,88,63,12,4,904,463,55,65,11,10,601,134,20,29,3,3,193,28,8,20,3,0,61,12,7,11,3,3,40,10493,644,702,82,104,12030
111011209,81,9,4,1098,938,82,72,12,9,1110,884,99,76,11,9,1075,765,79,78,12,12,939,476,63,54,12,7,608,152,44,37,21,0,254,47,19,13,11,0,86,12,6,4,12,5,36,9008,618,588,128,90,10431
111011210,9,3,3,142,129,13,15,4,0,156,131,16,16,0,3,167,89,7,29,0,0,125,71,6,13,0,0,96,13,3,7,0,0,34,4,0,5,0,0,6,5,0,0,0,0,5,1249,80,139,21,12,1504
111011211,11,0,0,96,64,20,11,9,0,105,66,22,15,3,0,108,63,16,10,0,0,91,33,13,6,3,0,55,13,3,3,0,0,18,8,7,3,0,0,12,0,0,0,3,0,4,676,114,84,24,7,902
111011212,30,5,0,191,167,21,36,5,0,228,124,23,35,5,3,183,103,27,42,4,0,179,64,13,23,4,0,96,30,8,14,0,0,53,14,8,4,0,0,32,0,6,3,0,0,10,1323,170,236,42,17,1790
111011213,35,6,0,140,63,34,39,7,3,144,73,23,23,8,3,132,68,27,29,3,0,124,54,20,15,3,0,96,22,17,19,4,0,64,7,3,9,5,0,22,3,3,3,0,0,4,691,185,233,33,11,1142
111011214,54,8,6,677,520,87,58,5,9,684,516,58,49,3,0,633,446,51,62,8,4,566,246,47,37,7,4,342,76,26,20,6,3,141,29,16,11,13,0,59,8,9,4,3,3,19,5196,478,412,75,47,6209
111021215,9,3,3,190,171,9,12,4,0,208,202,13,24,6,3,242,192,18,20,0,0,232,107,11,17,0,0,135,38,0,16,4,0,60,15,0,3,0,0,24,4,3,0,0,0,7,1487,99,136,21,25,1768
111021216,28,5,0,92,54,14,22,3,0,96,55,18,12,0,0,90,49,13,19,3,3,89,29,13,21,3,0,63,15,11,8,3,0,45,9,6,4,0,0,19,3,0,0,0,0,6,532,106,162,29,11,837
111021217,30,0,3,280,257,21,21,7,5,305,244,19,20,3,3,284,193,16,27,0,3,235,153,19,19,3,0,190,33,7,15,0,0,48,11,3,4,0,0,18,0,4,0,0,0,5,2257,148,199,25,29,2655
111021218,59,13,3,637,511,64,63,10,10,657,569,68,62,11,7,720,553,57,55,5,10,684,362,43,40,13,7,459,122,30,24,8,0,185,32,10,10,15,6,66,15,7,3,7,0,28,4974,412,446,100,64,5995
111021219,39,4,5,472,349,43,37,4,3,434,330,44,42,12,9,437,347,40,33,6,7,432,221,27,35,10,4,297,83,20,26,3,4,137,26,15,7,7,3,58,8,8,3,8,0,29,3405,292,309,79,47,4130
111021220,23,0,0,151,90,10,24,0,0,124,107,16,24,3,4,152,86,33,19,4,0,142,50,14,14,5,0,88,21,10,14,10,0,61,4,3,7,3,0,11,3,0,3,0,0,9,888,127,179,33,12,1248
111021221,15,0,3,94,80,10,13,4,0,101,92,6,11,0,0,105,98,9,21,7,3,135,56,4,18,3,3,79,19,4,6,3,0,37,0,0,0,0,0,5,0,0,0,0,0,0,736,60,125,23,8,954
111031222,52,3,0,634,523,70,61,9,7,660,434,55,51,3,3,542,410,40,49,5,3,509,219,42,36,3,3,305,65,11,18,6,0,102,20,6,12,0,0,39,8,7,5,10,0,28,5854,409,392,59,48,6768
111031223,30,5,3,847,750,50,26,0,3,826,660,41,31,6,4,745,535,52,22,3,6,616,280,24,15,3,4,330,81,13,9,3,0,101,14,4,0,0,4,23,5,0,0,0,6,12,6223,273,180,33,53,6768
111031224,77,9,0,1284,1183,96,77,12,4,1373,1153,96,72,13,16,1347,1010,90,63,14,7,1176,607,43,59,8,6,732,182,30,29,8,0,247,47,12,11,0,3,75,36,15,4,0,0,62,10642,610,561,84,70,11961
111031225,74,5,6,1206,1104,67,80,11,6,1260,986,53,63,11,8,1113,961,50,70,4,9,1103,556,45,37,6,9,650,173,26,20,13,0,230,57,6,10,0,3,76,19,3,5,0,6,36,9396,363,489,58,72,10380
111031226,22,3,0,174,149,30,23,7,0,204,133,20,21,6,0,169,97,14,17,0,0,133,53,8,6,0,0,77,20,9,9,0,0,35,6,3,0,0,0,10,3,0,3,0,0,6,1216,133,159,29,9,1543
111031227,59,7,10,907,762,63,60,5,3,890,840,50,41,6,9,946,686,30,39,3,10,773,408,31,33,4,3,483,116,14,17,0,3,149,28,3,7,0,3,42,10,0,9,7,3,27,7195,334,397,49,65,8030
111031228,37,5,7,379,250,55,56,5,3,374,258,68,35,3,0,371,224,47,42,12,7,339,106,27,16,7,3,162,39,15,16,12,4,88,13,5,6,6,3,38,7,3,6,7,0,29,2673,385,361,67,37,3520
111031229,100,8,14,2209,1879,115,97,13,10,2114,1768,101,101,15,6,1986,1423,93,90,10,10,1612,750,69,70,4,10,905,231,31,39,5,11,322,64,23,17,3,3,114,21,8,6,9,5,52,17200,777,788,88,120,18971
111031230,3,0,8,537,578,14,9,0,3,603,582,10,8,0,0,607,538,11,0,3,6,551,242,0,4,0,0,249,64,0,0,0,0,65,14,8,0,0,0,21,3,0,0,0,3,11,3928,59,43,5,37,4067
111031231,20,5,3,810,769,23,15,0,3,813,748,35,22,0,5,814,702,18,12,3,9,750,432,23,17,3,3,482,127,10,9,4,0,152,28,4,0,3,0,38,11,0,4,3,0,26,7041,201,184,39,37,7503
111031232,20,0,3,165,168,11,8,7,0,190,215,4,15,0,0,234,223,7,13,3,3,249,165,10,16,7,0,190,55,5,11,0,0,75,11,3,5,0,0,13,5,0,3,0,3,8,1463,81,127,12,8,1704
111031233,44,3,4,665,556,31,49,3,8,645,541,31,41,6,6,621,477,29,43,11,10,565,270,24,36,4,3,335,88,18,25,5,4,138,20,9,8,5,3,44,9,3,5,3,3,20,4976,236,365,56,61,5693
111031234,30,3,3,632,609,16,17,4,3,653,602,18,22,3,4,647,557,23,20,3,4,608,318,10,19,0,3,354,108,3,5,9,3,129,20,0,11,0,4,34,16,0,3,6,0,22,4929,132,219,38,35,5352
111031235,34,5,5,705,580,66,36,6,9,697,584,46,31,17,6,680,494,47,45,3,0,591,334,28,28,9,3,410,131,22,21,4,4,184,24,8,15,3,3,47,9,3,7,3,0,26,5155,369,325,70,53,5961
