SA2_MAINCODE_2016,P_75ov_EWFT,P_75ov_EWPT,P_75ov_EAFW,P_75ov_EHW_NS,P_75ov_Tot,P_Tot_EWFT,P_Tot_EWPT,P_Tot_EAFW,P_Tot_EHW_NS,P_Tot_Tot
301021013,3,19,0,0,20,1780,2276,134,62,4254
301021527,3,11,0,3,18,819,625,58,35,1534
301031014,7,4,0,0,12,4873,1026,232,121,6249
301031015,3,9,0,0,11,959,875,68,25,1930
301031016,0,3,0,3,14,852,916,57,28,1854
301031017,0,7,0,3,12,9439,1865,275,187,11762
301031018,0,4,0,0,3,2706,939,94,56,3800
301031019,0,4,0,0,8,1282,570,32,42,1927
301031020,5,15,0,0,24,2095,1610,112,55,3875
301031021,11,5,0,5,29,4606,1978,186,136,6908
302011022,0,0,0,0,0,702,490,40,27,1253
302011023,0,9,0,0,11,336,322,10,12,673
302011024,0,3,0,4,11,1221,833,94,42,2196
302011025,5,6,0,0,9,835,894,50,25,1801
302011026,0,5,0,0,9,731,897,43,23,1692
302021027,10,20,5,0,35,2132,1958,117,53,4257
302021028,0,11,0,3,20,7534,5891,594,202,14218
302021029,5,13,0,0,16,424,370,21,8,826
302021030,9,15,0,0,23,5034,1075,143,112,6363
302021031,12,3,0,3,16,2735,1200,94,57,4089
302021032,9,11,0,3,21,2656,1569,105,65,4396
302021033,0,0,0,0,6,412,372,25,16,821
302021034,0,3,0,0,5,666,504,35,20,1224
302031035,0,5,0,0,13,892,717,50,35,1694
302031036,29,29,7,8,73,19200,7218,1136,482,28035
302031037,11,11,0,5,28,9798,1620,271,180,11862
302031038,11,13,3,6,31,7689,1927,299,163,10074
302031039,11,3,3,0,15,5402,1700,195,128,7423
302031040,3,11,0,0,20,2651,1631,154,64,4508
302041041,0,10,0,0,9,1039,1074,77,23,2214
302041042,0,0,0,0,3,653,687,73,25,1437
302041043,4,5,0,0,10,739,403,37,20,1196
302041044,3,7,0,0,10,1450,1170,88,40,2758
302041045,3,6,0,0,9,720,886,61,32,1704
302041046,0,4,0,0,5,1270,631,80,36,2017
303011047,3,5,0,0,8,922,863,45,30,1864
303011048,0,4,0,0,6,3041,1524,158,59,4782
303011049,0,4,0,0,5,1265,886,77,32,2262
303011050,0,5,0,0,6,624,552,36,27,1232
303011051,5,10,0,0,17,1992,2008,118,59,4185
303021052,3,4,0,0,12,1343,1153,66,40,2603
303021053,3,21,3,0,29,3371,1910,176,82,5537
303021054,3,5,0,0,6,1515,735,87,33,2369
303021055,4,6,0,3,12,3793,2356,228,101,6475
303021056,3,11,0,3,11,950,825,46,29,1856
303021057,3,0,0,0,3,471,432,23,10,932
303021058,3,15,3,3,27,10102,4533,730,237,15606
303021059,0,24,0,0,28,2515,1335,139,55,4045
303031060,0,11,0,0,15,6701,2049,299,161,9211
303031061,0,3,0,3,10,932,834,52,30,1853
303031062,0,12,0,3,13,2614,1137,95,75,3929
303031063,5,14,3,0,18,2510,1885,134,72,4606
303031064,0,9,0,0,11,1065,690,48,23,1822
303031065,3,17,0,3,28,5594,4460,350,176,10574
303031066,3,16,0,4,18,762,720,45,16,1540
303041067,4,11,6,0,20,4904,1645,201,110,6855
303041068,5,8,0,0,14,1874,870,62,47,2863
303041069,0,3,0,0,3,893,1054,58,37,2037
303041070,3,18,0,0,24,5778,1927,210,139,8051
303041071,4,11,0,0,15,559,575,29,18,1176
303051072,0,3,0,0,3,494,470,27,27,1013
303051073,9,12,3,0,24,2338,1522,131,78,4075
303051074,6,16,0,4,23,6280,2072,314,173,8843
303051075,0,5,0,0,4,1496,857,79,50,2479
303051076,24,31,3,3,63,18336,3994,529,421,23288
303061077,0,0,0,0,0,329,354,14,18,720
303061078,3,9,0,0,9,1010,777,52,42,1870
303061079,4,7,0,0,10,1100,1092,69,49,2313
303061080,0,11,0,0,16,1333,1368,75,62,2842
304011081,5,3,0,0,8,1371,1771,110,39,3288
304011082,0,3,0,0,3,429,544,27,7,1007
304011083,0,0,0,0,0,117,112,4,4,236
304011084,0,3,0,0,8,2958,1680,179,92,4906
304011085,0,0,0,0,3,131,122,7,0,264
304021086,3,7,0,3,15,502,586,33,15,1136
304021087,6,14,0,0,22,957,904,72,13,1943
304021088,0,7,0,0,6,536,753,43,17,1348
304021089,3,7,0,0,8,347,306,28,12,700
304021090,9,21,0,0,26,917,902,57,19,1891
304021091,4,4,0,0,11,786,522,49,16,1380
304031092,6,13,0,0,15,632,730,38,25,1425
304031093,8,7,0,0,14,944,682,60,20,1706
304031094,4,22,0,0,27,3738,4207,260,149,8350
304031095,0,9,0,0,9,656,504,29,15,1204
304031096,6,26,3,3,36,5849,3698,360,172,10080
304031097,0,7,0,0,18,1371,852,72,36,2331
304041098,3,3,0,0,9,6394,1167,389,157,8103
304041099,0,0,0,0,0,3,3,0,0,6
304041100,0,3,0,0,3,683,882,45,27,1628
304041101,0,8,0,0,7,1359,1673,89,42,3167
304041102,0,3,0,0,3,444,141,16,7,607
304041103,5,20,3,0,23,1149,1304,85,33,2571
304041104,0,5,0,0,6,701,635,52,12,1397
305011105,69,81,7,26,186,92151,24278,4385,1629,122442
305011106,7,20,0,6,31,16184,4872,628,311,21994
305011107,0,6,0,0,7,275,267,26,14,581
305011108,11,16,0,0,26,1384,1153,74,45,2650
305011109,3,19,0,0,21,2102,1676,99,63,3938
305011110,11,25,3,3,45,17964,8042,1143,403,27550
305011111,17,28,4,0,52,8482,3569,361,139,12551
305011112,8,12,0,9,28,4970,2021,167,110,7270
305021113,3,3,0,0,4,442,357,22,15,840
305021114,4,7,0,3,15,1286,801,60,27,2176
305021115,12,16,0,0,22,2179,914,60,46,3197
305021116,0,5,0,0,5,560,419,25,21,1021
305021117,0,10,0,0,13,4393,1583,127,107,6207
305021118,0,7,0,0,3,465,354,26,6,852
305031119,3,12,0,3,18,3644,1423,146,79,5299
305031120,0,5,0,0,9,614,377,32,19,1034
305031121,4,9,0,0,10,888,688,41,24,1646
305031122,4,16,0,0,24,1201,1020,49,43,2313
305031123,0,4,0,0,4,448,415,28,17,910
305031124,7,17,0,0,22,1440,871,54,41,2405
305031125,0,8,0,0,8,1705,677,55,46,2491
305031126,11,24,0,4,36,10584,5092,852,218,16745
305031127,0,4,0,0,4,698,851,46,26,1616
305031128,15,17,0,0,39,15594,3663,684,297,20237
305031129,0,7,0,0,8,601,403,36,14,1058
305031130,8,13,0,0,18,2106,1115,80,47,3348
305031131,5,3,0,3,8,2269,1042,135,45,3497
305041132,4,9,0,0,16,1833,1557,93,50,3537
305041133,3,14,0,0,16,2120,1496,165,56,3834
305041134,3,10,0,0,18,745,774,36,22,1581
305041135,13,16,10,5,40,11392,4254,513,224,16388
305041136,0,0,0,0,3,1011,694,47,15,1767
305041137,8,21,0,3,33,5758,2700,251,136,8843
306011138,0,6,0,0,6,306,213,21,7,547
306011139,3,0,0,0,6,1067,811,68,41,1985
306011140,0,4,0,0,6,2410,964,159,66,3595
306011141,3,4,4,0,10,1375,1140,93,46,2657
306011142,3,6,4,0,13,2373,1827,118,65,4383
306011143,3,4,0,0,5,345,286,24,4,660
306021144,0,3,0,3,3,707,543,47,24,1324
306021145,25,24,3,4,63,13804,6924,840,407,21976
306021146,3,13,0,3,16,1094,934,64,41,2124
306021147,3,4,0,0,5,994,571,55,39,1647
306021148,20,12,5,4,41,1370,788,65,55,2271
306021149,0,8,0,0,12,422,334,30,21,798
306021150,0,0,0,0,0,0,0,0,0,0
306021151,3,3,0,0,7,572,421,27,20,1042
306021152,3,5,0,0,14,2487,1221,116,65,3885
306021153,0,0,0,0,3,410,521,30,19,980
306021154,17,19,3,0,37,9351,2641,375,220,12590
306021155,0,5,0,3,5,295,284,11,8,598
306021156,0,8,0,0,6,740,641,37,28,1440
306021157,7,5,0,3,14,1249,695,47,32,2025
306031158,19,7,3,3,34,712,396,37,41,1190
306031159,9,16,0,5,34,2409,1573,163,107,4250
306031160,25,23,3,3,52,1546,747,62,57,2413
306031161,20,20,0,3,49,2853,1495,156,125,4623
306031162,0,0,0,0,0,0,0,0,0,0
306031163,0,0,0,0,0,287,119,17,30,451
306041164,8,24,3,0,37,1347,811,91,52,2303
306041165,14,9,0,0,23,2079,1061,74,84,3302
306051166,15,14,0,9,37,2801,1913,214,114,5047
306051167,13,13,0,0,30,715,572,62,36,1379
306051168,3,9,4,0,16,504,510,33,26,1065
306051169,17,29,3,5,53,1175,842,69,58,2136
306051170,12,26,3,3,39,2865,1527,161,106,4663
307011171,18,15,0,3,40,1382,606,70,51,2108
307011172,14,16,0,4,36,2505,1066,197,77,3848
307011173,17,14,0,0,30,1939,907,112,74,3026
307011174,18,23,3,3,45,1205,434,65,29,1732
307011175,28,18,0,0,46,2607,577,167,50,3404
307011176,14,13,0,6,28,2949,985,217,85,4235
307011177,63,25,4,3,100,2057,521,152,71,2800
307011178,26,15,0,7,48,865,329,37,40,1273
307021179,28,23,0,3,59,1695,766,81,67,2607
307021180,32,25,3,6,63,3480,1032,156,110,4775
307021181,12,12,0,0,29,1038,421,52,36,1543
307021182,26,17,4,0,42,1315,692,68,42,2123
307021183,40,37,0,5,82,5042,2212,281,168,7703
307031184,25,12,3,6,47,862,455,42,37,1405
307031185,29,26,0,3,55,664,335,36,39,1079
307031186,15,14,5,3,32,737,367,39,34,1177
307031187,4,16,0,3,23,1266,1064,122,53,2493
307031188,10,14,0,0,29,973,563,42,40,1620
307031189,12,31,0,11,48,4092,2475,262,146,6977
308011190,8,3,0,0,19,3784,1070,293,120,5278
308011191,20,14,0,7,38,4022,909,244,135,5314
308011192,3,17,0,4,20,3334,1813,228,98,5475
308031205,3,10,0,3,16,1922,1299,120,49,3386
308031206,9,5,0,0,16,315,116,11,13,450
308031207,3,9,0,0,7,345,377,28,17,771
308031208,0,6,0,0,3,508,453,52,10,1024
308031209,0,0,0,0,0,586,210,37,12,851
308031210,6,0,0,3,13,1241,706,78,33,2057
308031211,3,3,0,0,3,818,320,21,35,1198
308031212,0,0,0,0,0,204,194,22,11,431
308031213,0,0,0,0,3,1100,812,80,24,2024
308031214,0,3,0,0,3,1978,1052,147,55,3235
308031215,3,8,0,4,16,3910,1555,188,88,5743
308031216,0,7,0,3,9,671,435,54,23,1178
308031217,18,17,3,0,35,6893,2842,391,137,10270
308031218,6,3,0,0,13,619,168,19,19,832
308031219,10,9,0,3,26,680,347,31,36,1090
308031220,17,11,0,3,26,712,165,21,25,927
308031221,0,0,0,0,0,13,0,0,0,16
308031222,3,18,3,3,22,2717,1647,242,80,4689
308031223,7,16,0,4,26,2800,2225,187,91,5307
308041528,32,22,3,0,57,2413,871,128,68,3491
308041529,3,4,0,0,12,1472,763,74,51,2360
308051530,11,6,0,3,20,742,599,56,36,1431
308051531,4,0,0,0,0,1192,717,62,29,2006
308051532,3,7,3,0,13,2744,773,129,63,3704
308051533,3,4,0,4,12,2614,974,169,69,3827
308051534,5,14,0,0,17,4988,2102,289,145,7522
308051535,12,4,0,0,20,2850,889,185,77,4011
308051536,0,0,0,0,3,317,261,20,18,611
308051537,0,0,0,0,0,180,51,4,0,237
308051538,3,4,0,0,5,446,212,29,9,701
308051539,0,3,0,0,3,744,591,68,19,1423
309011224,0,15,0,0,23,1936,2456,103,72,4567
309011225,15,26,3,5,51,7029,3222,237,199,10689
309011226,5,15,0,0,19,2019,1862,132,61,4069
309011227,5,31,0,0,39,5187,3678,231,199,9291
309011228,5,7,0,4,21,1098,1070,60,51,2281
309011229,3,6,0,3,11,1256,927,70,36,2284
309021230,0,7,0,4,10,1665,1665,108,66,3496
309021231,5,22,0,0,28,3157,2646,194,95,6098
309021232,0,9,0,3,17,1930,918,74,48,2965
309021233,3,8,0,3,13,967,1275,83,38,2364
309021234,0,11,0,3,20,1614,1358,92,57,3129
309031235,3,19,0,0,28,3267,1406,103,95,4872
309031236,0,6,0,0,6,2001,1767,91,87,3944
309031237,4,3,0,0,3,639,449,38,28,1156
309031238,8,19,3,0,29,2022,1505,103,68,3706
309031239,6,12,3,5,23,901,688,32,32,1653
309031240,8,20,0,0,30,1392,1727,69,68,3253
309041241,7,9,0,3,14,375,326,28,13,744
309041242,22,28,3,3,52,1936,1636,129,68,3766
309051243,0,11,0,0,12,671,731,55,24,1484
309051244,6,18,0,0,27,1903,1728,117,60,3808
309051245,0,3,0,0,3,739,514,31,13,1296
309061246,5,17,3,0,27,2437,1344,105,65,3952
309061247,0,4,0,0,10,599,702,46,24,1368
309061248,6,27,0,3,40,6160,2933,274,172,9531
309061249,0,3,3,0,9,1338,1009,82,52,2484
309061250,3,4,0,0,6,625,565,28,27,1239
309071251,0,8,0,0,9,2862,1423,154,85,4518
309071252,3,9,3,6,20,4218,3034,218,137,7601
309071253,4,23,0,0,30,2051,1521,87,76,3730
309071254,7,11,0,4,20,804,345,18,27,1202
309071255,19,22,0,5,46,14233,3532,453,331,18549
309071256,3,3,0,3,11,2533,1920,132,99,4688
309071257,0,3,0,0,4,911,649,50,27,1638
309071258,3,7,0,0,16,2913,2212,130,86,5350
309081259,0,3,0,0,3,329,257,17,11,607
309081260,3,4,0,0,11,754,672,34,27,1489
309081261,17,26,0,4,47,8520,6045,511,299,15373
309081262,7,10,0,0,15,4081,1960,153,92,6283
309091263,10,14,3,3,31,3189,1870,99,80,5235
309091264,9,10,0,0,26,4932,1480,141,110,6665
309091265,5,3,0,0,7,690,552,34,17,1292
309091540,32,58,3,7,96,18427,8858,1134,516,28937
309091541,13,18,4,4,42,3612,2097,190,103,6004
309101267,9,14,0,0,23,2032,1926,148,60,4167
309101268,10,20,3,8,40,4701,1825,194,119,6839
309101269,7,12,0,4,25,1454,1297,87,66,2901
309101270,19,40,0,0,60,6500,4881,288,226,11898
310011271,12,8,4,4,28,6694,1735,198,141,8766
310011272,0,3,0,0,3,521,386,35,36,981
310011273,0,14,0,0,17,1798,1695,103,64,3656
310011274,3,3,0,4,8,4482,1717,181,142,6524
310011275,0,3,0,0,4,2042,1022,98,51,3206
310011276,3,3,0,0,11,8332,1305,341,176,10159
310021277,22,31,3,10,70,1950,1340,105,86,3479
310021278,4,9,0,3,19,748,455,52,36,1291
310021279,0,0,0,0,0,0,0,0,0,3
310021280,22,14,3,6,46,2118,1605,148,103,3968
310021281,18,4,0,4,28,1509,1088,69,88,2756
310021282,21,17,0,6,43,5277,1318,232,120,6940
310031283,0,3,0,0,3,701,686,53,32,1470
310031284,6,5,0,0,11,2187,877,94,59,3217
310031285,0,3,0,0,5,1509,905,86,43,2548
310031286,4,18,3,0,30,7264,3962,535,187,11953
310031287,4,11,0,5,15,1747,1867,130,81,3826
310031288,4,5,0,0,4,370,234,17,6,625
310031289,0,0,0,0,0,351,307,29,9,701
310031290,4,4,0,0,10,406,307,16,7,744
310031291,0,5,0,0,5,1329,407,52,35,1814
310031292,0,7,0,0,9,1319,1383,87,55,2842
310031293,0,0,3,0,8,1244,818,81,39,2175
310031294,0,0,0,0,3,545,147,21,11,719
310031295,0,0,0,0,0,1608,791,80,55,2533
310041296,4,5,0,0,5,1111,764,62,30,1975
310041297,0,3,0,0,3,415,309,24,21,772
310041298,4,4,0,0,7,4339,568,104,100,5112
310041299,0,5,0,0,3,1715,951,78,51,2796
310041300,3,9,0,0,15,1205,927,70,58,2261
310041301,0,0,0,0,0,105,21,7,0,133
310041302,0,0,0,0,0,1004,670,54,40,1770
310041303,0,0,0,0,0,909,754,67,37,1760
310041304,3,4,0,0,7,2599,2042,144,71,4859
311011305,23,32,0,8,56,3019,1882,153,112,5164
311021306,3,3,0,0,13,4117,2016,200,132,6458
311021307,0,7,0,0,9,657,475,52,38,1222
311021308,3,3,0,0,6,485,393,34,27,943
311021309,0,0,0,0,0,425,481,20,19,948
311021310,0,4,0,0,4,384,271,17,11,687
311031311,0,5,0,0,7,1178,1084,62,51,2370
311031312,4,5,0,0,8,2806,2478,178,122,5582
311031313,0,0,0,0,0,350,191,16,12,573
311031314,4,3,0,0,10,3658,837,128,108,4729
311031315,0,0,0,0,0,5,3,0,0,8
311031316,0,8,0,0,8,1421,694,68,40,2219
311031317,0,3,0,0,4,821,707,42,38,1610
311031318,0,0,0,0,0,236,130,9,10,393
311031319,0,0,0,0,0,585,497,56,30,1164
311041320,0,5,0,0,10,910,661,53,30,1658
311041321,4,5,0,0,11,2018,1507,123,80,3723
311041322,0,14,0,0,14,843,531,48,31,1455
311051323,4,3,0,0,11,1118,775,62,42,1994
311051324,0,4,0,0,3,1017,718,46,22,1802
311051325,0,6,0,3,11,4262,1944,160,129,6492
311051326,3,3,0,0,8,4555,2193,287,133,7160
311051327,5,3,3,0,12,2232,1755,161,64,4218
311051328,0,0,0,0,0,597,578,36,24,1233
311061329,0,0,0,0,6,1484,707,53,41,2288
311061330,4,6,0,0,10,1586,662,62,43,2353
311061331,3,5,0,3,11,2834,1539,172,108,4653
311061332,5,13,0,0,15,757,679,49,32,1515
311061333,3,10,0,4,15,3761,1560,131,89,5547
311061334,3,3,0,0,10,3160,2017,141,96,5417
311061335,3,12,0,0,11,4099,1802,156,119,6174
311061336,0,4,0,0,9,1524,731,86,64,2407
312011337,11,15,0,4,22,1686,985,127,68,2858
312011338,9,3,3,5,21,3902,1001,274,114,5287
312011339,11,7,3,0,19,2051,440,154,78,2720
312011340,6,7,0,5,18,2246,499,122,85,2953
312011341,5,0,0,0,11,4600,1263,331,133,6322
312021342,0,0,0,0,3,1001,889,61,34,1983
312021343,0,0,0,0,0,292,271,12,10,588
312021344,0,5,0,0,3,817,539,54,33,1438
312021345,0,0,0,0,0,8,0,0,0,4
312021346,11,13,0,6,30,6627,3721,409,200,10961
312021347,0,0,0,0,0,294,114,21,10,436
312021348,4,12,0,3,14,1868,1416,110,50,3451
312021349,3,13,0,4,12,1620,1101,112,66,2900
312021350,4,4,4,3,19,7381,1259,256,172,9065
312021351,15,17,0,4,31,945,598,63,52,1653
312021352,19,9,0,0,35,2727,1041,199,83,4053
312021353,28,11,0,6,46,821,458,38,42,1362
312021354,0,0,0,0,0,167,182,13,12,377
312021355,3,3,0,0,4,619,246,30,17,912
312021356,0,6,0,3,9,658,456,30,24,1171
312021357,20,5,0,5,29,1017,533,60,34,1639
312021358,3,6,0,0,13,2109,1264,169,66,3607
312031359,9,8,0,0,23,4295,1803,185,115,6403
312031360,0,0,0,0,0,0,0,0,0,0
312031361,22,16,0,0,35,1775,965,104,50,2892
313011362,3,9,0,0,14,927,709,51,44,1733
313011363,11,16,4,5,36,1670,1721,130,76,3597
313021364,0,4,0,0,3,337,223,26,13,598
313021365,6,20,0,6,36,7593,4650,489,234,12961
313021366,3,10,0,0,16,3006,3209,213,128,6552
313021367,0,3,0,0,3,492,352,21,17,882
313021368,0,0,0,0,0,545,381,42,24,992
313021369,3,0,3,0,3,727,645,24,31,1431
313031370,10,13,3,3,29,1325,612,62,41,2048
313031371,10,5,0,3,22,1110,664,78,46,1898
313041372,3,4,0,0,10,1869,1510,101,70,3561
313041373,6,7,0,0,16,3317,1672,160,117,5269
313041374,0,0,0,0,0,333,249,18,10,611
313041375,3,8,0,0,8,2448,1148,103,70,3769
313041376,3,0,0,0,4,227,151,12,7,397
313051377,6,11,0,3,15,2388,1063,93,79,3624
313051378,0,5,0,0,14,862,848,59,43,1811
313051379,4,21,0,0,25,2996,2530,237,96,5860
313051380,3,7,0,0,12,2888,2512,196,99,5703
313051542,4,7,0,0,12,1024,705,66,26,1821
314011382,0,11,0,0,11,1433,1660,97,34,3228
314011383,0,3,0,0,6,1134,1088,71,36,2330
314011384,4,3,0,0,11,673,607,28,24,1332
314011385,0,4,0,0,4,480,415,16,22,938
314011386,5,13,0,0,18,1983,1786,119,61,3955
314011387,0,16,0,0,14,1070,1139,66,30,2303
314021388,3,4,0,3,12,1714,1568,100,66,3451
314021389,0,4,0,0,10,889,752,54,33,1724
314021390,3,4,0,0,9,5468,4288,312,208,10274
314031391,0,4,0,0,3,602,679,42,25,1347
314031392,0,4,0,0,6,1818,892,86,60,2856
314031393,0,0,0,0,0,972,674,55,14,1715
314031394,9,17,3,0,32,10015,3915,391,209,14532
315011395,0,0,0,0,0,201,60,14,7,286
315011396,6,3,3,3,16,2805,774,153,111,3842
315011397,5,5,0,0,10,355,104,18,21,493
315011398,0,0,0,0,0,280,169,11,12,467
315011399,0,0,0,0,0,570,199,35,23,822
315011400,23,4,0,3,34,1115,408,69,38,1636
315011401,4,3,0,0,10,1042,315,63,84,1505
315011402,0,0,0,0,0,566,351,33,38,996
315011403,0,3,0,0,3,765,266,53,19,1104
315021404,3,3,0,0,6,1194,375,64,81,1718
315021405,11,14,0,4,27,6271,1687,383,173,8511
315021406,12,3,0,0,11,3073,356,203,70,3699
315021407,21,12,0,4,35,2100,469,107,80,2761
315031408,27,10,4,3,49,1628,540,87,60,2311
315031409,12,3,0,3,23,1365,494,71,57,1987
315031410,7,3,0,0,9,959,186,46,29,1226
315031411,14,3,0,4,23,1093,271,66,40,1476
315031412,14,10,3,0,26,1340,422,102,51,1920
316011413,9,14,0,0,23,5912,2683,215,156,8971
316011414,0,8,0,0,15,1970,1868,131,52,4026
316011415,0,3,0,0,6,885,759,48,35,1728
316011416,0,8,0,3,13,1861,1383,120,44,3405
316021417,5,7,0,3,10,943,985,64,33,2026
316021418,0,10,5,3,18,1394,1572,75,38,3084
316021419,4,17,0,0,18,3166,2838,221,95,6327
316021420,4,14,0,3,21,2924,1615,140,79,4761
316021421,3,17,0,0,19,841,899,66,41,1856
316021422,0,5,0,0,9,803,828,50,32,1713
316021423,0,5,0,4,20,3159,1413,119,79,4767
316021424,3,8,0,4,14,2283,1028,147,66,3522
316031425,0,9,0,0,9,1427,1553,96,60,3131
316031426,3,11,0,3,26,1934,1819,118,55,3924
316031427,11,21,3,3,41,9640,6169,490,241,16536
316031428,7,15,0,0,22,2618,2407,158,84,5264
316051434,4,15,0,3,25,2094,2115,104,79,4392
316051435,6,27,0,7,39,3785,2906,191,123,7006
316051437,0,3,0,3,5,689,699,40,21,1449
316051438,3,12,0,0,17,1058,1084,89,38,2269
316051543,0,3,0,0,5,550,414,22,18,998
316051544,6,0,0,0,6,855,655,54,33,1598
316061439,3,12,0,0,19,1520,1297,101,76,2987
316061440,17,29,0,0,48,1166,1327,99,51,2639
316061441,3,3,0,0,13,682,537,28,31,1275
316061442,0,12,4,0,14,1143,874,51,43,2119
316061443,12,9,0,0,13,550,533,33,24,1138
316061444,0,12,0,0,16,1417,1137,93,42,2683
316071545,0,6,0,0,6,703,556,42,26,1333
316071546,0,4,0,0,4,467,315,28,15,820
316071547,15,16,0,0,31,3444,1631,166,82,5330
316071548,9,22,3,0,36,5808,3472,355,161,9796
316081549,12,23,0,4,35,3063,2092,196,81,5426
317011445,9,4,0,0,16,457,258,19,12,748
317011446,5,13,0,0,16,2393,1845,169,58,4462
317011447,8,14,0,3,24,3472,1350,151,102,5073
317011448,4,13,0,3,19,2624,1559,153,91,4431
317011449,0,3,0,0,5,218,190,15,8,436
317011450,4,10,0,3,11,1384,1040,91,35,2555
317011451,19,6,3,3,33,1773,865,76,70,2783
317011452,3,10,0,0,15,630,624,42,29,1319
317011453,0,9,0,3,12,1576,1475,105,52,3205
317011454,0,3,0,0,8,1659,661,66,42,2420
317011455,8,5,0,0,15,631,605,60,16,1310
317011456,21,33,3,14,67,11297,5924,729,265,18214
317011457,5,15,0,0,14,3295,2075,219,68,5653
317011458,5,9,3,4,25,3667,1154,180,89,5084
317011459,12,7,4,0,23,4145,1921,248,91,6407
318011460,14,20,3,5,37,2350,1472,128,102,4058
318011461,29,13,4,7,56,2414,734,104,75,3325
318011462,3,10,0,0,15,1744,1062,132,73,3013
318011463,12,14,0,0,21,948,203,57,32,1238
318011464,11,15,0,12,38,1665,1070,104,72,2919
318011465,31,30,4,7,68,966,355,36,36,1394
318011466,0,0,0,0,3,345,214,17,11,591
318021467,6,10,0,0,21,2599,1834,183,64,4678
318021468,3,7,0,0,10,4839,1019,224,104,6181
318021469,3,5,0,3,11,718,433,43,28,1218
318021470,0,3,0,0,3,367,210,15,10,611
318021471,0,3,0,0,4,1119,865,70,34,2083
318021472,0,3,0,0,5,699,687,56,30,1468
318021473,0,3,0,0,4,1217,1133,94,42,2477
318021474,3,3,0,0,11,4507,2151,414,103,7173
318021475,13,23,0,4,41,8534,2485,341,185,11538
318021476,4,5,0,0,9,1799,1060,108,56,3027
318021477,0,3,0,0,3,220,209,26,9,467
318021478,0,8,0,0,6,1024,636,55,23,1739
318021479,3,9,0,0,11,2170,1852,162,72,4259
318021480,0,0,0,0,0,289,263,24,13,577
318021481,0,4,0,0,5,1213,876,74,35,2194
318021482,0,7,0,0,9,2034,1831,188,72,4120
318021483,0,0,0,0,3,339,302,18,22,677
318021484,4,9,0,0,10,4175,888,132,93,5289
318021485,3,5,0,0,9,728,599,54,23,1405
318021486,3,3,0,0,11,457,335,41,23,857
318021487,0,6,0,0,5,747,798,56,18,1612
318021488,6,6,0,0,11,2224,807,125,54,3219
318021489,4,0,0,0,9,1149,631,112,46,1937
318021490,10,11,0,4,27,6923,2856,419,145,10341
318021491,3,0,0,0,3,2028,372,79,41,2514
319011492,0,3,0,0,6,500,476,38,19,1038
319011493,4,12,3,3,26,1416,1052,75,60,2601
319011494,3,4,0,0,14,758,448,46,24,1270
319011495,6,18,0,4,34,5559,3431,334,155,9478
319011496,0,3,0,0,12,1861,752,69,62,2747
319011497,4,7,0,0,9,1184,713,55,43,1994
319011498,17,8,3,3,32,837,486,40,33,1394
319011499,18,22,0,3,40,1904,1127,90,94,3214
319011500,3,3,0,0,10,902,1027,71,27,2033
319011501,0,7,0,3,6,1773,855,79,60,2764
319011502,0,14,0,0,14,795,527,55,42,1416
319021503,30,13,7,0,49,1792,870,81,78,2818
319021504,9,7,0,0,21,673,513,47,46,1289
319021505,6,16,0,9,31,3012,1987,216,94,5309
319021506,35,15,3,5,53,1625,967,103,82,2785
319021507,22,12,0,3,38,540,268,23,24,857
319021508,22,20,4,0,57,1003,444,68,48,1560
319021509,24,15,0,0,42,1494,775,73,56,2402
319021510,0,0,0,0,0,0,0,0,0,0
319031511,4,3,0,3,10,576,545,61,37,1212
319031512,11,20,3,11,38,5280,3736,370,170,9552
319031513,7,4,0,0,6,578,519,44,24,1170
319031514,37,28,0,5,68,1700,1058,97,83,2945
319031515,12,5,3,0,21,520,265,23,30,841
319041516,8,3,3,0,14,217,192,17,12,439
319041517,4,3,0,0,3,529,291,20,11,857
319041518,5,10,0,9,24,4528,3640,322,154,8640
319041519,0,0,0,3,6,169,241,29,3,436
319041520,3,9,0,3,14,1405,1201,86,59,2755
319041521,3,7,0,6,13,1693,1179,76,67,3017
319051522,3,4,0,0,17,865,718,59,55,1693
319051523,0,0,0,0,0,181,159,16,11,360
319051524,7,20,4,7,39,5276,3135,354,170,8945
319051525,25,16,0,0,39,787,399,43,21,1254
319051526,0,3,0,0,5,456,265,22,12,753
397979799,0,0,0,0,0,150,14,24,11,202
399999499,90,225,52,47,410,57917,33813,4788,2400,98920
401011001,77,149,8,30,262,71345,30598,4291,1396,107633
401011002,6,41,0,7,53,4720,4657,480,155,10018
401021003,5,16,3,0,20,669,672,66,27,1441
401021004,12,19,0,5,29,1817,2092,144,61,4115
401021005,5,6,0,0,12,676,880,82,31,1660
401021006,18,17,4,0,40,1845,1273,116,58,3285
401021007,16,16,3,0,37,3497,3161,255,129,7046
401021008,9,15,0,0,31,752,423,56,25,1264
401021009,0,0,0,0,3,185,257,24,4,465
401021010,3,4,0,0,11,527,409,42,13,998
401031011,3,35,0,0,45,1852,1864,116,55,3890
401031012,3,32,3,8,40,1274,1194,65,33,2569
401031013,16,34,3,0,53,5938,3754,419,135,10244
401041014,3,5,0,0,10,444,417,36,12,916
401041015,7,9,0,0,20,2470,2428,154,80,5138
401041016,6,21,0,0,26,1735,1604,112,53,3497
