SA2_MAINCODE_2016,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204011062,10,0,0,0,0,10,18,0,0,0,0,27,12,0,6,0,0,12,18,4,4,0,0,29,12,9,6,0,0,27,21,8,9,5,0,44,29,9,8,4,0,54,17,13,10,3,0,44,24,8,7,5,4,47,7,9,7,4,0,25,0,0,8,3,0,19,0,0,7,3,0,14,0,3,9,6,0,15,167,59,87,24,4,347,8,0,0,0,0,8,8,0,0,0,0,7,5,0,0,0,0,5,7,3,0,0,0,9,0,0,0,0,0,3,0,0,3,0,0,5,4,0,0,0,0,8,7,3,0,0,0,9,5,0,3,0,0,6,16,5,3,4,0,26,5,0,4,3,0,12,3,0,5,3,0,13,3,0,3,3,0,11,71,16,21,16,3,131,9,4,3,0,0,17,7,0,3,4,0,20,256,79,117,47,8,508,5,0,0,0,0,5,6,0,0,0,0,10,12,0
204021063,22,0,0,0,0,25,125,0,7,0,6,135,119,4,9,0,0,127,111,15,9,3,0,135,109,12,7,0,3,132,119,9,12,0,0,142,128,18,24,0,3,179,135,28,23,0,0,184,147,21,17,3,0,194,89,20,18,0,0,121,26,7,9,0,0,52,3,4,0,0,0,5,4,3,4,0,0,16,1133,147,136,15,18,1446,76,0,0,0,0,77,40,4,0,0,0,43,19,0,0,0,0,24,16,0,3,0,0,19,21,0,0,0,0,21,18,0,3,0,0,20,24,0,3,0,0,26,26,5,8,0,0,37,33,3,5,0,0,44,19,7,12,3,0,43,19,0,7,0,3,28,8,0,8,0,0,20,3,0,3,3,0,12,306,27,55,12,5,410,59,6,11,3,3,81,22,3,3,3,5,38,1523,182,207,29,34,1974,16,0,0,0,0,18,55,0,0,0,0,55,71,0
204021064,7,0,0,0,0,7,12,0,0,0,0,12,16,0,4,0,0,22,19,0,8,3,0,30,13,0,4,0,0,24,16,8,11,0,0,37,17,9,8,0,0,35,16,6,7,0,0,35,22,4,14,0,3,47,14,8,8,3,0,38,3,3,25,9,0,38,4,0,6,11,0,21,0,0,3,5,0,6,156,43,104,37,3,343,10,0,0,0,0,11,9,0,3,0,0,16,5,0,0,0,0,10,4,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,9,3,0,0,0,0,6,3,0,5,0,0,10,7,0,3,5,0,15,4,3,3,6,0,19,0,0,3,3,0,9,0,0,0,3,0,6,58,5,32,24,0,120,8,0,3,3,0,13,11,0,3,3,0,21,228,52,149,62,4,498,0,0,0,0,0,0,8,0,0,0,0,8,8,0
204021065,17,0,0,0,0,17,32,0,0,0,0,30,31,0,0,0,0,36,40,3,3,0,0,47,45,9,3,5,0,61,67,11,11,0,0,89,92,10,9,0,3,114,78,0,7,4,0,87,70,9,8,4,0,87,52,3,7,3,0,67,11,4,0,0,0,18,5,3,3,3,0,13,0,0,0,6,0,8,535,48,51,29,7,671,18,0,0,0,0,18,14,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,10,6,0,0,0,0,6,5,0,7,0,0,11,8,0,3,0,0,13,9,0,0,0,0,10,8,0,3,3,0,12,14,3,5,0,0,24,6,0,0,0,0,11,3,0,3,3,0,8,3,0,0,0,0,6,103,8,21,10,3,145,23,0,0,0,3,32,12,0,3,0,3,20,681,59,74,41,10,862,3,0,0,0,0,3,14,0,0,0,0,11,23,0
204021066,84,0,0,0,0,84,237,3,9,0,3,249,248,12,16,0,5,283,301,33,16,0,4,360,240,32,39,0,4,311,266,50,30,5,3,350,287,49,33,3,3,376,299,52,30,8,4,392,216,49,35,0,9,309,143,39,28,0,0,211,36,19,4,3,0,66,11,3,3,0,0,20,4,0,11,0,0,11,2367,340,256,24,39,3014,180,0,0,0,3,185,113,0,0,0,0,116,59,0,5,0,0,64,48,0,3,0,3,56,40,0,8,0,0,48,46,3,7,3,0,62,32,8,6,0,0,45,37,10,10,0,0,55,54,8,7,4,0,74,69,8,16,5,0,100,51,4,12,3,0,73,13,3,3,0,0,18,8,0,0,0,0,8,752,48,76,23,13,904,118,5,14,3,0,141,63,7,3,8,15,96,3294,400,352,58,61,4165,41,0,0,0,0,42,179,0,4,0,3,182,213,0
204021067,16,0,0,0,0,16,51,0,0,0,0,54,76,3,15,4,3,96,71,3,10,3,3,89,65,12,22,7,0,102,75,10,10,3,3,106,72,21,29,14,3,140,80,27,47,11,3,165,67,23,37,9,0,144,39,12,21,6,3,91,9,15,32,8,0,65,0,7,22,11,3,37,4,10,10,4,3,33,621,137,255,80,24,1126,33,0,0,4,0,36,19,0,0,0,0,20,8,0,0,3,0,11,7,0,5,0,0,12,11,0,6,0,0,14,16,0,4,0,0,18,11,4,6,0,0,23,9,3,10,3,0,22,21,5,9,3,0,40,15,10,22,9,0,57,18,5,5,20,0,46,6,0,9,6,0,15,0,0,16,12,0,24,163,27,85,60,5,341,27,3,15,6,4,58,14,0,7,9,0,26,828,173,361,149,42,1548,8,0,0,0,0,8,26,0,0,0,0,27,17,0
204031068,12,0,0,0,0,12,17,0,0,0,0,20,16,0,3,0,0,23,18,5,7,0,0,34,35,3,6,0,0,42,22,5,6,0,0,41,35,5,10,0,3,49,43,21,5,3,0,72,43,10,12,3,0,70,33,6,8,0,0,43,7,7,6,3,0,28,0,5,3,3,0,10,0,0,0,0,0,3,289,68,69,17,3,445,27,0,0,0,0,27,10,0,0,0,0,10,3,0,0,0,0,8,6,0,3,0,0,10,7,0,3,0,0,11,9,0,0,0,0,9,8,0,8,0,0,10,8,0,9,0,0,19,27,3,6,0,0,31,19,3,11,0,0,29,13,0,7,7,0,25,5,0,0,0,0,7,3,0,0,0,0,7,141,7,44,13,0,208,15,4,4,0,0,27,6,0,0,4,3,12,456,80,119,35,6,691,10,0,0,0,0,10,19,0,0,0,0,19,24,0
204031069,58,0,0,0,0,65,179,4,0,0,0,188,121,3,3,0,0,136,82,5,4,3,0,93,76,20,15,0,0,105,109,18,29,4,3,160,76,26,31,0,3,137,89,23,22,4,5,140,71,28,28,3,3,138,58,27,15,7,3,109,17,14,15,7,0,56,3,0,8,0,0,13,3,3,4,4,0,12,936,183,179,32,17,1345,87,0,0,0,3,93,60,0,0,0,0,67,48,3,3,0,0,53,17,0,3,0,0,23,15,3,6,0,0,19,24,3,6,0,0,33,22,3,3,5,0,35,16,4,11,4,0,31,22,9,16,0,5,51,33,7,11,9,0,56,21,5,9,4,0,38,9,0,3,4,0,21,3,0,3,9,0,14,378,36,77,35,12,537,25,9,11,3,0,53,28,0,8,10,7,46,1363,235,272,86,33,1980,44,0,0,0,0,45,143,0,0,0,0,144,121,0
204031070,0,0,0,0,0,0,4,0,0,0,0,4,11,0,0,0,0,12,7,0,3,0,0,10,10,0,0,0,0,8,5,7,0,3,0,17,10,0,3,0,0,18,11,3,4,0,0,15,11,7,6,4,0,29,5,3,5,0,0,20,0,0,3,3,0,10,0,0,4,0,0,7,0,0,4,0,0,4,83,17,46,15,4,162,6,0,0,0,0,6,12,0,0,0,0,15,9,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,8,4,0,3,0,0,7,3,0,3,0,0,13,4,0,0,0,0,7,0,0,0,0,0,5,0,0,3,0,0,3,0,0,6,3,0,8,52,9,25,11,5,91,10,0,4,9,0,20,0,0,0,0,3,0,137,30,71,27,9,276,0,0,0,0,0,0,5,0,0,0,0,10,6,0
204031071,12,0,0,0,0,19,34,0,0,0,0,35,54,3,3,0,0,54,46,3,12,0,0,61,48,3,3,0,0,58,52,6,4,0,0,68,68,16,12,3,3,105,89,16,7,3,0,114,81,12,9,4,3,105,37,6,11,0,0,63,15,0,0,9,0,23,0,3,4,0,0,10,0,0,0,3,0,5,534,67,81,27,9,719,33,0,0,0,0,32,24,0,0,0,0,24,6,0,0,0,0,6,3,0,0,0,0,4,7,0,0,0,0,6,10,0,0,5,0,19,13,0,3,0,3,19,22,0,0,0,0,20,14,3,7,3,0,24,22,0,3,0,0,25,9,0,4,5,0,19,6,0,3,0,0,9,0,0,0,0,0,3,169,6,25,17,3,217,34,0,3,3,3,40,20,3,6,3,8,30,748,78,107,45,24,1005,5,0,0,0,0,6,13,0,0,0,0,13,26,3
204031072,8,0,0,0,0,8,44,0,0,0,3,45,31,3,13,0,3,47,29,3,7,0,0,39,25,3,12,4,0,45,35,13,15,0,4,67,41,12,12,3,0,68,39,14,29,5,0,96,40,18,42,14,0,108,24,17,25,9,3,83,12,12,28,9,3,60,0,3,18,8,0,33,0,3,17,3,0,30,335,106,220,59,16,734,32,0,0,4,0,37,14,0,3,0,0,22,8,0,0,0,0,10,8,0,0,0,0,12,8,0,3,0,0,12,5,0,0,0,0,6,6,0,7,0,0,16,10,0,3,0,0,14,12,3,8,3,0,25,14,0,9,0,0,28,4,0,6,15,0,28,0,3,4,3,0,17,3,0,3,8,0,10,138,8,47,38,0,237,25,4,10,4,0,49,11,0,6,3,0,23,513,123,287,104,20,1046,5,0,0,0,0,5,12,0,0,0,0,12,23,3
204031073,60,0,0,0,0,60,140,0,5,0,0,144,180,3,12,0,0,198,188,9,6,0,0,204,184,12,10,0,3,210,182,23,6,0,0,215,149,22,13,0,4,184,135,13,14,3,0,167,127,26,11,0,0,167,65,19,10,0,0,96,28,8,3,0,0,44,4,0,3,0,0,10,0,0,0,0,0,3,1443,142,94,12,12,1693,96,0,0,0,0,96,70,0,0,0,0,75,37,0,3,0,0,42,24,0,6,0,0,30,27,0,4,0,0,38,29,0,5,0,0,31,32,0,3,0,0,32,31,0,8,0,0,38,29,3,6,0,0,37,30,5,6,3,0,42,13,0,8,0,0,20,5,3,3,0,0,14,3,0,0,3,0,11,423,15,50,7,6,502,53,0,7,3,0,64,34,0,0,0,7,49,1951,157,152,25,19,2306,22,0,0,0,0,22,76,0,0,0,0,71,114,3
204031074,236,0,0,0,5,245,601,3,14,0,3,622,570,17,30,0,0,622,564,32,42,0,5,642,569,35,27,0,3,635,573,57,31,7,3,672,591,67,49,7,4,721,561,78,36,8,3,686,443,51,44,3,5,547,265,39,36,10,3,356,58,24,7,3,0,101,11,7,6,4,0,26,0,3,3,0,0,7,5064,429,328,39,31,5893,191,0,0,3,6,198,150,0,0,0,0,149,91,0,7,0,3,102,78,3,5,0,0,88,67,3,3,0,0,75,67,0,10,0,0,79,58,5,18,0,5,77,76,5,8,3,3,100,67,8,22,4,0,96,84,17,18,0,0,114,54,7,6,3,0,75,19,5,6,0,0,28,8,3,3,3,0,12,996,62,102,24,20,1194,187,19,13,3,3,224,111,11,19,7,12,150,6355,513,461,71,69,7463,68,0,0,0,0,73,265,0,8,0,0,272,356,4
204031075,8,0,0,0,0,8,26,0,4,0,0,36,27,0,7,0,0,33,39,3,4,0,0,51,31,10,4,0,0,49,40,8,8,0,0,54,39,9,10,3,0,58,25,10,16,0,0,54,23,12,10,0,0,47,21,4,18,5,0,53,4,4,4,3,3,22,0,0,11,5,0,11,0,0,3,6,3,15,282,64,102,17,7,477,25,0,0,3,0,27,6,0,0,0,0,6,9,0,0,0,0,11,5,0,3,0,0,8,3,0,0,0,0,3,5,0,0,0,0,4,3,0,0,0,0,4,11,3,4,0,0,18,10,3,6,0,0,14,3,5,3,4,0,13,4,3,10,0,0,16,0,0,5,0,0,7,0,0,0,5,0,4,82,11,35,10,0,140,19,0,0,5,0,26,3,3,5,0,0,12,386,82,140,38,13,653,0,0,0,0,0,0,9,0,0,0,0,13,13,0
205011076,32,0,0,0,0,35,112,0,3,0,0,117,110,6,10,0,0,129,132,26,9,4,0,167,99,22,21,0,3,143,105,24,13,0,0,139,118,25,24,5,0,172,95,39,35,3,3,172,75,25,26,3,3,133,56,19,21,0,0,96,13,5,12,5,3,36,0,4,7,3,0,14,0,0,10,0,0,9,954,187,193,26,16,1373,87,0,3,0,0,96,55,0,0,0,0,54,28,0,4,0,0,35,22,3,5,0,0,28,20,4,7,0,0,30,12,3,4,0,0,21,23,0,6,4,0,32,15,7,5,0,0,25,15,0,12,0,0,35,14,6,18,5,3,44,13,6,12,0,0,34,12,4,4,0,0,20,11,0,0,3,0,18,325,31,74,25,10,465,26,0,9,3,0,44,24,9,6,3,5,45,1333,226,282,51,34,1932,15,0,0,0,0,15,69,0,0,0,0,73,92,4
205011077,10,0,0,0,0,8,25,3,0,0,0,34,27,0,3,3,0,34,38,7,4,0,0,50,39,12,19,0,0,66,25,4,14,3,3,58,25,12,14,4,0,56,21,6,19,4,4,52,40,15,22,4,0,80,23,10,13,0,0,51,7,5,13,4,0,32,3,3,10,3,4,23,0,0,8,7,0,15,282,83,140,37,21,553,27,0,0,3,0,29,19,0,0,0,0,18,9,0,0,0,0,9,18,0,0,0,0,18,4,0,5,0,0,9,3,0,0,0,0,6,14,4,6,0,0,21,13,3,6,0,0,22,3,0,12,0,0,12,7,6,9,0,0,25,8,4,14,9,0,24,0,3,3,3,0,11,0,0,6,0,0,11,116,20,62,19,3,225,19,6,3,6,0,32,6,0,6,3,3,19,425,108,204,65,26,831,4,0,0,0,0,4,30,0,0,0,0,27,23,0
205011078,14,0,0,0,0,14,42,0,0,0,0,43,56,7,3,0,0,72,60,11,4,0,0,75,34,9,11,0,4,58,43,12,15,0,3,76,43,8,6,4,3,60,49,12,10,3,5,75,31,14,21,5,0,74,14,16,15,4,0,51,7,3,7,3,0,24,0,3,8,3,0,13,0,0,5,0,0,7,390,93,116,25,15,641,36,0,0,0,0,36,37,0,0,0,0,43,17,0,7,0,0,18,8,0,5,0,0,16,13,0,6,0,0,18,7,0,7,0,0,12,4,0,6,3,0,17,17,3,0,3,0,23,7,3,6,0,0,18,15,0,5,0,0,22,9,3,8,3,0,23,3,0,3,3,0,8,4,3,4,4,0,14,178,14,64,17,3,278,18,3,7,3,0,33,11,3,0,3,4,22,605,116,183,50,18,968,4,0,0,0,0,4,28,0,3,0,0,32,51,0
205011079,79,0,0,0,3,81,286,3,11,0,6,311,324,12,21,0,3,361,307,37,24,3,4,372,246,40,24,0,0,312,287,51,26,4,4,372,266,45,44,0,3,362,247,57,32,0,5,343,203,35,33,3,3,282,115,40,29,9,3,194,37,22,15,4,0,76,4,5,10,6,0,27,0,5,16,4,0,26,2411,348,284,35,34,3113,181,0,0,3,8,189,125,0,3,3,4,138,73,0,3,0,0,76,45,6,8,0,0,53,44,8,3,0,0,60,28,3,6,0,3,38,37,9,18,3,0,67,46,3,6,3,0,59,48,6,10,0,0,68,53,7,12,0,0,77,39,8,14,3,3,64,24,6,15,4,0,48,17,0,3,9,0,30,762,56,101,27,17,964,94,7,7,3,3,114,79,6,3,7,9,111,3352,420,396,75,63,4301,27,0,0,0,0,27,204,0,3,0,3,204,240,9
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,78,0,0,0,0,78,233,0,0,0,0,237,267,9,12,0,3,291,248,15,18,4,3,285,242,23,16,0,3,288,249,33,31,0,9,318,280,41,30,0,4,360,246,44,31,0,9,326,242,47,39,0,4,328,158,35,33,3,3,229,45,14,10,4,4,83,12,6,3,3,0,22,0,0,5,0,0,8,2312,274,223,24,33,2868,159,0,0,0,3,165,87,0,0,0,0,91,52,0,7,0,0,56,48,5,7,0,0,59,58,0,3,0,0,66,47,0,7,0,0,54,44,3,4,0,0,48,71,3,10,0,0,80,63,8,15,3,0,92,84,6,16,3,0,111,53,0,12,3,0,68,19,0,3,0,0,23,17,3,5,3,3,23,799,32,86,12,9,938,125,12,11,4,6,156,52,3,3,4,16,82,3290,322,324,42,69,4043,43,0,0,0,0,43,166,0,4,0,0,167,159,3
205021082,13,0,0,0,0,17,42,0,3,0,0,40,49,0,3,3,0,55,41,4,9,0,3,64,26,7,15,5,0,50,36,11,13,3,0,63,39,12,19,6,0,78,33,9,20,3,0,65,37,11,26,7,0,86,28,10,30,4,4,81,10,5,21,9,0,42,3,0,19,10,0,39,0,0,9,12,0,16,361,81,182,57,16,698,9,0,0,0,3,10,13,0,3,0,0,10,5,0,0,0,0,10,12,0,0,0,0,11,9,0,4,0,0,11,9,0,4,3,0,15,19,0,5,0,0,21,15,0,0,3,0,18,9,4,7,3,0,28,15,3,15,3,0,39,10,0,11,8,0,29,4,0,7,6,0,20,3,0,4,4,0,19,120,10,72,35,7,243,29,0,10,3,0,51,25,0,3,0,7,31,536,91,262,98,26,1019,4,0,0,0,0,9,18,0,0,0,0,19,20,0
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,12,0,0,0,0,9,42,0,0,0,0,44,35,6,3,0,0,41,41,7,8,3,0,61,34,12,9,0,0,54,41,15,11,0,0,66,53,19,16,0,5,90,54,14,14,3,3,85,50,14,21,3,3,88,31,13,16,3,0,63,16,4,6,3,0,27,0,0,5,0,0,10,0,3,3,4,0,10,405,102,117,23,14,657,58,0,0,0,0,59,15,0,0,0,0,22,15,0,3,0,0,23,24,0,0,0,0,26,9,3,3,0,0,14,10,3,3,0,0,17,14,0,0,3,0,14,21,3,7,0,0,29,27,3,13,0,0,37,22,13,15,6,0,56,21,6,15,3,3,48,13,5,3,5,0,26,3,0,3,0,0,11,251,38,61,20,3,374,39,0,15,3,3,57,22,5,5,3,6,41,718,141,196,49,28,1127,8,0,0,0,0,8,34,0,4,0,0,37,29,0
205021085,9,0,0,0,0,9,24,0,3,0,0,28,33,3,13,0,0,54,37,8,8,0,0,55,43,3,9,0,0,56,44,6,6,0,3,67,51,14,9,3,0,82,59,9,15,11,0,97,66,19,26,8,3,116,43,7,24,16,6,92,12,5,20,12,3,47,0,0,7,0,0,6,0,3,4,5,3,21,435,79,138,58,17,734,32,0,0,0,0,33,11,0,0,0,0,11,11,0,3,0,0,10,13,0,0,0,0,12,7,0,3,0,0,13,12,0,3,0,0,17,11,4,10,0,0,29,21,0,11,3,0,32,23,0,17,4,0,41,15,4,6,3,0,33,15,4,6,3,0,30,4,0,5,3,0,15,0,0,6,0,0,10,168,20,67,22,6,287,25,5,10,3,3,46,12,5,3,3,8,34,640,109,221,89,31,1097,3,0,0,0,0,3,16,0,0,0,0,17,23,0
205021086,5,0,0,0,3,3,24,0,0,0,0,26,9,0,0,0,0,12,13,3,0,0,0,20,16,3,7,0,0,23,16,3,8,0,0,24,12,4,9,0,0,27,7,3,9,0,0,22,13,9,12,0,0,40,10,3,4,0,0,18,0,3,3,3,0,4,0,3,5,0,0,13,0,3,5,0,0,5,121,43,60,9,8,240,17,0,0,0,0,17,13,0,0,0,0,13,6,0,0,0,0,6,8,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,3,0,5,0,0,0,3,7,0,3,0,0,10,4,3,5,3,0,13,7,0,9,0,0,18,6,3,11,0,0,17,0,0,3,0,0,12,0,0,0,4,0,8,80,13,29,7,0,137,9,0,3,0,0,14,4,0,0,0,0,9,212,60,95,23,8,398,8,0,0,0,0,8,11,0,0,0,0,8,12,0
