SA2_MAINCODE_2016,UIE_IDNS_OMOE_Nil_em,UIE_IDNS_OMOE_1_19_em,UIE_IDNS_OMOE_20more_em,UIE_IDNS_OMOE_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMOE_Nil_em,UIE_Tot_OMOE_1_19_em,UIE_Tot_OMOE_20more_em,UIE_Tot_OMOE_NE_NS,UIE_Tot_Tot
103011058,20,5,0,0,31,509,257,8,6,784
103011059,11,0,0,0,11,167,60,0,3,232
103011060,3,0,0,0,6,214,111,0,8,326
103011061,8,0,0,0,8,161,64,0,3,228
103021062,11,3,0,0,14,247,184,0,9,432
103021063,10,3,0,0,13,226,166,4,12,399
103021064,3,3,0,0,6,246,144,0,16,401
103021065,15,3,0,0,19,333,214,0,19,565
103021066,5,0,0,0,5,204,123,0,11,336
103021067,3,5,0,0,8,172,110,0,9,288
103021068,4,0,0,0,4,200,93,0,7,299
103021069,6,0,0,5,14,273,180,0,15,470
103031070,8,3,0,0,10,192,95,0,9,300
103031071,12,3,0,0,8,155,63,3,11,227
103031072,10,0,0,0,14,275,157,0,10,447
103031073,3,0,0,0,3,110,25,0,3,146
103031074,18,5,0,0,22,301,154,0,19,470
103031075,0,0,0,0,0,0,0,0,0,0
103041076,6,0,0,0,6,265,81,0,12,353
103041077,16,0,0,0,20,499,297,17,13,825
103041078,8,0,0,0,8,294,54,0,5,359
103041079,10,3,0,0,11,366,160,4,27,555
104011080,14,9,0,3,27,407,220,3,13,641
104011081,5,0,0,0,8,379,77,0,12,468
104011082,23,0,0,4,28,464,159,4,28,654
104021083,12,4,0,0,20,253,67,0,5,328
104021084,19,3,0,0,22,368,160,7,8,551
104021085,13,6,0,0,20,480,264,9,6,766
104021086,3,0,0,0,8,115,22,0,3,143
104021087,7,0,0,0,9,183,63,0,10,251
104021088,12,3,0,0,16,197,38,0,3,242
104021089,17,12,0,3,31,397,109,5,5,518
104021090,6,0,0,0,6,129,34,0,3,168
104021091,8,3,0,0,13,265,124,18,7,412
105011092,12,0,0,0,13,98,41,0,3,143
105011093,3,0,0,0,3,125,60,0,4,190
105011094,5,3,0,0,5,154,91,0,0,253
105011095,10,3,0,0,11,173,137,3,8,327
105011096,8,6,0,3,16,136,103,0,17,258
105021097,5,6,0,0,16,234,120,13,14,381
105021098,0,0,0,0,3,100,87,0,4,195
105031099,21,0,0,0,21,341,139,0,16,492
105031100,8,3,0,0,10,238,133,0,8,380
105031101,14,8,0,0,20,377,209,9,7,606
105031102,5,0,0,0,3,133,66,0,4,204
105031103,6,0,0,3,15,196,93,0,15,304
105031104,3,0,0,0,5,209,140,0,8,356
105031105,6,0,0,0,6,186,86,0,9,281
105031106,3,0,0,0,3,194,113,0,15,322
106011107,11,0,0,0,11,196,82,0,3,283
106011108,14,3,0,0,15,243,108,0,4,365
106011109,10,0,0,3,9,166,45,0,4,218
106011110,11,0,0,0,11,264,74,0,7,347
106011111,7,0,0,0,5,171,67,0,5,247
106011112,13,4,0,0,14,229,87,0,0,317
106011113,11,0,0,0,11,133,44,0,3,183
106021114,3,0,0,0,5,161,96,5,3,271
106021115,15,3,0,0,21,398,151,7,3,566
106021116,8,0,0,0,8,124,35,0,0,163
106021117,11,4,0,0,20,261,79,3,3,350
106021118,7,3,0,0,7,160,55,0,5,227
106031119,9,0,0,0,9,117,21,0,3,137
106031120,3,0,0,0,3,91,23,4,0,121
106031121,27,3,0,0,32,499,155,7,15,681
106031122,10,4,0,0,14,217,106,7,7,332
106031123,4,0,0,0,4,100,33,0,0,132
106031124,3,0,0,0,6,112,44,0,5,161
106031125,16,0,0,0,15,216,80,0,3,301
106041126,12,3,0,0,11,189,88,6,3,292
106041127,3,0,0,0,4,94,24,0,7,119
106041128,9,3,0,0,8,138,81,3,0,228
106041129,7,0,0,0,7,251,112,0,9,366
107011131,12,4,0,0,13,306,124,5,8,439
107011132,3,4,0,0,9,74,27,0,3,109
107011133,3,0,0,0,3,22,6,0,0,25
107011134,16,4,0,0,22,327,101,4,5,436
107011545,3,0,0,0,3,137,26,0,0,164
107011546,7,3,0,4,20,198,73,4,4,285
107011547,8,0,0,0,8,33,6,0,0,40
107021135,0,0,0,0,0,0,0,0,0,0
107031136,6,0,0,0,6,205,61,3,0,268
107031137,5,0,0,0,13,112,36,0,3,156
107031138,5,0,0,3,12,236,97,0,5,332
107031139,0,0,0,0,0,127,24,0,0,154
107031140,10,3,0,0,10,229,85,0,11,321
107031141,5,0,0,0,8,238,60,0,3,306
107031142,18,4,0,0,16,209,97,0,4,316
107031143,6,3,0,0,10,206,97,3,3,313
107041144,6,3,0,0,13,345,100,3,4,449
107041145,4,3,0,0,6,269,102,3,4,376
107041146,14,0,0,0,13,292,86,9,5,389
107041147,7,0,0,0,12,184,44,0,3,226
107041148,17,4,0,3,17,287,81,0,3,370
107041150,15,0,0,0,15,356,93,3,3,456
107041548,32,7,0,0,40,605,282,21,11,919
107041549,13,3,0,0,13,262,110,3,3,372
108011151,6,0,0,0,6,146,45,0,7,196
108011152,13,0,0,0,16,291,131,3,4,426
108011153,10,0,0,3,10,191,54,0,3,254
108011154,3,4,0,0,9,133,93,0,11,236
108021155,10,0,0,3,11,277,116,4,9,409
108021156,14,0,0,0,17,257,86,0,15,358
108021157,4,0,0,0,4,123,68,0,7,206
108021158,5,0,0,0,4,151,80,0,0,228
108021159,5,0,0,0,5,230,60,0,9,296
108021160,11,3,0,0,9,138,71,0,3,212
108031161,0,0,0,0,0,16,11,0,0,25
108041162,8,4,0,0,13,354,140,0,8,504
108041163,25,3,0,0,31,696,212,16,6,937
108041164,24,8,0,0,33,478,284,4,6,771
108041165,11,0,0,0,11,238,50,0,0,291
108041166,10,4,0,0,13,259,115,3,4,376
108051167,11,3,0,0,11,183,66,0,6,255
108051168,4,5,0,0,9,238,54,3,5,308
108051169,17,5,0,0,21,388,244,9,6,641
108051170,10,5,0,0,13,335,68,0,12,417
108051171,3,0,0,0,3,91,38,3,3,131
109011172,11,0,0,0,18,245,84,7,8,338
109011173,8,0,0,3,11,165,61,3,3,231
109011174,20,4,0,0,23,410,225,13,8,658
109011175,6,7,0,0,12,416,175,3,11,599
109011176,5,0,0,0,12,210,115,0,3,328
109021177,5,4,0,0,3,101,60,0,4,165
109021178,6,4,0,0,12,122,77,3,0,201
109021179,0,3,0,0,8,113,115,3,3,234
109031180,10,0,0,0,11,123,65,3,0,191
109031181,4,0,0,0,6,145,75,0,6,228
109031182,3,3,0,0,6,140,87,9,3,232
109031183,7,0,0,0,7,308,167,3,5,485
109031184,10,3,0,0,9,104,39,0,3,149
109031185,13,3,0,0,17,282,141,0,8,438
110011186,25,0,0,0,26,460,240,22,8,732
110011187,0,0,0,0,0,203,133,3,6,345
110011188,7,0,0,0,3,198,75,0,13,286
110011189,5,0,0,0,3,194,125,0,12,332
110021190,3,3,0,0,11,296,153,3,6,462
110021191,12,3,0,3,21,305,152,3,13,466
110021192,3,0,0,0,3,152,82,0,3,240
110021193,3,0,0,0,4,264,113,0,3,382
110021194,11,0,0,0,11,280,116,0,10,408
110031195,8,0,0,0,14,174,83,11,8,278
110031196,3,7,0,0,11,221,208,3,14,448
110031197,11,3,0,0,10,146,86,3,6,239
110031198,7,0,0,0,7,192,78,0,8,274
110041199,12,3,0,0,10,166,99,3,7,267
110041200,7,3,0,0,5,195,82,0,0,282
110041201,8,4,0,0,14,286,112,0,10,408
110041202,20,0,0,3,26,323,144,0,12,481
110041203,22,14,0,0,32,358,199,16,4,579
110041204,12,4,0,0,18,127,90,0,3,225
110041205,17,0,0,5,23,561,227,0,34,819
111011206,14,0,0,0,11,281,96,3,5,386
111011207,0,0,0,0,0,59,16,0,4,82
111011208,22,3,0,0,30,529,153,13,4,702
111011209,23,3,0,0,27,435,128,11,11,588
111011210,0,0,0,0,0,102,34,0,3,139
111011211,4,0,0,0,4,65,20,0,0,84
111011212,5,0,0,0,5,178,61,0,0,236
111011213,6,0,0,0,7,187,35,0,5,233
111011214,9,0,0,0,11,280,121,3,3,412
111021215,5,0,0,0,5,108,25,0,0,136
111021216,9,0,0,0,6,129,27,0,3,162
111021217,3,0,0,0,6,160,39,0,0,199
111021218,20,0,0,0,19,327,108,7,0,446
111021219,11,0,0,0,15,230,73,0,3,309
111021220,5,0,0,0,9,144,29,0,0,179
111021221,3,0,0,0,3,102,25,0,0,125
111031222,11,0,0,0,10,304,82,8,3,392
111031223,6,3,0,0,9,127,44,0,7,180
111031224,13,3,0,0,18,395,144,12,3,561
111031225,8,0,0,0,8,344,136,6,3,489
111031226,4,0,0,0,4,123,32,0,0,159
111031227,18,3,0,0,15,319,68,3,3,397
111031228,20,0,0,0,21,263,92,0,4,361
111031229,23,4,0,0,29,519,222,43,9,788
111031230,4,0,0,0,4,30,11,0,0,43
111031231,5,0,0,0,4,145,29,3,3,184
111031232,4,0,0,0,4,104,29,0,3,127
111031233,17,7,0,0,20,275,89,3,0,365
111031234,3,3,0,0,11,172,41,5,0,219
111031235,17,3,0,0,23,248,68,4,3,325
112011236,35,7,0,0,45,495,239,14,10,760
112011237,22,3,0,0,31,560,192,3,9,772
112011238,21,0,0,0,24,411,91,5,12,522
112011239,18,3,0,0,20,347,87,0,12,448
112011240,37,16,0,0,54,724,193,4,26,947
112011241,3,0,0,0,3,111,34,0,0,151
112011242,7,3,0,0,16,260,73,0,0,336
112011243,35,5,0,0,41,535,134,0,20,693
112021244,10,3,0,0,13,203,112,3,5,325
112021245,13,0,0,0,13,280,68,0,9,358
112021246,10,3,0,0,11,215,55,0,5,271
112021247,7,0,0,0,13,299,71,3,8,385
112021248,29,11,0,0,43,587,326,21,13,945
112021249,21,3,0,0,23,600,145,0,30,769
112031250,16,3,0,0,19,360,113,0,4,473
112031251,13,4,0,3,24,325,143,3,11,479
112031252,23,0,0,0,21,401,77,3,10,488
112031253,25,0,0,0,25,372,87,0,11,467
112031254,16,8,0,0,22,480,106,7,8,599
112031550,14,0,0,0,14,198,36,0,0,239
112031551,9,0,0,0,9,64,16,0,0,82
112031552,11,4,0,0,10,228,105,0,3,337
113011256,10,0,0,0,10,321,192,12,23,545
113011257,20,4,0,3,21,420,218,4,22,667
113011258,8,3,0,0,11,229,103,4,6,338
113011259,5,0,0,0,5,204,114,0,11,324
113021260,5,0,0,0,10,152,61,3,11,222
113021261,4,0,0,4,5,121,77,0,3,199
113021262,4,3,0,0,5,160,55,0,3,218
113031263,5,3,0,0,8,175,127,0,3,303
113031264,3,7,0,0,10,94,65,0,0,160
113031265,3,3,0,0,4,165,86,0,6,259
113031266,12,4,0,0,14,269,147,0,11,429
113031267,17,3,0,0,21,318,142,8,7,478
113031268,0,0,0,0,3,60,26,3,0,88
113031269,3,0,0,0,4,252,65,0,0,318
113031270,22,5,0,3,35,402,287,19,6,713
113031271,16,0,0,3,22,555,250,3,30,845
114011272,15,4,0,0,20,349,137,0,8,497
114011273,0,0,0,0,5,55,28,0,0,85
114011274,10,4,0,0,18,127,59,0,6,188
114011275,0,0,0,0,0,0,0,0,0,0
114011276,8,0,0,0,8,143,62,4,0,204
114011277,16,3,0,0,16,284,108,8,7,407
114011278,32,5,0,0,42,492,234,13,10,750
114011279,11,0,0,0,10,185,68,0,8,262
114011280,4,0,0,0,4,102,34,0,0,132
114011281,3,0,0,0,3,70,19,0,0,92
114011282,21,0,0,0,26,473,185,5,15,687
114011283,4,0,0,0,7,154,39,0,7,204
114021284,28,0,0,0,29,496,158,3,11,671
114021285,3,0,0,0,3,100,17,0,0,116
114021286,17,3,0,0,20,350,102,3,14,471
114021287,15,0,0,0,14,278,102,0,0,376
114021288,9,0,0,0,12,175,39,0,8,219
114021289,16,3,0,0,21,285,50,3,4,349
115011290,15,3,0,0,20,305,84,0,0,396
115011291,47,8,0,0,56,665,212,25,7,912
115011294,4,0,0,0,4,119,19,0,0,137
115011296,16,0,0,0,15,189,22,0,3,212
115011553,16,3,0,0,22,302,111,12,7,428
115011554,5,0,0,0,5,85,18,0,0,100
115011555,13,3,0,0,19,254,70,0,5,335
115011556,3,4,0,0,4,179,76,3,0,261
115011557,3,0,0,0,3,68,7,0,3,81
115011558,14,0,0,0,14,285,35,0,0,325
115011559,18,0,0,0,18,366,65,0,4,436
115021297,34,8,0,0,43,702,187,0,5,895
115021298,8,0,0,0,14,159,56,0,3,217
115031299,8,0,0,0,8,117,20,0,3,142
115031300,17,3,0,0,25,467,156,0,10,634
115041301,10,5,0,0,20,293,89,0,3,388
115041302,27,3,0,0,29,389,97,4,4,490
116011303,33,7,0,0,44,466,197,10,10,686
116011304,7,0,0,0,8,174,33,0,0,213
116011306,5,0,0,0,5,183,38,3,3,224
116011307,34,4,0,3,42,564,132,7,13,711
116011308,12,4,0,0,23,335,75,0,3,409
116011560,7,0,0,0,7,138,18,0,0,155
116011561,11,0,0,0,11,163,36,4,0,199
116021309,14,0,0,0,11,245,23,3,0,267
116021310,27,3,0,0,30,375,72,0,4,444
116021312,20,0,0,0,19,403,93,3,6,503
116021562,3,0,0,0,0,57,8,0,0,61
116021563,10,0,0,0,13,277,46,0,3,324
116031313,3,0,0,0,7,108,28,0,0,139
116031314,3,0,3,0,6,130,29,4,3,169
116031315,7,0,0,0,13,193,33,0,4,226
116031316,10,0,0,0,13,123,19,0,3,144
116031317,11,3,0,0,17,267,86,0,3,356
116031318,11,3,0,0,20,160,42,4,4,207
116031319,14,3,0,0,12,292,73,6,0,376
117011320,11,0,0,0,9,104,22,0,0,128
117011321,20,3,0,0,23,263,67,3,5,335
117011322,40,9,0,0,44,551,106,11,3,671
117011323,13,0,0,0,13,169,43,0,8,216
117011324,7,3,0,0,10,59,6,0,0,75
117011325,16,0,0,0,21,114,17,5,4,140
117021326,52,10,0,0,63,898,204,5,18,1125
117021327,22,6,0,0,24,531,119,4,4,653
117021328,24,4,0,0,32,385,69,4,0,462
117031329,30,3,0,0,32,528,148,11,0,681
117031330,54,9,0,3,68,1032,155,17,12,1215
117031331,25,3,0,0,27,522,89,4,9,630
117031332,46,9,0,0,51,791,206,12,11,1021
117031333,45,10,0,0,49,617,123,12,9,764
117031334,44,14,0,0,63,665,142,20,10,834
117031335,31,6,0,0,41,608,150,7,8,774
117031336,54,14,0,0,74,892,203,22,8,1133
117031337,323,58,10,13,402,5231,1858,1524,75,8685
117031338,48,3,0,3,52,639,146,12,12,810
118011339,36,0,0,0,41,567,93,0,5,662
118011340,36,0,0,0,41,600,89,3,3,697
118011341,33,4,0,0,37,834,226,15,8,1089
118011342,0,0,0,0,0,18,0,0,0,18
118011343,54,5,0,0,58,840,202,4,19,1064
118011344,13,3,0,0,18,252,50,0,4,309
118011345,54,3,0,0,59,608,127,9,3,743
118011346,23,0,0,0,24,357,76,10,5,448
118011347,11,3,0,0,13,288,69,4,4,357
118021348,30,8,0,0,38,526,110,8,10,652
118021350,18,3,0,0,27,337,71,0,5,411
118021564,10,3,0,0,14,281,71,8,4,368
118021565,10,0,0,0,10,204,58,0,0,268
118021566,13,0,0,0,13,195,50,0,0,244
118021567,5,0,0,0,6,175,31,0,3,200
118021568,6,3,0,0,10,157,53,0,3,215
118021569,18,3,0,0,21,343,67,0,3,412
118021570,17,4,0,0,25,392,166,10,0,569
119011354,14,3,0,0,20,290,57,0,5,346
119011355,5,4,0,0,10,157,35,0,0,197
119011356,28,4,0,0,32,389,118,3,4,514
119011357,29,4,0,0,31,418,103,7,5,535
119011358,23,0,0,0,20,278,86,0,0,362
119011359,17,0,0,0,14,358,96,0,0,461
119011360,9,0,0,0,9,187,63,0,0,253
119011361,11,5,0,0,18,244,50,0,0,301
119011571,6,3,0,0,13,361,109,0,9,485
119011572,23,3,0,0,32,371,160,3,9,542
119021362,21,4,0,0,26,324,84,0,7,416
119021363,24,0,0,0,25,499,156,8,6,668
119021364,25,5,0,0,27,427,91,0,10,527
119021366,18,9,0,0,21,343,77,6,0,427
119021367,11,7,0,0,18,180,44,0,0,229
119021573,15,0,0,0,15,356,41,4,3,405
119021574,0,0,0,0,0,131,11,0,0,143
119031368,21,3,0,0,26,396,152,7,3,564
119031369,18,4,0,0,17,335,112,3,3,450
119031370,3,0,0,0,3,155,48,0,3,199
119031371,13,0,0,0,13,196,51,0,3,252
119031372,16,3,0,0,19,361,100,0,0,465
119031373,7,0,0,0,7,131,51,0,0,182
119031374,18,3,0,0,18,310,62,0,3,378
119041375,22,0,0,0,22,294,45,4,4,350
119041376,18,0,0,0,18,395,61,0,3,464
119041377,16,0,0,0,16,228,62,0,4,294
119041378,22,3,0,0,22,265,148,7,6,425
119041379,6,0,0,0,4,215,48,0,0,267
119041380,11,0,0,0,11,200,43,0,3,243
119041381,19,0,0,0,25,342,90,3,5,443
119041382,8,3,0,0,9,238,92,0,5,338
120011383,11,3,0,0,10,378,86,4,5,475
120011384,33,4,0,5,37,528,86,11,5,632
120011385,20,3,0,0,19,393,106,0,7,504
120011386,25,3,0,0,30,496,114,3,8,619
120021387,32,4,0,0,36,560,91,4,7,659
120021388,32,5,0,0,38,849,167,4,6,1032
120021389,33,3,0,0,34,491,95,3,3,594
120031390,26,0,0,0,26,435,91,4,9,533
120031391,32,8,0,3,38,568,205,11,4,794
120031392,14,3,0,0,15,184,35,0,0,227
120031393,15,0,0,0,20,284,68,0,0,360
120031394,16,0,0,0,14,321,56,0,9,390
120031395,13,0,0,0,19,333,72,0,3,403
120031396,30,7,0,0,40,373,114,9,11,504
120031575,19,3,0,0,28,410,112,3,8,525
120031576,3,0,0,0,3,90,17,0,0,110
121011398,45,9,0,3,55,832,283,21,9,1146
121011399,19,0,0,0,22,319,28,0,3,351
121011400,29,3,0,0,31,715,161,3,9,883
121011401,34,14,0,0,52,560,170,15,6,743
121011402,28,0,0,0,30,648,132,4,4,783
121021403,14,0,0,0,15,371,65,0,4,443
121021404,8,0,0,0,13,240,44,0,9,294
121021406,14,3,0,0,15,374,70,0,4,449
121021577,21,7,0,0,25,325,124,3,0,456
121021578,18,6,0,0,24,191,43,0,4,238
121021579,10,0,0,0,10,133,28,0,3,163
121031407,19,0,0,0,21,438,78,3,0,525
121031408,24,3,0,0,25,504,78,3,3,592
121031409,12,3,0,0,15,355,80,0,3,437
121031410,21,3,0,0,28,466,74,3,3,551
121031411,16,0,0,0,16,392,75,0,7,474
121031412,13,0,0,0,14,362,113,3,8,481
121041413,25,0,0,0,30,444,59,3,0,513
121041414,37,10,0,0,47,560,143,5,3,713
121041415,41,7,0,0,43,839,185,8,8,1032
121041416,29,7,0,0,30,493,106,9,8,609
121041417,38,3,3,0,49,680,203,30,6,923
122011418,14,3,0,0,22,528,111,0,8,647
122011419,44,8,3,0,51,727,162,4,10,900
122021420,30,3,0,0,34,534,99,0,4,643
122021421,18,0,0,0,19,301,50,0,0,351
122021422,36,0,0,0,36,459,76,0,4,547
122021423,51,5,0,0,50,858,248,9,13,1130
122031424,8,3,0,0,10,274,47,0,4,321
122031425,13,0,0,0,12,193,41,0,10,242
122031426,28,4,0,0,38,570,137,5,5,722
122031427,20,0,0,0,20,286,65,3,0,354
122031428,43,3,0,0,46,613,134,9,3,759
122031429,40,7,0,0,51,868,225,12,8,1109
122031430,26,4,0,0,22,388,72,0,3,459
122031431,29,6,0,0,30,571,108,3,0,684
122031432,7,0,0,0,7,143,42,3,3,188
123011433,18,0,0,0,15,281,113,0,4,402
123011434,19,9,0,0,22,339,117,0,3,457
123011435,29,7,0,0,36,455,112,3,6,570
123021436,11,0,0,0,12,140,37,0,0,175
123021437,30,6,0,3,42,458,204,19,7,688
123021438,6,0,0,0,6,195,43,0,0,237
123021439,0,0,0,0,0,0,0,0,0,0
123021440,16,3,0,0,20,329,106,0,0,439
123021441,11,0,0,0,11,167,32,3,3,206
123021442,11,0,0,0,11,197,33,0,4,225
123021443,12,5,0,0,13,297,70,0,3,379
123021444,9,0,0,0,12,165,34,0,3,200
123031445,3,0,0,0,3,99,34,0,0,134
123031446,10,4,0,0,8,158,41,0,5,203
123031447,16,3,0,0,14,329,103,0,5,441
123031448,16,0,0,0,16,192,55,0,13,257
124011449,16,3,0,0,23,233,54,0,3,297
124011450,10,3,0,0,18,374,94,10,4,472
124011451,0,0,0,0,0,3,0,0,0,3
124011452,26,4,0,0,33,589,162,7,9,765
124011453,10,0,0,0,11,283,57,0,3,343
124011454,11,3,0,0,16,431,128,0,0,566
124011455,3,0,0,0,3,171,36,0,3,214
124021456,0,0,0,0,0,0,0,0,0,0
124031457,15,0,0,0,16,155,29,0,3,188
124031458,10,4,0,4,23,322,77,3,5,405
124031459,21,0,0,0,19,233,52,0,0,293
124031460,15,0,0,0,15,215,43,0,0,261
124031461,11,3,0,0,14,291,102,0,3,394
124031462,15,4,0,0,19,270,77,0,3,353
124031463,5,3,0,0,9,168,72,6,3,251
124031464,30,4,0,0,35,502,230,11,14,754
124031465,0,0,0,0,0,78,32,0,0,107
124041466,17,6,0,0,25,320,152,3,9,483
124041467,17,4,0,0,19,345,135,0,0,479
124041468,17,0,0,0,16,182,52,0,0,237
124051469,12,3,0,0,16,131,21,0,0,155
124051470,5,0,0,0,5,206,42,0,3,248
124051580,9,0,0,0,15,104,28,3,4,142
124051581,35,5,0,0,41,321,124,3,9,456
125011473,34,0,0,0,37,453,107,9,10,580
125011475,0,0,0,0,0,0,0,0,0,3
125011582,21,0,0,0,22,294,74,0,3,379
125011583,12,0,0,0,13,184,41,0,4,231
125011584,14,3,0,0,17,135,23,3,0,160
125011585,4,0,0,0,4,96,19,0,0,114
125011586,29,6,0,0,35,422,119,4,6,554
125011587,0,0,0,0,4,124,32,0,3,162
125021476,21,3,0,0,24,421,90,0,3,524
125021477,33,5,0,0,38,440,114,4,9,565
125021478,22,0,0,0,22,245,59,0,4,305
125031479,20,3,0,0,25,298,84,0,3,387
125031480,17,4,0,0,21,188,74,0,3,267
125031481,18,5,0,0,21,356,96,0,0,460
125031482,21,3,0,0,23,378,74,3,0,451
125031483,12,7,0,5,26,304,82,5,7,399
125031484,15,3,0,0,17,246,50,0,3,300
125031485,23,3,0,0,32,410,107,3,7,528
125031486,14,9,0,0,21,130,65,5,0,203
125031487,5,0,0,0,7,40,15,0,0,56
125041489,28,6,0,0,30,372,84,7,3,463
125041490,4,0,0,0,8,170,45,0,0,212
125041491,30,5,0,0,36,315,81,3,4,408
125041492,70,16,0,5,84,777,316,26,7,1127
125041493,9,0,0,0,16,252,50,3,3,304
125041494,4,3,0,0,6,155,43,3,0,199
125041588,14,3,0,0,21,221,56,0,3,287
125041589,9,0,0,0,6,208,51,0,3,261
126011495,25,3,0,0,33,418,95,4,4,521
126011496,19,3,0,0,18,405,109,0,0,516
126021497,9,4,0,0,18,467,162,8,10,647
126021498,11,8,0,0,20,363,91,0,5,463
126021499,12,0,0,0,11,203,48,6,0,254
126021500,59,4,3,3,67,586,88,16,3,688
126021501,19,0,0,0,21,306,52,6,0,359
126021503,12,4,0,0,17,317,104,3,5,426
126021590,5,0,0,0,5,72,23,0,0,94
126021591,20,3,0,0,24,459,80,4,3,545
127011504,4,0,0,0,4,94,23,3,3,123
127011505,24,3,0,0,24,308,65,0,3,383
127011506,14,3,0,0,16,350,93,3,6,446
127011592,0,0,0,0,0,0,0,0,0,3
127011593,0,0,0,0,0,66,19,0,0,87
127011594,3,0,0,0,3,131,28,0,3,162
127011595,3,0,0,0,3,112,15,0,4,136
127011596,10,3,0,0,9,110,20,0,0,133
127011597,7,0,0,0,13,159,28,0,0,184
127021509,6,0,0,0,12,151,57,0,0,212
127021510,17,0,0,0,17,205,31,3,4,248
127021511,10,8,0,0,22,302,252,0,11,564
127021512,9,3,0,0,9,153,44,0,3,199
127021513,9,3,0,0,10,190,80,0,6,275
127021514,3,0,0,0,3,101,26,0,0,125
127021515,17,4,0,0,21,317,167,8,9,500
127021516,7,0,0,0,9,183,37,0,4,225
127021517,3,0,0,0,3,116,26,0,0,144
127021518,4,0,0,0,4,142,47,3,4,196
127021519,24,3,0,0,28,248,77,0,0,322
127021520,3,0,0,0,3,96,20,0,3,123
127021521,34,14,0,4,53,280,132,3,3,421
127031522,8,0,0,0,8,187,34,3,3,230
127031523,36,10,0,0,45,419,104,0,10,530
127031524,12,0,0,0,16,227,44,4,3,278
127031598,35,5,0,0,40,477,222,4,9,717
127031599,4,0,0,0,9,111,12,0,0,130
127031600,17,4,0,0,24,338,93,8,0,446
127031601,7,0,0,0,7,89,33,0,0,127
128011529,15,0,0,0,14,310,84,0,3,398
128011530,11,5,0,0,19,414,180,9,10,610
128011531,20,4,5,0,24,320,91,5,8,420
128011602,34,5,0,0,38,409,203,0,9,622
128011603,6,0,0,0,11,136,24,0,0,155
128011604,23,3,0,3,29,509,138,3,10,666
128011605,3,0,0,0,3,38,8,0,0,55
