SA2_MAINCODE_2016,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
101041017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,18,38,11,4,119,110,78,72,97,117,26,4,510,22,9,4,5,12,3,0,57,643,663,821,994,886,179,26,4206
101041018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,34,39,17,3,122,16,9,15,36,27,17,0,124,7,0,0,0,0,0,0,6,114,131,210,299,303,80,11,1149
101041019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,18,32,38,53,27,11,187,96,100,108,145,169,39,3,656,14,3,10,0,13,6,3,48,623,729,930,1383,1162,239,36,5098
101041020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,4,3,20,50,81,120,93,30,393,19,14,15,18,30,16,3,120,3,4,4,7,0,4,0,24,117,153,210,311,391,165,40,1390
101041021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,15,19,11,3,65,19,11,9,6,11,5,0,60,0,3,0,0,0,0,3,15,97,93,160,198,120,19,4,693
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
101041023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,14,4,41,20,18,24,37,40,11,0,158,3,6,3,3,3,3,0,21,127,177,251,321,341,87,18,1327
101041024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,20,36,46,26,3,136,17,3,10,22,23,7,0,88,0,0,0,0,3,0,0,12,77,80,129,182,181,81,8,733
101041025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,49,56,77,44,10,252,109,73,60,81,112,36,0,480,10,9,8,15,11,10,0,67,528,463,627,894,828,223,26,3585
101041026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,44,54,28,5,168,52,49,49,86,102,25,0,370,8,9,6,6,7,0,3,38,419,436,603,848,838,152,23,3318
101041027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,53,81,50,5,236,54,34,56,53,110,29,0,338,7,6,8,9,10,8,5,45,241,312,409,580,707,195,26,2475
101051539,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,8,11,35,62,76,68,39,12,305,215,220,163,177,161,55,11,1010,14,23,12,26,12,7,3,101,1560,2045,1938,2177,1604,366,55,9744
101051540,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,13,36,54,94,150,138,45,529,51,44,38,56,39,18,5,257,5,7,0,3,3,0,0,20,291,444,461,589,534,279,83,2679
101061541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,33,24,33,16,9,126,32,41,36,36,37,9,3,202,3,6,3,8,5,0,0,24,271,382,384,424,355,89,23,1922
101061542,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,8,3,35,61,93,110,104,43,444,22,26,26,29,15,19,4,145,3,3,5,7,6,0,0,26,190,258,339,411,357,232,59,1856
101061543,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,13,40,51,42,33,11,188,52,65,78,51,50,20,0,322,10,7,9,8,5,0,0,39,515,620,772,779,564,171,22,3432
101061544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,23,77,71,69,24,290,24,28,18,31,38,13,3,149,3,3,6,3,3,3,0,22,188,261,302,397,329,164,48,1693
102011028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,87,86,47,19,4,270,46,20,19,20,19,6,3,126,5,0,0,3,0,0,0,10,199,171,235,254,173,46,10,1094
102011029,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,7,29,68,99,102,43,5,353,40,25,16,27,30,13,4,153,0,4,4,4,3,0,0,11,198,200,244,316,269,101,15,1339
102011030,4,0,3,0,3,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,12,16,28,65,88,74,51,15,342,65,59,43,74,64,21,3,320,17,9,12,8,6,4,0,58,684,1021,1093,1346,853,227,43,5266
102011031,3,3,0,7,3,0,0,14,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,3,0,7,3,0,0,19,11,36,103,120,93,49,9,414,428,200,177,166,159,56,7,1201,26,16,15,11,12,3,7,86,2253,1648,1773,1958,1460,283,34,9410
102011032,7,5,5,3,6,0,0,24,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,10,6,5,6,10,0,0,31,12,69,103,96,68,38,15,403,327,501,403,382,380,96,10,2100,30,24,36,42,24,10,8,177,2287,3709,4079,4411,3393,674,59,18623
102011033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,35,28,20,6,0,110,20,20,23,23,34,6,0,131,0,3,4,6,3,0,3,20,164,238,303,337,232,46,10,1321
102011034,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,38,30,25,8,0,113,92,42,41,40,49,17,0,280,3,3,0,3,6,3,3,25,400,313,394,524,448,97,16,2186
102011035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,26,23,26,13,0,105,15,12,8,5,13,9,0,61,0,0,0,0,0,0,0,3,78,121,139,146,143,33,3,658
102011036,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,16,39,51,36,12,0,152,75,40,42,34,44,0,0,231,4,4,3,3,3,0,3,25,415,437,559,652,530,69,7,2663
102011037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,37,24,24,7,134,13,13,22,30,32,9,0,123,0,0,3,4,3,3,0,13,66,107,174,243,188,65,9,849
102011038,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,18,38,42,43,12,4,162,21,7,12,5,15,11,0,79,0,0,0,3,0,0,0,4,97,109,149,178,125,45,4,698
102011039,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,17,35,110,94,81,51,7,397,109,66,49,40,37,23,0,323,10,3,3,4,0,4,3,21,584,523,550,581,448,144,16,2838
102011040,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,7,46,109,89,102,57,9,416,134,79,66,93,79,25,5,484,8,10,8,14,12,0,4,56,626,583,732,820,669,199,25,3644
102011041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,80,84,53,24,0,273,33,29,28,23,22,4,0,144,0,0,0,7,7,0,0,10,212,278,353,362,247,57,3,1511
102011042,3,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,12,0,18,45,42,42,24,4,181,147,76,86,93,101,30,6,544,13,9,5,4,5,5,3,48,712,632,696,878,753,168,26,3858
102011043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,36,27,21,22,0,136,89,51,42,36,50,14,3,290,11,3,3,4,3,4,0,26,522,416,409,538,473,141,7,2516
102021044,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,11,31,83,65,87,22,11,312,165,72,69,87,120,29,4,552,13,10,5,11,6,0,3,53,832,626,703,847,813,168,28,4019
102021045,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,24,29,21,6,0,95,18,21,28,11,14,3,0,90,5,3,0,0,4,0,0,12,156,192,196,204,124,27,0,898
102021046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,34,23,10,0,101,31,23,18,20,17,5,0,116,5,0,3,3,4,0,0,15,188,171,180,205,179,34,6,961
102021047,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,3,0,0,0,13,6,34,80,86,51,26,3,289,77,66,76,88,83,3,3,399,11,8,7,6,3,7,3,45,693,869,1127,1272,837,146,16,4953
102021048,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,6,34,46,64,56,20,3,230,211,108,99,81,80,17,3,605,18,13,4,4,7,3,0,50,1110,797,715,798,611,110,16,4157
102021049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,28,39,43,16,3,151,43,12,16,11,15,6,0,97,3,0,6,0,0,0,0,14,182,108,139,174,141,39,5,790
102021050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,22,43,41,24,3,142,28,46,35,29,39,10,0,189,4,3,0,3,0,0,0,17,240,349,337,403,363,87,5,1793
102021051,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,24,34,19,15,3,117,16,28,29,31,37,8,0,153,3,0,3,3,0,0,0,12,213,365,411,522,395,97,6,2007
102021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,26,11,8,0,87,7,9,0,12,9,0,0,35,0,0,0,0,0,0,0,3,66,83,87,133,69,19,3,454
102021053,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,4,22,73,50,67,40,3,263,112,65,50,53,58,20,8,368,11,6,7,8,6,0,0,38,635,576,665,640,520,150,27,3209
102021054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,22,26,32,28,6,0,116,58,61,31,50,48,8,0,258,3,8,3,3,16,0,0,33,323,418,428,499,391,74,12,2157
102021055,4,4,0,0,3,0,0,15,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,11,3,3,0,3,0,0,15,6,20,55,45,32,7,0,163,336,201,154,157,112,33,0,999,21,24,16,22,14,8,3,107,1959,2021,1889,1896,1199,239,11,9214
102021056,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,6,37,77,62,47,24,3,256,138,146,182,149,137,28,0,780,9,7,11,8,12,3,3,51,826,1164,1468,1557,1122,217,17,6375
102021057,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,13,3,13,27,30,27,16,3,113,101,102,91,100,90,31,0,518,16,9,6,9,13,8,0,61,673,941,1161,1276,888,180,14,5129
103011058,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,4,3,0,0,0,0,0,14,23,49,92,73,91,54,21,398,406,259,200,210,216,59,15,1363,40,29,33,35,20,8,5,157,2302,2538,2541,2690,2090,466,76,12705
103011059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,33,35,25,11,3,138,89,76,50,46,61,21,0,336,8,4,5,0,6,3,4,29,546,725,711,830,587,127,20,3550
103011060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,16,32,71,91,97,26,336,25,18,23,16,17,10,7,112,0,0,3,0,3,3,0,9,121,160,173,259,258,202,52,1223
103011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,30,42,55,14,168,31,24,38,26,50,23,0,201,3,9,0,6,4,4,0,36,257,339,397,448,410,208,28,2091
103021062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,15,29,46,61,79,55,27,304,39,45,34,38,42,11,3,217,5,10,5,3,7,0,4,33,298,462,441,523,507,214,75,2530
103021063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,38,33,42,29,13,171,87,72,46,100,60,18,4,387,12,4,3,11,10,5,3,55,628,598,710,872,705,196,31,3738
103021064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,25,55,67,87,74,36,350,21,23,16,22,23,10,3,117,9,3,0,4,0,0,3,27,171,211,261,365,335,164,61,1570
103021065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,8,33,56,86,113,61,34,383,71,73,48,58,60,24,9,333,11,5,13,12,3,11,10,63,561,729,736,888,742,241,87,3992
103021066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,35,56,91,60,19,288,16,16,17,16,12,15,0,95,4,8,3,5,0,3,0,19,102,139,232,271,297,138,40,1229
103021067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,26,32,41,33,18,6,167,103,75,50,71,86,23,0,415,15,7,7,12,9,5,3,53,695,759,784,920,719,166,22,4071
103021068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,32,56,81,57,18,269,6,26,28,27,28,8,10,127,0,6,0,5,5,0,0,20,132,244,271,318,281,123,51,1422
103021069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,17,32,66,84,88,64,31,381,51,45,34,39,60,20,6,254,10,8,5,9,11,6,4,54,321,435,518,528,534,179,72,2578
103031070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,25,21,22,35,11,4,123,122,126,104,113,105,34,0,605,20,5,5,8,8,0,3,59,779,919,965,1156,950,210,24,5007
103031071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,22,65,67,40,16,223,28,44,52,62,59,20,4,269,11,5,7,3,5,0,0,33,261,441,486,595,512,119,36,2455
103031072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,53,40,39,32,7,194,119,136,94,96,99,28,0,580,16,9,17,12,12,11,3,77,833,981,1064,1248,878,207,36,5242
103031073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,20,32,37,14,123,13,11,13,21,25,5,0,91,4,3,4,0,0,0,0,18,73,112,139,228,202,84,29,868
103031074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,4,3,0,5,10,30,70,88,115,125,43,474,38,94,98,103,65,31,8,420,10,8,11,12,9,8,3,56,306,739,818,914,659,289,90,3815
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,57,87,69,28,300,54,80,76,64,39,20,3,340,3,5,10,4,4,8,0,29,320,566,639,663,491,183,67,2917
103041077,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,3,4,0,0,0,14,6,47,75,67,63,28,3,286,327,392,293,227,237,71,6,1559,27,22,17,41,12,18,14,158,2296,3186,3290,3326,2478,542,70,15190
103041078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,40,82,72,68,28,0,293,62,58,36,43,49,22,4,278,7,7,3,4,3,3,0,29,547,729,739,686,504,140,15,3355
103041079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,12,32,98,110,130,151,61,599,41,91,70,63,70,33,9,373,8,10,12,4,3,5,4,42,317,645,741,783,668,373,102,3630
104011080,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,6,9,19,40,57,74,27,13,246,210,164,154,189,265,50,4,1052,27,14,8,9,20,8,7,102,1306,1460,1946,2312,1974,359,69,9416
104011081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,57,91,144,84,34,441,18,22,23,33,48,19,7,168,3,4,3,4,12,7,5,41,155,240,311,472,517,208,65,1975
104011082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,61,87,104,47,16,329,131,71,78,111,130,36,3,567,14,3,7,15,10,8,3,62,669,625,922,1194,1119,267,46,4845
104021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,56,61,63,33,14,251,30,28,42,43,44,12,0,198,5,0,7,7,12,0,0,23,156,221,349,434,429,97,26,1717
104021084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,69,65,79,35,8,302,215,137,122,98,119,26,3,729,27,14,5,16,11,4,0,73,1190,1156,1261,1338,1141,234,22,6340
104021085,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,3,0,3,3,3,0,0,12,3,22,62,51,68,32,10,251,218,252,230,261,290,67,4,1329,26,27,24,35,5,10,10,131,1658,2258,2730,3326,2625,496,46,13139
104021086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,23,36,41,13,3,135,4,5,7,10,12,3,0,41,3,0,3,3,3,0,0,13,56,81,106,146,141,39,8,568
104021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,37,60,51,19,191,9,11,16,22,24,13,0,100,4,0,3,5,3,0,4,18,90,99,134,248,239,109,28,952
104021088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,70,60,68,32,0,270,26,24,29,12,19,3,0,113,4,0,0,0,0,0,0,7,159,209,263,259,237,74,3,1204
