SA2_MAINCODE_2016,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000mo_A_15_19,Tot_3000mo_A_20_24,Tot_3000mo_A_25_34,Tot_3000mo_A_35_44,Tot_3000mo_A_45_54,Tot_3000mo_A_55_64,Tot_3000mo_A_65_74,Tot_3000mo_A_75ov,Tot_3000mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
107041148,26,6,0,105,0,0,19,33,40,22,3,0,127,0,0,6,28,34,14,6,0,93,7,9,10,7,6,4,3,0,44,225,250,406,525,473,385,86,5,2358
107041150,48,3,0,177,0,0,25,58,60,39,6,0,192,0,0,10,15,22,19,6,0,76,9,3,3,17,9,12,0,0,52,310,369,622,712,793,620,111,21,3560
107041548,239,42,0,1203,0,7,230,567,519,325,56,3,1707,0,3,61,218,231,159,40,3,712,24,39,66,63,70,42,17,4,327,1199,2677,4950,4953,4657,3083,627,74,22216
107041549,77,16,0,386,0,0,81,149,149,95,12,0,489,0,0,22,98,107,63,21,3,311,7,11,8,25,19,20,4,0,101,184,540,1319,1447,1497,1064,234,22,6301
108011151,17,3,0,63,0,0,15,37,32,14,3,4,99,0,0,0,10,9,5,3,3,34,0,0,0,7,5,4,5,0,24,64,67,159,245,358,290,102,29,1314
108011152,51,8,0,152,0,0,11,43,44,37,5,0,145,0,3,3,7,13,20,5,0,58,6,10,5,22,14,22,0,4,84,370,293,638,807,997,911,229,26,4263
108011153,4,3,0,37,0,0,8,6,10,11,0,0,36,0,0,5,3,4,6,0,0,12,0,0,0,7,3,7,3,0,20,66,67,134,196,271,250,89,15,1084
108011154,22,4,0,79,0,0,4,22,21,28,9,4,90,0,0,3,14,14,20,3,0,51,14,6,4,7,13,5,3,0,44,114,163,330,433,578,570,122,16,2325
108021155,82,8,0,316,0,0,27,77,101,65,8,0,282,0,4,13,20,18,24,6,0,81,4,12,21,18,31,23,12,0,123,434,473,1029,1266,1603,1390,302,36,6531
108021156,10,0,0,83,0,0,15,22,24,16,3,0,74,0,0,4,15,15,10,11,0,55,3,3,9,4,8,0,4,0,36,66,96,254,333,400,386,165,46,1769
108021157,23,0,0,105,0,3,14,29,24,17,0,0,94,0,0,5,13,18,9,3,0,57,9,3,5,10,5,8,3,0,38,135,201,381,475,559,525,126,14,2411
108021158,15,3,0,55,0,0,6,17,11,12,0,0,53,0,0,3,3,9,13,3,0,32,4,4,7,4,8,10,3,0,38,128,125,273,327,407,437,79,13,1796
108021159,5,0,0,40,0,0,10,22,17,16,5,0,60,0,0,0,17,14,10,3,0,36,0,0,3,3,0,13,5,0,19,45,77,153,218,277,269,122,43,1197
108021160,7,0,0,20,0,0,0,8,5,3,3,0,23,0,0,0,3,5,3,0,0,18,5,0,0,3,3,8,0,0,23,91,73,143,175,245,244,64,8,1047
108031161,0,0,0,6,0,0,0,5,0,3,3,0,10,0,0,0,0,0,4,0,0,7,0,0,0,0,3,0,0,0,6,6,14,41,56,45,41,15,7,214
108041162,30,4,0,127,0,0,9,30,31,26,5,0,93,0,0,3,13,13,12,0,0,43,12,3,7,16,17,13,6,5,73,198,191,408,550,811,716,180,22,3072
108041163,75,14,0,402,0,0,57,149,164,87,13,7,481,0,0,18,71,83,57,15,0,251,12,13,25,25,29,26,3,0,132,644,619,1458,1853,2155,1561,372,41,8705
108041164,115,3,0,596,0,3,99,199,219,140,18,0,682,0,0,15,84,114,66,23,0,303,10,15,34,41,46,25,9,3,190,716,786,1934,2414,2840,2196,427,53,11370
108041165,11,0,0,43,0,0,11,19,15,21,0,0,73,0,3,7,9,5,8,0,0,38,3,0,0,0,7,12,0,0,22,42,58,188,195,274,285,118,42,1204
108041166,23,3,0,112,0,0,18,34,34,32,9,0,127,0,0,7,13,12,14,3,0,49,9,3,0,21,14,17,3,3,63,198,242,475,627,771,665,170,30,3187
108051167,11,5,0,48,0,0,3,24,19,13,11,0,67,0,0,4,6,13,8,0,0,38,3,0,0,12,11,5,0,5,43,92,112,210,294,429,389,186,38,1742
108051168,11,0,0,38,0,0,4,6,8,13,6,0,39,0,0,0,9,5,7,6,0,23,8,0,0,7,6,3,0,0,26,101,85,176,250,316,321,102,28,1390
108051169,139,13,0,461,0,3,45,90,120,108,10,0,387,0,0,8,42,51,55,18,3,185,18,18,15,30,51,30,12,3,179,684,807,1705,1986,2621,2281,436,49,10579
108051170,9,0,0,39,0,0,13,15,14,6,7,0,57,0,0,3,7,8,10,0,0,35,5,0,3,8,6,8,0,3,41,86,89,186,243,391,387,201,43,1630
108051171,18,3,0,48,0,0,4,5,8,18,4,0,39,0,0,0,3,10,3,0,0,18,4,3,0,3,10,12,0,0,32,79,117,227,261,393,322,77,9,1480
109011172,50,3,0,320,0,0,68,111,124,80,9,3,391,0,0,9,30,48,28,9,3,126,5,3,11,16,29,13,0,0,82,267,484,1274,1295,1302,975,226,25,5846
109011173,17,3,0,93,0,0,6,25,37,19,3,0,87,0,0,0,11,11,11,6,0,31,0,0,3,3,10,5,4,0,24,91,162,346,382,449,355,89,10,1888
109011174,113,20,0,544,0,3,77,207,225,147,23,0,681,0,3,18,69,102,83,28,0,307,26,30,36,40,45,37,16,3,226,967,1345,2534,2483,2699,2067,456,37,12592
109011175,52,6,7,198,0,0,17,42,79,58,9,3,203,0,0,7,14,37,33,10,0,107,3,3,12,11,12,20,13,6,76,195,205,542,636,902,817,298,92,3703
109011176,34,7,0,143,0,3,26,30,46,31,8,3,134,0,0,6,7,21,24,0,0,65,7,14,11,9,25,13,9,0,90,377,400,804,742,866,687,137,26,4035
109021177,12,0,0,40,0,0,3,16,21,17,7,5,69,0,0,3,5,10,12,5,0,34,5,3,3,3,4,3,3,3,31,81,117,201,202,331,267,93,23,1312
109021178,21,4,0,105,0,0,3,28,30,23,8,0,95,0,0,3,11,3,8,12,0,40,4,0,7,0,8,10,6,0,38,80,155,323,411,506,500,142,25,2136
109021179,19,0,0,94,0,3,22,39,29,15,3,0,113,0,0,3,7,16,16,3,0,51,4,0,10,8,10,12,3,7,48,58,122,266,339,396,379,88,28,1675
109031180,25,3,0,75,0,0,10,26,26,23,7,0,99,0,0,0,7,19,9,5,0,41,7,6,3,11,8,16,3,4,59,165,198,346,412,532,487,131,18,2295
109031181,21,0,0,100,0,0,11,38,42,17,3,0,119,0,0,3,11,16,21,7,3,54,7,3,7,12,11,15,9,5,68,115,197,468,499,599,518,163,40,2596
109031182,26,3,0,133,0,0,18,57,52,50,9,0,173,0,0,3,15,20,18,3,0,67,6,0,10,15,13,15,3,0,66,191,264,529,639,697,667,177,26,3197
109031183,27,8,4,93,0,0,6,12,29,24,6,0,88,0,0,3,4,11,14,7,0,47,3,3,9,4,9,22,13,9,70,123,193,359,417,637,695,247,77,2760
109031184,3,8,0,55,0,0,10,18,18,6,0,0,59,0,0,0,11,13,4,3,0,27,3,0,4,3,5,4,6,3,30,129,160,344,332,403,318,91,19,1796
109031185,24,3,0,104,0,0,13,30,30,36,7,0,117,0,0,3,14,10,15,9,6,59,4,6,8,5,13,14,6,4,68,170,206,497,555,684,791,274,67,3248
110011186,119,21,0,577,0,5,57,195,291,217,35,0,799,0,0,14,68,95,99,24,0,299,21,32,28,31,34,25,7,3,180,797,1185,2017,2023,2452,1969,459,64,10961
110011187,8,3,4,36,0,0,7,15,23,14,6,0,72,0,0,3,8,8,5,7,0,34,8,4,4,3,9,13,14,3,57,87,144,350,338,389,301,188,67,1865
110011188,12,3,4,41,0,0,6,13,15,13,3,0,47,0,0,3,3,15,4,3,0,20,0,0,0,3,11,6,3,4,24,46,65,183,214,283,257,116,42,1204
110011189,20,12,0,67,0,3,3,19,11,18,8,0,56,0,0,0,4,9,15,6,0,33,0,0,4,9,3,12,6,5,41,57,92,170,239,329,308,190,43,1420
110021190,23,10,3,95,0,3,21,33,35,25,10,0,132,0,0,3,5,13,16,10,4,51,0,5,3,10,14,15,13,8,62,182,216,416,557,677,656,275,78,3062
110021191,52,8,7,205,0,3,14,48,63,29,6,0,156,0,0,6,12,22,34,5,0,86,6,10,6,10,25,27,6,7,105,377,478,958,1032,1240,947,246,65,5347
110021192,10,5,3,31,0,0,4,12,16,13,0,0,49,0,0,0,0,4,4,5,0,23,0,0,0,0,6,5,3,5,16,34,54,113,190,212,269,123,50,1042
110021193,18,8,0,64,0,0,7,17,21,8,4,0,54,0,0,3,5,11,15,8,0,36,0,0,0,3,7,13,12,11,45,70,92,230,300,440,348,201,58,1741
110021194,16,7,3,70,0,0,9,19,12,24,7,0,80,0,0,3,10,3,13,9,0,34,3,0,3,6,10,13,13,3,60,101,112,251,379,449,571,221,59,2148
110031195,38,9,0,176,0,0,40,67,53,28,16,0,202,0,0,9,34,35,34,5,3,113,10,12,16,18,18,23,12,0,112,198,328,764,772,799,651,180,25,3723
110031196,20,9,0,100,0,3,13,31,35,20,9,4,115,0,0,4,16,39,34,5,6,116,3,6,10,4,12,11,9,7,62,61,161,387,388,513,444,191,69,2210
110031197,29,12,0,151,0,0,31,39,38,24,3,0,135,0,0,7,22,20,19,5,0,76,11,0,10,11,16,11,4,0,58,235,226,611,605,679,582,142,13,3097
110031198,18,6,0,96,0,0,42,48,48,31,5,4,180,0,0,36,47,39,31,4,0,148,0,6,5,0,15,17,9,0,58,61,121,380,406,424,392,168,49,1998
110041199,34,3,0,187,0,3,52,77,61,52,3,0,248,0,0,16,35,28,25,9,3,119,9,3,16,9,19,11,9,0,84,294,347,775,767,787,709,149,16,3843
110041200,31,8,0,200,0,11,130,99,88,35,4,0,368,0,0,21,38,27,25,10,3,126,0,3,3,6,12,11,5,3,44,61,156,482,476,476,395,141,57,2230
110041201,21,3,0,124,0,0,20,43,60,22,7,3,155,0,0,5,22,27,26,8,5,91,3,3,8,17,8,15,6,0,61,99,144,434,500,642,577,213,61,2659
110041202,73,7,0,302,0,0,34,87,104,81,4,0,310,0,0,11,28,25,15,5,0,82,10,6,18,22,21,21,3,3,104,464,534,1288,1179,1283,1023,231,34,6029
110041203,104,11,0,493,0,3,94,194,199,115,17,3,625,0,6,28,52,93,56,16,0,255,24,7,41,17,33,27,5,8,167,732,833,2048,2001,2182,1664,409,48,9921
110041204,43,6,0,218,0,0,56,76,80,57,7,3,276,3,0,11,19,37,25,3,0,97,8,5,15,21,11,21,4,3,92,272,535,1235,1135,1208,901,196,27,5506
110041205,27,3,0,107,0,0,15,26,38,27,9,9,120,0,0,4,18,10,16,12,0,67,4,3,13,10,15,22,14,4,88,150,194,520,643,822,807,371,115,3616
111011206,56,3,3,313,0,0,41,89,97,51,15,0,289,0,0,4,34,39,33,3,3,127,13,6,9,14,17,10,0,0,80,511,629,1000,1154,1332,941,165,26,5756
111011207,4,3,0,26,0,0,0,3,0,8,0,0,16,0,0,0,3,0,4,3,0,9,0,0,0,3,4,0,0,0,8,32,56,76,91,139,106,36,3,532
111011208,70,12,0,504,0,0,91,214,172,112,7,0,597,0,3,25,97,97,70,11,0,307,23,24,42,31,34,21,7,0,186,1046,1671,2816,2406,2295,1506,248,40,12030
111011209,89,6,0,443,0,4,81,158,174,95,20,4,530,0,5,23,72,74,39,15,8,224,17,14,31,22,36,21,3,0,149,850,1201,2209,2057,2184,1552,335,36,10431
111011210,11,4,0,42,0,0,8,7,9,9,0,0,30,0,0,3,8,7,8,0,0,21,3,4,5,4,3,4,0,0,29,155,186,286,277,326,229,41,5,1504
111011211,3,0,0,35,0,0,11,12,12,7,0,0,45,0,0,4,6,13,6,3,0,25,0,0,5,0,3,0,0,0,11,51,86,188,185,211,144,32,4,902
111011212,11,0,0,62,0,0,6,16,16,13,0,0,54,0,0,0,11,13,8,3,0,36,9,3,3,3,4,0,0,0,25,199,144,306,353,413,282,78,10,1790
111011213,14,4,0,45,0,0,9,17,26,15,3,0,69,0,0,0,12,19,8,3,0,43,0,4,0,0,3,5,0,0,12,52,84,169,261,272,216,78,4,1142
111011214,47,6,0,249,0,0,33,112,107,69,13,0,330,0,0,14,39,54,31,11,0,151,8,11,20,19,22,15,3,0,99,589,697,1225,1258,1313,910,201,19,6209
111021215,25,0,0,95,0,0,9,37,25,28,3,0,110,0,0,7,14,9,11,5,0,47,0,10,5,3,11,3,0,0,37,47,130,319,368,444,372,80,7,1768
111021216,7,5,0,25,0,0,10,3,14,4,3,0,36,0,0,0,0,6,0,3,0,9,3,3,0,0,3,3,0,0,14,52,67,140,170,185,149,64,6,837
111021217,28,0,0,108,0,3,21,40,46,19,4,0,131,0,0,5,15,12,5,0,0,43,3,9,4,14,4,12,4,0,46,139,278,574,567,592,429,70,5,2655
111021218,71,14,4,312,0,0,99,128,134,128,22,3,506,0,4,42,75,95,70,8,0,301,5,13,14,12,22,16,9,0,92,391,544,1070,1182,1373,1146,247,28,5995
111021219,38,6,0,163,0,0,23,36,50,55,10,0,173,0,0,13,32,41,32,10,3,125,7,4,9,11,13,9,3,0,59,320,400,772,822,870,729,194,29,4130
111021220,12,0,0,64,0,0,36,44,39,27,0,0,145,0,0,5,18,19,20,5,0,66,0,5,0,4,3,3,0,0,18,64,80,232,277,279,227,72,9,1248
111021221,18,3,0,64,0,0,8,18,14,12,3,0,54,0,0,0,8,10,16,0,0,35,0,0,5,3,4,3,3,0,15,26,78,184,201,213,217,42,0,954
111031222,32,0,0,179,0,0,39,81,70,57,5,0,254,0,3,11,19,32,24,3,0,92,23,10,16,13,21,4,3,3,92,824,1123,1422,1202,1205,813,142,28,6768
111031223,53,7,0,398,0,9,120,191,171,115,6,0,602,0,0,21,53,66,48,6,0,197,6,12,16,18,23,8,5,0,95,267,694,1563,1590,1572,947,122,12,6768
111031224,134,14,0,744,0,8,163,319,320,197,30,9,1037,0,0,42,158,170,121,21,8,518,9,28,35,36,33,25,3,3,169,618,1202,2594,2535,2724,1908,323,62,11961
111031225,115,16,5,659,0,3,187,241,227,137,19,3,815,0,0,39,161,150,113,27,0,500,4,15,38,34,26,27,3,0,149,259,824,2466,2363,2374,1754,305,36,10380
111031226,17,3,0,67,0,0,16,29,43,13,0,0,96,0,0,3,8,10,3,0,0,28,3,6,0,3,3,3,0,0,22,91,154,331,331,376,205,49,6,1543
111031227,83,13,0,498,0,6,112,243,208,108,9,3,695,0,3,24,79,114,61,5,3,295,3,12,23,19,17,16,4,0,99,393,751,1761,1813,1835,1253,191,27,8030
111031228,32,3,0,158,0,0,29,74,66,39,8,0,211,0,0,3,34,51,36,10,3,144,0,0,13,10,11,3,4,0,44,246,432,688,760,739,499,126,29,3520
111031229,208,22,0,1284,0,13,341,682,619,368,37,7,2066,0,4,85,335,303,217,40,4,980,5,23,49,39,50,25,12,0,203,767,2003,4727,4375,4102,2519,433,52,18971
111031230,108,6,0,433,0,15,155,280,322,177,11,0,958,0,0,24,116,149,67,8,0,364,0,0,14,6,11,11,0,0,49,38,167,749,1004,1208,808,89,11,4067
111031231,92,5,0,474,0,3,89,213,254,177,31,3,767,0,3,3,45,86,109,11,3,264,3,10,14,20,16,5,3,0,78,348,877,1623,1578,1626,1233,191,26,7503
111031232,26,3,0,67,0,0,3,14,29,29,0,0,76,0,0,0,10,3,11,10,0,32,0,0,3,7,6,4,0,0,18,49,135,259,290,429,437,83,8,1704
111031233,60,8,0,360,0,0,82,171,128,81,8,0,474,0,0,23,64,70,26,14,0,206,5,9,13,17,21,13,4,0,80,317,512,1173,1311,1268,901,180,20,5693
111031234,72,7,0,356,0,0,57,114,132,89,14,0,399,0,0,7,55,49,37,5,0,148,8,4,9,9,14,16,0,0,65,214,418,1062,1207,1307,966,157,22,5352
111031235,90,14,0,384,0,0,83,136,177,99,14,0,511,0,0,26,54,55,41,12,0,186,4,9,12,15,18,12,12,0,86,200,466,1334,1333,1374,996,234,26,5961
112011236,103,15,4,385,0,3,39,135,121,98,20,3,426,0,3,18,49,71,47,12,0,202,16,9,15,22,31,20,14,3,129,647,707,1367,1776,2096,1862,421,51,8928
112011237,59,15,3,193,0,3,18,47,49,59,21,4,190,0,0,6,17,37,22,15,5,104,3,3,16,11,8,12,7,0,64,218,268,603,855,1107,999,335,80,4470
112011238,14,3,0,66,0,0,9,29,28,20,5,0,106,0,0,4,17,20,14,8,0,62,3,0,4,8,12,6,3,3,32,99,98,308,453,555,425,104,26,2075
112011239,6,0,0,34,0,0,9,15,13,14,6,0,49,0,0,5,7,11,13,0,0,38,0,3,0,6,3,10,8,0,33,117,105,234,372,385,342,82,17,1659
112011240,44,9,0,202,0,0,25,77,75,47,17,0,241,0,3,17,52,43,40,15,4,166,15,12,26,30,29,18,3,0,141,285,459,1453,1443,1312,1064,231,23,6265
112011241,11,0,0,55,0,0,9,6,17,18,0,0,51,0,0,3,7,8,4,0,0,18,0,0,4,4,5,0,0,3,15,97,79,181,229,275,278,84,12,1238
112011242,22,6,0,80,0,3,9,21,30,13,6,0,79,0,0,0,23,16,7,8,0,65,0,0,5,11,9,8,0,0,31,119,90,223,374,355,260,80,12,1510
112011243,19,3,0,92,0,0,4,31,31,37,3,0,104,0,0,7,15,27,16,5,0,66,8,0,3,13,11,15,0,0,54,135,143,364,618,770,662,181,26,2904
112021244,43,0,0,168,0,3,21,38,44,25,10,0,137,0,0,8,14,14,22,5,0,63,8,4,14,15,13,13,6,0,74,332,396,743,908,1100,977,191,35,4686
112021245,9,0,0,25,0,0,3,5,7,10,5,0,44,0,0,3,3,4,7,3,0,22,0,0,3,0,7,14,3,0,27,62,77,156,242,322,367,160,61,1450
112021246,23,3,0,93,0,0,15,21,31,31,6,0,97,0,0,4,11,9,15,4,0,42,4,3,6,8,6,14,0,4,43,159,210,413,503,650,577,133,26,2673
112021247,19,4,0,67,0,0,5,12,25,26,4,3,82,0,0,3,13,20,6,4,0,50,7,3,7,7,13,5,4,0,36,132,119,317,362,563,564,157,46,2258
112021248,183,20,0,687,0,3,70,231,266,216,31,3,818,0,0,21,78,119,126,28,8,377,19,17,33,34,39,32,16,5,201,950,1079,2366,3016,3577,2953,636,64,14646
112021249,25,9,0,93,0,0,3,15,26,24,10,0,78,0,0,3,12,16,10,3,0,46,0,5,4,6,12,18,6,5,56,121,156,304,499,697,738,290,74,2875
112031250,44,6,3,184,0,0,26,55,59,34,8,0,177,0,0,14,37,43,23,3,0,122,6,7,11,11,11,12,6,3,64,353,390,703,894,857,740,150,36,4116
112031251,56,6,0,231,0,0,19,37,65,54,9,0,182,0,0,7,10,28,24,3,6,81,7,3,14,16,19,17,6,3,81,280,286,733,889,1274,1077,211,29,4776
112031252,18,12,0,57,0,0,5,16,21,15,9,3,67,0,0,0,0,8,12,9,0,27,3,3,7,5,26,8,0,3,51,79,75,196,335,430,430,166,41,1754
112031253,18,3,0,76,0,0,12,34,20,13,6,0,84,0,0,3,11,9,7,6,0,33,8,3,6,7,11,9,3,3,46,146,176,359,543,515,442,106,19,2306
112031254,69,13,0,302,0,4,57,83,103,78,10,3,343,0,0,22,48,54,34,8,3,171,8,12,20,25,32,27,3,0,126,303,472,1150,1330,1745,1620,372,49,7042
112031550,20,3,0,63,0,0,12,24,22,16,3,0,80,0,0,0,3,14,6,3,3,30,0,5,0,4,3,3,0,0,20,58,93,261,305,359,300,82,23,1478
112031551,4,0,0,22,0,0,0,9,15,8,0,0,34,0,0,0,4,5,4,4,0,15,0,4,3,8,0,0,0,0,13,24,29,50,98,119,99,27,10,452
112031552,40,6,0,228,0,0,55,95,85,49,4,0,293,0,0,11,36,42,21,3,0,120,5,9,16,11,11,10,0,4,73,296,504,1021,1120,1125,797,186,24,5076
113011256,68,13,0,359,0,6,72,117,140,91,9,3,438,0,4,13,39,69,58,9,3,199,17,15,41,35,46,31,5,0,192,737,812,1834,1637,1894,1407,346,46,8715
113011257,32,8,3,229,0,0,43,76,81,56,12,3,268,4,4,12,42,44,48,8,7,164,9,14,23,30,38,32,13,9,167,215,473,1266,1266,1337,1085,369,114,6132
113011258,42,3,0,209,0,0,32,49,71,36,6,0,189,0,0,4,15,26,20,0,0,64,9,7,13,10,17,16,0,0,74,234,365,780,810,1013,814,188,46,4246
113011259,21,3,0,86,0,0,9,17,20,22,5,3,83,0,0,3,9,13,15,9,0,48,0,3,3,9,14,15,7,0,42,94,162,321,387,497,463,160,38,2120
113021260,16,6,0,72,0,0,7,13,26,31,4,0,87,0,0,3,0,10,13,3,0,32,4,0,3,6,4,10,3,0,35,81,89,217,246,320,348,127,37,1463
113021261,34,8,0,175,0,0,25,54,78,43,3,0,214,0,7,6,11,23,17,3,0,69,6,4,9,9,13,14,5,4,57,182,228,555,640,774,623,131,24,3163
113021262,15,0,3,50,0,5,13,28,25,11,3,0,89,0,0,0,16,4,11,3,0,34,0,0,0,0,9,5,6,5,23,39,63,188,252,272,278,133,31,1255
113031263,32,6,0,120,0,0,19,38,38,33,3,0,129,0,0,4,16,18,25,10,3,73,0,4,5,10,14,17,5,4,57,122,205,403,531,648,576,168,50,2698
113031264,7,4,0,47,0,0,11,12,9,13,4,0,52,0,3,0,4,9,15,5,6,47,4,4,6,12,8,9,4,0,43,126,107,241,255,308,270,100,36,1446
113031265,15,3,3,69,0,0,22,30,39,29,10,0,122,0,0,6,4,8,14,4,0,35,3,3,5,5,3,12,0,0,30,87,137,403,324,391,341,114,28,1827
113031266,22,6,0,106,0,0,13,19,27,30,8,0,107,0,0,3,13,15,11,11,3,60,3,3,8,3,19,9,3,0,53,160,166,386,457,608,510,167,40,2485
113031267,48,7,0,275,0,0,41,97,62,40,11,0,259,0,0,10,36,43,24,6,6,122,8,9,27,12,12,16,13,5,108,458,734,1273,1195,1238,945,215,30,6084
113031268,41,3,0,199,0,0,22,77,73,58,9,0,235,0,0,3,10,26,19,4,0,57,3,3,3,19,13,5,0,0,47,70,276,637,750,579,428,63,11,2816
113031269,50,8,0,212,0,0,19,47,59,45,6,0,167,0,0,10,6,17,19,3,0,47,3,5,3,7,11,9,3,0,46,248,281,615,605,664,598,126,11,3151
113031270,124,16,7,805,0,7,181,318,288,189,22,0,1007,0,3,36,120,146,125,29,0,457,24,32,43,39,40,35,15,6,247,1327,2039,3517,3016,2998,2264,488,66,15718
113031271,48,16,9,240,0,0,28,70,91,54,14,3,266,0,0,10,21,27,36,23,3,121,7,8,13,25,13,19,9,8,94,214,496,846,797,957,801,376,126,4614
114011272,27,6,3,107,0,0,20,42,41,22,6,0,137,0,0,15,31,32,21,9,0,101,9,7,7,5,11,8,7,0,47,225,226,475,505,547,541,231,33,2787
114011273,0,0,0,12,0,0,3,3,5,6,0,0,22,0,0,0,0,4,0,0,0,11,0,0,0,0,0,4,0,0,12,46,38,47,65,110,70,26,3,410
114011274,4,0,0,17,0,0,3,10,6,9,3,0,33,0,0,5,3,7,0,0,3,20,0,0,3,3,3,6,0,0,21,59,68,135,147,195,167,39,8,819
114011275,4,0,0,7,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,13,14,20,13,0,84
114011276,12,0,0,60,0,0,3,23,19,19,6,0,72,0,0,8,13,12,9,0,3,37,9,5,9,3,6,4,0,0,34,196,182,306,344,371,335,73,11,1826
114011277,62,4,3,211,0,3,21,63,74,54,4,0,224,0,0,5,7,19,18,7,0,71,11,9,9,9,20,11,3,0,70,311,379,712,772,934,802,186,26,4122
114011278,175,18,0,936,0,3,128,315,332,198,24,5,997,4,0,39,103,128,98,18,3,393,24,19,27,40,70,46,8,4,244,855,1481,3110,3182,3607,2722,479,52,15482
114011279,14,0,0,47,0,0,4,5,11,13,0,0,39,0,0,3,3,0,7,3,0,21,0,4,0,8,11,6,0,0,32,107,115,230,277,354,360,79,12,1529
114011280,5,0,0,16,0,3,0,4,3,9,0,0,19,0,0,3,0,7,3,0,0,10,0,0,3,4,8,0,0,0,19,37,49,100,120,175,168,43,6,691
114011281,4,0,0,21,0,0,3,6,0,4,0,0,16,0,0,3,3,0,3,0,0,12,0,0,0,3,4,0,3,0,15,16,25,87,100,116,89,39,9,483
114011282,47,8,0,174,0,0,12,49,45,43,6,4,154,0,3,13,18,17,15,8,3,71,12,3,15,20,16,19,4,0,94,393,343,755,1006,1209,1096,260,41,5108
114011283,3,3,0,21,0,0,3,3,10,3,0,0,25,0,0,0,0,3,11,0,0,19,0,0,0,0,4,0,0,0,8,23,29,90,122,190,173,65,12,711
114021284,81,25,4,319,3,0,31,111,112,105,31,3,383,0,0,6,58,69,61,37,5,242,10,19,9,22,32,21,8,3,119,385,569,933,1139,1497,1216,442,83,6266
114021285,5,0,0,30,0,0,3,0,9,5,0,0,18,0,0,3,3,0,0,0,0,10,0,0,0,4,0,0,0,0,3,23,33,80,90,102,99,32,6,461
114021286,36,6,0,147,0,3,23,44,73,41,6,0,187,0,0,9,17,24,23,13,0,96,5,4,12,10,9,13,5,0,61,360,383,740,771,939,735,283,39,4257
114021287,63,15,0,265,0,0,39,76,125,80,16,5,343,0,0,3,19,40,33,10,3,108,3,3,15,15,22,13,8,0,76,294,338,774,805,1044,809,256,41,4361
114021288,8,3,0,29,0,0,3,10,21,11,9,0,58,0,0,0,7,3,7,3,8,30,0,0,4,7,8,6,0,0,32,60,59,140,153,205,182,92,37,932
114021289,15,10,3,62,0,0,5,11,11,13,9,8,55,0,0,0,8,17,20,14,3,54,4,0,7,10,7,4,6,3,42,202,111,201,265,343,305,171,47,1647
115011290,55,8,0,230,0,0,31,69,49,43,15,0,209,0,0,11,27,39,28,6,0,109,8,4,9,16,14,10,7,0,69,324,419,826,881,846,615,203,23,4133
115011291,233,38,3,1877,3,17,769,1317,867,395,73,0,3440,0,11,182,843,731,325,73,4,2166,14,49,78,63,66,56,14,8,345,844,2074,6331,6719,5375,3105,692,64,25206
115011294,4,7,0,40,0,4,3,11,15,11,0,0,55,0,0,0,8,17,15,5,4,42,0,3,3,3,0,0,0,0,14,47,95,111,169,216,150,69,11,871
115011296,38,10,0,268,0,0,70,167,170,125,24,0,557,0,0,25,75,112,66,19,0,298,3,4,7,5,5,5,0,0,32,43,154,420,643,696,513,139,12,2614
115011553,93,19,0,477,0,0,90,183,208,135,30,0,651,0,0,22,76,129,67,24,4,334,14,14,32,35,35,16,4,0,154,655,1040,1891,1947,1999,1403,374,48,9358
115011554,16,3,0,91,0,0,15,38,53,24,3,0,134,0,0,3,9,7,4,0,0,31,3,3,9,0,3,3,3,0,22,91,156,329,349,392,270,56,11,1659
115011555,42,10,0,234,0,0,42,91,85,49,16,0,285,0,0,8,46,46,43,11,0,152,14,8,26,13,16,14,4,0,96,930,1120,1171,1102,1128,851,250,40,6586
115011556,26,13,0,98,0,0,19,53,44,27,12,0,149,0,0,4,32,35,28,12,0,119,6,6,11,11,11,10,4,0,58,171,226,458,522,551,422,168,13,2529
115011557,11,0,0,44,0,0,7,10,11,10,3,0,41,0,0,3,10,12,7,0,0,32,0,0,3,3,4,0,0,0,12,20,41,73,161,158,106,34,0,596
115011558,35,6,0,155,0,0,15,41,64,42,12,0,171,0,0,5,21,27,30,14,0,93,5,0,12,9,10,7,0,0,34,221,280,410,493,606,516,169,23,2722
