SA2_MAINCODE_2016,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000mo_A_15_19,Tot_3000mo_A_20_24,Tot_3000mo_A_25_34,Tot_3000mo_A_35_44,Tot_3000mo_A_45_54,Tot_3000mo_A_55_64,Tot_3000mo_A_65_74,Tot_3000mo_A_75ov,Tot_3000mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
128011530,75,10,4,353,0,0,78,143,139,108,21,3,495,0,3,39,99,94,82,42,5,361,15,31,32,26,27,24,16,0,173,1173,1741,2199,1877,1797,1399,364,45,10593
128011531,36,7,3,237,0,0,43,82,101,48,17,3,287,0,0,15,42,54,34,13,4,166,6,8,16,19,21,12,6,0,87,442,578,1189,1151,1242,853,247,44,5746
128011602,146,30,0,732,0,0,163,291,275,171,38,5,935,0,0,36,112,134,82,26,3,396,7,20,38,29,39,23,9,0,172,702,1095,2550,2591,2585,1949,468,51,11991
128011603,10,0,0,56,0,0,16,30,25,11,3,0,74,0,0,3,14,13,15,3,3,47,0,0,3,0,4,3,0,0,15,42,54,171,220,180,151,72,10,901
128011604,71,23,0,387,0,4,77,156,135,95,15,3,490,0,0,30,91,105,66,32,11,340,6,16,21,27,32,13,5,3,124,464,818,1598,1516,1397,979,330,47,7153
128011605,3,0,0,14,0,0,5,11,11,12,0,0,42,0,0,0,11,3,3,3,3,25,0,0,0,0,0,3,0,0,6,20,25,52,74,99,82,18,7,380
128011606,25,3,0,108,0,0,25,29,34,34,14,0,136,0,0,6,20,26,20,8,0,87,0,3,3,4,4,3,4,0,22,82,136,281,323,363,302,90,19,1602
128021533,20,0,0,87,0,3,14,37,30,16,4,0,99,0,0,0,3,10,3,0,0,20,3,3,0,3,4,4,3,3,25,165,167,276,263,280,237,69,6,1464
128021534,29,7,0,88,0,0,12,19,21,22,5,0,69,0,0,0,9,9,13,3,0,33,0,8,9,7,7,4,3,0,29,88,112,236,222,279,317,76,3,1335
128021535,64,6,0,382,0,0,78,204,187,109,19,0,609,0,0,11,60,72,63,19,0,224,9,10,20,12,20,12,4,0,95,558,528,1018,1121,1325,968,232,24,5769
128021536,36,10,0,128,0,0,13,39,42,37,7,0,140,0,0,10,26,27,15,10,0,89,5,11,3,14,6,0,0,4,46,191,267,499,626,595,469,158,22,2839
128021537,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,29,25,15,5,0,0,93
128021538,117,31,3,605,0,3,112,199,201,128,25,7,666,0,3,32,87,124,62,24,3,340,5,14,26,33,25,22,11,0,142,669,1006,2057,2159,2342,1738,463,39,10473
128021607,29,8,0,163,0,3,18,68,58,45,8,0,200,0,0,4,21,22,14,3,0,72,3,6,9,15,10,12,3,0,61,362,337,572,705,689,507,143,13,3331
128021608,10,0,0,46,0,0,8,9,13,8,3,0,43,0,0,3,6,8,3,0,0,26,0,5,4,0,0,0,0,0,12,21,54,127,154,171,96,32,5,652
128021609,4,0,0,20,0,0,0,9,8,4,0,0,22,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,3,22,28,45,67,81,52,11,0,302
197979799,0,0,0,4,0,0,3,4,3,0,0,0,11,0,0,3,5,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,10,17,17,24,12,3,0,90
199999499,809,155,3,5739,6,126,1511,2099,1788,912,192,19,6653,9,32,447,890,904,477,154,26,2938,122,267,559,603,663,511,140,46,2913,6207,13764,29918,30659,32366,23834,5924,688,143362
201011001,17,0,0,130,0,0,20,43,47,30,0,0,150,0,0,6,30,20,15,6,3,81,3,9,11,19,20,3,3,0,62,290,441,780,757,817,560,119,19,3786
201011002,165,21,0,797,0,4,141,226,271,209,31,3,889,0,4,41,176,198,146,29,6,608,22,19,36,44,58,37,11,4,241,1118,1843,3646,3555,3766,2846,575,68,17416
201011003,29,8,3,126,0,0,22,34,46,34,6,0,144,0,0,8,18,16,12,0,0,52,0,3,10,10,12,7,3,0,58,221,320,695,720,864,683,188,27,3722
201011004,51,3,0,189,0,0,34,47,69,42,5,3,200,3,0,8,16,23,19,0,0,75,17,9,17,17,16,15,3,0,94,460,615,971,1045,1013,794,177,22,5101
201011005,38,3,0,199,0,0,40,63,81,63,9,0,254,0,0,0,19,28,19,6,0,64,0,3,5,5,8,4,0,0,33,100,334,720,648,589,451,65,5,2914
201011006,25,8,0,128,0,0,20,26,31,18,7,0,108,0,0,0,12,10,4,0,0,35,3,3,7,8,15,3,3,3,50,136,252,581,584,735,536,140,15,2979
201011007,3,0,0,11,0,0,0,4,0,5,3,0,17,0,0,0,0,6,0,0,0,11,0,0,0,0,3,0,0,0,4,9,28,50,72,86,63,15,6,333
201011008,96,4,0,493,0,0,63,158,185,110,12,3,531,0,0,18,52,69,33,9,0,185,15,20,21,38,33,33,7,6,170,524,929,1780,2060,2115,1480,260,28,9175
201021009,8,0,0,43,0,0,4,9,20,18,0,0,52,0,0,3,7,7,9,3,0,33,0,3,0,0,3,3,0,0,17,115,125,227,285,327,254,93,20,1451
201021010,17,0,0,52,0,0,12,18,19,14,4,0,65,0,0,4,6,5,10,4,3,28,0,0,4,5,8,12,6,0,38,85,153,273,388,427,429,150,29,1933
201021011,27,8,0,94,0,0,12,21,28,32,0,0,101,0,0,0,15,15,14,9,0,54,5,4,12,7,10,20,3,3,64,144,218,459,582,764,715,209,41,3140
201021012,4,6,0,36,0,0,5,12,6,3,3,0,32,0,0,3,3,9,3,0,0,18,4,0,3,4,7,0,0,0,11,32,46,138,162,209,149,87,26,854
201031013,3,0,0,23,0,0,3,16,10,6,3,0,37,0,0,0,4,3,4,3,0,16,0,0,4,7,3,0,0,0,23,25,66,106,170,201,210,100,13,893
201031014,22,8,3,53,0,0,4,9,9,9,3,0,39,0,0,0,0,5,5,0,0,15,0,0,0,0,8,3,4,0,19,67,57,151,227,303,292,99,20,1215
201031015,0,0,3,10,0,0,0,3,4,8,0,0,19,0,0,0,3,0,0,4,3,17,0,0,4,3,0,3,4,0,15,25,31,77,112,118,124,53,17,548
201031016,21,3,0,84,0,0,6,32,27,21,3,0,91,0,0,4,9,6,18,0,0,35,8,0,11,13,17,17,4,5,63,246,276,510,619,838,683,154,32,3361
201031017,3,8,0,23,0,0,7,4,8,3,3,0,25,0,0,3,0,6,0,0,0,8,0,0,4,0,3,3,3,0,16,27,68,130,114,191,174,66,14,785
202011018,160,25,0,979,0,10,176,337,382,224,34,0,1153,4,3,40,160,200,136,35,7,588,33,49,58,50,59,54,13,6,322,1315,2139,4290,4129,4446,3328,626,64,20329
202011019,15,3,0,68,0,0,3,12,13,14,3,0,48,0,4,5,11,9,11,0,0,39,5,3,7,3,9,5,0,0,40,100,213,386,400,462,424,90,14,2088
202011020,36,8,0,167,0,3,29,62,70,36,8,0,202,0,0,11,35,29,22,7,0,104,7,15,6,10,19,23,6,0,90,404,595,1110,994,1166,908,196,33,5408
202011021,23,3,0,109,0,0,3,33,34,24,3,0,97,0,0,0,7,9,10,0,0,34,0,0,8,3,8,3,3,0,22,62,145,339,379,377,296,62,9,1663
202011022,38,4,0,228,0,3,57,69,83,42,5,0,264,3,3,13,28,24,14,6,0,93,10,11,25,18,25,28,6,3,124,509,708,1263,1216,1368,1072,213,29,6381
202011023,3,0,0,21,0,0,5,8,7,3,0,0,16,0,0,0,0,0,3,0,0,9,0,0,3,0,0,3,0,0,12,45,45,120,116,132,93,14,3,570
202011024,18,0,0,58,0,0,0,12,19,11,3,0,50,0,0,3,7,5,3,4,0,25,0,0,3,0,0,5,5,0,10,85,127,200,329,267,237,66,11,1321
202011025,38,4,0,167,0,0,36,74,63,41,10,0,223,0,0,9,12,14,19,0,0,53,7,3,3,3,14,10,4,0,45,251,303,679,688,670,520,115,14,3235
202021026,9,0,0,34,0,0,6,20,18,9,4,0,52,0,0,0,10,10,4,0,0,29,0,0,3,8,10,3,0,3,27,34,166,365,313,332,237,78,18,1551
202021027,42,5,3,180,0,0,27,64,56,38,3,0,194,3,0,6,15,32,22,6,0,87,12,6,11,15,18,19,4,0,86,303,504,896,1017,1306,1158,239,44,5461
202021028,5,3,0,41,0,0,7,9,15,8,3,0,45,0,0,0,7,5,12,6,3,36,0,4,3,3,5,7,3,0,30,67,83,155,248,372,371,143,57,1491
202021029,3,4,0,61,0,0,18,23,20,5,0,0,63,0,0,5,3,4,3,0,0,18,0,3,7,3,9,3,7,0,33,47,76,201,197,274,231,60,31,1113
202021030,31,5,0,164,0,0,24,38,51,44,13,4,164,0,0,5,20,35,18,3,0,82,13,7,6,7,17,10,11,3,78,268,399,752,812,1050,819,250,40,4396
202021031,10,0,0,46,0,3,3,23,35,17,3,0,85,0,0,6,10,17,12,4,0,51,5,0,3,8,3,8,3,0,38,133,161,283,336,464,316,110,14,1804
202031032,6,0,0,65,0,3,56,69,49,17,0,0,195,0,0,0,16,14,4,3,0,43,0,4,3,3,6,9,3,0,30,45,96,271,268,332,261,88,23,1391
202031033,20,4,0,86,0,0,0,19,26,20,3,0,62,0,0,7,7,10,12,0,5,37,0,3,10,5,8,19,5,4,58,111,126,311,436,590,632,224,70,2496
203011034,7,0,0,47,0,0,9,13,20,5,3,0,57,0,0,0,4,9,6,5,0,27,0,0,3,3,5,4,3,0,20,74,108,280,288,307,191,64,12,1329
203011035,8,0,0,42,0,0,13,13,15,13,5,0,53,0,0,7,7,14,8,8,4,43,5,3,3,4,7,3,6,0,33,57,101,208,233,266,201,120,25,1215
203011036,13,3,3,45,0,0,4,11,19,12,0,0,49,0,0,7,10,9,12,7,3,43,0,0,3,3,0,6,4,0,20,77,105,179,260,319,289,153,32,1420
203021037,34,9,0,176,0,0,32,52,50,47,3,0,182,0,0,14,21,29,21,14,0,100,11,10,10,7,11,9,8,3,73,520,610,1120,986,1076,864,174,17,5369
203021038,85,12,3,415,3,3,113,165,209,137,10,0,647,0,0,35,72,121,84,18,0,334,16,9,23,26,35,17,0,0,127,585,723,1391,1562,1719,1257,223,23,7476
203021039,277,36,3,1674,0,7,364,693,603,343,54,8,2069,5,12,84,345,336,225,54,13,1077,28,51,111,113,123,89,19,8,541,1255,3051,7030,7068,6790,4862,920,98,31068
203021040,43,3,3,195,0,0,30,55,67,47,10,0,211,0,0,9,37,40,20,7,0,104,11,8,12,8,16,9,3,0,76,389,570,1143,1095,1045,814,175,21,5247
203021041,32,8,0,183,0,0,29,54,63,33,4,0,188,3,3,16,9,34,15,5,0,76,12,20,19,26,21,14,4,0,115,688,870,1146,1060,1120,836,182,29,5939
203021042,61,8,0,321,0,0,50,150,139,89,21,0,445,0,0,12,53,71,31,10,3,186,3,7,8,14,19,15,3,0,72,232,422,992,1178,1121,816,215,31,5008
203021043,44,9,0,276,0,0,53,102,115,42,8,0,320,0,3,4,45,36,29,7,4,119,9,8,18,12,27,20,7,0,103,333,537,1141,1237,1347,837,164,22,5619
203021044,17,3,0,58,0,0,12,13,18,15,5,0,66,0,0,6,8,9,8,3,0,42,0,12,0,4,10,4,3,0,32,129,135,327,298,318,277,67,10,1560
203021045,23,4,0,185,0,3,24,47,76,52,5,0,208,0,0,3,18,17,24,4,3,71,4,10,22,15,14,9,5,3,85,336,475,929,905,1057,821,195,23,4746
203021046,45,16,0,249,0,0,21,69,75,54,7,6,235,0,0,3,29,31,22,6,5,91,3,6,5,13,16,12,0,0,54,225,405,833,942,939,711,168,32,4259
203021047,104,10,0,607,0,0,172,265,226,137,18,0,814,0,0,31,141,106,61,17,0,363,5,17,30,42,46,35,9,3,190,263,828,2512,2321,2437,1802,312,32,10501
203031048,22,9,0,137,0,0,6,15,18,21,7,0,71,0,0,10,9,14,8,0,0,40,3,3,5,11,12,10,3,0,52,170,192,416,459,542,437,119,23,2364
203031049,18,5,0,53,0,0,7,22,23,19,4,0,75,0,0,0,9,15,13,6,0,53,5,0,6,0,13,8,3,0,39,123,194,334,319,402,420,122,12,1913
203031050,41,10,3,204,0,0,21,60,56,44,15,0,199,0,0,8,37,39,31,9,0,123,13,8,12,32,24,20,4,0,112,458,510,882,1090,1091,824,223,38,5126
203031051,6,0,0,30,0,0,4,7,14,13,7,0,48,0,0,3,3,6,3,3,0,24,0,3,0,0,10,3,3,0,21,83,95,145,181,240,243,86,14,1093
203031052,14,4,0,75,0,0,0,20,28,18,7,0,82,0,0,4,11,18,13,6,3,49,0,0,0,3,3,4,7,0,26,98,115,169,293,376,368,130,22,1569
203031053,31,3,0,213,0,0,35,83,78,39,15,0,248,0,0,11,48,60,29,11,0,161,14,7,9,17,23,9,3,0,81,455,575,1151,1242,1161,727,236,28,5575
204011054,20,6,0,74,0,0,10,17,30,24,7,3,90,0,0,7,5,10,6,12,8,47,4,6,11,3,7,13,3,0,56,138,169,356,427,553,552,218,53,2458
204011055,19,10,0,70,0,0,3,13,12,13,10,4,58,0,0,3,3,13,13,11,4,45,3,0,4,3,15,23,16,0,67,119,111,287,323,443,517,254,69,2120
204011056,49,5,0,184,0,0,15,47,65,38,5,0,179,0,0,3,21,23,9,5,4,70,4,10,10,12,14,15,6,3,74,252,356,685,781,924,702,181,25,3909
204011057,35,9,3,137,0,0,27,48,35,33,3,5,147,0,4,8,11,18,16,8,3,66,8,10,15,20,11,15,9,0,79,255,450,635,689,824,817,289,51,4012
204011058,6,3,0,39,0,0,3,14,13,9,4,0,47,0,0,0,9,4,9,8,0,32,0,0,7,3,11,6,3,0,30,64,117,241,221,313,326,103,41,1413
204011059,35,9,0,128,0,0,12,13,39,32,9,0,110,0,0,6,6,13,9,3,0,51,10,3,9,15,8,12,3,4,60,209,241,478,521,639,576,125,21,2801
204011060,13,9,0,147,0,0,20,42,39,24,6,0,136,0,0,0,9,11,3,3,0,28,0,0,3,8,9,0,0,0,33,123,229,439,403,385,304,114,18,2015
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5
204011062,3,6,3,23,0,0,3,3,19,13,6,3,43,0,0,3,6,0,6,3,3,23,0,0,5,6,3,4,3,5,30,53,60,115,178,247,225,100,42,1025
204021063,53,4,0,174,0,0,24,29,50,65,9,0,172,0,4,10,11,19,25,4,3,74,7,3,11,16,18,19,7,3,82,261,342,620,726,1014,945,224,49,4185
204021064,5,0,0,18,0,0,4,7,9,9,0,0,29,0,0,0,8,7,11,3,0,27,3,0,3,4,0,3,0,0,16,26,50,112,122,167,200,134,22,833
204021065,20,7,0,84,0,0,4,21,39,27,0,0,84,0,0,3,9,6,7,4,3,40,3,0,4,3,11,7,5,0,36,75,89,193,323,432,359,89,19,1576
204021066,84,17,0,364,0,3,61,93,149,90,11,3,403,0,9,25,51,58,59,13,3,212,23,19,31,33,25,39,12,0,184,609,830,1668,1784,2007,1592,335,53,8875
204021067,17,4,0,56,0,0,5,19,32,15,5,3,82,0,5,0,10,16,19,5,0,59,9,0,0,6,12,13,3,4,49,131,148,311,427,557,541,293,102,2508
204031068,24,3,0,71,0,0,3,16,18,12,3,0,54,0,0,0,7,7,3,0,0,23,3,4,0,10,4,4,3,0,33,93,73,189,276,378,396,135,17,1551
204031069,26,9,3,113,0,0,11,44,37,39,6,0,136,0,3,11,17,21,10,3,3,68,4,10,8,14,7,11,8,6,68,310,502,650,700,762,737,226,41,3933
204031070,3,0,0,7,0,0,0,4,8,7,0,3,21,0,0,0,0,3,3,0,0,8,0,0,0,3,0,0,5,3,7,40,34,74,77,109,122,48,20,523
204031071,11,7,0,69,0,0,5,13,21,15,0,0,62,0,0,3,4,8,7,6,0,35,4,0,0,5,11,6,9,0,31,124,111,230,332,530,444,115,20,1899
204031072,17,10,0,63,0,0,8,18,17,19,6,3,67,0,0,3,5,12,18,12,3,46,5,7,4,7,9,12,11,3,49,102,114,248,283,440,515,247,66,2008
204031073,49,0,0,231,0,0,25,59,40,28,10,0,159,0,0,0,14,23,14,10,0,59,12,5,16,16,8,20,4,0,83,308,390,929,990,985,738,158,21,4525
204031074,140,17,0,676,0,0,98,212,232,114,14,0,675,0,5,21,81,102,52,5,0,267,29,25,52,31,58,33,10,0,240,884,1377,2883,2869,3047,2219,398,43,13717
204031075,11,3,0,60,0,0,3,12,18,10,5,0,42,0,0,3,5,8,5,6,0,32,0,0,0,0,3,9,0,0,17,63,73,160,198,269,266,101,19,1150
205011076,28,4,0,160,0,0,29,44,34,30,4,0,149,0,0,16,20,37,25,0,0,104,10,5,12,7,22,11,4,4,78,278,357,791,782,855,647,193,39,3957
205011077,13,8,0,56,0,0,4,17,17,13,6,3,67,0,0,3,3,5,6,3,4,28,6,0,4,12,6,3,10,0,44,69,127,214,289,338,333,157,38,1576
205011078,17,4,0,61,0,0,12,20,23,17,3,3,79,0,0,8,10,13,9,4,0,45,4,7,11,3,7,8,3,0,35,114,182,381,330,414,354,123,41,1928
205011079,80,12,0,429,0,0,71,146,143,84,14,3,463,0,0,14,74,74,62,15,3,247,10,21,18,37,35,32,14,0,171,634,946,1814,1771,1942,1409,383,80,8982
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
205021081,75,15,0,275,0,0,37,66,123,68,14,3,301,3,0,12,25,48,37,11,3,145,9,7,19,11,33,37,17,3,141,535,690,1475,1586,2036,1785,391,65,8566
205021082,12,3,0,38,0,0,5,4,16,10,6,0,37,0,0,0,3,3,12,4,0,23,3,4,3,3,10,7,14,3,46,67,99,247,258,382,417,203,69,1751
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,19,12,0,71,0,0,3,10,14,26,8,0,59,0,0,4,3,4,3,5,0,25,0,3,6,5,12,27,9,4,64,174,162,350,444,566,596,217,28,2536
205021085,20,8,0,79,0,0,3,20,17,32,3,3,72,0,0,3,3,6,5,6,0,24,3,3,9,10,12,11,10,5,58,78,80,266,354,518,539,177,47,2074
205021086,3,0,0,14,0,0,0,9,7,9,0,0,21,0,0,3,3,0,4,0,3,11,0,3,0,0,5,4,4,0,14,50,67,114,131,171,165,76,19,789
205031087,14,5,0,85,0,0,12,18,31,25,12,0,107,0,3,4,16,29,18,6,0,80,3,3,9,18,8,19,16,3,79,174,196,408,443,663,639,297,64,2876
205031088,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,9,12,23,8,3,60
205031089,26,5,0,89,0,3,22,24,26,24,3,0,100,0,0,3,11,26,15,3,0,65,0,3,9,5,9,9,5,0,46,121,200,450,433,566,514,162,49,2485
205031090,65,16,0,273,0,0,34,64,85,67,15,4,270,0,0,9,18,35,15,16,3,95,5,10,18,17,15,18,7,4,95,352,380,818,1002,1267,1071,315,57,5254
205031091,21,4,0,92,0,0,11,23,31,18,4,0,88,0,0,3,12,14,9,8,0,57,4,4,14,8,9,11,6,0,60,167,220,492,590,706,660,206,27,3058
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,8,10,3,0,37
205031093,43,7,0,204,0,0,24,98,91,39,13,5,270,3,0,15,40,35,34,14,5,146,17,16,25,21,23,38,15,9,168,477,484,1161,1336,1624,1415,390,102,6987
205041094,92,16,0,327,0,9,129,172,290,225,24,0,852,0,0,64,80,210,154,18,0,527,3,6,11,6,28,20,3,4,81,136,231,617,731,1070,922,209,35,3953
205041095,54,8,0,202,0,6,43,75,86,102,10,0,328,0,3,8,22,59,54,4,0,149,5,8,13,13,23,13,0,0,85,326,436,823,856,1037,928,194,21,4613
205041096,81,9,0,406,0,3,65,112,151,114,11,0,457,0,4,13,35,51,44,6,0,155,5,18,15,25,27,37,11,0,149,350,723,1804,1772,1887,1479,288,49,8352
205041097,90,18,0,457,0,7,99,146,149,103,18,0,525,0,3,10,63,90,43,12,0,224,18,31,29,34,43,25,9,3,195,827,1203,2353,2149,2196,1527,338,52,10647
205041098,7,0,0,13,0,0,4,5,0,3,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,3,7,3,0,0,11,19,26,76,85,73,91,33,4,403
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,6,3,0,27
205051100,36,3,0,219,0,3,146,152,127,74,11,0,512,0,6,85,100,138,66,11,3,406,3,3,12,4,17,10,0,0,52,28,167,707,561,644,493,97,25,2726
205051101,36,3,0,179,0,0,22,22,38,31,4,0,118,0,3,9,16,14,16,5,0,60,9,3,11,7,22,26,10,0,90,248,344,675,740,854,813,264,49,3985
205051102,11,4,0,37,0,0,9,9,13,13,8,3,50,0,0,7,5,12,16,4,0,38,0,4,9,10,5,8,6,0,35,49,87,231,256,265,270,113,24,1294
205051103,68,11,0,307,0,3,65,97,124,79,12,0,374,0,0,20,60,54,46,10,4,198,17,10,17,11,33,29,3,3,120,587,637,1395,1350,1483,1285,255,40,7038
205051104,9,0,0,45,0,0,3,3,16,17,10,3,50,0,0,5,4,12,8,4,5,34,3,3,6,10,3,9,7,6,43,77,127,258,286,423,435,174,38,1814
206011105,82,13,0,423,0,3,79,136,162,94,27,8,508,0,3,29,84,80,53,20,0,275,11,24,38,37,42,27,11,0,175,394,1239,3209,2368,2254,1465,397,53,11375
206011106,17,4,0,112,0,0,21,44,31,8,4,0,114,0,0,8,16,19,13,4,3,66,0,8,9,10,12,5,0,0,42,81,263,785,631,478,338,79,23,2683
206011107,10,3,0,55,0,0,18,14,24,16,3,0,69,0,0,7,10,10,6,5,0,43,0,0,7,4,5,3,3,0,21,44,148,379,311,312,203,55,7,1458
206011108,65,11,0,344,0,0,55,115,98,73,13,0,354,3,3,15,68,82,40,15,3,225,13,17,36,37,38,20,11,3,174,272,678,1862,1751,1632,1187,282,38,7705
206011109,14,0,0,39,0,0,0,14,17,8,3,0,47,0,0,5,5,10,7,0,0,25,0,0,0,0,5,0,0,0,11,90,101,208,212,221,128,43,8,1017
206021110,29,3,0,156,0,0,47,79,51,30,6,0,216,0,0,24,51,59,39,9,0,173,5,8,7,17,20,9,3,0,71,127,355,925,810,845,586,154,14,3820
206021111,43,5,0,257,0,0,47,108,105,50,7,0,329,0,3,21,56,56,22,9,0,168,3,12,14,23,29,11,3,0,97,239,615,1597,1322,1200,773,193,36,5964
206021112,61,6,0,231,0,0,29,63,57,55,12,0,222,0,0,4,25,26,32,6,0,99,7,5,17,13,23,15,0,3,80,159,417,1075,1043,1006,738,145,28,4603
206031113,19,9,0,93,0,0,21,39,32,29,3,0,126,0,0,4,17,27,20,5,0,78,3,3,14,11,7,4,0,0,43,119,307,560,519,472,352,92,19,2433
206031114,92,21,0,401,0,0,78,124,117,72,19,5,426,0,3,22,64,85,55,11,0,237,12,20,20,25,23,21,7,4,133,553,895,1773,1485,1541,1160,291,44,7736
206031115,39,8,0,153,0,0,29,30,22,22,0,0,114,0,0,3,23,20,13,8,0,68,3,3,14,4,5,12,9,0,52,113,241,667,535,520,366,94,11,2550
206031116,65,7,3,407,0,0,91,221,230,97,11,3,652,0,3,27,106,102,62,15,3,323,4,20,34,25,32,23,13,0,154,353,848,1990,2000,1843,1118,259,44,8456
206041117,171,45,4,1122,6,6,237,537,457,233,45,3,1518,0,3,65,198,316,187,73,8,849,10,23,62,53,49,32,10,3,242,618,1743,4717,3897,3294,2029,564,81,16937
206041118,452,54,4,5056,0,34,2694,4051,2491,1034,98,6,10411,3,12,699,2801,2209,781,83,7,6597,38,60,194,170,161,90,15,9,734,1266,3966,17932,16027,10676,5174,805,85,55928
206041119,236,44,0,1530,0,7,528,937,681,500,76,4,2739,0,12,124,516,589,343,104,13,1692,11,15,43,47,48,27,8,3,200,208,1083,4731,4517,3658,2626,651,65,17540
206041120,3,0,0,65,0,4,19,51,27,15,0,0,125,0,0,9,25,26,9,3,0,74,0,3,7,7,3,0,0,0,22,62,181,385,312,269,157,72,19,1458
206041121,36,9,0,208,0,4,59,122,85,50,12,0,324,0,0,22,63,57,18,5,0,162,8,7,23,17,17,13,3,3,94,131,384,1275,1106,955,603,145,15,4606
206041122,1715,290,37,17371,5,130,9274,13768,8378,3967,650,39,36207,4,48,3142,11442,9808,4432,900,100,29876,90,314,840,671,527,336,82,30,2901,3305,19888,73447,59367,39461,20691,4454,515,221132
206041123,128,31,5,906,0,12,289,471,339,216,40,4,1375,0,7,83,254,256,172,29,0,802,5,32,59,40,56,42,9,8,258,290,1413,4876,3671,3012,1935,473,72,15752
206041124,295,43,10,2260,3,8,570,1053,723,455,64,7,2885,0,3,103,488,619,456,127,10,1805,11,36,96,83,78,67,12,0,391,454,2410,8551,7162,5454,3677,803,96,28606
206041125,154,22,7,1301,0,4,662,870,544,260,58,12,2411,0,4,189,687,624,298,62,10,1885,4,25,71,51,36,34,3,0,222,193,1092,5343,4274,3083,1747,416,64,16215
206041126,299,49,3,2561,3,18,1332,1745,1183,539,49,3,4882,0,13,475,1628,1428,640,111,7,4299,45,52,149,123,109,70,15,5,571,1380,4211,12411,9604,7176,3849,730,93,39444
206041127,91,12,0,456,0,3,136,237,271,163,25,0,834,0,0,20,57,73,45,9,0,201,0,5,13,17,18,23,3,0,75,31,167,863,969,1101,732,132,8,4004
206051128,131,32,9,1155,0,13,640,892,508,256,65,14,2381,3,8,206,718,680,296,86,17,2013,10,27,62,58,49,34,17,4,253,313,1433,5462,4155,2952,1626,505,80,16532
206051129,22,3,0,114,0,0,22,50,44,16,17,0,158,0,0,12,39,32,24,8,3,120,0,4,10,5,5,8,4,3,38,76,223,562,490,460,297,123,22,2251
206051130,32,13,0,253,0,0,90,130,107,68,25,0,420,0,0,32,99,94,65,28,3,321,0,6,16,14,12,9,0,0,67,140,452,1313,1040,800,576,205,26,4546
206051131,272,38,0,2117,0,16,736,1383,1128,521,73,3,3856,0,4,152,604,630,309,48,5,1748,13,23,79,71,81,53,13,3,334,346,1653,6519,6394,5261,3025,528,51,23784
206051132,197,39,0,1750,0,6,854,1233,811,364,76,8,3352,0,11,269,985,868,404,92,12,2634,10,46,100,96,65,55,11,3,391,368,2375,8883,6644,4512,2520,598,77,25978
206051133,105,19,7,856,0,8,328,517,379,175,36,0,1445,0,6,106,407,377,194,52,6,1140,14,40,52,50,55,23,17,3,242,299,1387,4824,3426,2690,1614,466,61,14760
206051134,12,3,0,118,0,3,26,59,50,25,6,0,174,0,0,11,30,30,12,8,3,105,5,3,17,10,12,3,3,0,50,130,360,901,661,545,337,111,27,3077
206061135,63,14,4,321,0,0,96,130,119,75,31,6,459,0,0,31,88,115,76,27,6,343,10,14,28,14,27,20,3,0,116,218,739,1629,1156,1168,851,277,45,6080
206061136,53,24,0,509,0,4,163,213,170,74,23,6,646,0,3,51,187,169,83,27,5,520,5,17,46,24,22,23,8,0,146,325,1356,3485,2102,1654,999,300,43,10267
