SA4_CODE_2016,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
503,457,859,711,580,341,44,3,2995,30,57,36,15,12,0,0,143,0,22,14,16,10,0,0,70,485,936,767,614,359,46,3,3205,166,765,1400,1540,1147,652,189,5861,3727,5888,4727,3338,2820,959,102,21549,330,532,419,361,251,100,58,2060,26130,62878,54145,46916,30539,7442,898,228947
504,47,58,25,11,7,0,0,145,5,12,4,0,0,0,0,22,8,3,0,3,3,0,0,13,58,69,27,10,8,0,0,180,117,618,990,1076,833,366,84,4080,2146,1602,1329,1270,1169,422,44,7986,174,165,145,186,113,56,8,847,14564,19511,18416,19618,13530,3375,365,89384
505,153,137,69,54,36,3,0,449,21,8,6,0,0,0,0,36,10,10,3,5,5,0,0,32,183,145,76,66,41,9,0,522,266,1351,2386,2469,1879,844,148,9335,4404,3148,2634,2219,2068,740,73,15292,299,328,255,260,188,86,30,1448,28158,35346,33382,34134,23119,5879,665,160681
506,155,109,89,59,55,7,0,479,23,7,14,10,10,0,0,60,5,16,12,11,3,0,0,49,188,131,116,85,65,7,0,590,220,1144,1752,1795,1576,771,150,7413,4041,4083,3235,2845,2719,910,86,17916,379,445,340,322,246,114,34,1879,29826,48464,43802,42219,29937,7305,747,202292
507,136,96,70,81,42,13,0,439,19,16,8,5,3,0,0,53,9,6,9,9,3,0,0,35,164,118,92,95,54,13,0,528,157,1052,1690,1705,1439,664,131,6840,3935,3420,2876,2589,2228,637,70,15756,275,292,252,287,177,62,43,1390,25039,34859,33079,33269,22030,5084,612,153980
509,0,3,4,0,0,0,0,9,4,0,0,3,0,0,0,7,0,3,6,10,3,3,0,23,6,6,5,10,5,3,0,33,168,549,991,1369,1473,1032,380,5959,812,1052,953,1193,1318,524,78,5923,111,108,126,182,145,76,68,819,6443,9478,10649,13238,11509,3987,900,56206
510,4,13,15,14,4,0,0,48,10,41,32,28,10,0,0,120,0,21,9,9,6,0,0,48,16,73,55,54,22,0,0,212,54,237,290,245,173,107,12,1112,695,2857,2624,2362,1315,211,19,10081,158,482,457,408,236,53,14,1813,5895,18793,16995,15364,8948,1414,144,67549
511,3,10,0,10,9,0,0,24,4,13,20,13,10,0,0,57,0,7,5,5,3,0,0,33,11,30,23,26,16,0,0,111,71,286,450,566,530,274,68,2240,766,1608,1391,1397,1010,275,27,6466,140,240,228,226,159,54,16,1071,6432,12525,11899,12461,8495,1870,260,53941
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3,42,57,56,22,0,0,178,0,18,25,15,8,0,0,72,58,405,453,444,216,14,4,1595
599,20,18,10,10,10,3,0,74,0,8,3,3,0,0,0,17,4,4,12,3,8,3,0,29,22,35,21,18,14,3,0,119,40,157,194,179,117,52,20,766,789,1530,1415,1406,1237,381,50,6808,104,171,165,147,99,31,16,734,7185,13020,11675,11952,8294,2019,229,54378
601,3,4,0,4,0,0,0,12,17,19,17,9,10,0,0,71,4,8,5,13,3,3,0,33,22,28,24,22,19,3,0,120,95,435,870,935,898,543,112,3891,2678,2390,2084,1938,1942,543,59,11630,184,161,129,168,160,60,48,915,14424,20347,21393,23092,17262,3680,462,100657
602,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,18,0,3,5,7,5,0,0,23,8,7,3,7,5,0,0,40,78,257,458,661,744,423,122,2743,1286,1149,1047,1094,1128,350,44,6104,91,78,74,91,116,55,23,528,7850,9609,10593,12807,10232,2378,373,53845
603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,4,0,0,0,9,25,74,185,270,367,213,55,1193,173,173,196,210,240,92,15,1100,13,14,23,26,28,21,16,149,969,1409,1787,2202,2077,675,141,9257
604,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,8,0,3,3,4,5,0,0,16,58,214,338,475,564,318,102,2070,1010,920,844,1011,937,239,28,4986,95,77,62,98,84,52,31,504,6375,7392,8257,10419,7947,1724,310,42413
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,9,10,13,12,3,0,55
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,5,3,0,0,11,7,24,28,43,36,5,4,141,119,192,188,263,262,71,11,1111,21,16,14,30,31,17,4,128,1029,1839,1778,2227,1841,369,54,9132
701,4,0,0,0,0,0,0,3,11,25,21,11,6,0,0,78,6,12,12,8,9,0,0,41,23,32,38,18,13,3,0,126,50,266,455,434,359,177,33,1771,1008,1530,1188,946,782,210,17,5677,158,222,145,153,105,33,16,836,9799,19541,16659,14730,9387,2064,195,72381
702,0,4,3,3,0,0,0,9,8,14,16,17,3,0,0,55,0,13,9,7,3,0,0,38,12,26,33,30,6,0,0,106,80,180,192,210,173,94,21,954,330,664,516,533,483,108,14,2653,136,178,138,116,80,22,8,678,4125,8389,7089,7273,5349,1252,130,33604
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,0,0,11,0,0,0,0,0,0,0,3,3,30,18,24,22,3,0,91
799,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,11,9,10,18,26,14,4,3,83,30,103,88,92,105,31,3,445,11,19,10,12,16,9,0,79,377,1015,837,761,546,126,20,3674
801,0,10,12,6,3,0,0,45,43,46,45,31,12,0,0,170,8,30,29,16,12,0,0,92,51,88,79,56,34,0,0,307,322,930,1551,1438,1279,750,166,6436,5106,5420,4279,3110,2613,833,104,21465,286,294,263,234,163,69,50,1349,32749,54877,51947,46794,27484,6119,665,220639
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,27,32,23,17,7,0,110,196,119,121,103,92,42,5,678,12,12,17,16,6,6,4,67,1256,1681,1423,1279,896,251,32,6817
901,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,5,4,0,5,3,0,0,0,11,3,10,25,17,29,14,9,105,13,48,46,53,73,21,3,257,7,9,6,6,11,4,0,46,240,468,562,617,551,220,35,2692
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,12,3,14,10,11,8,4,0,43,0,0,0,0,0,0,0,3,7,26,23,33,17,4,0,118
