SA4_CODE_2016,Tot_Mng,Tot_Pro,Tot_Tech_trds_wks,Tot_Com_persl_svce_wks,Tot_Cler_admin_wks,Tot_Sales_wks,Tot_Mach_ops_dvrs,Tot_Labourers,Tot_IDNS,Tot_Tot
697,3,10,8,3,0,0,5,23,0,55
699,790,674,2960,1049,266,353,932,1888,217,9132
701,8917,14219,12943,8761,10487,5197,4204,6207,1456,72381
702,3953,7374,4526,5370,3791,1831,2145,3533,1082,33604
797,8,19,31,0,0,0,4,25,3,91
799,234,367,1310,292,186,114,362,690,122,3674
801,36207,67771,18787,23026,39535,14959,4730,10056,5577,220639
897,0,0,0,0,0,0,0,0,0,0
899,480,850,2532,762,294,272,401,1050,178,6817
901,469,393,435,410,291,134,165,319,76,2692
997,0,0,0,0,0,0,0,0,0,0
999,26,33,18,3,7,3,3,6,9,118
