SA3_CODE_2016,P_OthSvs_H_0,P_OthSvs_H_1_15,P_OthSvs_H_16_24,P_OthSvs_H_25_34,P_OthSvs_H_35_39,P_OthSvs_H_40,P_OthSvs_H_41_48,P_OthSvs_H_49_more,P_OthSvs_H_NS,P_OthSvs_H_Tot,P_IDNS_H_0,P_IDNS_H_1_15,P_IDNS_H_16_24,P_IDNS_H_25_34,P_IDNS_H_35_39,P_IDNS_H_40,P_IDNS_H_41_48,P_IDNS_H_49_more,P_IDNS_H_NS,P_IDNS_H_Tot,P_Tot_H_0,P_Tot_H_1_15,P_Tot_H_16_24,P_Tot_H_25_34,P_Tot_H_35_39,P_Tot_H_40,P_Tot_H_41_48,P_Tot_H_49_more,P_Tot_H_NS,P_Tot_H_Tot
30601,12,78,50,67,65,69,26,72,3,440,29,62,44,34,62,71,25,68,101,498,475,1832,1349,2062,2620,2115,1184,1954,234,13827
30602,52,214,228,274,589,474,258,355,23,2465,55,187,134,176,290,330,141,258,480,2055,1736,4724,4632,7148,11900,9238,5101,7240,979,52699
30603,11,57,42,66,100,80,42,76,8,490,22,57,54,75,97,80,36,58,152,631,437,1309,1282,1751,2440,2042,1039,2278,349,12925
30604,4,17,16,24,30,36,18,38,3,191,13,26,19,29,43,34,17,43,48,264,171,503,527,838,957,854,556,1058,138,5606
30605,11,64,45,64,120,98,51,88,7,558,17,82,47,53,65,77,32,70,149,602,540,1885,1422,2044,2585,1992,1136,2343,341,14288
30701,19,65,51,56,119,143,83,132,3,668,54,73,31,61,109,142,59,261,199,997,1009,1900,1497,2033,2736,3112,1871,7803,464,22425
30702,18,77,51,61,102,125,67,110,3,612,33,80,42,56,119,96,46,142,157,772,643,1868,1435,1821,3407,2702,1914,4548,418,18747
30703,11,85,38,82,101,113,55,86,6,574,32,70,32,58,81,87,29,79,173,642,547,1924,1451,1880,2455,2104,1186,2850,356,14748
30801,12,71,44,51,83,87,70,156,9,586,23,44,31,53,55,54,40,82,149,518,763,1384,1084,1332,1994,1868,1889,5395,355,16058
30803,59,245,157,242,465,383,180,330,15,2064,76,158,88,126,261,242,91,198,318,1571,1741,5231,4123,5587,10082,7415,3890,6646,767,45480
30804,4,23,23,28,39,28,21,40,7,207,3,20,13,17,31,28,11,44,41,214,206,552,498,582,764,792,621,1709,116,5843
30805,26,135,84,97,200,135,101,152,14,938,44,83,76,75,130,150,77,182,206,1017,1021,2541,2032,2593,3995,3786,3008,6019,470,25466
30901,37,210,194,206,289,278,145,201,15,1589,42,194,132,157,241,302,113,207,277,1669,822,4626,3865,4726,5902,5391,2784,4440,614,33177
30902,18,101,75,99,118,115,28,62,6,631,16,93,68,81,98,150,38,90,147,777,544,2622,2248,2995,3106,2785,1286,2157,309,18047
30903,26,118,103,122,159,147,67,109,6,853,25,135,82,113,175,187,61,132,189,1099,440,2658,2112,2780,3432,2928,1418,2450,376,18587
30904,8,32,21,23,16,20,17,22,5,167,15,42,21,30,17,33,8,27,27,223,157,787,561,611,568,660,318,763,86,4513
30905,5,47,44,44,42,43,28,41,0,299,9,56,33,30,32,42,12,51,45,307,207,1142,784,1049,906,1015,436,943,101,6588
30906,24,133,84,111,149,171,103,139,12,931,23,97,83,87,168,166,66,125,163,973,534,2365,1875,2313,3512,3289,1722,2636,332,18582
30907,33,223,169,208,267,271,157,233,11,1567,77,228,194,243,591,588,231,476,409,3037,1243,4945,4102,5583,8775,8316,4744,8699,863,47269
30908,19,115,105,128,148,122,86,84,17,820,23,96,78,109,146,155,61,111,202,975,712,2902,2540,3489,5107,3946,1790,2842,425,23756
30909,29,162,170,200,332,361,194,320,26,1794,54,171,162,187,349,397,136,306,379,2151,1607,4342,4518,5986,9810,8629,4388,8024,834,48142
30910,15,124,86,133,174,101,60,90,19,792,37,117,88,121,146,155,52,116,245,1083,719,2971,3165,3786,5354,4124,1980,3225,479,25809
31001,34,142,105,196,393,341,195,191,11,1615,44,142,104,147,473,389,148,260,317,2026,952,2433,2332,3093,8209,6669,3868,5127,605,33286
31002,16,87,64,62,101,68,59,95,12,565,33,68,43,59,100,126,49,112,183,778,612,2080,1601,2119,3201,2940,1975,3482,432,18437
31003,20,195,131,156,232,173,110,144,21,1187,39,97,86,129,273,252,83,160,273,1406,1282,3992,3565,5130,7465,5949,2917,4249,623,35174
31004,26,99,83,86,122,78,43,58,7,598,31,89,60,66,211,174,73,145,194,1054,603,2583,1920,2510,4425,3457,2207,3320,414,21429
31101,3,38,20,21,31,35,16,35,3,204,3,29,15,15,31,29,23,37,43,228,153,602,557,721,867,777,458,916,112,5164
31102,8,61,50,63,74,78,38,62,3,435,14,34,35,42,78,76,33,44,100,447,326,1207,1002,1426,2032,1839,893,1301,221,10260
31103,13,107,70,86,113,120,58,88,11,665,30,84,53,87,202,181,70,100,188,988,562,2377,1811,2440,3877,2998,1642,2532,415,18653
31104,12,71,25,50,32,52,33,50,6,336,9,58,30,45,56,64,19,64,69,411,224,1039,696,968,998,992,527,1246,148,6839
31105,17,107,89,132,154,141,62,106,12,824,37,88,92,107,241,266,72,177,208,1290,750,2450,2370,3142,4588,4066,1940,3182,415,22894
31106,24,158,133,144,347,304,182,227,21,1544,41,146,124,133,344,291,106,206,301,1690,852,3220,2919,3561,6779,5327,2826,4275,593,30353
31201,21,72,38,47,88,65,40,119,11,505,34,46,24,51,78,87,32,114,192,656,1011,1360,1181,1639,2288,2236,2347,7612,470,20144
31202,60,240,181,216,537,371,290,499,27,2428,80,166,125,131,359,270,130,277,399,1940,1640,4813,4025,5266,8889,7016,4693,8369,905,45605
31203,12,34,41,48,66,67,44,62,9,376,16,45,29,38,54,81,38,68,81,433,289,839,765,1162,1537,1611,1120,1802,169,9292
31301,10,41,23,46,43,44,22,35,3,261,16,33,27,23,40,32,13,45,60,277,188,872,628,922,802,671,363,760,119,5328
31302,25,106,92,110,203,157,110,122,11,942,24,104,73,93,134,141,53,123,208,951,817,3108,2702,3643,4503,3421,1778,2999,443,23421
31303,0,13,13,9,14,18,10,16,3,100,5,28,12,12,22,29,11,38,39,196,139,466,340,470,682,656,383,722,90,3944
31304,10,86,74,68,95,108,47,88,10,585,35,90,42,75,165,136,43,125,126,841,397,1764,1286,1684,2548,2202,1252,2194,272,13601
31305,31,116,88,104,172,157,70,124,13,874,26,117,79,74,126,139,68,115,143,886,654,2536,2201,2924,3449,2822,1478,2407,339,18806
31401,16,157,106,105,102,125,59,102,3,783,20,102,62,72,66,108,37,109,84,645,405,2996,1731,1963,1759,2095,923,2008,208,14088
31402,18,96,83,82,117,111,56,68,9,643,15,64,48,49,77,91,20,72,155,598,467,2472,1843,2294,2671,2221,1170,2009,305,15454
31403,24,97,105,108,242,223,117,172,7,1107,41,73,89,102,294,236,101,179,150,1262,571,1949,1817,2390,4735,3675,2017,2979,304,20443
31501,15,94,43,78,96,96,30,84,16,564,29,28,17,39,36,45,22,86,137,430,443,843,671,1141,1842,1753,1325,2775,354,11149
31502,18,65,40,56,90,119,53,128,8,578,18,47,26,45,56,90,36,105,182,610,764,989,707,1197,2123,2387,2452,5679,406,16689
31503,12,28,10,27,44,44,32,42,3,242,13,30,14,24,46,43,20,75,103,364,376,610,481,825,1350,1499,724,2817,233,8920
31601,20,107,80,107,146,165,76,111,6,815,19,95,57,72,123,135,66,110,147,822,507,2239,1938,2521,3190,2829,1757,2851,291,18124
31602,32,195,134,161,211,247,99,158,10,1244,31,146,108,109,178,154,74,184,221,1201,890,4043,3085,4052,4875,4202,2372,4063,470,28054
31603,32,183,158,219,240,229,117,130,10,1316,45,136,103,108,138,173,62,140,199,1103,856,4295,3391,4259,5374,4362,2316,3561,438,28864
31605,15,144,102,112,146,136,59,97,8,823,25,100,59,98,89,130,40,102,158,795,505,2690,2155,3024,2790,2544,1367,2326,308,17714
31606,14,90,73,70,65,74,36,75,8,509,20,108,90,97,69,107,33,110,111,742,403,2155,1620,1925,1625,1829,896,2132,261,12846
31607,14,86,57,85,102,102,59,96,5,600,22,78,45,78,94,99,45,134,124,725,591,1861,1757,2362,2970,2626,1578,3260,287,17280
31608,9,44,20,23,32,32,17,31,0,206,8,36,24,21,39,32,14,36,39,259,196,777,557,762,817,797,445,1001,81,5426
31701,77,360,269,287,550,492,318,435,19,2806,65,233,124,158,352,354,175,336,425,2230,2319,7365,6026,8161,12912,9988,6169,10149,1022,64098
31801,12,82,42,73,121,123,64,117,10,652,32,66,34,45,73,90,50,100,158,650,576,1812,1384,1918,2689,2609,1510,3630,408,16534
31802,82,355,259,359,692,590,314,469,30,3153,90,255,170,222,471,451,161,342,576,2743,3100,8847,6836,9453,17618,14023,8298,12175,1328,81677
31901,22,148,117,141,276,189,116,159,20,1186,53,131,88,101,207,159,77,141,284,1236,949,3568,2972,4355,5972,4403,2631,4488,616,29956
31902,16,105,45,56,107,103,38,120,5,592,28,75,51,66,74,85,41,117,200,731,604,1949,1622,2267,2695,2304,1394,3751,428,17019
31903,21,90,75,88,141,100,60,116,9,691,38,80,55,84,99,87,37,114,182,780,601,2061,1677,2385,2663,2028,1231,2738,340,15717
31904,15,106,78,116,154,107,53,84,7,719,21,80,49,70,102,77,24,76,148,648,547,2299,1811,2635,3340,2159,1128,1913,308,16138
31905,23,88,56,69,108,81,42,63,4,520,36,60,36,55,84,64,18,67,124,549,495,1588,1293,1795,2740,1865,1062,1906,269,12998
39797,0,4,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,6,0,12,24,7,3,7,12,17,15,114,11,202
39999,171,809,427,565,511,668,287,714,59,4212,353,714,471,508,635,791,285,840,974,5569,4788,12939,9269,11598,11824,17984,8844,19262,2400,98920
40101,64,282,268,325,636,384,215,254,23,2457,88,260,171,205,419,314,118,227,693,2502,4772,10675,10943,13644,30815,21161,11016,13077,1555,117645
40102,22,149,91,108,139,130,77,123,10,852,36,131,65,81,79,83,32,90,120,704,780,3631,2531,3015,2917,2609,1680,2762,351,20274
40103,16,104,80,89,138,97,41,52,5,615,16,78,53,57,60,81,29,44,99,517,604,2542,2029,2243,3074,2435,1505,2049,229,16709
40104,12,93,63,77,98,65,54,62,3,529,3,45,36,44,58,47,15,28,67,334,304,1686,1196,1564,1670,1186,721,1071,142,9549
40105,16,137,129,144,269,218,113,131,14,1163,24,96,52,80,135,113,42,85,140,773,652,3471,2617,3052,4599,3440,2120,2777,320,23053
40106,5,51,50,58,85,78,46,52,5,426,7,44,27,18,39,33,16,27,57,259,251,1340,963,1179,1487,1066,639,1010,125,8055
40107,46,188,156,209,286,176,100,131,18,1297,14,73,45,68,84,85,36,60,103,569,654,2710,2303,2765,3834,2863,1690,2291,260,19370
40201,13,73,56,51,84,71,39,44,3,434,19,36,23,30,59,28,29,44,80,342,328,1471,1136,1502,1715,1269,886,1232,174,9713
40202,18,117,58,77,134,107,56,69,5,648,27,88,60,87,153,110,47,72,205,848,958,3047,2752,3891,5527,3730,1882,2452,451,24698
40203,27,114,114,131,289,235,105,126,12,1154,18,91,60,73,197,146,52,80,165,887,759,2608,2204,2944,5999,3491,2282,2837,357,23484
40204,42,173,128,143,379,284,170,222,11,1550,52,165,106,157,422,279,131,174,374,1861,1533,4786,3982,5303,11383,7949,5083,5627,791,46444
40205,33,179,139,154,177,158,108,131,8,1087,21,91,40,71,83,73,41,71,135,624,695,4199,2771,3234,3824,2602,1650,2208,331,21518
40301,25,99,72,101,141,100,60,87,4,694,14,55,45,40,51,60,17,32,76,383,416,2349,1640,2028,2011,1468,876,1232,175,12191
40302,27,164,102,114,176,141,83,99,9,920,31,90,58,61,132,115,46,75,141,754,828,3559,2586,3142,4471,3011,1778,2116,327,21818
40303,30,169,99,119,204,154,104,113,10,994,21,91,62,91,117,97,38,64,141,718,1174,3896,3471,4384,5468,3740,2036,2850,337,27360
40304,32,259,178,229,321,245,125,217,13,1632,50,162,89,124,197,159,78,160,247,1259,1402,6387,4667,5745,6954,4914,3073,4165,594,37893
40401,48,238,179,231,463,321,175,198,14,1873,52,154,113,141,307,253,95,139,266,1521,1317,5288,4081,5450,8791,6138,3326,4429,596,39422
40402,48,134,161,223,529,369,233,219,18,1931,58,138,115,127,430,257,122,184,294,1715,1186,3273,2640,3769,9625,7333,5271,5727,663,39493
40403,67,166,185,235,594,418,277,236,21,2195,43,124,98,125,290,227,109,142,280,1440,1448,4262,3992,5240,10523,7502,4724,5158,637,43485
40501,13,61,30,65,77,77,51,59,3,437,26,51,34,43,74,85,32,53,87,476,515,1847,1451,1746,2122,2479,1429,2125,214,13934
40502,8,38,36,23,44,46,23,43,0,259,16,25,16,31,34,31,19,46,85,307,365,1103,931,1209,1326,1286,749,1708,193,8869
40503,14,38,33,33,65,63,43,45,4,337,8,38,11,22,38,29,19,25,86,277,391,1329,1112,1253,1443,1400,1096,1829,204,10046
40504,14,60,28,52,60,77,29,43,8,355,21,34,20,15,24,29,11,31,81,268,381,1286,925,1150,1118,1120,647,1292,186,8097
40601,24,129,82,112,168,147,71,110,8,851,29,66,43,52,89,91,62,87,208,729,979,2810,2352,2902,3923,3117,2197,3830,483,22591
40602,9,38,27,58,72,78,45,89,8,435,23,39,19,18,33,50,21,70,119,402,750,1076,987,1249,2092,1573,1317,4589,301,13932
40701,18,104,48,72,89,89,44,84,0,558,19,80,47,53,34,52,17,44,109,455,612,2499,1962,2367,2065,1715,980,1922,253,14390
40702,36,148,92,108,204,173,121,144,16,1047,44,117,67,68,149,117,51,97,188,897,1229,3325,2536,3318,4819,3949,2567,4513,478,26740
40703,21,140,85,102,195,191,85,136,10,961,52,105,69,85,155,138,38,108,205,952,1042,3233,2748,3696,5037,4569,2395,4441,534,27695
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,3,3,8,4,5,19,0,64
49999,73,316,149,205,177,214,77,137,18,1372,137,243,123,152,174,183,64,183,265,1522,1811,5455,3686,4687,4523,5944,2625,4868,699,34306
50101,33,121,93,91,103,137,62,76,12,722,30,102,78,72,91,112,55,101,140,781,835,3121,2463,2877,2865,2877,1533,2511,360,19438
50102,45,236,155,205,281,306,207,272,29,1727,87,181,95,111,212,270,127,321,331,1737,1952,4892,3966,4734,7005,6522,5228,7824,821,42934
50103,19,36,21,37,43,48,31,50,3,272,25,51,22,33,38,52,17,54,86,388,450,1193,982,1080,1045,1312,694,1635,176,8572
50201,32,169,122,149,202,179,100,130,14,1097,28,159,115,76,111,180,60,130,199,1051,990,4309,3404,3729,4804,3630,1931,3075,472,26336
50301,35,204,152,188,280,213,96,118,17,1308,38,218,135,99,144,201,71,159,242,1317,1458,6408,5068,4880,7036,6769,3039,4720,596,39969
50302,141,511,551,638,1267,985,506,629,54,5280,241,580,517,495,930,1439,479,913,1241,6843,7304,14863,17312,17051,37936,43753,19862,28293,2602,188978
50401,45,229,180,149,319,301,148,206,23,1578,47,174,125,95,275,305,123,182,203,1535,697,3765,2929,2971,4729,4485,2255,3140,478,25442
50402,19,85,54,41,72,73,47,57,4,445,12,60,44,29,72,90,37,69,83,498,323,1540,1118,1105,1354,1612,840,1188,172,9244
50403,93,314,218,255,533,710,292,560,11,2986,86,285,210,237,538,595,220,440,406,3018,1736,6400,5215,5563,10758,10512,5342,8282,888,54697
50501,55,411,297,345,401,276,153,158,19,2121,61,262,140,118,173,238,69,148,345,1552,1568,9501,6714,6723,7497,6322,2880,4106,751,46063
50502,69,421,321,320,586,595,307,345,26,2994,94,363,288,272,543,648,260,394,501,3359,2139,9278,7725,7899,13786,13458,6416,8709,1114,70529
50503,47,345,226,245,347,438,195,373,22,2242,88,258,181,193,467,532,198,358,364,2636,1349,6373,4707,5187,7782,7838,3756,6331,770,44095
50601,14,143,69,96,119,116,70,84,5,718,32,97,55,47,101,120,38,80,149,716,629,2920,2169,2449,2922,2773,1394,1979,342,17569
50602,53,198,205,243,525,504,239,359,22,2359,68,263,209,208,512,593,208,392,517,2976,2394,5235,5458,6602,12600,12558,7023,11105,1146,64116
50603,68,313,278,287,665,652,322,431,23,3034,91,326,248,254,803,866,377,502,495,3960,1951,6939,5474,5803,13742,13386,6940,8758,1067,64061
50604,32,190,128,128,290,238,125,263,19,1412,54,147,94,108,258,237,96,165,211,1375,791,3568,2841,2913,4521,4133,2016,3107,452,24345
50605,19,128,67,66,116,121,65,97,12,695,25,89,56,62,104,126,45,86,106,704,402,2210,1517,1651,2317,2428,1461,2206,253,14453
50606,3,31,22,25,15,15,15,14,0,136,7,25,27,22,32,50,20,45,23,249,180,675,475,559,624,773,445,780,70,4577
50607,10,103,52,54,84,53,40,42,7,444,20,90,57,47,64,94,10,58,90,523,432,2138,1726,1640,2301,2132,1045,1556,201,13175
50701,41,211,145,180,277,341,160,258,16,1632,83,228,158,199,511,611,273,478,329,2869,1378,4585,3621,4088,7663,8772,4710,7763,732,43309
50702,29,118,103,112,202,177,90,119,14,959,56,169,106,101,224,255,96,207,206,1414,1030,3637,3175,3095,4971,4916,2515,3591,447,27379
50703,16,45,45,30,65,42,29,65,0,343,27,55,35,32,121,138,58,122,97,679,508,1037,920,1037,2504,2528,1813,2467,198,13009
50704,34,263,208,242,408,306,137,147,14,1759,62,213,146,131,194,257,89,143,287,1516,1443,6738,5266,5275,7291,6421,2856,4300,605,40189
50705,47,228,176,152,236,217,115,138,10,1317,49,154,101,110,161,209,71,133,216,1198,1141,4995,3683,3856,5002,4605,2686,3618,499,30091
50901,31,143,100,103,178,177,83,126,14,962,45,143,75,96,95,141,49,122,194,963,1111,3289,2475,3115,3679,3678,2226,4043,438,24054
50902,23,86,59,71,97,126,65,118,12,654,50,105,64,66,78,148,79,171,186,946,924,2373,2025,2202,2495,3423,2197,5655,459,21752
50903,13,35,29,13,30,80,44,86,3,325,31,39,19,30,28,56,19,55,108,370,590,958,830,877,928,1495,1066,3415,235,10396
51001,11,57,41,64,108,119,42,124,16,583,27,35,15,30,54,58,26,101,81,420,606,728,673,1024,1855,1724,1087,3148,243,11077
51002,29,50,46,46,82,66,53,210,8,593,38,42,29,30,63,65,36,178,166,648,1400,883,748,866,1541,1502,1769,9974,451,19133
51003,40,63,37,71,93,117,88,277,14,791,137,112,62,74,115,175,101,802,341,1911,2835,1805,1442,1745,2561,3102,3113,19938,803,37344
51101,15,28,20,27,54,47,38,51,6,284,14,28,21,19,31,37,13,52,57,271,326,618,453,576,724,794,583,1640,134,5846
51102,8,11,10,9,12,28,15,27,4,127,12,16,4,12,21,15,10,20,33,141,198,304,247,352,509,575,490,1003,75,3755
51103,28,61,55,55,104,120,91,281,9,805,39,68,36,54,88,110,51,178,163,784,1169,1410,1094,1465,2303,2576,2401,8026,429,20861
51104,27,97,73,82,135,183,79,183,10,855,39,93,62,72,106,163,72,201,197,1003,1269,2207,1760,2334,3300,3391,2195,6543,483,23480
59797,3,0,0,0,0,0,0,4,0,9,19,3,4,0,3,12,9,180,15,231,169,39,16,21,31,37,35,1225,31,1595
59999,92,553,293,322,248,323,159,358,24,2369,265,423,262,274,305,486,154,492,512,3179,3494,7379,5206,6234,5877,9732,4125,11072,1251,54378
60101,3,12,6,16,31,25,9,18,0,134,4,6,6,10,8,22,3,8,16,84,126,366,270,326,530,501,267,394,46,2825
60102,20,96,81,106,93,90,53,47,7,587,16,52,46,44,74,62,29,34,88,446,586,2100,1683,2030,3072,2400,1191,1519,216,14795
60103,16,91,90,91,180,160,73,100,10,828,33,62,53,79,166,143,50,100,189,877,733,2354,2071,2559,4415,3612,2139,2313,409,20606
60104,10,73,33,47,43,55,32,50,4,344,12,48,24,29,35,39,14,24,50,279,296,1489,988,1119,1272,1157,637,892,122,7970
60105,49,245,203,258,465,298,163,209,20,1897,66,148,99,118,185,139,42,104,296,1197,2200,6196,5692,7110,11978,7744,4268,5503,654,51349
60106,8,14,13,5,9,22,13,3,3,94,6,11,12,19,7,10,7,13,21,106,141,610,432,443,443,448,189,353,48,3108
60201,43,209,170,176,319,263,143,173,14,1513,52,137,78,96,211,155,56,98,284,1164,1494,4842,4282,5151,7926,5649,2971,3964,594,36869
60202,7,17,14,18,17,23,7,19,3,137,9,24,23,22,22,35,8,21,41,205,255,759,635,649,695,748,433,881,109,5172
60203,7,60,39,47,56,58,29,33,4,328,25,51,34,42,66,63,39,54,90,477,488,1446,1205,1514,2028,1811,1219,1869,235,11808
60301,0,9,5,5,0,3,3,7,0,29,9,10,3,9,15,12,0,9,26,104,91,265,236,256,280,359,167,483,69,2207
60302,5,23,20,18,26,34,8,19,0,150,11,23,27,19,22,21,6,17,55,207,186,775,616,693,692,802,352,663,116,4887
60303,0,12,0,3,11,3,3,13,0,39,11,18,4,11,5,9,0,11,26,92,126,389,243,320,300,262,154,309,57,2166
60401,18,99,84,91,181,160,74,96,9,811,36,93,39,64,111,114,47,63,141,697,763,2499,2138,2436,3548,2828,1611,2283,333,18442
60402,28,96,73,89,176,105,52,81,10,709,26,81,47,57,87,85,38,60,138,609,843,2284,1901,2273,3127,2450,1472,2106,312,16767
60403,5,37,23,21,27,28,21,33,6,200,19,35,22,18,30,27,22,28,55,257,372,772,667,721,1007,960,864,1683,162,7203
69797,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,6,3,0,3,3,3,28,0,55
69999,11,61,37,35,35,41,19,36,4,285,39,62,46,46,62,77,29,60,112,521,518,1454,963,1119,1132,1649,727,1317,250,9132
70101,22,59,61,86,256,258,123,175,17,1057,37,71,60,68,193,214,83,174,250,1146,1079,1376,1530,2069,6657,5809,3083,5243,563,27413
70102,14,70,59,76,151,131,76,123,9,718,41,64,42,53,160,157,56,159,233,966,957,1847,1753,2099,5085,4177,2148,4086,517,22672
70103,4,19,10,17,38,37,23,63,12,227,43,41,16,37,74,82,35,286,133,754,845,601,542,653,1662,2002,1401,6858,334,14906
70104,13,28,27,35,77,81,37,63,3,356,13,25,11,28,54,64,30,76,65,366,291,713,575,761,1636,1278,706,1280,155,7396
70201,23,60,53,63,217,140,69,105,21,747,28,25,27,39,120,101,44,96,149,634,721,939,903,1395,3959,3211,1646,3152,359,16277
70202,5,7,11,15,28,18,0,15,4,104,0,7,6,6,22,21,3,20,33,123,84,97,88,159,460,302,114,533,63,1913
70203,8,58,32,31,84,69,10,29,21,331,24,21,8,18,24,27,12,32,139,310,206,355,264,335,849,793,288,1116,226,4432
70204,5,23,33,41,64,57,11,32,4,274,14,4,11,8,24,17,5,20,114,208,290,243,305,405,713,733,407,1203,169,4453
70205,19,35,23,24,61,72,21,61,23,333,16,24,14,15,32,29,12,47,122,307,286,453,330,462,1339,1109,614,1683,252,6525
79797,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,10,3,18,9,0,3,3,4,4,7,60,3,91
79999,11,18,6,11,11,9,8,28,5,111,22,11,23,17,22,38,21,47,47,251,334,295,225,297,358,561,299,1194,109,3674
80101,17,147,110,107,180,140,101,111,5,919,29,87,46,56,83,83,37,81,171,667,1217,3416,2565,3016,6389,5245,2653,3526,443,28466
80103,7,23,18,28,45,52,25,53,4,255,14,30,20,18,56,87,39,63,74,394,478,749,711,954,2993,3161,1769,2199,181,13195
80104,12,102,60,54,162,145,79,111,8,740,13,57,35,32,69,113,36,67,79,498,501,2108,1285,1472,3015,2725,1373,2146,211,14840
80105,43,178,132,148,254,202,116,155,21,1245,48,147,86,94,251,240,88,124,391,1470,2744,4773,4544,5590,16429,13250,6908,8012,988,63241
80106,43,153,147,203,449,356,217,275,12,1861,39,130,112,92,237,272,106,202,347,1531,2353,4243,3826,4771,12036,11819,6387,7904,789,54124
80107,12,93,67,77,100,87,62,92,7,592,12,51,32,35,57,70,17,33,116,426,748,2542,1657,2046,4102,3509,1701,2028,261,18594
80108,4,37,38,26,47,25,10,24,3,213,4,17,10,11,8,14,4,17,19,105,162,750,496,532,769,607,298,515,61,4182
80109,17,77,58,74,144,97,70,116,17,671,27,54,36,42,89,77,38,41,138,539,1178,2179,2089,2789,5567,4381,2137,2673,329,23316
80110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,9,6,25,22,25,46,62,28,55,8,280
80111,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,5,0,0,3,10,11,26,26,23,96,93,54,75,4,403
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,11,50,21,30,27,38,14,26,4,226,18,43,19,22,47,47,21,23,59,302,317,1019,574,659,860,1521,641,1078,157,6817
90101,3,3,4,3,0,3,0,3,0,29,0,3,4,0,12,9,3,5,9,46,82,67,54,61,250,162,132,167,16,986
90102,0,0,0,0,0,0,0,0,0,6,5,6,0,0,9,0,0,6,11,33,17,31,14,29,46,27,13,48,14,237
90103,0,0,0,0,3,0,0,0,0,7,4,0,3,0,3,6,0,0,7,23,31,24,31,28,89,54,83,131,11,478
90104,3,0,6,7,7,6,3,4,0,34,0,4,3,6,3,10,0,5,9,41,43,104,89,123,216,162,96,128,29,988
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,3,0,16,31,8,6,7,4,22,4,31,6,118
