SA3_CODE_2016,P_75ov_EWFT,P_75ov_EWPT,P_75ov_EAFW,P_75ov_EHW_NS,P_75ov_Tot,P_Tot_EWFT,P_Tot_EWPT,P_Tot_EAFW,P_Tot_EHW_NS,P_Tot_Tot
20603,42,61,6,4,119,11408,8710,638,427,21178
20604,376,557,53,122,1115,301972,98326,14308,7008,421617
20605,100,183,24,30,336,65339,21690,2406,1504,90934
20606,64,167,15,14,256,19954,12266,855,577,33646
20607,83,157,12,21,278,53704,24014,2302,1405,81417
20701,105,354,25,21,510,41851,27006,2088,1156,72106
20702,39,145,12,7,203,12051,11511,717,448,24724
20703,32,154,8,18,215,27382,17573,1543,797,47301
20801,44,185,10,15,247,15396,12799,824,520,29534
20802,71,197,13,24,293,20575,17019,1132,709,39434
20803,91,190,17,16,307,39388,20909,1631,1099,63030
20804,42,84,6,10,143,10677,9715,658,362,21411
20901,41,131,15,16,206,21635,16948,1484,696,40759
20902,40,74,8,5,123,19982,13157,1105,785,35028
20903,27,63,0,6,92,6583,6730,423,262,14000
20904,54,115,21,14,202,33099,21154,1800,1258,57303
21001,35,59,3,11,111,21979,9434,876,691,32979
21002,10,34,3,3,57,3441,3111,248,138,6946
21003,17,40,4,6,65,8612,5626,445,329,15002
21004,9,20,0,3,34,3904,3716,258,165,8039
21005,75,80,9,24,191,51278,21354,2321,1740,76693
21101,72,182,14,22,288,41003,22666,1982,1203,66860
21102,12,52,4,3,71,2130,2251,156,88,4622
21103,41,119,9,20,195,24773,15952,1264,773,42764
21104,22,84,15,11,128,12668,9011,618,374,22671
21105,68,167,21,21,280,20362,16961,1460,749,39531
21201,68,88,9,13,177,12962,9397,722,523,23603
21202,42,85,4,13,136,21363,14459,1179,778,37780
21203,25,57,7,8,94,13120,10377,754,542,24792
21204,108,176,10,49,346,74923,28234,2757,2173,108092
21205,89,267,20,39,421,66892,31728,2967,1819,103405
21301,48,73,7,12,141,32933,18490,1548,1308,54288
21302,29,59,3,9,100,22185,9625,939,684,33435
21303,26,58,9,3,97,21620,14120,1136,783,37665
21304,22,48,4,10,87,16427,10973,935,606,28946
21305,46,60,12,13,133,40446,20715,1852,1443,64450
21401,53,103,6,11,182,23013,15648,1309,738,40714
21402,82,242,26,24,377,25350,21428,1728,956,49461
21501,172,177,26,50,424,14619,8832,1093,553,25097
21502,57,65,3,14,140,11789,6386,716,432,19322
21503,85,84,18,22,205,9115,5132,651,402,15300
21601,52,99,9,25,179,9017,5381,644,350,15393
21602,47,54,8,13,129,6214,3517,536,272,10542
21603,86,95,19,20,222,16703,9279,1192,603,27776
21701,105,85,13,19,219,8252,5353,627,328,14565
21703,80,81,17,15,189,9187,5805,697,339,16027
21704,55,80,9,4,146,11019,6639,762,384,18799
29797,0,0,0,0,0,110,24,22,9,155
29999,139,351,60,61,612,68404,42345,5166,3122,119037
30101,29,37,6,7,75,10205,7792,519,286,18803
30102,38,77,3,3,121,12457,9694,773,391,23321
30103,35,47,6,8,94,26808,9783,1050,652,38296
30201,12,28,3,6,42,3822,3427,241,125,7613
30202,45,71,3,15,128,21590,12938,1131,537,36198
30203,66,76,14,16,175,45640,14810,2101,1051,63600
30204,12,33,0,5,48,5870,4860,414,183,11319
30301,9,31,0,3,46,7844,5838,431,212,14327
30302,23,85,5,15,129,24065,13271,1510,578,39417
30303,15,76,3,8,108,20186,11774,1019,551,33532
30304,17,42,9,3,70,14008,6064,550,352,20987
30305,42,66,4,12,120,28941,8917,1082,746,39692
30306,7,29,0,3,43,3775,3589,217,163,7739
30401,9,9,0,4,25,5004,4227,325,140,9698
30402,28,60,3,4,97,4041,3981,281,93,8399
30403,22,86,8,6,123,13190,10672,821,418,25104
30404,6,42,3,10,58,10726,5797,673,278,17477
30501,121,211,17,50,393,143517,45883,6877,2714,198985
30502,24,44,3,3,67,9318,4435,325,216,14292
30503,57,141,3,12,213,41802,17645,2232,912,62596
30504,35,73,12,16,130,22861,11475,1105,506,35942
30601,9,27,4,0,51,7872,5251,475,234,13827
30602,85,111,8,24,226,33481,16502,1736,979,52699
30603,79,66,10,8,165,7803,4336,437,349,12925
30604,25,33,6,0,59,3424,1870,171,138,5606
30605,61,95,8,18,178,8058,5353,540,341,14288
30701,195,136,10,31,371,15518,5426,1009,464,22425
30702,139,116,9,18,277,12570,5119,643,418,18747
30703,90,108,14,24,232,8589,5255,547,356,14748
30801,36,31,5,10,78,11147,3795,763,355,16058
30803,89,128,15,27,260,28028,14937,1741,767,45480
30804,35,27,3,0,66,3883,1632,206,116,5843
30805,41,44,6,8,99,16809,7170,1021,470,25466
30901,38,96,6,17,162,18516,13217,822,614,33177
30902,12,57,7,10,85,9331,7861,544,309,18047
30903,31,77,4,4,123,10225,7550,440,376,18587
30904,23,38,3,3,70,2310,1961,157,86,4513
30905,8,30,0,0,38,3307,2976,207,101,6588
30906,11,63,7,6,81,11161,6549,534,332,18582
30907,40,87,4,12,148,30528,14638,1243,863,47269
30908,19,51,0,7,79,13686,8936,712,425,23756
30909,62,107,12,16,195,30852,14844,1607,834,48142
30910,45,92,3,7,152,14690,9923,719,479,25809
31001,19,38,8,9,76,23868,7859,952,605,33286
31002,88,73,9,33,205,11601,5796,612,432,18437
31003,31,58,9,6,103,20580,12690,1282,623,35174
31004,13,26,3,0,47,13403,7009,603,414,21429
31101,23,32,0,8,56,3019,1882,153,112,5164
31102,13,12,0,3,29,6067,3641,326,221,10260
31103,8,33,0,0,38,11053,6623,562,415,18653
31104,8,24,0,0,32,3769,2697,224,148,6839
31105,21,27,3,6,53,13774,7957,750,415,22894
31106,19,54,6,8,82,19209,9699,852,593,30353
31201,50,34,12,15,101,14479,4180,1011,470,20144
31202,107,101,8,38,253,28966,14100,1640,905,45605
31203,32,28,0,0,60,6071,2771,289,169,9292
31301,9,31,4,5,47,2598,2429,188,119,5328
31302,14,33,3,8,66,12698,9454,817,443,23421
31303,27,18,3,3,53,2441,1278,139,90,3944
31304,12,23,0,0,36,8192,4740,397,272,13601
31305,23,48,4,7,80,10157,7654,654,339,18806
31401,11,48,0,3,69,6780,6694,405,208,14088
31402,8,12,0,3,28,8067,6611,467,305,15454
31403,12,20,3,3,34,13409,6157,571,304,20443
31501,48,20,3,8,84,7697,2654,443,354,11149
31502,45,28,3,6,81,12636,2887,764,406,16689
31503,82,26,7,14,129,6384,1923,376,233,8920
31601,13,33,0,7,53,10628,6695,507,291,18124
31602,19,85,7,18,132,15512,11184,890,470,28054
31603,25,60,6,10,95,15616,11948,856,438,28864
31605,24,62,3,10,101,9032,7870,505,308,17714
31606,36,77,10,5,129,6482,5702,403,261,12846
31607,24,38,4,3,75,10428,5979,591,287,17280
31608,12,23,0,4,35,3063,2092,196,81,5426
31701,98,151,13,36,302,39215,21548,2319,1022,64098
31801,97,100,12,28,244,10437,5114,576,408,16534
31802,77,138,7,26,244,52113,25132,3100,1328,81677
31901,68,95,10,26,198,17490,10897,949,616,29956
31902,146,107,16,23,295,10147,5835,604,428,17019
31903,71,56,7,16,150,8658,6124,601,340,15717
31904,16,36,3,17,70,8540,6742,547,308,16138
31905,46,50,3,10,107,7561,4671,495,269,12998
39797,0,0,0,0,0,150,14,24,11,202
39999,90,225,52,47,410,57917,33813,4788,2400,98920
40101,82,188,14,33,318,76066,35253,4772,1555,117645
40102,61,104,16,7,189,9970,9177,780,351,20274
40103,24,103,5,9,142,9069,6809,604,229,16709
40104,20,39,3,0,58,4651,4450,304,142,9549
40105,35,83,6,6,134,12941,9140,652,320,23053
40106,8,37,4,3,52,4199,3479,251,125,8055
40107,27,70,7,9,110,10674,7776,654,260,19370
40201,20,26,3,3,51,5098,4115,328,174,9713
40202,31,26,4,12,71,13592,9695,958,451,24698
40203,19,45,3,3,76,14612,7759,759,357,23484
40204,42,65,13,12,137,30051,14067,1533,791,46444
40205,20,45,5,0,74,10282,10204,695,331,21518
40301,12,64,11,3,89,5591,6018,416,175,12191
40302,23,60,8,19,108,11378,9286,828,327,21818
40303,23,123,6,11,169,14097,11758,1174,337,27360
40304,43,99,4,14,158,19102,16798,1402,594,37893
40401,45,108,9,19,176,22686,14818,1317,596,39422
40402,40,72,13,17,136,27957,9684,1186,663,39493
40403,48,91,9,7,157,27902,13497,1448,637,43485
40501,54,70,3,13,142,8151,5052,515,214,13934
40502,51,74,12,17,154,5064,3245,365,193,8869
40503,42,34,10,16,99,5758,3690,391,204,10046
40504,42,60,15,20,139,4176,3353,381,186,8097
40601,59,73,10,17,165,13071,8062,979,483,22591
40602,36,27,8,9,73,9570,3313,750,301,13932
40701,56,133,8,18,210,6685,6833,612,253,14390
40702,123,174,23,31,343,15850,9178,1229,478,26740
40703,108,157,23,33,320,16442,9680,1042,534,27695
49797,0,0,0,0,0,41,11,14,0,64
49999,40,99,19,24,185,17962,13830,1811,699,34306
50101,47,92,13,17,167,9791,8457,835,360,19438
50102,53,126,14,15,203,26571,13593,1952,821,42934
50103,61,71,11,13,159,4687,3256,450,176,8572
50201,29,118,9,14,167,13437,11440,990,472,26336
50301,67,253,14,10,338,21557,16350,1458,596,39969
50302,149,356,20,42,567,129845,49230,7304,2602,188978
50401,27,71,7,3,111,14612,9660,697,478,25442
50402,4,56,3,3,69,4986,3764,323,172,9244
50403,46,117,14,10,186,34895,17182,1736,888,54697
50501,19,113,11,8,159,20799,22937,1568,751,46063
50502,81,256,16,18,369,42368,24901,2139,1114,70529
50503,37,87,12,8,138,25712,16266,1349,770,44095
50601,21,47,3,3,79,9069,7534,629,342,17569
50602,57,102,13,11,185,43281,17295,2394,1146,64116
50603,56,111,14,4,181,42826,18220,1951,1067,64061
50604,27,62,6,4,102,13775,9325,791,452,24345
50605,18,76,0,0,97,8418,5379,402,253,14453
50606,9,20,0,3,32,2617,1715,180,70,4577
50607,17,42,9,3,66,7040,5505,432,201,13175
50701,53,71,8,13,137,28905,12290,1378,732,43309
50702,26,100,8,6,146,15994,9908,1030,447,27379
50703,12,15,0,0,31,9312,2988,508,198,13009
50704,44,135,8,16,204,20864,17278,1443,605,40189
50705,20,65,3,10,97,15914,12535,1141,499,30091
50901,99,144,21,34,300,13629,8878,1111,438,24054
50902,161,205,17,22,404,13768,6608,924,459,21752
50903,71,84,22,18,196,6908,2666,590,235,10396
51001,22,18,0,0,47,7809,2423,606,243,11077
51002,13,9,0,3,34,14791,2491,1400,451,19133
51003,25,37,0,3,65,28707,4991,2835,803,37344
51101,23,30,0,0,54,3741,1651,326,134,5846
51102,8,17,0,0,21,2578,897,198,75,3755
51103,26,20,3,6,55,15298,3968,1169,429,20861
51104,51,65,7,14,137,15431,6300,1269,483,23480
59797,4,0,0,0,4,1315,74,169,31,1595
59999,51,125,37,22,229,30815,18821,3494,1251,54378
60101,4,6,3,3,12,1688,970,126,46,2825
60102,12,52,0,12,77,8177,5813,586,216,14795
60103,18,55,5,15,92,12480,6985,733,409,20606
60104,0,34,0,3,40,3954,3592,296,122,7970
60105,43,127,8,19,204,29499,18998,2200,654,51349
60106,6,20,0,0,26,1427,1489,141,48,3108
60201,26,105,6,11,150,20509,14272,1494,594,36869
60202,32,40,0,0,75,2762,2049,255,109,5172
60203,50,78,14,7,149,6914,4169,488,235,11808
60301,18,20,5,3,45,1289,760,91,69,2207
60302,22,28,3,11,58,2509,2080,186,116,4887
60303,4,22,3,6,29,1025,949,126,57,2166
60401,26,70,3,12,109,10273,7075,763,333,18442
60402,37,66,3,10,116,9154,6462,843,312,16767
60403,27,34,10,10,81,4516,2157,372,162,7203
69797,0,0,0,0,0,43,10,5,0,55
69999,12,28,4,7,54,4823,3544,518,250,9132
70101,38,36,3,7,88,20793,4979,1079,563,27413
70102,22,34,3,4,62,15504,5695,957,517,22672
70103,17,10,3,0,32,11928,1797,845,334,14906
70104,4,8,0,0,18,4898,2054,291,155,7396
70201,24,28,3,0,62,11963,3234,721,359,16277
70202,9,0,0,0,6,1410,351,84,63,1913
70203,7,6,4,3,21,3048,955,206,226,4432
70204,5,3,0,3,12,3051,949,290,169,4453
70205,14,16,3,5,36,4745,1243,286,252,6525
79797,0,0,0,0,0,74,6,9,3,91
79999,10,3,4,0,20,2411,819,334,109,3674
80101,25,56,12,6,100,17815,8993,1217,443,28466
80103,9,9,0,3,22,10127,2416,478,181,13195
80104,12,28,3,0,48,9255,4868,501,211,14840
80105,33,73,12,6,130,44600,14904,2744,988,63241
80106,50,107,10,15,188,38145,12839,2353,789,54124
80107,12,35,0,0,55,11342,6245,748,261,18594
80108,4,20,0,3,27,2193,1769,162,61,4182
80109,24,62,9,11,103,14750,7054,1178,329,23316
80110,0,0,0,0,0,186,75,6,8,280
80111,0,0,0,0,0,310,77,11,4,403
89797,0,0,0,0,0,0,0,0,0,0
89999,9,20,4,4,32,4093,2246,317,157,6817
90101,3,3,0,0,5,712,179,82,16,986
90102,0,0,0,0,0,136,73,17,14,237
90103,0,0,0,0,0,354,80,31,11,478
90104,5,16,0,3,33,607,312,43,29,988
99797,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,56,24,31,6,118
