GCCSA_CODE_2016,OIDNS_500_649_A_35_44,OIDNS_500_649_A_45_54,OIDNS_500_649_A_55_64,OIDNS_500_649_A_65_74,OIDNS_500_649_A_75ov,OIDNS_500_649_T,OIDNS_650_799_A_15_19,OIDNS_650_799_A_20_24,OIDNS_650_799_A_25_34,OIDNS_650_799_A_35_44,OIDNS_650_799_A_45_54,OIDNS_650_799_A_55_64,OIDNS_650_799_A_65_74,OIDNS_650_799_A_75ov,OIDNS_650_799_T,OIDNS_800_999_A_15_19,OIDNS_800_999_A_20_24,OIDNS_800_999_A_25_34,OIDNS_800_999_A_35_44,OIDNS_800_999_A_45_54,OIDNS_800_999_A_55_64,OIDNS_800_999_A_65_74,OIDNS_800_999_A_75ov,OIDNS_800_999_T,OIDNS_1000_1249_A_15_19,OIDNS_1000_1249_A_20_24,OIDNS_1000_1249_A_25_34,OIDNS_1000_1249_A_35_44,OIDNS_1000_1249_A_45_54,OIDNS_1000_1249_A_55_64,OIDNS_1000_1249_A_65_74,OIDNS_1000_1249_A_75ov,OIDNS_1000_1249_T,OIDNS_1250_1499_A_15_19,OIDNS_1250_1499_A_20_24,OIDNS_1250_1499_A_25_34,OIDNS_1250_1499_A_35_44,OIDNS_1250_1499_A_45_54,OIDNS_1250_1499_A_55_64,OIDNS_1250_1499_A_65_74,OIDNS_1250_1499_A_75ov,OIDNS_1250_1499_T,OIDNS_1500_1749_A_15_19,OIDNS_1500_1749_A_20_24,OIDNS_1500_1749_A_25_34,OIDNS_1500_1749_A_35_44,OIDNS_1500_1749_A_45_54,OIDNS_1500_1749_A_55_64,OIDNS_1500_1749_A_65_74,OIDNS_1500_1749_A_75ov,OIDNS_1500_1749_T,OIDNS_1750_1999_A_15_19,OIDNS_1750_1999_A_20_24,OIDNS_1750_1999_A_25_34,OIDNS_1750_1999_A_35_44,OIDNS_1750_1999_A_45_54,OIDNS_1750_1999_A_55_64,OIDNS_1750_1999_A_65_74,OIDNS_1750_1999_A_75ov,OIDNS_1750_1999_T,OIDNS_2000_2999_A_15_19,OIDNS_2000_2999_A_20_24,OIDNS_2000_2999_A_25_34,OIDNS_2000_2999_A_35_44,OIDNS_2000_2999_A_45_54,OIDNS_2000_2999_A_55_64,OIDNS_2000_2999_A_65_74,OIDNS_2000_2999_A_75ov,OIDNS_2000_2999_T,OIDNS_3000mo_A_15_19,OIDNS_3000mo_A_20_24,OIDNS_3000mo_A_25_34,OIDNS_3000mo_A_35_44,OIDNS_3000mo_A_45_54,OIDNS_3000mo_A_55_64,OIDNS_3000mo_A_65_74,OIDNS_3000mo_A_75ov,OIDNS_3000mo_T,OIDNS_PINS_A_15_19,OIDNS_PINS_A_20_24,OIDNS_PINS_A_25_34,OIDNS_PINS_A_35_44,OIDNS_PINS_A_45_54,OIDNS_PINS_A_55_64,OIDNS_PINS_A_65_74,OIDNS_PINS_A_75ov,OIDNS_PINS_T,OIDNS_Tot_A_15_19,OIDNS_Tot_A_20_24,OIDNS_Tot_A_25_34,OIDNS_Tot_A_35_44,OIDNS_Tot_A_45_54,OIDNS_Tot_A_55_64,OIDNS_Tot_A_65_74,OIDNS_Tot_A_75ov,OIDNS_Tot_Tot,Tot_NNI_A_15_19,Tot_NNI_A_20_24,Tot_NNI_A_25_34,Tot_NNI_A_35_44,Tot_NNI_A_45_54,Tot_NNI_A_55_64,Tot_NNI_A_65_74,Tot_NNI_A_75ov,Tot_NNI_Tot,Tot_1_149_A_15_19,Tot_1_149_A_20_24,Tot_1_149_A_25_34,Tot_1_149_A_35_44,Tot_1_149_A_45_54,Tot_1_149_A_55_64,Tot_1_149_A_65_74,Tot_1_149_A_75ov,Tot_1_149_Tot,Tot_150_299_A_15_19,Tot_150_299_A_20_24,Tot_150_299_A_25_34,Tot_150_299_A_35_44,Tot_150_299_A_45_54,Tot_150_299_A_55_64,Tot_150_299_A_65_74,Tot_150_299_A_75ov,Tot_150_299_Tot,Tot_300_399_A_15_19,Tot_300_399_A_20_24,Tot_300_399_A_25_34,Tot_300_399_A_35_44,Tot_300_399_A_45_54,Tot_300_399_A_55_64,Tot_300_399_A_65_74,Tot_300_399_A_75ov,Tot_300_399_Tot,Tot_400_499_A_15_19,Tot_400_499_A_20_24,Tot_400_499_A_25_34,Tot_400_499_A_35_44,Tot_400_499_A_45_54,Tot_400_499_A_55_64,Tot_400_499_A_65_74,Tot_400_499_A_75ov,Tot_400_499_Tot,Tot_500_649_A_15_19,Tot_500_649_A_20_24,Tot_500_649_A_25_34,Tot_500_649_A_35_44,Tot_500_649_A_45_54,Tot_500_649_A_55_64,Tot_500_649_A_65_74,Tot_500_649_A_75ov,Tot_500_649_Tot,Tot_650_799_A_15_19,Tot_650_799_A_20_24,Tot_650_799_A_25_34,Tot_650_799_A_35_44,Tot_650_799_A_45_54,Tot_650_799_A_55_64,Tot_650_799_A_65_74,Tot_650_799_A_75ov,Tot_650_799_Tot,Tot_800_999_A_15_19,Tot_800_999_A_20_24,Tot_800_999_A_25_34,Tot_800_999_A_35_44,Tot_800_999_A_45_54,Tot_800_999_A_55_64,Tot_800_999_A_65_74,Tot_800_999_A_75ov,Tot_800_999_Tot,Tot_1000_1249_A_15_19,Tot_1000_1249_A_20_24,Tot_1000_1249_A_25_34,Tot_1000_1249_A_35_44,Tot_1000_1249_A_45_54,Tot_1000_1249_A_55_64,Tot_1000_1249_A_65_74,Tot_1000_1249_A_75ov,Tot_1000_1249_Tot,Tot_1250_1499_A_15_19,Tot_1250_1499_A_20_24,Tot_1250_1499_A_25_34,Tot_1250_1499_A_35_44,Tot_1250_1499_A_45_54,Tot_1250_1499_A_55_64,Tot_1250_1499_A_65_74,Tot_1250_1499_A_75ov,Tot_1250_1499_Tot,Tot_1500_1749_A_15_19,Tot_1500_1749_A_20_24,Tot_1500_1749_A_25_34,Tot_1500_1749_A_35_44,Tot_1500_1749_A_45_54,Tot_1500_1749_A_55_64,Tot_1500_1749_A_65_74,Tot_1500_1749_A_75ov,Tot_1500_1749_Tot,Tot_1750_1999_A_15_19,Tot_1750_1999_A_20_24,Tot_1750_1999_A_25_34,Tot_1750_1999_A_35_44,Tot_1750_1999_A_45_54
6RTAS,36,32,24,15,8,173,0,22,24,36,44,37,14,5,175,0,20,44,36,54,40,5,6,207,0,12,38,63,68,33,4,7,216,0,7,25,27,34,21,7,0,123,0,0,13,25,19,17,0,0,89,0,0,6,13,19,13,4,0,59,0,0,7,19,19,12,0,3,60,0,3,3,3,9,4,4,3,30,14,23,20,31,55,39,17,7,214,90,133,267,338,429,319,135,75,1794,122,54,85,124,195,226,76,9,893,2550,265,215,257,303,319,98,20,4020,1083,654,625,736,783,880,260,45,5059,591,709,797,887,1098,1171,442,112,5811,622,948,1029,1216,1552,1453,499,122,7437,579,1487,1797,2083,2516,2193,731,128,11519,305,1995,2728,2561,3230,2398,578,81,13867,94,1391,3192,2913,3655,2746,527,82,14600,54,816,3084,3002,3649,2796,427,65,13892,17,345,1914,1999,2357,1662,306,32,8630,4,131,1250,1693,2154,1546,208,18,7005,7,48,733,1210,1446
6GHOB,23,37,22,9,4,136,3,23,47,26,28,20,4,5,153,0,14,53,39,43,22,12,0,187,0,9,55,49,67,44,14,4,229,0,3,45,57,36,33,4,0,180,0,0,22,38,48,32,4,3,148,0,0,13,22,21,10,0,0,68,0,0,3,16,41,15,7,3,83,0,0,4,13,15,7,3,0,44,16,21,34,31,25,30,8,11,170,82,140,345,352,403,263,89,59,1733,116,37,75,76,93,87,29,4,511,2510,422,208,178,174,151,56,7,3705,1032,943,576,490,421,469,142,29,4108,494,860,780,694,677,617,247,33,4399,493,963,1010,915,984,915,336,57,5669,359,1446,1913,1730,1750,1543,504,72,9314,198,1550,2671,2318,2300,1828,465,52,11380,96,1346,3522,2852,2988,2256,437,39,13539,22,829,3607,3174,3505,2587,423,43,14192,3,299,2379,2515,2559,1752,244,17,9776,7,94,1640,2198,2419,1644,207,24,8236,0,39,831,1547,1771
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,3,3
69499,5,6,4,0,0,21,0,0,3,0,3,3,0,0,13,0,0,9,3,13,4,0,0,33,0,0,4,10,3,3,3,0,17,0,0,3,0,3,0,0,0,13,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,6,9,4,3,0,7,5,0,32,11,10,48,37,53,37,14,3,217,7,3,12,14,17,13,6,3,78,65,26,31,30,34,26,5,0,223,31,47,81,90,129,134,26,9,544,42,36,76,92,147,171,39,10,609,45,62,99,111,191,193,55,9,771,59,107,189,171,244,268,53,13,1100,20,135,224,217,270,211,54,3,1124,23,121,309,250,297,226,37,6,1271,6,94,321,270,325,199,29,3,1243,0,38,209,170,202,139,9,0,777,0,16,117,142,139,91,14,3,525,0,3,50,66,75
5RWAU,34,42,48,23,15,246,11,40,66,51,56,48,24,10,298,12,34,70,67,77,58,26,9,349,6,21,86,85,107,73,15,9,396,0,17,65,56,73,62,18,4,297,4,14,62,81,78,60,14,0,306,0,6,44,78,77,39,6,3,260,0,5,102,144,157,64,19,3,495,3,12,66,115,114,48,20,3,382,36,37,108,103,132,80,31,31,570,211,284,842,919,1042,684,276,136,4388,309,85,338,412,531,492,212,35,2410,4137,255,593,669,605,486,212,48,6998,1376,648,1212,1416,1232,1182,438,114,7611,1012,802,1423,1516,1565,1604,734,176,8835,1132,1016,1648,1853,2125,1959,873,222,10829,1219,2009,2836,3078,3510,3064,1216,224,17162,754,2830,4074,3698,4179,3432,1070,186,20226,446,2629,5219,4620,5466,4188,1042,153,23766,234,2152,6217,5721,6435,4917,1102,151,26939,82,1352,4951,4705,4940,3546,789,104,20479,42,937,4924,4742,5174,3674,656,78,20233,24,685,4280,4432,4625
5GPER,161,136,89,54,24,797,30,146,262,206,173,106,40,28,992,20,143,346,288,254,148,43,15,1258,8,114,442,339,349,195,54,12,1518,6,54,354,287,324,188,50,5,1267,0,35,222,277,293,160,39,9,1029,0,21,180,234,204,112,27,9,783,0,16,213,363,317,151,44,13,1117,9,12,84,231,233,127,65,26,774,77,218,401,359,363,195,75,28,1727,605,1242,3173,3144,2998,1754,653,240,13805,965,478,1078,1217,1142,833,247,44,6007,20019,4255,2279,2119,1511,1169,402,81,31831,8942,8636,5208,4411,3674,2957,1050,136,35020,4160,7969,6990,5398,4916,3982,1562,274,35251,3446,7848,8524,6773,6376,5311,2016,366,40658,3196,10228,13238,11092,11148,8822,3156,493,61388,1802,11938,18262,13935,13953,10136,3158,362,73539,932,12027,26475,18899,18958,13388,3244,286,94205,427,9551,33996,23786,23640,17079,3640,289,112397,114,4913,26086,19741,18698,12476,2615,192,84839,57,2149,21854,19045,18077,11600,2189,175,75153,30,906,14157,15292,14278
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,7,0,0,0,8,3,0,0,0,13,0,0,0,0,0,0,0,0,4,0,0,9,8,9,7,0,0,35,0,0,5,0,0,0,0,0,7,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,3,0,3,0,0,0,0,9,0,3,3,0,0,0,0,0,7,0,6,3,4,0,3,0,0,19,0,6,5,0,5,4,0,0,21,3,4,18,12,8,3,0,0,44,0,3,11,7,5,0,0,0,32,0,6,18,10,20,7,3,0,57,0,6,23,20,20
59499,7,14,13,10,3,67,4,8,14,15,22,17,9,3,94,0,9,26,24,19,7,3,0,93,0,8,29,29,27,16,5,3,118,0,0,19,26,19,20,6,3,86,0,4,23,17,19,9,3,0,75,0,0,13,15,12,12,0,0,54,0,0,16,25,16,14,0,0,79,0,0,9,15,23,8,0,0,54,9,11,32,30,27,16,6,7,141,51,82,239,222,251,165,67,28,1106,57,52,82,89,116,82,21,3,492,426,251,210,218,180,164,41,10,1492,243,382,392,407,421,403,91,15,2352,219,313,452,447,517,458,195,27,2629,342,404,482,495,610,598,209,28,3165,312,674,785,736,880,799,281,37,4508,180,695,1027,897,985,837,242,24,4883,100,730,1526,1168,1341,920,211,17,6020,43,659,1982,1551,1611,1031,210,27,7117,19,344,1626,1344,1318,767,147,12,5570,10,242,1305,1154,1114,649,113,8,4591,0,115,933,879,759
4RSAU,33,31,34,24,11,200,0,17,41,63,59,33,13,9,233,0,22,43,45,50,53,3,3,231,0,12,46,44,62,41,16,17,238,4,8,27,33,42,37,11,8,175,0,3,24,20,52,22,4,4,138,0,0,14,20,22,18,3,5,77,0,0,17,28,28,13,7,3,103,0,0,8,10,13,13,8,7,50,17,17,45,38,55,36,24,24,254,125,141,374,414,518,423,195,152,2356,233,62,175,279,406,360,160,39,1717,3518,276,343,369,438,480,161,34,5618,1246,719,876,978,1191,1225,478,115,6819,731,812,1100,1130,1554,1597,684,146,7756,805,1078,1349,1636,2022,1974,883,224,9977,646,1908,2452,2706,3471,3031,1115,213,15539,391,2409,3498,3433,4156,3285,991,190,18351,178,1881,4292,3931,4797,3926,890,161,20061,77,1219,3900,3949,4800,4000,758,140,18853,27,580,2681,2519,3172,2340,505,74,11892,15,233,1939,2220,2624,2029,354,60,9481,5,127,1130,1590,1884
4GADE,127,97,77,50,27,627,6,106,199,165,155,125,35,11,801,3,70,280,206,239,130,38,8,981,0,58,244,253,263,157,47,15,1036,3,17,171,198,168,128,22,8,728,0,3,106,165,162,92,17,9,562,0,0,53,100,94,63,4,3,325,0,0,49,109,133,73,13,5,386,4,6,37,53,59,43,36,20,256,66,84,226,220,194,105,47,44,979,350,717,1833,1846,1818,1200,459,245,8470,537,317,603,639,660,471,165,32,3421,13089,3123,1266,1100,1008,880,283,55,20811,6003,6397,3376,2694,2629,2274,746,119,24237,2571,5600,4573,3679,3713,3161,1184,185,24667,2061,5681,6083,4968,5487,4515,1679,271,30756,1606,7577,10468,8997,9588,7742,2469,307,48748,794,8330,15545,12366,12743,9372,2277,277,61704,385,7574,20651,16372,16926,12049,2451,227,76629,134,4691,21566,18014,18765,13576,2437,218,79393,45,1810,14592,13148,12903,8655,1587,117,52853,15,644,10687,12135,11704,8160,1300,115,44761,6,193,5741,8629,8710
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,3,0,0,3,0,0
49499,8,15,4,3,3,54,0,3,19,11,18,8,0,0,63,0,4,20,20,16,12,4,3,83,0,0,16,11,15,11,3,4,57,0,3,10,18,7,3,3,0,44,0,0,7,10,8,3,0,0,30,0,0,3,5,10,3,0,0,18,0,0,7,8,8,3,0,0,22,3,0,3,5,8,3,0,0,23,8,6,14,11,9,7,3,4,55,31,41,138,133,140,89,28,28,627,45,31,42,51,59,46,15,3,294,290,193,106,135,153,152,28,7,1082,124,274,307,295,420,409,77,8,1914,135,258,325,381,516,469,140,21,2250,168,290,381,403,633,611,206,25,2729,173,504,590,612,945,817,262,29,3932,74,492,895,765,980,782,190,11,4199,29,453,1053,944,1113,816,167,27,4601,14,339,1258,990,1108,802,169,14,4697,3,165,732,706,760,465,86,11,2932,4,48,507,572,546,339,55,6,2077,0,20,265,328,312
3RQLD,214,222,171,80,60,1194,39,176,349,330,270,218,82,28,1492,19,150,414,373,368,239,74,20,1652,12,103,344,378,377,273,83,28,1587,0,42,261,290,273,167,46,12,1091,0,20,166,235,223,120,45,13,823,0,14,96,135,142,82,26,15,509,0,10,114,213,215,121,35,16,729,11,11,63,144,131,93,53,30,529,166,241,412,471,521,325,139,90,2360,940,1247,2882,3329,3285,2314,1018,581,15600,1328,469,1146,1635,2117,1940,791,155,9581,25362,2350,1978,2422,2165,1973,705,154,37103,10847,5586,5233,5544,5211,5081,1816,382,39707,6399,6347,7139,7134,7443,7045,2950,675,45135,6123,7948,9319,9327,10253,9144,3663,788,56571,5995,13828,17191,16951,18922,15479,5417,810,94593,3298,18298,26372,23175,24945,18535,4912,593,120137,1636,15197,31866,27758,30250,21665,4630,492,133502,652,10035,31974,29283,31044,21760,4365,437,129545,205,4653,21702,21313,21573,14232,2635,297,86606,97,2112,15980,19603,20470,13096,2115,235,73713,55,1004,9321,13068,13388
3GBRI,199,194,130,58,39,1097,39,255,420,312,250,170,50,14,1513,17,234,606,437,339,208,66,21,1928,10,127,629,473,431,222,55,17,1973,10,57,357,382,314,160,39,11,1321,0,20,285,349,274,147,28,9,1113,5,13,162,242,197,103,24,7,753,0,4,179,317,263,140,31,10,954,7,17,74,176,194,78,42,21,613,156,280,539,492,440,234,68,54,2275,901,1680,4081,3861,3311,1887,681,359,16763,1137,600,1127,1269,1278,936,302,57,6696,23073,4329,1969,1971,1670,1331,479,68,34894,12056,8992,5128,4354,3819,3177,1070,169,38760,6062,9299,7693,5721,5383,4533,1704,293,40689,4990,10183,9777,7541,7361,5987,2304,355,48502,4627,14604,17036,14036,14127,10757,3599,499,79283,2789,18481,27223,20424,20035,14124,3601,337,107009,1495,17372,37719,27719,26535,17944,3773,279,132831,555,12351,42525,33613,31118,20483,3837,278,144764,177,5365,31368,26488,23572,14423,2549,177,104115,80,2043,24053,26454,23392,13918,2179,172,92286,30,755,13779,18531,16550
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,10,0,3,0,3,0,0,0,0,9,0,5,4,0,0,3,0,0,12,0,4,0,0,3,3,0,0,17,0,0,8,4,6,3,0,0,22,0,0,3,4,4,3,0,0,22,0,0,5,8,0,3,0,0,14,0,0,0,4,3
39499,21,28,22,17,8,147,7,29,49,42,40,35,10,9,211,7,28,59,46,56,34,14,3,251,0,13,52,54,42,38,9,9,220,0,7,37,48,35,20,4,0,145,0,0,23,22,23,10,3,0,93,0,5,17,22,13,10,0,0,75,0,0,20,32,25,14,6,0,92,0,3,9,22,22,10,12,5,79,14,24,61,63,49,31,17,9,269,114,191,436,469,423,300,123,71,2113,109,94,168,192,196,174,54,12,1004,948,402,291,329,371,308,83,6,2731,475,567,649,759,824,776,196,24,4270,493,575,792,896,1159,1085,364,58,5421,615,736,972,1042,1374,1334,428,61,6557,644,1222,1550,1636,2036,1794,598,55,9539,326,1510,2128,2012,2335,1918,495,43,10762,197,1483,3134,2629,2849,2073,430,36,12836,68,1176,3663,3361,3315,2126,381,30,14120,26,594,2650,2623,2261,1419,214,10,9798,8,237,1972,2078,1947,1023,177,12,7445,12,175,1235,1393,1156
2RVIC,120,130,114,78,29,702,17,111,196,160,166,139,48,26,858,6,83,222,193,201,171,43,22,949,3,46,161,198,210,166,61,22,870,0,24,123,143,152,111,15,14,581,3,9,66,125,147,88,26,10,472,3,3,45,85,87,46,8,5,290,0,3,54,85,97,37,14,8,296,3,9,24,37,57,42,33,27,230,90,129,224,232,264,190,86,69,1282,596,766,1511,1692,1834,1502,673,395,8961,977,303,600,963,1254,1307,505,135,6043,16647,2068,1313,1517,1518,1621,574,133,25390,5327,4455,3278,3495,3777,4023,1555,318,26228,2843,4488,4227,4694,5312,5494,2261,559,29883,2829,5151,5372,5905,7146,6805,2811,608,36616,2384,7843,9549,9933,12018,10837,3831,723,57115,1274,9421,14391,12681,14825,12462,3274,566,68898,598,7820,17738,15094,17462,14050,3089,465,76308,215,4669,17733,15378,17422,13540,2735,407,72104,61,1663,11842,11103,11703,8529,1681,225,46797,21,628,7482,9399,10153,7249,1162,196,36284,17,214,3913,6414,7100
2GMEL,470,498,313,137,67,2526,41,402,957,639,566,346,115,52,3121,22,401,1181,794,719,454,122,33,3729,11,258,1259,851,803,463,136,41,3817,3,103,795,713,534,364,85,21,2627,4,34,598,645,504,275,67,17,2149,3,13,321,440,358,204,47,18,1406,3,13,363,543,545,290,79,20,1861,17,25,179,390,419,240,125,76,1476,242,585,1233,1092,983,592,209,137,5076,1436,3447,8945,7751,6999,4313,1562,784,35235,2261,1559,2725,3006,2692,1784,596,117,14748,42684,12714,5065,4590,3853,2748,986,193,72826,16721,23802,13050,10888,9443,7488,2476,447,84315,7021,21231,18056,13661,13029,10182,3746,706,87624,5643,20357,21789,16677,17313,13576,4817,851,101025,4476,25146,36322,28928,29985,22135,7227,1061,155278,2778,28004,55469,40488,40377,28035,7515,815,203480,1397,27345,79020,53363,51771,34692,7810,762,256152,559,18572,91579,61781,56966,38340,7913,676,276388,145,6702,66997,49941,42647,26975,5366,475,199247,101,2543,48619,46974,39646,24462,4534,422,167306,38,959,27435,35644,29733
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,4,4,0,0,0,7,0,0,0,0,3,0,0,0,5,0,0,0,5,5,0,0,0,9,0,0,3,0,7,0,0,0,7,0,0,0,3,4,0,0,0,8,0,0,0,0,4
29499,35,47,28,14,5,221,7,40,53,44,46,28,9,0,220,0,33,82,73,63,40,12,3,299,3,15,77,54,58,45,15,3,275,0,3,39,32,33,18,7,0,130,0,8,23,39,33,10,4,0,119,0,3,18,24,18,7,4,0,73,0,3,10,32,20,6,3,8,86,0,0,5,12,22,15,4,0,59,17,40,86,95,81,48,22,19,402,98,256,575,551,522,341,148,62,2556,140,100,207,251,220,154,46,9,1125,1166,673,413,394,427,338,99,15,3522,502,1047,971,890,1114,1057,298,38,5917,447,931,1105,1161,1437,1283,399,61,6830,952,1286,1358,1355,1819,1600,552,87,9016,639,1868,2240,2104,2532,2261,759,80,12486,215,1872,3067,2496,2798,2139,575,55,13207,132,1678,4102,3200,3338,2460,543,58,15509,55,1271,4635,3641,3619,2403,466,54,16146,31,590,3273,2919,2640,1569,244,34,11307,6,285,2320,2294,2128,1175,178,15,8413,3,115,1332,1469,1234
1RNSW,238,232,240,141,79,1377,29,208,319,308,307,268,103,45,1573,27,130,373,361,421,315,90,39,1758,11,96,364,356,406,289,99,38,1654,0,35,228,251,250,192,45,17,1022,0,8,163,232,273,157,38,18,898,3,12,82,172,145,99,24,8,550,0,8,80,193,233,116,40,26,696,7,14,48,84,109,84,53,29,429,172,209,404,398,431,325,151,147,2242,977,1287,2749,3122,3369,2685,1190,815,16199,1518,436,957,1434,1794,1835,812,182,8963,26695,2866,1972,2318,2376,2358,822,199,39618,9715,6909,5462,5518,6042,6212,2329,567,42754,5857,7384,7216,7655,8538,8734,3682,979,50042,6146,8987,9552,9833,11692,11018,4438,955,62624,5426,14344,17532,17252,20480,17933,6235,1186,100401,3048,17415,25544,22772,26654,21198,5549,864,123048,1299,13707,30329,26850,31428,24752,5214,780,134360,465,8409,30077,27831,30744,23810,4894,694,126928,153,3508,20390,19549,20617,15357,2813,398,82781,59,1428,14754,17455,18783,13311,2316,318,68422,30,632,8624,13614,14642
1GSYD,517,530,359,132,57,2929,72,541,1110,712,662,441,148,47,3736,49,578,1482,954,866,548,132,45,4652,27,390,1665,1130,974,562,156,35,4941,8,150,1118,885,695,365,109,30,3353,3,76,811,742,667,359,84,20,2757,0,28,441,569,429,232,64,17,1781,3,22,580,824,609,326,76,34,2478,14,23,299,714,623,345,182,88,2273,286,658,1485,1145,985,614,189,102,5466,1752,4392,11396,9488,8122,4981,1704,758,42588,2304,1426,2759,2837,2480,1566,584,150,14104,37604,10058,4160,4021,3288,2427,889,160,62603,18127,20526,11092,9438,8456,7069,2396,465,77559,9539,20090,17125,12970,12434,10056,3645,652,86515,8351,20716,22332,16094,16079,12858,4619,860,101898,7311,26498,35276,28121,28379,21881,7345,1101,155904,4307,30707,53179,39516,38915,28425,7947,916,203916,2234,31490,76228,52796,50720,36084,8661,863,259091,840,24686,93161,63442,56915,40085,9189,815,289134,280,10880,71288,51999,43723,28431,6356,588,213551,129,4285,58278,51313,41977,26615,5448,527,188570,62,1539,36679,42141,33701
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,12,0,3,0,3,0,0,0,0,10,0,0,3,0,3,0,3,0,14,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,9,0,0,0,0,0
