GCCSA_CODE_2016,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_15,CoPSW_2000_2999_H_16_24,CoPSW_2000_2999_H_25_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40,CoPSW_2000_2999_H_41_48,CoPSW_2000_2999_H_49mo,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000mo_H_0,CoPSW_3000mo_H_1_15,CoPSW_3000mo_H_16_24,CoPSW_3000mo_H_25_34,CoPSW_3000mo_H_35_39,CoPSW_3000mo_H_40,CoPSW_3000mo_H_41_48,CoPSW_3000mo_H_49mo,CoPSW_3000mo_H_NS,CoPSW_3000mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_15,CoPSW_PINS_H_16_24,CoPSW_PINS_H_25_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40,CoPSW_PINS_H_41_48,CoPSW_PINS_H_49mo,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_15,CoPSW_Tot_H_16_24,CoPSW_Tot_H_25_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40,CoPSW_Tot_H_41_48,CoPSW_Tot_H_49mo,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_15,ClAW_NNI_H_16_24,ClAW_NNI_H_25_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40,ClAW_NNI_H_41_48,ClAW_NNI_H_49mo,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_15,ClAW_1_149_H_16_24,ClAW_1_149_H_25_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40,ClAW_1_149_H_41_48,ClAW_1_149_H_49mo,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_15,ClAW_150_299_H_16_24,ClAW_150_299_H_25_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40,ClAW_150_299_H_41_48,ClAW_150_299_H_49mo,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_15,ClAW_300_399_H_16_24,ClAW_300_399_H_25_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40,ClAW_300_399_H_41_48,ClAW_300_399_H_49mo,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_15,ClAW_400_499_H_16_24,ClAW_400_499_H_25_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40,ClAW_400_499_H_41_48,ClAW_400_499_H_49mo,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_15,ClAW_500_649_H_16_24,ClAW_500_649_H_25_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40,ClAW_500_649_H_41_48,ClAW_500_649_H_49mo,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_15,ClAW_650_799_H_16_24,ClAW_650_799_H_25_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40,ClAW_650_799_H_41_48,ClAW_650_799_H_49mo,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_15,ClAW_800_999_H_16_24,ClAW_800_999_H_25_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40,ClAW_800_999_H_41_48,ClAW_800_999_H_49mo,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_15,ClAW_1000_1249_H_16_24,ClAW_1000_1249_H_25_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40,ClAW_1000_1249_H_41_48,ClAW_1000_1249_H_49mo,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_15,ClAW_1250_1499_H_16_24,ClAW_1250_1499_H_25_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40,ClAW_1250_1499_H_41_48,ClAW_1250_1499_H_49mo,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_15,ClAW_1500_1749_H_16_24,ClAW_1500_1749_H_25_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40,ClAW_1500_1749_H_41_48,ClAW_1500_1749_H_49mo,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_15,ClAW_1750_1999_H_16_24,ClAW_1750_1999_H_25_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40,ClAW_1750_1999_H_41_48,ClAW_1750_1999_H_49mo,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_15,ClAW_2000_2999_H_16_24,ClAW_2000_2999_H_25_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40,ClAW_2000_2999_H_41_48,ClAW_2000_2999_H_49mo,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000mo_H_0,ClAW_3000mo_H_1_15,ClAW_3000mo_H_16_24,ClAW_3000mo_H_25_34,ClAW_3000mo_H_35_39,ClAW_3000mo_H_40,ClAW_3000mo_H_41_48,ClAW_3000mo_H_49mo,ClAW_3000mo_H_NS,ClAW_3000mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_15,ClAW_PINS_H_16_24,ClAW_PINS_H_25_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40,ClAW_PINS_H_41_48,ClAW_PINS_H_49mo,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_15,ClAW_Tot_H_16_24,ClAW_Tot_H_25_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40,ClAW_Tot_H_41_48,ClAW_Tot_H_49mo,ClAW_Tot_H_NS,ClAW_Tot_H_Tot
6RTAS,24,3,5,9,34,58,32,54,0,226,7,4,0,3,0,3,0,8,0,27,4,19,22,28,19,10,7,12,30,154,698,2442,2455,2748,1730,990,599,710,200,12567,9,32,8,12,14,7,3,3,0,85,10,167,21,9,3,5,0,4,4,233,23,278,76,37,6,10,7,7,5,454,33,298,170,62,39,13,0,9,3,638,34,252,301,130,55,29,13,8,13,835,74,221,473,384,194,76,19,39,16,1508,81,135,283,525,541,224,84,50,10,1925,96,68,149,412,841,384,183,112,8,2260,97,71,79,265,842,509,183,166,18,2218,35,34,48,90,371,243,114,129,4,1051,19,25,28,49,158,124,91,102,0,590,9,9,10,19,55,58,27,46,0,232,14,16,14,22,32,52,35,61,0,248,3,21,14,15,6,11,11,23,0,95,3,20,15,16,25,13,3,13,6,118,544,1641,1696,2037,3179,1755,776,772,92,12501
6GHOB,18,8,5,20,34,73,55,63,0,273,3,5,0,4,8,3,4,18,0,52,4,26,22,25,13,8,4,10,13,130,593,2558,2191,2806,1963,1190,723,825,175,13017,5,27,5,8,3,10,3,3,0,59,9,123,14,4,0,0,0,0,0,160,18,242,43,9,8,0,5,11,3,342,22,228,141,42,35,4,3,6,5,484,39,210,284,109,61,19,10,11,0,739,74,215,469,324,151,61,28,29,16,1358,84,143,401,505,434,188,65,43,12,1876,121,72,240,512,1084,429,164,103,16,2745,154,74,124,376,1485,550,277,185,9,3234,91,31,54,148,875,375,212,140,8,1946,46,24,30,73,415,236,124,114,8,1063,12,16,15,28,157,118,71,64,3,481,27,24,12,29,124,141,87,117,3,556,0,11,8,11,15,28,15,42,0,138,8,13,11,25,33,26,5,7,8,136,705,1462,1843,2214,4893,2175,1066,881,94,15337
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,3,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,13,73,332,213,208,76,43,41,53,16,1049,0,3,3,3,0,0,0,0,0,12,0,6,0,0,0,3,0,0,0,11,3,16,11,8,0,0,0,0,0,37,0,8,0,0,5,0,0,0,0,20,0,10,0,8,0,3,0,0,0,18,3,3,5,11,4,0,0,9,4,38,4,0,7,4,10,3,4,0,0,29,0,3,3,0,11,10,0,3,0,30,3,4,6,3,3,7,0,6,0,33,0,0,0,6,0,3,0,7,0,15,3,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,22,50,45,44,36,30,9,29,8,266
5RWAU,85,16,16,22,91,279,297,397,18,1216,14,14,15,15,11,23,41,92,3,228,21,66,44,51,40,32,24,21,48,348,1156,3469,3101,4267,3306,2585,1451,2294,403,22026,25,113,33,20,21,16,6,24,5,257,34,290,34,27,11,10,6,9,10,430,40,508,129,51,27,16,12,16,7,812,42,481,275,105,50,31,5,22,15,1025,54,415,526,217,78,53,17,40,18,1416,102,392,695,601,294,163,57,79,16,2395,123,256,467,818,640,403,114,119,25,2967,104,190,308,671,1080,666,257,211,29,3522,153,176,204,428,1368,914,362,411,31,4063,114,103,113,195,746,579,260,374,25,2513,89,95,91,120,381,339,218,367,13,1714,61,37,35,49,183,169,145,328,5,1014,94,77,70,57,145,245,254,617,12,1573,42,68,40,54,43,70,85,394,7,793,11,43,28,38,58,57,23,38,24,322,1094,3238,3056,3455,5117,3727,1830,3043,250,24817
5GPER,190,53,64,90,252,1097,693,830,22,3305,26,57,42,58,42,87,70,184,5,558,31,195,164,169,151,105,45,68,188,1120,3945,19528,15991,17128,14963,11262,5371,6537,1504,96234,79,358,111,84,49,51,15,40,22,817,119,1378,147,42,28,25,7,14,35,1795,173,2460,577,166,80,48,11,27,37,3573,187,2181,1281,320,98,106,20,60,34,4290,188,1826,2313,722,242,155,42,50,63,5596,386,1706,3722,2358,994,557,135,149,93,10100,414,1071,2736,3275,2929,1583,411,293,99,12804,548,888,1801,3348,6040,3773,1047,598,130,18179,750,711,1185,2631,9407,5929,2021,1218,164,24009,522,457,533,1231,5847,4269,1759,1200,107,15932,382,338,405,729,3002,2779,1292,1159,58,10148,179,176,194,284,1235,1404,756,767,32,5035,189,251,241,315,1326,1820,1092,1356,29,6614,108,245,157,206,278,784,539,1012,28,3363,58,155,160,159,326,234,102,87,131,1404,4275,14199,15567,15876,31878,23507,9255,8035,1076,123663
59799,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,27,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,19,3,30
59499,15,4,0,6,3,13,12,26,0,91,3,4,0,3,0,3,3,12,0,27,3,11,14,8,3,3,3,4,7,65,319,1450,802,836,343,276,145,304,70,4549,9,20,3,7,0,4,3,4,0,48,7,46,9,4,0,0,3,3,3,84,12,58,23,7,0,5,0,9,3,114,9,42,23,14,0,5,0,3,4,101,11,38,37,21,5,6,3,14,4,136,22,37,48,54,28,17,4,14,3,224,7,31,30,70,53,20,11,12,4,243,12,27,31,43,75,46,19,24,7,288,16,12,19,27,39,54,27,36,5,243,10,5,9,16,36,37,20,27,3,165,14,10,4,3,18,19,15,26,4,110,5,0,0,8,6,14,11,18,3,63,11,3,3,0,11,17,8,43,0,103,8,0,0,0,4,11,9,30,0,65,8,7,6,3,9,7,0,7,9,47,153,339,256,277,283,261,132,269,57,2026
4RSAU,36,10,12,12,39,199,125,124,0,550,3,6,3,11,10,10,4,14,4,67,12,59,35,37,34,9,7,20,36,244,827,2986,2818,3698,2358,1274,783,1102,249,16089,12,75,17,17,5,7,0,15,3,143,20,200,29,22,10,8,0,8,3,299,33,378,112,39,18,14,9,19,7,626,48,364,207,89,47,29,10,16,11,823,45,297,410,176,82,38,13,26,11,1097,77,277,560,560,228,94,39,51,15,1897,87,179,363,704,591,196,84,76,17,2302,108,155,178,507,934,398,190,114,13,2609,83,85,114,277,914,473,242,176,11,2369,58,68,56,106,377,256,145,123,9,1197,25,62,46,54,151,134,97,122,9,686,15,13,21,33,70,80,35,64,0,329,11,30,23,33,48,56,55,79,0,335,11,16,18,23,13,21,17,43,3,173,7,39,24,32,35,17,3,9,13,184,634,2235,2191,2665,3510,1816,933,944,123,15058
4GADE,130,30,32,54,273,957,417,385,12,2294,18,26,18,38,23,62,43,102,9,340,31,151,100,143,116,59,29,42,130,804,3123,14123,11111,14439,11231,6773,3762,3819,1006,69388,44,144,63,42,32,32,8,22,11,397,74,749,78,33,24,19,5,15,12,1015,101,1444,316,111,67,34,7,21,30,2142,144,1458,863,273,128,54,21,31,36,3006,164,1241,1655,640,259,118,34,49,39,4218,311,1162,2648,2168,917,331,104,111,78,7818,371,667,1781,3084,3085,979,354,241,70,10641,548,547,1042,2709,6626,2386,1008,525,89,15474,602,390,606,1725,7731,3289,1544,897,83,16860,316,196,276,744,3646,2008,1106,738,55,9084,190,154,187,422,1820,1193,753,562,23,5306,100,65,79,139,739,577,455,391,3,2553,96,102,81,148,499,661,498,616,15,2704,24,90,64,76,93,187,121,292,5,957,37,91,86,120,222,111,69,44,68,853,3132,8519,9822,12431,25891,11973,6078,4542,628,83019
49799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,7,3,0,3,6,11,7,27,0,62,4,0,3,3,0,0,0,10,0,26,4,10,10,9,4,3,0,8,8,51,280,1210,700,719,327,191,143,250,62,3898,0,8,6,3,4,5,0,3,0,25,3,24,4,5,0,4,0,3,0,45,13,53,18,9,5,0,3,0,0,102,6,35,14,11,6,5,9,0,0,83,9,33,19,29,13,5,3,9,3,123,10,27,32,49,23,16,5,13,3,180,7,16,21,40,44,16,8,25,3,190,5,16,11,26,47,34,18,27,0,186,13,11,10,19,21,24,11,24,4,136,6,3,0,0,14,17,8,17,3,73,4,0,0,8,9,14,4,11,0,52,0,3,3,0,3,5,3,5,0,25,6,0,0,0,3,13,3,12,0,37,0,6,0,3,3,0,0,3,0,14,0,0,0,5,4,0,0,0,3,17,87,237,144,206,193,164,80,148,19,1273
3RQLD,129,37,50,84,330,653,379,697,14,2379,24,38,36,66,59,73,42,127,15,487,66,264,210,293,237,148,58,133,263,1683,4886,19628,18102,25663,20347,12375,6793,9043,1895,118736,84,428,171,116,78,94,29,126,34,1159,120,1557,192,108,47,54,16,47,57,2207,167,2534,690,280,123,81,28,107,61,4068,192,2443,1506,567,258,177,53,137,73,5406,276,1796,2759,1265,512,318,94,180,75,7270,448,1813,3741,3961,2035,902,289,411,139,13748,561,1129,2394,4725,5909,2569,865,743,159,19045,673,800,1431,3537,8847,4512,1939,1255,183,23181,724,586,876,2113,8472,5071,2378,1870,124,22206,520,397,441,932,4141,2913,1455,1423,90,12309,282,257,292,537,1945,1772,867,1216,53,7230,118,113,138,195,698,735,448,742,20,3203,113,145,152,202,573,765,527,1090,31,3599,47,162,118,165,160,256,142,539,18,1615,58,183,159,245,353,267,90,126,158,1641,4378,14356,15060,18947,34165,20479,9219,10025,1266,127900
3GBRI,132,30,52,80,409,745,436,779,13,2684,21,46,31,47,47,85,35,153,15,481,46,223,197,223,191,145,54,101,227,1403,4596,20970,18613,22057,19805,13014,6769,7768,1731,115318,68,346,116,86,73,66,11,64,25,879,144,1738,200,80,49,36,6,27,40,2326,184,2642,762,218,99,72,19,51,63,4108,189,2384,1684,468,229,140,21,75,57,5248,260,1817,2789,1057,434,250,60,96,68,6829,492,1756,3900,3402,1636,832,201,250,130,12585,590,1093,2775,4356,5616,2648,752,582,157,18566,816,755,1783,3768,11069,5758,2097,1196,211,27452,1120,631,1152,2774,13213,7470,3244,2123,183,31929,775,375,541,1345,7277,5018,2404,1934,125,19803,463,301,375,725,3801,3197,1551,1685,66,12166,224,125,157,278,1608,1529,816,999,34,5769,192,160,194,350,1414,1917,1137,1766,30,7160,68,157,128,164,257,635,428,1090,12,2940,56,150,172,202,452,330,116,139,165,1786,5630,14429,16742,19284,47227,29904,12875,12069,1377,159543
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13
39499,8,8,0,3,14,20,5,27,4,95,3,0,4,4,3,5,0,17,0,45,6,33,17,22,11,8,3,11,20,123,529,2222,1434,1524,727,512,303,539,173,7959,12,24,17,19,9,3,0,9,4,95,20,78,17,13,4,0,3,9,3,149,16,134,45,27,11,9,5,14,3,257,21,116,40,33,11,5,0,10,10,239,17,79,78,50,9,12,5,22,8,269,28,76,75,85,54,41,11,23,8,407,33,43,51,95,88,63,26,37,16,455,27,24,43,91,119,89,34,63,10,499,30,30,21,48,102,117,39,77,7,472,13,12,11,24,48,53,27,56,5,251,11,8,4,22,26,43,29,54,5,200,16,3,3,3,13,14,15,38,3,102,27,3,7,4,18,32,18,52,0,165,4,7,7,0,3,7,4,38,0,74,4,11,10,8,12,7,0,5,17,82,279,640,427,523,533,508,220,491,105,3724
2RVIC,124,29,22,41,122,470,299,403,13,1512,15,31,36,44,32,38,32,103,10,338,46,215,151,190,135,94,37,47,135,1050,3747,13248,11362,13390,9740,7277,3601,4086,1173,67617,42,198,60,60,29,40,3,23,16,482,74,883,104,47,18,30,9,25,25,1217,122,1505,387,181,55,53,22,41,43,2400,166,1499,1055,318,149,79,37,71,43,3411,215,1185,1799,690,288,187,52,94,60,4557,370,1119,2507,2116,865,462,139,181,88,7841,410,681,1651,2630,2515,1288,383,278,77,9912,409,466,952,2132,3889,2312,809,512,80,11568,424,347,488,1212,3620,2411,959,680,74,10214,254,199,248,416,1842,1282,660,522,42,5460,121,140,147,273,932,839,426,421,22,3324,55,70,72,88,294,337,216,290,6,1434,70,77,76,105,267,338,284,405,10,1632,17,88,54,69,68,95,66,157,3,615,33,126,109,143,184,133,44,44,64,895,2794,8582,9724,10471,15014,9884,4106,3734,656,64970
2GMEL,273,108,103,161,360,1309,854,1230,39,4444,53,97,73,118,121,219,113,387,19,1204,106,648,482,527,445,293,135,164,484,3276,8044,44355,36377,36970,32611,23801,11783,12938,3691,210570,177,699,228,165,158,163,38,94,61,1780,278,3542,448,152,109,65,31,41,91,4752,394,6094,1663,481,192,138,38,61,153,9218,414,5208,3680,940,366,270,70,106,142,11200,525,3855,6206,2044,729,458,147,159,183,14310,856,3586,8602,6319,2743,1557,368,410,278,24730,1056,2338,5973,8548,9548,5161,1247,897,353,35126,1381,1694,3749,7676,18209,11836,3299,1886,427,50156,1670,1330,2259,5189,20335,14750,5029,3217,351,54142,1062,771,1157,2541,11539,9403,3936,2922,200,33541,763,613,766,1388,6065,6142,2917,2626,140,21423,316,282,365,535,2309,2987,1617,1679,50,10140,397,353,435,588,2048,3587,2134,2895,76,12512,174,321,306,359,558,1533,884,2230,54,6420,110,410,476,494,876,788,238,277,369,4043,9584,31086,36309,37418,75776,58847,21996,19520,2935,293478
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,16,6,3,13,8,14,17,36,0,116,3,12,3,8,0,8,4,23,0,62,14,56,29,39,9,8,4,6,33,198,676,3691,2174,1852,725,595,301,478,244,10740,11,18,15,9,5,8,0,3,5,79,19,105,28,14,4,3,3,4,5,197,29,161,46,30,15,10,3,3,7,300,22,118,64,36,7,17,7,9,6,281,26,86,73,62,24,28,8,21,8,339,27,107,93,90,44,44,12,33,15,453,27,56,80,118,103,78,11,33,17,533,30,45,48,73,132,109,45,60,22,572,39,30,36,57,127,139,63,101,12,597,22,10,9,30,67,83,29,79,6,332,8,9,11,16,26,48,18,51,7,194,8,11,6,6,14,36,14,37,3,132,10,4,3,13,5,31,15,37,0,113,10,7,9,0,3,13,3,22,0,65,3,18,8,13,16,13,0,13,22,106,285,785,531,581,596,638,233,505,145,4300
1RNSW,218,45,75,98,1091,565,524,681,27,3325,27,67,47,43,93,64,45,136,18,545,58,290,243,304,240,152,58,101,243,1693,5332,22209,19987,24925,21004,11802,6441,7850,2134,121694,80,353,129,80,57,54,21,54,38,868,140,1494,176,74,39,53,9,37,32,2057,208,2615,668,250,117,124,32,88,65,4158,240,2578,1696,573,258,195,62,104,81,5786,317,2159,3101,1217,511,336,96,144,79,7962,571,2049,4562,3998,1786,839,256,344,134,14525,687,1242,2980,5255,5289,2206,688,517,155,19030,720,795,1827,4386,7976,4080,1504,987,151,22427,772,653,998,2478,8225,4560,1866,1375,125,21068,483,346,415,971,4699,2525,1250,1082,61,11837,224,281,311,519,2151,1551,806,875,56,6773,117,97,142,224,894,737,430,528,19,3184,110,155,168,230,739,787,575,811,21,3589,48,153,115,115,171,249,167,377,11,1415,70,224,218,219,334,254,71,114,137,1644,4801,15192,17498,20594,33246,18541,7839,7450,1165,126337
1GSYD,283,107,154,288,1910,1306,1008,1404,46,6501,66,106,110,131,211,276,146,442,36,1512,88,443,420,355,405,348,145,161,499,2862,7492,39495,38281,34095,36603,26494,13496,14381,3853,214184,182,593,277,122,153,158,42,102,69,1689,272,3618,459,148,107,95,21,40,103,4859,374,6033,1831,419,189,135,36,75,150,9255,385,5238,4098,950,408,319,69,123,165,11751,460,3859,6235,1971,880,595,118,174,171,14454,791,3656,9054,5989,3078,2049,360,433,273,25695,985,2494,6612,8067,10121,5902,1288,943,394,36797,1353,1820,4363,7683,19267,12815,3229,2041,476,53040,1843,1536,2818,5506,23504,17146,5254,3650,483,61739,1255,874,1460,2726,14137,10956,4291,3518,276,39484,895,627,914,1659,8353,7594,3142,3352,184,26709,443,335,452,696,3610,3980,1944,2244,84,13791,541,401,526,883,3510,5104,2780,3988,102,17838,258,398,372,421,853,2463,1473,3884,77,10193,111,387,454,426,843,753,230,320,412,3937,10149,31867,39921,37661,89012,70059,24267,24871,3416,331227
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19499,10,14,7,15,20,23,20,43,7,155,9,10,8,12,10,10,5,20,0,78,13,40,31,21,13,12,4,12,41,185,697,3860,2577,2330,1068,800,400,653,278,12664,22,40,18,10,8,6,3,6,0,116,13,108,22,12,11,4,3,3,4,182,23,171,58,30,12,12,3,8,13,325,27,160,91,48,17,17,7,11,14,395,28,120,103,70,24,30,9,14,12,403,41,114,120,144,68,57,16,37,11,614,38,59,99,146,144,112,35,55,6,695,35,47,59,115,179,166,64,90,20,769,52,40,36,83,138,199,67,107,15,736,27,21,17,26,68,102,50,88,5,406,28,22,11,18,56,98,40,86,10,369,12,13,6,7,26,39,19,50,3,166,14,7,11,9,29,40,28,79,3,223,5,7,4,8,9,20,5,29,3,87,11,17,7,15,12,21,0,20,26,128,368,949,669,739,790,929,345,674,145,5609
