GCCSA_CODE_2016,OM_IEs_45_49_HW_0,OM_IEs_45_49_HW_1_15,OM_IEs_45_49_HW_16_24,OM_IEs_45_49_HW_25_34,OM_IEs_45_49_HW_35_39,OM_IEs_45_49_HW_40,OM_IEs_45_49_HW_41_48,OM_IEs_45_49_HW_49mor,OM_IEs_45_49_HW_NS,OM_IEs_45_49_Tot,OM_IEs_50_54_HW_0,OM_IEs_50_54_HW_1_15,OM_IEs_50_54_HW_16_24,OM_IEs_50_54_HW_25_34,OM_IEs_50_54_HW_35_39,OM_IEs_50_54_HW_40,OM_IEs_50_54_HW_41_48,OM_IEs_50_54_HW_49mor,OM_IEs_50_54_HW_NS,OM_IEs_50_54_Tot,OM_IEs_55_59_HW_0,OM_IEs_55_59_HW_1_15,OM_IEs_55_59_HW_16_24,OM_IEs_55_59_HW_25_34,OM_IEs_55_59_HW_35_39,OM_IEs_55_59_HW_40,OM_IEs_55_59_HW_41_48,OM_IEs_55_59_HW_49mor,OM_IEs_55_59_HW_NS,OM_IEs_55_59_Tot,OM_IEs_60_64_HW_0,OM_IEs_60_64_HW_1_15,OM_IEs_60_64_HW_16_24,OM_IEs_60_64_HW_25_34,OM_IEs_60_64_HW_35_39,OM_IEs_60_64_HW_40,OM_IEs_60_64_HW_41_48,OM_IEs_60_64_HW_49mor,OM_IEs_60_64_HW_NS,OM_IEs_60_64_Tot,OM_IEs_65_69_HW_0,OM_IEs_65_69_HW_1_15,OM_IEs_65_69_HW_16_24,OM_IEs_65_69_HW_25_34,OM_IEs_65_69_HW_35_39,OM_IEs_65_69_HW_40,OM_IEs_65_69_HW_41_48,OM_IEs_65_69_HW_49mor,OM_IEs_65_69_HW_NS,OM_IEs_65_69_Tot,OM_IEs_70_74_HW_0,OM_IEs_70_74_HW_1_15,OM_IEs_70_74_HW_16_24,OM_IEs_70_74_HW_25_34,OM_IEs_70_74_HW_35_39,OM_IEs_70_74_HW_40,OM_IEs_70_74_HW_41_48,OM_IEs_70_74_HW_49mor,OM_IEs_70_74_HW_NS,OM_IEs_70_74_Tot,OM_IEs_75ov_HW_0,OM_IEs_75ov_HW_1_15,OM_IEs_75ov_HW_16_24,OM_IEs_75ov_HW_25_34,OM_IEs_75ov_HW_35_39,OM_IEs_75ov_HW_40,OM_IEs_75ov_HW_41_48,OM_IEs_75ov_HW_49mor,OM_IEs_75ov_HW_NS,OM_IEs_75ov_Tot,OM_IEs_Tot_HW_0,OM_IEs_Tot_HW_1_15,OM_IEs_Tot_HW_16_24,OM_IEs_Tot_HW_25_34,OM_IEs_Tot_HW_35_39,OM_IEs_Tot_HW_40,OM_IEs_Tot_HW_41_48,OM_IEs_Tot_HW_49mor,OM_IEs_Tot_HW_NS,OM_IEs_Tot_Tot,OM_UIE_15_19_HW_0,OM_UIE_15_19_HW_1_15,OM_UIE_15_19_HW_16_24,OM_UIE_15_19_HW_25_34,OM_UIE_15_19_HW_35_39,OM_UIE_15_19_HW_40,OM_UIE_15_19_HW_41_48,OM_UIE_15_19_HW_49mor,OM_UIE_15_19_HW_NS,OM_UIE_15_19_Tot,OM_UIE_20_24_HW_0,OM_UIE_20_24_HW_1_15,OM_UIE_20_24_HW_16_24,OM_UIE_20_24_HW_25_34,OM_UIE_20_24_HW_35_39,OM_UIE_20_24_HW_40,OM_UIE_20_24_HW_41_48,OM_UIE_20_24_HW_49mor,OM_UIE_20_24_HW_NS,OM_UIE_20_24_Tot,OM_UIE_25_29_HW_0,OM_UIE_25_29_HW_1_15,OM_UIE_25_29_HW_16_24,OM_UIE_25_29_HW_25_34,OM_UIE_25_29_HW_35_39,OM_UIE_25_29_HW_40,OM_UIE_25_29_HW_41_48,OM_UIE_25_29_HW_49mor,OM_UIE_25_29_HW_NS,OM_UIE_25_29_Tot,OM_UIE_30_34_HW_0,OM_UIE_30_34_HW_1_15,OM_UIE_30_34_HW_16_24,OM_UIE_30_34_HW_25_34,OM_UIE_30_34_HW_35_39,OM_UIE_30_34_HW_40,OM_UIE_30_34_HW_41_48,OM_UIE_30_34_HW_49mor,OM_UIE_30_34_HW_NS,OM_UIE_30_34_Tot,OM_UIE_35_39_HW_0,OM_UIE_35_39_HW_1_15,OM_UIE_35_39_HW_16_24,OM_UIE_35_39_HW_25_34,OM_UIE_35_39_HW_35_39,OM_UIE_35_39_HW_40,OM_UIE_35_39_HW_41_48,OM_UIE_35_39_HW_49mor,OM_UIE_35_39_HW_NS,OM_UIE_35_39_Tot,OM_UIE_40_44_HW_0,OM_UIE_40_44_HW_1_15,OM_UIE_40_44_HW_16_24,OM_UIE_40_44_HW_25_34,OM_UIE_40_44_HW_35_39,OM_UIE_40_44_HW_40,OM_UIE_40_44_HW_41_48,OM_UIE_40_44_HW_49mor,OM_UIE_40_44_HW_NS,OM_UIE_40_44_Tot,OM_UIE_45_49_HW_0,OM_UIE_45_49_HW_1_15,OM_UIE_45_49_HW_16_24,OM_UIE_45_49_HW_25_34,OM_UIE_45_49_HW_35_39,OM_UIE_45_49_HW_40,OM_UIE_45_49_HW_41_48,OM_UIE_45_49_HW_49mor,OM_UIE_45_49_HW_NS,OM_UIE_45_49_Tot,OM_UIE_50_54_HW_0,OM_UIE_50_54_HW_1_15,OM_UIE_50_54_HW_16_24,OM_UIE_50_54_HW_25_34,OM_UIE_50_54_HW_35_39,OM_UIE_50_54_HW_40,OM_UIE_50_54_HW_41_48,OM_UIE_50_54_HW_49mor,OM_UIE_50_54_HW_NS,OM_UIE_50_54_Tot,OM_UIE_55_59_HW_0,OM_UIE_55_59_HW_1_15,OM_UIE_55_59_HW_16_24,OM_UIE_55_59_HW_25_34,OM_UIE_55_59_HW_35_39,OM_UIE_55_59_HW_40,OM_UIE_55_59_HW_41_48,OM_UIE_55_59_HW_49mor,OM_UIE_55_59_HW_NS,OM_UIE_55_59_Tot,OM_UIE_60_64_HW_0,OM_UIE_60_64_HW_1_15,OM_UIE_60_64_HW_16_24,OM_UIE_60_64_HW_25_34,OM_UIE_60_64_HW_35_39,OM_UIE_60_64_HW_40,OM_UIE_60_64_HW_41_48,OM_UIE_60_64_HW_49mor,OM_UIE_60_64_HW_NS,OM_UIE_60_64_Tot,OM_UIE_65_69_HW_0,OM_UIE_65_69_HW_1_15,OM_UIE_65_69_HW_16_24,OM_UIE_65_69_HW_25_34,OM_UIE_65_69_HW_35_39,OM_UIE_65_69_HW_40,OM_UIE_65_69_HW_41_48,OM_UIE_65_69_HW_49mor,OM_UIE_65_69_HW_NS,OM_UIE_65_69_Tot,OM_UIE_70_74_HW_0,OM_UIE_70_74_HW_1_15,OM_UIE_70_74_HW_16_24,OM_UIE_70_74_HW_25_34,OM_UIE_70_74_HW_35_39,OM_UIE_70_74_HW_40,OM_UIE_70_74_HW_41_48,OM_UIE_70_74_HW_49mor,OM_UIE_70_74_HW_NS,OM_UIE_70_74_Tot
6RTAS,10,45,38,69,76,156,68,347,13,825,29,45,45,72,89,146,87,316,10,828,35,56,43,62,65,146,55,348,15,824,33,61,45,65,41,94,54,241,4,633,25,57,53,50,27,60,26,130,10,436,6,34,21,12,7,29,10,48,5,171,5,24,13,19,12,15,5,20,3,105,164,427,339,484,458,922,469,2118,64,5446,3,13,3,0,0,4,0,5,0,26,4,21,13,18,20,32,18,37,7,164,9,44,29,40,48,81,43,76,3,373,18,102,59,74,71,106,47,168,7,658,28,103,69,95,43,112,49,213,9,731,20,135,104,114,84,149,76,265,10,959,34,143,101,156,102,179,93,374,14,1188,39,143,128,144,71,164,104,387,16,1202,51,193,159,205,83,210,76,397,24,1393,77,188,131,170,78,164,80,326,11,1225,49,171,87,99,30,69,31,149,19,714,19,87,49,47,15,34,17,59,11,335
6GHOB,3,30,27,64,57,137,73,260,4,659,17,33,31,69,58,134,61,272,13,685,14,40,35,70,42,114,52,235,8,608,25,43,53,54,43,50,42,158,4,475,10,38,50,41,24,37,14,72,7,288,5,16,18,14,9,17,4,19,0,107,0,11,11,10,7,5,10,5,3,71,99,315,313,441,398,778,405,1556,53,4358,0,20,4,0,3,0,0,0,3,39,6,26,15,17,14,21,8,21,3,137,17,40,28,55,41,89,35,76,8,393,17,95,51,82,60,102,51,125,18,593,27,124,78,113,61,113,54,145,11,713,20,123,79,140,93,162,86,191,5,907,20,108,88,129,75,149,79,200,7,858,30,132,107,151,84,159,74,224,17,977,34,147,106,136,84,143,72,204,8,939,29,163,106,118,62,91,44,125,8,744,22,163,84,65,33,60,30,79,6,533,12,92,28,32,10,18,8,15,3,225
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,5,4,3,16,6,21,5,30,4,104,0,4,5,3,8,29,3,28,3,86,3,3,11,8,4,17,13,18,0,80,4,9,9,9,3,11,3,12,0,48,6,4,0,3,0,7,0,3,0,18,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,27,37,40,66,47,139,49,192,13,613,0,3,0,0,0,0,0,0,0,10,3,15,14,6,10,14,10,9,4,92,5,24,21,23,24,46,14,28,10,185,13,34,13,34,23,55,27,38,4,252,9,40,37,37,36,41,17,45,8,266,8,52,36,46,37,62,31,42,7,325,14,73,43,80,48,75,38,60,7,425,15,66,50,50,46,77,21,53,7,390,17,77,61,61,50,49,29,71,7,408,16,60,47,62,16,52,17,33,4,308,6,29,18,21,4,11,0,21,0,108,0,4,5,3,0,0,0,0,3,23
5RWAU,50,95,93,164,98,329,149,990,27,1993,71,102,83,137,134,313,188,860,27,1914,86,121,98,122,79,276,157,822,14,1776,69,122,101,105,70,181,107,513,14,1271,50,94,74,81,39,125,76,243,11,799,29,47,53,46,8,55,21,109,9,382,11,33,27,29,13,35,14,40,9,207,497,938,791,1022,758,2045,1084,5639,195,12972,0,15,7,0,5,3,3,8,3,43,9,33,25,32,42,60,35,89,12,344,28,93,67,87,51,142,81,259,15,817,52,256,116,167,116,210,87,451,36,1485,42,295,170,191,128,247,116,550,26,1769,57,297,191,283,145,337,159,686,36,2196,69,255,191,274,187,392,188,861,35,2439,106,272,200,293,163,406,211,995,32,2678,158,330,217,309,166,373,189,934,38,2714,147,383,267,273,99,273,118,726,38,2326,82,294,187,168,71,177,92,400,27,1496,53,140,99,94,25,84,46,170,20,737
5GPER,94,485,477,768,650,1706,800,2851,105,7926,127,437,436,713,619,1576,723,2794,61,7498,124,483,427,656,555,1350,577,2213,49,6436,97,564,541,558,376,838,372,1408,29,4776,85,465,441,427,207,432,198,623,27,2909,41,229,184,183,82,165,66,197,13,1160,25,137,115,80,40,79,37,74,8,586,923,4299,3851,5299,4354,10440,4659,17021,589,51438,6,199,42,30,10,23,9,9,3,327,43,403,192,254,166,274,105,218,34,1678,102,655,426,551,402,746,313,666,97,3963,143,1054,590,818,503,955,393,998,111,5561,128,1208,667,813,463,1041,390,1137,95,5945,133,1198,749,931,535,1154,511,1384,93,6690,130,1150,818,1061,619,1306,538,1668,118,7413,140,996,725,1084,656,1281,566,1697,105,7257,174,1067,754,902,593,1016,523,1387,90,6509,169,1167,834,820,398,683,330,935,71,5403,104,953,583,445,186,316,173,391,36,3181,49,466,266,170,54,109,50,140,27,1323
59799,0,4,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,24,39,34,82,55,161,85,197,7,675,22,40,44,73,61,154,58,194,3,650,22,40,30,51,49,101,43,160,7,514,31,42,45,51,26,55,22,64,3,331,17,17,18,28,7,20,3,37,4,153,3,6,6,9,4,4,3,9,0,51,3,3,0,0,0,7,0,3,0,20,192,307,318,504,405,1012,432,1427,59,4658,3,58,15,9,9,17,7,3,5,124,12,173,68,99,64,127,54,93,12,692,52,179,159,197,141,336,118,224,18,1427,51,240,165,232,139,389,166,320,24,1730,51,273,178,278,149,341,126,308,32,1736,78,316,225,297,175,385,154,361,18,2009,68,338,238,363,229,439,160,348,32,2213,72,303,255,369,178,440,156,351,36,2156,97,338,231,308,187,304,114,238,25,1846,91,296,230,239,114,197,86,153,21,1424,43,186,121,103,34,64,27,56,9,647,20,65,22,26,11,13,7,12,3,174
4RSAU,23,48,45,99,104,200,128,594,27,1270,26,64,50,91,92,213,150,572,6,1264,45,73,45,100,96,215,104,590,13,1280,56,71,75,73,54,162,73,406,8,980,46,64,66,69,32,90,51,226,8,646,16,40,30,48,14,43,19,65,6,283,14,36,15,27,11,27,8,37,4,178,275,571,476,741,644,1383,811,3703,111,8717,4,22,4,9,3,4,0,11,3,59,15,41,23,25,25,52,19,67,5,271,23,82,44,80,53,111,58,208,9,661,34,143,101,102,81,150,82,323,16,1028,39,187,84,153,82,175,89,457,6,1274,42,157,105,198,110,259,132,502,24,1526,30,198,145,239,146,312,177,701,28,1983,59,227,149,221,142,352,198,880,22,2250,87,254,182,273,160,326,207,864,35,2375,111,328,212,244,131,283,143,711,30,2186,99,250,171,182,77,160,103,387,25,1446,58,137,101,89,35,87,37,163,13,729
4GADE,70,224,220,450,414,840,464,1687,42,4422,96,214,203,393,403,788,422,1660,29,4191,87,253,189,352,388,679,382,1416,27,3778,80,286,255,326,259,504,265,917,26,2917,54,294,252,251,158,285,126,455,21,1894,32,145,109,112,69,95,47,153,15,774,18,88,56,52,32,43,33,52,9,392,632,2232,1907,3002,2856,5288,2791,10170,310,29190,7,113,15,20,9,9,7,8,0,189,26,247,140,155,105,135,67,143,19,1033,58,309,210,323,252,399,220,425,38,2230,87,550,321,475,374,513,248,634,51,3245,87,600,390,554,354,608,277,732,54,3652,68,663,402,680,385,722,336,878,57,4189,97,618,474,774,486,849,407,1074,77,4854,101,658,458,718,481,790,419,1174,73,4875,120,715,482,763,460,726,384,1075,41,4773,103,781,495,537,333,501,263,730,40,3785,93,717,385,374,172,260,141,392,33,2556,40,362,196,160,73,89,51,153,13,1140
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,12,20,37,42,52,104,48,126,6,447,15,28,21,44,57,87,32,152,8,442,17,31,25,39,29,72,25,84,3,327,5,21,26,35,17,42,11,53,3,209,10,18,11,14,5,17,9,27,0,107,3,4,4,3,3,9,0,4,0,34,0,3,0,3,0,0,3,3,0,11,98,218,181,293,274,619,254,863,43,2837,3,38,3,13,3,4,3,4,3,82,11,115,47,65,53,81,42,46,9,468,24,114,84,122,100,193,102,182,9,929,37,114,87,148,109,201,108,212,16,1039,34,148,103,171,139,209,99,184,19,1102,40,195,141,237,165,265,109,234,23,1414,50,220,163,273,185,294,105,266,14,1572,47,241,191,312,186,299,117,225,21,1632,59,274,181,317,169,235,85,210,26,1561,52,230,185,192,105,139,77,110,11,1097,25,147,89,77,28,52,18,46,11,502,8,60,27,17,4,20,0,6,4,154
3RQLD,136,456,528,967,832,1940,934,4695,110,10610,165,488,479,848,779,1887,863,4510,102,10123,174,504,535,750,655,1616,755,3796,93,8873,169,562,464,675,506,1125,554,2487,67,6603,125,513,364,496,297,584,235,1175,53,3846,67,283,212,233,112,260,96,447,24,1728,38,175,82,110,46,91,47,203,20,808,1206,4418,4117,6222,5411,12264,5478,27483,861,67459,11,150,36,29,16,43,8,40,13,360,39,307,196,211,180,272,164,393,42,1806,109,586,374,505,364,691,340,1072,82,4125,159,1008,641,804,474,963,436,1623,103,6206,140,1149,761,1006,575,1130,504,1957,127,7353,157,1273,838,1250,670,1511,613,2550,176,9022,168,1257,844,1311,772,1636,751,2949,186,9872,229,1186,930,1299,699,1621,737,3276,158,10137,267,1357,967,1276,774,1579,677,3204,120,10232,268,1423,914,1142,536,1181,537,2458,132,8597,158,1162,590,699,305,649,280,1416,87,5344,99,608,306,328,135,298,125,626,46,2568
3GBRI,111,438,535,825,769,2049,845,3999,115,9686,104,431,441,787,731,1797,806,3714,81,8896,151,436,455,662,656,1517,691,3129,66,7756,140,480,461,594,467,1000,416,1867,47,5464,79,469,345,460,250,527,254,902,24,3313,30,237,161,204,117,191,67,273,16,1299,12,144,91,102,56,68,35,94,11,609,992,4114,3980,5851,5400,12479,5263,23619,753,62455,7,271,52,48,24,31,15,22,15,481,31,473,227,310,158,283,129,312,36,1960,88,605,468,567,378,676,316,817,70,3980,156,909,638,739,519,1010,413,1238,101,5717,124,1097,745,927,516,1077,480,1468,109,6546,107,1132,800,1076,589,1196,491,1833,125,7348,113,1104,799,1123,624,1321,597,2038,154,7866,147,919,666,1045,597,1231,588,2028,93,7313,158,952,666,872,505,1057,493,1763,86,6551,157,1037,670,723,382,805,345,1223,62,5398,127,829,471,444,209,383,170,603,42,3281,49,419,216,218,74,152,76,217,23,1432
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,51,75,85,158,130,364,123,632,20,1637,45,77,85,147,99,288,134,530,22,1425,36,101,92,127,98,244,80,377,16,1167,35,75,81,109,61,154,57,206,16,799,29,62,38,44,26,50,22,69,5,338,11,19,7,4,3,13,3,20,0,82,3,5,5,3,4,3,0,4,0,32,339,632,578,970,818,2159,871,3832,160,10357,9,130,28,20,14,25,10,14,7,243,35,218,85,117,97,151,91,169,19,993,58,270,189,262,199,400,180,459,28,2052,84,390,248,322,211,449,251,587,34,2575,76,439,306,352,249,514,228,563,32,2752,98,571,366,509,308,660,273,654,52,3490,109,565,438,593,325,680,303,691,61,3758,138,592,438,645,340,679,285,669,63,3850,154,595,473,603,301,526,245,554,37,3494,119,557,418,427,204,332,111,327,45,2542,61,321,184,196,67,126,43,147,19,1163,23,115,55,60,15,21,19,19,5,335
2RVIC,88,301,288,427,438,1071,536,2379,95,5621,143,243,264,441,456,1009,525,2437,89,5616,185,329,316,411,391,996,494,2125,72,5320,191,375,334,532,281,646,322,1394,47,4108,153,326,260,330,179,399,173,731,43,2595,77,175,121,156,61,141,48,257,20,1048,47,102,66,79,54,80,39,147,20,632,1144,2698,2332,3380,2929,6682,3308,14566,558,37599,4,67,13,4,6,17,5,21,3,138,30,124,81,114,105,184,82,207,21,954,75,273,199,315,250,514,236,672,49,2576,109,557,327,432,291,608,276,967,71,3628,114,647,414,504,341,684,322,1260,74,4354,103,758,453,666,394,835,407,1633,92,5350,105,685,499,659,423,973,434,1902,100,5789,159,689,494,724,473,978,485,2190,105,6304,204,786,606,809,441,1009,543,2312,108,6826,294,946,604,847,417,751,378,1719,96,6046,239,820,466,541,209,498,219,1042,56,4090,113,410,255,280,106,217,101,501,55,2033
2GMEL,256,1157,1298,2001,1987,4858,2141,8424,299,22415,323,1049,1113,1869,1875,4546,1906,7882,280,20838,333,1059,1077,1711,1535,3572,1654,6281,215,17450,338,1160,1088,1702,1173,2337,963,3632,155,12544,205,1098,942,1200,722,1253,530,1752,109,7813,142,615,487,597,306,488,186,621,49,3495,75,393,240,242,141,241,87,245,46,1702,2594,10149,9818,14304,13695,30414,12583,47820,2147,143527,12,361,63,38,24,32,8,35,23,598,86,937,511,495,340,614,254,479,95,3802,200,1141,981,1231,984,1806,799,1477,219,8838,320,1988,1320,1758,1293,2503,1033,2470,298,12983,332,2529,1720,1971,1246,2452,972,2646,284,14150,283,2577,1798,2337,1357,2667,1166,3190,272,15644,254,2377,1752,2358,1465,2886,1260,3481,276,16118,268,1942,1521,2146,1328,2668,1153,3423,281,14723,308,1962,1452,1921,1113,2240,905,2920,219,13046,313,2104,1298,1688,803,1326,645,1809,150,10137,217,1853,959,1009,424,698,333,835,120,6451,114,985,440,422,156,257,109,327,47,2858
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,44,105,127,231,223,656,214,781,32,2413,65,91,125,201,201,554,192,668,35,2136,45,103,107,206,169,437,148,503,27,1751,58,90,116,168,132,228,76,223,21,1107,25,90,75,74,46,89,33,91,10,522,6,36,35,28,9,31,8,22,3,187,4,14,11,5,4,7,0,4,4,56,431,821,912,1431,1489,3858,1419,4533,276,15169,12,119,17,9,6,11,0,14,5,204,54,318,153,172,145,395,137,178,39,1590,88,307,319,349,313,838,355,513,50,3133,112,443,372,496,380,915,339,645,61,3765,95,502,366,500,332,768,339,631,57,3594,119,588,471,662,421,952,310,636,57,4215,126,705,519,751,462,915,347,645,65,4531,125,608,567,668,477,810,307,574,69,4199,139,613,519,695,411,759,259,535,59,3989,118,615,466,602,235,379,131,295,35,2869,58,371,224,198,107,134,53,113,15,1268,31,166,57,60,17,37,15,35,11,429
1RNSW,119,397,425,741,780,1723,782,3668,123,8751,167,464,448,724,792,1736,782,3773,106,8990,211,519,544,689,676,1435,724,3268,99,8172,209,624,607,607,478,1046,487,2262,80,6406,162,547,468,425,280,572,246,1183,65,3956,83,301,252,221,122,244,105,402,28,1754,47,165,140,129,73,125,43,192,35,945,1359,4226,4121,5287,5149,11070,4954,22987,822,59974,18,167,31,41,20,22,12,37,7,353,65,296,193,258,209,338,177,406,43,1969,105,547,355,546,467,828,366,1072,90,4377,225,940,651,834,596,1117,500,1679,114,6667,179,1237,827,1075,642,1300,575,2228,131,8194,182,1372,1052,1341,821,1730,792,2906,186,10380,237,1271,1003,1352,921,1870,853,3427,171,11108,301,1371,1046,1447,934,2078,960,3806,160,12106,349,1574,1156,1500,903,1841,955,3912,180,12369,401,1828,1220,1279,651,1488,668,3130,144,10804,284,1501,884,790,346,870,387,1802,95,6962,179,770,447,477,171,382,190,861,71,3547
1GSYD,222,1202,1364,2049,2123,5568,2160,8775,348,23805,243,1072,1276,2034,2112,5287,2116,8442,353,22928,291,1176,1243,1744,1578,4131,1643,6444,232,18486,280,1358,1476,1348,1046,2509,1041,3886,159,13104,223,1256,1291,1076,652,1408,520,2029,102,8555,107,733,658,548,304,617,201,684,48,3891,87,496,366,303,141,265,95,265,38,2059,2386,10931,11804,14508,14403,35750,13165,52297,2520,157758,24,576,68,47,25,39,14,40,32,861,84,979,530,447,334,527,220,502,101,3713,205,1106,1122,1138,866,1607,677,1577,248,8560,310,1912,1549,1662,1207,2431,962,2514,288,12831,310,2392,1825,2108,1294,2708,1034,3225,304,15204,309,2511,1969,2451,1464,3166,1244,3809,335,17255,268,2527,1922,2494,1509,3243,1403,4278,320,17968,278,2206,1772,2362,1514,3114,1415,4340,334,17328,310,2191,1623,2096,1286,2579,1139,3743,277,15240,255,2363,1753,1477,901,1606,715,2433,206,11705,214,1911,1164,968,442,837,387,1122,93,7133,115,1081,551,446,174,315,115,410,48,3249
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,51,127,131,223,217,631,242,831,46,2499,58,129,164,224,205,623,199,739,40,2382,68,138,155,202,177,433,169,539,25,1911,53,133,146,138,103,267,104,271,26,1239,43,100,78,83,37,91,33,131,13,610,13,38,24,30,7,24,10,26,3,172,9,20,18,13,3,10,0,9,5,84,481,1093,1135,1519,1479,4320,1558,5292,313,17188,7,201,29,10,10,15,8,12,5,305,55,418,182,187,138,274,116,187,51,1614,93,371,352,374,296,699,234,538,31,3000,132,518,443,521,386,897,317,717,68,3999,154,633,497,652,434,978,356,848,72,4615,152,804,586,771,468,1163,453,889,72,5354,179,824,688,843,523,1070,413,910,93,5540,185,869,752,950,606,1171,411,963,84,5983,211,922,739,839,464,884,332,777,73,5248,175,825,635,631,294,588,188,431,52,3818,82,499,302,268,103,193,73,171,21,1713,34,196,98,71,22,43,16,54,15,537
