GCCSA_CODE_2016,SOLSEWVW_Min_96_00,SOLSEWVW_Min_01_05,SOLSEWVW_Min_06_10,SOLSEWVW_Min_11_15,SOLSEWVW_Min_2016,SOLSEWVW_Min_NS,SOLSEWVW_Min_Tot,SOLSEWVW_Mnf_Bf_91,SOLSEWVW_Mnf_91_95,SOLSEWVW_Mnf_96_00,SOLSEWVW_Mnf_01_05,SOLSEWVW_Mnf_06_10,SOLSEWVW_Mnf_11_15,SOLSEWVW_Mnf_2016,SOLSEWVW_Mnf_NS,SOLSEWVW_Mnf_Tot,SOLSEWVW_EGWWS_Bf_91,SOLSEWVW_EGWWS_91_95,SOLSEWVW_EGWWS_96_00,SOLSEWVW_EGWWS_01_05,SOLSEWVW_EGWWS_06_10,SOLSEWVW_EGWWS_11_15,SOLSEWVW_EGWWS_2016,SOLSEWVW_EGWWS_NS,SOLSEWVW_EGWWS_Tot,SOLSEWVW_Const_Bf_91,SOLSEWVW_Const_91_95,SOLSEWVW_Const_96_00,SOLSEWVW_Const_01_05,SOLSEWVW_Const_06_10,SOLSEWVW_Const_11_15,SOLSEWVW_Const_2016,SOLSEWVW_Const_NS,SOLSEWVW_Const_Tot,SOLSEWVW_WST_Bf_91,SOLSEWVW_WST_91_95,SOLSEWVW_WST_96_00,SOLSEWVW_WST_01_05,SOLSEWVW_WST_06_10,SOLSEWVW_WST_11_15,SOLSEWVW_WST_2016,SOLSEWVW_WST_NS,SOLSEWVW_WST_Tot,SOLSEWVW_RetT_Bf_91,SOLSEWVW_RetT_91_95,SOLSEWVW_RetT_96_00,SOLSEWVW_RetT_01_05,SOLSEWVW_RetT_06_10,SOLSEWVW_RetT_11_15,SOLSEWVW_RetT_2016,SOLSEWVW_RetT_NS,SOLSEWVW_RetT_Tot,SOLSEWVW_AcFd_Bf_91,SOLSEWVW_AcFd_91_95,SOLSEWVW_AcFd_96_00,SOLSEWVW_AcFd_01_05,SOLSEWVW_AcFd_06_10,SOLSEWVW_AcFd_11_15,SOLSEWVW_AcFd_2016,SOLSEWVW_AcFd_NS,SOLSEWVW_AcFd_Tot,SOLSEWVW_TPW_Bf_91,SOLSEWVW_TPW_91_95,SOLSEWVW_TPW_96_00,SOLSEWVW_TPW_01_05,SOLSEWVW_TPW_06_10,SOLSEWVW_TPW_11_15,SOLSEWVW_TPW_2016,SOLSEWVW_TPW_NS,SOLSEWVW_TPW_Tot,SOLSEWVW_IMT_Bf_91,SOLSEWVW_IMT_91_95,SOLSEWVW_IMT_96_00,SOLSEWVW_IMT_01_05,SOLSEWVW_IMT_06_10,SOLSEWVW_IMT_11_15,SOLSEWVW_IMT_2016,SOLSEWVW_IMT_NS,SOLSEWVW_IMT_Tot,SOLSEWVW_FinIns_Bf_91,SOLSEWVW_FinIns_91_95,SOLSEWVW_FinIns_96_00,SOLSEWVW_FinIns_01_05,SOLSEWVW_FinIns_06_10,SOLSEWVW_FinIns_11_15,SOLSEWVW_FinIns_2016,SOLSEWVW_FinIns_NS,SOLSEWVW_FinIns_Tot,SOLSEWVW_RHRE_Bf_91,SOLSEWVW_RHRE_91_95,SOLSEWVW_RHRE_96_00,SOLSEWVW_RHRE_01_05,SOLSEWVW_RHRE_06_10,SOLSEWVW_RHRE_11_15,SOLSEWVW_RHRE_2016,SOLSEWVW_RHRE_NS,SOLSEWVW_RHRE_Tot,SOLSEWVW_ProSTS_Bf_91,SOLSEWVW_ProSTS_91_95,SOLSEWVW_ProSTS_96_00,SOLSEWVW_ProSTS_01_05,SOLSEWVW_ProSTS_06_10,SOLSEWVW_ProSTS_11_15,SOLSEWVW_ProSTS_2016,SOLSEWVW_ProSTS_NS,SOLSEWVW_ProSTS_Tot,SOLSEWVW_AdSup_Bf_91,SOLSEWVW_AdSup_91_95,SOLSEWVW_AdSup_96_00,SOLSEWVW_AdSup_01_05,SOLSEWVW_AdSup_06_10,SOLSEWVW_AdSup_11_15,SOLSEWVW_AdSup_2016,SOLSEWVW_AdSup_NS,SOLSEWVW_AdSup_Tot,SOLSEWVW_PubAS_Bf_91,SOLSEWVW_PubAS_91_95,SOLSEWVW_PubAS_96_00,SOLSEWVW_PubAS_01_05,SOLSEWVW_PubAS_06_10,SOLSEWVW_PubAS_11_15,SOLSEWVW_PubAS_2016,SOLSEWVW_PubAS_NS,SOLSEWVW_PubAS_Tot,SOLSEWVW_EdTrn_Bf_91,SOLSEWVW_EdTrn_91_95,SOLSEWVW_EdTrn_96_00,SOLSEWVW_EdTrn_01_05,SOLSEWVW_EdTrn_06_10,SOLSEWVW_EdTrn_11_15,SOLSEWVW_EdTrn_2016,SOLSEWVW_EdTrn_NS,SOLSEWVW_EdTrn_Tot,SOLSEWVW_HC_SA_Bf_91,SOLSEWVW_HC_SA_91_95,SOLSEWVW_HC_SA_96_00,SOLSEWVW_HC_SA_01_05,SOLSEWVW_HC_SA_06_10,SOLSEWVW_HC_SA_11_15,SOLSEWVW_HC_SA_2016,SOLSEWVW_HC_SA_NS,SOLSEWVW_HC_SA_Tot,SOLSEWVW_ArtsR_Bf_91,SOLSEWVW_ArtsR_91_95,SOLSEWVW_ArtsR_96_00,SOLSEWVW_ArtsR_01_05,SOLSEWVW_ArtsR_06_10,SOLSEWVW_ArtsR_11_15,SOLSEWVW_ArtsR_2016,SOLSEWVW_ArtsR_NS,SOLSEWVW_ArtsR_Tot,SOLSEWVW_OthSvs_Bf_91,SOLSEWVW_OthSvs_91_95,SOLSEWVW_OthSvs_96_00,SOLSEWVW_OthSvs_01_05,SOLSEWVW_OthSvs_06_10,SOLSEWVW_OthSvs_11_15,SOLSEWVW_OthSvs_2016,SOLSEWVW_OthSvs_NS,SOLSEWVW_OthSvs_Tot,SOLSEWVW_IDNS_Bf_91,SOLSEWVW_IDNS_91_95,SOLSEWVW_IDNS_96_00,SOLSEWVW_IDNS_01_05,SOLSEWVW_IDNS_06_10,SOLSEWVW_IDNS_11_15,SOLSEWVW_IDNS_2016,SOLSEWVW_IDNS_NS,SOLSEWVW_IDNS_Tot,SOLSEWVW_Tot_Bf_91,SOLSEWVW_Tot_91_95,SOLSEWVW_Tot_96_00,SOLSEWVW_Tot_01_05,SOLSEWVW_Tot_06_10,SOLSEWVW_Tot_11_15,SOLSEWVW_Tot_2016,SOLSEWVW_Tot_NS,SOLSEWVW_Tot_Tot,SOLSE_NWNA_AGFF_Bf_91,SOLSE_NWNA_AGFF_91_95,SOLSE_NWNA_AGFF_96_00,SOLSE_NWNA_AGFF_01_05,SOLSE_NWNA_AGFF_06_10,SOLSE_NWNA_AGFF_11_15,SOLSE_NWNA_AGFF_2016,SOLSE_NWNA_AGFF_NS,SOLSE_NWNA_AGFF_Tot,SOLSE_NWNA_Min_Bf_91,SOLSE_NWNA_Min_91_95,SOLSE_NWNA_Min_96_00,SOLSE_NWNA_Min_01_05,SOLSE_NWNA_Min_06_10,SOLSE_NWNA_Min_11_15,SOLSE_NWNA_Min_2016,SOLSE_NWNA_Min_NS,SOLSE_NWNA_Min_Tot,SOLSE_NWNA_Mnf_Bf_91,SOLSE_NWNA_Mnf_91_95,SOLSE_NWNA_Mnf_96_00,SOLSE_NWNA_Mnf_01_05
6RTAS,0,3,12,10,0,0,35,52,23,15,43,66,64,0,9,267,7,0,3,6,3,6,0,0,23,18,0,8,8,9,7,0,0,55,11,0,0,3,13,9,0,3,40,43,3,17,30,44,42,4,3,182,61,22,24,53,86,144,23,6,413,22,7,3,7,27,22,0,0,80,8,0,0,0,3,7,0,0,15,6,0,0,0,7,3,0,0,16,4,0,0,3,4,4,0,0,18,23,3,7,18,29,31,0,3,114,10,6,7,5,15,22,3,0,75,34,8,15,9,32,5,5,0,106,31,21,10,37,41,42,8,7,196,96,39,61,113,245,177,18,10,754,5,0,0,3,4,9,0,0,23,15,4,6,11,19,6,0,0,61,12,8,6,8,30,29,3,6,106,490,147,197,384,746,781,74,58,2872,3,0,0,5,15,90,3,19,135,0,0,0,0,0,0,0,0,0,0,0,4,0
6GHOB,0,0,0,0,0,0,0,49,20,6,19,49,25,0,3,174,15,8,6,17,27,11,0,0,89,27,9,10,15,27,7,0,0,101,17,0,6,0,9,12,0,0,46,82,33,25,53,108,118,8,8,431,88,29,35,91,268,419,36,20,984,14,4,6,29,63,59,0,3,185,5,3,3,6,16,20,5,0,59,13,4,9,22,16,13,0,0,78,16,3,4,4,7,10,0,0,36,56,18,37,56,82,107,5,0,368,23,8,7,25,58,70,3,3,198,97,23,24,52,59,31,0,6,290,90,34,29,59,93,126,11,6,441,162,70,80,143,315,219,10,13,1014,16,8,5,9,32,23,0,0,97,31,13,9,10,42,25,4,0,141,25,14,9,22,53,49,5,10,182,839,307,319,641,1333,1376,96,75,4982,0,0,0,0,0,15,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,3,4,9,3,0,0,26,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,7,0,0,4,3,0,0,0,8,3,0,3,3,10,8,0,3,35,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,14,0,0,24,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,10,11,3,4,4,6,6,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,10,48,6,13,22,45,44,7,11,200,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,209,407,1113,587,7,36,2857,100,38,57,133,425,522,38,37,1350,23,4,6,25,97,44,3,4,219,235,63,91,208,495,344,7,17,1461,14,4,10,18,114,114,6,8,294,103,31,62,96,404,436,36,35,1204,158,66,83,151,759,884,79,75,2251,98,30,42,71,218,183,6,16,668,9,0,4,8,21,31,3,5,75,17,3,6,12,24,30,0,0,89,19,3,11,13,51,66,0,0,162,83,22,44,95,248,224,10,11,737,71,25,40,51,151,241,28,21,632,105,34,38,80,207,120,3,16,603,126,42,70,133,235,139,0,18,772,197,64,122,263,901,744,26,31,2357,18,4,6,11,19,26,0,0,78,46,13,29,49,181,144,3,10,471,113,34,54,95,275,256,22,53,903,2089,634,1028,1976,6131,5461,377,478,18181,59,10,11,16,31,120,60,79,385,7,0,6,5,14,29,4,0,63,5,0,3,10
5GPER,372,679,1582,1019,40,44,4586,1624,570,587,956,3157,2651,102,123,9767,228,72,118,246,538,287,14,17,1526,1486,391,602,903,2235,2086,73,113,7892,675,196,279,423,1179,1037,39,41,3874,1992,675,1073,1468,3978,3944,239,187,13548,1599,565,817,1455,5237,6965,582,327,17546,1070,443,667,893,2744,1489,60,103,7461,190,70,108,164,377,349,25,13,1298,648,234,378,588,832,572,16,40,3299,474,127,141,252,462,412,21,24,1905,1643,755,1051,1861,3391,2564,151,89,11509,693,268,357,513,1373,2478,280,110,6077,1563,535,643,983,1656,922,31,72,6414,1814,762,961,1309,2327,1837,96,104,9208,3594,1388,1696,2936,7590,5940,212,237,23591,366,134,178,269,538,408,24,38,1953,832,289,346,492,1612,1611,108,64,5360,1101,364,501,764,1973,1908,150,322,7076,22402,8165,10919,17228,42988,38735,2297,2101,144832,120,51,21,16,109,127,55,48,539,15,3,8,6,31,33,3,3,105,292,122,85,130
59799,0,7,5,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,0,0,5,0,0,14,30,3,5,12,17,28,0,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,11,20,90,46,4,5,228,22,8,7,8,25,20,0,4,89,12,0,0,4,10,0,0,0,25,336,72,107,104,257,255,7,34,1179,19,4,3,3,20,16,0,0,57,19,12,11,13,24,34,10,3,115,14,7,4,14,39,31,3,4,123,152,69,128,93,302,143,5,15,913,10,3,5,3,16,20,0,0,61,4,4,0,5,5,7,0,3,32,3,0,0,3,3,3,3,0,19,62,26,28,39,49,33,8,4,241,122,37,55,64,177,241,25,17,738,12,4,14,9,28,32,3,3,103,35,13,15,22,54,36,3,0,182,104,20,38,53,123,113,10,11,474,7,3,0,3,16,3,0,0,31,47,15,5,19,46,45,6,3,192,63,17,25,31,93,84,9,18,330,1077,324,470,522,1377,1175,97,126,5165,11,0,0,0,4,12,3,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,12,30,81,50,3,0,224,96,25,27,61,236,335,22,39,837,3,0,0,3,9,3,0,0,17,43,11,6,16,41,37,0,0,164,14,0,5,25,68,104,11,11,231,65,9,32,40,139,106,0,7,402,76,17,19,45,164,144,13,16,498,23,3,3,8,29,15,0,3,94,3,0,0,0,5,0,0,0,11,3,0,6,0,9,10,0,0,24,15,0,0,0,3,0,0,0,19,23,9,4,13,28,12,0,0,86,26,6,7,7,53,80,4,10,191,30,5,9,17,34,23,0,3,117,59,9,23,41,62,51,3,7,256,117,47,55,123,388,255,0,17,997,5,0,4,3,4,4,0,0,17,23,0,9,8,33,32,3,3,107,35,6,10,19,53,60,4,15,200,848,175,258,515,1630,1591,122,174,5317,36,7,5,16,46,153,29,28,316,3,0,0,0,0,0,0,0,3,3,0,3,14
4GADE,17,46,79,60,3,3,276,1621,471,386,629,1683,1308,83,92,6265,133,44,48,113,226,119,6,11,702,836,192,241,337,658,404,16,41,2729,450,122,97,193,500,411,29,22,1822,1255,289,423,654,1801,1239,80,69,5809,961,207,393,719,2475,2390,215,126,7478,575,174,185,285,1373,499,25,52,3159,148,52,52,94,255,265,26,13,898,389,110,133,232,421,294,12,19,1605,236,30,46,78,182,104,6,8,691,841,279,378,645,1272,1085,104,39,4645,438,131,178,248,805,1032,97,56,2972,877,299,291,448,728,331,10,41,3019,1034,371,438,660,1295,987,60,51,4893,2497,867,908,1954,5874,3386,137,146,15769,105,36,48,73,139,104,13,10,532,591,179,165,235,712,555,50,36,2518,529,120,151,340,749,607,65,114,2675,13935,4043,4621,8045,21431,15431,1038,973,69512,237,89,49,41,134,165,6,25,748,0,0,0,0,0,0,0,0,3,276,99,78,78
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,3,0,0,0,7,21,0,3,8,4,7,0,0,48,0,0,0,0,5,0,0,0,4,280,64,80,65,106,62,0,18,677,6,0,3,5,15,4,0,0,39,23,3,10,6,15,11,3,5,75,11,0,0,0,10,7,0,0,29,53,15,37,24,162,49,3,0,343,4,0,6,3,12,12,0,0,34,3,0,0,0,0,3,0,3,11,7,0,0,0,0,0,0,0,13,31,3,19,15,35,18,0,7,135,85,34,49,50,123,118,10,13,481,17,6,6,14,18,16,0,0,76,22,17,13,13,16,33,0,3,112,80,16,24,30,92,68,4,7,326,3,0,5,0,3,5,0,0,10,26,4,11,7,17,9,3,0,78,33,5,3,10,19,29,4,10,117,717,189,268,269,673,471,39,65,2688,11,6,7,4,8,29,8,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,78,163,467,270,5,13,1178,537,164,281,436,1201,1038,52,64,3772,60,15,31,63,139,54,3,5,374,510,164,230,304,618,519,26,49,2428,180,61,77,152,351,252,14,24,1110,823,323,515,684,1582,1251,83,103,5364,1226,465,704,1118,3378,3967,401,288,11538,417,173,210,291,957,428,18,36,2534,70,22,63,60,103,102,5,13,439,157,50,81,134,220,148,9,10,813,301,80,110,191,244,206,9,16,1166,492,169,293,503,900,615,44,17,3036,445,175,247,317,733,984,111,86,3103,410,139,223,281,567,234,8,34,1897,719,329,448,665,1033,805,55,54,4100,1645,717,1029,1790,4238,2921,155,171,12667,216,85,111,160,253,252,25,26,1128,357,115,169,260,688,555,34,48,2229,465,121,258,338,749,750,93,155,2921,9584,3526,5265,8072,19064,16437,1412,1470,64831,60,23,25,33,100,542,150,308,1242,4,3,0,0,11,10,0,3,27,29,11,28,95
3GBRI,117,248,470,362,21,9,1472,2069,814,937,1289,2837,1992,147,193,10288,159,84,128,215,325,148,3,9,1084,1171,411,555,723,1211,944,51,70,5133,635,290,384,556,1001,818,45,43,3768,1671,690,1010,1365,2695,2379,129,134,10068,1342,560,802,1414,3660,4992,615,339,13723,1263,553,718,971,2665,1468,67,90,7802,245,121,156,248,418,396,40,10,1636,677,307,444,698,1021,684,37,24,3895,502,221,314,416,614,423,15,35,2543,1636,824,1113,1907,3243,2597,225,124,11669,690,311,383,584,1403,2146,264,143,5924,1451,661,854,1007,1260,535,36,59,5860,1650,872,1115,1538,2361,2092,112,120,9871,3672,1811,2180,3409,7588,4370,172,250,23458,236,92,89,173,310,255,17,22,1199,751,302,378,508,1159,1068,79,93,4338,951,365,544,820,1641,1618,183,323,6438,21153,9436,12299,18197,36097,29608,2346,2174,131310,86,40,26,39,75,267,144,137,818,3,3,0,0,9,12,0,0,31,398,160,138,193
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,3,5,23,4,0,3,53,31,8,13,14,20,17,0,5,105,6,4,0,3,0,7,0,0,20,424,132,168,158,248,220,25,40,1407,17,7,11,9,15,5,0,4,72,31,10,12,25,34,40,3,6,169,20,4,14,16,31,56,0,6,143,115,31,66,63,307,126,7,12,718,16,12,6,4,18,13,0,0,68,8,3,4,3,7,8,0,3,35,12,3,5,4,4,10,0,0,40,65,22,21,30,77,54,5,8,283,184,67,90,103,223,309,33,34,1036,34,6,19,16,18,31,0,4,125,54,20,39,30,50,50,3,9,262,132,36,55,57,89,89,3,3,464,14,9,9,13,9,5,0,3,66,52,22,18,17,40,38,7,3,197,77,25,27,41,85,102,15,29,401,1314,414,580,625,1324,1224,141,184,5801,6,0,0,3,3,40,12,8,72,0,0,0,0,0,0,0,0,0,4,0,0,3
2RVIC,9,9,19,13,0,7,76,516,136,192,294,718,656,61,67,2641,57,16,15,51,97,65,0,0,305,302,54,77,87,217,142,10,23,923,113,24,40,71,193,144,11,17,604,523,129,200,374,936,613,39,50,2853,522,135,218,363,1382,992,90,91,3782,194,51,79,94,485,153,8,23,1094,43,6,12,34,47,49,0,3,204,94,16,50,80,115,64,0,12,428,59,7,14,21,38,14,0,4,159,218,70,102,168,353,249,25,18,1205,171,44,62,66,223,314,31,27,938,305,85,86,159,245,118,3,11,1011,390,105,180,309,518,342,35,23,1907,870,324,523,908,2264,1547,56,86,6581,84,35,32,52,75,88,7,8,378,169,37,46,84,315,165,32,26,871,298,71,113,185,441,350,34,106,1592,5391,1401,2145,3573,9170,6613,531,693,29510,60,33,37,38,125,264,31,74,659,0,0,0,0,0,0,0,0,0,47,11,28,34
2GMEL,64,91,127,91,9,11,604,12860,4191,3528,4818,9312,6552,468,591,42314,778,280,364,729,1202,714,49,46,4162,5188,1404,1772,2251,4008,3125,149,264,18160,3993,1202,1509,2303,3813,2873,192,181,16069,8271,2781,3553,5025,9850,8572,546,604,39194,5098,1541,2290,4000,11000,14323,1628,881,40756,7062,2129,2300,3473,7884,4123,255,416,27633,1766,624,844,1785,2417,1967,189,100,9694,4744,1832,2512,4193,5072,3054,202,227,21849,1696,445,621,1116,1741,1153,58,92,6915,7281,3024,3811,6384,10080,10638,1133,524,42866,3376,981,1143,1770,4154,5526,617,396,17957,4996,1442,1497,2090,2793,1469,56,160,14503,6080,2255,2843,4025,6090,5358,352,304,27311,13354,5245,5663,9106,17706,11728,488,783,64076,889,311,538,754,1147,868,53,60,4615,3733,1143,1138,1533,3789,2680,248,272,14542,5307,1597,1961,2899,5774,5293,463,1070,24370,97218,32596,38106,58562,108462,90583,7190,7022,439748,151,74,63,93,190,306,13,34,931,3,6,0,3,5,6,0,0,24,2573,1064,726,784
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,3,3,0,3,0,0,14,85,27,25,29,43,25,3,10,250,26,4,5,8,6,15,0,3,67,1419,369,481,463,664,494,35,112,4039,52,10,22,21,24,30,6,8,179,118,25,29,46,85,65,13,9,395,42,14,22,31,62,87,10,19,281,561,152,200,284,812,420,34,46,2512,42,10,22,34,67,45,5,5,236,38,10,18,16,15,8,4,3,107,23,8,17,8,15,10,0,4,90,244,76,82,102,125,137,13,20,805,602,131,144,199,448,498,63,44,2147,136,30,27,43,68,63,4,9,377,145,49,72,85,116,90,12,15,582,318,119,97,128,208,195,13,29,1115,20,5,13,13,10,21,3,0,89,147,38,36,32,87,66,9,10,424,240,67,97,103,237,200,24,49,1019,4300,1158,1411,1648,3115,2494,260,408,14790,10,3,5,3,8,30,5,3,55,0,0,0,0,0,0,0,0,4,16,0,0,5
1RNSW,35,68,149,96,3,5,457,860,221,259,384,932,1184,103,101,4051,65,16,30,44,79,42,4,6,275,667,153,186,201,334,362,26,42,1979,164,45,55,83,177,203,25,7,772,910,225,304,484,1186,944,61,75,4189,1116,344,402,606,1658,1609,166,177,6070,472,86,121,120,314,162,12,31,1309,55,22,20,39,62,59,9,3,274,185,47,63,88,99,66,3,14,564,132,19,35,20,44,47,0,7,300,445,136,209,288,438,390,28,34,1969,423,88,139,131,319,366,29,35,1526,512,191,173,231,379,159,4,30,1686,849,305,371,511,662,630,45,50,3422,2034,670,889,1534,3258,2858,86,178,11497,76,15,18,41,44,69,10,7,280,372,96,115,141,366,308,14,34,1450,484,130,178,251,482,517,47,124,2214,10342,2900,3711,5414,11370,10716,779,1035,46268,27,12,15,22,79,255,63,103,575,3,0,0,4,0,5,0,0,18,86,36,29,54
1GSYD,96,142,181,148,10,15,840,12444,4421,4217,4551,6625,5467,478,540,38749,961,386,397,556,596,408,29,27,3374,8284,2784,3551,3377,4744,4686,408,522,28364,6161,2170,2861,3531,4613,3759,267,290,23651,11737,4264,6140,7174,11510,10800,857,869,53355,6630,2313,3607,5095,11537,16939,2305,1215,49647,10586,3526,4138,4405,6295,3776,323,523,33561,2983,1422,1759,2310,3189,3007,303,162,15140,9877,4646,5746,6800,7378,5716,521,434,41124,2743,819,1151,1489,1985,1386,79,115,9765,10972,5176,6496,8560,12197,14493,1891,809,60603,4724,1682,2100,2270,4173,5293,678,415,21339,8005,3234,3194,3333,3010,1675,95,253,22803,7825,3500,3927,4484,5061,4629,328,389,30141,19467,7944,9100,11256,17662,12795,630,991,79841,1127,483,585,737,960,920,89,75,4971,5069,1675,1954,1901,3014,2676,230,292,16816,7120,2532,3271,3843,6135,6238,707,1497,31336,137557,53222,64450,75964,111141,105097,10237,9484,567159,270,126,105,73,147,140,13,29,907,13,0,8,3,7,11,3,0,50,2932,1034,986,779
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,3,0,3,8,0,0,33,133,34,40,37,42,49,3,12,346,33,7,11,8,7,6,3,5,90,2099,575,734,626,671,671,64,155,5592,64,21,39,18,38,22,0,4,204,143,44,54,69,90,96,6,14,514,73,15,25,26,71,115,24,18,359,1256,345,443,415,569,283,24,60,3395,91,35,46,26,65,45,4,6,317,51,22,20,23,12,14,3,3,153,49,18,12,19,22,13,0,0,136,255,97,87,96,149,126,21,8,847,768,219,280,272,377,493,73,69,2558,126,46,52,39,56,62,3,10,389,254,90,121,117,105,101,13,19,815,508,160,195,183,232,196,9,26,1500,30,12,15,22,15,19,0,10,119,232,62,74,49,70,68,6,10,568,328,102,159,177,184,203,22,77,1253,6530,1905,2416,2226,2784,2604,289,505,19268,10,0,0,0,5,21,0,6,46,3,0,0,0,0,0,0,0,3,21,10,4,4
