GCCSA_CODE_2016,IE_Mng_OMEs_Nil_e,IE_Mng_OMEs_1_19_e,IE_Mng_OMEs_20more_e,IE_Mng_OMEs_NE_NS,IE_Mng_Tot,IE_Pro_OMEs_Nil_e,IE_Pro_OMEs_1_19_e,IE_Pro_OMEs_20more_e,IE_Pro_OMEs_NE_NS,IE_Pro_Tot,IE_TecTW_OMEs_Nil_e,IE_TecTW_OMEs_1_19_e,IE_TecTW_OMEs_20more_e,IE_TecTW_OMEs_NE_NS,IE_TecTW_Tot,IE_CoPSW_OMEs_Nil_e,IE_CoPSW_OMEs_1_19_e,IE_CoPSW_OMEs_20more_e,IE_CoPSW_OMEs_NE_NS,IE_CoPSW_Tot,IE_ClAW_OMEs_Nil_e,IE_ClAW_OMEs_1_19_e,IE_ClAW_OMEs_20more_e,IE_ClAW_OMEs_NE_NS,IE_ClAW_Tot,IE_SWs_OMEs_Nil_e,IE_SWs_OMEs_1_19_e,IE_SWs_OMEs_20more_e,IE_SWs_OMEs_NE_NS,IE_SWs_Tot,IE_MaOpD_OMEs_Nil_e,IE_MaOpD_OMEs_1_19_e,IE_MaOpD_OMEs_20more_e,IE_MaOpD_OMEs_NE_NS,IE_MaOpD_Tot,IE_Lab_OMEs_Nil_e,IE_Lab_OMEs_1_19_e,IE_Lab_OMEs_20more_e,IE_Lab_OMEs_NE_NS,IE_Lab_Tot,IE_IDNS_OMEs_Nil_e,IE_IDNS_OMEs_1_19_e,IE_IDNS_OMEs_20more_e,IE_IDNS_OMEs_NE_NS,IE_IDNS_Tot,IE_Tot_OMEs_Nil_e,IE_Tot_OMEs_1_19_e,IE_Tot_OMEs_20more_e,IE_Tot_OMEs_NE_NS,IE_Tot_Tot,UIE_Mng_OMEs_Nil_e,UIE_Mng_OMEs_1_19_e,UIE_Mng_OMEs_20more_e,UIE_Mng_OMEs_NE_NS,UIE_Mng_Tot,UIE_Pro_OMEs_Nil_e,UIE_Pro_OMEs_1_19_e,UIE_Pro_OMEs_20more_e,UIE_Pro_OMEs_NE_NS,UIE_Pro_Tot,UIE_TecTW_OMEs_Nil_e,UIE_TecTW_OMEs_1_19_e,UIE_TecTW_OMEs_20more_e,UIE_TecTW_OMEs_NE_NS,UIE_TecTW_Tot,UIE_CoPSW_OMEs_Nil_e,UIE_CoPSW_OMEs_1_19_e,UIE_CoPSW_OMEs_20more_e,UIE_CoPSW_OMEs_NE_NS,UIE_CoPSW_Tot,UIE_ClAW_OMEs_Nil_e,UIE_ClAW_OMEs_1_19_e,UIE_ClAW_OMEs_20more_e,UIE_ClAW_OMEs_NE_NS,UIE_ClAW_Tot,UIE_SWs_OMEs_Nil_e,UIE_SWs_OMEs_1_19_e,UIE_SWs_OMEs_20more_e,UIE_SWs_OMEs_NE_NS,UIE_SWs_Tot,UIE_MaOpD_OMEs_Nil_e,UIE_MaOpD_OMEs_1_19_e,UIE_MaOpD_OMEs_20more_e,UIE_MaOpD_OMEs_NE_NS,UIE_MaOpD_Tot,UIE_Lab_OMEs_Nil_e,UIE_Lab_OMEs_1_19_e,UIE_Lab_OMEs_20more_e,UIE_Lab_OMEs_NE_NS,UIE_Lab_Tot,UIE_IDNS_OMEs_Nil_e,UIE_IDNS_OMEs_1_19_e,UIE_IDNS_OMEs_20more_e,UIE_IDNS_OMEs_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMEs_Nil_e,UIE_Tot_OMEs_1_19_e,UIE_Tot_OMEs_20more_e,UIE_Tot_OMEs_NE_NS,UIE_Tot_Tot,Tot_Mng_OMEs_Nil_e,Tot_Mng_OMEs_1_19_e,Tot_Mng_OMEs_20more_e,Tot_Mng_OMEs_NE_NS,Tot_Mng_Tot,Tot_Pro_OMEs_Nil_e,Tot_Pro_OMEs_1_19_e,Tot_Pro_OMEs_20more_e,Tot_Pro_OMEs_NE_NS,Tot_Pro_Tot,Tot_TecTW_OMEs_Nil_e,Tot_TecTW_OMEs_1_19_e,Tot_TecTW_OMEs_20more_e,Tot_TecTW_OMEs_NE_NS,Tot_TecTW_Tot,Tot_CoPSW_OMEs_Nil_e,Tot_CoPSW_OMEs_1_19_e,Tot_CoPSW_OMEs_20more_e,Tot_CoPSW_OMEs_NE_NS,Tot_CoPSW_Tot,Tot_ClAW_OMEs_Nil_e,Tot_ClAW_OMEs_1_19_e,Tot_ClAW_OMEs_20more_e,Tot_ClAW_OMEs_NE_NS,Tot_ClAW_Tot,Tot_SWs_OMEs_Nil_e,Tot_SWs_OMEs_1_19_e,Tot_SWs_OMEs_20more_e,Tot_SWs_OMEs_NE_NS,Tot_SWs_Tot,Tot_MaOpD_OMEs_Nil_e,Tot_MaOpD_OMEs_1_19_e,Tot_MaOpD_OMEs_20more_e,Tot_MaOpD_OMEs_NE_NS,Tot_MaOpD_Tot,Tot_Lab_OMEs_Nil_e,Tot_Lab_OMEs_1_19_e,Tot_Lab_OMEs_20more_e,Tot_Lab_OMEs_NE_NS,Tot_Lab_Tot,Tot_IDNS_OMEs_Nil_e,Tot_IDNS_OMEs_1_19_e,Tot_IDNS_OMEs_20more_e,Tot_IDNS_OMEs_NE_NS,Tot_IDNS_Tot,Tot_Tot_OMEs_Nil_e,Tot_Tot_OMEs_1_19_e,Tot_Tot_OMEs_20more_e,Tot_Tot_OMEs_NE_NS,Tot_Tot_Tot
6RTAS,380,1622,290,45,2344,285,523,64,12,883,221,434,12,4,673,37,63,12,0,111,141,463,49,17,669,66,220,17,4,310,65,106,16,8,197,81,100,16,6,200,18,41,4,4,68,1306,3569,480,94,5446,1538,1346,39,63,2986,961,274,39,22,1293,1580,516,3,42,2140,555,91,3,4,657,320,182,0,15,521,268,129,3,12,414,288,91,0,10,389,550,137,4,12,697,97,23,5,4,124,6150,2792,101,174,9220,1922,2972,332,105,5328,1247,791,103,32,2175,1801,949,17,43,2805,591,158,12,4,769,453,644,50,34,1187,338,348,19,15,723,357,195,16,15,590,632,240,18,15,905,116,64,9,8,194,7458,6361,580,271,14669
6GHOB,232,1058,294,8,1591,353,569,89,5,1018,171,332,27,7,540,39,60,9,0,105,154,351,36,9,547,55,152,28,0,236,49,65,6,0,117,43,66,11,4,127,35,30,9,0,79,1126,2687,516,34,4358,603,585,26,10,1214,1545,309,77,12,1944,1334,427,7,16,1780,554,87,3,6,650,243,110,4,11,369,241,84,3,0,326,228,50,0,10,284,371,79,8,3,464,98,25,3,7,133,5214,1750,135,68,7171,829,1640,317,17,2806,1893,877,171,20,2955,1500,765,38,19,2321,589,148,10,6,760,394,466,47,17,919,294,233,28,3,560,276,106,8,11,395,416,145,24,8,596,135,54,12,7,207,6341,4436,651,104,11529
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,4,0,0,0,7
69499,45,80,3,3,139,33,14,0,0,43,112,94,0,0,208,3,0,0,0,9,11,12,0,0,24,7,5,0,0,13,43,35,0,0,82,49,38,0,3,92,3,3,0,0,7,311,280,7,8,613,243,73,0,5,324,147,17,0,0,170,1111,172,0,15,1299,91,4,0,3,96,41,4,0,0,46,33,0,0,0,33,177,19,0,5,205,510,70,0,19,602,43,3,0,0,46,2397,362,3,56,2815,290,150,4,11,458,184,29,0,0,219,1221,263,0,19,1505,90,6,0,3,104,50,16,0,0,63,43,5,0,0,46,221,56,0,7,286,565,106,0,26,697,45,12,0,0,55,2706,645,14,64,3427
5RWAU,1266,3967,511,90,5842,625,914,88,19,1648,581,1067,70,26,1745,60,115,15,0,189,366,1040,99,19,1520,150,456,83,13,706,228,278,48,16,569,194,312,41,9,557,76,91,16,8,193,3549,8245,985,193,12972,3557,3542,74,163,7329,1698,537,39,37,2308,2854,1141,15,78,4080,793,139,6,17,956,799,481,6,22,1300,418,207,5,11,639,658,216,5,13,898,1316,389,9,42,1753,196,73,3,8,284,12276,6729,163,389,19556,4824,7508,587,254,13170,2317,1456,131,52,3956,3436,2209,82,100,5831,849,251,20,17,1145,1165,1515,104,34,2822,564,663,88,27,1343,891,498,53,31,1473,1512,700,47,51,2314,270,166,22,18,476,15828,14968,1146,587,32533
5GPER,3018,11136,2872,93,17117,4971,6034,784,55,11838,2908,4149,221,66,7342,516,548,68,8,1145,2112,3755,426,43,6341,1062,1796,237,27,3127,1132,558,44,23,1763,841,871,79,28,1812,392,446,73,31,944,16957,29286,4808,383,51438,3166,3057,256,62,6534,10903,2733,535,85,14257,10640,3329,36,127,14134,4149,538,31,53,4769,3210,1086,63,45,4402,1740,606,42,26,2419,2979,298,11,36,3319,4312,853,16,69,5243,710,141,17,26,891,41809,12644,1010,511,55976,6179,14192,3127,153,23653,15879,8762,1322,136,26102,13553,7479,258,192,21481,4661,1092,103,58,5909,5329,4837,491,87,10749,2808,2403,285,53,5547,4110,853,59,62,5085,5150,1724,94,91,7059,1101,590,94,59,1837,58758,41933,5824,892,107405
59799,0,0,0,0,0,6,3,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,4,0,0,0,0,0,15,10,0,0,22,0,0,0,0,0,4,6,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,0,0,0,0,0,16,6,0,0,23,3,0,0,0,6,8,8,0,0,17,8,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,11,5,0,0,11,0,0,0,0,0,32,14,0,0,45
59499,228,291,41,10,567,256,108,4,4,367,1162,923,13,18,2113,55,12,3,0,74,118,51,4,3,180,74,16,8,0,100,364,115,7,9,496,424,237,13,5,681,39,33,3,4,89,2726,1782,95,54,4658,456,142,3,12,613,1017,78,0,10,1103,6283,1296,10,96,7686,625,26,7,6,660,397,36,0,7,446,194,8,0,0,205,1310,95,3,26,1434,3401,425,4,65,3895,179,33,0,9,222,13867,2145,26,218,16258,681,429,42,16,1176,1270,186,9,10,1471,7442,2217,16,113,9800,680,42,5,6,734,520,84,9,9,624,265,24,8,0,298,1680,206,12,33,1927,3833,662,19,65,4578,222,74,3,9,305,16592,3927,116,276,20913
4RSAU,1038,2860,376,73,4345,280,593,81,10,963,298,608,22,9,937,27,71,5,4,108,227,697,67,18,1005,105,358,41,8,510,118,218,14,5,352,113,244,24,16,402,30,38,13,8,90,2230,5691,650,145,8717,3865,3231,35,160,7286,975,363,68,20,1424,2224,867,11,63,3166,616,101,4,20,739,488,390,4,18,903,340,204,7,7,562,382,133,4,15,536,1080,308,9,34,1430,138,53,0,6,200,10111,5644,143,348,16248,4899,6095,410,234,11636,1259,957,144,29,2387,2521,1471,34,74,4104,643,170,7,20,843,722,1086,67,35,1909,439,570,51,13,1076,498,346,19,26,889,1194,551,37,50,1831,170,93,13,16,289,12345,11337,793,492,24965
4GADE,1893,6584,1644,87,10215,2626,3393,561,38,6620,1598,2277,128,50,4050,309,360,54,6,727,968,1855,256,53,3135,748,1066,137,18,1972,532,342,38,18,928,532,488,68,16,1101,210,187,30,11,438,9427,16556,2912,300,29190,2862,2069,119,70,5122,7290,2092,384,76,9838,7020,1762,22,112,8916,2758,328,21,31,3142,1991,563,25,41,2629,1315,379,13,29,1739,1426,201,11,23,1662,2859,543,18,38,3461,463,91,6,26,581,27991,8030,621,446,37092,4760,8652,1765,160,15335,9917,5482,945,118,16460,8623,4038,146,164,12967,3073,684,72,37,3868,2961,2422,282,92,5761,2069,1447,150,49,3706,1956,550,46,41,2591,3384,1034,90,54,4560,671,280,36,34,1019,37421,24584,3526,745,66281
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4
49499,207,180,21,3,415,129,55,0,3,188,727,469,12,18,1221,47,13,0,0,55,64,32,4,0,101,34,12,0,0,52,168,61,3,5,234,328,169,4,10,512,30,19,3,3,46,1728,1008,47,51,2837,503,156,3,14,677,816,65,0,6,885,4617,713,0,84,5409,392,9,0,6,405,309,18,0,5,335,159,5,3,7,167,545,67,0,11,625,2662,235,3,37,2941,134,16,0,3,150,10131,1279,14,174,11594,716,336,23,20,1092,946,121,0,6,1076,5339,1177,10,102,6637,441,17,0,6,467,372,50,5,9,439,189,16,3,6,220,712,130,4,15,859,2994,409,8,48,3453,158,34,3,3,200,11860,2286,56,225,14429
3RQLD,4892,15651,2996,246,23783,4816,6576,706,68,12158,3539,5608,246,97,9488,767,779,117,16,1673,2746,5684,557,118,9101,1985,2892,276,38,5195,1216,1086,70,44,2419,1061,1258,126,43,2488,473,555,75,46,1146,21489,40085,5163,714,67459,10119,7180,250,365,17909,10128,2484,247,134,12990,12804,4219,31,234,17292,5736,697,30,97,6565,3778,1709,40,63,5592,2991,986,43,52,4071,2851,695,18,65,3629,6449,1425,16,121,8012,914,210,14,51,1192,55766,19614,685,1181,77247,15006,22833,3242,619,41697,14942,9056,953,200,25150,16346,9830,275,328,26776,6504,1483,148,110,8238,6525,7389,594,187,14688,4980,3881,319,93,9264,4068,1782,88,105,6044,7512,2681,144,165,10498,1385,766,86,95,2338,77261,59695,5850,1891,144701
3GBRI,3960,13128,3099,119,20312,6435,7604,1022,68,15128,3383,4653,222,74,8332,771,663,102,13,1551,2586,4195,497,75,7355,1845,2293,259,30,4433,1323,751,40,19,2134,961,991,120,26,2096,477,517,90,31,1122,21737,34805,5456,462,62455,4163,3002,195,86,7440,11945,2932,658,106,15647,9872,2856,39,131,12892,5719,536,38,62,6346,3052,895,55,34,4041,2320,521,37,33,2909,2509,331,19,38,2902,4646,753,20,66,5486,738,153,16,27,936,44963,11980,1069,586,58597,8122,16131,3287,208,27749,18379,10542,1684,176,30782,13252,7502,257,205,21217,6490,1198,134,76,7897,5636,5093,553,112,11393,4164,2816,294,70,7345,3831,1081,64,55,5033,5611,1745,142,84,7584,1219,671,102,57,2055,66707,46779,6525,1050,121054
39799,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,13,0,0,0,0,0,11,5,0,0,15,0,0,0,0,0,3,4,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,10,0,0,0,0,0,7,13,0,0,22
39499,649,904,77,26,1655,537,237,16,11,804,2545,1837,17,46,4447,112,28,4,4,147,236,144,13,13,404,185,70,7,6,268,686,306,8,26,1023,841,546,15,16,1418,111,66,5,7,198,5901,4138,166,150,10357,1055,381,10,16,1470,2078,170,9,23,2280,9422,1762,0,137,11332,1201,38,3,14,1265,631,63,0,10,695,464,26,0,3,495,1697,188,3,25,1915,6662,776,3,116,7552,306,42,3,13,355,23515,3456,29,360,27359,1710,1284,90,46,3127,2612,409,24,32,3083,11966,3605,24,185,15774,1316,73,5,22,1412,867,204,13,18,1097,650,97,7,7,761,2380,494,11,53,2938,7496,1325,19,128,8973,419,105,12,22,554,29415,7594,198,513,37719
