GCCSA_CODE_2016,NG_NNI_Mng,NG_NNI_Pro,NG_NNI_TecTW,NG_NNI_CoPSW,NG_NNI_ClAW,NG_NNI_SWks,NG_NNI_MaOpDv,NG_NNI_Lab,NG_NNI_IDNS,NG_NNI_Tot,NG_1_149_Mng,NG_1_149_Pro,NG_1_149_TecTW,NG_1_149_CoPSW,NG_1_149_ClAW,NG_1_149_SWks,NG_1_149_MaOpDv,NG_1_149_Lab,NG_1_149_IDNS,NG_1_149_Tot,NG_150_299_Mng,NG_150_299_Pro,NG_150_299_TecTW,NG_150_299_CoPSW,NG_150_299_ClAW,NG_150_299_SWks,NG_150_299_MaOpDv,NG_150_299_Lab,NG_150_299_IDNS,NG_150_299_Tot,NG_300_399_Mng,NG_300_399_Pro,NG_300_399_TecTW,NG_300_399_CoPSW,NG_300_399_ClAW,NG_300_399_SWks,NG_300_399_MaOpDv,NG_300_399_Lab,NG_300_399_IDNS,NG_300_399_Tot,NG_400_499_Mng,NG_400_499_Pro,NG_400_499_TecTW,NG_400_499_CoPSW,NG_400_499_ClAW,NG_400_499_SWks,NG_400_499_MaOpDv,NG_400_499_Lab,NG_400_499_IDNS,NG_400_499_Tot,NG_500_649_Mng,NG_500_649_Pro,NG_500_649_TecTW,NG_500_649_CoPSW,NG_500_649_ClAW,NG_500_649_SWks,NG_500_649_MaOpDv,NG_500_649_Lab,NG_500_649_IDNS,NG_500_649_Tot,NG_650_799_Mng,NG_650_799_Pro,NG_650_799_TecTW,NG_650_799_CoPSW,NG_650_799_ClAW,NG_650_799_SWks,NG_650_799_MaOpDv,NG_650_799_Lab,NG_650_799_IDNS,NG_650_799_Tot,NG_800_999_Mng,NG_800_999_Pro,NG_800_999_TecTW,NG_800_999_CoPSW,NG_800_999_ClAW,NG_800_999_SWks,NG_800_999_MaOpDv,NG_800_999_Lab,NG_800_999_IDNS,NG_800_999_Tot,NG_1000_1249_Mng,NG_1000_1249_Pro,NG_1000_1249_TecTW,NG_1000_1249_CoPSW,NG_1000_1249_ClAW,NG_1000_1249_SWks,NG_1000_1249_MaOpDv,NG_1000_1249_Lab,NG_1000_1249_IDNS,NG_1000_1249_Tot,NG_1250_1499_Mng,NG_1250_1499_Pro,NG_1250_1499_TecTW,NG_1250_1499_CoPSW,NG_1250_1499_ClAW,NG_1250_1499_SWks,NG_1250_1499_MaOpDv,NG_1250_1499_Lab,NG_1250_1499_IDNS,NG_1250_1499_Tot,NG_1500_1749_Mng,NG_1500_1749_Pro,NG_1500_1749_TecTW,NG_1500_1749_CoPSW,NG_1500_1749_ClAW,NG_1500_1749_SWks,NG_1500_1749_MaOpDv,NG_1500_1749_Lab,NG_1500_1749_IDNS,NG_1500_1749_Tot,NG_1750_1999_Mng,NG_1750_1999_Pro,NG_1750_1999_TecTW,NG_1750_1999_CoPSW,NG_1750_1999_ClAW,NG_1750_1999_SWks,NG_1750_1999_MaOpDv,NG_1750_1999_Lab,NG_1750_1999_IDNS,NG_1750_1999_Tot,NG_2000_2999_Mng,NG_2000_2999_Pro,NG_2000_2999_TecTW,NG_2000_2999_CoPSW,NG_2000_2999_ClAW,NG_2000_2999_SWks,NG_2000_2999_MaOpDv,NG_2000_2999_Lab,NG_2000_2999_IDNS,NG_2000_2999_Tot,NG_3000mo_Mng,NG_3000mo_Pro,NG_3000mo_TecTW,NG_3000mo_CoPSW,NG_3000mo_ClAW,NG_3000mo_SWks,NG_3000mo_MaOpDv,NG_3000mo_Lab,NG_3000mo_IDNS,NG_3000mo_Tot,NG_PINS_Mng,NG_PINS_Pro,NG_PINS_TecTW,NG_PINS_CoPSW,NG_PINS_ClAW,NG_PINS_SWks,NG_PINS_MaOpDv,NG_PINS_Lab,NG_PINS_IDNS,NG_PINS_Tot,NG_Tot_Mng,NG_Tot_Pro,NG_Tot_TecTW,NG_Tot_CoPSW,NG_Tot_ClAW,NG_Tot_SWks,NG_Tot_MaOpDv,NG_Tot_Lab,NG_Tot_IDNS,NG_Tot_Tot,SG_NNI_Mng,SG_NNI_Pro,SG_NNI_TecTW,SG_NNI_CoPSW,SG_NNI_ClAW,SG_NNI_SWks,SG_NNI_MaOpDv,SG_NNI_Lab,SG_NNI_IDNS,SG_NNI_Tot,SG_1_149_Mng,SG_1_149_Pro,SG_1_149_TecTW,SG_1_149_CoPSW,SG_1_149_ClAW,SG_1_149_SWks,SG_1_149_MaOpDv,SG_1_149_Lab,SG_1_149_IDNS,SG_1_149_Tot,SG_150_299_Mng,SG_150_299_Pro,SG_150_299_TecTW,SG_150_299_CoPSW,SG_150_299_ClAW,SG_150_299_SWks,SG_150_299_MaOpDv,SG_150_299_Lab,SG_150_299_IDNS,SG_150_299_Tot,SG_300_399_Mng,SG_300_399_Pro,SG_300_399_TecTW,SG_300_399_CoPSW,SG_300_399_ClAW,SG_300_399_SWks,SG_300_399_MaOpDv,SG_300_399_Lab,SG_300_399_IDNS,SG_300_399_Tot
6RTAS,0,0,0,0,0,0,0,0,0,0,0,5,0,0,24,0,0,3,0,32,0,8,0,4,38,0,0,3,0,57,0,4,3,5,31,4,0,4,3,51,0,9,3,15,35,6,0,9,0,69,3,14,0,7,47,8,0,4,3,89,6,8,3,3,50,8,0,3,3,85,3,16,4,9,96,15,3,4,3,154,7,44,9,4,159,11,5,3,0,238,11,48,9,0,153,3,4,0,10,232,24,57,4,3,49,0,4,0,5,156,19,43,3,11,19,0,0,0,0,99,28,40,8,0,11,0,0,0,3,97,4,6,0,0,3,0,0,0,0,14,0,3,0,0,10,0,0,0,0,12,101,302,45,58,734,46,15,30,36,1373,0,6,0,3,0,0,0,3,0,13,0,30,8,15,15,0,0,18,0,78,3,52,7,62,22,0,0,21,3,177,6,61,17,120,41,4,0,35,0,279
6GHOB,0,0,0,0,3,0,0,0,0,5,0,3,0,3,6,0,0,0,3,22,4,13,0,7,22,0,0,0,0,52,0,12,0,5,17,0,4,0,0,49,3,10,0,10,39,4,0,4,3,73,7,21,6,8,92,10,6,3,3,156,6,51,6,4,133,17,6,3,8,237,10,66,5,6,252,17,9,3,15,390,16,131,23,15,543,8,12,7,38,786,45,189,39,14,613,3,8,0,40,953,71,236,50,25,259,0,3,0,34,683,78,149,16,9,87,0,0,0,18,358,167,227,9,13,80,0,0,3,9,507,49,51,0,0,12,0,0,0,0,111,5,7,3,0,15,0,0,0,5,40,449,1181,164,126,2181,62,50,22,181,4410,0,5,0,0,3,0,0,0,0,18,0,42,5,25,10,0,0,7,0,93,9,65,9,67,28,0,0,14,5,196,0,70,5,74,40,0,3,23,0,216
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,6,0,0,0,0,9,0,0,0,0,6,0,0,0,0,6,0,0,0,0,17,0,0,0,0,24,0,0,0,0,8,0,0,0,0,8,0,0,0,0,4,0,0,0,0,10,0,0,0,0,5,0,0,3,0,9,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,18,3,3,56,3,3,6,0,102,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,9,0,4,0,0,0,4,0,14,0,0,0,3,0,0,0,5,0,7
5RWAU,0,4,0,0,23,0,0,0,3,35,0,3,0,0,41,3,0,0,0,50,0,11,0,6,55,5,0,6,0,92,0,14,0,3,51,5,0,3,0,84,0,12,0,5,56,9,0,3,0,98,9,16,6,17,92,17,3,5,7,176,7,27,8,3,118,22,12,3,3,191,6,38,14,19,159,18,10,4,7,272,27,74,21,16,192,20,8,6,12,381,39,72,17,21,142,3,4,3,5,306,38,88,24,20,67,3,3,0,10,251,29,63,20,12,49,0,0,0,3,178,54,94,23,36,42,0,0,0,4,251,14,31,7,0,4,0,0,0,0,58,4,0,3,0,15,0,0,0,3,26,219,565,135,171,1110,107,53,39,59,2447,4,26,3,13,8,0,0,4,0,55,4,41,19,69,11,0,0,35,0,176,14,79,31,151,38,0,3,89,0,401,5,123,31,183,50,0,0,127,5,526
5GPER,0,31,3,0,33,0,0,0,3,76,9,116,11,29,77,8,0,7,18,274,17,184,19,54,142,13,4,14,15,461,10,175,16,60,145,23,3,17,6,446,19,213,34,70,196,34,8,13,10,599,24,409,61,77,430,62,19,34,10,1121,32,387,67,89,586,47,45,31,15,1293,72,509,126,138,969,80,79,23,30,2022,144,832,333,242,1885,56,74,27,48,3638,260,1147,464,280,1766,30,42,20,105,4097,419,1515,455,278,918,20,18,5,62,3691,423,1307,272,204,417,6,10,8,52,2692,1066,2363,331,300,434,8,3,6,59,4567,441,738,37,37,60,3,3,0,14,1335,16,70,13,13,69,0,0,0,13,192,2935,9996,2229,1866,8118,383,309,197,462,26500,6,58,6,50,28,0,3,15,4,172,26,174,24,209,79,8,5,80,3,602,39,320,69,433,169,16,7,211,3,1268,41,488,72,535,179,12,9,320,8,1664
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,20,0,0,0,0,17,0,0,0,0,25,0,0,0,0,31,0,4,0,0,25,0,0,0,0,39,0,8,0,3,14,0,0,3,0,29,0,7,0,0,14,0,0,0,0,24,4,5,0,3,17,0,0,3,0,32,0,3,0,0,17,0,3,0,0,23,0,0,6,4,10,0,0,0,0,20,0,6,3,10,18,3,3,0,0,48,3,5,6,4,7,0,3,0,0,34,3,9,12,4,5,0,3,0,0,33,3,3,7,3,0,0,0,0,0,25,7,14,11,5,10,0,0,0,0,51,0,3,0,0,0,0,0,0,0,7,0,3,3,0,3,0,0,0,0,10,26,78,52,43,185,16,9,12,14,429,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,3,0,24,0,13,3,24,0,0,0,8,0,47,0,22,0,16,4,0,0,17,0,53
4RSAU,0,4,0,0,15,0,0,0,0,22,0,3,0,0,30,0,0,0,0,30,4,8,4,5,42,5,0,0,3,69,3,0,0,5,51,7,3,0,0,75,3,0,3,4,52,3,0,7,0,77,5,16,3,8,61,10,5,4,0,111,4,16,5,11,72,11,0,4,0,127,6,24,18,8,73,19,3,0,7,153,14,46,15,15,113,9,0,4,7,231,22,50,15,10,83,0,3,0,9,192,21,47,14,5,32,0,0,0,7,139,24,31,8,0,13,0,0,4,0,74,27,34,9,7,7,0,0,3,0,84,3,9,0,0,0,0,4,0,0,21,0,3,0,3,3,3,0,0,0,12,130,292,91,79,662,74,20,41,29,1426,0,10,0,8,0,0,0,0,0,20,3,21,9,29,6,0,4,13,0,82,6,47,10,90,17,0,10,27,0,203,6,50,11,156,28,3,6,37,0,303
4GADE,0,24,0,3,30,0,0,0,7,63,7,133,8,17,60,13,0,6,5,250,13,162,16,24,120,7,3,5,3,353,4,144,14,30,103,9,0,11,6,324,7,172,18,54,161,17,5,18,3,462,20,370,41,44,385,42,14,19,9,944,24,331,66,57,515,46,23,9,16,1085,54,469,145,154,1010,44,48,20,35,1988,146,835,339,314,1858,38,77,36,94,3734,277,1230,589,340,1636,18,60,26,93,4276,453,1804,620,209,873,16,57,24,92,4147,462,1197,478,159,364,6,10,21,43,2740,1068,1992,383,135,345,10,32,9,51,4022,385,585,20,14,51,3,6,0,11,1072,20,66,23,9,65,4,0,0,13,202,2937,9513,2766,1568,7579,267,337,208,489,25653,0,24,0,22,21,0,0,5,8,85,7,77,9,128,38,6,5,26,4,298,17,194,20,303,85,11,5,25,4,665,24,255,24,345,173,7,8,63,3,913
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,13,0,0,0,0,15,0,7,0,0,21,0,0,0,0,29,0,6,0,0,30,0,0,0,0,36,0,3,0,0,17,0,3,0,0,23,0,0,0,3,20,0,0,0,0,27,0,6,4,3,10,0,3,0,0,30,0,3,0,3,5,0,0,0,0,16,0,5,0,3,9,0,0,0,0,21,0,8,3,3,3,0,0,0,0,24,0,0,3,3,3,0,3,0,4,21,3,8,5,6,3,0,0,0,3,33,4,0,3,4,3,0,0,0,0,16,9,3,4,11,3,0,0,0,0,23,3,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,16,56,30,38,136,9,11,4,16,317,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,6,0,10,6,0,0,0,0,28,0,13,0,6,4,0,0,6,0,29
