GCCSA_CODE_2016,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
6RTAS,74,14,13,2086,1545,39,109,27,13,1730,1470,61,130,27,6,1696,1955,142,186,42,20,2344,2515,163,240,60,19,2997,2525,165,232,65,30,3015,2085,158,207,88,15,2555,1032,85,145,56,14,1335,238,54,69,36,4,404,34,15,32,20,0,98,13,8,13,10,0,52,17634,927,1456,458,155,20637,2561,3,8,22,22,2613,2194,5,27,12,15,2247,1769,23,74,19,15,1900,2111,50,155,57,12,2387,2420,72,179,49,23,2740,2674,86,226,69,26,3090,2808,114,229,68,38,3254,2681,107,208,85,28,3110,2521,100,266,86,30,2999,1706,89,206,94,21,2126,599,65,139,73,24,901,172,30,61,41,9,312,48,20,45,32,3,150,24263,760,1829,694,280,27828,2354,55,159,61,59,2693,604,20,54,74,130,879,44854,1766,3497,1286,624,52032,1375,3,11,5,22,1419,4725,30,99,17,36,4918,5262,116,239,30,22,5668,4959,248,392,56,38,5688,4700,341,421,63
6GHOB,76,0,14,2621,2153,48,90,10,10,2317,1858,61,121,11,17,2070,2364,94,171,15,15,2654,2695,122,163,29,15,3024,2782,131,167,22,13,3115,2318,92,133,14,12,2571,1125,50,64,10,13,1263,235,24,38,8,3,306,49,8,11,8,0,73,8,7,5,0,0,22,20219,649,1068,128,134,22190,2441,9,20,12,19,2502,2452,3,28,3,17,2507,1838,16,66,9,12,1941,2223,28,144,39,7,2445,2420,63,204,41,10,2733,2642,83,222,28,20,2987,2468,84,192,28,6,2774,2221,72,217,40,26,2577,2212,68,191,38,28,2533,1529,69,164,42,12,1819,586,44,125,33,12,795,153,13,61,24,4,261,59,13,24,12,3,107,23250,566,1646,344,178,25981,2383,40,93,20,49,2586,496,17,29,25,93,657,46350,1272,2835,508,447,51410,876,4,7,0,13,898,4084,22,68,4,31,4203,5820,112,245,5,38,6224,5788,245,329,24,39,6424,5325,331,374,21
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,4,0,0,0
69499,0,0,0,48,48,3,7,0,0,62,32,3,12,0,0,45,41,6,11,0,0,61,38,5,16,0,0,59,50,3,9,0,3,67,36,3,15,0,0,56,24,0,7,0,0,33,3,0,5,0,0,9,0,0,0,0,0,3,4,0,0,0,0,3,354,26,89,5,10,484,46,0,3,0,3,57,72,0,10,0,0,85,91,0,19,0,3,108,99,0,27,4,5,134,95,0,43,4,0,141,114,12,45,8,0,173,133,3,72,3,0,208,154,3,42,0,8,205,174,4,53,3,0,235,129,4,39,9,3,186,40,3,12,0,0,55,20,0,0,0,0,19,3,0,3,0,0,6,1170,31,368,28,22,1608,141,6,13,3,10,178,50,0,12,11,5,77,1712,60,481,49,48,2350,147,0,0,0,0,146,379,15,51,0,3,445,403,22,108,0,8,540,393,55,147,3,4,596,272,51,140,5
5RWAU,130,49,22,6135,4717,148,218,66,29,5182,3900,218,258,92,26,4503,4549,330,393,127,37,5434,5236,378,462,178,58,6309,5042,393,529,181,58,6204,4132,323,469,191,56,5172,2225,210,301,156,31,2930,504,89,157,150,9,909,87,44,74,82,6,286,51,15,37,36,7,146,41822,2223,3110,1328,379,48861,3956,3,12,44,46,4061,2564,8,44,23,20,2665,2796,48,169,63,24,3094,3894,168,393,182,25,4660,4163,241,495,164,47,5110,4496,249,522,185,46,5509,4471,231,462,156,50,5368,3962,211,430,184,41,4837,3662,200,451,202,44,4558,2655,160,428,190,39,3477,1059,98,270,199,18,1634,321,58,128,148,18,674,118,30,92,80,5,330,38119,1714,3906,1818,426,45980,4535,184,340,159,127,5348,1372,77,124,166,225,1976,85847,4207,7479,3478,1154,102165,3320,14,13,17,45,3410,11148,83,227,67,83,11599,17577,323,533,97,100,18625,18001,729,864,165,129,19884,15817,998,1046,213
5GPER,592,55,97,30880,24259,593,693,112,87,25745,17904,828,774,134,79,19712,18985,1159,1040,194,80,21466,21406,1382,1245,222,103,24362,20226,1268,1194,219,114,23014,15889,1003,886,151,73,18008,8656,564,513,95,60,9880,2401,254,220,65,31,2969,358,68,62,22,6,522,113,34,24,17,4,189,180846,7580,7488,1312,856,198077,19980,30,116,85,125,20337,21029,71,341,84,99,21622,14608,245,904,161,83,16002,17126,664,1543,418,72,19825,18235,935,1840,472,98,21578,19281,1076,1952,469,119,22904,18309,1067,1890,423,116,21811,15813,927,1556,427,99,18821,13931,813,1368,344,124,16590,10407,734,1183,366,88,12777,4564,467,712,279,77,6099,1318,154,319,148,34,1976,437,98,138,95,9,777,175033,7291,13876,3769,1143,201120,16166,370,586,198,203,17518,4734,183,314,280,578,6088,376779,15426,22264,5554,2776,422804,7504,21,52,17,64,7655,39314,327,757,62,234,40700,64876,1615,2132,139,255,69014,65284,3288,2846,273,314,71997,53918,4317,3035,303
59799,0,0,0,8,8,0,0,0,0,8,9,0,0,0,0,10,7,0,0,0,0,7,4,0,0,0,0,4,12,0,0,0,0,12,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,3,8,91,0,3,3,3,99,3,0,0,0,0,9,37,0,0,0,0,37,129,0,5,0,0,131,200,3,4,0,0,199,186,0,0,0
59499,48,3,5,567,381,14,59,5,6,467,245,19,52,11,3,329,304,38,74,9,6,428,335,42,128,5,4,519,298,41,85,9,3,429,243,23,67,3,7,344,113,11,44,4,9,177,30,5,3,3,0,42,6,0,4,0,0,13,3,0,3,0,0,8,2828,205,604,51,46,3738,266,0,38,6,3,313,549,11,113,7,7,693,464,14,191,10,7,690,451,23,244,16,3,739,490,44,291,27,6,861,564,32,339,17,15,966,603,47,363,21,11,1044,623,33,319,19,7,995,562,21,252,14,20,870,414,17,180,10,8,639,193,4,93,6,3,302,54,4,24,3,0,87,14,3,12,4,0,31,5259,255,2460,161,95,8236,732,47,128,39,31,978,228,4,46,22,58,362,9054,519,3234,279,230,13312,900,8,33,0,9,951,2537,76,335,3,27,2982,3186,249,824,13,37,4302,2653,401,1023,14,42,4134,2061,466,927,23
4RSAU,95,13,22,2867,2004,63,135,40,19,2259,1816,117,158,71,17,2178,2509,211,262,130,27,3143,3035,257,370,120,47,3834,3011,282,433,150,42,3921,2486,248,395,154,32,3323,1422,155,270,140,26,2015,360,75,168,98,10,712,53,26,84,53,4,219,42,18,48,51,5,154,22222,1516,2458,1039,270,27509,3227,9,15,34,51,3328,2558,6,38,25,27,2655,2137,47,140,56,19,2390,2782,90,246,126,25,3275,2922,147,296,110,29,3507,3305,143,321,114,35,3920,3653,141,359,104,38,4293,3462,142,338,114,46,4106,3370,139,384,186,38,4108,2251,118,380,169,33,2946,832,96,258,168,23,1373,241,50,123,115,20,546,69,28,80,88,15,288,30808,1138,2986,1406,398,36743,2768,109,280,119,85,3365,725,41,91,143,214,1213,56531,2800,5811,2709,976,68830,1770,11,20,18,23,1844,6431,69,164,43,61,6771,7600,196,423,56,75,8352,6855,407,636,129,76,8095,6184,630,798,192
4GADE,325,40,65,16877,13772,339,427,55,41,14633,11071,421,532,90,68,12183,12368,597,695,117,56,13835,14415,749,841,157,69,16237,14335,690,813,129,91,16061,11853,632,695,86,80,13339,6554,374,389,69,56,7445,1650,172,206,38,22,2085,226,66,81,30,12,409,86,22,21,14,8,151,113470,4271,5147,855,607,124348,13269,27,63,43,108,13519,15203,42,236,61,98,15641,9892,128,411,89,59,10579,11872,257,816,193,56,13197,12642,435,967,221,83,14353,13236,569,1120,226,85,15238,13056,563,1096,234,98,15046,11893,455,982,246,89,13663,10752,452,969,225,80,12480,7612,411,810,224,79,9137,3112,316,574,216,56,4267,856,134,235,104,25,1354,266,47,119,70,7,511,123667,3834,8409,2156,918,138983,11684,248,381,131,190,12637,2892,92,157,178,501,3817,251711,8445,14097,3321,2216,279789,3459,12,37,9,31,3543,22161,204,451,54,133,22996,36337,889,1295,101,186,38808,37091,1727,1771,139,176,40899,32677,2341,1967,205
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0
49499,26,0,0,250,180,11,43,3,0,234,148,7,29,0,4,189,194,15,41,3,3,252,214,26,74,5,0,326,207,14,52,5,0,276,161,13,57,7,0,235,73,7,28,0,3,109,26,5,8,4,0,41,8,0,0,5,0,18,3,0,0,0,0,7,1604,106,372,36,14,2131,163,0,17,3,3,186,375,0,81,7,3,459,317,13,82,3,5,421,306,16,93,11,0,423,365,12,137,14,8,528,409,18,193,11,13,647,513,19,230,12,10,790,584,19,277,16,11,909,537,22,227,13,10,804,396,11,179,15,14,614,153,6,74,6,0,242,57,0,28,4,0,97,15,0,6,3,0,24,4180,137,1623,123,80,6141,534,14,105,20,15,687,131,11,30,17,21,206,6450,270,2125,186,134,9160,436,3,15,5,7,467,1444,31,225,0,27,1727,1445,154,576,12,23,2195,1193,243,633,15,22,2106,910,239,631,3
3RQLD,765,125,103,27066,21030,914,1071,241,96,23344,19019,1356,1356,390,117,22241,23155,2164,1777,513,159,27771,25666,2389,2205,662,198,31115,24173,2345,2116,674,225,29524,19196,1827,1934,652,201,23815,9920,1183,1335,571,132,13137,2541,549,708,448,68,4309,459,193,291,256,32,1231,136,63,154,188,19,558,197952,13540,14090,4807,1474,231867,26245,42,118,136,223,26771,19632,76,355,116,120,20301,15851,270,881,269,112,17379,18186,747,1772,620,140,21459,19711,1114,2051,657,117,23650,21473,1314,2240,693,184,25903,20589,1281,2099,632,184,24793,19145,1118,1970,629,168,23027,17005,996,1900,709,195,20810,11786,840,1586,673,163,15049,4948,556,998,579,104,7185,1490,272,475,361,62,2654,449,114,296,230,35,1125,196511,8750,16744,6306,1804,230117,17364,514,863,416,341,19505,5776,305,507,680,1021,8287,417599,23108,32205,12208,4645,489766,13809,43,111,82,118,14164,50590,445,1006,159,311,52514,61194,1779,2468,272,305,66024,58034,3946,3493,528,367,66359,53105,5350,4167,794
3GBRI,655,82,103,36420,30977,854,950,137,111,33025,25879,1221,1159,176,113,28543,28488,1788,1375,255,141,32041,29535,1972,1538,278,168,33490,26766,1758,1405,268,155,30359,20132,1499,1105,218,102,23056,10419,808,689,173,87,12164,2720,388,302,93,33,3533,403,116,100,56,13,698,93,47,37,29,14,213,238541,11013,9579,1797,1146,262078,25706,51,183,119,158,26216,25914,87,489,87,125,26699,17303,245,877,207,88,18724,19160,707,1433,417,114,21829,20168,971,1895,449,107,23587,21154,1197,2032,495,114,24991,19411,1167,1900,454,117,23053,16499,1008,1474,380,125,19481,14195,833,1331,404,110,16870,9769,739,1142,379,112,12145,4416,508,682,295,67,5976,1268,199,307,155,41,1977,339,96,139,91,16,685,195308,7806,13881,3933,1296,222226,19571,396,628,226,226,21052,5827,247,368,313,760,7517,459251,19458,24458,6279,3433,512876,10344,28,89,22,83,10556,53054,491,881,77,223,54728,77704,2071,2186,162,267,82394,78623,4218,3182,309,350,86671,70561,5547,3544,416
39799,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,3,0,26,0,0,0,0,0,0,9,0,0,0,0,9,16,0,0,0,0,11,16,0,0,0,0,21,13,0,0,0
39499,86,3,3,793,543,39,132,8,8,729,519,59,140,8,5,731,585,77,188,19,7,875,679,88,207,10,13,1000,571,92,224,15,15,915,449,57,168,5,9,692,222,33,95,7,7,357,56,14,32,9,0,106,21,5,5,3,0,33,3,4,4,3,0,10,4991,488,1344,104,66,6990,541,0,83,9,9,639,890,3,160,17,7,1078,742,33,278,20,12,1083,795,44,430,34,18,1317,842,58,485,45,16,1448,973,88,613,35,23,1732,1014,93,678,48,24,1856,1111,82,643,36,22,1890,954,66,564,32,14,1634,743,53,400,29,15,1242,309,22,151,22,9,504,97,5,45,8,8,156,33,0,14,5,5,57,9031,559,4534,347,181,14652,1195,67,260,69,56,1653,463,17,102,69,116,760,15674,1128,6238,586,422,24053,1694,9,57,7,20,1790,4857,119,519,12,56,5560,5313,488,1240,20,49,7116,4661,888,1495,33,61,7136,3859,1021,1551,47
2RVIC,457,51,73,14117,9455,373,508,100,60,10502,8184,542,693,187,76,9676,10225,893,976,280,91,12460,12257,1099,1132,337,123,14945,12449,1118,1280,373,144,15361,10255,930,1213,446,103,12949,5225,519,852,376,91,7050,1204,304,494,302,35,2343,204,87,212,150,13,671,113,51,123,128,13,427,94820,6157,8125,2760,903,112762,14219,35,54,106,183,14595,12376,38,165,86,104,12766,8810,105,475,142,73,9598,10767,370,951,319,78,12481,12007,560,1099,410,114,14192,13597,718,1277,391,125,16100,14050,689,1139,360,159,16399,13447,634,1099,381,151,15719,12897,637,1116,465,172,15283,9039,578,1035,512,123,11284,3287,382,788,495,79,5028,874,160,375,268,42,1713,304,69,255,223,26,878,125661,4970,9827,4152,1432,146036,12215,446,729,353,326,14071,3455,183,307,474,670,5087,236148,11749,18988,7744,3331,277953,6365,28,48,27,65,6529,25026,221,588,102,209,26136,31684,921,1666,209,261,34740,27698,1999,2135,299,216,32355,24889,2768,2606,476
2GMEL,1434,171,295,80471,67166,1828,2129,261,283,71669,48533,2278,2100,366,246,53529,47675,3231,2560,452,291,54211,50301,3982,2797,530,311,57918,45648,3490,2536,494,277,52449,35008,2623,1864,391,263,40150,18507,1430,1029,240,142,21356,5042,697,433,119,75,6370,881,235,166,69,27,1379,292,108,73,45,13,525,437855,21010,17621,3191,2475,482149,39448,95,224,218,324,40305,52403,205,823,264,342,54032,34574,527,1645,381,236,37358,37433,1419,3122,767,249,42999,40574,2250,4101,1057,245,48236,43588,2839,4445,1142,321,52333,41853,2853,4062,1012,318,50099,35407,2386,3147,835,301,42084,30733,1987,2709,794,268,36493,21946,1684,2161,612,241,26646,9713,1244,1437,575,170,13136,2795,509,615,307,85,4311,920,223,303,202,53,1702,391397,18215,28804,8168,3152,449740,36171,1005,1370,463,587,39589,12458,621,799,833,1820,16524,877882,40846,48591,12654,8030,988003,11036,47,100,39,129,11345,82703,870,1687,146,578,85974,166041,4569,5060,448,870,176987,169624,9882,7296,712,930,188443,140918,12462,7317,903
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,10,0,0,0,0,10,11,0,0,0
29499,100,6,14,985,685,59,134,17,4,892,489,63,139,9,16,715,618,91,192,7,13,917,626,117,197,13,11,963,598,97,215,15,13,938,426,72,163,11,8,684,217,35,69,7,3,329,55,11,32,7,0,100,12,3,10,0,0,30,9,0,8,0,0,18,5170,582,1305,89,87,7228,584,4,62,10,8,665,1358,8,217,14,15,1614,1053,24,321,28,21,1449,952,43,467,33,21,1514,1045,71,532,55,18,1719,1298,88,628,37,36,2085,1485,111,769,36,28,2433,1483,92,672,43,29,2325,1388,77,531,31,31,2055,1019,55,389,25,24,1521,479,31,175,11,12,707,166,13,59,8,9,255,60,0,25,10,0,94,12376,630,4843,340,250,18437,1392,74,269,76,70,1878,627,42,105,63,122,957,19565,1323,6519,569,530,28505,2025,9,36,6,20,2087,6067,177,853,12,96,7201,6197,802,2020,25,113,9162,5071,1280,2282,43,115,8791,3937,1541,2069,44
1RNSW,797,101,122,24263,17663,668,1077,178,107,19696,16642,1024,1415,295,128,19507,21567,1578,2009,440,173,25768,24511,1869,2399,539,255,29572,24501,1862,2489,677,252,29781,20925,1540,2261,682,220,25618,10443,947,1551,583,128,13651,2505,464,841,503,63,4376,401,155,381,324,29,1291,185,72,230,260,25,775,185433,10596,15858,4642,1660,218189,25082,38,116,165,270,25678,20732,66,382,133,158,21474,15888,240,868,260,124,17381,19334,591,1691,485,122,22226,20724,919,2234,566,168,24609,22757,1077,2541,602,226,27207,22508,1073,2276,583,231,26669,22442,1003,2221,629,224,26515,21260,991,2141,723,254,25363,14365,876,2014,809,221,18287,5597,595,1328,763,132,8408,1591,272,652,518,69,3103,504,129,403,371,57,1463,212786,7875,18871,6593,2253,248378,19327,560,1232,514,453,22086,5936,262,554,755,1267,8761,423486,19283,36508,12505,5630,497415,13847,51,90,59,183,14232,45796,413,1127,155,341,47831,56331,1545,2728,254,401,61263,51568,3207,3893,473,362,59504,47947,4651,4743,677
1GSYD,1477,146,352,89631,76449,2096,2143,269,275,81236,59687,2855,2440,297,275,65558,58783,3928,3010,399,341,66457,58176,4363,3380,429,360,66705,53019,4345,3201,470,374,61412,42213,3029,2405,337,342,48316,22370,1667,1342,242,179,25814,6746,827,549,124,81,8323,1333,294,187,68,24,1911,361,85,87,59,16,617,519058,24780,20794,2916,2935,570482,39143,79,341,188,260,40011,49439,200,873,211,341,51065,32951,555,1672,386,223,35789,36771,1518,3053,766,222,42333,39146,2374,4103,936,264,46824,40642,2892,4438,1023,239,49234,36609,2764,4211,886,287,44759,32408,2382,3346,763,270,39166,28434,2085,2962,718,246,34438,20548,1755,2458,655,183,25593,10190,1310,1461,535,185,13680,3398,624,682,314,80,5102,1128,307,374,255,44,2115,370804,18840,29981,7622,2851,430099,36781,946,1306,476,534,40043,13965,698,873,742,1927,18207,940609,45259,52954,11760,8242,1058826,17460,88,123,29,185,17892,99724,1103,1576,183,621,103208,183283,5314,4731,373,907,194607,188943,10982,7113,688,872,208598,162445,14416,8267,757
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,9,0,3,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,9,5,0,0,0,0,9,3,0,0,0
